,aba,agepr,aise,amr,ancons,cataeu,chaufp,cs42cj,cs42pr,decile,decuc,dip14cj,dip14pr,htl,ident_men,mchof,mchof_d,mfac_eau1_d,mfac_eg1_d,mloy_d,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_4511,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,typmen,zeat,part_energies_revtot
6990,2,57.0,3,0.0,6,300,2,12,21,4,3.0,50,50,1,5370,,,,,,2.0,1.0,7.0,0.0,2.0,2097.1801760220433,894.0,415.0,0.0,0.0,25835.0,1,1,120.0,0,0.0,5,9,0.03460421908263983
6991,2,48.0,3,0.0,1,112,2,85,48,8,7.0,43,50,1,5371,,,360.0,,,2.0,0.0,4.0,1.0,2.0,2277.868705368691,670.0,0.0,0.0,0.0,48353.0,7,1,110.0,8,0.0,4,9,0.013856430831592662
6992,2,30.0,1,0.0,99,111,2,38,38,9,9.0,12,12,2,5374,,,,,680.0,2.0,0.0,3.0,0.0,1.5,2856.8914393366513,251.0,0.0,490.0,0.0,54398.0,1,1,72.0,9,7.0,3,9,0.013621824331776904
6993,2,26.0,2,0.0,4,111,1,55,55,7,6.0,43,43,2,5375,,,,,,2.0,0.0,4.0,1.0,1.8,3379.7615234031578,660.0,0.0,72.0,0.0,38565.0,1,1,81.0,7,5.0,4,5,0.018980941267989108
6994,2,41.0,2,0.0,1,112,2,0,47,5,9.0,0,41,1,5376,,,173.0,,,1.0,2.0,7.0,0.0,1.0,2598.2562536144037,1077.0,0.0,0.0,0.0,29847.0,0,1,200.0,7,0.0,1,4,0.03608402854558247
6995,2,50.0,1,0.0,1,111,2,37,37,10,10.0,12,12,2,5377,,,,,,2.0,0.0,9.0,4.0,3.3,1441.8054344690684,1500.0,1139.0,3000.0,0.0,411806.0,1,1,280.0,10,8.0,4,1,0.010927475558879667
6996,2,54.0,3,0.0,1,112,6,85,63,8,7.0,50,50,1,5379,,,273.0,,,2.0,2.0,6.0,1.0,2.0,1118.5789732057656,540.0,0.0,0.0,1400.0,49096.0,5,1,116.0,3,0.0,4,4,0.03951442072673945
6997,2,56.0,2,0.0,1,111,2,46,48,9,9.0,44,10,1,5380,,,329.0,,,2.0,3.0,5.0,0.0,1.5,1637.395792360246,452.0,0.0,1577.0,0.0,55126.0,1,1,102.0,8,6.0,3,5,0.03680658854261147
6998,2,49.0,2,0.0,1,112,2,54,46,10,7.0,50,50,1,5381,,,500.0,,,3.0,0.0,6.0,3.0,3.0,2179.9195552065694,1500.0,624.0,0.0,0.0,72857.0,1,1,200.0,5,0.0,4,5,0.020588275663285614
6999,1,43.0,3,120.0,4,111,1,85,68,4,2.0,50,50,8,5382,,,,,,1.0,0.0,3.0,2.0,2.1,2400.3269733731495,500.0,0.0,0.0,0.0,23160.0,6,1,70.0,8,7.0,4,3,0.02158894645941278
7000,2,39.0,2,0.0,9,400,5,0,63,4,7.0,0,50,1,5383,,,,,,1.0,2.0,4.0,0.0,1.0,2391.9923538889357,600.0,0.0,0.0,0.0,22108.0,0,1,119.0,0,1.0,1,7,0.027139497014655328
7001,2,52.0,3,0.0,8,111,2,77,52,9,8.0,50,41,1,5384,,,200.0,,,2.0,0.0,4.0,1.0,2.0,1958.781732613068,1650.0,0.0,0.0,0.0,55612.0,5,1,150.0,6,5.0,4,9,0.029669855426886285
7002,2,56.0,2,0.0,1,211,2,0,21,1,2.0,0,50,1,5387,,,,,,1.0,0.0,4.0,0.0,1.0,1531.8698062563626,340.0,507.0,900.0,0.0,12048.0,0,1,78.0,3,4.0,1,2,0.10292164674634795
7003,2,38.0,1,0.0,1,111,2,55,21,8,7.0,31,43,1,5388,,,360.0,,,2.0,0.0,6.0,2.0,2.1,4717.148927692273,1400.0,0.0,800.0,0.0,47173.0,1,1,96.0,8,6.0,4,3,0.0466368473491192
7004,2,49.0,3,0.0,7,111,2,47,38,10,8.0,20,10,1,5389,,,,,,2.0,0.0,5.0,3.0,2.4,1268.254945826596,378.0,0.0,432.0,0.0,64521.0,1,1,100.0,10,8.0,4,1,0.012554052169061235
7005,2,79.0,3,0.0,4,111,2,71,71,2,2.0,70,71,1,539,,,90.0,,,0.0,1.0,4.0,0.0,1.5,2725.8422936200095,570.0,0.0,0.0,780.0,14380.0,5,5,92.0,9,7.0,3,8,0.09388038942976357
7006,2,64.0,2,0.0,6,111,2,77,75,6,6.0,50,42,1,5391,,,,,,0.0,3.0,4.0,0.0,1.5,2411.3280774639775,690.0,0.0,0.0,0.0,31180.0,5,5,96.0,9,7.0,3,7,0.022129570237331624
7007,2,22.0,4,0.0,5,112,2,0,67,2,1.0,0,43,1,5395,,,874.0,,,2.0,0.0,6.0,3.0,2.5,1626.0263231503425,1044.0,0.0,0.0,0.0,15181.0,0,1,125.0,10,0.0,2,1,0.06877017324286938
7008,0,44.0,2,0.0,9,111,2,68,62,8,5.0,50,50,1,5396,,,,,,2.0,0.0,4.0,3.0,2.6,966.7107751105762,0.0,0.0,0.0,0.0,44270.0,1,1,90.0,8,7.0,4,9,0.0
7009,2,65.0,4,0.0,5,111,2,56,78,3,3.0,71,71,1,5399,,,,,,1.0,2.0,5.0,0.0,1.5,2896.297436449145,680.0,0.0,580.0,0.0,21509.0,1,5,100.0,6,4.0,3,7,0.058580129248221674
7010,2,61.0,4,0.0,5,221,5,62,78,5,6.0,50,70,1,540,,,337.0,,,1.0,3.0,5.0,0.0,1.5,2581.839569501768,1853.0,0.0,0.0,0.0,29301.0,4,5,120.0,1,2.0,3,7,0.06324016245179345
7011,2,51.0,2,0.0,7,111,2,22,33,10,10.0,60,41,1,5400,,,,,,2.0,2.0,7.0,0.0,1.5,3346.4305774173426,507.0,0.0,1365.0,0.0,93673.0,1,1,180.0,8,7.0,3,2,0.019984413865254663
7012,1,22.0,3,295.0,1,221,4,81,52,4,4.0,31,33,2,5401,,,,98.0,,2.0,0.0,3.0,0.0,1.5,4745.977569097476,0.0,98.0,0.0,0.0,22420.0,4,1,56.0,1,2.0,3,2,0.0
7013,2,32.0,2,0.0,7,111,2,34,38,8,8.0,20,10,2,5403,,,,,,2.0,0.0,3.0,1.0,1.8,3210.853248169071,250.0,0.0,500.0,0.0,48175.0,1,1,64.0,9,7.0,4,5,0.015568240788790867
7014,2,59.0,3,0.0,2,212,6,43,75,3,1.0,33,20,1,5406,,,,,,1.0,3.0,6.0,1.0,2.5,2703.406197814477,872.0,0.0,0.0,2604.0,20529.0,1,5,100.0,3,0.0,5,9,0.16932144770812022
7015,2,57.0,2,0.0,1,111,2,43,47,9,7.0,10,31,2,5407,,,,,992.0,2.0,1.0,6.0,2.0,2.5,2303.7233277911046,440.0,0.0,809.0,0.0,54560.0,1,1,108.0,10,8.0,4,1,0.022892228739002932
7016,2,51.0,3,0.0,7,112,4,54,46,8,7.0,60,30,1,5408,,,520.0,,,3.0,0.0,4.0,1.0,2.0,3224.294235403418,1700.0,1327.0,0.0,0.0,44187.0,1,1,130.0,9,0.0,4,9,0.03847285400683459
7017,2,78.0,2,0.0,6,221,5,77,77,7,8.0,50,70,1,541,,,145.0,,,0.0,4.0,5.0,0.0,1.5,3232.4101179469103,850.0,0.0,0.0,0.0,38073.0,5,5,80.0,1,2.0,3,5,0.022325532529614164
