,aba,agepr,amr,ancons,cataeu,coml13,coml3,cs42cj,cs42pr,dip14pr,gchauf_1,gchauf_2,gchauf_3,gchauf_4,gchauf_5,gchauf_6,gchauf_7,gchaufs_1,gchaufs_2,gchaufs_3,gchaufs_4,gchaufs_5,gmoy1,gmur,gtoit2,gtt1,gvit1,gvit1b,htl,iaat,idlog,mchof_d,mdiplo,mdiploc,mfac_eau1_d,mloy_d,mtyad,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,zeat,part_energies_revenu
471,2,68.0,0.0,6,111,0.0,0.0,0,78,71,2,2,2,2,2,1,2,2,2,2,2,1,0,2,0,,2,1,2,8,101900,,1,0,0.0,372.0,120,0.0,0.0,3.0,0.0,1.0,330.754594352,744.0,0.0,0.0,11934.0,0,5,62.0,10,8,1,0.0623428858723
472,1,32.0,28.0,2,111,0.0,0.0,0,54,31,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20.0,2,2,2,4,114394,,8,0,0.0,489.0,322,2.0,0.0,3.0,2.0,2.1,1073.16301119,0.0,0.0,0.0,29490.0,0,1,67.0,10,8,1,0.0
473,2,47.0,0.0,6,111,0.0,0.0,0,47,43,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20.0,1,1,2,8,100117,,5,0,0.0,261.0,110,1.0,0.0,1.0,0.0,1.0,1269.95042478,422.0,0.0,0.0,31666.0,0,1,40.0,10,8,1,0.0133265963494
474,2,59.0,0.0,1,111,0.0,0.0,54,47,50,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,15.0,1,1,2,3,121123,1800.0,4,4,0.0,600.0,400,2.0,2.0,4.0,0.0,1.5,414.411497424,25.0,30.0,0.0,65273.0,1,1,61.0,10,8,1,0.000842614863726
475,1,75.0,367.0,4,111,0.0,0.0,78,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,6,129439,,9,1,0.0,459.0,400,0.0,4.0,4.0,0.0,1.5,310.181053785,540.0,300.0,0.0,4600.0,5,5,100.0,10,8,1,0.182608695652
476,1,51.0,325.0,2,111,0.0,0.0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,90.0,1,1,2,4,104152,,4,0,0.0,414.0,323,1.0,0.0,4.0,3.0,2.5,286.873541026,350.0,0.0,0.0,29181.0,0,1,68.0,10,8,1,0.0119941057537
477,2,61.0,0.0,1,111,0.0,0.0,74,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,110581,,9,2,0.0,,400,1.0,2.0,3.0,0.0,1.5,707.815679618,400.0,0.0,0.0,30450.0,5,1,69.0,10,8,1,0.0131362889984
478,2,43.0,0.0,1,111,0.0,0.0,0,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,131278,710.0,8,0,0.0,600.0,321,1.0,0.0,4.0,1.0,1.3,414.411497424,150.0,150.0,0.0,47019.0,0,1,66.0,10,8,1,0.006380399413
479,2,72.0,0.0,1,111,0.0,0.0,86,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,2,109550,,9,9,0.0,,400,0.0,1.0,6.0,0.0,1.5,986.968472428,357.0,1282.0,0.0,67395.0,5,5,127.0,10,8,1,0.0243193115216
480,2,65.0,0.0,2,111,0.0,0.0,0,74,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,121374,,3,0,0.0,586.0,120,0.0,0.0,3.0,0.0,1.0,441.898385001,272.0,240.0,0.0,45539.0,0,5,53.0,10,8,1,0.0112431103011
481,1,76.0,30.0,2,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,1,2,4,119244,468.0,1,0,0.0,237.0,120,0.0,3.0,3.0,0.0,1.0,1412.03366817,250.0,100.0,0.0,13092.0,0,5,39.0,10,8,1,0.0267338832875
482,1,45.0,27.0,1,111,0.0,0.0,0,67,71,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,45.0,1,1,2,3,115101,852.0,1,0,0.0,352.0,322,1.0,3.0,3.0,2.0,1.8,289.427537338,372.0,588.0,0.0,17952.0,0,1,69.0,10,8,1,0.0534759358289
483,2,45.0,0.0,6,111,0.0,0.0,64,46,50,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,45.0,1,2,2,8,127624,,4,1,0.0,,402,2.0,0.0,4.0,2.0,2.1,268.440872475,1087.0,120.0,0.0,41792.0,1,1,69.0,10,8,1,0.0288811255743
484,2,31.0,0.0,1,111,0.0,0.0,0,42,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,45.0,1,1,2,2,109353,,9,0,0.0,634.0,120,1.0,0.0,2.0,0.0,1.0,1320.68021286,338.0,0.0,0.0,24360.0,0,1,23.0,10,8,1,0.0138752052545
485,2,88.0,0.0,4,111,0.0,0.0,75,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,2,2,6,122715,,9,2,0.0,,400,0.0,0.0,3.0,0.0,1.5,246.444215721,360.0,0.0,0.0,48125.0,5,5,65.0,10,8,1,0.00748051948052
486,2,69.0,0.0,7,111,0.0,0.0,33,38,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,15.0,1,2,1,9,102141,,9,8,200.0,,400,2.0,2.0,5.0,0.0,1.5,369.154281027,2000.0,0.0,0.0,65510.0,4,1,90.0,10,8,1,0.0305296901236
487,1,21.0,250.0,5,111,0.0,0.0,0,84,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,7,123792,1600.0,7,0,0.0,642.0,110,0.0,0.0,1.0,0.0,1.0,362.967813474,200.0,0.0,0.0,12000.0,0,3,27.0,10,8,1,0.0166666666667
488,2,53.0,0.0,5,111,0.0,0.0,56,56,33,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.0,1,1,2,7,104067,,8,8,0.0,400.0,401,2.0,2.0,3.0,1.0,2.0,289.427537338,560.0,0.0,0.0,41859.0,1,1,68.0,10,8,1,0.0133782460164
489,1,79.0,80.0,1,111,0.0,0.0,0,77,71,2,1,2,2,2,2,2,2,1,1,2,2,0,3,0,,2,1,2,2,127659,,1,0,0.0,512.0,120,0.0,1.0,1.0,0.0,1.0,403.917582264,0.0,0.0,0.0,11906.0,0,5,12.0,10,8,1,0.0
490,0,38.0,0.0,1,111,0.0,0.0,0,85,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,2,1,2,3,132570,,1,0,0.0,,321,0.0,0.0,1.0,1.0,1.3,401.736254138,0.0,0.0,0.0,43020.0,0,7,12.0,10,8,1,0.0
491,2,50.0,0.0,5,111,0.0,0.0,0,46,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20.0,1,2,2,7,115128,,7,0,0.0,233.0,110,1.0,0.0,1.0,0.0,1.0,416.51178482,500.0,0.0,0.0,34205.0,0,1,28.0,10,8,1,0.0146177459436
492,2,37.0,0.0,4,111,0.0,0.0,0,47,31,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,90.0,1,2,2,6,118009,,8,0,0.0,760.0,120,1.0,0.0,3.0,0.0,1.0,653.333458626,300.0,100.0,0.0,29968.0,0,1,56.0,10,8,1,0.0133475707421
493,2,43.0,0.0,1,111,0.0,0.0,90,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,3,115258,,9,1,0.0,,401,2.0,0.0,3.0,1.0,1.8,322.651314389,1200.0,2000.0,0.0,38618.0,1,4,107.0,10,8,1,0.0828629136672
494,2,67.0,0.0,2,111,0.0,0.0,0,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,4,127968,,2,0,0.0,,120,0.0,0.0,1.0,0.0,1.0,400.471266091,1080.0,0.0,0.0,12598.0,0,5,27.0,10,8,1,0.0857278933164
495,0,71.0,0.0,1,111,0.0,0.0,0,74,44,2,2,1,2,2,2,2,2,2,2,2,1,0,3,0,,1,2,2,1,126030,,5,0,0.0,,110,0.0,0.0,3.0,0.0,1.0,967.647128005,1850.0,0.0,0.0,44076.0,0,5,96.0,10,8,1,0.0419729558036
496,2,53.0,0.0,1,111,0.0,0.0,0,38,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,25.0,1,1,2,1,106277,,9,0,0.0,,110,1.0,0.0,4.0,0.0,1.0,863.095225111,400.0,850.0,0.0,141268.0,0,1,97.0,10,8,1,0.00884842993459
497,1,42.0,290.0,1,111,0.0,0.0,56,56,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,75.0,1,2,2,3,115153,382.0,9,9,0.0,280.0,401,2.0,0.0,2.0,1.0,1.8,408.429391358,336.0,396.0,0.0,9981.0,1,1,38.0,10,8,1,0.073339344755
498,2,30.0,0.0,1,111,0.0,0.0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,2,2,2,123612,,4,0,0.0,180.0,110,1.0,0.0,1.0,0.0,1.0,1321.10309028,250.0,0.0,0.0,7200.0,0,1,5.0,10,8,1,0.0347222222222
499,2,42.0,0.0,1,111,756.0,0.0,0,54,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15.0,2,1,2,3,133021,,5,0,0.0,1345.0,321,1.0,0.0,3.0,1.0,1.5,1018.89488692,0.0,0.0,0.0,56421.0,0,1,60.0,10,8,1,0.0
500,2,86.0,0.0,2,111,0.0,0.0,0,77,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,1,2,1,4,114459,,7,0,115.0,,120,0.0,2.0,5.0,0.0,1.0,359.079455463,243.0,1965.0,0.0,38819.0,0,5,98.0,10,8,1,0.0568793631984
501,0,27.0,0.0,1,111,0.0,0.0,0,37,10,2,2,1,2,2,2,2,2,1,2,2,2,0,1,0,,1,2,2,2,116703,,9,0,0.0,,200,2.0,0.0,3.0,0.0,1.5,889.452895626,371.0,1567.0,0.0,16826.0,0,1,46.0,10,8,1,0.115178889813
502,2,27.0,0.0,1,111,0.0,0.0,0,64,71,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,40.0,1,2,2,2,132465,,1,0,0.0,420.0,120,1.0,0.0,1.0,0.0,1.0,1039.02512893,200.0,0.0,0.0,8400.0,0,1,18.0,10,8,1,0.0238095238095
503,1,59.0,32.0,2,111,0.0,0.0,0,52,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,103347,270.0,7,0,0.0,287.0,200,2.0,4.0,3.0,0.0,1.5,293.690641534,300.0,300.0,0.0,2298.0,0,4,54.0,10,8,1,0.261096605744
504,2,47.0,0.0,1,111,0.0,0.0,37,35,20,2,2,2,1,2,2,2,1,2,2,2,2,3,3,0,50.0,1,2,2,2,107499,,9,9,0.0,,402,2.0,0.0,3.0,2.0,2.1,891.899173717,547.0,871.0,0.0,80649.0,4,1,96.0,10,8,1,0.0175823630795
505,2,26.0,0.0,1,111,0.0,0.0,0,38,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,70.0,1,2,2,3,131721,,9,0,0.0,665.0,120,1.0,0.0,1.0,0.0,1.0,1321.10309028,324.0,0.0,0.0,31000.0,0,1,15.0,10,8,1,0.0104516129032
506,2,41.0,0.0,1,111,0.0,0.0,0,37,31,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.0,1,2,2,2,109819,,8,0,0.0,,120,1.0,0.0,2.0,0.0,1.0,1058.03330771,276.0,360.0,0.0,85558.0,0,1,51.0,10,8,1,0.00743355384651
507,2,31.0,0.0,4,111,0.0,0.0,54,47,43,2,2,2,1,2,2,2,2,1,2,2,2,2,1,0,15.0,1,2,8,6,119046,,5,7,0.0,371.0,401,2.0,0.0,3.0,1.0,1.8,405.160572141,395.0,115.0,0.0,48647.0,1,1,67.0,10,8,1,0.0104836886139
508,1,77.0,280.0,4,111,0.0,0.0,0,86,71,2,2,1,2,2,2,2,1,2,2,2,2,0,3,3,,2,1,1,6,103701,,1,0,0.0,700.0,200,2.0,2.0,4.0,0.0,2.0,468.226458177,1000.0,200.0,0.0,46842.0,0,6,80.0,10,8,1,0.0256180350967
509,2,58.0,0.0,4,111,0.0,0.0,0,54,60,1,2,2,2,2,2,2,2,1,2,2,2,2,1,0,15.0,1,2,8,6,114032,773.0,3,0,0.0,433.0,321,1.0,3.0,4.0,1.0,1.5,302.150171467,407.0,97.0,0.0,30459.0,0,1,89.0,10,8,1,0.0165468334482
510,2,66.0,0.0,4,111,0.0,0.0,0,43,10,2,2,2,1,2,1,2,2,1,2,2,2,3,3,0,10.0,2,1,2,6,105576,894.0,9,0,0.0,997.0,200,1.0,1.0,2.0,0.0,1.5,1061.19774057,300.0,0.0,0.0,95767.0,0,1,68.0,10,8,1,0.00313260308875
511,2,34.0,0.0,1,111,0.0,0.0,46,34,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,20.0,2,2,2,2,122172,,9,9,0.0,1500.0,400,2.0,0.0,2.0,0.0,1.5,1164.8487009,285.0,1200.0,0.0,58200.0,4,1,60.0,10,8,1,0.0255154639175
512,2,33.0,0.0,1,111,0.0,0.0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20.0,1,2,8,3,117631,,4,0,0.0,300.0,110,1.0,0.0,1.0,0.0,1.0,448.777765323,150.0,0.0,0.0,15000.0,0,1,30.0,10,8,1,0.01
513,0,23.0,0.0,1,111,0.0,0.0,0,56,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.0,1,2,2,3,112122,,9,0,0.0,,120,0.0,0.0,2.0,0.0,1.0,1152.07609686,0.0,0.0,0.0,8200.0,0,3,31.0,10,8,1,0.0
514,2,25.0,0.0,1,111,0.0,0.0,56,38,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,60.0,1,1,2,3,128007,,9,9,0.0,700.0,400,1.0,0.0,2.0,0.0,1.5,1275.93148184,0.0,0.0,0.0,34800.0,3,1,30.0,10,8,1,0.0
515,2,57.0,0.0,3,111,0.0,0.0,0,77,50,1,2,2,2,2,2,2,2,1,2,2,2,0,1,0,,1,1,2,5,123422,700.0,4,0,0.0,317.0,120,0.0,3.0,4.0,0.0,1.0,349.326107515,250.0,60.0,0.0,6016.0,0,7,80.0,10,8,1,0.0515292553191
516,2,65.0,0.0,1,111,0.0,0.0,74,74,20,2,2,1,2,2,2,2,2,2,2,2,1,0,3,0,,1,1,2,1,102446,,9,0,0.0,,400,0.0,2.0,3.0,0.0,1.5,228.678693694,1410.0,0.0,0.0,24734.0,5,5,75.0,10,8,1,0.0570065496887
517,2,69.0,0.0,1,111,0.0,0.0,0,74,30,2,2,1,2,2,2,2,2,2,2,1,2,0,3,0,,1,2,2,2,127167,,8,0,0.0,,120,0.0,0.0,6.0,0.0,1.0,297.381205364,337.0,950.0,0.0,33841.0,0,5,160.0,10,8,1,0.0380307910523
518,2,62.0,0.0,1,111,0.0,0.0,72,35,20,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20.0,2,1,2,2,110870,,9,9,0.0,,401,1.0,2.0,5.0,1.0,2.0,246.389571428,417.0,748.0,0.0,71566.0,5,1,80.0,10,8,1,0.01627867982
519,2,33.0,0.0,3,111,0.0,0.0,0,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,1,2,5,129930,347.0,4,0,0.0,275.0,110,1.0,0.0,2.0,0.0,1.0,356.329244339,0.0,0.0,0.0,17600.0,0,1,70.0,10,8,1,0.0
520,1,26.0,300.0,1,111,0.0,0.0,84,84,43,1,2,2,2,2,2,2,2,1,2,2,2,0,3,0,,2,1,2,3,101349,,5,7,0.0,605.0,400,0.0,0.0,1.0,0.0,1.5,329.73918358,480.0,0.0,0.0,1197.0,3,3,16.0,10,8,1,0.401002506266
521,2,62.0,0.0,4,111,0.0,0.0,0,54,50,2,2,2,1,2,2,2,2,1,2,2,2,3,3,0,75.0,2,1,2,6,104870,960.0,4,0,0.0,530.0,321,2.0,1.0,4.0,0.0,2.0,427.909900576,530.0,0.0,0.0,24299.0,0,1,72.0,10,8,1,0.0218115971851
522,2,45.0,0.0,1,111,0.0,0.0,0,68,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,40.0,2,2,2,3,103222,,7,0,0.0,346.0,110,1.0,1.0,1.0,0.0,1.0,403.917582264,390.0,0.0,0.0,6250.0,0,1,16.0,10,8,1,0.0624
523,2,41.0,0.0,2,111,0.0,0.0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,40.0,2,2,2,4,130917,,4,0,0.0,440.0,321,1.0,0.0,3.0,1.0,1.5,411.128358589,600.0,400.0,0.0,19286.0,0,1,74.0,10,8,1,0.0518510836876
524,2,75.0,0.0,4,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,2,2,6,131080,,1,0,0.0,214.0,120,0.0,0.0,1.0,0.0,1.0,479.901425993,324.0,480.0,0.0,13080.0,0,5,47.0,10,8,1,0.0614678899083
525,2,50.0,0.0,2,111,0.0,0.0,0,53,71,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,20.0,1,2,2,4,131492,,1,0,0.0,500.0,110,1.0,0.0,3.0,0.0,1.0,531.998087214,720.0,930.0,0.0,18714.0,0,1,74.0,10,8,1,0.0881692850273
526,2,23.0,0.0,1,111,0.0,0.0,56,56,60,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,30.0,1,2,2,2,126990,,3,9,0.0,900.0,400,2.0,0.0,2.0,0.0,1.5,287.551088489,0.0,0.0,0.0,29150.0,1,1,26.0,10,8,1,0.0
527,2,35.0,0.0,1,111,0.0,0.0,0,37,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,20.0,1,2,2,3,105706,,4,0,0.0,890.0,200,1.0,1.0,2.0,0.0,1.5,1115.81004865,650.0,1100.0,0.0,32000.0,0,1,35.0,10,8,1,0.0546875
528,2,49.0,0.0,2,111,0.0,0.0,0,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,4,116342,,1,0,0.0,500.0,200,2.0,1.0,1.0,0.0,1.5,1320.12459512,0.0,0.0,0.0,19260.0,0,1,30.0,10,8,1,0.0
529,2,78.0,0.0,1,111,0.0,0.0,0,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,1,115378,,9,0,0.0,753.0,110,0.0,2.0,2.0,0.0,1.0,1436.95487705,1200.0,0.0,0.0,43029.0,0,5,31.0,10,8,1,0.0278881684445
530,1,40.0,302.0,2,111,0.0,0.0,0,56,41,1,2,1,1,2,2,2,2,1,2,2,2,0,3,0,,1,2,2,4,107345,,7,0,0.0,264.0,322,1.0,0.0,2.0,2.0,1.8,1494.7946085,340.0,600.0,0.0,14938.0,0,4,35.0,10,8,1,0.0629267639577
531,2,37.0,0.0,9,111,0.0,0.0,85,47,31,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,60.0,1,2,2,10,100387,,8,1,362.0,400.0,402,1.0,0.0,3.0,2.0,2.1,352.969974829,0.0,0.0,0.0,20412.0,7,1,60.0,10,8,1,0.0
532,2,28.0,0.0,1,111,0.0,0.0,0,54,43,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,20.0,2,1,2,3,118866,,5,0,0.0,680.0,110,1.0,0.0,2.0,0.0,1.0,409.174574894,0.0,0.0,0.0,5719.0,0,1,28.0,10,8,1,0.0
533,2,83.0,0.0,4,111,0.0,0.0,74,74,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,1,2,6,108563,,0,9,0.0,,400,0.0,2.0,6.0,0.0,1.5,1072.82840289,500.0,0.0,0.0,92114.0,5,5,120.0,10,8,1,0.00542805653864
534,2,64.0,0.0,1,111,0.0,0.0,74,31,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,2,2,2,2,122180,,9,9,0.0,,400,1.0,2.0,6.0,0.0,1.5,910.778301789,1020.0,1500.0,0.0,118552.0,5,1,180.0,10,8,1,0.0212564950402
535,2,76.0,0.0,2,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,108920,,1,0,0.0,190.0,120,0.0,0.0,3.0,0.0,1.0,330.754594352,480.0,0.0,0.0,16676.0,0,5,55.0,10,8,1,0.0287838810266
536,2,72.0,0.0,1,111,0.0,0.0,75,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,116439,,1,1,0.0,400.0,400,0.0,0.0,3.0,0.0,1.5,398.488281204,364.0,65.0,0.0,22297.0,5,5,40.0,10,8,1,0.0192402565368
537,2,55.0,0.0,7,111,0.0,0.0,85,81,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,9,108965,,1,1,0.0,350.0,400,1.0,0.0,3.0,0.0,1.5,371.766381926,380.0,0.0,0.0,12383.0,6,4,55.0,10,8,1,0.0306872324962
538,2,63.0,0.0,1,111,0.0,0.0,77,45,42,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.0,1,2,2,3,132374,,6,1,360.0,549.0,400,1.0,0.0,4.0,0.0,1.5,310.181053785,420.0,350.0,0.0,61263.0,5,1,60.0,10,8,1,0.0125687609161
539,2,40.0,0.0,2,111,0.0,0.0,62,37,31,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5.0,1,2,2,4,122286,516.0,8,4,0.0,405.0,402,2.0,0.0,4.0,2.0,2.3,294.49838412,605.0,96.0,0.0,53085.0,1,1,75.0,10,8,1,0.0132052368842
540,2,46.0,0.0,2,111,0.0,0.0,85,67,71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,30.0,1,2,2,4,106797,,1,1,0.0,480.0,402,1.0,0.0,3.0,2.0,2.1,278.841722624,950.0,0.0,0.0,13065.0,6,1,72.0,10,8,1,0.0727133562954
541,1,79.0,67.0,2,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,116162,,1,0,0.0,326.0,120,0.0,0.0,4.0,0.0,1.0,349.326107515,186.0,300.0,0.0,13477.0,0,5,60.0,10,8,1,0.0360614380055
542,2,37.0,0.0,7,111,0.0,0.0,31,37,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20.0,1,2,2,9,113475,,9,9,0.0,,401,2.0,0.0,3.0,1.0,1.8,714.816623428,1200.0,0.0,0.0,75241.0,1,1,61.0,10,8,1,0.0159487513457
543,2,35.0,0.0,5,111,0.0,0.0,0,85,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,7,124508,,4,0,0.0,450.0,321,0.0,0.0,3.0,1.0,1.3,293.690641534,1080.0,1200.0,0.0,8400.0,0,7,55.0,10,8,1,0.271428571429
544,2,83.0,0.0,2,111,0.0,0.0,75,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,4,122851,,7,7,0.0,,400,0.0,2.0,5.0,0.0,1.5,275.415622024,500.0,0.0,0.0,50695.0,5,5,80.0,10,8,1,0.00986290561199
545,2,44.0,0.0,6,111,0.0,0.0,0,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,1,1,8,8,126686,,9,0,0.0,509.0,312,1.0,0.0,4.0,2.0,1.6,721.900398445,1890.0,0.0,0.0,42757.0,0,1,83.0,10,8,1,0.0442032883504
546,2,83.0,0.0,2,111,0.0,0.0,77,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,4,130032,725.0,1,1,0.0,305.0,400,0.0,0.0,3.0,0.0,2.0,289.427537338,260.0,130.0,0.0,38836.0,5,5,60.0,10,8,1,0.0100422288598
547,1,20.0,217.0,1,111,0.0,0.0,0,84,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,2,102108,,7,0,0.0,821.0,120,0.0,0.0,2.0,0.0,1.0,1436.95487705,300.0,0.0,0.0,16800.0,0,3,29.0,10,8,1,0.0178571428571
548,2,22.0,0.0,1,111,0.0,0.0,0,84,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,103634,,7,0,0.0,,110,0.0,0.0,1.0,0.0,1.0,1058.03330771,0.0,0.0,0.0,25000.0,0,3,47.0,10,8,1,0.0
549,2,47.0,0.0,3,111,0.0,0.0,37,38,60,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.0,1,1,2,5,125204,,3,6,0.0,,402,2.0,0.0,3.0,2.0,2.3,941.053234773,360.0,0.0,0.0,80745.0,1,1,63.0,10,8,1,0.00445848040126
550,2,56.0,0.0,4,111,0.0,0.0,0,37,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,35.0,1,2,2,6,109424,,4,0,0.0,,120,1.0,1.0,2.0,0.0,1.0,731.776755063,260.0,0.0,0.0,49480.0,0,1,53.0,10,8,1,0.00525464834276
551,2,60.0,0.0,1,111,0.0,0.0,0,21,41,2,2,1,2,2,2,2,2,1,2,2,2,0,1,3,,2,1,1,2,104988,,7,0,0.0,,200,1.0,0.0,3.0,0.0,1.5,1045.89902451,1713.0,0.0,0.0,2145.0,0,1,80.0,10,8,1,0.798601398601
552,2,48.0,0.0,1,111,0.0,0.0,31,37,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,45.0,1,1,2,2,129642,,9,9,0.0,,402,2.0,2.0,3.0,2.0,2.1,844.482399282,0.0,0.0,0.0,92057.0,1,1,78.0,10,8,1,0.0
553,2,55.0,0.0,9,111,0.0,0.0,56,56,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10.0,1,2,2,10,100840,,4,4,500.0,915.0,400,2.0,1.0,3.0,0.0,1.5,441.290867299,1210.0,0.0,0.0,28883.0,1,1,70.0,10,8,1,0.0418931551432
554,1,19.0,226.0,7,111,0.0,0.0,0,84,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,9,124086,,7,0,0.0,961.0,120,0.0,0.0,1.0,0.0,1.0,360.594638769,0.0,0.0,0.0,15600.0,0,3,15.0,10,8,1,0.0
555,1,38.0,290.0,1,111,0.0,0.0,0,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,3,126783,,4,0,0.0,700.0,321,1.0,0.0,2.0,1.0,1.5,505.658264325,0.0,0.0,0.0,15000.0,0,4,32.0,10,8,1,0.0
556,2,76.0,0.0,5,111,0.0,0.0,0,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,7,119464,,9,0,208.0,,120,0.0,0.0,3.0,0.0,1.0,348.656803184,390.0,1250.0,0.0,23886.0,0,5,76.0,10,8,1,0.0686594657959
557,2,51.0,0.0,1,111,0.0,0.0,35,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,3,103940,,0,1,0.0,2017.0,402,2.0,0.0,6.0,2.0,2.3,234.296953969,900.0,0.0,3600.0,84484.0,1,4,115.0,10,8,1,0.0532645234601
558,2,48.0,0.0,3,111,0.0,0.0,55,90,71,1,2,2,2,2,2,2,2,1,2,2,2,3,3,0,30.0,1,1,2,5,108069,512.0,1,1,0.0,495.0,402,2.0,0.0,3.0,2.0,2.3,292.473802121,441.0,155.0,0.0,31930.0,1,1,52.0,10,8,1,0.0186658315064
559,2,72.0,0.0,3,111,0.0,0.0,0,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,5,108552,727.0,2,0,0.0,700.0,120,0.0,4.0,1.0,0.0,1.0,521.990355291,0.0,0.0,0.0,8940.0,0,5,30.0,10,8,1,0.0
