,aba,agepr,amr,ancons,cataeu,coml13,coml3,cs42cj,cs42pr,dip14pr,gchauf_1,gchauf_2,gchauf_3,gchauf_4,gchauf_5,gchauf_6,gchauf_7,gchaufs_1,gchaufs_2,gchaufs_3,gchaufs_4,gchaufs_5,gmoy1,gmur,gtoit2,gtt1,gvit1,gvit1b,htl,iaat,idlog,mchof_d,mdiplo,mdiploc,mfac_eau1_d,mloy_d,mtyad,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,zeat,part_energies_revenu
0,2,80.0,0.0,1,111,0.0,0.0,72,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,2,1,115667,,9,9,0.0,,400,0.0,2.0,6.0,0.0,1.5,962.62686085,580.0,1200.0,0.0,71202.0,5,5,167.0,10,8,1,0.0249992977725
1,2,22.0,0.0,1,111,0.0,0.0,54,67,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,35.0,1,2,2,3,119467,540.0,4,9,0.0,298.0,400,2.0,0.0,2.0,0.0,1.5,325.997017499,0.0,0.0,0.0,11928.0,1,1,39.0,10,8,1,0.0
2,2,75.0,0.0,1,111,0.0,0.0,0,52,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,40.0,1,2,2,3,121791,545.0,9,0,0.0,287.0,120,0.0,2.0,2.0,0.0,1.0,411.226022504,290.0,0.0,0.0,24305.0,0,5,39.0,10,8,1,0.011931701296
3,2,50.0,0.0,9,111,0.0,0.0,54,37,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,45.0,1,2,1,10,120392,,9,4,1300.0,1300.0,402,2.0,0.0,6.0,2.0,2.3,552.076340617,1400.0,2400.0,0.0,123800.0,1,1,120.0,10,8,1,0.0306946688207
4,2,58.0,0.0,1,111,0.0,0.0,0,46,50,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,45.0,1,1,2,3,105921,600.0,4,0,0.0,235.0,120,1.0,0.0,2.0,0.0,1.0,447.287757446,400.0,150.0,0.0,15134.0,0,1,48.0,10,8,1,0.0363420113651
5,1,24.0,189.0,1,111,0.0,0.0,0,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,2,111923,516.0,1,0,0.0,237.0,200,4.0,0.0,2.0,0.0,5.0,404.607870027,700.0,240.0,0.0,8730.0,0,1,47.0,10,8,1,0.107674684994
6,2,34.0,0.0,1,111,0.0,0.0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10.0,1,2,2,2,131659,,9,0,0.0,1100.0,120,1.0,0.0,2.0,0.0,1.0,1199.74713554,720.0,0.0,0.0,49100.0,0,1,47.0,10,8,1,0.0146639511202
7,2,46.0,0.0,1,111,0.0,0.0,37,37,10,2,2,2,2,2,1,2,1,1,2,2,2,3,2,0,50.0,1,2,2,3,126732,,9,9,0.0,,402,2.0,0.0,4.0,2.0,2.1,330.710374182,682.0,0.0,0.0,154675.0,1,1,114.0,10,8,1,0.00440924519153
8,2,79.0,0.0,1,111,0.0,0.0,0,63,41,2,2,2,1,2,2,2,2,1,1,1,2,1,2,0,15.0,2,2,2,1,107998,,7,0,0.0,,120,0.0,0.0,4.0,0.0,1.0,1063.55621305,300.0,800.0,0.0,44904.0,0,5,70.0,10,8,1,0.0244967040798
9,2,46.0,0.0,1,111,0.0,0.0,33,34,10,2,2,2,2,2,1,2,1,1,2,2,2,1,2,0,35.0,2,2,2,3,130796,597.0,9,9,0.0,1228.0,401,2.0,0.0,3.0,1.0,1.8,381.750092468,723.0,136.0,0.0,83502.0,1,1,49.0,10,8,1,0.0102871787502
10,2,30.0,0.0,9,111,0.0,0.0,54,38,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,60.0,1,2,1,10,125847,,9,9,142.0,,400,2.0,0.0,4.0,0.0,1.5,283.822530309,0.0,0.0,0.0,50135.0,1,1,89.0,10,8,1,0.0
11,2,66.0,0.0,4,111,0.0,0.0,0,77,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,2,6,132764,411.0,5,0,0.0,702.0,120,0.0,0.0,1.0,0.0,1.0,687.770214839,249.0,79.0,0.0,20624.0,0,5,30.0,10,8,1,0.0159038013964
12,2,76.0,0.0,1,111,0.0,0.0,74,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,127170,1140.0,9,7,0.0,2150.0,400,0.0,2.0,5.0,0.0,1.5,949.769764678,450.0,0.0,0.0,119225.0,5,5,130.0,10,8,1,0.00377437617949
13,2,53.0,0.0,1,111,0.0,0.0,37,31,10,2,2,2,2,2,1,2,1,2,2,2,2,0,1,1,,1,2,1,3,102977,,9,9,523.0,,403,2.0,0.0,7.0,4.0,2.9,226.048297131,0.0,0.0,0.0,408266.0,1,1,295.0,10,8,1,0.0
14,2,88.0,0.0,1,111,0.0,0.0,86,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,1,119363,,9,1,0.0,,400,0.0,3.0,7.0,0.0,1.5,851.565323149,720.0,2130.0,0.0,79697.0,6,5,190.0,10,8,1,0.0357604426766
15,2,55.0,0.0,9,111,0.0,0.0,22,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,116101,,1,3,500.0,,400,3.0,1.0,7.0,0.0,2.0,1036.58821256,1324.0,0.0,0.0,45616.0,1,1,195.0,10,8,1,0.0290249035426
16,2,27.0,0.0,9,111,0.0,0.0,52,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,108536,,8,8,515.0,,403,2.0,0.0,4.0,3.0,2.4,227.671814764,0.0,0.0,0.0,40393.0,1,1,86.0,10,8,1,0.0
17,2,62.0,0.0,1,111,0.0,0.0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,20.0,2,2,2,2,123215,,4,0,0.0,,110,1.0,3.0,1.0,0.0,1.0,1180.63349453,360.0,0.0,0.0,42182.0,0,1,9.0,10,8,1,0.00853444597222
18,1,53.0,400.0,1,111,0.0,0.0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,124864,,1,0,0.0,670.0,321,2.0,2.0,2.0,1.0,2.0,537.295598166,270.0,140.0,0.0,1420.0,0,6,28.0,10,8,1,0.288732394366
19,2,71.0,0.0,1,111,0.0,0.0,0,75,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,2,2,2,112726,,7,0,0.0,,120,0.0,0.0,3.0,0.0,1.0,1342.30905261,350.0,250.0,0.0,21513.0,0,5,78.0,10,8,1,0.027890112955
20,2,50.0,0.0,6,111,0.0,0.0,38,37,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15.0,1,2,1,8,103959,,8,9,486.0,,401,2.0,0.0,4.0,1.0,1.8,294.271085916,1100.0,0.0,0.0,74121.0,1,1,110.0,10,8,1,0.0148405984809
21,1,23.0,300.0,1,111,0.0,0.0,84,52,31,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,15.0,1,2,2,2,119215,,8,6,0.0,940.0,400,1.0,0.0,2.0,0.0,1.5,1140.26487052,0.0,0.0,0.0,9600.0,3,1,29.0,10,8,1,0.0
22,1,25.0,200.0,1,111,0.0,0.0,0,34,12,2,2,1,1,2,2,2,2,1,2,2,2,0,3,0,,1,1,2,1,121114,,9,0,0.0,874.0,200,0.0,0.0,3.0,0.0,1.5,433.973947307,1200.0,0.0,0.0,7257.0,0,3,45.0,10,8,1,0.165357585779
23,2,34.0,0.0,9,112,0.0,0.0,46,38,31,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,75.0,1,2,1,10,108648,,8,8,335.0,,401,2.0,0.0,5.0,1.0,1.8,1059.00294282,0.0,0.0,0.0,61000.0,1,1,135.0,10,1,1,0.0
24,2,65.0,0.0,1,111,0.0,0.0,77,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,124413,,9,0,0.0,,400,0.0,3.0,5.0,0.0,1.5,1042.66265954,480.0,800.0,0.0,65090.0,5,5,130.0,10,8,1,0.0196650791212
25,2,39.0,0.0,1,111,0.0,0.0,22,37,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,40.0,2,1,2,1,124695,,9,9,0.0,,401,2.0,0.0,3.0,1.0,1.8,1846.9166498,1200.0,0.0,0.0,118199.0,1,1,80.0,10,8,1,0.0101523701554
26,2,36.0,0.0,9,111,0.0,0.0,46,38,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10.0,1,2,1,10,126648,,9,9,350.0,,402,2.0,0.0,5.0,2.0,2.1,840.338835699,1500.0,0.0,0.0,75953.0,1,1,134.0,10,8,1,0.0197490553369
27,2,51.0,0.0,1,111,0.0,0.0,0,38,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,35.0,1,2,2,3,103164,,9,0,0.0,,200,2.0,0.0,5.0,0.0,1.5,1062.0037329,700.0,1350.0,0.0,111856.0,0,1,110.0,10,8,1,0.0183271348877
28,1,67.0,210.0,1,111,0.0,0.0,55,21,71,2,2,2,1,2,2,2,2,1,2,2,2,0,2,0,,2,1,2,1,105618,,1,1,0.0,542.0,400,2.0,0.0,2.0,0.0,2.0,520.803648072,1200.0,0.0,0.0,4515.0,1,5,26.0,10,8,1,0.265780730897
29,2,24.0,0.0,9,111,0.0,0.0,0,42,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20.0,1,2,2,10,127101,,9,0,0.0,480.0,120,1.0,0.0,1.0,0.0,1.0,1347.90600849,480.0,0.0,0.0,20700.0,0,1,20.0,10,8,1,0.0231884057971
30,2,74.0,0.0,1,111,0.0,0.0,0,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,1,2,1,114953,,9,0,0.0,,120,0.0,2.0,3.0,0.0,1.0,968.18752776,1150.0,0.0,0.0,37236.0,0,5,93.0,10,8,1,0.0308840906649
31,1,31.0,142.0,1,111,0.0,0.0,0,56,41,2,2,2,1,2,2,2,2,1,2,2,2,0,1,0,,1,2,2,2,127440,408.0,7,0,0.0,601.0,110,1.0,0.0,2.0,0.0,1.0,580.174858893,600.0,0.0,0.0,12816.0,0,4,30.0,10,8,1,0.0468164794007
32,2,50.0,0.0,1,111,0.0,0.0,37,46,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10.0,1,2,2,2,102230,,9,9,0.0,,400,2.0,0.0,3.0,0.0,1.5,992.77582518,600.0,390.0,0.0,262562.0,1,1,69.0,10,8,1,0.00377053800626
33,2,45.0,0.0,1,111,0.0,0.0,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,45.0,1,1,2,3,105491,,9,0,0.0,1538.0,120,1.0,0.0,3.0,0.0,1.0,1250.73916149,900.0,0.0,0.0,94821.0,0,1,81.0,10,8,1,0.00949156832347
34,2,41.0,0.0,1,111,0.0,0.0,0,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,1,2,2,2,100064,,9,0,0.0,,110,1.0,0.0,2.0,0.0,1.0,650.709177307,400.0,0.0,0.0,24416.0,0,1,30.0,10,8,1,0.0163826998689
35,2,39.0,0.0,9,112,0.0,0.0,47,56,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,113986,,5,4,912.0,,402,2.0,0.0,5.0,2.0,2.1,1020.26990091,1500.0,0.0,0.0,46424.0,1,1,109.0,10,1,1,0.032310873686
36,2,41.0,0.0,1,111,0.0,0.0,31,47,12,2,1,2,2,2,2,2,2,1,2,2,2,3,2,0,30.0,1,2,2,2,111704,,9,9,0.0,1288.0,402,2.0,0.0,3.0,2.0,2.1,1109.94039031,600.0,500.0,0.0,80904.0,1,1,55.0,10,8,1,0.0135963611194
37,0,24.0,0.0,1,111,0.0,0.0,0,85,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,3,133561,,0,0,0.0,,120,0.0,0.0,1.0,0.0,1.0,1319.6011204,720.0,0.0,0.0,13000.0,0,7,23.0,10,8,1,0.0553846153846
38,2,31.0,0.0,1,111,0.0,0.0,22,46,41,1,2,2,1,2,2,2,2,1,1,2,2,1,2,0,10.0,2,1,2,1,106292,,7,9,0.0,1420.0,400,2.0,0.0,2.0,0.0,1.5,1110.67352663,1200.0,0.0,0.0,67665.0,1,1,60.0,10,8,1,0.0177344269563
39,0,23.0,0.0,1,111,0.0,0.0,0,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,2,1,2,2,104408,,7,0,0.0,,120,0.0,0.0,3.0,0.0,1.0,619.079272393,0.0,0.0,0.0,2776.0,0,3,42.0,10,8,1,0.0
40,2,33.0,0.0,5,111,0.0,0.0,0,46,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,7,128182,,9,9,0.0,685.0,400,1.0,0.0,2.0,0.0,1.5,1105.26515825,600.0,0.0,0.0,31181.0,3,1,33.0,10,8,1,0.0192424874122
41,2,42.0,0.0,1,111,0.0,0.0,0,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,107761,,9,0,0.0,,110,1.0,0.0,2.0,0.0,1.0,1610.92180335,600.0,0.0,0.0,56938.0,0,4,36.0,10,8,1,0.0105377779339
42,0,28.0,0.0,1,111,0.0,0.0,0,46,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15.0,1,2,2,1,124661,,9,0,0.0,,120,1.0,0.0,1.0,0.0,1.0,1321.76093405,454.0,0.0,0.0,38400.0,0,1,35.0,10,8,1,0.0118229166667
43,2,34.0,0.0,1,111,0.0,0.0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12.0,1,2,2,1,110234,,8,0,0.0,700.0,120,1.0,0.0,2.0,0.0,1.0,586.710469669,0.0,0.0,0.0,24000.0,0,1,31.0,10,8,1,0.0
44,2,40.0,0.0,9,111,0.0,0.0,46,38,12,2,1,2,2,2,2,2,1,1,2,2,2,0,1,1,,1,2,1,10,114647,,9,9,1200.0,,403,2.0,0.0,5.0,3.0,2.4,268.930289169,450.0,2300.0,0.0,12354.0,1,4,105.0,10,8,1,0.222599967622
45,2,36.0,0.0,9,111,0.0,0.0,38,37,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,40.0,1,2,1,10,122892,,9,9,230.0,,402,2.0,0.0,4.0,2.0,2.1,247.242239236,1300.0,0.0,0.0,151500.0,1,1,93.0,10,8,1,0.00858085808581
46,2,45.0,0.0,9,111,0.0,0.0,85,23,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,20.0,1,2,1,10,114333,,9,8,920.0,,402,1.0,0.0,6.0,2.0,2.1,239.710595794,2300.0,0.0,0.0,124819.0,6,1,170.0,10,8,1,0.0184266818353
47,2,49.0,0.0,9,111,0.0,0.0,34,42,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,40.0,1,2,1,10,128133,,9,9,320.0,,402,2.0,0.0,4.0,2.0,2.1,260.119943646,1100.0,0.0,0.0,61536.0,1,1,115.0,10,8,1,0.0178757150286
48,2,68.0,0.0,1,111,0.0,0.0,77,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,1,121277,,9,7,0.0,,400,0.0,3.0,3.0,0.0,1.5,1023.4852584,1649.0,0.0,0.0,198715.0,5,5,75.0,10,8,1,0.0082983166847
49,2,58.0,0.0,9,111,0.0,0.0,0,74,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,122943,,8,0,800.0,,110,0.0,0.0,3.0,0.0,1.0,758.720196631,920.0,1200.0,0.0,35000.0,0,5,78.0,10,8,1,0.0605714285714
50,2,30.0,0.0,1,111,0.0,0.0,0,37,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.0,1,2,2,2,128567,,9,0,0.0,400.0,120,1.0,0.0,1.0,0.0,1.0,1321.76093405,276.0,0.0,0.0,27650.0,0,1,18.0,10,8,1,0.00998191681736
51,2,57.0,0.0,1,111,0.0,0.0,74,37,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,35.0,1,2,1,1,128248,,9,9,1085.0,,400,1.0,0.0,9.0,0.0,2.5,172.473341317,268.0,1499.0,0.0,198047.0,6,1,200.0,10,8,1,0.00892212454619
52,2,77.0,0.0,1,111,0.0,0.0,0,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,2,2,105716,,9,0,0.0,680.0,120,0.0,1.0,3.0,0.0,1.0,1148.05148232,166.0,655.0,0.0,35695.0,0,5,58.0,10,8,1,0.0230004202269
53,2,91.0,0.0,1,111,0.0,0.0,0,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,1,127813,,9,0,0.0,,120,0.0,4.0,5.0,0.0,1.0,1031.06886143,300.0,650.0,0.0,54137.0,0,5,100.0,10,8,1,0.0175480724828
54,2,45.0,0.0,1,111,0.0,0.0,0,54,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,50.0,1,2,2,3,106716,192.0,8,0,0.0,281.0,110,1.0,3.0,2.0,0.0,1.0,282.996200683,270.0,90.0,0.0,19839.0,0,1,59.0,10,8,1,0.0181460759111
55,2,53.0,0.0,9,111,0.0,0.0,52,46,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,104475,,3,3,649.0,,401,3.0,1.0,4.0,1.0,2.0,197.91472913,1359.0,0.0,0.0,48000.0,1,1,100.0,10,8,1,0.0283125
56,1,52.0,383.0,1,111,0.0,0.0,0,56,71,1,2,2,2,2,2,2,2,1,2,2,2,0,3,0,,1,1,2,3,120278,453.0,1,0,0.0,363.0,200,1.0,1.0,3.0,2.0,2.0,263.605644862,780.0,0.0,0.0,6000.0,0,4,55.0,10,8,1,0.13
57,2,57.0,0.0,1,111,0.0,0.0,0,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,2,108427,,9,0,0.0,,120,0.0,0.0,3.0,0.0,1.0,938.368529331,384.0,544.0,0.0,61092.0,0,7,55.0,10,8,1,0.0151902049368
58,2,53.0,0.0,6,111,0.0,0.0,0,54,31,2,2,2,2,2,2,1,1,2,2,2,2,2,1,0,20.0,1,2,2,8,133274,,8,0,0.0,,110,1.0,0.0,3.0,0.0,1.0,389.262784941,700.0,0.0,0.0,40041.0,0,1,75.0,10,8,1,0.0174820808671
59,2,64.0,0.0,6,111,0.0,0.0,0,74,41,2,2,1,2,2,2,2,2,1,2,2,2,0,2,0,,1,2,2,8,125340,,7,0,0.0,,311,0.0,3.0,5.0,1.0,1.5,431.924893483,1400.0,0.0,0.0,62724.0,0,5,97.0,10,8,1,0.0223200051017
60,2,36.0,0.0,9,111,0.0,0.0,85,63,50,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,30.0,1,2,1,10,121535,,4,9,605.0,,402,1.0,0.0,2.0,2.0,2.1,227.690141949,0.0,0.0,0.0,31400.0,6,1,60.0,10,8,1,0.0
61,2,65.0,0.0,7,111,0.0,0.0,75,74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,1,2,9,105348,,9,8,0.0,,400,0.0,1.0,4.0,0.0,1.5,656.257649682,290.0,0.0,0.0,95540.0,5,5,135.0,10,8,1,0.00303537785221
62,2,80.0,0.0,1,111,0.0,0.0,77,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,109534,,3,2,0.0,,400,0.0,1.0,3.0,0.0,1.5,832.133769085,184.0,493.0,0.0,24268.0,5,5,50.0,10,8,1,0.0278968188561
63,1,23.0,244.0,9,111,0.0,0.0,0,62,71,2,1,2,2,2,2,2,2,2,2,2,1,3,1,0,60.0,1,2,2,10,118723,20.0,1,0,0.0,219.0,321,1.0,0.0,1.0,1.0,1.3,4635.24398371,0.0,0.0,0.0,17500.0,0,1,32.0,10,8,1,0.0
64,2,46.0,0.0,1,111,0.0,0.0,31,37,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,75.0,1,1,2,1,100924,,9,9,0.0,,403,2.0,0.0,3.0,3.0,2.4,610.532335515,1992.0,0.0,0.0,109176.0,1,1,72.0,10,8,1,0.0182457683007
65,2,35.0,0.0,2,111,0.0,0.0,46,45,50,1,2,2,2,2,2,2,2,1,2,2,2,2,3,0,10.0,1,1,2,4,108343,922.0,4,4,0.0,345.0,402,3.0,0.0,4.0,2.0,2.6,226.617020659,609.0,648.0,0.0,54019.0,1,1,60.0,10,8,1,0.0232695903293
66,0,89.0,0.0,1,111,0.0,0.0,0,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,1,123563,,2,0,0.0,,120,0.0,0.0,3.0,0.0,1.0,1194.67052352,142.0,646.0,0.0,14398.0,0,5,40.0,10,8,1,0.0547298235866
67,2,54.0,0.0,2,111,0.0,0.0,78,68,71,1,2,2,2,2,2,2,1,1,2,2,2,1,1,0,15.0,1,2,2,4,101419,348.0,1,1,0.0,297.0,403,4.0,0.0,3.0,2.0,3.5,331.990505648,1512.0,0.0,0.0,25021.0,5,1,60.0,10,8,1,0.0604292394389
68,2,28.0,0.0,2,111,0.0,0.0,0,48,20,2,2,2,1,2,2,2,1,1,1,2,2,0,2,0,,1,1,2,4,100614,324.0,9,0,0.0,331.0,200,3.0,1.0,3.0,0.0,2.0,263.605644862,608.0,100.0,0.0,46026.0,0,1,50.0,10,8,1,0.0153826098292
69,2,61.0,0.0,5,111,0.0,0.0,0,38,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,30.0,1,2,2,7,112145,,9,0,0.0,,200,2.0,0.0,3.0,0.0,1.5,993.505578326,250.0,0.0,0.0,28114.0,0,1,62.0,10,8,1,0.00889236679235
70,2,86.0,0.0,2,111,0.0,0.0,0,75,60,2,1,2,2,2,2,2,1,1,2,2,2,0,1,0,,1,2,2,4,127962,252.0,3,0,0.0,308.0,120,0.0,0.0,2.0,0.0,1.0,387.649259087,216.0,139.0,0.0,20101.0,0,5,40.0,10,8,1,0.0176608128949
71,2,55.0,0.0,9,111,0.0,0.0,46,33,43,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0,1,2,1,10,100371,,5,8,300.0,,400,2.0,3.0,6.0,0.0,1.5,185.072527033,1400.0,0.0,0.0,68354.0,1,1,142.0,10,8,1,0.0204816104398
72,2,34.0,0.0,4,111,0.0,0.0,0,46,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20.0,1,2,2,6,126473,154.0,8,0,0.0,170.0,120,1.0,0.0,1.0,0.0,1.0,1472.20763041,613.0,0.0,0.0,23486.0,0,1,36.0,10,8,1,0.0261006557098
73,2,66.0,0.0,2,111,0.0,0.0,78,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,4,107182,,1,1,130.0,338.0,401,1.0,4.0,4.0,0.0,2.0,319.88709803,1200.0,804.0,0.0,30240.0,5,5,65.0,10,8,1,0.0662698412698
74,2,34.0,0.0,9,111,0.0,0.0,0,56,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,35.0,1,2,1,10,123254,,8,0,257.0,,110,1.0,0.0,4.0,0.0,1.0,284.123979857,0.0,0.0,0.0,4000.0,0,1,140.0,10,8,1,0.0
75,1,90.0,101.0,5,111,0.0,0.0,0,77,70,2,1,2,2,2,2,2,2,1,2,2,2,0,1,0,,1,2,2,7,124647,156.0,2,0,0.0,188.0,120,0.0,4.0,2.0,0.0,1.0,1106.92363923,495.0,0.0,0.0,11379.0,0,5,36.0,10,8,1,0.043501186396
76,2,50.0,0.0,2,111,0.0,0.0,56,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,2,4,122136,,4,8,0.0,350.0,400,2.0,1.0,3.0,0.0,1.5,282.507592261,0.0,0.0,0.0,34312.0,1,1,48.0,10,8,1,0.0
77,2,86.0,0.0,2,111,0.0,0.0,77,75,71,2,2,2,2,2,1,2,1,2,2,2,2,0,2,0,,1,2,2,4,118796,414.0,1,1,0.0,338.0,400,0.0,1.0,4.0,0.0,1.5,282.507592261,420.0,140.0,0.0,26407.0,5,5,96.0,10,8,1,0.021206498277
78,0,59.0,0.0,9,111,0.0,0.0,0,52,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,15.0,1,2,1,10,116176,,8,0,280.0,,120,1.0,2.0,5.0,0.0,1.0,276.767739951,500.0,1200.0,0.0,8194.0,0,1,110.0,10,8,1,0.207468879668
79,2,32.0,0.0,2,111,0.0,60.0,38,37,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,60.0,1,2,2,4,129767,,9,9,0.0,,401,2.0,0.0,3.0,1.0,1.8,257.229665976,280.0,0.0,0.0,42818.0,1,1,47.0,10,8,1,0.00653930589939
80,2,53.0,0.0,9,111,0.0,0.0,55,38,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,40.0,1,2,1,10,104651,,8,8,660.0,,401,2.0,1.0,5.0,1.0,2.0,242.186221314,1600.0,0.0,0.0,86000.0,1,1,150.0,10,8,1,0.0186046511628
81,2,42.0,0.0,2,111,0.0,0.0,46,63,50,2,2,2,2,1,2,2,2,1,2,2,2,2,1,0,15.0,1,2,2,4,115209,850.0,4,5,0.0,216.0,400,2.0,0.0,2.0,0.0,1.5,344.209760153,270.0,320.0,0.0,52751.0,1,1,40.0,10,8,1,0.0111846220925
82,2,44.0,0.0,9,111,0.0,0.0,63,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,1,1,2,10,100500,,8,1,700.0,,402,3.0,0.0,6.0,2.0,2.5,474.49187604,1400.0,2176.0,0.0,83200.0,1,1,260.0,10,8,1,0.0429807692308
83,2,57.0,0.0,5,111,0.0,0.0,37,37,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,35.0,1,2,1,7,124230,,9,9,800.0,,403,2.0,5.0,7.0,4.0,3.8,188.540670449,1760.0,0.0,0.0,113200.0,1,1,130.0,10,8,1,0.0155477031802
84,2,50.0,0.0,5,111,0.0,0.0,0,35,10,2,2,2,1,2,2,2,1,2,2,2,2,3,3,0,20.0,2,1,2,7,125687,,9,0,0.0,750.0,120,1.0,0.0,2.0,0.0,1.0,1117.76714942,420.0,1000.0,0.0,31450.0,0,1,35.0,10,8,1,0.0451510333863
85,2,52.0,0.0,1,111,0.0,0.0,0,52,71,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,30.0,1,1,2,3,121048,,1,0,0.0,223.0,110,1.0,0.0,2.0,0.0,1.0,569.151619113,0.0,0.0,0.0,18554.0,0,1,35.0,10,8,1,0.0
86,1,39.0,269.0,2,111,240.0,0.0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15.0,1,2,2,4,108224,,4,0,0.0,180.0,311,1.0,3.0,3.0,1.0,1.3,392.729913606,0.0,0.0,0.0,9347.0,0,1,54.0,10,8,1,0.0
87,2,43.0,0.0,9,111,0.0,0.0,52,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,1,10,132678,,9,1,400.0,,403,2.0,0.0,4.0,3.0,2.4,3674.94662217,1200.0,0.0,0.0,53500.0,1,1,86.0,10,8,1,0.0224299065421
88,2,35.0,0.0,9,111,0.0,0.0,85,21,60,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,60.0,1,2,1,10,106140,,3,3,600.0,,402,1.0,0.0,5.0,2.0,2.1,233.328258148,600.0,1300.0,0.0,32400.0,6,1,150.0,10,8,1,0.0586419753086
