strate;regressivite_revenu;regressivite_depenses;transferts_nets_apres_redistribution
0.0;0.00381843688073;0.00463090982221;-17.7975226593
1.0;0.00376430205267;0.00448400929275;-6.29057778738
2.0;0.00386019048181;0.00455475545965;-7.87618220738
3.0;0.00365529661136;0.00410388658296;1.75218974524
4.0;0.00226750047098;0.00273367170578;32.4691354808
