"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_coicop_722","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance_autre_carbu","distance_diesel","distance_essence"
"1244",1243,16,16,69,300,74,20,0,11704,0,0,NA,0,0,8,0,2,1.5,1599.56678204859,3562,NA,48791,5,1,0,0,3,2,0,0,1,0,0,0,0,0,2,0,32527.3333333333,9,5,"9","9_1",NA,NA,NA
"1252",1251,7,7,44,111,34,10,0,11714,0,515,0,0,2,7,2,4,2.3,1395.51950074534,2600,NA,66827,1,2,9,7,4,2,0,1,0,0,0,1,0,0,0,2,29055.2173913044,9,5,"9","9_0",0,24572,0
"1261",1260,9,9,52,120,65,70,0,11727,0,NA,0,0,1,5,0,2,1.5,2864.60869699665,0,NA,44570,1,1,0,3,3,2,0,0,0,1,0,0,0,0,0,2,29713.3333333333,9,5,"9","9_0",0,25000,0
"1278",1277,7,9,50,111,62,50,0,11755,0,150,25,386,2,2,0,2,1.5,2023.79901079533,2486,NA,46010,1,3,8,7,3,2,0,1,0,0,0,1,0,0,1,1,30673.3333333333,9,5,"9","9_0",0,25000,0
"1284",1283,11,11,51,120,46,42,0,11762,0,NA,0,0,2,5,0,2,1.5,2254.67222582529,6134,NA,45858,1,2,0,0,3,2,0,0,1,0,0,0,0,0,0,2,30572,9,5,"9","9_1",0,5000,0
"1286",1285,3,12,58,111,68,70,0,11764,0,100,0,0,4,7,2,4,2.5,2621.04861269906,2080,NA,79188,1,2,8,7,4,4,0,0,0,0,0,1,0,0,1,3,31675.2,9,5,"9","9_0",0,10000,0
"1287",1286,18,18,52,111,38,12,0,11765,0,0,NA,0,1,5,1,2,1.5,1380.2549325543,0,NA,54372,1,1,7,5,2,1,0,0,0,0,1,0,0,0,1,0,36248,9,5,"9","9_0",NA,NA,NA
"1297",1296,7,7,33,111,33,12,0,11779,0,NA,0,0,1,3,0,1,1,3802.9604841584,0,NA,37065,1,2,9,7,1,1,0,0,0,0,0,1,0,0,0,1,37065,9,5,"9","9_0",0,15000,0
"1317",1316,3,6,65,112,38,12,0,11803,0,0,350,0,2,9,1,3,2,2108.86286467642,4004,NA,68355,1,1,8,0,4,1,1,1,1,0,0,0,0,0,1,0,34177.5,9,5,"9","9_1",NA,NA,NA
"1329",1328,4,5,62,111,72,12,0,11820,0,NA,0,0,1,7,0,2,1.5,1451.46130186832,0,NA,54367,5,1,7,6,3,2,1,0,0,0,1,0,0,0,0,2,36244.6666666667,9,5,"9","9_0",0,40000,0
"1345",1344,3,3,63,111,75,41,0,11843,0,0,NA,0,0,3,1,3,2,2782.86343285999,0,NA,59437,5,1,10,8,4,1,0,0,0,0,0,0,1,0,1,0,29718.5,9,5,"9","9_0",NA,NA,NA
"1358",1357,2,3,70,112,72,70,0,11856,0,0,0,0,0,5,0,2,1.5,5606.37865873789,0,NA,49955,5,1,9,2,3,3,0,0,0,1,0,0,0,0,1,2,33303.3333333333,9,5,"9","9_0",0,70000,0
"1378",1377,2,3,29,111,33,10,0,11885,0,0,150,430,1,2,0,1,1,3330.38829969792,1466,NA,29542,1,3,8,7,1,1,1,1,0,0,0,1,0,0,1,0,29542,9,5,"9","9_0",NA,NA,NA
"1385",1384,4,13,57,111,52,50,0,11898,0,NA,0,620,1,2,0,1,1,3664.57094896949,0,NA,30822,1,3,9,7,1,1,0,0,0,0,0,1,0,0,0,1,30822,9,5,"9","9_0",0,12000,0
"1420",1419,5,12,50,111,37,42,0,11946,0,100,350,0,3,6,2,4,2.5,1320.00362929314,6430,NA,88941,1,1,7,5,4,3,0,1,0,0,1,0,0,0,1,2,35576.4,9,5,"9","9_0",0,25000,0
"1430",1429,2,10,50,112,38,41,0,11958,0,178,0,0,2,5,0,2,1.5,1792.08612605152,1820,NA,53570,1,1,9,0,3,2,0,1,1,0,0,0,0,0,0,2,35713.3333333333,9,5,"9","9_1",0,15000,0
"1437",1436,6,9,46,111,47,20,0,11972,0,200,0,0,2,5,1,3,1.8,938.674614717566,0,NA,62037,1,1,7,5,4,2,0,1,0,0,1,0,0,0,0,2,34465,9,5,"9","9_0",0,25000,0
"1446",1445,11,11,92,300,74,70,0,11986,0,0,NA,0,0,5,0,2,1.5,2228.28310942285,2756,NA,52425,5,4,0,0,3,1,0,0,1,0,0,0,0,0,1,0,34950,9,5,"9","9_1",NA,NA,NA
"1448",1447,1,1,32,111,46,20,1,11988,0,0,150,0,1,2,1,2,1.3,2741.2432923708,2080,14000,39416,1,2,10,8,2,1,1,1,0,0,0,0,1,0,1,0,30320,9,5,"9","9_0",NA,NA,NA
"1452",1451,1,11,50,211,53,43,2,11996,0,100,99999,0,3,5,1,3,2,965.98042329813,4212,800,59632,1,2,4,4,4,2,0,1,0,0,1,0,0,0,1,1,29816,9,5,"9","9_0",0,15000,0
"1462",1461,8,8,63,111,37,12,0,12007,0,0,85,0,1,4,0,1,1,3580.98000385255,0,NA,35433,1,1,10,8,1,1,1,1,0,0,0,0,1,0,1,0,35433,9,5,"9","9_0",NA,NA,NA
"1464",1463,2,2,73,111,75,50,0,1201,0,NA,0,0,0,5,0,1,1,1888.62310721816,4056,NA,35289,5,1,6,4,1,1,0,0,0,0,1,0,0,0,0,1,35289,9,5,"9","9_0",0,43500,0
"1478",1477,5,5,64,111,74,20,0,1203,0,NA,0,0,0,5,0,2,1.5,2210.68237910993,0,NA,54832,5,1,8,6,3,1,0,0,0,0,1,0,0,0,0,1,36554.6666666667,9,5,"9","9_0",0,25000,0
"1479",1478,9,9,73,111,75,50,0,12031,0,NA,0,0,0,4,0,1,1,1870.72941915713,0,NA,34570,5,2,8,6,1,1,0,0,0,0,1,0,0,0,0,1,34570,9,5,"9","9_0",0,15000,0
"1481",1480,7,11,42,111,21,50,0,12033,0,NA,0,0,1,6,2,4,2.1,2275.84695339649,8408,NA,70522,1,2,6,4,4,2,1,0,0,0,1,0,0,0,0,2,33581.9047619048,9,5,"9","9_0",0,40000,0
"1487",1486,1,1,40,112,48,31,1,12040,0,809,0,0,2,7,1,3,1.8,2417.15319972343,6604,18800,58522,1,2,8,0,4,2,1,1,1,0,0,0,0,0,0,2,32512.2222222222,9,5,"9","9_1",0,19813,0
"1491",1490,9,12,42,112,43,33,0,12047,0,600,0,0,2,5,2,4,2.5,3003.08200700239,3224,NA,75942,1,2,10,1,4,2,0,1,0,1,0,0,0,0,0,2,30376.8,9,5,"9","9_0",0,2000,0
"1496",1495,2,13,32,111,38,12,0,12053,0,NA,0,0,2,3,1,3,1.8,2370.02643003009,0,NA,52938,1,2,10,8,4,1,0,0,0,0,0,0,1,0,0,1,29410,9,5,"9","9_0",0,20000,0
"1518",1517,NA,NA,52,111,38,12,NA,12080,NA,NA,NA,0,1,2,0,1,1,2613.24563487726,780,NA,36631,1,2,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,36631,9,5,"9","9_0",0,0,1000
"1535",1534,2,2,52,111,37,10,0,12102,0,390,0,0,2,6,1,3,2,1410.23384630408,1128,NA,61128,1,2,10,8,4,2,0,1,0,0,0,0,1,0,0,2,30564,9,5,"9","9_0",0,7787,0
"1548",1547,0,15,29,112,46,42,0,1212,0,120,100,0,2,4,0,2,1.5,3049.37269699797,2001,NA,49934,1,3,8,0,3,2,0,1,1,0,0,0,0,0,1,1,33289.3333333333,9,5,"9","9_1",0,20000,0
"1559",1558,1,1,61,211,62,70,0,12132,0,600,0,439,1,4,0,1,1,4015.14803436582,0,NA,35740,1,3,2,3,1,1,0,1,0,1,0,0,0,0,0,1,35740,9,5,"9","9_0",0,12144,10000
"1562",1561,0,0,58,111,74,20,1,12139,0,0,0,0,0,9,0,2,1.5,1575.31519264227,2096,25900,52662,5,1,8,6,3,2,0,0,0,0,1,0,0,0,1,1,35108,9,5,"9","9_0",0,27000,0
"1576",1575,8,8,65,300,77,60,0,12161,0,NA,0,0,0,4,0,1,1,1732.88538580617,2500,NA,35356,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,35356,9,5,"9","9_1",0,25000,0
"1613",1612,4,4,79,111,77,70,0,12220,0,NA,0,0,0,4,0,2,1.5,2464.41068919563,0,NA,46847,5,1,10,8,3,1,0,0,0,0,0,0,1,0,0,1,31231.3333333333,9,5,"9","9_0",0,10000,0
"1623",1622,1,1,64,111,74,44,0,12235,0,0,0,0,0,7,0,2,1.5,3326.16949158764,0,NA,51340,5,1,10,8,3,2,0,0,0,0,0,0,1,0,1,1,34226.6666666667,9,5,"9","9_0",0,7000,0
"1648",1647,0,11,58,211,54,30,0,12278,0,NA,0,0,1,4,0,1,1,1641.91589941066,0,NA,30846,1,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,30846,9,5,"9","9_0",0,20000,0
"1661",1660,2,4,33,111,46,12,0,12294,30,0,0,0,1,2,0,2,1.5,2496.02004486455,0,NA,45557,1,2,10,8,3,1,0,1,0,0,0,0,1,0,0,0,30371.3333333333,9,5,"9","9_0",NA,NA,NA
"1673",1672,0,17,47,112,52,50,0,12308,0,0,375,0,3,6,3,5,2.8,925.461516010325,3380,NA,81210,1,3,8,0,4,6,0,0,1,0,0,0,0,0,6,0,29003.5714285714,9,5,"9","9_1",NA,NA,NA
"1695",1694,3,6,53,111,46,31,0,12340,0,99999,0,0,3,4,1,3,2,1467.65625943488,0,NA,66255,1,2,9,7,4,2,0,0,0,0,0,1,0,0,0,2,33127.5,9,5,"9","9_0",0,10445,0
"1701",1700,12,12,62,111,74,33,0,12349,0,NA,0,0,0,3,0,1,1,3442.98800325922,1560,NA,31579,5,2,9,7,1,1,0,0,0,0,0,1,0,0,0,1,31579,9,5,"9","9_0",0,15000,0
"1712",1711,5,13,62,111,75,31,0,12362,0,0,NA,0,0,3,0,1,1,2317.45595207735,4628,NA,30050,5,2,8,7,1,1,0,0,0,0,0,1,0,0,1,0,30050,9,5,"9","9_0",NA,NA,NA
"1716",1715,0,2,28,111,54,31,2,12366,0,400,0,609,2,2,0,2,1.5,4400.66108275787,6738,10400,44757,1,3,10,8,3,2,0,1,0,0,0,0,1,0,0,2,29838,9,5,"9","9_0",0,15000,0
"1727",1726,18,18,68,111,75,12,0,12381,0,0,0,0,0,4,0,2,1.5,947.399535112598,1396,NA,48123,5,1,7,5,3,2,0,0,0,0,1,0,0,0,1,1,32082,9,5,"9","9_0",0,5000,0
"1733",1732,7,7,63,111,75,30,0,12390,0,0,0,0,0,4,0,2,1.5,5504.28545141229,0,NA,47929,5,1,6,4,3,2,0,0,0,0,1,0,0,0,1,1,31952.6666666667,9,5,"9","9_0",0,40000,0
"1747",1746,NA,NA,52,112,21,50,NA,1241,NA,NA,NA,0,3,7,1,3,2,2746.35639352265,0,NA,62907,1,1,10,1,4,0,NA,NA,0,1,0,0,0,0,0,0,31453.5,9,5,"9","9_0",NA,NA,NA
"1765",1764,NA,NA,54,112,43,33,NA,12431,NA,NA,NA,0,2,6,0,2,1.5,3273.28808637514,0,NA,54520,1,1,8,0,3,0,NA,NA,1,0,0,0,0,0,0,0,36346.6666666667,9,5,"9","9_1",0,0,8500
"1776",1775,0,0,50,111,45,41,1,12446,0,275,0,0,2,4,0,2,1.5,1006.44219930408,2340,23900,45782,1,1,5,4,3,2,0,1,0,0,1,0,0,0,0,2,30521.3333333333,9,5,"9","9_0",0,11000,0
"1777",1776,3,22,54,111,48,50,0,1245,0,380,230,0,2,7,1,3,2,1662.0307045834,4940,NA,59257,1,1,5,4,4,3,0,1,0,0,1,0,0,0,1,2,29628.5,9,5,"9","9_0",0,5000,0
"1780",1779,2,5,65,111,75,10,0,12452,0,0,NA,644,0,3,0,1,1,1213.34747694784,0,NA,29369,5,3,7,5,1,1,0,0,0,0,1,0,0,0,1,0,29369,9,5,"9","9_0",NA,NA,NA
"1784",1783,8,11,61,221,74,60,0,12459,0,NA,0,0,0,7,0,1,1,2271.83497582784,8664,NA,33027,5,1,1,3,1,2,0,0,0,1,0,0,0,0,0,2,33027,9,5,"9","9_0",0,15000,0
"1825",1824,10,10,37,112,43,33,0,12515,0,910,0,0,2,7,1,3,1.8,2101.10021878546,5981,NA,57615,1,2,4,0,4,2,0,1,1,0,0,0,0,0,0,2,32008.3333333333,9,5,"9","9_1",0,12480,0
"1840",1839,3,10,39,300,21,50,0,12533,0,NA,0,0,1,5,2,3,1.6,2144.45327711997,2519,NA,48219,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,1,30136.875,9,5,"9","9_1",0,22000,0
"1853",1852,1,1,60,111,42,42,2,12549,0,60,0,0,1,4,0,1,1,2689.91589346818,0,12000,29910,1,1,6,4,1,1,1,1,0,0,1,0,0,0,0,1,29910,9,5,"9","9_0",0,10144,0
"1862",1861,1,1,35,120,22,50,1,12563,0,NA,0,0,2,5,2,4,2.1,1615.00156078556,0,23000,70003,1,2,0,0,4,1,0,0,1,0,0,0,0,0,0,1,33334.7619047619,9,5,"9","9_1",0,1900,0
"1863",1862,1,1,74,221,75,60,1,12564,0,0,NA,0,0,4,0,2,1.5,2874.52859083662,0,21594,47772,5,1,1,1,3,1,0,0,0,1,0,0,0,0,1,0,31848,9,5,"9","9_0",NA,NA,NA
"1868",1867,16,16,36,111,62,31,0,12578,0,100,0,0,2,6,2,4,2.1,3254.85155659489,0,NA,75273,1,2,8,6,4,2,0,1,0,0,1,0,0,0,0,2,35844.2857142857,9,5,"9","9_0",0,5000,0
"1869",1868,3,6,72,400,74,50,0,12579,0,0,0,0,0,6,0,2,1.5,1764.38597295356,0,NA,44585,5,1,0,0,3,2,0,0,1,0,0,0,0,0,1,1,29723.3333333333,9,5,"9","9_1",0,25000,0
"1876",1875,2,2,53,111,52,60,0,12589,0,NA,0,0,2,5,1,3,2,2356.86396590754,3224,NA,67672,1,4,8,7,4,1,0,0,0,0,0,1,0,0,0,1,33836,9,5,"9","9_0",0,11500,0
"1877",1876,3,6,46,112,64,50,0,1259,0,450,0,0,1,4,0,1,1,1310.47770803072,1769,NA,31589,1,2,6,1,1,1,0,1,0,1,0,0,0,0,0,1,31589,9,5,"9","9_0",0,20000,0
"1894",1893,2,2,39,112,62,42,0,12608,0,320,200,0,2,6,2,4,2.1,1996.20494382288,2157,NA,65557,1,2,7,0,4,2,0,1,1,0,0,0,0,0,1,1,31217.619047619,9,5,"9","9_1",0,20000,0
"1898",1897,NA,NA,59,111,74,60,NA,12612,NA,NA,NA,627,0,3,0,1,1,2646.11234054138,0,NA,31530,7,3,7,5,1,0,NA,NA,0,0,1,0,0,0,0,0,31530,9,5,"9","9_0",0,0,20000
"1919",1918,NA,NA,35,111,33,10,NA,12641,NA,NA,NA,0,1,2,0,1,1,3794.71163165207,0,NA,33655,1,1,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,33655,9,5,"9","9_0",0,0,15000
"1930",1929,21,21,41,111,48,50,0,12657,0,199998,99999,0,3,4,2,4,2.3,2661.02667102736,5059,NA,66740,1,2,9,7,4,3,0,1,0,0,0,1,0,0,1,2,29017.3913043478,9,5,"9","9_0",0,3500,0
"1935",1934,9,9,60,221,74,10,0,12661,0,NA,0,0,0,3,0,2,1.5,3905.57310308267,0,NA,52994,5,2,1,2,3,1,0,0,0,1,0,0,0,0,0,1,35329.3333333333,9,5,"9","9_0",0,20000,7000
"1939",1938,0,7,47,111,42,31,0,12665,0,430,0,0,2,6,3,5,2.8,1892.95526869402,1301,NA,98668,1,2,8,7,4,2,1,1,0,0,0,1,0,0,0,2,35238.5714285714,9,5,"9","9_0",0,18000,0
"1940",1939,7,11,55,111,52,12,0,12668,0,0,99999,0,3,8,3,5,3,1651.93885283459,1812,NA,109941,1,1,8,6,4,1,0,1,0,0,1,0,0,0,1,0,36647,9,5,"9","9_0",NA,NA,NA
"1946",1945,10,10,54,112,46,41,0,12675,0,0,600,0,1,5,0,2,1.5,2000.74344148428,3016,NA,45809,1,1,6,0,3,2,0,0,1,0,0,0,0,0,2,0,30539.3333333333,9,5,"9","9_1",NA,NA,NA
"1951",1950,0,16,29,111,46,10,0,12683,0,30,0,771,2,2,1,3,1.8,3647.76932819553,0,NA,60750,4,3,10,8,4,1,0,1,0,0,0,0,1,0,0,1,33750,9,5,"9","9_0",0,15000,0
"1992",1991,2,2,48,111,33,20,0,12733,0,50,64,0,2,6,2,4,2.5,4056.70750217029,2271,NA,79255,1,1,9,7,4,3,0,1,0,0,0,1,0,0,2,1,31702,9,5,"9","9_0",0,20000,0
"1998",1997,1,1,56,111,34,31,1,12740,0,1200,0,361,2,4,1,3,2,2398.32498400619,5824,13300,60055,1,3,8,7,4,1,1,1,0,0,0,1,0,0,0,1,30027.5,9,5,"9","9_0",0,14672,0
"2018",2017,NA,NA,72,111,75,41,NA,12777,NA,NA,NA,0,0,3,0,1,1,3317.45686463147,0,NA,36947,5,1,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,36947,9,5,"9","9_0",0,0,4012
"2022",2021,9,14,54,112,54,41,0,12780,0,0,750,0,2,6,0,2,1.5,2520.59885892831,0,NA,51952,1,2,9,1,3,2,0,1,0,1,0,0,0,0,2,0,34634.6666666667,9,5,"9","9_0",NA,NA,NA
"2027",2026,1,2,40,112,54,31,2,12786,0,NA,0,0,1,4,0,1,1,2158.40165123616,0,15800,33439,1,2,9,1,1,1,0,0,0,1,0,0,0,0,0,1,33439,9,5,"9","9_0",0,55000,1000
"2032",2031,10,11,65,120,75,60,0,12794,0,NA,0,0,0,8,0,2,1.5,2360.96014255766,4909,NA,47167,5,1,0,1,3,3,0,0,0,1,0,0,0,0,0,3,31444.6666666667,9,5,"9","9_0",0,15000,0
"2038",2037,NA,NA,86,111,75,33,NA,12801,NA,NA,NA,0,1,5,2,3,2,2674.05026229168,0,NA,67317,5,1,9,7,2,0,NA,NA,0,0,0,1,0,0,0,0,33658.5,9,5,"9","9_0",0,0,9625
"2055",2054,2,4,62,111,86,33,0,12822,0,NA,0,495,0,1,0,1,1,3447.80718895066,0,NA,36810,5,3,9,7,1,1,0,0,0,0,0,1,0,0,0,1,36810,9,5,"9","9_0",0,20000,0
"2064",2063,2,2,70,111,75,33,0,12830,0,0,NA,314,0,2,0,1,1,2103.06739174461,0,NA,32724,5,3,6,5,1,1,0,0,0,0,1,0,0,0,1,0,32724,9,5,"9","9_0",NA,NA,NA
"2077",2076,0,11,45,111,21,71,0,12850,0,200,0,0,1,4,2,3,2,3644.60430110691,2501,NA,58500,1,2,9,7,2,1,1,1,0,0,0,1,0,0,0,1,29250,9,5,"9","9_0",0,11000,0
"2082",2081,4,9,30,111,37,12,0,12855,0,15,0,0,2,3,1,3,1.8,2376.30952779969,11282,NA,59220,1,2,10,8,4,1,0,1,0,0,0,0,1,0,0,1,32900,9,5,"9","9_0",0,8000,8000
"2088",2087,10,10,30,221,48,43,0,12861,0,250,0,0,1,4,0,1,1,2738.7338903234,0,NA,29002,1,2,1,3,1,1,0,1,0,1,0,0,0,0,0,1,29002,9,5,"9","9_0",0,12480,0
"2121",2120,7,15,28,112,38,20,0,1291,0,0,250,0,2,8,1,3,2,2018.60129880294,0,NA,71427,1,1,9,0,4,4,0,1,1,0,0,0,0,0,3,1,35713.5,9,5,"9","9_1",0,8000,0
"2125",2124,2,2,68,112,78,50,0,12913,0,0,0,0,0,6,0,2,1.5,1041.9492321609,5963,NA,48753,5,1,6,2,3,2,0,0,0,1,0,0,0,0,1,1,32502,9,5,"9","9_0",0,12000,0
"2131",2130,4,8,68,111,72,50,0,1292,0,150,0,0,1,4,1,2,1.5,2057.53375535651,0,NA,48206,5,1,6,5,2,3,0,0,0,0,1,0,0,0,0,3,32137.3333333333,9,5,"9","9_0",0,28072,0
"2134",2133,10,13,57,111,55,70,0,12924,234,0,0,0,1,3,0,2,1.5,1591.03077755991,0,NA,49790,1,2,8,7,3,1,0,1,0,0,0,1,0,0,0,0,33193.3333333333,9,5,"9","9_0",NA,NA,NA
"2146",2145,2,2,51,221,62,42,1,12938,0,NA,0,386,2,3,0,2,1.5,4601.03143002664,0,21500,45522,1,3,1,2,3,1,0,0,0,1,0,0,0,0,0,1,30348,9,5,"9","9_0",0,16000,0
"2150",2149,0,14,42,111,47,31,2,12943,0,0,NA,535,1,2,0,1,1,4235.72408621612,0,9500,36611,1,3,10,8,1,1,0,0,0,0,0,0,1,0,1,0,36611,9,5,"9","9_0",NA,NA,NA
"2163",2162,1,3,60,111,47,71,2,1296,175,240,0,0,2,6,1,3,2,2556.61320662768,5425,9000,66807,1,1,8,6,4,2,0,1,0,0,1,0,0,0,0,1,33403.5,9,5,"9","9_0",0,16130,0
"2168",2167,9,9,70,112,75,41,0,12967,0,0,0,0,0,5,1,3,2,1854.46840206964,2083,NA,59374,5,1,7,1,4,3,0,0,0,1,0,0,0,0,2,1,29687,9,5,"9","9_0",0,15000,0
"2170",2169,6,9,55,111,54,50,0,12970,0,400,160,0,2,5,0,2,1.5,1437.31928314643,2860,NA,51423,1,1,8,7,3,2,0,1,0,0,0,1,0,0,1,1,34282,9,5,"9","9_0",0,5000,0
"2183",2182,5,5,59,400,54,50,0,1299,0,800,0,0,1,8,0,2,1.5,1822.03465739741,3242,NA,44800,1,1,0,0,3,3,0,1,1,0,0,0,0,0,2,1,29866.6666666667,9,5,"9","9_1",0,30000,10000
"2191",2190,7,9,35,111,46,20,0,1300,0,0,250,0,2,6,1,3,1.8,1858.3403950474,0,NA,52284,1,2,8,6,4,1,0,1,0,0,1,0,0,0,1,0,29046.6666666667,9,5,"9","9_0",NA,NA,NA
"2193",2192,0,11,46,211,33,10,0,13001,0,NA,0,0,1,8,3,5,2.4,1349.19695552762,0,NA,72860,1,2,1,2,4,1,0,0,0,1,0,0,0,0,0,1,30358.3333333333,9,5,"9","9_0",0,19336,6000
"2200",2199,11,11,62,300,22,31,0,13015,0,0,NA,0,1,8,0,2,1.5,1086.54689411995,2506,NA,44041,1,1,0,0,3,2,0,0,1,0,0,0,0,0,2,0,29360.6666666667,9,5,"9","9_1",NA,NA,NA
"2207",2206,NA,NA,56,111,22,20,NA,13024,NA,NA,NA,1429,2,4,3,5,2.4,4129.98612323153,0,NA,74971.5714285714,1,3,10,8,4,0,NA,NA,0,0,0,0,1,0,0,0,31238.1547619048,9,5,"9","9_0",0,0,4000
"2208",2207,6,6,51,111,21,50,0,13025,0,250,0,0,2,5,2,4,2.1,2013.46787486442,0,NA,69304,1,1,10,8,4,1,0,1,0,0,0,0,1,0,0,1,33001.9047619048,9,5,"9","9_0",0,14000,0
"2217",2216,4,4,34,120,47,43,0,13037,0,500,0,490,1,3,0,1,1,2784.48373705964,3016,NA,30281,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,1,30281,9,5,"9","9_1",0,21000,0
"2221",2220,2,2,37,111,47,31,0,13041,0,350,150,1020,2,4,1,3,1.8,3096.61518719068,4422,NA,56792,1,3,6,5,4,2,0,1,0,0,1,0,0,0,1,1,31551.1111111111,9,5,"9","9_0",0,20000,0
"2223",2222,6,6,73,111,75,50,0,13045,0,NA,0,0,0,4,0,1,1,2094.00498972509,2236,NA,29110,5,1,9,7,1,1,0,0,0,0,0,1,0,0,0,1,29110,9,5,"9","9_0",0,30000,0
"2224",2223,1,1,50,111,53,60,1,13046,0,200,0,0,2,6,0,2,1.5,3917.60629229788,0,21000,45276,1,2,6,4,3,1,0,1,0,0,1,0,0,0,0,1,30184,9,5,"9","9_0",0,5500,0
"2225",2224,2,2,41,111,54,42,0,13047,0,590,0,0,2,3,1,3,1.8,2176.51763212347,2030,NA,57814,1,2,10,8,4,1,0,1,0,0,0,0,1,0,0,1,32118.8888888889,9,5,"9","9_0",0,27181,0
"2231",2230,8,8,64,111,74,20,0,13055,0,0,0,0,0,8,0,2,1.5,1048.87901886874,2340,NA,47334,5,1,8,7,3,2,0,0,0,0,0,1,0,0,1,1,31556,9,5,"9","9_0",0,25000,15000
"2245",2244,20,20,37,111,42,20,0,13072,0,0,0,0,1,7,1,3,2,1639.13499787535,0,NA,60227,1,1,10,8,4,2,0,0,0,0,0,0,1,0,1,1,30113.5,9,5,"9","9_0",0,6000,0
"2269",2268,2,14,23,111,52,31,0,13108,0,0,NA,260,1,1,0,1,1,4083.21059792416,2340,NA,33214,1,3,9,7,1,1,0,0,0,0,0,1,0,1,1,0,33214,9,5,"9","9_0",NA,NA,NA
"2274",2273,5,12,55,221,63,50,0,13114,0,0,700,0,1,5,0,1,1,2905.32681371071,2600,NA,34952,1,1,1,1,1,2,0,1,0,1,0,0,0,0,2,0,34952,9,5,"9","9_0",NA,NA,NA
"2279",2278,NA,NA,46,111,47,50,NA,13121,NA,NA,NA,563,1,2,0,1,1,2801.41116677514,0,NA,31944,1,3,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,31944,9,5,"9","9_0",NA,NA,NA
"2282",2281,0,1,53,111,37,41,1,13126,0,0,NA,561,2,2,0,2,1.5,3210.28713935618,1581,14500,47889,1,3,9,7,3,1,0,0,0,0,0,1,0,0,1,0,31926,9,5,"9","9_0",NA,NA,NA
"2302",2301,16,17,71,300,74,50,0,13163,0,0,0,0,0,6,0,2,1.5,1181.88258532858,2600,NA,47030,5,1,0,0,3,2,0,0,1,0,0,0,0,0,1,1,31353.3333333333,9,5,"9","9_1",0,600,0
"2314",2313,8,10,31,112,47,30,0,13178,0,300,100,0,2,5,1,3,1.8,1811.38835847426,0,NA,59068,1,2,7,0,4,2,0,1,1,0,0,0,0,0,1,1,32815.5555555556,9,5,"9","9_1",0,25000,9000
"2332",2331,5,5,63,112,77,50,0,13208,0,0,0,0,0,4,0,2,1.5,1528.00322747414,1560,NA,51232,5,1,10,1,3,2,0,0,0,1,0,0,0,0,1,1,34154.6666666667,9,5,"9","9_0",0,20000,0
"2349",2348,1,1,64,120,75,20,0,13228,0,NA,0,0,0,6,0,1,1,1536.73717819988,0,NA,33603,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,33603,9,5,"9","9_1",0,6859,0
"2353",2352,1,1,46,112,43,33,0,13234,0,200,0,0,1,6,2,3,1.6,3232.05902392784,3185,NA,48935,1,2,10,4,2,1,0,1,0,0,1,0,0,0,0,1,30584.375,9,5,"9","9_0",0,12000,0
"2355",2354,7,11,50,111,52,31,0,13238,0,0,70,264,1,4,1,2,1.5,3784.1801825256,2317,NA,44930,1,3,9,7,2,1,0,1,0,0,0,1,0,0,1,0,29953.3333333333,9,5,"9","9_0",NA,NA,NA
"2360",2359,5,6,42,111,47,42,0,13244,0,320,0,0,2,5,2,4,2.1,2769.8740203556,0,NA,73937,1,2,10,8,4,1,1,1,0,0,0,0,1,0,0,1,35208.0952380952,9,5,"9","9_0",0,6000,0
"2362",2361,4,4,77,111,75,70,0,13247,0,NA,0,0,0,4,0,2,1.5,2278.78922786829,822,NA,44787,5,1,6,5,3,1,0,0,0,0,1,0,0,0,0,1,29858,9,5,"9","9_0",0,10000,0
"2366",2365,4,4,45,111,38,50,0,13250,0,0,320,0,2,6,2,4,2.1,1322.03888878347,0,NA,69240,1,2,8,7,4,2,0,1,0,0,0,1,0,0,2,0,32971.4285714286,9,5,"9","9_0",NA,NA,NA
"2374",2373,9,10,55,111,53,71,0,13264,0,12,10,0,2,4,0,2,1.5,2403.7643183445,0,NA,49118,1,1,9,7,3,2,0,1,0,0,0,1,0,0,1,1,32745.3333333333,9,5,"9","9_0",0,25000,9000
