,age_carte_grise,age_vehicule,agepr,cataeu,cs42pr,dip14pr,etat_veh_achat,ident_men,km_autre_carbu,km_diesel,km_essence,mloy_d,nactifs,nbphab,nenfants,npers,ocde10,pondmen,poste_07_2_2_1_1,prix_achat,revtot,situapr,stalog,tau,tuu,typmen,veh_tot,vp_deplacements_pro,vp_domicile_travail,rural,petite_ville,moyenne_ville,grande_ville,paris,aides_logement,nb_essence,nb_diesel,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_1,donation_class_3
781,4.0,9.0,34.0,112,37,31,0.0,10996,0.0,220.0,0.0,0.0,2.0,5.0,2.0,4.0,2.1,2140.03837508703,0.0,0.0,57502.0,1,2,8,0.0,4,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,27381.90476190476,4,0,4_0,4_1
782,2.0,4.0,72.0,112,78,50,0.0,10997,0.0,560.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,2084.4058061282158,0.0,0.0,33732.0,5,3,9,0.0,3,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,22488.0,3,0,3_0,3_1
783,0.0,0.0,37.0,120,48,31,0.0,10998,0.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,2.4,1836.1434847366627,1560.0,0.0,52970.0,1,2,0,0.0,4,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,22070.833333333336,3,0,3_0,3_1
784,12.0,12.0,86.0,211,74,70,0.0,10999,0.0,300.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,908.8888413019479,0.0,0.0,28460.0,5,1,4,3.0,1,1.0,0.0,1.0,0,1,0,0,0,0,0.0,1.0,28460.0,4,0,4_0,4_0
785,6.0,6.0,39.0,111,47,30,0.0,110,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3971.2439281637617,0.0,0.0,19946.0,4,3,8,6.0,1,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,19946.0,3,0,3_0,3_0
786,7.0,11.0,50.0,111,68,71,0.0,1100,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2073.379599799356,0.0,0.0,10606.0,1,3,9,7.0,1,1.0,0.0,1.0,0,0,0,1,0,1,0.0,1.0,10606.0,1,0,1_1,1_0
787,7.0,7.0,22.0,300,56,43,0.0,11003,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,2.5,589.7064158376221,0.0,0.0,19107.0,1,1,0,1.0,4,1.0,0.0,0.0,0,1,0,0,0,0,0.0,1.0,7642.8,1,0,1_0,1_0
788,0.0,0.0,51.0,111,31,33,0.0,11004,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.3,659.7184833032657,0.0,0.0,60150.0,1,1,6,5.0,2,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,46269.230769230766,5,0,5,5_0
789,0.0,18.0,33.0,111,38,0,0.0,11005,0.0,99999.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3491.211443602407,1609.92,0.0,49780.0,1,2,5,4.0,1,2.0,0.0,1.0,0,0,1,0,0,0,1.0,1.0,49780.0,5,0,5,5_0
790,0.0,0.0,26.0,111,31,30,0.0,11006,0.0,0.0,0.0,212.0,1.0,2.0,0.0,1.0,1.0,4470.823556723427,0.0,0.0,11363.0,3,3,9,7.0,1,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,11363.0,1,0,1_1,1_0
791,0.0,0.0,46.0,111,47,71,0.0,11007,0.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,2.3,730.599404450461,0.0,0.0,60868.0,1,1,9,7.0,4,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,26464.34782608696,4,0,4_0,4_0
792,6.0,9.0,34.0,112,55,50,0.0,11008,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.6,668.1066318945052,1300.0,0.0,12994.0,4,3,8,0.0,2,1.0,0.0,0.0,1,0,0,0,0,1,0.0,1.0,8121.25,1,0,1_1,1_1
793,6.0,10.0,64.0,111,78,70,0.0,1101,0.0,0.0,330.0,0.0,0.0,2.0,0.0,1.0,1.0,5966.4405478159115,0.0,0.0,12664.0,5,3,8,6.0,1,1.0,0.0,1.0,0,0,1,0,0,1,1.0,0.0,12664.0,1,0,1_1,1_0
794,1.0,15.0,41.0,111,46,42,2.0,11010,0.0,450.0,0.0,261.0,1.0,4.0,4.0,5.0,2.6,1011.2727865354877,0.0,2000.0,35108.0,1,3,10,8.0,2,1.0,0.0,1.0,0,0,0,0,1,1,0.0,1.0,13503.076923076922,1,0,1_1,1_0
795,5.0,5.0,70.0,111,74,10,0.0,11012,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.8,3957.495498779086,0.0,0.0,47144.0,5,1,10,8.0,5,1.0,0.0,0.0,0,0,0,0,1,0,1.0,0.0,26191.11111111111,4,0,4_0,4_0
796,4.0,11.0,29.0,111,81,71,0.0,11013,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,1.8,1547.4024958014493,0.0,0.0,24448.0,4,3,8,7.0,4,1.0,0.0,0.0,0,0,0,1,0,1,0.0,1.0,13582.222222222223,1,0,1_1,1_0
797,16.0,16.0,40.0,120,46,31,0.0,11015,0.0,0.0,120.0,608.0,1.0,3.0,1.0,2.0,1.3,1947.5833974850514,2145.0,0.0,46253.0,1,3,0,0.0,2,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,35579.230769230766,5,0,5,5_1
798,3.0,7.0,39.0,211,43,41,0.0,11016,0.0,212.0,80.0,0.0,1.0,4.0,1.0,2.0,1.3,1212.1613730999345,1563.64,0.0,14352.0,1,3,4,3.0,2,2.0,1.0,1.0,0,1,0,0,0,1,1.0,1.0,11040.0,1,0,1_1,1_0
799,0.0,9.0,47.0,112,64,50,2.0,11017,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,2.0,2082.311492544405,4680.0,5000.0,53704.0,1,1,7,0.0,4,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,26852.0,4,0,4_0,4_1
800,3.0,9.0,45.0,120,65,50,0.0,11018,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.5,1855.1388230630237,3588.0,0.0,40399.0,1,2,0,0.0,3,2.0,1.0,0.0,1,0,0,0,0,0,0.0,2.0,26932.666666666668,4,0,4_0,4_1
801,0.0,0.0,61.0,400,72,30,0.0,11019,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,2027.6364027604052,3328.0,0.0,15536.0,5,1,0,1.0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,15536.0,2,0,2_0,2_0
802,3.0,3.0,53.0,111,52,60,0.0,1102,0.0,20.0,0.0,0.0,2.0,4.0,2.0,4.0,2.5,1399.3975191854388,3484.0,0.0,51556.0,1,2,7,5.0,4,2.0,1.0,1.0,0,0,1,0,0,0,0.0,2.0,20622.4,3,0,3_0,3_0
803,0.0,0.0,61.0,112,75,60,0.0,11021,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2322.2130993593432,0.0,0.0,30302.0,5,1,9,0.0,1,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,30302.0,4,0,4_0,4_1
804,0.0,0.0,59.0,111,52,71,0.0,11023,0.0,0.0,0.0,606.0,1.0,4.0,1.0,3.0,2.0,3318.4126491634656,1301.56,0.0,27223.0,1,3,9,7.0,4,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,13611.5,1,0,1_0,1_0
805,5.0,5.0,54.0,111,43,33,0.0,11025,0.0,0.0,20.0,0.0,1.0,4.0,0.0,2.0,1.5,1684.318957707618,4611.360000000001,0.0,61135.0,1,1,7,5.0,3,1.0,0.0,1.0,0,0,1,0,0,0,1.0,0.0,40756.666666666664,5,0,5,5_0
806,2.0,3.0,61.0,112,77,70,0.0,11026,0.0,50.0,2525.0,0.0,2.0,3.0,1.0,3.0,2.0,3412.37087706882,2600.0,0.0,59445.0,5,1,7,0.0,4,2.0,1.0,1.0,1,0,0,0,0,0,1.0,1.0,29722.5,4,0,4_0,4_1
807,2.0,2.0,86.0,112,86,70,0.0,11027,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1352.5538966713339,0.0,0.0,13226.0,5,4,8,0.0,1,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,13226.0,1,0,1_0,1_1
808,3.0,3.0,54.0,111,47,50,0.0,11028,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2811.157139649124,1579.24,0.0,24182.0,1,2,4,3.0,1,1.0,0.0,0.0,0,1,0,0,0,0,0.0,1.0,24182.0,4,0,4_0,4_0
809,0.0,0.0,58.0,300,56,50,0.0,1103,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.5,2395.3074705155555,2469.48,0.0,21950.0,1,1,0,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,14633.333333333334,2,0,2_0,2_1
810,6.0,6.0,30.0,111,54,30,0.0,11030,0.0,0.0,99998.0,877.0,2.0,4.0,1.0,3.0,1.8,2301.1656219629544,0.0,0.0,42672.0,1,3,9,7.0,4,2.0,0.0,0.0,0,0,0,1,0,0,1.0,1.0,23706.666666666668,3,0,3_0,3_0
811,5.0,5.0,64.0,111,74,12,0.0,11031,0.0,0.0,0.0,770.0,0.0,4.0,0.0,1.0,1.0,4093.1090908755377,0.0,0.0,36210.0,5,3,10,8.0,1,1.0,0.0,0.0,0,0,0,0,1,0,1.0,0.0,36210.0,5,0,5,5_0
812,7.0,8.0,31.0,112,52,30,0.0,11032,0.0,200.0,150.0,0.0,1.0,5.0,1.0,2.0,1.3,2079.6678941911396,2704.0,0.0,22370.0,1,2,7,0.0,2,2.0,0.0,1.0,1,0,0,0,0,0,1.0,1.0,17207.69230769231,2,0,2_0,2_1
813,0.0,0.0,66.0,300,78,50,0.0,11033,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,2210.141561659041,4992.0,0.0,25060.0,5,1,0,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,16706.666666666668,2,0,2_0,2_1
814,0.0,15.0,42.0,112,43,20,0.0,11035,0.0,0.0,500.0,0.0,1.0,2.0,1.0,2.0,1.3,887.0575143452635,0.0,0.0,45584.0,1,1,9,2.0,2,1.0,0.0,1.0,0,1,0,0,0,0,1.0,0.0,35064.61538461538,5,0,5,5_0
815,5.0,5.0,52.0,112,37,31,0.0,11036,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.5,1743.700858540787,7020.0,0.0,54876.0,1,1,4,0.0,3,2.0,0.0,0.0,1,0,0,0,0,0,1.0,1.0,36584.0,5,0,5,5_1
816,0.0,0.0,28.0,111,46,41,0.0,11037,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.5,2701.610329415148,6032.0,0.0,51910.0,1,2,9,7.0,3,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,34606.666666666664,5,0,5,5_0
817,1.0,20.0,47.0,111,22,50,2.0,11038,0.0,0.0,0.0,177.0,1.0,2.0,1.0,2.0,1.5,3428.7018606596716,0.0,3000.0,6830.0,1,3,6,4.0,2,1.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0,4553.333333333333,1,0,1_1,1_0
818,6.0,25.0,32.0,112,38,12,0.0,1104,0.0,0.0,5000.0,745.0,2.0,4.0,2.0,4.0,2.1,4089.343744538987,2446.08,0.0,57452.0,1,3,9,3.0,4,1.0,0.0,1.0,0,1,0,0,0,0,1.0,0.0,27358.095238095237,4,0,4_0,4_0
819,10.0,10.0,81.0,111,78,70,0.0,11040,0.0,68.0,30.0,0.0,0.0,3.0,0.0,2.0,1.5,2331.2410221601026,1835.6,0.0,23430.0,5,4,8,7.0,3,2.0,0.0,1.0,0,0,0,1,0,0,1.0,1.0,15620.0,2,0,2_0,2_0
820,0.0,0.0,46.0,400,47,31,0.0,11042,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,2395.969137082023,1820.0,0.0,31677.0,1,2,0,1.0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,31677.0,4,0,4_0,4_0
821,3.0,5.0,31.0,111,47,43,0.0,11043,0.0,500.0,0.0,223.0,2.0,3.0,1.0,3.0,1.8,1235.832709957424,1300.0,0.0,26371.0,1,3,9,7.0,4,2.0,0.0,1.0,0,0,0,1,0,1,0.0,2.0,14650.555555555555,2,0,2_1,2_0
822,0.0,3.0,81.0,111,72,71,0.0,11044,0.0,230.0,0.0,0.0,0.0,6.0,0.0,2.0,1.5,2372.130260746705,0.0,0.0,26763.0,5,1,7,5.0,3,2.0,1.0,1.0,0,0,1,0,0,0,0.0,2.0,17842.0,2,0,2_0,2_0
823,4.0,17.0,53.0,111,77,71,0.0,11045,0.0,120.0,0.0,12.0,1.0,4.0,2.0,3.0,1.8,1160.050661763684,0.0,0.0,25456.0,4,3,9,7.0,2,2.0,0.0,1.0,0,0,0,1,0,1,0.0,2.0,14142.222222222223,2,0,2_1,2_0
824,1.0,2.0,79.0,112,78,70,2.0,11050,0.0,300.0,0.0,510.0,0.0,2.0,0.0,1.0,1.0,3156.9620139394524,0.0,25000.0,16380.0,5,3,9,3.0,1,2.0,0.0,1.0,0,1,0,0,0,0,0.0,2.0,16380.0,2,0,2_0,2_0
825,0.0,0.0,62.0,112,77,60,0.0,11051,0.0,0.0,0.0,640.0,0.0,5.0,0.0,2.0,1.5,2715.160412586324,1040.0,0.0,24890.0,5,3,6,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,16593.333333333332,2,0,2_0,2_1
826,0.0,0.0,44.0,112,55,50,0.0,11052,0.0,0.0,0.0,407.0,1.0,3.0,1.0,2.0,1.5,800.8964606154908,1561.56,0.0,22847.0,1,3,8,2.0,2,0.0,0.0,0.0,0,1,0,0,0,1,0.0,0.0,15231.333333333334,2,0,2_1,2_0
827,6.0,9.0,38.0,112,34,30,0.0,11053,0.0,0.0,150.0,0.0,2.0,5.0,2.0,4.0,2.1,1841.5788755289582,0.0,0.0,25344.0,1,2,8,0.0,4,2.0,0.0,0.0,1,0,0,0,0,0,1.0,1.0,12068.571428571428,1,0,1_0,1_1
828,6.0,6.0,26.0,111,43,30,0.0,11054,0.0,150.0,0.0,535.0,2.0,2.0,0.0,2.0,1.5,3549.169996460011,0.0,0.0,39853.0,1,3,9,7.0,3,2.0,0.0,0.0,0,0,0,1,0,0,1.0,1.0,26568.666666666668,4,0,4_0,4_0
829,16.0,16.0,35.0,300,62,44,0.0,11055,0.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,2.4,1763.3525250402492,4160.0,0.0,36563.0,1,3,0,0.0,4,2.0,0.0,1.0,1,0,0,0,0,1,1.0,1.0,15234.583333333334,2,0,2_1,2_1
830,8.0,8.0,82.0,111,74,60,0.0,11056,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.5,1418.01750960479,0.0,0.0,111593.0,5,4,7,5.0,3,1.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,74395.33333333333,5,0,5,5_0
831,3.0,7.0,51.0,111,35,20,0.0,11057,0.0,450.0,0.0,0.0,1.0,3.0,1.0,2.0,1.3,626.8689008934341,2775.76,0.0,43521.0,1,1,7,5.0,2,2.0,0.0,1.0,0,0,1,0,0,0,1.0,1.0,33477.692307692305,5,0,5,5_0
832,3.0,3.0,45.0,112,43,33,0.0,11058,0.0,220.0,0.0,0.0,2.0,4.0,2.0,4.0,2.1,1404.6818045910425,2080.0,0.0,53870.0,1,2,6,1.0,4,2.0,0.0,1.0,0,1,0,0,0,0,0.0,2.0,25652.38095238095,4,0,4_0,4_0
833,4.0,7.0,39.0,111,43,33,0.0,1106,0.0,0.0,0.0,493.0,2.0,4.0,2.0,4.0,2.3,2230.5635032527084,1560.0,0.0,46330.0,1,3,8,6.0,4,2.0,0.0,0.0,0,0,1,0,0,0,0.0,2.0,20143.478260869568,3,0,3_0,3_0
834,2.0,2.0,40.0,111,47,50,0.0,11061,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.3,1391.5012850813382,0.0,0.0,18570.0,4,3,10,8.0,2,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,14284.615384615385,2,0,2_0,2_0
835,1.0,10.0,70.0,111,77,41,2.0,11062,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2122.9111101556673,0.0,2200.0,19036.0,5,1,9,7.0,1,1.0,1.0,0.0,0,0,0,1,0,0,1.0,0.0,19036.0,3,0,3_0,3_0
836,0.0,0.0,57.0,400,13,42,0.0,11063,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.5,1576.547851026535,1508.0,0.0,29110.0,1,1,0,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,19406.666666666668,3,0,3_0,3_1
837,19.0,24.0,54.0,120,62,70,0.0,11065,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,1.5,1592.2006536589538,0.0,0.0,29489.0,1,3,0,1.0,3,1.0,0.0,0.0,0,1,0,0,0,0,1.0,0.0,19659.333333333332,3,0,3_0,3_0
838,5.0,5.0,78.0,111,77,50,0.0,11066,0.0,0.0,20.0,0.0,0.0,5.0,0.0,1.0,1.0,6588.835797877753,0.0,0.0,33550.0,5,1,6,4.0,1,1.0,0.0,1.0,0,0,1,0,0,0,1.0,0.0,33550.0,5,0,5,5_0
839,0.0,0.0,36.0,112,48,50,0.0,11069,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.1,1876.9431701226483,3900.0,0.0,35740.0,1,2,8,0.0,4,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,17019.04761904762,2,0,2_0,2_1
840,0.0,1.0,76.0,111,74,30,0.0,11070,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1831.2918686948965,0.0,0.0,66400.0,5,1,7,5.0,3,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,44266.666666666664,5,0,5,5_0
841,11.0,11.0,57.0,111,52,50,0.0,11071,0.0,99999.0,0.0,0.0,2.0,5.0,0.0,2.0,1.5,1983.2696712799993,3109.08,0.0,32065.0,1,1,8,7.0,3,1.0,0.0,1.0,0,0,0,1,0,0,0.0,1.0,21376.666666666668,3,0,3_0,3_0
842,16.0,16.0,74.0,111,74,31,0.0,11072,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.5,1971.7656422656858,2704.0,0.0,90917.0,5,1,10,8.0,3,2.0,0.0,0.0,0,0,0,0,1,0,2.0,0.0,60611.333333333336,5,0,5,5_0
843,16.0,16.0,72.0,300,77,50,0.0,11073,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,1854.4445830810957,2496.0,0.0,33682.0,5,1,0,1.0,3,2.0,0.0,0.0,0,1,0,0,0,0,2.0,0.0,22454.666666666668,3,0,3_0,3_0
844,5.0,5.0,57.0,111,75,30,0.0,11075,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.3,1661.1172681481185,0.0,0.0,6260.0,7,1,10,8.0,2,1.0,0.0,0.0,0,0,0,0,1,0,1.0,0.0,4815.384615384615,1,0,1_0,1_0
845,12.0,17.0,35.0,112,38,12,0.0,11077,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.1,1950.9989649152199,0.0,0.0,67399.0,1,2,8,2.0,4,2.0,0.0,0.0,0,1,0,0,0,0,0.0,2.0,32094.761904761905,5,0,5,5_0
846,3.0,3.0,42.0,111,37,43,0.0,11078,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.3,1043.3825311541648,0.0,0.0,18670.0,4,3,9,7.0,2,1.0,0.0,0.0,0,0,0,1,0,1,1.0,0.0,14361.538461538461,2,0,2_1,2_0
847,1.0,1.0,78.0,111,74,12,0.0,11079,0.0,200.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2752.418340633501,2184.0,0.0,34926.0,5,1,10,8.0,1,1.0,1.0,1.0,0,0,0,0,1,0,0.0,1.0,34926.0,5,0,5,5_0
848,5.0,7.0,69.0,111,86,71,0.0,1108,0.0,300.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1832.9990867398287,0.0,0.0,12450.0,5,3,9,7.0,1,2.0,1.0,1.0,0,0,0,1,0,1,0.0,2.0,12450.0,1,0,1_1,1_0
849,0.0,0.0,71.0,111,77,71,0.0,11080,0.0,0.0,0.0,176.0,0.0,4.0,0.0,2.0,1.5,2430.2689596893856,0.0,0.0,18770.0,5,3,8,7.0,3,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,12513.333333333334,1,0,1_1,1_0
850,0.0,0.0,43.0,111,52,50,0.0,11082,0.0,0.0,0.0,464.0,1.0,3.0,1.0,2.0,1.3,1103.9556587194088,0.0,0.0,20071.0,1,3,4,4.0,2,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,15439.23076923077,2,0,2_0,2_0
851,0.0,0.0,36.0,111,43,50,0.0,11083,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.5,1325.0706888708619,0.0,0.0,17872.0,4,3,8,6.0,2,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,11914.666666666666,1,0,1_1,1_0
852,5.0,7.0,48.0,111,63,50,0.0,11084,0.0,199998.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2915.7032813841447,0.0,0.0,11130.0,4,1,6,4.0,1,2.0,0.0,1.0,0,0,1,0,0,0,0.0,2.0,11130.0,1,0,1_0,1_0
853,0.0,0.0,64.0,111,75,50,0.0,11085,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.5,1481.826215598969,0.0,0.0,55754.0,5,1,8,7.0,2,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,37169.333333333336,5,0,5,5_0
854,4.0,4.0,47.0,111,43,31,0.0,11086,0.0,99999.0,0.0,229.0,1.0,4.0,3.0,5.0,2.6,2839.3927879920802,0.0,0.0,34380.0,1,3,10,8.0,4,2.0,0.0,1.0,0,0,0,0,1,1,0.0,2.0,13223.076923076922,1,0,1_1,1_0
855,0.0,3.0,33.0,111,38,12,2.0,11087,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,1.8,3105.4035930906816,0.0,17000.0,71799.0,1,2,9,7.0,4,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,39888.333333333336,5,0,5,5_0
856,0.0,0.0,77.0,111,75,71,0.0,11088,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3200.2566268010282,0.0,0.0,18630.0,5,1,6,5.0,1,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,18630.0,2,0,2_0,2_0
857,0.0,0.0,53.0,400,43,33,0.0,1109,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,2.0,1619.549584822381,7124.52,0.0,68224.0,1,1,0,1.0,4,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,34112.0,5,0,5,5_0
858,3.0,3.0,64.0,400,78,50,0.0,11092,0.0,0.0,450.0,0.0,0.0,3.0,0.0,1.0,1.0,2380.4417832808203,1562.08,0.0,12252.0,5,1,0,0.0,1,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,12252.0,1,0,1_0,1_1
859,3.0,9.0,56.0,111,75,60,0.0,11093,0.0,0.0,0.0,509.0,1.0,3.0,1.0,3.0,2.0,2566.709571289812,1560.0,0.0,26488.0,7,3,10,8.0,4,1.0,1.0,0.0,0,0,0,0,1,0,0.0,1.0,13244.0,1,0,1_0,1_0
860,2.0,12.0,73.0,400,78,50,0.0,11094,0.0,850.0,0.0,260.0,0.0,4.0,0.0,2.0,1.5,1668.7478629795849,2043.6,0.0,25800.0,5,3,0,0.0,3,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,17200.0,2,0,2_0,2_1
861,0.0,0.0,44.0,112,33,31,0.0,11095,0.0,0.0,0.0,0.0,2.0,10.0,2.0,4.0,2.1,2710.408690885725,0.0,0.0,56521.0,1,2,8,3.0,4,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,26914.761904761905,4,0,4_0,4_0
862,0.0,0.0,58.0,400,67,70,0.0,11096,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.5,2288.9351839824526,0.0,0.0,38449.0,1,1,0,1.0,3,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,25632.666666666668,4,0,4_0,4_0
863,0.0,0.0,69.0,111,78,70,0.0,11097,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,2919.77636996061,2601.56,0.0,24350.0,5,1,4,3.0,3,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,16233.333333333334,2,0,2_0,2_0
864,6.0,6.0,26.0,111,54,31,0.0,11098,0.0,0.0,0.0,750.0,2.0,2.0,0.0,2.0,1.5,4230.614393792261,0.0,0.0,29626.0,1,3,10,8.0,3,2.0,0.0,0.0,0,0,0,0,1,0,1.0,1.0,19750.666666666668,3,0,3_0,3_0
865,0.0,0.0,54.0,112,22,44,0.0,1110,0.0,0.0,0.0,0.0,2.0,6.0,1.0,3.0,1.8,1921.0776439787896,520.0,0.0,10960.0,1,1,6,2.0,4,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,6088.888888888889,1,0,1_0,1_0
866,6.0,11.0,52.0,300,34,31,0.0,11101,0.0,0.0,550.0,0.0,2.0,6.0,0.0,2.0,1.5,1751.0090574688209,1560.0,0.0,40790.0,1,1,0,0.0,3,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,27193.333333333332,4,0,4_0,4_1
867,3.0,18.0,28.0,120,54,20,0.0,11103,0.0,0.0,350.0,0.0,2.0,3.0,0.0,2.0,1.5,1460.5130813121648,0.0,0.0,24140.0,1,1,0,3.0,3,1.0,0.0,1.0,0,1,0,0,0,0,1.0,0.0,16093.333333333334,2,0,2_0,2_0
868,4.0,6.0,44.0,112,38,12,0.0,11104,0.0,0.0,99999.0,0.0,2.0,7.0,2.0,4.0,2.3,2761.8171956043557,0.0,0.0,68601.0,1,2,8,1.0,4,2.0,0.0,0.0,0,1,0,0,0,0,1.0,1.0,29826.521739130436,4,0,4_0,4_0
869,0.0,0.0,71.0,111,77,70,0.0,11105,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2367.051166999982,0.0,0.0,21140.0,5,1,5,4.0,1,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,21140.0,3,0,3_0,3_0
870,0.0,0.0,68.0,111,78,71,0.0,11106,0.0,0.0,0.0,234.0,2.0,4.0,2.0,4.0,2.5,3852.747580543864,0.0,0.0,37214.0,5,3,9,7.0,4,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,14885.6,2,0,2_1,2_0
871,8.0,14.0,68.0,111,77,50,0.0,11107,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2236.5039155848667,0.0,0.0,10558.0,5,1,5,4.0,1,1.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,10558.0,1,0,1_0,1_0
872,0.0,0.0,41.0,111,45,31,0.0,11109,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3261.0276728089616,2808.0,0.0,25928.0,1,3,6,4.0,1,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,25928.0,4,0,4_0,4_0
873,13.0,13.0,44.0,300,85,50,0.0,11110,0.0,0.0,0.0,144.0,0.0,2.0,0.0,1.0,1.0,5147.101868081589,798.1999999999999,0.0,3274.0,7,3,0,0.0,1,1.0,0.0,0.0,1,0,0,0,0,1,0.0,1.0,3274.0,1,0,1_1,1_1
