,age_carte_grise,age_vehicule,agepr,cataeu,cs42pr,dip14pr,etat_veh_achat,ident_men,km_autre_carbu,km_diesel,km_essence,mloy_d,nactifs,nbphab,nenfants,npers,ocde10,pondmen,poste_07_2_2_1_1,prix_achat,revtot,situapr,stalog,tau,tuu,typmen,veh_tot,vp_deplacements_pro,vp_domicile_travail,rural,petite_ville,moyenne_ville,grande_ville,paris,aides_logement,nb_essence,nb_diesel,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_1,donation_class_3
6894,1.0,11.0,84.0,111,72,71,2.0,3469,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2250.479460953019,0.0,3500.0,18906.0,5,4,9,7.0,1,1.0,0.0,1.0,0,0,0,1,0,0,0.0,1.0,18906.0,3,0,3_0,3_0
6895,0.0,0.0,74.0,112,75,50,0.0,347,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.5,2461.217658146543,2756.0,0.0,20160.0,5,1,9,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,13440.0,1,0,1_0,1_1
6896,3.0,10.0,82.0,400,77,60,0.0,3470,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2883.4783754834984,0.0,0.0,19109.0,5,4,0,0.0,1,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,19109.0,3,0,3_0,3_1
6897,7.0,11.0,53.0,111,45,60,0.0,3471,0.0,0.0,30.0,700.0,1.0,3.0,0.0,1.0,1.0,3177.715951679025,3328.0,0.0,31382.0,1,3,10,8.0,1,2.0,0.0,0.0,0,0,0,0,1,0,2.0,0.0,31382.0,4,0,4_0,4_0
6898,0.0,0.0,56.0,111,56,71,0.0,3472,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.5,2947.455449410001,2080.0,0.0,23885.0,4,1,9,7.0,3,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,15923.333333333334,2,0,2_0,2_0
6899,0.0,0.0,60.0,300,31,10,0.0,3473,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,1.5,2137.429784359344,3361.8,0.0,94180.0,1,1,0,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,62786.666666666664,5,0,5,5_1
6900,0.0,10.0,21.0,111,84,41,0.0,3478,0.0,0.0,0.0,195.0,0.0,1.0,0.0,1.0,1.0,2636.6551446139583,0.0,0.0,6300.0,3,3,9,7.0,1,1.0,0.0,1.0,0,0,0,1,0,1,1.0,0.0,6300.0,1,0,1_1,1_0
6901,0.0,1.0,72.0,111,78,71,1.0,3479,0.0,0.0,0.0,342.0,0.0,3.0,0.0,2.0,1.5,2321.6501489937664,0.0,20000.0,18951.0,5,3,6,4.0,3,1.0,1.0,0.0,0,0,1,0,0,1,0.0,1.0,12634.0,1,0,1_1,1_0
6902,1.0,1.0,75.0,111,74,70,0.0,348,0.0,420.0,0.0,269.0,0.0,2.0,0.0,1.0,1.0,4227.94348636327,0.0,0.0,20292.0,5,3,10,8.0,1,1.0,0.0,1.0,0,0,0,0,1,0,0.0,1.0,20292.0,3,0,3_0,3_0
6903,0.0,0.0,43.0,112,53,41,0.0,3480,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,2.8,2653.7277042266637,2963.48,0.0,52146.0,1,2,3,0.0,4,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,18623.57142857143,2,0,2_0,2_1
6904,6.0,7.0,66.0,111,74,50,0.0,3481,0.0,20.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,2157.334224027768,0.0,0.0,37999.0,5,1,9,7.0,3,1.0,0.0,1.0,0,0,0,1,0,0,0.0,1.0,25332.666666666668,4,0,4_0,4_0
6905,1.0,1.0,37.0,111,52,31,2.0,3483,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.1,1726.3725262875862,0.0,15000.0,45670.0,1,2,8,7.0,4,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,21747.619047619046,3,0,3_0,3_0
6906,3.0,11.0,37.0,111,31,10,0.0,3485,0.0,0.0,99999.0,0.0,2.0,6.0,2.0,4.0,2.1,2680.286773429804,6639.88,0.0,174769.0,1,2,9,7.0,4,1.0,0.0,1.0,0,0,0,1,0,0,1.0,0.0,83223.33333333333,5,0,5,5_0
6907,0.0,0.0,53.0,221,63,50,0.0,3486,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,2.0,2453.246473808563,2080.0,0.0,50732.0,1,2,1,2.0,4,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,25366.0,4,0,4_0,4_0
6908,4.0,10.0,32.0,111,46,0,0.0,3488,0.0,0.0,450.0,0.0,1.0,2.0,0.0,1.0,1.0,3108.464508356501,0.0,0.0,38540.0,1,1,10,8.0,1,1.0,0.0,1.0,0,0,0,0,1,0,1.0,0.0,38540.0,5,0,5,5_0
6909,12.0,12.0,66.0,111,74,30,0.0,349,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,1664.6945239103723,1718.08,0.0,39146.0,5,1,6,4.0,3,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,26097.333333333332,4,0,4_0,4_0
6910,14.0,14.0,66.0,111,75,42,0.0,3490,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1590.2200153507888,0.0,0.0,24328.0,5,1,9,7.0,1,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,24328.0,4,0,4_0,4_0
6911,1.0,9.0,65.0,221,78,70,2.0,3492,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,1709.451935225129,0.0,3700.0,30352.0,5,2,1,2.0,3,2.0,1.0,0.0,0,1,0,0,0,0,2.0,0.0,20234.666666666668,3,0,3_0,3_0
6912,3.0,5.0,39.0,221,85,30,0.0,3493,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.3,2309.612367025271,4368.0,0.0,18828.0,4,3,1,2.0,2,1.0,0.0,0.0,0,1,0,0,0,0,0.0,1.0,14483.076923076922,2,0,2_0,2_0
6913,0.0,1.0,48.0,112,53,30,2.0,3494,0.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,2.3,2066.8728685930982,0.0,21500.0,40420.0,1,2,8,1.0,4,1.0,0.0,0.0,0,1,0,0,0,0,0.0,1.0,17573.913043478264,2,0,2_0,2_0
6914,4.0,4.0,46.0,111,63,50,0.0,3495,0.0,0.0,99999.0,0.0,2.0,4.0,1.0,2.0,1.5,2363.5364060836946,2811.64,0.0,21143.0,1,4,6,4.0,2,1.0,0.0,1.0,0,0,1,0,0,0,1.0,0.0,14095.333333333334,2,0,2_0,2_0
6915,2.0,4.0,32.0,111,55,31,0.0,3497,0.0,0.0,0.0,563.0,2.0,2.0,0.0,2.0,1.5,3895.9292141906685,780.0,0.0,26777.0,1,3,8,6.0,3,1.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0,17851.333333333332,2,0,2_1,2_0
6916,0.0,0.0,53.0,111,34,30,0.0,3498,0.0,0.0,0.0,0.0,2.0,7.0,3.0,5.0,2.8,1916.8906180742326,0.0,0.0,56978.0,1,2,8,7.0,4,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,20349.285714285714,3,0,3_0,3_0
6917,5.0,5.0,71.0,112,75,71,0.0,3499,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.5,1899.5220035485343,0.0,0.0,64688.0,5,1,9,2.0,3,1.0,0.0,0.0,0,1,0,0,0,0,1.0,0.0,43125.333333333336,5,0,5,5_0
6918,0.0,0.0,58.0,111,78,71,0.0,35,0.0,0.0,0.0,128.0,1.0,4.0,2.0,4.0,2.5,5446.835168305039,0.0,0.0,27885.0,7,3,10,8.0,4,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,11154.0,1,0,1_1,1_0
6919,3.0,3.0,27.0,111,46,30,0.0,3500,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2483.5148666299947,0.0,0.0,10576.0,4,2,6,4.0,1,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,10576.0,1,0,1_0,1_0
6920,0.0,0.0,91.0,400,77,70,0.0,3501,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2892.2830541940903,0.0,0.0,15261.0,5,1,0,0.0,1,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,15261.0,2,0,2_0,2_1
6921,11.0,14.0,32.0,112,56,50,0.0,3502,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,1.9,478.5269490799923,1040.0,0.0,23788.0,1,3,9,2.0,2,1.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0,12520.0,1,0,1_1,1_0
6922,0.0,0.0,50.0,112,56,71,0.0,3504,0.0,0.0,0.0,422.0,2.0,3.0,4.0,5.0,2.6,664.0475415183507,0.0,0.0,38700.0,1,3,10,5.0,2,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,14884.615384615385,2,0,2_0,2_0
6923,5.0,5.0,37.0,111,43,10,0.0,3505,0.0,0.0,99999.0,0.0,1.0,6.0,0.0,1.0,1.0,2036.566012917539,0.0,0.0,35397.0,1,2,4,3.0,1,1.0,0.0,1.0,0,1,0,0,0,0,1.0,0.0,35397.0,5,0,5,5_0
6924,7.0,7.0,65.0,111,74,30,0.0,3506,0.0,0.0,200.0,0.0,0.0,4.0,0.0,1.0,1.0,2328.7031439358116,2735.2000000000003,0.0,33057.0,5,1,8,7.0,1,2.0,0.0,1.0,0,0,0,1,0,0,2.0,0.0,33057.0,5,0,5,5_0
6925,2.0,8.0,53.0,112,53,50,0.0,3507,0.0,150.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,1602.436279858804,3016.0,0.0,29468.0,1,2,10,0.0,4,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,14734.0,2,0,2_0,2_1
6926,0.0,13.0,43.0,221,42,30,0.0,3508,0.0,100.0,80.0,0.0,2.0,8.0,2.0,4.0,2.1,1782.6574343478349,2733.64,0.0,48959.0,1,2,1,2.0,4,2.0,0.0,1.0,0,1,0,0,0,0,1.0,1.0,23313.809523809523,3,0,3_0,3_0
6927,0.0,0.0,70.0,112,75,50,0.0,3509,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1819.0083201042278,2235.48,0.0,45370.0,5,1,7,0.0,3,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,30246.666666666668,4,0,4_0,4_1
6928,0.0,0.0,36.0,111,55,31,1.0,351,0.0,0.0,0.0,370.0,2.0,1.0,0.0,2.0,1.5,2267.89845270453,0.0,20571.0,15183.0,4,3,8,7.0,3,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,10122.0,1,0,1_0,1_0
6929,1.0,5.0,82.0,111,,70,2.0,3510,0.0,30.0,0.0,425.0,0.0,4.0,0.0,1.0,1.0,2125.3065545529353,0.0,9000.0,16010.0,8,3,6,5.0,1,2.0,0.0,1.0,0,0,1,0,0,0,1.0,1.0,16010.0,2,0,2_0,2_0
6930,4.0,7.0,25.0,111,84,30,0.0,3511,0.0,90.0,0.0,269.0,0.0,3.0,0.0,1.0,1.0,4764.291872104108,0.0,0.0,10542.0,3,3,9,7.0,1,1.0,0.0,1.0,0,0,0,1,0,1,0.0,1.0,10542.0,1,0,1_1,1_0
6931,1.0,6.0,63.0,211,75,60,2.0,3512,0.0,700.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2827.134828413974,0.0,8000.0,9492.0,4,3,2,3.0,1,1.0,0.0,1.0,0,1,0,0,0,1,0.0,1.0,9492.0,1,0,1_1,1_0
6932,0.0,0.0,35.0,211,22,31,0.0,3513,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.3,1068.711654366532,1560.0,0.0,21458.0,1,1,1,3.0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,16506.153846153844,2,0,2_0,2_0
6933,3.0,4.0,39.0,211,85,71,0.0,3514,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,2.4,2201.0854174248857,0.0,0.0,28534.0,7,3,1,2.0,4,1.0,0.0,0.0,0,1,0,0,0,1,1.0,0.0,11889.166666666668,1,0,1_1,1_0
6934,5.0,7.0,69.0,120,71,50,0.0,3515,0.0,100.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1474.5939526381528,0.0,0.0,31180.0,5,1,0,0.0,3,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,20786.666666666668,3,0,3_0,3_1
6935,1.0,1.0,55.0,112,75,60,1.0,3517,0.0,680.0,0.0,0.0,1.0,6.0,0.0,2.0,1.5,2258.6586324231316,2966.6000000000004,13990.0,75559.0,5,2,7,0.0,3,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,50372.666666666664,5,0,5,5_1
6936,7.0,7.0,46.0,300,47,50,0.0,3518,0.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,2.5,2106.7026720947674,0.0,0.0,40158.0,1,2,0,0.0,4,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,16063.2,2,0,2_0,2_1
6937,1.0,1.0,65.0,400,78,70,1.0,3519,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,2594.465029739431,5200.0,40000.0,58328.0,5,1,0,0.0,5,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,29164.0,4,0,4_0,4_1
6938,1.0,16.0,29.0,111,85,50,2.0,352,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.3,1223.7305352254796,2874.04,3300.0,14332.0,4,3,5,4.0,2,1.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0,11024.615384615385,1,0,1_1,1_0
6939,2.0,5.0,88.0,112,77,70,0.0,3522,0.0,650.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,7355.5666046746155,0.0,0.0,29484.0,5,3,7,0.0,1,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,29484.0,4,0,4_0,4_1
6940,0.0,0.0,72.0,111,74,50,0.0,3524,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1605.4440255029842,0.0,0.0,30491.0,5,1,7,5.0,3,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,20327.333333333332,3,0,3_0,3_0
6941,0.0,3.0,56.0,111,37,31,2.0,3525,0.0,900.0,0.0,0.0,1.0,6.0,0.0,2.0,1.5,1862.7042907057069,0.0,13000.0,70050.0,1,1,9,7.0,3,2.0,1.0,1.0,0,0,0,1,0,0,0.0,2.0,46700.0,5,0,5,5_0
6942,4.0,4.0,69.0,120,78,71,0.0,3526,0.0,220.0,290.0,0.0,0.0,5.0,0.0,2.0,1.5,1710.9502990296623,3640.0,0.0,25900.0,5,1,0,0.0,3,2.0,0.0,1.0,1,0,0,0,0,0,1.0,1.0,17266.666666666668,2,0,2_0,2_1
6943,5.0,12.0,31.0,111,54,31,0.0,3527,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.1,1348.7341173996947,0.0,0.0,43610.0,1,2,9,7.0,4,1.0,0.0,1.0,0,0,0,1,0,0,1.0,0.0,20766.666666666664,3,0,3_0,3_0
6944,0.0,0.0,55.0,111,37,20,0.0,3528,0.0,0.0,0.0,840.0,2.0,4.0,1.0,3.0,2.0,2287.4254774580336,0.0,0.0,64813.0,1,3,10,8.0,4,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,32406.5,5,0,5,5_0
6945,3.0,3.0,21.0,111,54,42,0.0,353,0.0,0.0,0.0,75.0,2.0,2.0,0.0,2.0,1.5,2419.9932541098055,0.0,0.0,19480.0,2,3,7,5.0,3,1.0,0.0,0.0,0,0,1,0,0,1,1.0,0.0,12986.666666666666,1,0,1_1,1_0
6946,15.0,21.0,40.0,211,85,31,0.0,3530,0.0,0.0,0.0,96.0,0.0,4.0,2.0,3.0,1.6,762.69165314618,3172.0,0.0,15455.0,4,3,1,3.0,2,1.0,0.0,0.0,0,1,0,0,0,1,1.0,0.0,9659.375,1,0,1_1,1_0
6947,7.0,7.0,35.0,112,48,43,0.0,3532,0.0,300.0,0.0,0.0,1.0,5.0,2.0,4.0,2.1,2276.100253444045,2600.0,0.0,48359.0,1,2,6,0.0,4,2.0,0.0,1.0,1,0,0,0,0,0,1.0,1.0,23028.095238095237,3,0,3_0,3_1
6948,0.0,0.0,31.0,111,38,12,1.0,3533,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3483.195728583671,3021.2000000000003,16100.0,51746.0,1,3,9,7.0,1,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,51746.0,5,0,5,5_0
6949,12.0,12.0,47.0,221,68,71,0.0,3534,0.0,0.0,90.0,0.0,2.0,5.0,2.0,3.0,1.8,403.82261013892276,0.0,0.0,23711.0,1,3,1,2.0,2,1.0,0.0,1.0,0,1,0,0,0,1,1.0,0.0,13172.777777777777,1,0,1_1,1_0
6950,6.0,6.0,50.0,111,67,50,0.0,3535,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0,2263.0752698349133,0.0,0.0,78911.0,1,1,10,8.0,4,1.0,0.0,0.0,0,0,0,0,1,0,0.0,1.0,39455.5,5,0,5,5_0
6951,5.0,5.0,64.0,211,77,50,0.0,3536,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,1937.1061306502158,0.0,0.0,32970.0,5,1,1,2.0,3,1.0,0.0,0.0,0,1,0,0,0,0,0.0,1.0,21980.0,3,0,3_0,3_0
6952,0.0,0.0,58.0,112,62,50,0.0,3537,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2309.6103593426024,2340.0,0.0,14334.0,4,1,6,2.0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,14334.0,2,0,2_0,2_0
6953,15.0,12.0,74.0,111,74,70,0.0,3538,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1827.2026279639092,0.0,0.0,31536.0,5,1,7,5.0,1,1.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,31536.0,4,0,4_0,4_0
6954,1.0,1.0,33.0,221,65,50,1.0,3539,0.0,0.0,0.0,280.0,2.0,5.0,3.0,5.0,2.4,2613.166276531106,1040.0,19000.0,33270.0,1,3,1,2.0,4,1.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0,13862.5,1,0,1_1,1_0
6955,13.0,16.0,64.0,400,78,70,0.0,354,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1565.7343439346073,0.0,0.0,29337.0,5,1,0,1.0,3,2.0,0.0,0.0,0,1,0,0,0,0,0.0,2.0,19558.0,3,0,3_0,3_0
6956,5.0,8.0,47.0,111,56,50,0.0,3542,0.0,370.0,310.0,0.0,1.0,4.0,1.0,2.0,1.3,2008.018791972136,0.0,0.0,14248.0,4,3,9,7.0,2,2.0,0.0,1.0,0,0,0,1,0,1,1.0,1.0,10960.0,1,0,1_1,1_0
6957,0.0,0.0,42.0,111,54,43,0.0,3543,0.0,0.0,0.0,410.0,1.0,3.0,1.0,2.0,1.5,2202.1101692501315,0.0,0.0,23092.0,1,3,9,7.0,2,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,15394.666666666666,2,0,2_1,2_0
6958,11.0,11.0,69.0,112,71,50,0.0,3545,0.0,0.0,99999.0,0.0,0.0,4.0,0.0,1.0,1.0,2264.3408387268496,5031.0,0.0,13541.0,5,1,8,0.0,1,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,13541.0,1,0,1_0,1_1
6959,1.0,4.0,50.0,300,13,42,0.0,3547,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.5,1434.8935107275788,0.0,0.0,69409.0,1,1,0,0.0,3,2.0,0.0,0.0,1,0,0,0,0,0,0.0,2.0,46272.666666666664,5,0,5,5_1
6960,4.0,4.0,59.0,300,47,50,0.0,3548,0.0,200.0,0.0,0.0,2.0,7.0,0.0,2.0,1.5,1653.0692849683699,975.0,0.0,43828.0,1,1,0,1.0,3,1.0,0.0,1.0,0,1,0,0,0,0,0.0,1.0,29218.666666666668,4,0,4_0,4_0
6961,10.0,10.0,71.0,111,,44,0.0,3549,0.0,60.0,99999.0,0.0,0.0,3.0,0.0,1.0,1.0,1862.1085516789888,0.0,0.0,94000.0,8,1,9,7.0,1,3.0,0.0,1.0,0,0,0,1,0,0,1.0,2.0,94000.0,5,0,5,5_0
6962,0.0,0.0,72.0,221,72,50,0.0,355,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1719.2938452798642,0.0,0.0,36364.0,5,1,1,2.0,3,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,24242.666666666668,4,0,4_0,4_0
6963,0.0,0.0,34.0,111,62,60,0.0,3552,0.0,0.0,0.0,0.0,4.0,6.0,6.0,8.0,3.9,728.3266301894906,2601.04,0.0,61906.0,1,2,7,5.0,4,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,15873.333333333334,2,0,2_1,2_0
6964,3.0,5.0,43.0,111,46,60,0.0,3553,0.0,300.0,0.0,0.0,2.0,3.0,1.0,3.0,1.8,4956.499856754999,0.0,0.0,45766.0,1,1,10,8.0,4,2.0,0.0,1.0,0,0,0,0,1,0,1.0,1.0,25425.555555555555,4,0,4_0,4_0
6965,8.0,11.0,65.0,211,75,60,0.0,3554,0.0,400.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1019.5320064837359,0.0,0.0,32288.0,5,1,3,3.0,3,3.0,0.0,1.0,0,1,0,0,0,0,0.0,3.0,21525.333333333332,3,0,3_0,3_0
6966,0.0,0.0,45.0,111,52,41,0.0,3556,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.3,273.83313615756566,2080.0,0.0,25626.0,1,4,4,4.0,2,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,19712.30769230769,3,0,3_1,3_0
6967,1.0,6.0,71.0,111,77,71,1.0,3557,400.0,0.0,0.0,101.0,0.0,3.0,2.0,4.0,2.1,4199.513342443796,0.0,4000.0,23890.0,5,3,10,8.0,4,1.0,0.0,1.0,0,0,0,0,1,1,0.0,0.0,11376.190476190475,1,0,1_1,1_0
6968,0.0,0.0,26.0,111,47,31,0.0,3558,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.5,3482.327832527514,1401.3999999999999,0.0,24997.0,1,3,8,6.0,3,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,16664.666666666668,2,0,2_0,2_0
6969,1.0,1.0,64.0,112,77,71,2.0,3559,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.5,1697.6133700436283,2158.0,13000.0,39261.0,5,1,7,0.0,3,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,26174.0,4,0,4_0,4_1
6970,2.0,2.0,54.0,111,85,50,0.0,356,0.0,0.0,100.0,0.0,1.0,3.0,1.0,3.0,2.0,2961.940838581504,0.0,0.0,12692.0,7,3,10,8.0,4,1.0,0.0,1.0,0,0,0,0,1,1,1.0,0.0,6346.0,1,0,1_1,1_0
6971,6.0,6.0,66.0,112,78,70,0.0,3560,0.0,0.0,99999.0,640.0,0.0,3.0,0.0,1.0,1.0,3930.9783843812784,0.0,0.0,23585.0,5,3,9,1.0,1,1.0,0.0,1.0,0,1,0,0,0,0,1.0,0.0,23585.0,3,0,3_0,3_0
6972,1.0,2.0,49.0,111,46,41,2.0,3561,0.0,385.0,0.0,523.0,3.0,3.0,1.0,3.0,2.0,4299.642154948001,0.0,6000.0,51533.0,1,3,10,8.0,4,1.0,0.0,1.0,0,0,0,0,1,0,0.0,1.0,25766.5,4,0,4_0,4_0
6973,5.0,5.0,54.0,120,68,50,0.0,3562,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.5,1653.6695322996668,0.0,0.0,15118.0,1,3,0,1.0,2,2.0,0.0,0.0,0,1,0,0,0,1,0.0,2.0,10078.666666666666,1,0,1_1,1_0
6974,0.0,14.0,65.0,212,78,41,0.0,3563,0.0,0.0,300.0,0.0,0.0,4.0,0.0,1.0,1.0,2373.6759847380517,0.0,0.0,20950.0,5,1,2,0.0,1,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,20950.0,3,0,3_0,3_1
6975,11.0,11.0,60.0,111,67,70,0.0,3565,0.0,0.0,0.0,335.0,1.0,3.0,0.0,1.0,1.0,1711.716919363097,0.0,0.0,18696.0,1,3,8,7.0,1,1.0,0.0,0.0,0,0,0,1,0,0,1.0,0.0,18696.0,2,0,2_0,2_0
6976,5.0,10.0,52.0,211,52,50,0.0,3568,0.0,500.0,0.0,0.0,3.0,7.0,3.0,5.0,3.0,1916.40242994458,5167.24,0.0,47876.0,1,1,4,4.0,4,2.0,0.0,1.0,0,0,1,0,0,0,0.0,2.0,15958.666666666666,2,0,2_0,2_0
6977,3.0,7.0,46.0,221,65,50,0.0,3569,0.0,250.0,0.0,0.0,2.0,6.0,1.0,3.0,1.8,1987.1351577986825,2600.0,0.0,39060.0,1,4,1,2.0,4,2.0,0.0,0.0,0,1,0,0,0,0,0.0,2.0,21700.0,3,0,3_0,3_0
6978,3.0,3.0,65.0,111,46,71,0.0,357,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2716.9615631927345,4602.0,0.0,15460.0,4,1,9,7.0,1,2.0,0.0,0.0,0,0,0,1,0,0,1.0,1.0,15460.0,2,0,2_0,2_0
6979,1.0,1.0,44.0,111,42,20,1.0,3570,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.5,1835.3986906360901,0.0,14000.0,45976.0,1,4,7,5.0,3,1.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,30650.666666666668,4,0,4_0,4_0
6980,4.0,4.0,72.0,112,72,70,0.0,3571,0.0,0.0,120.0,0.0,0.0,3.0,0.0,1.0,1.0,1652.4268977246024,0.0,0.0,65790.0,5,2,6,0.0,1,3.0,0.0,0.0,1,0,0,0,0,0,1.0,2.0,65790.0,5,0,5,5_1
6981,0.0,0.0,47.0,111,37,31,0.0,3573,0.0,0.0,0.0,695.0,1.0,2.0,1.0,2.0,1.5,3532.2981905220845,2079.48,0.0,36220.0,1,3,10,8.0,2,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,24146.666666666668,4,0,4_0,4_0
6982,0.0,0.0,59.0,111,33,42,0.0,3574,0.0,0.0,0.0,540.0,1.0,2.0,0.0,1.0,1.0,1995.9106530307558,0.0,0.0,31419.0,1,3,9,7.0,1,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,31419.0,4,0,4_0,4_0
6983,3.0,3.0,37.0,111,55,43,0.0,3575,0.0,0.0,20.0,244.0,1.0,3.0,1.0,2.0,1.3,666.1163766354972,0.0,0.0,19410.0,1,3,4,3.0,2,1.0,0.0,1.0,0,1,0,0,0,1,1.0,0.0,14930.76923076923,2,0,2_1,2_0
6984,1.0,8.0,26.0,111,62,60,2.0,3576,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.5,5513.5220908849005,0.0,4850.0,25732.0,1,4,6,5.0,3,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,17154.666666666668,2,0,2_0,2_0
6985,11.0,16.0,83.0,112,71,70,0.0,3577,0.0,130.0,0.0,0.0,0.0,4.0,0.0,2.0,1.5,1999.7726495720322,0.0,0.0,20212.0,5,1,4,0.0,3,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,13474.666666666666,1,0,1_0,1_1
