,Unnamed: 0,X,age_carte_grise,age_vehicule,agepr,cataeu,cs42pr,dip14pr,etat_veh_achat,ident_men,km_autre_carbu,km_diesel,km_essence,mloy_d,nactifs,nbphab,nenfants,npers,ocde10,pondmen,poste_07_2_2_1_1,prix_achat,revtot,situapr,stalog,tau,tuu,typmen,veh_tot,vp_deplacements_pro,vp_domicile_travail,rural,petite_ville,moyenne_ville,grande_ville,paris,aides_logement,nb_essence,nb_diesel,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_1,donation_class_3,distance,distance_autre_carbu,distance_diesel,distance_essence,age_carte_grise.1,age_vehicule.1,distance_routiere_hebdomadaire_teg,duree_moyenne_trajet_aller_retour_teg,mode_principal_deplacement_teg,vp_deplacements_pro.1,vp_domicile_travail.1,depenses_carburants_corrigees_entd,depenses_diesel_corrigees_entd,depenses_essence_corrigees_entd
1906,6641,6640,2,10,44,111,67,60,0,3146,0,400,0,148,1,4,2,4,2.1,3456.7282356,0.0,0,29104.0,1,3,9,7,4,3,0,1,0,0,0,1,0,0,1,2,13859.0476190476,2,1,2_0,2_0,15000,0,15000,0,7,10,0.0,0.0,0.0,0,1,990.1991880670298,990.1991880670298,0.0
1907,6642,6641,8,10,38,112,62,50,0,3147,0,0,55,70,2,5,5,7,3.4,1808.2139839,1578.2,0,40902.0,1,3,8,0,4,2,0,1,1,0,0,0,0,0,2,0,12030.0,2,1,2_0,2_1,15000,0,0,15000,2,14,0.0,0.0,0.0,1,0,1947.8103394848963,0.0,1947.8103394848963
1908,6660,6659,0,0,55,112,52,50,0,3168,0,0,0,0,1,3,0,2,1.5,1548.3402647,8320.0,0,18700.0,1,2,6,0,3,0,0,0,1,0,0,0,0,0,0,0,12466.6666666667,2,1,2_0,2_1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1909,6679,6678,0,12,78,112,86,71,0,3188,0,320,320,222,0,2,0,1,1.0,4336.203671,0.0,0,13493.0,5,3,8,1,1,2,0,1,0,1,0,0,0,0,1,1,13493.0,2,1,2_0,2_0,8000,0,8000,0,10,11,0.0,0.0,0.0,0,0,528.1062336357492,528.1062336357492,0.0
1910,6683,6682,12,13,40,111,68,71,0,3198,0,0,0,0,1,5,5,7,3.2,1472.2212568,1040.0,0,35798.0,1,3,9,7,4,2,0,0,0,0,0,1,0,0,1,1,11186.875,2,1,2_0,2_0,50892,0,25000,25892,13,15,0.0,0.0,0.0,0,0,3359.5478052738185,1650.3319801117163,1709.2158251621022
1911,6694,6693,1,1,61,111,78,44,0,3214,0,350,0,222,1,3,1,3,1.8,2594.287499,0.0,0,22281.0,5,3,8,7,4,1,0,1,0,0,0,1,0,0,0,1,12378.3333333333,2,1,2_0,2_0,7287,0,7287,0,1,2,0.0,10.0,3.3,0,1,481.0387655629631,481.0387655629631,0.0
1912,6710,6709,2,9,41,111,56,41,0,3235,0,300,0,150,1,3,1,2,1.5,1408.0191686,0.0,0,16318.0,1,3,10,8,2,1,0,1,0,0,0,0,1,0,0,1,10878.6666666667,2,1,2_0,2_0,11000,0,11000,0,2,2,0.0,5.0,0.0,1,0,726.1460712491552,726.1460712491552,0.0
1913,6727,6726,0,0,76,400,71,50,0,3253,0,0,0,0,0,3,0,1,1.0,2094.7306061,0.0,0,12132.0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12132.0,2,1,2_0,2_1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1914,6748,6747,5,5,23,111,68,71,0,3283,0,0,99999,69,1,3,0,2,1.5,3719.8171996,0.0,0,18468.0,1,3,9,7,3,2,0,1,0,0,0,1,0,0,2,0,12312.0,2,1,2_0,2_0,24583,0,14250,10333,4,8,0.0,0.0,0.0,0,1,1622.8044426834529,940.6892286636783,682.1152140197745
1915,6749,6748,11,13,23,111,56,43,0,3284,0,0,16,600,2,2,1,3,1.8,4753.0704867,3484.0,0,23876.0,4,3,10,8,4,1,0,1,0,0,0,0,1,0,1,0,13264.4444444444,2,1,2_0,2_0,9036,0,0,9036,2,12,172.8,75.0,3.31,0,1,596.4959908915788,0.0,596.4959908915788
1916,6766,6765,2,2,62,300,77,71,0,3306,0,0,0,0,0,2,0,1,1.0,3419.6329152,0.0,0,11050.0,5,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,11050.0,2,1,2_0,2_1,53666,0,27000,26666,2,5,0.0,0.0,0.0,0,0,6968.745978586429,3506.058611072813,3462.6873675136167
1917,6776,6775,3,4,47,111,63,71,0,3320,0,0,0,0,1,3,2,4,2.1,2668.4110211,0.0,0,24288.0,4,3,8,7,4,2,0,0,0,0,0,1,0,0,1,1,11565.7142857143,2,1,2_0,2_0,23000,0,17000,6000,4,9,0.0,0.0,0.0,0,0,1518.3054217027789,1122.225746475967,396.0796752268119
1918,6784,6783,5,5,40,111,52,60,0,3330,0,200,0,180,1,4,1,2,1.5,1453.2919734,0.0,0,20774.0,1,3,6,5,2,1,0,1,0,0,1,0,0,0,0,1,13849.3333333333,2,1,2_0,2_0,17343,0,17343,0,2,6,119.0,50.0,3.3,0,1,1144.8683012431,1144.8683012431,0.0
1919,6785,6784,2,5,28,111,84,50,0,3331,0,0,0,0,0,1,0,1,1.0,5195.6639403,0.0,0,12516.0,3,3,8,6,1,1,0,0,0,0,1,0,0,0,1,0,12516.0,2,1,2_0,2_0,8000,0,0,8000,3,8,0.0,0.0,0.0,0,0,528.1062336357492,0.0,528.1062336357492
1920,6799,6798,10,10,44,112,52,60,0,3348,0,0,350,0,1,4,2,4,2.3,3280.8851469,1040.0,0,26510.0,1,3,6,2,4,1,0,1,0,1,0,0,0,0,1,0,11526.0869565217,2,1,2_0,2_0,12000,0,0,12000,2,13,0.0,0.0,0.0,0,0,792.1593504536238,0.0,792.1593504536238
1921,6803,6802,2,2,87,400,77,70,0,3352,0,0,0,0,0,6,0,1,1.0,2353.9210086,0.0,0,12165.0,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,12165.0,2,1,2_0,2_1,0,0,0,0,8,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1922,6804,6803,0,22,31,112,52,30,0,3354,0,150,0,0,1,3,1,2,1.3,1575.7992348,1352.0,0,17147.0,1,3,10,4,2,1,0,1,0,0,1,0,0,0,0,1,13190.0,2,1,2_0,2_0,12000,0,12000,0,6,24,0.0,30.0,3.3,0,1,792.1593504536238,792.1593504536238,0.0
1923,6820,6819,10,10,82,221,0,70,0,3373,0,0,0,0,0,5,0,1,1.0,2040.4882238,0.0,0,11954.0,8,3,1,2,1,1,0,0,0,1,0,0,0,0,1,0,11954.0,2,1,2_0,2_0,2000,0,0,2000,6,13,0.0,0.0,0.0,0,0,132.0265584089373,0.0,132.0265584089373
1924,6823,6822,3,7,76,300,71,50,0,3376,0,300,0,0,0,4,0,1,1.0,2830.5520454,0.0,0,10859.0,5,4,0,1,1,1,0,1,0,1,0,0,0,0,0,1,10859.0,2,1,2_0,2_0,8000,0,8000,0,4,5,0.0,0.0,0.0,0,0,528.1062336357492,528.1062336357492,0.0
1925,6825,6824,5,14,59,400,78,71,0,3378,0,90,0,0,0,3,0,1,1.0,5179.7773333,0.0,0,12300.0,7,3,0,1,1,3,0,1,0,1,0,0,0,0,1,2,12300.0,2,1,2_0,2_0,16337,0,16337,0,6,10,0.0,0.0,0.0,0,0,1078.4589423634043,1078.4589423634043,0.0
1926,6826,6825,11,11,48,211,85,71,0,3379,0,0,420,0,1,4,3,4,2.3,827.47029107,0.0,0,27162.0,6,3,3,3,2,1,0,1,0,1,0,0,0,0,1,0,11809.5652173913,2,1,2_0,2_0,12000,0,0,12000,2,13,0.0,0.0,0.0,0,0,792.1593504536238,0.0,792.1593504536238
1927,6830,6829,0,0,35,211,67,42,0,3384,0,0,0,313,1,3,2,3,1.6,524.31559146,0.0,0,19556.0,1,3,4,4,2,0,0,0,0,0,1,0,0,0,0,0,12222.5,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1928,6836,6835,0,0,56,112,63,50,0,3394,0,0,0,0,1,4,0,2,1.5,2488.199562,837.2,0,17366.0,1,1,9,1,3,0,0,0,0,1,0,0,0,0,0,0,11577.3333333333,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1929,6844,6843,2,4,49,111,52,30,0,3400,0,100,0,392,1,3,2,3,1.8,862.47434667,3640.0,0,21091.0,1,3,9,7,2,2,0,0,0,0,0,1,0,0,0,2,11717.2222222222,2,1,2_0,2_0,10000,0,10000,0,3,6,180.0,98.0,3.3,0,1,660.1327920446864,660.1327920446864,0.0
1930,6845,6844,0,0,54,111,68,71,0,3401,0,0,0,269,1,2,0,1,1.0,2327.4123198,0.0,0,13890.0,1,3,7,5,1,0,0,0,0,0,1,0,0,0,0,0,13890.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1931,6862,6861,5,5,82,211,86,70,0,3423,0,0,0,180,0,2,0,1,1.0,3355.4615621,0.0,0,12534.0,6,3,1,2,1,2,0,0,0,1,0,0,0,0,1,1,12534.0,2,1,2_0,2_0,8000,0,8000,0,4,5,0.0,0.0,0.0,0,0,528.1062336357492,528.1062336357492,0.0
1932,6872,6871,0,0,29,300,21,50,0,3440,0,0,0,0,2,3,1,3,1.8,501.30725726,0.0,0,19821.0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,11011.6666666667,2,1,2_0,2_1,0,0,0,0,0,0,0.0,65.0,2.22,0,0,0.0,0.0,0.0
1933,6880,6879,3,3,30,111,56,30,0,3449,0,0,0,430,1,1,0,1,1.0,6608.7839199,0.0,0,11092.0,4,3,9,7,1,2,0,0,0,0,0,1,0,0,0,2,11092.0,2,1,2_0,2_0,15672,0,15672,0,1,10,0.0,0.0,0.0,0,1,1034.5601116924327,1034.5601116924327,0.0
1934,6887,6886,12,12,41,111,48,41,0,346,0,0,0,447,2,3,4,6,2.7,2215.0858149,0.0,0,31530.0,1,3,10,8,4,1,0,0,0,0,0,0,1,0,0,1,11677.7777777778,2,1,2_0,2_0,4101,0,4101,0,1,17,20.5,12.3333333333333,3.3,0,1,270.7204580175259,270.7204580175259,0.0
1935,6893,6892,1,2,60,111,78,70,0,3466,0,160,0,0,0,6,0,2,1.5,2623.5309661,0.0,0,19360.0,5,1,10,8,3,1,0,1,0,0,0,0,1,0,0,1,12906.6666666667,2,1,2_0,2_0,3000,0,3000,0,0,0,0.0,0.0,0.0,0,0,198.03983761340595,198.03983761340595,0.0
1936,6896,6895,0,0,74,112,75,50,0,347,0,0,0,0,0,3,0,2,1.5,2461.2176581,2756.0,0,20160.0,5,1,9,0,3,0,0,0,1,0,0,0,0,0,0,0,13440.0,2,1,2_0,2_1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1937,6902,6901,0,1,72,111,78,71,1,3479,0,0,0,342,0,3,0,2,1.5,2321.650149,0.0,20000,18951.0,5,3,6,4,3,1,1,0,0,0,1,0,0,0,0,1,12634.0,2,1,2_0,2_0,4703,0,4703,0,2,2,0.0,0.0,0.0,0,0,310.46045209861603,310.46045209861603,0.0
1938,6919,6918,0,0,58,111,78,71,0,35,0,0,0,128,1,4,2,4,2.5,5446.8351683,0.0,0,27885.0,7,3,10,8,4,0,0,0,0,0,0,0,1,0,0,0,11154.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1939,6922,6921,11,14,32,112,56,50,0,3502,0,0,0,0,1,4,3,4,1.9,478.52694908,1040.0,0,23788.0,1,3,9,2,2,1,0,0,0,1,0,0,0,0,0,1,12520.0,2,1,2_0,2_0,6859,0,6859,0,1,14,110.0,80.0,3.3,1,1,452.7850820634505,452.7850820634505,0.0
1940,6934,6933,3,4,39,211,85,71,0,3514,0,0,0,0,0,4,3,5,2.4,2201.0854174,0.0,0,28534.0,7,3,1,2,4,1,0,0,0,1,0,0,0,0,1,0,11889.1666666667,2,1,2_0,2_0,5657,0,0,5657,1,3,0.0,0.0,0.0,0,0,373.4371204596792,0.0,373.4371204596792
1941,6939,6938,1,16,29,111,85,50,2,352,0,0,0,0,0,4,1,2,1.3,1223.7305352,2874.04,3300,14332.0,4,3,5,4,2,1,0,0,0,0,1,0,0,0,0,1,11024.6153846154,2,1,2_0,2_0,25000,0,25000,0,3,13,0.0,0.0,0.0,0,0,1650.3319801117163,1650.3319801117163,0.0
1942,6946,6945,3,3,21,111,54,42,0,353,0,0,0,75,2,2,0,2,1.5,2419.9932541,0.0,0,19480.0,2,3,7,5,3,1,0,0,0,0,1,0,0,0,1,0,12986.6666666667,2,1,2_0,2_0,22657,0,0,22657,1,1,0.0,0.0,0.0,0,0,1495.6628669356462,0.0,1495.6628669356462
1943,6950,6949,12,12,47,221,68,71,0,3534,0,0,90,0,2,5,2,3,1.8,403.82261014,0.0,0,23711.0,1,3,1,2,2,1,0,1,0,1,0,0,0,0,1,0,13172.7777777778,2,1,2_0,2_0,8500,0,0,8500,12,14,0.0,0.0,0.0,0,1,561.1128732379835,0.0,561.1128732379835
1944,6955,6954,1,1,33,221,65,50,1,3539,0,0,0,280,2,5,3,5,2.4,2613.1662765,1040.0,19000,33270.0,1,3,1,2,4,1,0,0,0,1,0,0,0,0,0,1,13862.5,2,1,2_0,2_0,4000,0,4000,0,1,1,0.0,9.2,1.1,0,0,264.0531168178746,264.0531168178746,0.0
1945,6957,6956,5,8,47,111,56,50,0,3542,0,370,310,0,1,4,1,2,1.3,2008.018792,0.0,0,14248.0,4,3,9,7,2,2,0,1,0,0,0,1,0,0,1,1,10960.0,2,1,2_0,2_0,10500,0,8000,2500,4,5,0.0,0.0,0.0,0,0,693.1394316469208,528.1062336357492,165.0331980111716
1946,6959,6958,11,11,69,112,71,50,0,3545,0,0,99999,0,0,4,0,1,1.0,2264.3408387,5031.0,0,13541.0,5,1,8,0,1,1,0,1,1,0,0,0,0,0,1,0,13541.0,2,1,2_0,2_1,7000,0,0,7000,8,12,0.0,0.0,0.0,0,0,908.978158426285,0.0,908.978158426285
1947,6968,6967,1,6,71,111,77,71,1,3557,400,0,0,101,0,3,2,4,2.1,4199.5133424,0.0,4000,23890.0,5,3,10,8,4,1,0,1,0,0,0,0,1,0,0,0,11376.1904761905,2,1,2_0,2_0,8000,0,0,8000,8,9,0.0,0.0,0.0,0,0,528.1062336357492,0.0,528.1062336357492
1948,6986,6985,11,16,83,112,71,70,0,3577,0,130,0,0,0,4,0,2,1.5,1999.7726496,0.0,0,20212.0,5,1,4,0,3,2,0,1,1,0,0,0,0,0,0,2,13474.6666666667,2,1,2_0,2_1,9388,0,9388,0,19,19,0.0,0.0,0.0,0,0,1219.0695644722805,1219.0695644722805,0.0
1949,7001,7000,6,10,46,111,46,43,0,3595,0,99999,0,240,1,6,0,1,1.0,1989.1862681,2600.0,0,11380.0,1,4,8,7,1,1,0,1,0,0,0,1,0,0,0,1,11380.0,2,1,2_0,2_0,6487,0,6487,0,0,10,0.0,0.0,0.0,0,0,428.2281421993881,428.2281421993881,0.0
1950,7011,7010,5,8,63,111,78,71,0,3607,0,100,0,79,0,2,0,1,1.0,4680.7338523,0.0,0,12156.0,5,3,8,7,1,2,0,1,0,0,0,1,0,0,0,2,12156.0,2,1,2_0,2_0,16337,0,16337,0,6,10,0.0,0.0,0.0,0,0,1078.4589423634043,1078.4589423634043,0.0
1951,7012,7011,0,0,29,111,46,31,0,3609,0,0,0,61,2,5,3,6,3.3,1764.4235076,3120.0,0,43768.0,1,3,10,8,5,0,0,0,0,0,0,0,1,0,0,0,13263.0303030303,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1952,7017,7016,0,0,24,111,84,30,0,3617,0,0,0,195,0,2,0,1,1.0,3517.9269664,0.0,0,12560.0,3,3,8,7,1,0,0,0,0,0,0,1,0,0,0,0,12560.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1953,7025,7024,0,0,89,211,72,70,0,3632,0,0,0,36,0,3,0,1,1.0,1413.405364,0.0,0,12076.0,5,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,12076.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1954,7027,7026,0,0,21,400,68,60,0,3635,0,0,0,0,1,3,1,3,1.8,582.78406924,0.0,0,24322.0,1,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,13512.2222222222,2,1,2_0,2_1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1955,7036,7035,2,2,44,111,63,43,0,3648,0,0,0,234,1,3,2,4,2.1,842.73467595,0.0,0,27272.0,1,3,9,7,4,1,0,0,0,0,0,1,0,0,0,1,12986.6666666667,2,1,2_0,2_0,9000,0,9000,0,4,4,19.0,13.3333333333333,3.3,0,1,594.1195128402178,594.1195128402178,0.0
1956,7046,7045,2,3,58,111,77,70,0,3660,0,0,0,354,0,3,0,1,1.0,2708.3808026,0.0,0,11902.0,5,3,7,5,1,1,0,0,0,0,1,0,0,0,0,1,11902.0,2,1,2_0,2_0,14818,0,14818,0,8,0,0.0,0.0,0.0,0,0,978.1847712518165,978.1847712518165,0.0
1957,7050,7049,0,20,60,112,74,50,0,3665,0,0,0,0,0,5,0,2,1.5,2431.0149164,4356.04,0,17537.0,5,1,9,0,3,1,0,0,1,0,0,0,0,0,1,0,11691.3333333333,2,1,2_0,2_1,10000,0,0,10000,13,18,0.0,0.0,0.0,0,0,1298.5402263232643,0.0,1298.5402263232643
1958,7061,7060,6,12,77,111,86,60,0,3678,0,0,0,0,0,4,0,1,1.0,1710.6784744,0.0,0,11302.0,5,3,7,5,1,1,0,0,0,0,1,0,0,0,1,0,11302.0,2,1,2_0,2_0,2000,0,0,2000,6,13,0.0,0.0,0.0,0,0,132.0265584089373,0.0,132.0265584089373
1959,7062,7061,0,0,38,120,67,50,0,3679,0,0,0,0,1,2,0,1,1.0,2776.0315802,0.0,0,11640.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11640.0,2,1,2_0,2_1,0,0,0,0,0,0,0.0,10.0,2.22,0,0,0.0,0.0,0.0
1960,7065,7064,0,0,77,111,77,71,0,3685,0,0,0,123,0,2,0,1,1.0,2746.9541684,0.0,0,11336.0,5,3,9,7,1,0,0,0,0,0,0,1,0,0,0,0,11336.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1961,7066,7065,5,5,38,111,52,20,0,3686,0,99999,0,400,1,2,0,1,1.0,2435.2710104,0.0,0,12932.0,1,3,9,7,1,2,0,1,0,0,0,1,0,0,0,2,12932.0,2,1,2_0,2_0,10000,0,10000,0,3,6,180.0,98.0,3.3,0,1,660.1327920446864,660.1327920446864,0.0
1962,7074,7073,7,7,69,111,86,71,0,3694,0,50,0,0,0,4,0,1,1.0,1281.879838,0.0,0,11900.0,6,4,8,7,1,1,0,1,0,0,0,1,0,0,0,1,11900.0,2,1,2_0,2_0,14125,0,14125,0,4,8,0.0,0.0,0.0,0,0,932.4375687631198,932.4375687631198,0.0
1963,7077,7076,0,0,67,111,78,71,0,3699,0,0,0,119,1,4,5,7,3.4,1793.454306,2080.0,0,40522.0,5,3,10,8,4,0,0,0,0,0,0,0,1,0,0,0,11918.2352941176,2,1,2_0,2_0,0,0,0,0,0,0,117.0,60.0,5.56,0,0,0.0,0.0,0.0
1964,7078,7077,0,0,60,111,68,71,0,3702,0,0,0,283,1,2,0,1,1.0,2749.135281,0.0,0,13240.0,1,3,9,7,1,0,0,0,0,0,0,1,0,0,0,0,13240.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1965,7087,7086,5,8,89,111,75,50,0,3713,0,0,99999,0,0,3,0,2,1.5,2415.7559943,0.0,0,19460.0,5,1,4,4,3,1,0,1,0,0,1,0,0,0,1,0,12973.3333333333,2,1,2_0,2_0,10000,0,0,10000,8,8,0.0,0.0,0.0,0,0,660.1327920446864,0.0,660.1327920446864
1966,7088,7087,0,0,51,111,63,31,0,3714,0,0,0,297,2,4,3,5,2.8,1487.7920157,1456.0,0,34490.0,1,3,9,7,4,0,0,0,0,0,0,1,0,0,0,0,12317.8571428571,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1967,7107,7106,0,0,65,111,68,70,0,374,0,0,0,524,1,3,0,1,1.0,2102.0239037,0.0,0,13241.0,1,3,8,7,1,0,0,0,0,0,0,1,0,0,0,0,13241.0,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1968,7116,7115,7,9,30,111,52,41,0,3754,0,0,0,167,1,4,1,2,1.3,597.63136435,1320.8,0,16048.0,4,3,7,5,2,1,0,0,0,0,1,0,0,0,1,0,12344.6153846154,2,1,2_0,2_0,30000,0,0,30000,4,10,0.0,0.0,0.0,0,0,1980.3983761340596,0.0,1980.3983761340596
1969,7142,7141,0,0,43,221,56,71,0,3784,0,0,0,228,2,3,2,4,2.3,3834.9103028,1560.0,0,29981.0,1,3,1,1,4,0,0,0,0,1,0,0,0,0,0,0,13035.2173913043,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1970,7144,7143,0,0,40,111,85,71,0,3787,0,0,0,0,2,6,5,6,2.9,531.63806881,930.8,0,38640.0,6,3,8,7,2,0,0,0,0,0,0,1,0,0,0,0,13324.1379310345,2,1,2_0,2_0,0,0,0,0,0,0,0.0,6.66666666666667,1.1,0,0,0.0,0.0,0.0
1971,7148,7147,3,3,69,111,78,70,0,3790,0,300,0,153,0,1,0,1,1.0,2738.2772925,0.0,0,11740.0,5,3,9,7,1,1,0,1,0,0,0,1,0,0,0,1,11740.0,2,1,2_0,2_0,15000,0,15000,0,2,3,0.0,0.0,0.0,0,0,990.1991880670298,990.1991880670298,0.0
1972,7155,7154,0,0,57,112,42,71,0,3799,0,0,0,0,1,3,1,3,2.0,2757.1904982,1040.0,0,24067.0,1,3,9,0,4,0,0,0,1,0,0,0,0,0,0,0,12033.5,2,1,2_0,2_1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0
1973,7156,7155,6,9,63,111,78,71,0,38,0,0,150,0,1,4,0,2,1.5,2327.8883973,2704.0,0,20633.0,5,1,7,5,3,2,0,0,0,0,1,0,0,0,1,1,13755.3333333333,2,1,2_0,2_0,17000,0,7000,10000,2,7,0.0,0.0,0.0,0,0,1122.225746475967,462.09295443128053,660.1327920446864
1974,7159,7158,5,11,21,111,55,60,0,3802,0,170,0,0,2,4,2,4,2.1,1258.2502831,0.0,0,23192.0,1,3,9,7,4,2,0,0,0,0,0,1,0,0,0,2,11043.8095238095,2,1,2_0,2_0,40000,0,40000,0,1,9,126.5,27.5,3.33,0,1,2640.5311681787457,2640.5311681787457,0.0
1975,7163,7162,0,0,33,111,56,41,0,3807,0,0,0,480,1,3,1,2,1.3,2699.7537112,520.0,0,17673.0,1,3,8,7,2,0,0,0,0,0,0,1,0,0,0,0,13594.6153846154,2,1,2_0,2_0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1976,7169,7168,9,9,82,400,71,70,0,3814,0,0,0,0,0,5,0,1,1.0,2233.9045185,0.0,0,12991.0,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,12991.0,2,1,2_0,2_0,2000,0,0,2000,6,13,0.0,0.0,0.0,0,0,132.0265584089373,0.0,132.0265584089373
1977,7170,7169,8,18,56,111,52,70,0,3815,0,100,0,127,2,3,1,3,2.0,1747.4755644,2132.0,0,25379.0,1,3,6,4,4,2,0,0,0,0,1,0,0,0,0,2,12689.5,2,1,2_0,2_0,11747,0,11747,0,12,25,0.0,10.0,0.0,1,1,775.4579908148933,775.4579908148933,0.0
1978,7171,7170,4,4,65,111,78,50,0,3817,0,100041,0,307,0,2,0,1,1.0,2802.356769,0.0,0,12998.0,5,3,8,6,1,4,0,0,0,0,1,0,0,0,1,3,12998.0,2,1,2_0,2_0,22000,0,22000,0,2,3,0.0,0.0,0.0,0,0,1452.2921424983103,1452.2921424983103,0.0
1979,7176,7175,5,5,58,300,78,71,0,3821,0,100,0,0,0,3,0,1,1.0,2349.4241969,0.0,0,12680.0,7,3,0,1,1,1,0,1,0,1,0,0,0,0,0,1,12680.0,2,1,2_0,2_0,7000,0,7000,0,6,9,0.0,0.0,0.0,0,0,462.09295443128053,462.09295443128053,0.0
1980,7181,7180,6,8,57,400,21,60,0,3826,0,0,0,0,2,4,0,2,1.5,1916.3621375,0.0,0,19022.0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,12681.3333333333,2,1,2_0,2_1,8381,0,8381,0,2,8,35.1,30.0,3.3,1,0,1088.3065636815277,1088.3065636815277,0.0
1981,7183,7182,1,17,34,211,56,50,2,3828,0,0,0,135,1,4,2,3,1.6,489.0373148,2266.16,400,18960.0,4,3,1,3,2,1,0,0,0,1,0,0,0,0,0,1,11850.0,2,1,2_0,2_0,10000,0,10000,0,10,15,327.5,26.6666666666667,3.3,0,1,660.1327920446864,660.1327920446864,0.0
1982,7184,7183,11,11,61,112,72,50,0,383,0,0,0,0,0,3,0,1,1.0,3540.5097669,0.0,0,12830.0,7,3,9,0,1,1,0,0,1,0,0,0,0,0,1,0,12830.0,2,1,2_0,2_1,5000,0,0,5000,7,11,0.0,0.0,0.0,0,0,649.2701131616321,0.0,649.2701131616321
1983,7187,7186,7,13,48,112,52,50,0,3832,0,0,99999,0,1,4,2,3,1.8,263.60560288,0.0,0,24550.0,1,1,10,2,2,1,0,1,0,1,0,0,0,0,1,0,13638.8888888889,2,1,2_0,2_0,8000,0,0,8000,11,11,0.0,16.6666666666667,3.3,0,1,528.1062336357492,0.0,528.1062336357492
1984,7204,7203,0,0,47,111,43,43,1,3852,0,0,0,327,1,4,3,4,2.3,860.9116543,2600.0,13871,31390.0,1,3,8,6,2,1,0,0,0,0,1,0,0,0,1,0,13647.8260869565,2,1,2_0,2_0,0,0,0,0,0,0,0.0,3.5,0.0,0,0,0.0,0.0,0.0
1985,7272,7271,9,9,58,111,63,71,0,3935,0,0,0,193,2,5,3,5,2.6,2915.9009149,0.0,0,34926.0,1,3,9,7,4,1,0,0,0,0,0,1,0,0,1,0,13433.0769230769,2,1,2_0,2_0,8908,0,0,8908,12,12,299.0,61.3333333333333,0.0,0,0,588.0462911534067,0.0,588.0462911534067
1986,7276,7275,19,21,21,111,34,41,0,3939,0,0,0,0,1,1,0,1,1.0,4202.3807146,0.0,0,11302.0,3,3,8,7,1,2,0,0,0,0,0,1,0,0,1,1,11302.0,2,1,2_0,2_0,24258,0,14000,10258,2,15,0.0,0.0,0.0,0,1,1601.3501269420005,924.1859088625611,677.1642180794394
1987,7281,7280,9,21,65,111,78,71,0,3945,0,0,0,0,1,5,1,3,2.0,3325.7524408,2600.0,0,25140.0,5,1,4,4,4,2,0,0,0,0,1,0,0,0,2,0,12570.0,2,1,2_0,2_0,16884,0,0,16884,9,9,0.0,0.0,0.0,0,1,1114.5682060882486,0.0,1114.5682060882486
1988,7287,7286,15,15,26,300,56,50,0,3953,0,0,120,200,1,7,2,3,1.6,746.17420037,1560.0,0,18600.0,4,3,0,0,2,2,0,1,1,0,0,0,0,0,1,1,11625.0,2,1,2_0,2_1,27000,0,25000,2000,2,21,162.0,24.0,3.31,0,1,3506.058611072813,3246.3505658081604,259.70804526465287
