,age_carte_grise,age_vehicule,agepr,cataeu,consommation,cs42pr,dip14pr,distance_autre_carbu,distance_commerces,distance_diesel,distance_essence,distance_transports_communs,etat_veh_achat,ident_men,mloy_d,nactifs,nbphab,nenfants,nivie10,npers,ocde10,pondmen,puissance,situapr,stalog,tau,tuu,typmen,veh_tot,vp_deplacements_pro,vp_domicile_travail,rural,petite_ville,moyenne_ville,grande_ville,paris,aides_logement,nb_essence,nb_diesel,niveau_vie,niveau_vie_decile,niveau_vie_quintile,donation_class_1,donation_class_3
6286,3.0,3.0,79.0,300.0,6.0,75.0,41.0,0.0,1.0,0.0,20000.0,4.0,1.0,24010701000.0,0.0,0.0,4.0,0.0,3.0,2.0,1.5,1198.7330226,5.0,5.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,12000.0,3,2,3_0,3_1_0
6287,7.0,13.0,74.0,300.0,6.0,74.0,71.0,0.0,4.0,0.0,20000.0,4.0,3.0,24010801000.0,0.0,0.0,5.0,0.0,3.0,2.0,1.5,579.10750849,7.0,5.0,5.0,3.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,2.0,0.0,10500.0,3,2,3_0,3_1_0
6288,5.0,14.0,46.0,300.0,,63.0,50.0,0.0,1.0,25000.0,0.0,4.0,4.0,24011301000.0,0.0,2.0,6.0,2.0,4.0,4.0,2.3,722.37203604,6.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,12516.0,4,2,4_0,4_1_0
6289,3.0,6.0,51.0,300.0,,52.0,50.0,0.0,4.0,15000.0,0.0,4.0,2.0,24011401000.0,0.0,2.0,5.0,0.0,5.0,2.0,1.5,843.80073682,7.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,0.0,2.0,14400.0,5,3,5,5_1
6290,10.0,12.0,69.0,300.0,,78.0,70.0,0.0,4.0,16666.0,0.0,4.0,3.0,24011701000.0,0.0,0.0,4.0,0.0,5.0,2.0,1.5,980.3433663,8.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,0.0,2.0,14400.0,5,3,5,5_1
6291,9.0,13.0,56.0,300.0,9.0,22.0,50.0,0.0,2.0,10000.0,800.0,1.0,3.0,24012101000.0,0.0,2.0,6.0,0.0,1.0,2.0,1.5,817.96951304,11.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.5,0.5,8004.0,1,1,1_0,1_1_0
6292,,,81.0,300.0,,78.0,70.0,,2.0,,,2.0,,24012201000.0,250.0,0.0,3.0,0.0,1.0,1.0,1.0,1520.0643598,,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0.0,0.0,7800.0,1,1,1_1,1_1_1
6293,1.0,23.0,42.0,300.0,,22.0,71.0,0.0,2.0,8716.0,0.0,4.0,4.0,24012301000.0,350.0,2.0,5.0,2.0,1.0,4.0,2.3,1492.258502,6.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1,0,0,0,0,1,0.0,1.0,3132.0,1,1,1_1,1_1_1
6294,8.0,15.0,84.0,300.0,,74.0,70.0,0.0,2.0,0.0,3000.0,2.0,4.0,24012401000.0,0.0,0.0,4.0,0.0,2.0,2.0,1.5,562.98080894,6.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,8532.0,2,1,2_0,2_1_0
6295,5.0,6.0,43.0,300.0,5.5,47.0,50.0,0.0,3.0,20000.0,0.0,4.0,3.0,24012501000.0,0.0,2.0,3.0,1.0,6.0,3.0,2.0,829.7102667,4.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,16200.0,6,3,6,6_1
6296,5.0,18.0,50.0,300.0,5.5,52.0,50.0,0.0,4.0,10000.0,0.0,4.0,4.0,24012601000.0,0.0,2.0,5.0,0.0,7.0,2.0,1.5,772.84898025,7.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1,0,0,0,0,0,0.0,3.0,19200.0,7,4,7,7_1
6297,1.0,1.0,58.0,300.0,3.0,56.0,50.0,0.0,1.0,12000.0,0.0,2.0,1.0,24012701000.0,380.0,1.0,2.0,0.0,2.0,1.0,1.0,1456.391069,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,8400.0,2,1,2_0,2_1_0
6298,1.0,17.0,47.0,300.0,,67.0,50.0,0.0,1.0,0.0,10265.0,2.0,4.0,24013001000.0,141.0,1.0,4.0,2.0,3.0,3.0,1.8,637.11016566,6.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,1,0,0,0,0,1,2.0,0.0,10668.0,3,2,3_1,3_1_1
6299,9.0,14.0,42.0,300.0,7.0,62.0,50.0,0.0,2.0,15000.0,0.0,4.0,4.0,24013301000.0,0.0,1.0,5.0,1.0,3.0,3.0,1.8,876.2685277,6.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,11328.0,3,2,3_0,3_1_0
6300,,,66.0,300.0,,77.0,70.0,,2.0,,,4.0,,24013401000.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,2036.4828566,,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,10680.0,3,2,3_0,3_1_0
6301,8.0,14.0,21.0,300.0,5.0,62.0,71.0,0.0,1.0,0.0,17000.0,2.0,3.0,24013501000.0,500.0,1.0,3.0,0.0,5.0,1.0,1.0,2278.040572,5.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,1,1.0,0.0,15000.0,5,3,5,5_1
6302,7.0,18.0,35.0,112.0,,64.0,50.0,0.0,2.0,0.0,17000.0,4.0,4.0,24013601000.0,360.0,1.0,3.0,2.0,3.0,4.0,2.1,1387.7258183,4.0,1.0,4.0,8.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,11424.0,3,2,3_0,3_1_0
6303,1.0,7.0,33.0,112.0,7.0,47.0,31.0,0.0,2.0,19000.0,0.0,3.0,4.0,24013701000.0,420.0,2.0,3.0,3.0,5.0,5.0,2.4,1232.3661461,7.0,1.0,4.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,15504.0,5,3,5,5_1
6304,11.0,17.0,74.0,112.0,,78.0,70.0,0.0,4.0,9000.0,0.0,3.0,4.0,24013801000.0,0.0,0.0,4.0,0.0,3.0,2.0,1.5,996.20261024,5.0,5.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,11064.0,3,2,3_0,3_1_0
6305,8.0,9.0,54.0,112.0,6.0,43.0,33.0,0.0,4.0,0.0,15000.0,2.0,4.0,24013901000.0,0.0,2.0,6.0,1.0,9.0,3.0,2.0,653.33311602,6.0,1.0,2.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,2.0,0.0,28332.0,9,5,9,9_1
6306,2.0,9.0,61.0,112.0,,78.0,71.0,0.0,4.0,10000.0,0.0,4.0,4.0,24014001000.0,0.0,0.0,4.0,0.0,4.0,2.0,1.5,878.35708363,5.0,5.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,13284.0,4,2,4_0,4_1_0
6307,3.0,8.0,55.0,112.0,,31.0,10.0,0.0,4.0,2000.0,0.0,4.0,4.0,24014101000.0,0.0,2.0,8.0,3.0,7.0,5.0,3.0,530.57095752,7.0,1.0,2.0,8.0,0.0,4.0,3.0,0.0,1.0,1,0,0,0,0,0,0.0,3.0,18408.0,7,4,7,7_1
6308,3.0,3.0,51.0,112.0,6.0,62.0,71.0,0.0,1.0,20000.0,0.0,1.0,1.0,24014301000.0,0.0,2.0,5.0,2.0,3.0,3.0,2.0,548.30490523,5.0,1.0,2.0,8.0,0.0,2.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,10800.0,3,2,3_0,3_1_0
6309,3.0,3.0,40.0,112.0,,47.0,50.0,0.0,2.0,10000.0,0.0,2.0,1.0,24014501000.0,0.0,2.0,4.0,3.0,4.0,5.0,2.4,1282.2461399,6.0,1.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,12504.0,4,2,4_0,4_1_0
6310,2.0,0.0,42.0,112.0,7.0,38.0,12.0,0.0,1.0,18625.0,0.0,1.0,1.0,24014601000.0,0.0,2.0,6.0,3.0,8.0,5.0,2.4,1114.7044137,,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,20472.0,8,4,8,8_1
6311,1.0,2.0,41.0,112.0,6.0,47.0,50.0,0.0,4.0,8144.0,700.0,4.0,2.0,24014801000.0,0.0,2.0,5.0,2.0,10.0,4.0,2.1,1448.8647473,7.0,1.0,2.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,1.0,1.0,32904.0,10,5,10,10_1
6312,6.0,13.0,37.0,112.0,6.0,62.0,31.0,0.0,1.0,25000.0,0.0,1.0,3.0,24014901000.0,0.0,2.0,4.0,2.0,7.0,4.0,2.1,829.93602805,5.0,1.0,1.0,8.0,0.0,4.0,2.0,1.0,1.0,1,0,0,0,0,0,0.0,2.0,19992.0,7,4,7,7_1
6313,1.0,8.0,46.0,112.0,5.0,53.0,71.0,0.0,1.0,25000.0,0.0,1.0,3.0,24015001000.0,261.0,1.0,2.0,0.0,5.0,1.0,1.0,2226.1980813,5.0,1.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,14400.0,5,3,5,5_1
6314,3.0,4.0,66.0,112.0,4.8,75.0,50.0,0.0,1.0,16000.0,0.0,2.0,4.0,24015201001.0,0.0,1.0,5.0,0.0,6.0,2.0,1.5,543.22085037,4.0,5.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,17280.0,6,3,6,6_1
6315,2.0,2.0,37.0,112.0,4.8,52.0,50.0,0.0,1.0,9000.0,0.0,4.0,1.0,24015201002.0,0.0,1.0,4.0,0.0,5.0,1.0,1.0,1369.5067343,4.0,1.0,5.0,8.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,15228.0,5,3,5,5_1
6316,3.0,13.0,26.0,112.0,6.0,81.0,10.0,0.0,4.0,21500.0,0.0,4.0,4.0,24015301000.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2824.5397454,6.0,4.0,5.0,8.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,7800.0,1,1,1_0,1_1_0
6317,20.0,20.0,60.0,112.0,7.0,75.0,41.0,0.0,4.0,0.0,500.0,4.0,1.0,24015401000.0,0.0,0.0,9.0,0.0,10.0,2.0,1.5,568.81798028,5.0,5.0,2.0,8.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,2.0,0.0,32004.0,10,5,10,10_1
6318,1.0,2.0,39.0,112.0,7.0,38.0,50.0,0.0,4.0,14572.0,0.0,4.0,3.0,24015501000.0,0.0,2.0,4.0,2.0,7.0,4.0,2.1,1618.4289984,7.0,1.0,1.0,8.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,18288.0,7,4,7,7_1
6319,0.0,4.0,47.0,112.0,6.0,47.0,50.0,0.0,4.0,7287.0,0.0,4.0,4.0,24015801000.0,0.0,2.0,6.0,2.0,6.0,4.0,2.1,696.55014415,7.0,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,16344.0,6,3,6,6_1
6320,7.0,11.0,74.0,112.0,6.0,78.0,71.0,0.0,2.0,0.0,9862.0,,3.0,24015901000.0,0.0,0.0,4.0,0.0,3.0,2.0,1.5,2061.5879799,6.0,5.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,11952.0,3,2,3_0,3_1_0
6321,,,82.0,112.0,,77.0,70.0,,2.0,,,4.0,,24016001000.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1529.4826914,,5.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,7536.0,1,1,1_0,1_1_0
6322,3.0,20.0,25.0,112.0,,55.0,50.0,0.0,4.0,0.0,15000.0,4.0,4.0,24016101000.0,550.0,1.0,3.0,1.0,3.0,2.0,1.3,905.82100933,5.0,1.0,4.0,8.0,0.0,2.0,1.0,0.0,1.0,1,0,0,0,0,1,1.0,0.0,11076.0,3,2,3_1,3_1_1
6323,9.0,12.0,40.0,112.0,,48.0,50.0,0.0,4.0,20000.0,0.0,4.0,4.0,24016201000.0,0.0,2.0,5.0,2.0,7.0,4.0,2.1,1352.0986112,6.0,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,18108.0,7,4,7,7_1
6324,3.0,18.0,33.0,112.0,4.2,54.0,31.0,0.0,4.0,20000.0,0.0,4.0,4.0,24016301000.0,0.0,2.0,5.0,2.0,5.0,4.0,2.1,792.98161657,7.0,1.0,1.0,8.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,14880.0,5,3,5,5_1
6325,9.0,19.0,35.0,112.0,7.0,48.0,41.0,0.0,1.0,0.0,10000.0,4.0,3.0,24016801000.0,0.0,2.0,5.0,2.0,7.0,4.0,2.1,857.37536075,5.0,1.0,2.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,2.0,0.0,20004.0,7,4,7,7_1
6326,6.0,19.0,41.0,112.0,7.0,62.0,60.0,0.0,4.0,13500.0,0.0,4.0,4.0,24016901000.0,0.0,2.0,7.0,2.0,4.0,4.0,2.1,670.10794671,6.0,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,13428.0,4,2,4_0,4_1_0
6327,5.0,14.0,56.0,112.0,6.0,45.0,42.0,0.0,4.0,15000.0,0.0,4.0,4.0,24017001000.0,0.0,1.0,4.0,0.0,9.0,1.0,1.0,1822.4694806,6.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,27600.0,9,5,9,9_1
6328,11.0,14.0,38.0,112.0,7.0,69.0,50.0,0.0,2.0,20000.0,0.0,,3.0,24017101000.0,0.0,2.0,4.0,1.0,7.0,3.0,1.8,1583.169958,6.0,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,19860.0,7,4,7,7_1
6329,1.0,12.0,43.0,112.0,6.0,62.0,71.0,0.0,4.0,10144.0,0.0,4.0,4.0,24017201000.0,0.0,2.0,4.0,0.0,7.0,2.0,1.5,1873.5441024,5.0,1.0,1.0,8.0,0.0,3.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,19692.0,7,4,7,7_1
6330,17.0,22.0,74.0,112.0,6.5,78.0,71.0,0.0,4.0,0.0,3000.0,4.0,4.0,24017501000.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,1803.9527811,6.0,5.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,12348.0,4,2,4_0,4_1_0
6331,12.0,20.0,56.0,112.0,8.0,62.0,50.0,0.0,4.0,3000.0,500.0,4.0,4.0,24017601000.0,0.0,1.0,6.0,0.0,3.0,2.0,1.5,777.66852507,7.0,1.0,2.0,8.0,0.0,3.0,2.0,0.0,1.0,1,0,0,0,0,0,1.0,1.0,11616.0,3,2,3_0,3_1_0
6332,7.0,21.0,55.0,112.0,10.0,62.0,50.0,0.0,4.0,0.0,18000.0,4.0,4.0,24017701000.0,0.0,2.0,5.0,0.0,4.0,2.0,1.5,777.66852507,9.0,1.0,2.0,8.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,2.0,0.0,12996.0,4,2,4_0,4_1_0
6333,13.0,13.0,58.0,112.0,7.2,45.0,60.0,0.0,4.0,7000.0,0.0,4.0,1.0,24017801000.0,0.0,1.0,5.0,0.0,7.0,2.0,1.5,955.77817175,5.0,1.0,2.0,8.0,0.0,3.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,20196.0,7,4,7,7_1
6334,3.0,5.0,36.0,112.0,,52.0,50.0,0.0,1.0,10000.0,0.0,1.0,3.0,24017901000.0,450.0,1.0,2.0,0.0,4.0,1.0,1.0,1379.3823745,4.0,1.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,12000.0,3,2,3_0,3_1_0
6335,17.0,17.0,67.0,112.0,7.0,78.0,70.0,0.0,2.0,3000.0,0.0,2.0,4.0,24018001000.0,0.0,0.0,5.0,0.0,8.0,2.0,1.5,1192.8093038,6.0,5.0,2.0,8.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,0.0,2.0,21516.0,8,4,8,8_1
6336,3.0,0.0,62.0,112.0,,55.0,41.0,0.0,2.0,0.0,,,3.0,24018101000.0,0.0,1.0,5.0,0.0,2.0,2.0,1.5,1421.3536326,7.0,1.0,2.0,8.0,0.0,3.0,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,8796.0,2,1,2_0,2_1_0
6337,22.0,22.0,84.0,112.0,6.0,71.0,70.0,0.0,4.0,0.0,3000.0,4.0,1.0,24018301000.0,0.0,0.0,4.0,0.0,1.0,2.0,1.5,1464.2621539,4.0,5.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,1.0,0.0,6612.0,1,1,1_0,1_1_0
6338,8.0,9.0,38.0,112.0,5.5,38.0,10.0,0.0,3.0,22500.0,0.0,4.0,4.0,24018401000.0,0.0,2.0,5.0,2.0,7.0,4.0,2.1,1806.4357812,6.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,19188.0,7,4,7,7_1
6339,14.0,14.0,80.0,112.0,7.0,71.0,71.0,0.0,1.0,10856.0,0.0,4.0,1.0,24018601000.0,0.0,0.0,4.0,0.0,2.0,2.0,1.5,1450.6675111,7.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,10404.0,2,1,2_0,2_1_0
6340,7.0,10.0,26.0,112.0,5.0,43.0,33.0,0.0,2.0,25000.0,0.0,4.0,3.0,24018801000.0,0.0,2.0,4.0,0.0,8.0,2.0,1.5,4669.0672392,6.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1,0,0,0,0,0,0.0,2.0,21600.0,8,4,8,8_1
6341,6.0,0.0,33.0,112.0,,48.0,50.0,0.0,3.0,0.0,,4.0,4.0,24018901000.0,300.0,1.0,4.0,2.0,1.0,4.0,2.1,925.99089476,7.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1,0,0,0,0,0,2.0,0.0,8184.0,1,1,1_0,1_1_0
6342,3.0,0.0,62.0,112.0,6.0,77.0,50.0,0.0,4.0,18625.0,0.0,4.0,2.0,24019001000.0,0.0,1.0,5.0,0.0,4.0,2.0,1.5,985.3428243,6.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,12636.0,4,2,4_0,4_1_0
6343,3.0,11.0,58.0,112.0,4.0,77.0,71.0,0.0,4.0,5500.0,0.0,4.0,4.0,24019201000.0,232.0,0.0,2.0,0.0,1.0,1.0,1.0,2182.8201445,4.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0.0,1.0,6108.0,1,1,1_1,1_1_1
6344,16.0,19.0,72.0,112.0,,78.0,71.0,0.0,4.0,3500.0,3000.0,4.0,3.0,24019501000.0,0.0,0.0,4.0,0.0,2.0,2.0,1.5,882.18663069,5.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,1.0,1.0,8772.0,2,1,2_0,2_1_0
6345,3.0,5.0,80.0,112.0,6.0,75.0,70.0,0.0,1.0,12000.0,0.0,1.0,3.0,24019601000.0,0.0,0.0,4.0,0.0,4.0,2.0,1.5,1198.7330226,6.0,5.0,2.0,8.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,13548.0,4,2,4_0,4_1_0
6346,3.0,7.0,62.0,112.0,,77.0,71.0,0.0,1.0,2000.0,0.0,4.0,3.0,24019701000.0,430.0,0.0,3.0,0.0,4.0,1.0,1.0,2147.5497532,6.0,5.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0.0,1.0,13680.0,4,2,4_1,4_1_1
6347,5.0,5.0,68.0,112.0,,77.0,70.0,0.0,2.0,10000.0,0.0,1.0,1.0,24019901000.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,1134.4227703,7.0,5.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,16512.0,6,3,6,6_1
6348,1.0,0.0,47.0,112.0,,64.0,50.0,0.0,3.0,0.0,3748.0,3.0,4.0,24020001000.0,0.0,3.0,7.0,2.0,4.0,4.0,2.5,759.35893633,5.0,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,2.0,0.0,13212.0,4,2,4_0,4_1_0
6349,9.0,15.0,44.0,112.0,7.0,62.0,71.0,0.0,4.0,15000.0,15000.0,4.0,3.0,24020201000.0,0.0,3.0,4.0,2.0,4.0,4.0,2.5,1518.7178727,7.0,1.0,1.0,8.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,0,1.0,1.0,13992.0,4,2,4_0,4_1_0
6350,4.0,17.0,27.0,300.0,6.0,63.0,50.0,0.0,4.0,6000.0,0.0,1.0,4.0,24020301000.0,0.0,2.0,5.0,1.0,3.0,3.0,1.8,1945.3637997,7.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,11532.0,3,2,3_0,3_1_0
6351,6.0,14.0,41.0,300.0,6.0,56.0,50.0,0.0,4.0,22000.0,0.0,4.0,3.0,24020501000.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,1136.452954,6.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,12900.0,4,2,4_0,4_1_0
6352,4.0,4.0,51.0,300.0,8.0,54.0,30.0,0.0,4.0,62000.0,0.0,4.0,1.0,24020601000.0,0.0,2.0,4.0,0.0,6.0,2.0,1.5,652.46482281,5.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1,0,0,0,0,0,0.0,1.0,15996.0,6,3,6,6_1
6353,5.0,10.0,39.0,300.0,6.5,52.0,33.0,0.0,3.0,0.0,4600.0,4.0,4.0,24020801000.0,0.0,2.0,7.0,2.0,2.0,4.0,2.5,1725.9306583,5.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,1,1.0,0.0,9600.0,2,1,2_1,2_1_1
6354,4.0,21.0,57.0,300.0,8.0,72.0,50.0,0.0,4.0,17000.0,20000.0,4.0,4.0,24021001000.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,1601.9575673,6.0,5.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,1,0,0,0,0,0,1.0,1.0,7200.0,1,1,1_0,1_1_0
6355,4.0,6.0,55.0,300.0,7.0,21.0,50.0,0.0,2.0,26287.0,0.0,2.0,3.0,24021101000.0,0.0,2.0,4.0,0.0,7.0,2.0,1.5,815.15080246,8.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1,0,0,0,0,0,0.0,1.0,19512.0,7,4,7,7_1
6356,12.0,12.0,64.0,300.0,,77.0,60.0,0.0,4.0,8000.0,0.0,4.0,1.0,24021401000.0,0.0,0.0,3.0,0.0,2.0,2.0,1.5,557.31475485,6.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,0.0,2.0,10404.0,2,1,2_0,2_1_0
6357,1.0,12.0,38.0,300.0,7.0,47.0,50.0,0.0,4.0,19000.0,0.0,4.0,3.0,24021501000.0,0.0,2.0,3.0,1.0,4.0,3.0,1.8,1789.2088164,6.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,12672.0,4,2,4_0,4_1_0
6358,3.0,15.0,42.0,300.0,7.0,69.0,50.0,0.0,4.0,20000.0,25000.0,4.0,3.0,24021601000.0,0.0,2.0,4.0,2.0,2.0,4.0,2.1,625.03639803,7.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,1,0,0,0,0,1,1.0,1.0,9144.0,2,1,2_1,2_1_1
6359,,,87.0,300.0,,71.0,71.0,,4.0,,,4.0,,24021701000.0,0.0,0.0,4.0,0.0,9.0,1.0,1.0,1079.8890631,,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,24000.0,8,4,8,8_1
6360,1.0,9.0,48.0,300.0,7.0,69.0,70.0,0.0,4.0,54572.0,10000.0,4.0,4.0,24021801000.0,675.0,3.0,6.0,3.0,2.0,5.0,2.6,1422.9347572,6.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,1,0,0,0,0,1,1.0,1.0,9228.0,2,1,2_1,2_1_1
6361,,,59.0,300.0,,56.0,71.0,,4.0,,,4.0,,24022001000.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2417.2365494,,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,5280.0,1,1,1_0,1_1_0
6362,9.0,11.0,69.0,300.0,6.0,74.0,41.0,0.0,1.0,10000.0,0.0,4.0,3.0,24022101000.0,0.0,1.0,3.0,0.0,9.0,2.0,1.5,1784.845411,6.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,1.0,24576.0,9,5,9,9_1
6363,1.0,12.0,52.0,300.0,6.0,52.0,50.0,0.0,4.0,0.0,4948.0,4.0,3.0,24022201000.0,430.0,1.0,5.0,1.0,4.0,3.0,2.0,983.51415859,7.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,0,1.0,0.0,12600.0,4,2,4_0,4_1_0
6364,3.0,3.0,59.0,300.0,8.0,13.0,70.0,0.0,4.0,54891.0,0.0,4.0,1.0,24022301000.0,0.0,2.0,6.0,2.0,7.0,4.0,2.3,494.55739097,18.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,1.0,1,0,0,0,0,0,0.0,3.0,18264.0,7,4,7,7_1
6365,,,95.0,300.0,,71.0,71.0,,4.0,,,4.0,,24022401000.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1079.8890631,,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,5400.0,1,1,1_0,1_1_0
6366,2.0,4.0,44.0,300.0,6.0,42.0,31.0,0.0,4.0,18000.0,0.0,4.0,4.0,24022601000.0,0.0,1.0,7.0,3.0,3.0,5.0,2.8,908.75302455,7.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,11148.0,3,2,3_0,3_1_0
