"","X","ident_men","pondmen","agepr","cataeu","chomage","cs42pr","nactifs","nactoccup","npers","ocde10","prest_precarite_hand","prest_precarite_rsa","prest_precarite_vieil","retraites","rev_valeurs_mobilieres_bruts","rev_etranger","rev_disponible","rsa_act","salaires","stalog","tau","tuu","typmen","donation_class_1","revdecm"
"653",652,993,3082.35783901169,70,111,0,77,0,0,1,1,0,0,0,13980,0,0,14652,0,0,3,5,4,1,0,0
"654",653,994,3307.60917485841,77,111,0,77,0,0,1,1,0,0,0,15810,0,0,15534.45,0,0,1,8,6,1,0,18360
"655",654,995,1747.78054817896,60,112,0,74,0,0,2,1.5,0,0,0,30880,0,0,28999.4,0,0,1,8,1,3,0,36890
"656",655,997,2543.8274038743,84,111,0,77,0,0,1,1,0,0,0,13210,0,0,14605,0,0,1,7,5,1,0,16170
"657",656,998,1304.34464122944,61,112,0,75,0,0,2,1.5,0,0,0,53400,0,0,52539.9,0,0,1,9,0,3,0,64330
"660",659,1001,2693.91186601135,77,111,0,78,0,0,2,1.5,0,0,0,21590,0,0,21496.65,0,0,1,9,7,3,0,26500
"662",661,1003,5430.65449159105,68,120,0,78,0,0,1,1,0,0,0,13600,0,0,15936,0,0,3,0,2,1,0,17900
"665",664,1007,3081.49004221061,85,111,0,78,0,0,2,1.5,0,0,0,19590,0,0,18958.7,0,0,1,9,7,3,0,21320
"666",665,1008,1327.61447274308,75,300,0,74,0,0,2,1.5,0,0,0,29540,0,0,28896.45,0,0,1,0,0,3,0,34830
"667",666,1009,3614.56815914161,78,111,0,74,0,0,2,1.5,0,0,0,22310,49,0,19332.35,0,0,1,9,7,5,0,23620
"670",669,1014,3172.60859986293,90,111,0,77,0,0,1,1,0,0,0,25470,0,0,26545.45,0,0,3,8,6,1,0,33720
"671",670,1015,3213.33945027935,94,111,0,77,0,0,1,1,0,0,0,12720,0,0,14004,0,0,3,9,7,1,0,14320
"674",673,1019,3095.75792831917,79,111,0,78,0,0,2,1.5,0,0,0,15440,0,0,17168,0,200,5,8,7,3,0,20810
"675",674,1020,5584.11452649954,74,111,0,72,0,0,1,1,0,0,0,12380,162,0,13205.4,0,0,1,8,7,1,0,13530
"676",675,1023,1961.70516111016,69,111,0,74,0,0,2,1.5,0,0,0,67560,0,0,59138.15,0,0,1,10,8,3,0,90210
"680",679,1030,2521.74240850388,66,400,0,74,0,0,1,1,0,0,0,34390,0,0,47494,0,17590,1,0,0,1,0,63820
"685",684,1037,3679.78236637068,19,111,0,84,0,0,1,1,0,0,0,0,0,0,4130.6,0,0,3,8,6,1,0,5670
"690",689,1044,1185.11313457702,71,112,0,74,0,0,2,1.5,0,0,0,49790,0,0,46479.1,0,0,1,8,0,3,0,74560
"692",691,1046,1992.19290259912,74,111,0,77,0,0,1,1,0,0,0,11480,0,0,12368,0,0,3,9,7,1,0,11800
"703",702,1065,1822.01373813317,61,112,0,78,0,0,2,1.5,0,0,0,14440,0,0,13864.75,0,0,1,8,0,3,0,14770
"704",703,1066,1992.44315989517,83,112,0,72,0,0,1,1,0,0,0,43880,81,0,44301.6,0,0,1,8,1,1,0,59700
"705",704,1067,3313.09055577329,22,111,0,84,0,0,1,1,0,0,0,0,0,0,911,0,0,3,9,7,1,0,0
"706",705,1068,1663.1236814574,82,111,0,74,0,0,2,1.5,0,0,0,49740,0,0,46261.45,0,0,1,8,6,3,0,63210
"709",708,1074,1305.59966981088,66,112,0,78,0,0,2,1.5,0,0,0,20840,0,0,20249.55,0,0,1,7,0,3,0,25140
"710",709,1075,4306.88257120254,87,111,0,74,0,0,2,1.5,0,0,0,24810,0,0,24514.6,0,0,1,9,7,3,0,29460
"714",713,1082,3220.13562702223,81,112,0,75,0,0,1,1,0,0,0,21750,0,0,20730.55,0,0,1,7,0,1,0,22980
"715",714,1084,2590.82296598447,90,112,0,77,0,0,1,1,0,0,0,19400,44,0,20455.1,0,0,1,9,0,1,0,25310
"718",717,1087,1043.96597631863,63,112,0,75,0,0,2,1.5,0,0,0,21690,0,0,26992.4,0,6110,1,8,1,3,0,29500
"724",723,1093,3619.4391695098,78,111,0,74,0,0,2,1.5,0,0,0,54560,459,0,60858.45,0,0,1,10,8,3,0,93920
"729",728,1100,2978.9363325776,33,112,0,85,0,0,2,1.3,0,0,0,1800,0,0,6912,0,0,3,9,0,2,0,5800
"731",730,1102,1048.16204242649,63,111,0,74,0,0,2,1.5,0,0,0,128480,542,0,127127.1,0,0,1,8,7,3,0,248080
"733",732,1104,2902.50193221929,61,111,2400,78,0,0,1,1,0,0,2990,0,0,0,10121.2,0,2920,3,10,8,1,0,0
"735",734,1106,2856.39751613317,60,112,0,75,0,0,2,1.5,0,0,0,49780,0,0,52925.05,0,0,1,6,0,3,0,81580
"740",739,1112,2722.89141920709,71,112,0,78,0,0,2,1.5,0,0,0,29450,167,0,28532.1,0,0,1,8,0,3,0,35170
"744",743,1116,3212.31888395525,76,111,0,71,0,0,1,1,0,0,0,9200,0,0,32560.65,0,0,1,9,7,1,0,34840
"745",744,1118,2528.58672287276,78,120,0,71,0,0,2,1.5,0,0,0,15230,0,0,16200,0,0,3,0,0,3,0,11040
"749",748,1124,2253.62030043121,85,221,0,77,0,0,1,1,0,0,0,20930,0,0,19098.8,0,0,1,1,3,1,0,22230
"750",749,1125,1529.65481803772,63,111,0,78,0,0,3,2,0,0,0,44390,0,0,42823.65,0,0,5,8,7,5,0,57510
"752",751,1128,2002.43676508386,60,111,0,75,0,0,1,1,0,0,0,17940,0,0,17078.4,0,0,3,6,5,1,0,19420
"753",752,1129,2265.87312058799,84,111,0,74,0,0,1,1,0,0,0,36060,0,0,32353.7,0,0,1,9,7,1,0,38010
"762",761,1140,3131.05759173639,65,111,0,72,0,0,3,2,0,0,0,8340,783,0,25922.9,0,0,1,9,7,4,0,21900
"764",763,1143,2755.09638263484,71,111,0,74,0,0,1,1,0,0,0,17660,0,0,17346.55,0,0,1,9,7,1,0,13830
"767",766,1148,2429.48991997695,81,111,0,74,0,0,2,1.5,0,0,0,40410,62,0,40787.9,0,0,1,9,7,3,0,53490
"773",772,1157,1644.7906789173,73,111,0,75,0,0,1,1,0,0,0,18710,0,0,17035.45,0,0,1,9,7,1,0,18880
"778",777,1164,1360.58760279345,70,111,0,72,0,0,1,1,0,0,0,12600,0,0,12454.25,0,0,1,9,7,1,0,14050
"783",782,1170,1834.71035624094,64,112,0,75,0,0,1,1,0,0,0,18880,0,0,24544.75,0,0,1,6,0,1,0,28260
"784",783,1171,3578.82404842561,84,111,0,77,0,0,1,1,0,0,0,18710,0,0,18569,0,0,3,10,8,1,0,21420
"789",788,1180,1466.2643731157,73,112,0,74,0,0,2,1.5,0,0,0,25090,108,0,27862.6,0,0,1,10,0,3,0,31350
"791",790,1185,3385.68315086347,90,111,0,75,0,0,2,1.5,0,0,0,17530,0,0,17422.75,0,0,1,9,7,3,0,19550
"794",793,1190,3461.15837021324,55,111,5600,75,0,0,1,1,0,0,0,0,0,0,8684,0,0,3,10,8,1,0,10720
"796",795,1192,2794.81577773876,71,112,0,75,0,0,1,1,0,0,0,20320,0,0,20086,0,0,1,5,0,1,0,23680
"799",798,1200,2234.8678507024,71,221,0,74,0,0,1,1,0,0,0,21760,0,0,23730.55,0,0,1,1,2,1,0,26410
"800",799,1201,1888.62310721816,73,111,0,75,0,0,1,1,0,0,950,27060,0,0,30197.15,0,0,1,6,4,1,0,38630
"801",800,1202,1577.9302340391,63,400,0,77,0,0,2,1.5,0,0,0,26600,0,0,26508.3,0,500,1,0,0,3,0,31110
"802",801,1203,2210.68237910993,64,111,0,74,0,0,2,1.5,0,0,0,54710,0,0,50235.7,0,0,1,8,6,3,0,73140
"804",803,1211,2844.08094227881,90,300,0,78,0,0,2,1.5,0,0,0,27840,0,0,27227.65,0,0,1,0,0,2,0,30550
"806",805,1215,2820.39523024144,77,211,0,77,0,0,1,1,0,0,0,9760,0,0,11175,0,0,3,3,3,1,0,13710
"809",808,1218,3208.64713007329,68,300,0,71,0,0,2,1.5,0,0,0,14010,0,0,15888.2,0,0,1,0,0,5,0,17690
"814",813,1224,3665.81681742572,77,112,0,74,0,0,2,1.5,0,0,0,36670,0,0,34290.65,0,0,3,7,0,3,0,43240
"815",814,1228,2731.24016817214,76,400,0,77,0,0,1,1,0,0,0,6430,0,0,7049.9,0,0,1,0,0,1,0,6670
"819",818,1239,4395.74772493009,87,211,0,86,0,0,1,1,0,0,0,12170,0,0,12007.5,0,0,1,3,3,1,0,12150
"831",830,1255,1168.16230749286,61,111,0,78,0,0,2,1.5,0,0,0,27710,0,0,26202.85,0,0,1,9,7,3,0,29540
"832",831,1258,1822.20097855732,81,300,0,71,0,0,1,1,0,0,0,12850,0,0,13007,0,0,1,0,0,1,0,11290
"848",847,1283,5601.5275057656,89,120,0,77,0,0,1,1,0,0,0,18070,0,0,19034.25,0,0,3,0,2,1,0,21450
"850",849,1285,4070.55894572375,78,111,0,77,0,0,1,1,0,0,0,14850,0,0,15256.75,0,0,1,10,8,1,0,18440
"856",855,1293,3481.83528081041,85,111,0,77,0,0,2,1.5,0,0,1310,11570,0,0,13619.05,0,0,5,8,7,5,0,13600
"857",856,1294,1174.58911411523,83,112,0,71,0,0,2,1.5,0,0,0,16560,0,0,27399.9,0,0,1,6,0,3,0,24730
"860",859,1297,2313.07969903724,75,120,0,86,0,0,1,1,0,0,0,9310,0,0,9471,0,0,5,0,3,1,0,9920
"863",862,1301,4355.90996070219,24,111,0,84,0,1,1,1,0,0,0,0,362,0,9245,0,2000,4,10,8,1,0,11320
"865",864,1303,3432.896176086,63,111,0,75,0,0,1,1,0,0,0,18620,0,0,18173.4,0,0,3,8,7,1,0,70
"869",868,1309,3824.11652449257,68,111,3380,72,0,0,1,1,0,0,0,15060,360,0,16223.65,0,1750,1,9,7,1,0,16210
"870",869,1310,1838.06329411232,69,111,0,77,0,0,2,1.5,0,0,0,34640,0,0,32333.5,0,0,1,9,7,3,0,30580
"875",874,1320,3836.77698171836,81,111,0,78,0,0,1,1,0,0,3040,5700,0,0,10936,0,0,3,9,7,1,0,11490
"879",878,1328,1316.904872464,83,112,0,74,0,0,2,1.5,0,0,0,87180,0,0,81273.35,0,0,1,10,0,3,0,76340
"881",880,1330,1220.16895881086,74,111,0,78,0,0,2,1.5,0,0,0,28460,0,0,26633.2,0,0,1,9,7,3,0,29740
"885",884,1339,1360.89328044792,75,111,0,75,0,0,2,1.5,0,0,0,37910,0,0,38617.65,0,0,1,7,6,3,0,48620
"888",887,1348,1746.16847113232,65,111,0,74,0,0,2,1.5,0,0,0,34630,558,0,151726.75,0,67110,1,9,7,3,0,43770
"890",889,1353,2077.73600064645,80,400,0,71,0,0,1,1,0,0,0,19940,0,0,21999.7,0,0,5,0,0,1,0,28270
"893",892,1358,8059.76788125515,83,120,0,77,0,0,1,1,0,0,0,9350,0,0,9651,0,0,5,0,3,1,0,11570
"894",893,1359,3953.65897008432,74,111,0,75,0,0,1,1,0,0,0,23090,0,0,31824.95,0,0,1,10,8,1,0,36730
"906",905,1376,2472.94329717753,70,111,0,74,0,0,2,1.5,0,0,0,54850,0,0,54618.35,0,2300,1,9,7,3,0,48110
"909",908,1379,1926.38434070565,62,111,0,75,0,0,2,1.5,0,0,0,57270,23,0,49739.3,0,0,1,10,8,3,0,58520
"911",910,1384,1651.5848589704,68,221,0,75,0,0,2,1.5,0,0,0,50230,0,0,44143.1,0,0,1,1,2,3,0,46090
"912",911,1386,3555.01908266954,50,120,0,85,0,0,1,1,8750,0,0,0,0,0,11649,0,0,3,0,3,1,0,14270
"918",917,1393,5592.81846443008,74,111,0,78,0,0,2,1.5,0,0,0,19060,0,0,23047,0,0,3,7,5,3,0,25620
"920",919,1395,1532.83640732544,63,111,0,74,0,0,2,1.5,0,0,0,38640,0,0,37432.35,0,0,1,9,7,3,0,44200
"922",921,1398,3119.69737689515,63,111,0,77,0,0,1,1,0,0,0,48600,0,0,40138.65,0,0,1,8,7,1,0,18110
"923",922,1400,2302.35394764778,75,111,0,77,0,0,2,1.5,0,0,0,22050,69,0,22821.95,0,0,1,8,6,3,0,26640
"924",923,1402,1857.44589313633,66,112,0,78,0,0,2,1.5,0,0,0,20560,0,0,27584.7,0,0,1,8,1,3,0,37400
"925",924,1403,2703.94228687872,63,300,0,78,0,0,2,1.5,0,0,0,24560,0,0,24129.4,0,0,1,0,0,3,0,28110
"926",925,1405,3185.39264542164,75,111,0,78,0,0,2,1.5,0,0,0,21670,0,0,21839.75,0,0,3,7,5,3,0,22850
"927",926,1406,2917.33420955728,18,111,0,84,0,0,1,1,0,0,0,0,0,0,1442,0,0,3,7,5,1,0,0
"942",941,1432,2427.1446473584,70,300,0,78,0,0,1,1,0,0,0,24680,0,0,22934.4,0,0,1,0,0,1,0,26610
"944",943,1434,2283.73893059259,67,112,0,72,0,0,2,1.5,0,0,0,53400,0,0,49898.6,0,0,1,5,0,3,0,77880
"946",945,1437,3214.9203576621,81,111,0,77,0,0,2,1.5,0,0,1600,11290,0,0,15290,0,0,3,10,8,3,0,12120
"952",951,1446,3053.58676877767,54,111,0,77,0,0,1,1,0,0,0,7530,0,0,7969.85,0,0,3,10,8,1,0,7820
"954",953,1448,4033.58236996884,65,111,5350,78,0,0,1,1,0,0,0,3960,0,0,10651.5,0,280,1,6,4,1,0,12310
"959",958,1455,2998.80000956814,59,221,37370,74,0,0,1,1,0,0,0,0,9,0,34347.45,0,0,1,1,2,1,0,41680
"960",959,1458,4832.13801059205,53,221,0,72,0,0,1,1,0,5010,0,0,0,0,5310,0,300,5,1,2,1,0,0
"964",963,1463,1648.10432810715,68,112,0,77,0,0,2,1.5,0,0,0,31750,0,0,29715.85,0,0,1,10,1,3,0,39660
"965",964,1465,3410.01712379171,83,111,0,77,0,0,1,1,0,0,2210,6600,0,0,9254,0,0,3,10,8,1,0,10950
"974",973,1481,1331.94086328445,57,111,0,75,0,0,2,1.5,0,0,0,13290,0,0,33567.05,0,20470,2,8,6,3,0,41340
"975",974,1483,2213.97694798449,72,112,0,78,0,0,2,1.5,0,0,0,25780,83,0,25469.7,0,0,1,7,1,3,0,30230
"976",975,1484,4573.62717317933,83,111,0,74,0,0,2,1.5,0,0,0,33670,0,0,31114.95,0,0,1,10,8,3,0,33090
"978",977,1488,3241.84400188717,77,120,0,74,0,0,1,1,0,0,0,28100,0,0,31135.3,0,0,1,0,0,1,0,38230
"981",980,1491,3056.76838073742,41,111,0,85,0,0,4,2.3,0,6210,0,0,0,0,7915.4,0,0,3,10,8,5,0,4940
"983",982,1495,1264.3017195636,68,111,0,74,0,0,1,1,0,0,0,31400,0,0,27832.6,0,0,1,5,4,1,0,33400
"985",984,1498,2696.37400801771,81,111,0,86,0,0,1,1,0,0,0,21500,0,0,25217.4,0,0,3,5,4,1,0,32890
"987",986,1501,1604.49118222018,76,112,0,78,0,0,2,1.5,0,0,0,25670,0,0,26483.45,0,0,1,9,0,3,0,28470
"989",988,1504,3159.3766258838,89,111,0,86,0,0,1,1,0,0,0,12170,0,0,12170,0,0,3,10,8,1,0,2400
"993",992,1510,2840.86433775811,75,111,0,86,0,0,1,1,0,0,0,20620,0,0,19398.7,0,0,3,6,4,1,0,21830
"995",994,1516,3374.85576579564,50,111,0,85,0,0,1,1,0,0,0,3710,0,0,6746,0,0,3,8,7,1,0,8710
"997",996,1519,3059.18724638473,76,400,0,71,0,0,1,1,0,0,0,11420,100,0,13734.7,0,0,2,0,0,1,0,14020
"1010",1009,1538,2260.17074133936,63,112,0,72,0,0,2,1.5,0,0,0,20080,0,0,19115.45,0,0,1,10,0,3,0,21320
"1012",1011,1540,2396.88738489235,76,111,0,74,0,0,2,1.5,0,0,0,35740,136,0,40216.25,0,0,1,8,7,3,0,73350
"1013",1012,1542,4004.06604607793,60,300,0,78,0,0,1,1,0,5080,0,0,0,0,4978.85,0,0,1,0,0,1,0,5300
"1017",1016,1550,1495.22622124629,80,111,0,77,0,0,1,1,0,0,0,20060,0,0,22259.35,0,0,3,7,5,1,0,27350
"1019",1018,1552,1860.64919279939,70,112,0,78,0,0,2,1.5,0,0,0,29330,111,0,30011.15,0,0,1,6,0,3,0,33280
"1027",1026,1566,2167.39058939943,65,111,0,74,0,0,1,1,0,0,0,29680,0,0,26575.05,0,0,3,8,6,1,0,28670
"1028",1027,1567,3688.42034302306,20,111,0,84,0,0,1,1,0,0,0,0,0,0,7847,0,0,4,9,7,1,0,8460
"1031",1030,1570,3146.30042000869,20,111,0,84,0,0,1,1,0,0,0,0,0,0,2122.85,0,0,3,9,7,1,0,0
"1035",1034,1575,2311.05756622616,73,120,0,77,0,0,1,1,0,0,0,12590,0,0,12770,0,0,5,0,0,1,0,14370
"1036",1035,1576,1951.52883478881,66,112,0,78,0,0,1,1,0,0,0,12410,0,0,12182.5,0,0,1,5,0,1,0,14160
"1043",1042,1588,3336.97558684166,77,111,0,77,0,0,1,1,0,0,0,15080,0,0,15080,0,0,3,8,7,1,0,16370
"1047",1046,1594,2317.95260522641,66,111,0,74,0,0,2,1.5,0,0,0,30800,0,0,29027.9,0,0,1,10,8,3,0,31130
"1051",1050,1600,2142.81593393452,68,111,0,75,0,0,2,1.5,0,0,0,25920,0,0,25513.3363636364,0,0,1,7,5,3,0,27410
"1052",1051,1601,2721.56532789473,67,112,0,77,0,0,2,1.5,0,0,0,28420,0,0,36456.75,0,0,5,8,0,3,0,44830
"1053",1052,1602,1705.57206488994,63,112,0,75,0,0,2,1.5,0,0,0,30320,0,0,35506.75,0,6760,1,6,0,3,0,17660
"1056",1055,1606,3966.09783886501,21,111,0,84,0,0,2,1.5,0,0,0,0,0,0,18746,0,0,3,9,7,3,0,23720
"1061",1060,1613,2377.63476395317,78,111,0,77,0,0,2,1.5,0,0,0,34690,0,0,32837.55,0,0,1,9,7,3,0,42760
"1066",1065,1624,4019.35824512284,73,111,0,74,0,0,2,1.5,0,0,0,45310,0,0,46904.3,0,0,1,9,7,3,0,58720
"1067",1066,1626,3915.33872883555,67,111,0,77,0,0,1,1,0,0,0,13640,0,0,14060,0,0,3,9,7,1,0,16170
"1069",1068,1628,2966.93827168838,67,221,0,78,0,0,2,1.5,0,0,0,19470,0,0,19049.6,0,0,1,1,1,3,0,21220
"1070",1069,1630,1915.20213422988,72,111,0,77,0,0,1,1,0,0,0,16360,0,0,16138.4,0,0,1,8,7,1,0,19230
"1073",1072,1639,4681.85919807985,78,111,0,75,0,0,1,1,0,0,0,32780,0,0,36891.15,0,0,1,10,8,1,0,47450
"1074",1073,1640,1692.24826934146,74,112,0,75,0,0,1,1,0,0,0,17730,0,0,18953,0,0,5,10,0,1,0,17970
"1077",1076,1644,2180.81666288573,77,300,0,72,0,0,2,1.5,0,0,0,13520,0,0,15214.6,0,0,1,0,0,3,0,16480
"1079",1078,1646,3093.30630827792,77,111,0,77,0,0,1,1,0,0,0,3240,0,0,2550.35,0,0,1,9,7,1,0,0
"1081",1080,1648,1014.4227561198,62,120,0,75,0,0,2,1.5,0,0,0,15380,0,0,15871.55,0,0,1,0,1,3,0,18770
"1084",1083,1653,2325.99009092105,73,221,0,72,0,0,2,1.5,0,0,0,25940,0,0,24750.25,0,0,1,1,2,3,0,30120
"1085",1084,1654,1766.78437886203,82,111,0,86,0,0,1,1,0,0,320,8480,0,0,9182.1,0,0,1,6,4,1,0,-2410
"1088",1087,1659,2037.56209618635,81,111,0,74,0,0,2,1.5,0,0,0,60950,0,0,50677.4,0,0,1,9,7,3,0,66450
"1092",1091,1663,1788.9820310599,65,211,0,74,0,0,1,1,0,0,0,32360,89,0,40895.45,0,0,1,2,3,1,0,51590
"1095",1094,1666,1804.50619767538,73,120,0,72,0,0,2,1.5,0,0,0,17450,0,0,40317.4,0,0,1,0,1,3,0,46590
"1101",1100,1676,3424.38852565618,86,111,0,72,0,0,1,1,0,0,0,9410,0,0,10783.15,0,0,1,9,7,1,0,11980
"1114",1113,1696,1700.53466889538,71,300,0,71,0,0,1,1,0,0,0,28200,0,0,26366.3,0,0,1,0,0,1,0,29430
"1117",1116,1702,2936.26137894227,75,111,0,77,0,0,1,1,0,0,0,15330,0,0,15213,0,0,1,5,4,1,0,16470
"1120",1119,1705,1722.93195337198,64,111,9530,74,0,0,2,1.5,0,0,0,37870,0,0,45850.45,0,0,1,7,6,3,0,39930
"1121",1120,1707,2405.76333681971,64,111,0,75,0,0,2,1.5,0,0,0,29720,0,0,28129.45,0,0,1,7,6,3,0,31220
"1128",1127,1716,3095.09870999569,81,111,0,78,0,0,1,1,0,0,0,17240,0,0,17162.55,0,0,3,10,8,1,0,18210
"1130",1129,1720,3476.16995171717,63,111,0,77,0,0,1,1,0,0,840,2360,0,0,6200,0,0,3,9,7,1,0,6030
"1132",1131,1724,1745.70574089946,61,120,2640,75,0,0,2,1.5,0,0,0,37010,0,0,39433.7,0,110,1,0,0,3,0,45090
"1136",1135,1729,3441.78403423408,20,111,0,84,0,0,1,1,0,0,0,0,0,0,3135,0,0,3,8,6,1,0,3220
"1137",1136,1731,3469.58054525497,81,111,0,71,0,0,1,1,0,0,0,9910,0,0,9524.6,0,0,1,8,6,1,0,11130
"1140",1139,1734,4876.48320054668,76,112,0,78,0,0,2,1.5,0,0,0,22000,0,0,21807.1,0,0,1,5,0,3,0,23940
"1141",1140,1735,3483.78552863385,88,111,0,77,0,0,1,1,0,0,0,14020,0,0,14228,0,0,3,9,7,1,0,14750
"1143",1142,1738,2345.17178191703,68,111,0,77,0,0,1,1,0,0,0,10530,0,0,11692,0,0,3,7,5,1,0,7790
"1144",1143,1742,2771.00883936138,78,111,0,86,0,0,1,1,0,0,0,13700,0,0,17172,0,0,3,7,5,1,0,17760
"1145",1144,1743,3030.74774041029,46,111,3810,85,0,0,1,1,0,810,0,880,0,0,11103.65,0,3320,3,10,8,1,0,7690
"1146",1145,1744,3421.11393148071,27,112,0,85,0,0,4,1.9,0,2370,0,0,0,0,16508,0,0,3,9,2,2,0,19020
"1150",1149,1748,1460.93265749752,77,111,0,78,0,0,2,1.5,0,0,0,42740,0,0,39335,0,0,1,8,7,3,0,50170
"1152",1151,1753,1837.45638482586,67,111,0,75,0,0,2,1.5,0,0,0,47050,0,0,45407.45,0,0,1,8,7,3,0,53500
"1153",1152,1754,1141.32516269399,71,111,0,78,0,0,2,1.5,0,0,0,25980,0,0,25084.45,0,0,1,9,7,3,0,29630
"1154",1153,1755,1915.75757310693,63,111,0,78,0,0,2,1.5,0,0,0,28640,0,0,26472.3,0,0,1,10,8,3,0,24070
"1155",1154,1757,3319.52712674617,61,111,0,77,0,0,1,1,0,0,0,5870,0,0,5663.95,0,0,5,6,5,1,0,0
"1156",1155,1758,3403.07596518648,58,300,7580,78,0,0,1,1,0,0,0,0,0,0,14362.65,0,5630,3,0,0,1,0,16500
"1159",1158,1762,3821.89198218063,86,111,0,77,0,0,1,1,0,0,0,10980,0,0,11814.4,0,0,1,9,7,1,0,7640
"1160",1159,1763,1686.50569936072,64,112,0,74,0,0,2,1.5,0,0,0,44360,0,0,13299.7,0,0,1,9,1,3,0,15600
"1161",1160,1764,4938.34438854519,74,111,0,74,0,0,1,1,0,0,0,29410,0,0,27933.35,0,0,1,6,4,1,0,30660
"1163",1162,1767,2508.9169273572,60,111,0,74,0,0,1,1,0,0,0,9270,0,0,29602.5,0,26320,3,10,8,1,0,28780
"1166",1165,1773,2073.03513329028,81,300,0,71,0,0,2,1.5,0,0,0,17710,0,0,18048,0,0,1,0,0,3,0,13690
"1168",1167,1775,1158.26076382183,75,120,0,72,0,0,2,1.5,0,0,0,24530,0,0,23895.45,0,0,1,0,1,3,0,25630
"1170",1169,1777,2309.29623873732,64,112,0,75,0,0,1,1,0,0,0,13510,0,0,13355.1,0,0,1,7,1,1,0,13330
"1173",1172,1780,2482.86687467037,82,211,0,77,0,0,2,1.5,0,0,0,30170,0,0,29617.65,0,0,1,3,3,3,0,39510
"1175",1174,1785,1556.66406879854,62,221,0,77,0,0,1,1,0,0,0,18860,0,0,18642.85,0,0,3,1,2,1,0,22440
"1181",1180,1791,3392.72624399215,22,111,0,84,0,2,1,1,0,0,0,0,0,0,2146,0,0,3,8,6,1,0,0
"1182",1181,1792,2570.54711806203,65,112,0,77,0,0,1,1,0,0,0,24130,0,0,23888.65,0,0,3,9,2,1,0,28430
"1183",1182,1793,1592.26939365146,79,112,0,74,0,0,1,1,0,0,0,21880,849,0,17154.35,0,0,1,7,0,1,0,19490
"1187",1186,1800,2643.44236733742,72,111,0,77,0,0,1,1,0,0,0,16130,0,0,15933.05,0,0,3,9,7,1,0,17910
"1192",1191,1807,2467.68783209617,71,111,0,77,0,0,1,1,0,0,0,24540,84,0,22587.15,0,0,1,10,8,1,0,24680
"1193",1192,1809,1706.72370358576,65,300,0,78,0,0,1,1,0,0,0,7490,0,0,7480.75,0,0,5,0,1,1,0,1870
"1201",1200,1821,3546.43800350121,78,111,0,77,0,0,1,1,0,0,0,11520,0,0,11444.6,0,0,1,9,7,1,0,4620
"1203",1202,1823,3129.48006214867,64,300,4370,78,0,0,2,1.5,0,0,0,16340,0,0,20082.1,0,0,1,0,0,3,0,25060
"1205",1204,1826,2191.42607508937,59,112,0,75,0,0,2,1.5,0,0,0,29940,0,0,28416.1,0,0,1,6,0,3,0,30820
"1215",1214,1838,1795.83483810552,82,111,0,78,0,0,1,1,0,0,0,13840,0,0,13900,0,0,5,9,7,1,0,0
"1217",1216,1842,2185.45824439125,70,112,0,71,0,0,2,1.5,0,0,0,20880,0,0,19014.1,0,0,1,7,0,3,0,24390
"1218",1217,1843,2335.01582281485,68,111,0,75,0,0,2,1.5,0,0,0,31970,0,0,29718.3,0,0,1,8,6,3,0,27310
"1220",1219,1845,1295.75792834877,62,120,0,78,0,0,1,1,0,0,0,18770,0,0,17686.3,0,0,1,0,1,1,0,21600
"1223",1222,1850,2807.79704741433,67,111,0,75,0,0,4,2.5,0,0,0,19970,0,0,20968.6,0,0,3,8,7,4,0,26730
"1226",1225,1855,3573.96517852156,82,221,0,78,0,0,2,1.5,0,0,0,11350,0,0,11611.1,0,0,1,1,2,3,0,12150
"1229",1228,1860,5091.60383623873,26,221,0,85,0,0,1,1,8380,0,0,0,0,0,10900,0,0,3,1,2,1,0,0
"1230",1229,1861,1370.18660889268,71,111,0,74,0,0,2,1.5,0,0,0,120600,0,0,95544.45,0,0,1,9,7,3,0,35900
"1232",1231,1863,1889.97958263411,61,111,0,78,0,0,1,1,0,0,0,12420,0,0,12746.45,0,920,3,7,5,1,0,13650
"1234",1233,1869,3575.05944850614,83,111,0,78,0,0,1,1,0,0,0,20670,0,0,18583.75,0,0,3,10,8,1,0,22900
"1235",1234,1870,1699.59550380235,79,400,0,71,0,0,2,1.5,0,0,0,16820,0,0,34162.3,0,6750,1,0,0,3,0,38990
"1239",1238,1875,2862.85786901288,75,111,0,72,0,0,2,1.5,0,0,0,19430,0,0,19316.2,0,0,1,10,8,3,0,18040
"1245",1244,1883,3383.15611220684,79,120,0,71,0,0,1,1,0,0,0,12300,0,0,13232,0,0,5,0,0,1,0,10960
"1248",1247,1888,2818.51308350869,64,111,0,78,0,0,1,1,0,0,0,22710,0,0,32280.45,0,0,1,6,5,1,0,33090
"1255",1254,1900,2459.55822880966,88,120,0,78,0,0,1,1,0,0,0,16780,0,0,16028.2,0,0,1,0,0,1,0,20110
"1256",1255,1901,2117.98624979075,78,111,0,78,0,0,1,1,0,0,0,31780,0,0,30536.75,0,0,3,6,4,1,0,39760
"1258",1257,1905,2576.32945067652,63,111,0,77,0,0,1,1,0,0,0,18500,145,0,18185.7,0,0,3,6,4,1,0,23300
"1263",1262,1915,1511.97022996859,74,111,0,74,0,0,2,1.5,0,0,0,72060,0,0,63369.45,0,0,1,6,5,3,0,90730
