,ident_men,pondmen,agepr,cataeu,chomage,cs42pr,nactifs,nactoccup,npers,ocde10,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_valeurs_mobilieres_bruts,rev_etranger,rev_disponible,ppa,salaires,stalog,tau,tuu,typmen,donation_class_1
0,1,1443.2610177173326,73.0,112,0.0,71,0.0,0.0,2.0,1.5,0.0,0.0,0.0,25180.0,0.0,0.0,34009.3,0.0,0.0,1,4,0.0,3,0.0
1,2,2407.1262995995844,65.0,212,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17170.0,0.0,0.0,15422.05,0.0,0.0,1,2,0.0,1,0.0
2,3,968.686099856059,40.0,111,0.0,62,2.0,1.0,5.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,34021.8,2270.0,19460.0,3,7,5.0,4,2.0
3,4,2076.2034037169337,78.0,120,0.0,71,0.0,0.0,2.0,1.5,0.0,0.0,0.0,23710.0,1771.0,0.0,23743.45,0.0,0.0,1,0,0.0,3,0.0
4,5,1364.6628510044739,56.0,111,0.0,33,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40984.75,0.0,42870.0,3,8,7.0,4,3.0
5,6,1834.8595620262238,48.0,112,0.0,52,2.0,2.0,3.0,1.8,0.0,130.0,0.0,0.0,0.0,0.0,20441.15,6390.0,13510.0,1,7,0.0,4,2.0
6,7,4365.148639364243,25.0,111,0.0,84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3693.0,0.0,0.0,3,7,6.0,1,0.0
7,8,2409.3564236983652,46.0,111,0.0,64,2.0,2.0,6.0,3.3,0.0,0.0,0.0,0.0,45.0,0.0,50637.8,0.0,41220.0,2,6,5.0,4,2.0
8,9,2838.8770949380814,36.0,111,6860.0,54,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,31428.75,0.0,24910.0,3,9,7.0,3,1.0
9,12,2461.4647651619143,61.0,111,6720.0,62,3,2.0,3.0,2.0,0.0,0.0,0.0,12810.0,0.0,0.0,44625.1,0.0,31620.0,2,9,7.0,4,3.0
10,13,755.8603817739759,42.0,111,0.0,56,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,36607.25,0.0,34910.0,1,9,7.0,4,2.0
11,14,2035.2929129067068,40.0,111,0.0,47,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27660.7,0.0,30210.0,2,6,4.0,1,1.0
12,16,1403.9672542002645,60.0,112,2460.0,33,1.0,0.0,2.0,1.5,0.0,0.0,0.0,35990.0,0.0,0.0,36883.2,0.0,20.0,1,8,0.0,3,1.0
13,17,2156.3222245494717,79.0,300,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,25190.0,0.0,0.0,24795.5,0.0,0.0,1,0,1.0,3,0.0
14,18,2028.9885385804282,45.0,112,0.0,21,1.0,1.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,57727.5,0.0,0.0,2,9,0.0,4,1.0
15,19,4779.2975941882405,38.0,300,4960.0,69,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15467.4,740.0,6790.0,3,0,1.0,1,1.0
16,20,2225.422466192601,79.0,400,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,26180.0,0.0,0.0,26262.25,0.0,0.0,1,0,0.0,3,0.0
17,21,666.089278780956,32.0,111,0.0,81,1.0,0.0,4.0,1.9,0.0,5190.0,0.0,0.0,0.0,0.0,21161.0,0.0,0.0,3,7,6.0,2,1.0
18,23,3471.1368200759825,37.0,111,940.0,67,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,34766.25,0.0,34820.0,3,10,8.0,3,2.0
19,24,1991.7174274932624,57.0,300,0.0,47,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,25903.3,0.0,28450.0,1,0,0.0,3,1.0
20,25,1387.2404248635814,80.0,111,0.0,72,0.0,0.0,2.0,1.5,0.0,0.0,0.0,21500.0,0.0,0.0,18227.55,0.0,0.0,1,9,7.0,3,0.0
21,26,2855.3500202763066,21.0,111,0.0,85,0.0,0.0,1.0,1.0,9720.0,0.0,0.0,0.0,0.0,0.0,11844.0,0.0,0.0,3,8,6.0,1,0.0
22,28,1890.4634260707105,74.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,47440.0,0.0,0.0,41443.2,0.0,0.0,1,7,6.0,3,0.0
23,29,1031.2008961107038,73.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,33240.0,0.0,0.0,31790.65,0.0,0.0,3,8,7.0,3,0.0
24,32,1829.2131170365235,33.0,112,0.0,47,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,44686.55,0.0,36150.0,2,10,5.0,4,2.0
25,34,2234.977513829303,43.0,400,0.0,65,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,249.0,0.0,40206.05,0.0,37810.0,2,0,0.0,4,2.0
26,35,5446.835168305039,58.0,111,0.0,78,1.0,1.0,4.0,2.5,9700.0,0.0,0.0,0.0,0.0,0.0,27885.0,0.0,14170.0,3,10,8.0,4,1.0
27,38,2327.8883973261636,63.0,111,0.0,78,1.0,1.0,2.0,1.5,0.0,0.0,0.0,16430.0,0.0,0.0,21223.5,0.0,4190.0,1,7,5.0,3,1.0
28,39,1448.1158159501165,73.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,37160.0,0.0,0.0,33889.4,0.0,0.0,1,8,7.0,3,0.0
29,40,4724.114883566748,78.0,112,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,1140.0,8230.0,0.0,0.0,9876.75,0.0,0.0,1,8,0.0,1,0.0
30,43,1946.6509623970333,75.0,112,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,33020.0,0.0,0.0,31815.05,0.0,0.0,2,8,1.0,3,0.0
31,44,2740.8485978600324,75.0,112,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,69010.0,1089.0,0.0,71504.65,0.0,0.0,1,9,1.0,3,0.0
32,45,104.1483605566685,38.0,112,0.0,52,1.0,1.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,26869.35,0.0,21260.0,2,5,0.0,2,1.0
33,46,2335.8498005296447,61.0,111,0.0,34,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,124708.85,0.0,143900.0,1,7,5.0,4,2.0
34,47,1166.6992218579433,29.0,111,0.0,56,1.0,0.0,3.0,1.6,0.0,7680.0,0.0,0.0,0.0,0.0,15706.0,0.0,0.0,3,7,5.0,2,1.0
35,48,589.1078317783387,41.0,211,0.0,52,1.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,38222.15,0.0,17750.0,2,2,2.0,2,1.0
36,52,3471.4069741335106,27.0,111,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24795.15,0.0,27450.0,3,9,7.0,1,1.0
37,53,1729.25424924465,69.0,400,0.0,71,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9040.0,0.0,0.0,12018.0,2760.0,0.0,5,0,0.0,1,0.0
38,55,5196.968885264095,31.0,111,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31954.6,0.0,36080.0,3,10,8.0,1,1.0
39,57,3621.7097596834515,69.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,58950.0,0.0,0.0,45859.53565243262,0.0,0.0,1,10,8.0,1,0.0
40,58,1934.9301693322184,67.0,300,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,27570.0,0.0,0.0,26702.25,0.0,0.0,1,0,0.0,3,0.0
41,62,851.5262988384949,44.0,221,7660.0,68,2.0,1.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,33598.0,0.0,12260.0,3,1,3.0,2,2.0
42,63,3448.9613895374214,57.0,111,0.0,78,0.0,0.0,1.0,1.0,9720.0,0.0,0.0,0.0,0.0,0.0,13020.0,0.0,0.0,3,8,7.0,1,0.0
43,64,2488.057607323587,54.0,111,17750.0,52,3,1.0,3.0,2.0,0.0,0.0,0.0,5650.0,0.0,0.0,55152.35,0.0,34580.0,3,10,8.0,2,3.0
44,66,1391.8790322186903,63.0,221,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,40380.0,0.0,0.0,36227.5,0.0,0.0,1,1,3.0,3,0.0
45,67,1747.4193348393649,59.0,300,0.0,54,1.0,1.0,2.0,1.5,0.0,0.0,0.0,20010.0,0.0,0.0,39216.95,0.0,18290.0,1,0,1.0,3,1.0
46,68,1718.4388403910796,44.0,300,8950.0,62,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,40634.65,0.0,29730.0,2,0,0.0,4,2.0
47,69,1719.6629230279357,45.0,111,0.0,46,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,42160.45,0.0,41840.0,1,8,7.0,2,1.0
48,72,1497.0068606314055,62.0,222,0.0,72,0.0,0.0,2.0,1.5,0.0,0.0,0.0,23720.0,0.0,0.0,25368.8,0.0,0.0,1,1,0.0,3,0.0
49,73,2536.102174771881,39.0,120,2660.0,38,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,23.0,0.0,37536.75,0.0,33370.0,1,0,0.0,4,2.0
50,74,2973.8092948770895,54.0,111,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,676.0,0.0,67834.98175310515,0.0,77170.0,2,9,7.0,1,1.0
51,75,484.95147107788654,54.0,111,0.0,69,3,0.0,3.0,2.0,0.0,11650.0,0.0,0.0,0.0,0.0,15400.95,0.0,0.0,3,8,7.0,2,3.0
52,77,1951.9516134447072,63.0,111,0.0,52,1.0,0.0,2.0,1.5,0.0,0.0,0.0,31640.0,0.0,0.0,30018.1,0.0,0.0,1,9,7.0,3,1.0
53,79,1657.0377486495654,60.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,17885.1,0.0,19650.0,1,9,7.0,3,0.0
54,80,2948.8438237666796,38.0,400,0.0,64,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,37019.5,0.0,32650.0,2,0,0.0,4,2.0
55,82,1399.48355556834,54.0,112,0.0,67,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35379.0,0.0,26960.0,1,8,0.0,1,1.0
56,85,2840.9211598665165,59.0,112,0.0,21,1.0,1.0,2.0,1.5,0.0,0.0,0.0,18610.0,0.0,0.0,42967.85,0.0,31860.0,2,9,3.0,3,1.0
57,87,1816.6345479317195,79.0,112,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,44340.0,0.0,0.0,41888.3,0.0,0.0,1,7,1.0,3,0.0
58,88,2461.9281072899744,38.0,111,0.0,52,1.0,1.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,29404.5,0.0,24200.0,1,10,8.0,4,1.0
59,90,488.03067373515734,48.0,221,0.0,22,1.0,1.0,2.0,1.3,0.0,4390.0,0.0,0.0,0.0,0.0,16750.0,1370.0,0.0,3,1,3.0,2,1.0
60,92,1624.9821242257512,54.0,112,0.0,31,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29617.6,0.0,31940.0,1,6,0.0,2,1.0
61,93,1872.5278439465997,48.0,112,0.0,38,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,87291.72119662231,0.0,110800.0,1,9,3.0,3,1.0
62,94,1883.665899802291,60.0,400,0.0,62,2.0,1.0,2.0,1.5,0.0,0.0,0.0,6470.0,0.0,0.0,33293.4,0.0,28510.0,3,0,0.0,3,2.0
63,95,2755.7378617872464,58.0,111,0.0,78,0.0,0.0,1.0,1.0,10960.0,0.0,0.0,0.0,0.0,0.0,14233.0,0.0,0.0,3,9,7.0,1,0.0
64,96,2616.1321550313032,69.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33250.0,0.0,0.0,30993.3,0.0,0.0,3,6,4.0,1,0.0
65,97,2575.4177176820713,27.0,112,1310.0,48,2.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,36517.05,450.0,28040.0,3,9,0.0,4,2.0
66,100,2769.2862169113164,45.0,111,0.0,37,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,3572.0,0.0,88346.35,0.0,100360.0,2,10,8.0,4,2.0
67,101,2661.087939501533,39.0,112,0.0,42,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,51272.35,0.0,52070.0,2,10,4.0,4,2.0
68,103,2129.212024759391,18.0,111,0.0,84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1865.2,0.0,0.0,3,8,7.0,1,0.0
69,104,5863.394312347439,27.0,111,0.0,47,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23248.25,0.0,25870.0,3,10,8.0,1,1.0
70,105,1757.335482854578,55.0,400,0.0,85,0.0,0.0,1.0,1.0,1360.0,0.0,0.0,0.0,0.0,0.0,1361.0,0.0,0.0,3,0,1.0,1,0.0
71,106,2711.8576827987695,44.0,111,0.0,62,2.0,1.0,6.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,19335.45,0.0,18340.0,3,10,8.0,4,2.0
72,107,4912.60252899729,25.0,111,6840.0,67,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7528.0,0.0,0.0,3,8,7.0,1,1.0
73,109,587.4758010200029,35.0,111,0.0,47,1.0,1.0,8.0,3.5,0.0,1110.0,0.0,0.0,0.0,0.0,39335.0,2220.0,14890.0,3,8,6.0,4,1.0
74,110,3971.2439281637617,39.0,111,15640.0,47,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19615.35,0.0,750.0,3,8,6.0,1,1.0
75,113,4233.29975051451,29.0,111,0.0,46,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,46301.55,0.0,50810.0,3,9,7.0,3,2.0
76,114,3699.4169545860764,61.0,112,0.0,77,1.0,1.0,2.0,1.5,0.0,0.0,0.0,28950.0,0.0,0.0,28624.6,0.0,2780.0,2,8,0.0,3,1.0
77,115,714.1756916809048,52.0,111,0.0,56,1.0,0.0,2.0,1.3,0.0,7120.0,0.0,0.0,0.0,0.0,12756.0,0.0,0.0,3,7,6.0,2,1.0
78,116,1796.199623065384,60.0,120,0.0,71,0.0,0.0,2.0,1.5,0.0,0.0,0.0,24610.0,0.0,0.0,30838.45,0.0,0.0,1,0,0.0,3,0.0
79,117,4525.742995851306,66.0,211,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26260.0,0.0,0.0,24753.0,0.0,0.0,3,1,2.0,1,0.0
80,118,1588.368633190437,35.0,111,0.0,37,2.0,2.0,6.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,49012.25,0.0,38280.0,1,6,5.0,4,2.0
81,119,2809.405389198291,66.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,55910.0,935.0,0.0,50519.1,0.0,0.0,1,9,7.0,3,0.0
82,120,2443.7408944133117,46.0,111,0.0,56,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13418.55,0.0,9470.0,3,8,6.0,1,1.0
83,121,2478.5925457114813,60.0,112,0.0,78,1.0,1.0,2.0,1.5,0.0,0.0,0.0,15040.0,0.0,0.0,42101.65,0.0,28140.0,1,9,0.0,3,1.0
84,123,1203.2534858955178,64.0,221,0.0,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13100.0,0.0,0.0,21629.20881122689,0.0,610.0,3,1,3.0,1,1.0
85,124,2311.589752088853,39.0,111,0.0,54,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15732.25,0.0,16020.0,3,6,4.0,1,1.0
86,126,1742.35951167583,52.0,221,0.0,69,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35017.45,0.0,40480.0,2,1,2.0,1,1.0
87,127,6633.094411014925,23.0,112,2260.0,85,1.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,13025.85,0.0,8610.0,3,9,1.0,3,1.0
88,128,2670.3503228078616,48.0,111,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52971.05,0.0,63940.0,1,10,8.0,1,1.0
89,129,2383.4659165856656,77.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,18660.0,0.0,0.0,18818.850952877594,0.0,270.0,3,7,4.0,3,0.0
90,130,1967.0233411951458,47.0,120,0.0,56,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15165.0,0.0,15070.0,5,0,0.0,1,1.0
91,131,1695.2231928318872,86.0,211,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,35540.0,0.0,0.0,33261.35,0.0,0.0,1,1,3.0,3,0.0
92,132,2611.6522339262924,27.0,111,10200.0,47,2.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,36110.05,0.0,24590.0,2,7,5.0,4,2.0
93,133,1793.8290676411277,54.0,400,4720.0,37,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61622.05,0.0,62100.0,2,0,1.0,4,3.0
94,135,2830.521266788431,59.0,111,0.0,48,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,48269.4,0.0,53270.0,1,9,7.0,3,2.0
95,136,3199.4274680372923,85.0,111,0.0,78,2.0,2.0,4.0,2.5,0.0,0.0,0.0,23840.0,0.0,0.0,67279.3,0.0,41390.0,1,9,7.0,4,2.0
96,137,1652.352072995406,71.0,112,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,29020.0,0.0,0.0,28994.85,0.0,0.0,1,6,0.0,3,0.0
97,138,1168.7074700346052,37.0,111,7520.0,48,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63868.55,0.0,63430.0,2,7,5.0,4,3.0
98,139,2603.316122180565,69.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,48600.0,0.0,0.0,43608.0,0.0,0.0,2,9,7.0,3,0.0
99,141,1018.8348371952153,49.0,120,0.0,64,1.0,1.0,4.0,2.5,5750.0,0.0,0.0,0.0,0.0,0.0,27126.0,0.0,21340.0,2,0,3.0,4,1.0
100,142,2147.6121337352038,76.0,111,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,31990.0,16.0,0.0,31374.9,0.0,0.0,1,8,7.0,3,0.0
101,143,1874.2153931630617,44.0,111,140.0,37,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,187.0,0.0,53119.0,0.0,62620.0,2,10,8.0,3,2.0
102,144,2097.865774306535,48.0,400,0.0,62,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17761.65,0.0,18840.0,2,0,1.0,1,1.0
103,145,4808.2587950648485,51.0,221,0.0,67,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9174.2,1650.0,6850.0,3,1,2.0,1,1.0
104,146,3019.0930477967136,31.0,111,0.0,37,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,59568.95,0.0,66730.0,3,9,7.0,3,2.0
105,147,2033.057984061535,57.0,111,12490.0,55,2.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,21077.75,1920.0,7100.0,1,8,7.0,2,2.0
106,148,5023.5508779932015,60.0,112,3940.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11740.0,0.0,0.0,15467.5,0.0,0.0,1,8,1.0,1,0.0
107,151,3093.515350462144,36.0,111,11020.0,38,1.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,63149.1,0.0,59990.0,2,9,7.0,4,1.0
108,152,3743.735372296475,76.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,33500.0,2048.0,0.0,34500.55,0.0,0.0,1,9,7.0,3,0.0
109,153,1907.071027175745,44.0,111,0.0,52,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14313.0,2370.0,10990.0,3,9,7.0,1,1.0
110,156,2019.616769541452,58.0,300,0.0,56,1.0,1.0,2.0,1.5,0.0,0.0,0.0,13000.0,0.0,0.0,25990.2,0.0,13310.0,1,0,0.0,3,1.0
111,157,1766.502956550528,58.0,111,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31992.05,0.0,37270.0,3,7,5.0,1,1.0
112,160,1691.7131201298432,52.0,221,0.0,43,2.0,2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,57630.7860665272,0.0,23370.0,1,1,2.0,4,2.0
113,161,1783.5918067039086,43.0,111,240.0,52,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,48620.6,0.0,34310.0,5,9,7.0,4,2.0
114,162,2264.879043881927,45.0,300,0.0,12,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,8524.9,3380.0,0.0,1,0,1.0,2,1.0
115,163,1026.4341607798979,36.0,111,0.0,46,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,25219.8,2080.0,20170.0,3,8,6.0,2,1.0
116,164,727.6728703952124,33.0,111,5950.0,68,1.0,0.0,3.0,1.6,0.0,0.0,0.0,3390.0,0.0,0.0,20220.85,0.0,0.0,3,9,7.0,2,1.0
117,166,2723.046476433052,78.0,112,0.0,77,0.0,0.0,2.0,1.5,1270.0,0.0,0.0,10170.0,0.0,0.0,15195.0,0.0,0.0,3,8,2.0,2,0.0
118,167,2603.266593791012,56.0,111,0.0,46,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1850.0,0.0,0.0,28285.8,0.0,29960.0,3,8,7.0,1,1.0
119,168,1237.4376315396419,43.0,112,5860.0,85,1.0,1.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,23302.3,700.0,9930.0,3,8,0.0,4,1.0
120,169,1921.7836544793402,58.0,111,0.0,37,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98272.45,0.0,99290.0,1,7,5.0,4,2.0
121,170,4605.571725683448,31.0,111,0.0,55,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,14842.55,0.0,15310.0,2,10,8.0,4,2.0
122,171,2552.8260016867707,34.0,111,0.0,31,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,83754.05,0.0,29320.0,2,9,7.0,3,2.0
123,172,1534.1385186349537,64.0,111,4170.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,35080.0,0.0,0.0,36653.65,0.0,0.0,1,8,6.0,3,0.0
124,175,2653.028402721554,51.0,111,16680.0,55,3,2.0,5.0,3.0,0.0,0.0,0.0,16130.0,0.0,0.0,62403.0,0.0,25330.0,3,10,8.0,4,3.0
125,176,1750.5700631177829,78.0,120,0.0,71,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13950.0,0.0,0.0,13855.95,0.0,0.0,1,0,1.0,1,0.0
126,177,1731.4250168028175,40.0,300,0.0,43,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,51869.8,0.0,46970.0,2,0,0.0,4,2.0
127,178,2384.8029917863782,57.0,111,0.0,52,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56793.5,1890.0,57860.0,3,8,6.0,4,3.0
128,179,3059.3125417628594,81.0,111,0.0,72,0.0,0.0,2.0,1.5,0.0,0.0,0.0,47480.0,0.0,0.0,39857.98656268595,0.0,0.0,1,6,5.0,3,0.0
129,180,1676.6216912052168,67.0,112,0.0,69,1.0,1.0,2.0,1.5,0.0,0.0,0.0,38910.0,0.0,0.0,46245.95,0.0,11250.0,3,8,3.0,3,1.0
130,181,2405.1194083510827,37.0,300,4590.0,54,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,25120.25,160.0,17140.0,2,0,0.0,4,2.0
131,182,1227.522399667913,63.0,112,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12050.0,0.0,0.0,11530.65,0.0,0.0,1,8,0.0,1,0.0
132,184,4360.74253922939,32.0,111,0.0,37,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,87924.8,0.0,95060.0,1,9,7.0,3,2.0
133,185,2870.447593608429,59.0,112,34960.0,75,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,39806.45,0.0,8250.0,1,9,1.0,3,1.0
134,187,3101.185428967816,39.0,221,1560.0,48,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,51384.1,0.0,50690.0,2,1,1.0,4,2.0
135,192,2593.909789133313,65.0,111,5910.0,75,1.0,1.0,2.0,1.5,0.0,0.0,0.0,29580.0,0.0,0.0,40300.45,0.0,8570.0,1,8,7.0,3,1.0
136,193,2634.0739031206076,55.0,112,0.0,46,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4004.2,0.0,2810.0,1,9,0.0,4,1.0
137,195,4124.059532960699,35.0,111,0.0,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11528.0,2740.0,8310.0,3,6,4.0,1,1.0
138,196,2407.79795239794,52.0,111,0.0,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4636.825,0.0,7590.0,2,9,7.0,1,1.0
139,197,2623.544785776209,69.0,112,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,24050.0,0.0,0.0,23993.85,0.0,0.0,1,9,1.0,3,0.0
140,198,2596.1227508238003,82.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13400.0,0.0,0.0,20151.0,0.0,0.0,1,7,5.0,1,0.0
141,199,2822.3224761753613,69.0,112,0.0,75,1.0,1.0,3.0,2.0,0.0,0.0,0.0,31740.0,0.0,0.0,36038.2,0.0,710.0,1,6,0.0,4,1.0
142,200,2536.90480623849,61.0,112,0.0,52,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18763.9,560.0,18520.0,3,6,2.0,1,1.0
143,201,2263.9470303212493,73.0,400,0.0,22,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28060.0,0.0,0.0,29700.445,0.0,0.0,1,0,0.0,1,1.0
144,202,1821.6601644577026,46.0,111,0.0,85,0.0,0.0,3.0,1.8,0.0,0.0,0.0,7480.0,0.0,0.0,16913.0,0.0,0.0,3,8,6.0,2,0.0
145,204,2603.927367786302,76.0,111,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21260.0,0.0,0.0,20152.0,0.0,0.0,1,9,7.0,1,0.0
146,205,2388.485907584128,42.0,400,0.0,62,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34921.4,780.0,33750.0,2,0,0.0,4,2.0
147,207,3457.5706692498748,84.0,400,0.0,72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10040.0,0.0,0.0,11525.05,0.0,0.0,5,0,0.0,1,0.0
