,ident_men,pondmen,agepr,cataeu,chomage,cs42pr,nactifs,nactoccup,npers,ocde10,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_valeurs_mobilieres_bruts,rev_etranger,rev_disponible,ppa,salaires,stalog,tau,tuu,typmen,donation_class_1
2343,3285,1538.561096000863,38.0,300,0.0,63,1.0,1.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,25589.2,1680.0,16400.0,3,0,1.0,4,1.0
2344,3286,2416.884485255528,60.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21710.0,2514.0,0.0,24906.2,0.0,0.0,1,7,5.0,1,0.0
2345,3287,3901.6788033813605,58.0,300,2200.0,56,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16175.35,0.0,14160.0,1,0,0.0,5,1.0
2346,3288,2041.5669034797136,36.0,111,0.0,62,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,35995.8,140.0,36480.0,3,4,4.0,3,2.0
2347,3289,3963.759332888545,62.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22210.0,0.0,0.0,14438.252622517059,0.0,0.0,1,9,7.0,1,0.0
2348,3290,4643.83923024925,42.0,112,0.0,54,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1297.0,0.0,24916.2,0.0,23570.0,3,10,4.0,1,1.0
2349,3292,3685.385037398855,34.0,112,0.0,46,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,47485.1,0.0,47240.0,2,9,3.0,4,2.0
2350,3293,1868.8499996510934,47.0,111,12540.0,62,3,1.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,37993.85,0.0,19120.0,3,7,5.0,4,3.0
2351,3294,780.5555211223118,35.0,111,0.0,33,1.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,25034.1,0.0,21740.0,3,6,4.0,2,1.0
2352,3295,2009.9324117254168,32.0,300,0.0,48,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,49226.5,0.0,49020.0,2,0,0.0,4,2.0
2353,3297,3138.1073613595604,75.0,111,10210.0,74,1.0,1.0,3.0,2.0,9650.0,0.0,0.0,29810.0,0.0,0.0,53042.2,0.0,4640.0,3,10,8.0,4,1.0
2354,3299,3103.3581673490103,72.0,300,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,24020.0,10.0,0.0,23711.5,0.0,130.0,1,0,0.0,3,0.0
2355,3300,809.5919331053628,42.0,111,0.0,33,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,31251.9,0.0,33200.0,3,9,7.0,2,1.0
2356,3304,1597.658241738016,53.0,221,0.0,46,2.0,2.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,56753.55,0.0,57080.0,1,1,2.0,4,2.0
2357,3305,4276.12410944127,63.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8240.0,0.0,0.0,10400.0,0.0,0.0,3,8,7.0,1,0.0
2358,3306,3419.6329151665423,62.0,300,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11050.0,0.0,0.0,10728.9,0.0,0.0,1,0,0.0,1,0.0
2359,3307,775.6151826132086,34.0,111,0.0,52,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,22891.65,2210.0,17470.0,3,7,6.0,2,1.0
2360,3310,2979.9457130473,49.0,111,0.0,43,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,40494.75,0.0,40440.0,2,9,7.0,4,2.0
2361,3311,1692.715311294818,62.0,111,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,33850.0,0.0,0.0,34975.8,0.0,2700.0,1,6,4.0,3,0.0
2362,3313,2703.4094524123325,27.0,112,0.0,38,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,53911.9,0.0,52620.0,2,7,1.0,4,2.0
2363,3314,1496.3213987079673,66.0,112,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,30170.0,0.0,0.0,29578.75,0.0,0.0,1,6,1.0,3,0.0
2364,3315,1773.9977504526119,64.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,56380.0,98.0,0.0,52945.65,0.0,0.0,3,7,5.0,3,0.0
2365,3316,1719.8415383923225,40.0,112,0.0,43,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,49410.75,0.0,49860.0,2,6,1.0,4,2.0
2366,3318,2717.9052693941785,39.0,221,0.0,33,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,75158.9,0.0,80880.0,2,1,3.0,4,2.0
2367,3320,2668.4110211204893,47.0,111,10520.0,63,1.0,0.0,4.0,2.1,0.0,5760.0,0.0,0.0,0.0,0.0,24147.6,0.0,210.0,3,8,7.0,4,1.0
2368,3321,2642.6506674996995,68.0,111,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22600.0,0.0,0.0,21919.9,0.0,0.0,3,8,7.0,1,0.0
2369,3322,2074.4155660318856,45.0,112,0.0,38,2.0,2.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,59462.015599007456,0.0,62890.0,1,8,3.0,4,2.0
2370,3323,2690.3735241812597,55.0,111,0.0,42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38490.65300790376,0.0,46660.0,2,9,7.0,1,1.0
2371,3325,2210.9266961213625,85.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,74620.0,2680.0,0.0,72977.30934117408,0.0,0.0,1,8,6.0,3,0.0
2372,3326,1728.001558265906,50.0,111,0.0,43,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,660.0,0.0,69373.87249680335,0.0,42670.0,1,9,7.0,4,3.0
2373,3328,676.4275896690929,37.0,111,1150.0,62,2.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,37307.45,0.0,38050.0,3,9,7.0,3,2.0
2374,3330,1453.2919734433074,40.0,111,0.0,52,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,20533.5,830.0,14190.0,3,6,5.0,2,1.0
2375,3331,5195.663940348881,28.0,111,0.0,84,0.0,0.0,1.0,1.0,9720.0,0.0,0.0,0.0,0.0,0.0,12516.0,0.0,0.0,3,8,6.0,1,0.0
2376,3333,1860.8048288258806,50.0,111,5510.0,85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.7,0.0,0.0,3,8,7.0,1,0.0
2377,3334,313.55876066880916,57.0,120,0.0,77,1.0,1.0,3.0,2.0,0.0,0.0,0.0,28280.0,0.0,0.0,44300.05,220.0,16640.0,1,0,0.0,4,1.0
2378,3335,2463.448330497613,55.0,112,0.0,13,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,44293.8,0.0,34410.0,1,7,0.0,4,3.0
2379,3336,1631.63087207625,65.0,112,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,44800.0,0.0,0.0,32539.25,0.0,0.0,1,9,1.0,3,0.0
2380,3337,2655.5512288619957,36.0,111,0.0,67,2.0,2.0,6.0,2.9,0.0,5380.0,0.0,0.0,0.0,0.0,41776.0,540.0,28290.0,3,8,6.0,5,2.0
2381,3338,1909.1427239202762,45.0,112,0.0,56,3,3.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,37899.75,0.0,38420.0,2,4,0.0,4,3.0
2382,3339,3551.310460741222,55.0,112,0.0,62,1.0,1.0,2.0,1.5,0.0,0.0,0.0,21690.0,0.0,0.0,38688.1,0.0,19440.0,1,9,0.0,2,1.0
2383,3340,2420.62102436074,63.0,112,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16790.0,0.0,0.0,16576.15,0.0,0.0,3,8,1.0,1,0.0
2384,3341,2166.3962078025747,72.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,56440.0,0.0,0.0,51959.7,0.0,730.0,1,8,7.0,3,0.0
2385,3342,2449.1211108420807,62.0,112,0.0,63,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13874.0,0.0,15924.5,0.0,3670.0,1,9,0.0,1,1.0
2386,3345,7344.550342215203,68.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,15590.0,0.0,0.0,15597.0,0.0,0.0,3,8,7.0,3,0.0
2387,3346,2205.235026556326,45.0,300,0.0,62,3,3.0,6.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,29656.95,2280.0,27470.0,5,0,0.0,4,3.0
2388,3347,1859.1718712335216,68.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24900.0,0.0,0.0,23439.35,0.0,0.0,1,7,5.0,1,0.0
2389,3348,3280.8851469492233,44.0,112,940.0,52,1.0,1.0,4.0,2.3,0.0,0.0,0.0,5810.0,0.0,0.0,26218.15,0.0,12600.0,3,6,2.0,4,1.0
2390,3349,2198.3053201554294,61.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24900.0,0.0,0.0,27898.25,0.0,0.0,1,9,7.0,1,0.0
2391,3350,2276.2855495109634,39.0,111,4620.0,46,2.0,1.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,54993.45,0.0,47120.0,2,4,4.0,4,2.0
2392,3352,2353.9210086356793,87.0,400,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10340.0,0.0,0.0,12015.5,0.0,0.0,1,0,0.0,1,0.0
2393,3354,1575.7992348031964,31.0,112,1850.0,52,1.0,1.0,2.0,1.3,0.0,190.0,0.0,0.0,0.0,0.0,17147.0,1960.0,6320.0,3,10,4.0,2,1.0
2394,3355,2711.8537960386093,39.0,111,0.0,33,1.0,1.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,91256.2,0.0,98220.0,1,10,8.0,2,1.0
2395,3358,2931.9979778591414,60.0,221,6460.0,75,1.0,0.0,2.0,1.5,0.0,0.0,0.0,20270.0,0.0,0.0,41203.55,0.0,8270.0,1,1,1.0,3,1.0
2396,3359,2133.5123443270077,59.0,112,0.0,75,0.0,0.0,2.0,1.5,9720.0,0.0,0.0,0.0,0.0,0.0,9330.9,0.0,0.0,1,10,3.0,3,0.0
2397,3362,2089.378560660762,59.0,111,3180.0,64,3,3.0,4.0,2.5,0.0,5820.0,0.0,0.0,0.0,0.0,57703.55,0.0,36430.0,1,9,7.0,4,3.0
2398,3363,3376.2675509500214,34.0,111,0.0,55,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,36060.1,0.0,38770.0,3,9,7.0,4,2.0
2399,3364,2081.6275040765645,56.0,211,0.0,78,0.0,0.0,2.0,1.5,10980.0,0.0,0.0,0.0,0.0,0.0,10737.55,0.0,0.0,1,1,2.0,3,0.0
2400,3365,2467.7854812608407,26.0,111,150.0,56,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,21350.5,2430.0,12840.0,3,6,4.0,2,1.0
2401,3366,2152.5237841992516,69.0,300,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,33920.0,0.0,0.0,31923.75,0.0,0.0,1,0,0.0,3,0.0
2402,3367,1790.8574840261572,55.0,120,0.0,46,3,3.0,4.0,2.5,10980.0,0.0,0.0,0.0,0.0,0.0,71678.1,0.0,66230.0,2,0,3.0,4,3.0
2403,3368,3401.7984341612296,50.0,120,0.0,37,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70850.2,0.0,79750.0,1,0,0.0,4,2.0
2404,3369,2080.352694285814,60.0,112,0.0,21,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,82342.15,0.0,21130.0,1,8,0.0,3,2.0
2405,3370,2712.613958622322,47.0,111,0.0,62,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21851.0,0.0,21970.0,3,8,7.0,1,1.0
2406,3371,1611.3716505882471,52.0,111,0.0,48,2.0,0.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21678.05,0.0,23060.0,2,8,7.0,4,2.0
2407,3373,2040.4882238290784,82.0,221,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10850.0,0.0,0.0,11954.0,0.0,0.0,3,1,2.0,1,0.0
2408,3374,2957.98882084333,81.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26550.0,683.0,0.0,25294.7,0.0,0.0,1,10,8.0,1,0.0
2409,3375,1828.1349133973356,68.0,111,0.0,74,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36110.0,0.0,0.0,30087.7,0.0,0.0,1,8,6.0,1,0.0
2410,3376,2830.5520453933814,76.0,300,0.0,71,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10150.0,72.0,0.0,10836.0,0.0,0.0,5,0,1.0,1,0.0
2411,3377,2162.9008526554185,73.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,27810.0,0.0,0.0,26965.45,0.0,0.0,1,7,5.0,3,0.0
2412,3378,5179.777333257805,59.0,400,0.0,78,0.0,0.0,1.0,1.0,9720.0,0.0,0.0,0.0,0.0,0.0,12300.0,0.0,0.0,3,0,1.0,1,0.0
2413,3379,827.4702910700136,48.0,211,0.0,85,1.0,0.0,4.0,2.3,9720.0,10050.0,0.0,0.0,0.0,0.0,27162.0,90.0,800.0,3,3,3.0,2,1.0
2414,3381,2622.9012872826875,48.0,120,0.0,64,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20631.6,0.0,23260.0,2,0,0.0,1,1.0
2415,3382,2358.616159586842,33.0,111,0.0,62,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,34093.45,0.0,37950.0,2,8,6.0,4,2.0
2416,3383,3056.8416893025883,32.0,120,22450.0,31,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,86582.1,0.0,53160.0,1,0,0.0,4,2.0
2417,3384,524.3155914607565,35.0,211,0.0,67,1.0,1.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,19127.0,380.0,10130.0,3,4,4.0,2,1.0
2418,3385,7171.780545854705,84.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19490.0,0.0,0.0,19379.5,0.0,0.0,1,9,7.0,1,0.0
2419,3386,1435.044746142176,28.0,111,0.0,56,1.0,1.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,22402.0,0.0,12520.0,3,10,8.0,2,1.0
2420,3389,2827.4182361735143,60.0,120,1150.0,78,0.0,0.0,1.0,1.0,7260.0,0.0,0.0,0.0,0.0,0.0,13500.0,2760.0,3110.0,1,0,0.0,1,0.0
2421,3390,2895.171158732676,84.0,112,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25260.0,0.0,0.0,23784.7,0.0,0.0,1,6,2.0,1,0.0
2422,3391,1708.1015382015632,76.0,111,0.0,74,1.0,0.0,2.0,1.5,0.0,0.0,0.0,44010.0,0.0,0.0,42546.6,0.0,0.0,1,10,8.0,3,1.0
2423,3394,2488.199562009192,56.0,112,0.0,63,1.0,1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16664.65,0.0,17240.0,1,9,1.0,3,1.0
2424,3395,2365.279843355941,44.0,120,0.0,85,0.0,0.0,2.0,1.3,0.0,7170.0,0.0,0.0,0.0,0.0,8870.0,0.0,0.0,4,0,3.0,2,0.0
2425,3396,1800.0545496819923,42.0,111,0.0,63,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,49943.8,900.0,50340.0,3,9,7.0,4,2.0
2426,3397,374.3263885528259,38.0,111,0.0,42,1.0,1.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,30729.0,0.0,27670.0,2,7,6.0,2,1.0
2427,3398,2588.9167410660652,46.0,111,5950.0,63,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8975.2,0.0,0.0,3,7,5.0,1,1.0
2428,3399,2065.0971720920143,60.0,111,0.0,63,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21265.95,0.0,21560.0,3,5,4.0,1,1.0
2429,3400,862.4743466681522,49.0,111,4680.0,52,1.0,1.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,20918.75,0.0,9550.0,3,9,7.0,2,1.0
2430,3401,2327.4123198243306,54.0,111,0.0,68,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13646.25,0.0,13890.0,3,7,5.0,1,1.0
2431,3402,1635.7495545635497,57.0,112,7450.0,38,3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52927.8,0.0,48640.0,1,10,1.0,4,3.0
2432,3404,3462.8700455742805,31.0,111,0.0,34,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,25606.5,0.0,24430.0,3,9,7.0,3,2.0
2433,3405,2206.1824983222477,42.0,112,0.0,43,2.0,2.0,4.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,48267.15,0.0,50250.0,1,8,0.0,4,2.0
2434,3407,3485.637050739347,79.0,111,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,42400.0,0.0,0.0,39709.15,0.0,0.0,1,10,8.0,3,0.0
2435,3408,2258.8108321619297,70.0,112,0.0,13,1.0,1.0,2.0,1.5,0.0,0.0,0.0,13510.0,170.0,0.0,29439.9,0.0,0.0,1,6,0.0,3,1.0
2436,3409,1044.0740877877838,28.0,400,13410.0,68,2.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,52535.0,0.0,32110.0,3,0,1.0,4,2.0
2437,3410,2009.0568719052324,55.0,400,0.0,21,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,15152.8,2360.0,0.0,1,0,0.0,4,2.0
2438,3412,3031.1266068450245,55.0,111,0.0,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,791.0,0.0,22632.1,0.0,23170.0,1,10,8.0,1,1.0
2439,3413,1610.5848590159985,32.0,111,0.0,62,1.0,0.0,5.0,2.4,0.0,8620.0,0.0,0.0,0.0,0.0,18576.1,320.0,0.0,3,9,7.0,4,1.0
2440,3414,2868.4552069580113,37.0,112,0.0,46,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,75.0,0.0,54320.904295473105,0.0,52780.0,1,9,0.0,4,2.0
2441,3415,1626.8974232099524,72.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,64200.0,7986.0,0.0,63025.90353277039,0.0,0.0,1,9,7.0,3,0.0
2442,3416,757.2211875227398,35.0,111,0.0,55,1.0,1.0,3.0,2.0,0.0,260.0,0.0,0.0,0.0,0.0,21622.95,2440.0,8070.0,3,9,7.0,2,1.0
2443,3417,1943.291317097717,68.0,112,0.0,72,0.0,0.0,2.0,1.5,0.0,0.0,0.0,25110.0,0.0,0.0,24128.0,0.0,0.0,1,6,0.0,3,0.0
2444,3418,1887.0284608662514,60.0,111,14380.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9511.15,0.0,0.0,1,10,8.0,1,0.0
2445,3421,2504.0544196725277,73.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21480.0,0.0,0.0,20453.55,0.0,0.0,1,8,6.0,1,0.0
2446,3422,1281.1761492590788,73.0,111,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21130.0,0.0,0.0,19488.0,0.0,0.0,1,7,6.0,1,0.0
2447,3423,3355.4615620843338,82.0,211,0.0,86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10530.0,0.0,0.0,12534.0,0.0,0.0,3,1,2.0,1,0.0
2448,3424,2161.2948069524828,79.0,400,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31210.0,0.0,0.0,28992.0,0.0,0.0,1,0,0.0,1,0.0
2449,3426,1929.7576181237646,73.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,69640.0,159.0,0.0,61120.67289559306,0.0,0.0,1,9,7.0,3,0.0
2450,3427,1675.4805909872393,50.0,300,0.0,69,2.0,2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,53540.05,0.0,57300.0,1,0,0.0,4,2.0
2451,3429,2188.512803925541,51.0,112,0.0,64,3,3.0,4.0,2.5,430.0,0.0,0.0,0.0,0.0,0.0,39681.05,0.0,58000.0,1,8,0.0,4,3.0
2452,3431,1702.3175203920973,66.0,300,0.0,72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15290.0,0.0,0.0,16562.0,0.0,0.0,3,0,0.0,1,0.0
2453,3432,2944.5183319618413,34.0,221,0.0,47,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,58084.1,0.0,49020.0,2,1,1.0,4,2.0
2454,3433,3361.6123632033878,36.0,111,0.0,63,1.0,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,21407.85,0.0,22400.0,3,8,7.0,2,1.0
2455,3434,1844.5635563010726,61.0,111,5050.0,78,1.0,1.0,2.0,1.5,0.0,0.0,0.0,21860.0,0.0,25.0,32907.4,0.0,8930.0,1,7,5.0,3,1.0
2456,3440,501.3072572572258,29.0,300,290.0,21,2.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,19741.05,0.0,17950.0,1,0,0.0,4,2.0
2457,3441,665.7868841620923,49.0,111,0.0,54,1.0,1.0,4.0,2.5,0.0,0.0,0.0,0.0,1461.0,0.0,39304.75,0.0,21530.0,1,10,8.0,2,1.0
2458,3442,2269.3971904216846,44.0,111,0.0,37,2.0,2.0,5.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,98656.45,0.0,113680.0,1,10,8.0,4,2.0
2459,3443,2126.22489894639,86.0,111,0.0,86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33730.0,603.0,0.0,33109.37280743339,0.0,0.0,5,6,4.0,1,0.0
2460,3444,2146.5665248080245,66.0,300,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27660.0,0.0,0.0,188.89999999999986,0.0,0.0,5,0,0.0,1,0.0
2461,3445,707.5893546566577,46.0,111,0.0,45,1.0,1.0,4.0,2.3,0.0,0.0,0.0,0.0,4.0,0.0,32882.0,0.0,17550.0,3,10,8.0,2,1.0
2462,3446,2297.102102136688,59.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,19910.0,0.0,0.0,19824.05,0.0,350.0,1,9,7.0,3,0.0
2463,3447,653.2600043879527,45.0,112,0.0,37,1.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,640.0,0.0,46561.5,0.0,32740.0,2,10,4.0,2,1.0
2464,3449,6608.7839198687025,30.0,111,8720.0,56,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11001.65,0.0,20.0,3,9,7.0,1,1.0
2465,3451,1459.7133491903653,54.0,112,18410.0,37,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,601.0,0.0,52300.0282775775,0.0,24840.0,1,8,0.0,4,2.0
2466,3454,1747.867944170862,66.0,221,0.0,77,0.0,0.0,2.0,1.5,0.0,0.0,0.0,30140.0,0.0,0.0,29205.8,0.0,100.0,1,1,3.0,3,0.0
2467,3457,3122.9824497846826,35.0,120,6310.0,69,2.0,1.0,2.0,1.5,0.0,6170.0,0.0,0.0,0.0,0.0,25768.9,0.0,14360.0,3,0,0.0,3,2.0
2468,3458,2475.502666762156,69.0,111,0.0,78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18150.0,0.0,0.0,18420.75,0.0,0.0,3,8,6.0,1,0.0
2469,3459,2838.3186201527674,27.0,300,0.0,63,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,51880.4,0.0,42840.0,2,0,0.0,4,2.0
2470,3460,3427.046235365418,28.0,111,0.0,46,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,55662.15,0.0,62350.0,3,10,8.0,3,2.0
2471,3461,933.7226201237187,35.0,300,0.0,43,1.0,1.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,30967.5,0.0,20570.0,3,0,0.0,4,1.0
2472,3462,1544.225578788585,66.0,120,0.0,77,0.0,0.0,2.0,1.5,140.0,5730.0,0.0,16070.0,0.0,0.0,25896.0,0.0,0.0,3,0,3.0,3,0.0
2473,3464,1570.1302942548284,66.0,111,0.0,75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29910.0,0.0,0.0,27106.25,0.0,0.0,1,9,7.0,1,0.0
2474,3465,2694.7785984673133,48.0,111,0.0,52,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22930.55,0.0,24910.0,3,10,8.0,1,1.0
2475,3466,2623.5309660952626,60.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,0.0,0.0,19360.0,0.0,0.0,17504.25,0.0,0.0,1,10,8.0,3,0.0
2476,3468,1505.1048825909033,78.0,111,0.0,75,0.0,0.0,2.0,1.5,0.0,0.0,0.0,52380.0,0.0,0.0,53882.65,0.0,0.0,1,7,5.0,3,0.0
2477,3469,2250.479460953019,84.0,111,0.0,72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18680.0,0.0,0.0,18107.25,0.0,0.0,5,9,7.0,1,0.0
2478,3470,2883.4783754834984,82.0,400,0.0,77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19020.0,0.0,0.0,18722.0,0.0,0.0,5,0,0.0,1,0.0
2479,3471,3177.715951679025,53.0,111,0.0,45,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27708.78029915558,0.0,31330.0,3,10,8.0,1,1.0
2480,3472,2947.455449410001,56.0,111,9870.0,56,1.0,0.0,2.0,1.5,0.0,0.0,0.0,13580.0,0.0,0.0,23312.35,0.0,0.0,1,9,7.0,3,1.0
2481,3473,2137.429784359344,60.0,300,0.0,31,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,73910.65,0.0,10.0,1,0,0.0,3,2.0
2482,3478,2636.6551446139583,21.0,111,0.0,84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,3,9,7.0,1,0.0
2483,3479,2321.6501489937664,72.0,111,0.0,78,0.0,0.0,2.0,1.5,0.0,590.0,0.0,18120.0,0.0,0.0,18951.0,0.0,0.0,3,6,4.0,3,0.0
2484,3480,2653.7277042266637,43.0,112,4970.0,53,1.0,1.0,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,51568.15,0.0,38790.0,2,3,0.0,4,1.0
2485,3481,2157.334224027768,66.0,111,0.0,74,0.0,0.0,2.0,1.5,0.0,0.0,0.0,37770.0,0.0,0.0,35788.5,0.0,0.0,1,9,7.0,3,0.0
2486,3483,1726.3725262875862,37.0,111,0.0,52,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,47342.4,0.0,38370.0,2,8,7.0,4,2.0
2487,3485,2680.286773429804,37.0,111,0.0,31,2.0,2.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,138245.95,0.0,54140.0,2,9,7.0,4,2.0
