,ident_men,ocde10,vag,typmen,revtot,fumeur,p1,p10,p11,p12,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,w1,w10,w11,w12,w2,w3,w4,w5,w6,w7,w8,w9
45911,2835.0,1.5,19.0,3.0,26551.0,0.0,116.902195606,115.3,121.3,112.454963305,109.725238608,94.2588172269,112.134983477,111.694336433,103.7,126.7276836,87.9,113.25849646,24720.0633887,91.0,7.0,49.0,0.155481563216,0.0,0.0,0.0893343825774,0.062129437576,0.0310819218341,0.48122221169,0.00954118746288,0.0,0.0797464376128,0.0176444574884,0.073818400543
45923,2836.0,2.6,19.0,4.0,32294.0,0.0,114.026567863,115.3,115.40823111,115.317831656,108.9,93.7884834448,119.781929382,102.086311472,96.6,114.37027027,87.9,103.347332916,21405.0625659,91.0,7.0,49.0,0.130522401611,0.0,0.0631843193206,0.0593435558898,0.0117401238265,0.0559293715186,0.594051423983,0.0246621200005,0.00732385006033,0.0137692990323,0.0156550633073,0.0238184714504
45935,2837.0,2.1,19.0,4.0,41966.0,0.0,114.362369603,115.3,113.1,115.699363336,106.498467236,93.5731710685,110.306959082,111.8,103.295284341,116.670784641,87.9,110.145773236,22176.1954002,91.0,7.0,49.0,0.145647999689,0.0,0.022622605036,0.117353066043,0.0449332334764,0.0582787792046,0.28880102627,0.00875924299762,0.0612372358131,0.216443134612,0.023180711328,0.0127429655311
45947,2838.0,2.1,19.0,4.0,55978.0,0.0,116.25025526,115.3,123.686511559,107.6059151,108.9,94.0952618628,114.554538494,101.492438797,96.6,139.49801599,87.9,106.86098553,38713.9064978,91.0,7.0,49.0,0.118665932685,0.0,0.149066974701,0.144698629211,0.00174710249629,0.0661773121017,0.301402638438,0.0654042340517,0.00138304079851,0.0417279991724,0.0131979568865,0.0965281794586
45959,2839.0,1.5,19.0,2.0,14778.0,0.0,114.357735213,115.3,121.3,112.891780822,143.5,95.7,114.449816221,111.8,103.7,100.2,88.3127897965,97.4,7632.64287967,91.0,7.0,49.0,0.1379543416,0.0,0.0,0.0236016100141,0.0,0.0,0.743038129951,0.0123291836532,0.0,0.00994938977096,0.0731273450113,0.0
45971,2840.0,2.6,19.0,4.0,31207.0,1.0,114.794863188,115.3,113.1,117.864383561,161.978282955,93.7792284868,112.911734402,107.135692393,103.7,141.609216038,87.9,115.27829233,14844.7614698,91.0,7.0,49.0,0.100565724973,0.0,0.0505125623844,0.0840122287683,0.227180094068,0.046168800268,0.283059865487,0.058650608874,0.0,0.112083026288,0.0239295613229,0.0138375275652
45983,2841.0,1.5,19.0,3.0,39036.0,0.0,114.498556265,115.3,116.085488959,114.609420217,143.5,94.3113360322,118.826053299,97.4472564346,103.7,119.443004695,87.9,116.605914787,25411.671815,91.0,7.0,49.0,0.094128274768,0.0,0.0467701380796,0.112858394916,0.0,0.0685279455375,0.430935654889,0.0988243629305,0.0,0.072332767377,0.0181940974758,0.0574283640265
45995,2842.0,1.5,19.0,3.0,30126.0,0.0,113.555971928,115.3,124.188454085,106.651481827,108.9,97.0125,112.783820663,104.930926796,103.7,115.353656093,87.9000000001,114.865357915,39159.1621382,91.0,7.0,49.0,0.124264572585,0.0,0.0597056395423,0.0697476332715,0.00202811080289,0.014403253108,0.273083010561,0.0817774365256,0.0,0.273528123654,0.0333782017877,0.0680840181629
46007,2843.0,2.1,19.0,4.0,35502.0,0.0,114.282064924,115.3,113.1,112.753097351,113.2,95.7,112.943964887,106.339363448,96.6,141.584192439,88.0220032313,112.564738826,11719.744501,91.0,7.0,49.0,0.129798466368,0.0,0.0371702100677,0.0647611918797,0.00251327089095,0.0,0.463128785494,0.146078630748,0.0312378535075,0.0612203088623,0.023019514912,0.0410717672685
46019,2844.0,1.0,19.0,1.0,17659.0,1.0,111.229442717,115.3,115.485080645,115.434547089,177.8,95.374257426,113.8211458,94.3,117.346161935,143.363941311,87.9,107.744444445,31706.1657265,91.0,7.0,49.0,0.0195436533628,0.0,0.0293258482721,0.0712631889293,0.042991860007,0.0056146366168,0.488708409499,0.00653001159683,0.210784218576,0.0759485080197,0.0206350451518,0.0286546199689
46031,2845.0,1.5,19.0,2.0,26272.0,0.0,114.215758047,115.3,117.830920713,120.937472243,113.2,94.3715749039,109.783411059,107.3,113.549469744,130.474197596,88.2669136442,114.559187851,23556.7122829,91.0,7.0,49.0,0.0864194779346,0.0342127139724,0.139560177215,0.0754802121294,0.00453842432079,0.0389573226676,0.354197470023,0.0,0.0637615523431,0.122318755256,0.0266566250365,0.0538972691032
46043,2846.0,1.8,19.0,4.0,26413.0,1.0,113.020137254,115.3,117.63817673,118.056088004,169.565578935,93.2,111.619261822,103.147070037,113.111047306,124.576127815,87.9387561439,116.080955882,20507.8607649,91.0,7.0,49.0,0.0668637097004,0.0,0.0469033317773,0.288850120103,0.0711097161666,0.00143242665743,0.293756977063,0.0209293010301,0.0344996400724,0.111072482277,0.0241569176071,0.0404253775466
46055,2847.0,1.5,19.0,3.0,13163.0,0.0,113.902197497,115.3,137.7,106.547657004,143.5,95.7,113.925605908,110.434348795,110.301300817,139.748578059,87.9,122.19561391,16385.6768392,91.0,7.0,49.0,0.174694183567,0.0,0.0305082276911,0.0271032518855,0.0,0.0,0.372610270971,0.0149922837573,0.226318844342,0.0540767004753,0.00931668793105,0.0903795493807
46067,3038.0,1.5,19.0,3.0,15366.0,0.0,113.69665446,115.3,121.3,116.986622276,143.5,99.3,111.789298893,109.123358094,103.7,119.1,87.9,113.146186441,14976.1521374,91.0,7.0,49.0,0.213711096545,0.0,0.0,0.10888385847,0.0,0.0129303332595,0.603531216555,0.0196628976481,0.0,0.0,0.00669862217083,0.034581975353
46079,3039.0,2.0,19.0,4.0,52949.0,0.0,114.71252315,115.3,122.2,109.54599234,104.736132591,94.66788944,115.248465697,98.7918774657,109.810743939,116.089717303,87.9000000001,107.661257257,40925.5331043,91.0,7.0,49.0,0.114071105508,0.0,0.00106589562245,0.0917598441945,0.012998129678,0.0538903625703,0.244167138586,0.0963188446849,0.0618841864917,0.242877289235,0.0360629967905,0.0449042066386
46091,3040.0,1.5,19.0,3.0,22800.0,0.0,114.235233364,115.3,121.3,112.622163441,110.5816466,96.8600000002,139.302465131,111.8,103.7,119.1,87.9,111.5,14464.7813905,91.0,7.0,49.0,0.271597881784,0.0,0.0,0.0846613672714,0.0123114276343,0.0073111110602,0.592394605035,0.0110818288336,0.0,0.0,0.014775496908,0.00586628147351
46103,3041.0,1.5,19.0,3.0,23871.0,1.0,114.38413507,115.3,122.2,115.267064626,156.244763115,93.2,112.890083411,89.4132857544,103.7,102.136679537,87.9,120.364845009,27641.7741542,91.0,7.0,49.0,0.24610872128,0.0,0.0163966496003,0.0564816438739,0.092747677464,0.00586632228018,0.325481440627,0.0775338172223,0.0,0.0404289600052,0.0203554958385,0.11859927181
46115,3042.0,1.8,19.0,4.0,19641.0,1.0,114.887637849,115.3,121.3,116.229826493,177.8,95.0241263665,111.999421965,108.848780516,107.2,119.1,87.9,97.4,11738.7164368,91.0,7.0,49.0,0.185964120375,0.0,0.0,0.140217605619,0.0867380919883,0.0418424457299,0.4096141358,0.0174088674818,0.0903471988987,0.0,0.0278675341073,0.0
46127,3043.0,4.0,19.0,4.0,36356.0,0.0,112.377893826,115.3,113.1,119.668773017,143.5,97.9225806453,112.637014925,107.479451263,103.7,100.2,87.9,47.624137931,11023.1681187,91.0,7.0,49.0,0.0764073389305,0.0,0.0680246306458,0.102561207163,0.0,0.00743516356666,0.570153235569,0.0883853116596,0.0,0.00416871203961,0.0323473881645,0.0505170122624
46139,3044.0,1.5,19.0,3.0,46000.0,0.0,115.221911989,115.3,121.3,117.313918898,108.450927278,93.2,121.543396116,99.7509566065,106.496311835,112.041352201,87.9,127.667955365,44406.5452793,91.0,7.0,49.0,0.107901109272,0.0,0.0,0.0673503395051,0.0274459101222,0.00793829096907,0.36923131015,0.117701393868,0.104721011043,0.123594414289,0.0251449552843,0.0489712654964
46151,3045.0,1.0,19.0,1.0,14282.0,0.0,115.286540026,115.3,121.3,102.129267764,113.2,96.25,114.094736842,107.3,103.7,133.053764694,87.9,111.5,20157.0528372,91.0,7.0,49.0,0.0338345931935,0.0,0.0,0.0951944789568,0.013524864199,0.0104055234524,0.707358823677,0.0,0.0,0.107325313082,0.0243435201059,0.00801288333486
46163,3046.0,4.6,19.0,4.0,33445.0,0.0,112.741872348,115.3,121.3,113.370386435,143.5,94.4666435723,117.921459442,102.39269366,103.7,117.806499215,87.9,133.138500882,15296.3240281,91.0,7.0,49.0,0.142793316496,0.00711639247993,0.0,0.0531130058599,0.0,0.0687621370725,0.436900988217,0.0307776337329,0.0,0.0585928340515,0.0251054497801,0.17683824231
46175,3047.0,1.0,19.0,1.0,16500.0,0.0,113.671568356,115.3,137.7,116.611040436,143.5,93.3094170405,111.995469351,111.8,96.6,123.0,87.9,128.727628857,29123.9695676,91.0,7.0,49.0,0.0887284046523,0.0,0.0150618362233,0.0932466398604,0.0,0.0404873688673,0.614349407353,0.00641782646083,0.0160220768792,0.0333342485566,0.0186456132866,0.0737065778613
46187,3048.0,1.3,19.0,2.0,17994.0,1.0,113.285673778,115.3,122.2,103.2101425,177.8,95.0299999997,116.123598001,97.1067814251,103.7,114.292063492,87.9,134.2,22358.9995704,91.0,7.0,49.0,0.0504929353146,0.0,0.021618269082,0.0764227263584,0.11034313286,0.0394150100779,0.387480592778,0.00220575064786,0.0,0.224447509681,0.0309496774367,0.0566243957626
46199,3049.0,1.5,19.0,3.0,23593.0,1.0,114.466341927,115.3,122.2,116.225542907,177.8,95.0677560472,112.7091922,101.009244138,109.257452103,105.244982839,88.0678689903,99.8760826994,30667.0101087,91.0,7.0,49.0,0.109776140532,0.0,0.00201315353971,0.145619408622,0.0348616821672,0.0209857284217,0.292829594511,0.0666601556781,0.10523604791,0.13937523324,0.0447550232954,0.0378878320843
46211,3050.0,2.1,19.0,4.0,20259.0,0.0,113.994369589,115.3,113.1,116.818922627,143.5,94.5057796852,124.484393332,105.810951501,96.6,140.204245294,88.188850276,106.543496225,24511.806793,91.0,7.0,49.0,0.0683712082431,0.0,0.0403513224863,0.282361538485,0.0,0.0311920504372,0.262335480338,0.0203795657042,0.000327655847292,0.0958450956939,0.0332869071015,0.165549175662
46223,3051.0,2.1,19.0,4.0,72450.0,0.0,115.754083183,115.3,125.545704848,116.116119428,143.5,94.0576866449,112.390109768,105.2,105.4,111.007623106,87.9,124.794064582,33903.475517,91.0,7.0,49.0,0.0548001380768,0.0,0.0878265221541,0.081509883025,0.0,0.0433128522531,0.264061799837,0.0120843488782,0.0243800582036,0.307185250902,0.0112110286866,0.113628117983
46235,3203.0,1.0,19.0,1.0,50872.0,0.0,114.504584158,115.3,122.2,117.251505103,108.9,94.480342159,111.161873428,107.172625947,96.6,109.180760051,87.9,119.562835572,68816.5074027,91.0,7.0,49.0,0.276254601418,0.0,0.0435852947571,0.0640180677969,0.0124839389118,0.0145822007253,0.255437544846,0.0187452753125,0.00917441567769,0.277732484855,0.0101727951486,0.0178133805515
46247,3204.0,1.0,19.0,1.0,10317.0,0.0,114.12907048,115.3,122.2,113.882953311,110.512167878,99.3,111.492936508,111.8,103.7,143.8,87.9,98.4994255247,16611.9675789,91.0,7.0,49.0,0.256561821577,0.0,0.00507587599872,0.0684072721148,0.0840967752349,0.0184617207953,0.474330916829,0.0182187237356,0.0,0.0407016679377,0.0162133880376,0.0179318377398
46259,3205.0,1.5,19.0,3.0,27818.0,0.0,115.128978934,115.3,121.3,116.370355107,106.559036201,94.6835632998,111.400903499,91.4104833074,112.737107873,141.85,87.9000000002,110.350918081,28312.6559353,91.0,7.0,49.0,0.262203900863,0.0,0.0,0.0687906681884,0.0197002574611,0.080402814746,0.255334315429,0.0258869167705,0.14802432173,0.0190192196442,0.0752715320475,0.0453660531219
46271,3206.0,2.0,19.0,4.0,48709.0,0.0,114.603359392,115.3,121.3,114.649355289,105.184294985,95.4068246128,113.917738933,117.615669151,96.6,119.1,87.9000000002,129.022232387,31231.7228982,91.0,7.0,49.0,0.322779120256,0.0299583961878,0.0,0.140237155062,0.042970106328,0.0621935610166,0.206190105307,0.0260097027816,0.00391970606411,0.0,0.0334652499375,0.132276897059
46283,3207.0,1.0,19.0,1.0,12644.0,0.0,115.099131385,115.3,122.2,117.770726916,113.2,104.834495822,111.801698584,106.74353895,96.6,129.767839196,88.7257946965,103.310713842,24386.882513,91.0,7.0,49.0,0.213775012662,0.0,0.00499654384513,0.0772585348901,0.00261156895377,0.0247859667863,0.268725778526,0.0718752964094,0.0217278302851,0.274631350762,0.017161157861,0.0224509590201
