age,revenus,poste_coicop,bdf_budget_share,bdf_expenditures,kantar_aggregated_budget_share,kantar_aggregated_expenditures,kantar_budget_share,kantar_expenditures,nomc,nomk,kantar_to_bdf,kantar_budget_share_to_bdf
0,0,poste_01_1_5_2_1_b,0.00455224026781,10158452.993,0.00349481746771,1369.16723633,0.00349481746771,1369.16723633,"1154 : Huiles alimentaires d'arachide, de tournesol, de maïs, colza",11541 : Autres huiles ,7419.43914776,1.3025688208
0,0,poste_01_1_5_2_2_a,0.00173791675858,3878210.4325,0.00213541738353,836.594055176,0.00213541738353,836.594055176,1152 : Margarine et autres graisses végétales,11521 : Margarine et autres graisses végétales,4635.71359192,0.813853428367
0,0,poste_01_1_5_2_2_b,0.0,0.0,2.58916328746e-05,10.1435842514,2.58916328746e-05,10.1435842514,1155 : saindoux et autres graisses d'origine animale,11551 : Autres graisses  alimentaires animales,0.0,0.0
0,0,poste_01_1_6_1_1_a,0.00907729026796,20256230.1343,0.0060100519027,2354.5625,0.0060100519027,2354.5625,1161 : agrumes (frais ou congelés),11611 : agrumes,8602.96982317,1.51035139378
0,0,poste_01_1_6_1_1_b,0.00593902449259,13253101.2388,0.00348586871532,1365.66137695,0.00348586871532,1365.66137695,1162 : bananes fraiches,11621 : Bananes,9704.52958722,1.70374302007
0,0,poste_01_1_6_1_1_c,0.00653895684205,14591867.2556,0.00502113811305,1967.13500977,0.00502113811305,1967.13500977,1163 : pommes,11631 : Pommes,7417.82703433,1.30228579554
0,0,poste_01_1_6_1_1_d,0.00172079987301,3840013.61792,0.00096347722582,377.462188721,0.00096347722582,377.462188721,1164 : poires,11641 : Poires,10173.2404799,1.78603066777
0,0,poste_01_1_6_2_1_a,0.00500467998595,11168085.0288,0.00311525638421,1220.46630859,0.00311525638421,1220.46630859,1165 : fruits à noyaux (frais ou congelés),11651 : Fruits à noyaux,9150.67048567,1.60650661413
0,0,poste_01_1_6_2_1_b,0.00448230009257,10002379.5126,0.00709672021833,2780.28735352,0.00709672021833,2780.28735352,1166 : baies (fraîches ou congelées),11661 : Baies,3597.60637688,0.631601634934
0,0,poste_01_1_6_2_1_c,0.00695163970163,15512780.7363,0.00319313234106,1250.97583008,0.00319313234106,1250.97583008,"1167 : autres fruits, fruits tropicaux (frais ou congelés)","11671 : Autres fruits, fruits tropicaux",12400.5439301,2.17705968908
0,0,poste_01_1_6_2_1_d,0.00475878312665,10619359.228,0.00626036022278,2452.62597656,0.00626036022278,2452.62597656,1168 : fruits séchés,11681 : Fruits secs et fruits à coque,4329.79154975,0.760145256391
0,0,poste_01_1_6_2_1_e,0.00106578791188,2378335.88879,0.00230553185786,903.239929199,0.00230553185786,903.239929199,1169 : fruits au sirop et fruits surgelés,11691 : Fruits en conserve et Fruits surgelés:,2633.11642002,0.462274207247
0,0,poste_01_1_7_1_1_a,0.00882705023129,19697812.4103,0.010156010464,3978.82776642,0.0100586563067,3940.68725586,"1171 : légumes frais à feuilles et à tiges, herbes aromatiques (frais)",11711 : Légumes frais à feuilles et à tiges,4950.65722033,0.86914544472
0,0,poste_01_1_7_1_1_a,0.00882705023129,19697812.4103,0.010156010464,3978.82776642,9.73541573246e-05,38.1405105591,"1171 : légumes frais à feuilles et à tiges, herbes aromatiques (frais)",11712 : Herbes aromatiques fraiches,4950.65722033,0.86914544472
0,0,poste_01_1_7_1_1_b,0.00179183993787,3998541.5332,0.000797947117568,312.612335205,0.000797947117568,312.612335205,1172 : choux (frais),11721 : Choux frais,12790.7349868,2.2455622665
0,0,poste_01_1_7_1_1_c,0.0172381810584,38467488.899,0.0157099451563,6154.69688797,0.0155963343552,6110.1875,1173 : légumes frais cultivés pour leurs fruits,11731 : Légumes frais cultivés pour leurs fruits,6250.10290502,1.09727824553
0,0,poste_01_1_7_1_1_c,0.0172381810584,38467488.899,0.0157099451563,6154.69688797,0.000113610801097,44.50938797,1173 : légumes frais cultivés pour leurs fruits,11732 : Petits Pois et Haricot A Ecosser,6250.10290502,1.09727824553
0,0,poste_01_1_7_1_1_d,0.0155645836699,34732808.9611,0.00648325270632,2539.94873047,0.00648325270632,2539.94873047,1174 : racines alimentaires fraiches et champignons frais,11741 : Légumes frais  cultivés pour leurs racines,13674.6102567,2.40073684845
0,0,poste_01_1_7_2_1_a,0.00140821433516,3142470.14355,0.000393513674745,154.167144775,0.000393513674745,154.167144775,1175 : légumes secs,11751 : Légumes secs ,20383.526906,3.5785651822
0,0,poste_01_1_7_2_1_b,0.00185241405975,4133714.40051,0.00381058722021,1492.87658691,0.00339498995951,1330.05773926,1176 : légumes surgelés (non cuisinés),11761 : Légumes surgelés,2768.95922727,0.486122991734
0,0,poste_01_1_7_2_1_b,0.00185241405975,4133714.40051,0.00381058722021,1492.87658691,0.000415597260702,162.818847656,1176 : légumes surgelés (non cuisinés),"11762 : Petits Pois , Haricot à Ecosser surgelés ",2768.95922727,0.486122991734
0,0,poste_01_1_7_2_1_c,0.0176713885203,39434203.6106,0.0216621038871,8486.57853699,0.0185494064426,7267.11474609,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11771 : Légumes en conserve,4646.65512005,0.815774340867
0,0,poste_01_1_7_2_1_c,0.0176713885203,39434203.6106,0.0216621038871,8486.57853699,0.000906697672311,355.21762085,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11772 : Petits Pois et Haricot à ecosser en conserve,4646.65512005,0.815774340867
0,0,poste_01_1_7_2_1_c,0.0176713885203,39434203.6106,0.0216621038871,8486.57853699,0.00210664147372,825.320495605,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11773 : Plats cuisinés à base de légumes en conserve,4646.65512005,0.815774340867
0,0,poste_01_1_7_2_1_c,0.0176713885203,39434203.6106,0.0216621038871,8486.57853699,9.93582985047e-05,38.9256744385,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11774 : Salade de légumes et purée de légumes deshydratée en conserve,4646.65512005,0.815774340867
0,0,poste_01_1_7_2_2,0.0233034050098,52002207.8016,0.0214527675405,8404.56668091,0.0166103177382,6507.43652344,"1179 : pomme de terre, autres tubercules, produits à base de PDT",11791 : Pommes de terre et  purée deshydratée,6187.37524205,1.08626567485
0,0,poste_01_1_7_2_2,0.0233034050098,52002207.8016,0.0214527675405,8404.56668091,0.000404001662404,158.276031494,"1179 : pomme de terre, autres tubercules, produits à base de PDT",11792 : Plat purée non deshydratée,6187.37524205,1.08626567485
0,0,poste_01_1_7_2_2,0.0233034050098,52002207.8016,0.0214527675405,8404.56668091,0.00443844813988,1738.85412598,"1179 : pomme de terre, autres tubercules, produits à base de PDT",11793 : Chips + Gratin Dauphinois,6187.37524205,1.08626567485
0,0,poste_01_1_7_2_3,0.0086006280498,19192544.9042,0.00831133180815,3256.13663864,0.00774336167775,3033.62255859,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11781 : Légumes préparés frais et surgelés,5894.26889413,1.03480744703
0,0,poste_01_1_7_2_3,0.0086006280498,19192544.9042,0.00831133180815,3256.13663864,4.99894792571e-05,19.5844154358,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11782 : Plats gratin : Gratin de légumes,5894.26889413,1.03480744703
0,0,poste_01_1_7_2_3,0.0086006280498,19192544.9042,0.00831133180815,3256.13663864,0.000351531110777,137.719604492,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11783 : Plats à base de légumes frais et surgelés,5894.26889413,1.03480744703
0,0,poste_01_1_7_2_3,0.0086006280498,19192544.9042,0.00831133180815,3256.13663864,0.00016644954037,65.2100601196,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11784 : Steak Soja,5894.26889413,1.03480744703
0,0,poste_01_1_8_1_1_a,0.00607831535033,13563932.73,0.00439572594844,1722.11682129,0.00439572594844,1722.11682129,1181 : sucre,11811 : sucre,7876.31394241,1.38277850385
0,0,poste_01_1_8_1_1_c,0.0332290616186,74151591.4355,0.00840708740227,3293.65087891,0.00840708740227,3293.65087891,1194 : autres produits alimentaires,11941 : Plats sans information sur la composition ,22513.4946483,3.9525057881
0,0,poste_01_1_8_1_2,0.00822009328957,18343370.817,0.0165728440586,6492.75543213,0.0146298454162,5731.54541016,"1182 : confitures, compote, gelées, purées et pâtes de fruits, miel","11821 : Confitures, marmelades, compotes",2825.20587889,0.4959977455
0,0,poste_01_1_8_1_2,0.00822009328957,18343370.817,0.0165728440586,6492.75543213,0.00194299864239,761.210021973,"1182 : confitures, compote, gelées, purées et pâtes de fruits, miel","11822 : Miel, gelées, pâtes de fruits",2825.20587889,0.4959977455
0,0,poste_01_1_8_1_3,0.0169306375483,37781196.8522,0.0174050791217,6818.80078125,0.0174050791217,6818.80078125,"1184 : sucreries, bonbons et autres confiseries",11841 : Produits de confiserie,5540.73920975,0.972741199847
0,0,poste_01_1_8_2_1,0.0235529353398,52559041.7952,0.0283802827263,11118.5644531,0.0283802827263,11118.5644531,1183 : chocolat,11831 : Chocolat,4727.14279049,0.829904887379
0,0,poste_01_1_8_3_1,0.00776993197784,17338823.1096,0.010394786652,4072.37329102,0.010394786652,4072.37329102,"1185 : crèmes glacées, sorbets, entremets glacés",11851 : Crèmes glacées et sorbets,4257.67037316,0.747483545165
0,0,poste_01_1_9_1_1_a,0.0158347394405,35335669.209,0.015111661653,5920.30691528,0.00658325002894,2579.12475586,1191 : sauces et condiments,11911 : condiment et sauces à base de légumes/plantes,5968.55360957,1.04784899266
0,0,poste_01_1_9_1_1_a,0.0158347394405,35335669.209,0.015111661653,5920.30691528,0.00743646433905,2913.38916016,1191 : sauces et condiments,11912 : Sauce d'origine animale,5968.55360957,1.04784899266
0,0,poste_01_1_9_1_1_a,0.0158347394405,35335669.209,0.015111661653,5920.30691528,0.00109194728499,427.792999268,1191 : sauces et condiments,11913 : Vinaigre ,5968.55360957,1.04784899266
0,0,poste_01_1_9_1_1_b,0.00339466736035,7575296.28894,0.00303800110685,1190.19995117,0.00303800110685,1190.19995117,1192 : sel et épices sèches,11921 : Sel et épices sèches,6364.72576014,1.11740162066
0,0,poste_01_1_9_3_2,0.00408714168545,9120572.34351,0.00556170258214,2178.91235352,0.0040691117538,1594.15893555,"1193 : levure , préparations pour desserts, soupes",11931 : Soupes sans viande,4185.83718101,0.734872392956
