,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,temps2,decile,1,2,3,4,5,6,7,8,9
77048,796.0,9,2.0,21.0,4.0,28486.0,0.0,113.55760689,143.4,105.081190464,115.284127831,117.2,112.926435998,99.5354505168,123.1,108.192446822,22093.3026705,95.0,11.0,121.0,9025.0,4,0.0881354034579,0.0,0.0219113520805,0.571244776836,0.0323777090652,0.0764504282161,0.0336229696021,0.00127275041956,0.174984610323
77057,797.0,9,1.0,21.0,1.0,25567.0,1.0,115.782237144,178.0,102.061645157,115.506856124,110.032211072,143.286215229,103.284301148,123.1,113.408519324,48486.3281133,95.0,11.0,121.0,9025.0,9,0.0907975043664,0.0141747351547,0.0747956760845,0.29891049446,0.0888660701118,0.0172210960539,0.132944385233,0.106902650154,0.175387388382
77066,798.0,9,1.8,21.0,4.0,15492.0,1.0,114.169816072,178.0,103.301136681,116.086227544,104.319079863,119.07572781,84.2409836064,123.1,95.6335662271,19522.0129324,95.0,11.0,121.0,9025.0,3,0.216763607692,0.0325976203646,0.0635417626645,0.416082421382,0.053796004337,0.0824998842606,0.00571428675025,0.0618619674882,0.0671424450605
77075,799.0,9,1.5,21.0,3.0,82745.0,0.0,114.321075449,112.843466282,101.193702224,114.874706735,96.2,117.808928571,99.7991887423,123.1,111.893323819,78090.5424462,95.0,11.0,121.0,9025.0,10,0.044790202099,0.572335952786,0.0391897650779,0.270035641024,0.00119989045201,0.00742607872569,0.017205074922,0.00669918797153,0.0411182069417
77084,800.0,9,2.8,21.0,5.0,65795.0,0.0,113.526313251,112.9,105.384402188,148.430611554,108.7559668,125.048260008,92.9477080971,117.616241611,96.678654933,53144.2548965,95.0,11.0,121.0,9025.0,10,0.057465283168,0.00258647276836,0.0479784023298,0.344650108465,0.047112348127,0.219473895093,0.0958538686219,0.0469271906431,0.137952430783
77093,801.0,9,2.4,21.0,4.0,31568.0,0.0,113.808881597,106.9,103.602666845,115.556554778,110.214025205,123.998220046,107.763812736,121.612252042,105.496048467,78543.2854604,95.0,11.0,121.0,9025.0,10,0.0643324406834,0.000945523404405,0.219118562012,0.21974050874,0.065769562517,0.0259211115513,0.16955617461,0.13636192741,0.0982541890714
77102,802.0,9,1.5,21.0,3.0,180195.0,1.0,115.14999862,171.264619107,114.436544519,121.945869271,96.2,119.89765706,104.070489422,122.385211097,106.999638274,74936.8716141,95.0,11.0,121.0,9025.0,10,0.0462876808452,0.0203688043954,0.0879415833347,0.356914647616,0.00462643220544,0.153660506288,0.0959604794548,0.0970602360618,0.137179629798
77111,803.0,9,1.5,21.0,3.0,53976.0,1.0,115.08405185,122.679819437,103.5547752,117.022357547,96.2,105.927575377,104.942460945,120.292240008,104.274340881,86575.3385682,95.0,11.0,121.0,9025.0,10,0.0568502751217,0.0105600083667,0.14682564591,0.221419299172,0.00661282528832,0.317371245338,0.042528381005,0.115631446515,0.0822008732828
77120,804.0,9,1.5,21.0,3.0,53979.0,0.0,115.439274604,107.755362255,99.536698886,116.710941315,117.2,105.639283253,106.430005571,122.787296417,104.357236784,46654.7170968,95.0,11.0,121.0,9025.0,9,0.103562510126,0.0252133005219,0.0719263375528,0.329412250828,0.0218109359321,0.107354575499,0.104440074793,0.0328945674165,0.20338544733
77129,805.0,9,1.3,21.0,2.0,28525.0,0.0,113.382683919,143.4,106.386790688,116.683051041,107.703075935,119.366754617,89.1797824414,116.120061908,105.38363828,36474.635429,95.0,11.0,121.0,9025.0,8,0.0313856228587,0.0,0.11200047778,0.384139030687,0.0839340327698,0.0206925907336,0.2720449657,0.0293624129464,0.0664408665226
77138,806.0,9,1.8,21.0,4.0,17220.0,1.0,113.909083006,178.0,103.159621334,116.827441119,117.2,134.578506356,107.445608323,122.130890369,100.144519312,23862.2300073,95.0,11.0,121.0,9025.0,4,0.0263882051694,0.029442082467,0.0771350569671,0.345630518691,0.0258508516155,0.110682648287,0.243262170391,0.0720569993104,0.0695514671024
77147,807.0,9,1.5,21.0,2.0,30975.0,0.0,110.670887912,143.4,102.806757571,115.631986532,110.3,131.331818182,102.488263391,117.967768575,103.314863458,20952.537147,95.0,11.0,121.0,9025.0,3,0.0356071998762,0.0,0.0173070845872,0.472770664337,0.0,0.163097491757,0.10232835242,0.0909370118994,0.117952195122
77156,808.0,9,2.1,21.0,4.0,28191.0,0.0,115.686244679,143.4,108.024759468,115.964516129,113.700343349,117.160305344,105.834978338,118.78,112.137422086,19369.0078762,95.0,11.0,121.0,9025.0,3,0.20214573133,0.0,0.0686431410948,0.362226799128,0.0523238080416,0.0291825097819,0.0850048223203,0.0495443831777,0.150928805125
77165,809.0,9,1.0,21.0,1.0,11808.0,0.0,115.796215724,109.07887435,104.33804783,114.760426274,96.2,119.7,91.5001183432,119.2,112.318296061,44806.2289245,95.0,11.0,121.0,9025.0,9,0.0655199499101,0.0132630853551,0.0276596106528,0.827280752761,0.00765389903574,0.0,0.0206931381447,0.0,0.0379295641413
77174,810.0,9,1.8,21.0,4.0,33667.0,0.0,115.649983654,143.4,104.79496988,113.040386922,109.494644998,115.048599895,107.489570747,123.1,101.406675568,23802.6494688,95.0,11.0,121.0,9025.0,4,0.311315267296,0.0,0.0573318232645,0.409675947478,0.0124361880791,0.0511371484157,0.0805435718449,0.00656305562405,0.0709969979985
77183,811.0,9,2.0,21.0,4.0,47310.0,0.0,114.583290787,106.9,104.593478586,114.268293684,110.159183673,117.588239486,95.2019821476,121.5,106.72734087,25737.2820774,95.0,11.0,121.0,9025.0,5,0.115348022802,0.0123282119671,0.086190251466,0.394922358876,0.0749243053522,0.0352813315604,0.162388896957,0.00546274858372,0.113153872435
77192,812.0,9,1.5,21.0,3.0,48263.0,0.0,113.383409278,112.9,111.2,116.79399275,110.3,112.8,110.818563649,122.236283186,103.715181422,31742.3293305,95.0,11.0,121.0,9025.0,7,0.233244497988,0.0285612249923,0.0156773640651,0.507240801078,0.0,0.0041323158619,0.0896545321519,0.0222449291916,0.0992443346699
77201,813.0,9,2.5,21.0,4.0,46051.0,1.0,120.228956135,178.0,111.2,117.610741564,96.2,112.8,106.847006261,119.2,104.660114733,26366.9031448,95.0,11.0,121.0,9025.0,5,0.364684974304,0.0173773627201,0.00889232781916,0.408662547068,0.0170577659288,0.00392745156381,0.122742333067,0.0,0.0566552375293
77210,814.0,9,1.0,21.0,1.0,23539.0,1.0,115.861478469,175.795656968,99.2383852049,116.44525,103.165334537,119.6,108.952278646,119.2,102.294598406,26445.2387033,95.0,11.0,121.0,9025.0,5,0.165600946801,0.0941488745489,0.0586193858881,0.378359335235,0.0461480768577,0.0323054963974,0.109963621,0.0,0.114854263271
77219,815.0,9,1.0,21.0,1.0,10733.0,0.0,114.34013785,143.4,106.35,116.462626262,117.2,118.29013331,110.269081581,118.801911692,95.434702723,20920.7271967,95.0,11.0,121.0,9025.0,3,0.0219059097349,0.0,0.0,0.591861889731,0.0123092752462,0.141095848376,0.110330205879,0.045931904144,0.0765649668903
77228,816.0,9,1.5,21.0,3.0,48671.0,1.0,113.668774369,178.0,85.0,112.237587108,96.2,118.532500023,79.7866199549,123.024535422,99.853491852,35694.8575522,95.0,11.0,121.0,9025.0,8,0.0802553846826,0.0420172449148,0.0150378691164,0.357557317718,0.00320253743235,0.13974746753,0.122948515294,0.148464475464,0.0907691878474
77237,1065.0,9,1.0,21.0,1.0,33864.0,1.0,114.511689422,164.119512574,107.511585731,115.737992376,96.2,142.240580674,108.895442988,116.40170552,111.615690027,35501.2757958,95.0,11.0,121.0,9025.0,8,0.0524479800309,0.0820190210591,0.0149007446455,0.55452703699,0.00586726265625,0.0411870501458,0.0607703549613,0.124771100963,0.063509448548
77246,1066.0,9,1.5,21.0,3.0,39242.0,0.0,113.06729674,143.4,100.559576285,115.550832664,96.2,112.8,120.5,119.2,98.892545351,24742.8552078,95.0,11.0,121.0,9025.0,5,0.0710495101953,0.0,0.0741951475054,0.635121758481,0.0113608670648,0.00697539647434,0.0709542167813,0.0,0.130343103497
77255,1067.0,9,1.5,21.0,3.0,62430.0,0.0,114.607267464,112.9,106.547273308,116.963785028,96.2,117.351724138,103.45421223,120.456157801,108.505406264,41815.6541821,95.0,11.0,121.0,9025.0,9,0.178986669377,0.015690872646,0.0581223559668,0.404422625624,0.0013050360854,0.0179543246029,0.131946479465,0.113134286999,0.0784373492335
77264,1068.0,9,1.5,21.0,3.0,44783.0,0.0,112.884195316,143.4,106.675661679,114.777875329,117.2,108.092838196,109.312207811,118.444660194,106.99246736,36989.2499776,95.0,11.0,121.0,9025.0,8,0.0502758135306,0.0,0.0141470666792,0.256754993025,0.00227985392234,0.439768931901,0.0897132165933,0.0417603681333,0.105299756215
77273,1069.0,9,1.0,21.0,1.0,22500.0,0.0,112.500742259,112.9,110.936161321,116.960695633,96.2,119.7,106.991003274,119.2,115.272502158,31503.8951365,95.0,11.0,121.0,9025.0,7,0.121199916114,0.0153873695267,0.0407138823166,0.595443702477,0.0133840730298,0.0,0.129766719742,0.0,0.0841043367924
77282,1071.0,9,3.3,21.0,5.0,71005.0,0.0,120.892341422,143.4,99.8796296069,116.201049468,110.3,123.978995115,108.081317466,120.126058632,116.046304064,18340.9416814,95.0,11.0,121.0,9025.0,2,0.0259671650419,0.0,0.0337791285236,0.686540406228,0.0,0.0306471853685,0.0691872960822,0.0760686002389,0.0778102185159
77291,1072.0,9,1.9,21.0,2.0,19824.0,0.0,116.392621557,143.4,92.5124662212,116.680909091,115.563494577,113.373846154,107.877855478,119.2,101.192227297,9448.08985503,95.0,11.0,121.0,9025.0,1,0.083628406356,0.0,0.0135310055147,0.4598416215,0.0602818783788,0.140610246654,0.104888460036,0.0,0.137218381561
77300,1073.0,9,2.1,21.0,4.0,42915.0,0.0,114.205202484,143.4,104.018509521,115.57379373,112.912658026,138.355291854,96.5851417991,119.289959352,104.951599873,40163.904876,95.0,11.0,121.0,9025.0,9,0.0830814280105,0.0,0.0791157930703,0.353939332911,0.0968251463918,0.0239260422454,0.154261541809,0.090092282804,0.118758432758
77309,1074.0,9,2.0,21.0,4.0,81892.0,1.0,114.3,178.0,117.509005114,114.390747076,111.620462162,134.838419618,95.2324406575,114.655066079,103.366578789,29212.9215923,95.0,11.0,121.0,9025.0,6,0.0,0.0120377796099,0.12153390926,0.448442169903,0.0507032037982,0.113833237009,0.0925682111027,0.0364169445536,0.124464544763
77318,1075.0,9,1.5,21.0,3.0,24905.0,1.0,115.002035552,160.643427632,107.043964931,112.624931269,110.313032941,112.8,95.7613914447,123.1,110.047916467,24935.4082903,95.0,11.0,121.0,9025.0,5,0.164942881543,0.10857153991,0.0143728960553,0.385162376802,0.0730897656159,0.00276861277702,0.120853589434,0.00250596438037,0.127732373482
77327,1076.0,9,2.3,21.0,4.0,74392.0,0.0,121.9,143.4,103.537963374,115.444554455,117.2,118.69385463,104.851513797,115.10237886,107.736307899,35110.7786947,95.0,11.0,121.0,9025.0,8,0.00077583133983,0.0,0.0817989020332,0.378034804978,0.0966059675451,0.0734063343575,0.121621764866,0.139542187387,0.108214207493
77336,1077.0,9,1.5,21.0,3.0,25939.0,0.0,117.075985417,143.4,93.9982503908,149.217153902,117.2,105.21948718,64.1936241611,119.2,107.0645639,26908.4709491,95.0,11.0,121.0,9025.0,5,0.194236420103,0.0,0.0198291461831,0.427519423469,0.00292502985466,0.250146423667,0.0162022012456,0.0,0.0891413554783
77345,1080.0,9,1.5,21.0,3.0,87657.0,0.0,112.239170188,143.4,108.736033303,116.436609981,97.1999999999,105.220710447,107.07892727,119.2,111.405184205,58559.7898552,95.0,11.0,121.0,9025.0,10,0.0158222788821,0.0,0.0657269797868,0.298633585664,0.0504023842966,0.337270281871,0.143927951375,0.0,0.0882165381242
77354,1081.0,9,1.6,21.0,2.0,18430.0,0.0,115.37875803,106.9,102.154314513,114.945935705,96.2,117.821183982,107.698092998,120.559930313,112.05701856,22613.9645725,95.0,11.0,121.0,9025.0,4,0.111905538858,0.00482471056448,0.0682865110843,0.47132492857,0.000582674302695,0.0616408419251,0.150977889571,0.0594782017988,0.0709787033262
77363,1082.0,9,1.0,21.0,1.0,15990.0,0.0,115.692414387,143.4,106.4,116.635048943,117.2,115.455172414,91.4650420167,123.1,105.915999999,20409.729314,95.0,11.0,121.0,9025.0,3,0.133818797003,0.0,0.00300382848055,0.646921406337,0.00123955715456,0.0183924984285,0.0319880497215,0.00918492019525,0.155450942677
77372,1083.0,9,1.0,21.0,1.0,28427.0,0.0,114.726585461,112.9,104.369333384,116.558112831,96.2810289391,112.8,111.164948539,117.307518436,98.8760437152,51612.247069,95.0,11.0,121.0,9025.0,10,0.0382815444999,0.0326070224176,0.0541575807476,0.4853892346,0.0423456615375,0.00376199718343,0.187762316122,0.0505895823294,0.105105060563
77381,1084.0,9,2.5,21.0,4.0,34519.0,0.0,113.957811204,112.037584243,102.46184932,113.314349776,103.45,140.178740317,110.512942984,118.099148936,107.935188366,18280.2495781,95.0,11.0,121.0,9025.0,2,0.185027625167,0.0269537060797,0.0661814460729,0.406867905018,0.00369054421432,0.0856127676902,0.0589974838495,0.0481979280716,0.118470593838
77390,1146.0,9,2.1,21.0,4.0,37409.0,0.0,113.932029925,143.4,107.593465171,117.02136825,108.167072561,142.645998639,93.6200486017,114.1,104.010518466,32775.8629441,95.0,11.0,121.0,9025.0,7,0.106205787809,0.0,0.0899819033302,0.436489501053,0.0554070824891,0.0458726624817,0.0395253706809,0.0245121672891,0.202005524867
77399,1147.0,9,1.0,21.0,1.0,36848.0,0.0,114.547429828,108.046651093,106.880085936,117.27955345,110.3,118.3,112.4,119.2,118.321159487,33305.2046169,95.0,11.0,121.0,9025.0,7,0.119887970387,0.0176642784861,0.0342264469432,0.719249979145,0.0,0.00979418739406,0.00382167652468,0.0,0.0953554611189
77408,1148.0,9,1.0,21.0,1.0,13774.0,0.0,115.659660635,102.8,105.742584817,117.227466949,110.3,141.377686193,101.726914754,123.1,111.674196071,32170.9425243,95.0,11.0,121.0,9025.0,7,0.161738555272,0.0126898624983,0.0798242881778,0.306322191627,0.0,0.0429448252965,0.107386754125,0.130379111583,0.15871441142
77417,1149.0,9,1.8,21.0,5.0,31213.0,0.0,114.60840978,143.4,105.535126775,115.865566887,96.2,114.053315729,102.439062401,115.336421724,96.6334144424,26823.7741954,95.0,11.0,121.0,9025.0,5,0.0659838422459,0.0,0.0655195272746,0.28788160107,0.0138626589347,0.107537987059,0.25104305417,0.0243049412535,0.183866387993
77426,1150.0,9,1.0,21.0,1.0,13035.0,0.0,115.468715029,143.4,106.35,114.685955056,110.3,119.6,112.4,117.747743136,114.050064935,17014.5555784,95.0,11.0,121.0,9025.0,2,0.0171372594915,0.0,0.0,0.697846779634,0.0,0.0474727023689,0.00748075481886,0.118385480762,0.111677022926
77435,1151.0,9,1.8,21.0,5.0,15585.0,1.0,114.615242003,178.0,102.935249569,115.672727273,110.3,110.43991408,98.5612727656,123.1,103.966319276,21258.6557827,95.0,11.0,121.0,9025.0,3,0.0914744414497,0.0377177032152,0.0118584681417,0.377516238728,0.0,0.346462664495,0.0431669782651,0.00280220795502,0.0890012977485
77444,1153.0,9,1.0,21.0,1.0,14072.0,0.0,118.4,143.4,102.4,110.717480136,110.3,119.7,112.4,119.2,111.904417896,22611.5978983,95.0,11.0,121.0,9025.0,4,0.0720406637486,0.0,0.0063139010331,0.812185744436,0.0,0.0,0.0056290457316,0.0,0.103830645049
77453,1154.0,9,1.0,21.0,1.0,8736.0,1.0,115.955203984,178.0,106.35,114.602813299,110.3,119.7,96.9,119.2,110.789830258,13764.7002458,95.0,11.0,121.0,9025.0,1,0.198981752167,0.0705686976427,0.0,0.710561958865,0.0,0.0,0.0,0.0,0.0198875913254
77462,1155.0,9,1.0,21.0,1.0,12838.0,0.0,113.408656884,143.4,109.279579768,117.35475005,109.502695342,111.5,114.985685619,123.1,111.769598668,31628.0138039,95.0,11.0,121.0,9025.0,7,0.121423943809,0.0,0.0234427479048,0.661849134396,0.0357774350775,0.00491121900496,0.0518653501886,0.0550032926878,0.0457268769302
77471,1156.0,9,1.5,21.0,3.0,100185.0,0.0,115.433992351,112.9,111.590412607,122.571808878,96.2,119.163172052,108.251773546,123.1,109.829073621,74437.2843333,95.0,11.0,121.0,9025.0,10,0.100090910894,0.0439081347407,0.230817318569,0.297346552999,0.0123989739357,0.00690019122378,0.210555874405,0.0281991961168,0.0697828471151
77480,1157.0,9,1.5,21.0,3.0,64752.0,0.0,114.107472709,143.4,111.2,118.291060948,110.3,119.7,106.982417583,119.2,102.269869169,24770.2286512,95.0,11.0,121.0,9025.0,5,0.19501678718,0.0,0.0101899242763,0.621345515414,0.0,0.0,0.0967454747347,0.0,0.0767022983936
77489,1158.0,9,1.3,21.0,2.0,32561.0,0.0,114.05702967,112.9,107.754702017,115.285185509,103.839983925,117.219642857,104.586268912,114.1,110.424435243,35338.3816532,95.0,11.0,121.0,9025.0,8,0.122688194652,0.0106418570667,0.0219647729624,0.617114845601,0.0308159879695,0.00631157843778,0.0836677653567,0.0228512862187,0.0839437117357
77498,1159.0,9,1.0,21.0,1.0,56484.0,0.0,114.3,143.4,109.0,115.475841542,110.3,119.7,110.147148289,119.2,114.10239749,23000.1839801,95.0,11.0,121.0,9025.0,4,0.0,0.0,0.065012552142,0.837344871937,0.0,0.0,0.0376403570817,0.0,0.0600022188378
77507,1160.0,9,1.8,21.0,4.0,42952.0,0.0,113.831112865,143.4,101.450090488,115.686165577,96.9895561356,107.150600478,105.57319982,122.033333334,102.85358931,48595.0129862,95.0,11.0,121.0,9025.0,9,0.0716232526939,0.0,0.0361176754725,0.196893641333,0.0307705930672,0.518116861698,0.0600760496363,0.00385763318984,0.0825442929095
77516,1161.0,9,1.3,21.0,2.0,12049.0,1.0,114.19014276,178.0,100.559780638,116.259927141,110.3,119.7,89.4470236114,119.2,110.228900535,20863.3246302,95.0,11.0,121.0,9025.0,3,0.0679596943416,0.0675734532505,0.0267114507512,0.506334395697,0.0,0.0,0.121650697031,0.0,0.209770308927
77525,1162.0,9,1.0,21.0,1.0,16378.0,0.0,112.424216683,143.4,125.277312562,114.37262181,103.876166042,119.7,112.4,119.2,114.277878204,27551.3270697,95.0,11.0,121.0,9025.0,6,0.0584976407497,0.0,0.0108863832634,0.717411173444,0.150725753497,0.0,0.0046198035511,0.0,0.0578592454955
77534,1163.0,9,2.5,21.0,4.0,64993.0,1.0,111.617404482,148.972481058,107.727996834,115.684282232,108.715567227,128.701701293,111.647012389,122.073799876,102.978004627,58713.0175766,95.0,11.0,121.0,9025.0,10,0.0750704071439,0.0185210433115,0.101491257207,0.396110134526,0.0107774623873,0.109214734106,0.0713320780288,0.146431665724,0.0710512175648
77543,1164.0,9,1.5,21.0,3.0,19659.0,0.0,114.576399645,112.9,107.332469689,114.430168523,117.2,139.933653164,108.395269016,123.1,114.345203919,33451.6017438,95.0,11.0,121.0,9025.0,7,0.215936925113,0.0287820042257,0.0597975944286,0.456353105862,0.00504191621626,0.0483851415906,0.0891062762114,0.0147048142682,0.0818922220846
77552,1165.0,9,2.1,21.0,4.0,80502.0,1.0,114.359673284,178.0,104.724358205,115.283997415,96.2,112.8,106.556121391,118.134010023,109.75751291,45672.222069,95.0,11.0,121.0,9025.0,9,0.0962694723635,0.0439500507746,0.0721956187528,0.403643484347,0.00842406946263,0.00188945509067,0.160506194622,0.151430719398,0.0616909351898
77561,1166.0,9,1.5,21.0,2.0,13086.0,0.0,114.944192228,112.9,102.774290773,119.475920418,110.3,112.631880594,115.551616203,121.890078639,107.656537678,29718.1007064,95.0,11.0,121.0,9025.0,6,0.128526245908,0.0130331659447,0.0487391812562,0.416907044018,0.0,0.0465073647115,0.111556096271,0.0278056573008,0.206925244591
77570,1167.0,9,1.5,21.0,3.0,45200.0,1.0,115.22205891,147.100376418,105.092432064,114.310198264,114.208575504,107.044070735,106.353635514,123.1,100.884784759,72143.3836542,95.0,11.0,121.0,9025.0,10,0.0797342404128,0.0337199155199,0.0150535695012,0.261106676592,0.00872380494309,0.432931265838,0.0947027303527,0.041939152961,0.0320886438794
77579,1168.0,9,1.8,21.0,4.0,48366.0,1.0,114.91251616,123.438767101,102.721687828,115.868989797,107.306908119,137.854472885,103.489152436,118.198756474,106.363837632,31114.4776301,95.0,11.0,121.0,9025.0,7,0.0855632133454,0.028805405891,0.0911707957885,0.489605256635,0.0652162410711,0.0360174336417,0.0735803084324,0.0411802181841,0.0888611270112
77588,1169.0,9,3.1,21.0,4.0,57676.0,0.0,114.171363878,143.4,119.191088495,109.199064185,117.118866479,114.456587975,110.576137894,119.277269356,99.1933240113,41474.9533473,95.0,11.0,121.0,9025.0,9,0.11647687221,0.0,0.12856395023,0.311885068055,0.140510693713,0.102841048322,0.0386706385306,0.035432928516,0.125618800423
77597,1170.0,9,1.8,21.0,2.0,12640.0,1.0,114.085201725,167.205138398,107.982995004,114.901754386,117.2,115.540298507,98.0999894127,114.671568149,94.3012015202,32067.5541391,95.0,11.0,121.0,9025.0,7,0.0709416599897,0.0852687307783,0.112618521805,0.370526886299,0.0440948242929,0.00751253381611,0.0285054402537,0.0664801717909,0.214051230975
77606,1171.0,9,1.5,21.0,3.0,46104.0,1.0,113.748359585,159.555192984,110.446179424,116.441494845,113.80923012,140.817068645,105.356826109,117.714231974,98.0195817796,39981.0209768,95.0,11.0,121.0,9025.0,8,0.12931889999,0.068256464909,0.0195475774503,0.161837268629,0.0371720680562,0.0465354150505,0.242816759461,0.233647563583,0.0608679828716
