,ident_men,ocde10,vag,typmen,revtot,fumeur,niveau_vie_decile,p1,p10,p11,p12,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,1,2,3,4,5,6,7,8,9,10,11,12
14279,120.0,1.79999995232,10.0,4.0,69472.0,1.0,10.0,103.204839506,102.6,103.94829319,100.56461397,107.569170579,94.5703792278,101.132464725,101.039291063,101.0691464,103.905895953,93.7317051509,102.547974583,54440.8018956,31.0,7.0,49.0,0.047121354202,0.0219006124255,0.0786583803791,0.513825329033,0.0785320152736,0.0427061875847,0.0226913235287,0.0209335104878,0.0176347674237,0.0,0.141166180045,0.0148303396172
14291,121.0,1.0,10.0,1.0,67272.0,0.0,10.0,102.723733599,102.6,104.6,102.952862069,106.4,95.0,105.057106907,103.169883209,100.207042254,106.6,93.7551470587,102.3,42665.2742142,31.0,7.0,49.0,0.160899180795,0.0,0.0211708777019,0.534531011787,0.156778689597,0.00996309891971,0.0,0.0116143535945,0.0142518157284,0.0,0.0,0.090790971877
14303,122.0,1.0,10.0,1.0,64247.0,0.0,10.0,102.056076423,102.6,104.4,102.431744152,105.8,95.2,100.757090189,103.4,100.556234719,106.6,94.0929464287,102.3,46177.1639404,31.0,7.0,49.0,0.125354420634,0.0198194527574,0.0,0.627719504815,0.00823703172188,0.053028175683,0.0,0.0441866876908,0.00338858675052,0.0,0.020582234931,0.0976839050156
14315,123.0,1.0,10.0,1.0,10916.0,1.0,4.0,103.09044898,102.6,104.4,102.384957265,106.660365853,102.1,101.171293233,104.084045584,99.8,106.6,93.7,102.6,20399.2129767,31.0,7.0,49.0,0.136934354567,0.0540023724859,0.00768108972183,0.645137714583,0.0881445045816,0.00542961393747,0.0,0.00611755440469,0.00814166017779,0.0,0.0101055890822,0.0383055464579
14327,124.0,1.0,10.0,1.0,37679.0,0.0,10.0,106.750152323,102.6,104.4,101.133029613,106.4,99.281604426,100.863793282,96.8391648823,99.8,103.8,93.7488584474,102.3,45154.7095103,31.0,7.0,49.0,0.132611568449,0.0,0.0210826176946,0.424025640914,0.132451040214,0.00114910489673,0.0518058814365,0.0265071476911,0.00446843346287,0.0,0.140967776232,0.0649307890091
14339,125.0,1.0,10.0,1.0,19056.0,0.0,7.0,102.7,102.6,104.6,99.0675331046,106.4,95.2,100.423720495,98.0913407821,100.8,114.4,93.7,102.3,14834.6089109,31.0,7.0,49.0,0.0,0.0,0.0,0.570834723895,0.0618128070823,0.0,0.0395959557927,0.0324825605009,0.111679171168,0.0,0.0,0.183594781561
14351,126.0,1.0,10.0,1.0,9147.0,0.0,2.0,102.399730094,102.6,104.4,102.95834039,106.4,95.0,101.243607481,100.7,101.044849197,104.180147059,93.7,102.6,13844.7812162,31.0,7.0,49.0,0.061022761591,0.0,0.0304335889168,0.557900373832,0.0,0.184002660304,0.0252518696537,0.0180274853388,0.00396565480284,0.0,0.00545382316687,0.113941782394
14363,127.0,2.0,10.0,4.0,41221.0,1.0,8.0,102.208726722,102.6,103.719438962,103.126004173,104.079929162,95.2,101.304557258,100.447016828,99.8,121.113383077,93.7,98.8260496998,24562.0386878,31.0,7.0,49.0,0.107181361327,0.0289541897702,0.0,0.31027965924,0.05112398897,0.0150109927794,0.164811659979,0.0127018462091,0.0326074969798,0.0,0.173078601539,0.104250203205
14375,128.0,1.5,10.0,3.0,24747.0,1.0,7.0,103.591781874,102.6,104.6,102.784055727,107.08663446,94.0,101.15583354,103.4,99.8,106.6,93.7,102.3,14684.0388017,31.0,7.0,49.0,0.134791946332,0.0473453390115,0.016379591605,0.725431084232,0.00534924624416,0.00928702175687,0.0,0.01513613485,0.00710410026458,0.0,0.0,0.0391755357017
14387,129.0,2.09999990463,10.0,4.0,40931.0,1.0,8.0,102.274648416,102.6,103.112411238,102.256807114,105.058849077,94.3838383838,100.191766385,102.799375,100.640659341,117.499245852,93.7,94.0609073959,21865.1421038,31.0,7.0,49.0,0.132421880648,0.0336829766247,0.0170335101895,0.392593695471,0.0133878612799,0.0276858099397,0.0556767576268,0.00817327896393,0.0961956589555,0.00121064547681,0.0845446185224,0.137393306302
14399,130.0,1.0,10.0,1.0,10562.0,0.0,3.0,101.943777614,102.6,104.6,102.801872659,106.4,94.3139534884,100.453686868,102.838566553,99.8,106.6,93.7,102.314913958,18623.2349352,31.0,7.0,49.0,0.166277846246,0.0,0.012160813099,0.631212399102,0.0201490253802,0.0053044389699,0.0,0.0112008516618,0.0770934668276,0.0,0.0,0.076601158715
14411,131.0,1.0,10.0,1.0,26739.0,0.0,9.0,101.408815166,102.6,106.190333919,102.272032193,103.734741784,95.7434714618,101.488110137,102.508571428,100.8,111.268860573,93.7,103.397693672,35062.9027023,31.0,7.0,49.0,0.0343055463294,0.010201267827,0.0480299314514,0.315675699184,0.00511354067312,0.0,0.399896687948,0.0238487433548,0.0661967632085,0.0,0.0777984583743,0.0189333616517
14423,132.0,1.5,10.0,2.0,7866.0,1.0,1.0,103.083496094,102.6,104.4,102.078636364,109.2,95.0,100.940568687,101.65412844,101.075912409,101.928640192,93.7,105.217955801,19591.7920931,31.0,7.0,49.0,0.07945555705,0.0268568360742,0.0245977968753,0.575495145124,0.00950019712214,0.0604724941786,0.109035416793,0.0148160747172,0.0676307420867,0.000810674206622,0.0213296076317,0.00999945814088
14435,133.0,1.0,10.0,1.0,29191.0,0.0,10.0,103.516511036,102.6,104.11123155,100.478087703,106.4,95.2,100.59482453,101.432718014,100.8,103.263694676,93.9051724141,101.330467739,40766.1052378,31.0,7.0,49.0,0.0658924736838,0.0,0.0,0.273891187409,0.0493535627734,0.0,0.0491538597441,0.00777590073793,0.182120474686,0.0,0.127478414209,0.244334126758
14447,134.0,1.79999995232,10.0,4.0,35808.0,1.0,8.0,103.155949065,102.6,103.757356816,103.033490929,109.2,95.0,101.410950879,104.062025316,99.8,100.171364397,93.7,76.8129375277,42784.3383091,31.0,7.0,49.0,0.0372044528771,0.00259484882471,0.113065601711,0.28511114325,0.0275886607164,0.00467745128436,0.189480296904,0.0300787464106,0.0402267789686,0.0,0.112223751455,0.157748267599
14459,135.0,1.5,10.0,2.0,36331.0,0.0,9.0,102.35597503,102.6,104.6,102.971133051,106.4,96.7538062972,101.501570181,103.4,101.2,102.1,93.7,102.103026316,27188.0862929,31.0,7.0,49.0,0.094047192468,0.0,0.0810065341735,0.661360558079,0.00590377090084,0.0184240227781,0.00724884259397,0.0367646653795,0.0255790674421,0.0,0.0,0.0696653461841
14471,136.0,1.0,10.0,1.0,11216.0,0.0,3.0,102.900787401,102.6,104.4,102.5,106.4,94.4296875002,101.116344267,100.7,100.8,102.1,93.7,96.2501760564,17861.4128416,31.0,7.0,49.0,0.00810676640749,0.0,0.00943590261113,0.395213252291,0.0,0.0,0.107797015416,0.0139735077291,0.130946771447,0.0,0.323159754583,0.0113670295143
14483,137.0,1.5,10.0,5.0,59143.0,0.0,10.0,103.239337877,102.6,104.246778386,102.214136733,105.651208244,94.6553544496,101.512494781,101.8,100.8,103.668898561,93.7,98.1343992691,38761.435165,31.0,7.0,49.0,0.0201390547609,0.0812747043378,0.0300290577551,0.326075823397,0.0218285100124,0.0,0.132064120219,0.0157137742871,0.0516768064735,0.0,0.301371975532,0.0198261732246
14495,138.0,1.79999995232,10.0,5.0,16672.0,0.0,3.0,101.973965427,102.6,104.6,102.132344214,106.4,94.0,99.9383691674,99.2237092389,100.8,110.70661157,93.7,101.14573991,14834.5356652,31.0,7.0,49.0,0.081511563715,0.0,0.0140042926689,0.648049077271,0.0705997080169,0.0,0.0524194139388,0.0109162685972,0.0343890897491,0.0543948492904,0.0,0.0337157367532
14507,139.0,1.0,10.0,1.0,20457.0,0.0,8.0,104.846456693,102.6,105.051328904,102.167840152,106.4,95.570021479,101.395391345,101.501157895,99.8,110.637037037,93.8046920823,104.279296066,29624.6884101,31.0,7.0,49.0,0.0586530935052,0.0,0.14485045315,0.427600529482,0.0410687381932,0.00377245107327,0.0187430682954,0.0209701370524,0.0447573483341,0.0,0.0974202616163,0.142163919297
14519,140.0,1.79999995232,10.0,4.0,37065.0,0.0,8.0,103.048824383,102.6,102.826009317,102.860912425,106.4,94.7707779885,101.339854819,98.1174332344,100.8,114.4,93.7,105.078833334,23215.8348282,31.0,7.0,49.0,0.0939922777906,0.0,0.0830258077649,0.541483948713,0.0413118495428,0.0,0.0164246146926,0.00797801726634,0.0394153566484,0.0,0.0369407462295,0.139427381352
14531,141.0,1.79999995232,10.0,4.0,44284.0,0.0,9.0,101.660484848,102.6,103.805136742,99.4411582794,106.4,94.7524841914,101.206504509,103.4,101.53168579,101.126618515,93.7,101.769716775,38294.9317392,31.0,7.0,49.0,0.0272916565846,0.0,0.0211457511237,0.315147647201,0.00267540937355,0.0164011953328,0.423387051888,0.0157122632425,0.027419602866,0.00877873018163,0.0731137074888,0.0689269847172
14543,142.0,2.09999990463,10.0,4.0,33770.0,1.0,7.0,102.718545776,102.6,104.4,100.689327676,103.292967033,94.8180914509,101.220019198,99.4863369655,100.8,106.6,93.7,101.259061604,17985.7048187,31.0,7.0,49.0,0.10254359933,0.0202295896373,0.0350703849635,0.491264136196,0.121354673864,0.0,0.0,0.0104185599644,0.101463465324,0.0,0.00929752776461,0.108358062956
14555,143.0,1.5,10.0,3.0,193351.0,0.0,10.0,102.195900939,102.6,104.4,101.461990515,99.9,95.4100407055,115.456473172,100.872317843,100.491797557,117.390514577,93.7760383387,101.350954806,87489.200108,31.0,7.0,49.0,0.10173512829,0.0181192393245,0.0591563076374,0.32264956398,0.0340191316089,0.0435680679587,0.0728975690688,0.0130352861234,0.0328625673501,0.0,0.00579015451011,0.29616698415
14567,144.0,1.0,10.0,1.0,11281.0,1.0,4.0,103.092293115,102.6,102.5,102.392307692,109.2,95.0,101.290651479,99.9,100.8,106.6,94.3,105.1,20006.1785056,31.0,7.0,49.0,0.090214536534,0.0391150770556,0.0200735871918,0.712118440941,0.0214448105108,0.0,0.0,0.0,0.0544064089069,0.0,0.054815522061,0.00781161679794
14579,145.0,2.40000009537,10.0,4.0,18500.0,0.0,2.0,103.754852849,102.6,102.5,100.90237176,106.4,94.8091836732,101.479870685,100.7,101.6,124.4,93.7,102.3,13367.5331561,31.0,7.0,49.0,0.056754739437,0.0,0.0402209973646,0.648744282353,0.0,0.0141827908376,0.0634604840394,0.0114990822302,0.0272960096617,0.000866355303612,0.0614913321939,0.07548392658
14591,146.0,1.79999995232,10.0,4.0,55453.0,1.0,10.0,103.674841018,102.6,103.567319277,101.596024896,105.893200363,95.4660864978,101.048410304,98.9886834872,100.900866666,101.143638732,93.7,72.130192544,50257.2884539,31.0,7.0,49.0,0.0634203789243,0.0204751163584,0.0275966315366,0.282794136327,0.0566703100591,0.115818286829,0.0981644816852,0.0233305604864,0.0370371231825,0.0,0.0967689029902,0.177924071621
14603,147.0,1.0,10.0,1.0,33757.0,0.0,10.0,103.940317576,102.6,104.4,102.700504578,105.8,94.5568893527,101.631128685,103.4,99.8,122.462084257,93.7,102.3,62290.7366519,31.0,7.0,49.0,0.10028536985,0.238503619004,0.0810011756778,0.397731850505,0.00407083283592,0.010508476489,0.0186120325194,0.0136874664359,0.00696313201603,0.0,0.0138918578527,0.114744186814
14615,148.0,1.5,10.0,3.0,75977.0,0.0,10.0,103.564149549,102.6,104.4,101.584990578,105.8,95.7638851502,103.740655557,101.240894665,99.8,103.82596943,93.7,101.020755954,108808.500198,31.0,7.0,49.0,0.0945435348574,0.00829284162882,0.035964602938,0.35216528536,0.155764990084,0.00871815983223,0.160234870592,0.00796975204187,0.0384917665107,0.0,0.064026416379,0.0738277797749
14627,149.0,2.09999990463,10.0,4.0,37317.0,0.0,7.0,102.412989324,102.6,103.621502165,102.094184251,105.8,97.4636672968,100.826332288,100.149552132,100.840656729,101.764013119,93.7,105.957553957,37237.8168036,31.0,7.0,49.0,0.0327757446774,0.0451174950432,0.0890720555651,0.355209090569,0.04570859752,0.0590667504898,0.0551277546736,0.0105884181192,0.0170785253092,0.021671124743,0.102641599926,0.165942843364
14639,150.0,1.0,10.0,1.0,27959.0,0.0,9.0,102.575691938,102.6,102.966607774,102.55412088,106.4,95.0,101.205090329,103.4,99.8,106.6,93.7,101.508462455,25183.5438248,31.0,7.0,49.0,0.0752443547799,0.0,0.0190838199038,0.739463901389,0.0125609259371,0.0147792151779,0.0,0.00828303170611,0.045728413088,0.0,0.0269368115118,0.057919526505
14651,151.0,1.0,10.0,1.0,25882.0,0.0,8.0,104.691696428,102.6,104.6,99.8979237083,105.8,94.5000000002,101.247425629,103.4,99.8,99.1,93.7,102.3,55060.1222616,31.0,7.0,49.0,0.0231921279434,0.0270220916981,0.00875252183494,0.439791159579,0.00120950513853,0.000906133563945,0.43772161652,0.00832149772918,0.00284189935434,0.0,0.0,0.0502414466388
14663,152.0,1.0,10.0,1.0,21354.0,1.0,8.0,103.510457516,102.6,102.881993007,99.0734299518,105.718933334,95.2,101.046237954,100.401452785,100.8,114.4,93.7,102.6,17398.53649,31.0,7.0,49.0,0.0902362354743,0.072388730104,0.0,0.613766839799,0.0304003706637,0.0,0.0101208871132,0.0406798165564,0.00765244169551,0.0,0.0394030564219,0.0953516221719
14675,153.0,1.79999995232,10.0,4.0,41173.0,0.0,9.0,102.89407062,102.6,104.4,100.749189815,101.356636156,95.1072186468,101.566283305,97.6795710267,100.932879695,116.570949433,93.7415105217,99.4268060837,35297.8840098,31.0,7.0,49.0,0.107740569112,0.0231000372545,0.119140778143,0.324992894159,0.0573257799615,0.0577002069897,0.0784103396558,0.0497340492331,0.056816646495,0.0,0.0342186378559,0.0908200611414
14687,154.0,1.0,10.0,1.0,10391.0,0.0,3.0,102.727833753,102.6,102.917270789,102.802422146,106.4,95.0,101.8,99.9,99.8,102.1,94.3,98.9,14091.0514135,31.0,7.0,49.0,0.064244632608,0.0,0.0418623788204,0.557559609881,0.125332127616,0.00573589250584,0.00100336747216,0.0,0.0,0.0,0.0398911028595,0.164370888238
14699,155.0,1.0,10.0,1.0,22329.0,0.0,9.0,103.052608852,102.6,104.4,103.114449166,106.4,95.5006882106,101.659532935,99.9733035465,100.179249292,101.915312916,93.889992532,96.4143979994,48466.6957816,31.0,7.0,49.0,0.0653739732578,0.0,0.0907929906718,0.458094348168,0.0946242507873,0.0581407545979,0.0398324713086,0.0251656324697,0.0792684742827,0.0,0.00440172787248,0.0843053765834
14711,156.0,2.0,10.0,4.0,68658.0,0.0,10.0,103.217987487,102.6,104.4,101.400537345,103.469451372,94.7223910843,101.292798489,100.199460813,99.8,110.0619212,94.1165349543,100.972063621,38749.2554197,31.0,7.0,49.0,0.0564345398107,0.017378145287,0.0167692285604,0.351399254395,0.0858156528344,0.0402361157296,0.220996091169,0.0773398314939,0.0434278292715,0.00687574379669,0.019176746522,0.0641508211304
14723,157.0,1.0,10.0,1.0,56403.0,0.0,10.0,103.974176408,102.6,103.388656195,100.106997818,106.4,95.0,101.470401353,99.9683966041,100.8,106.6,93.7,102.3,44850.8218687,31.0,7.0,49.0,0.0478419596422,0.0,0.0566893081767,0.469434065033,0.17826433968,0.0,0.0,0.00556481642914,0.00348879506296,0.0,0.0612478442971,0.17746887168
14735,158.0,1.0,10.0,1.0,38956.0,0.0,10.0,103.459875,102.6,104.601284109,100.86772896,106.4,95.0,100.365164573,99.9724014336,99.8,118.448643919,93.7,97.3,46438.7918954,31.0,7.0,49.0,0.0392824726284,0.0,0.0129576002009,0.410425813902,0.0153884483588,0.322113610321,0.0316355980818,0.00388378305502,0.00703456193102,0.0,0.0643152148886,0.0929628966318
14747,159.0,2.0,10.0,4.0,105137.0,0.0,10.0,103.083615525,102.6,103.761664938,102.451769547,99.9,95.0,101.65132846,100.7,101.385447898,104.589480693,93.7091738197,101.052372583,33724.7779866,31.0,7.0,49.0,0.0648931362764,0.0275856408928,0.0359193126043,0.505768735578,0.0,0.0404610938954,0.0143110524694,0.0503462924302,0.0926326677974,0.0,0.119959766866,0.0481223011912
14759,160.0,1.0,10.0,1.0,7878.0,1.0,1.0,102.767206478,102.6,104.4,99.1624721606,109.2,95.0,101.28238699,100.7,100.8,102.1,93.7,101.911111111,10707.4159989,31.0,7.0,49.0,0.0263009856448,0.0128603144973,0.00565669085398,0.670543258691,0.0,0.0,0.0304901648636,0.0612517506399,0.0657618016004,0.0,0.0151110865348,0.112023946674
14771,161.0,1.0,10.0,1.0,24735.0,0.0,9.0,102.807950367,102.6,103.006971154,101.609145693,106.4,94.9278654049,101.241843728,101.633827287,100.8,102.634349776,93.7,103.510979929,33400.1307594,31.0,7.0,49.0,0.0742797564222,0.0,0.187452675352,0.345789112084,0.0750385103918,0.0,0.128723751143,0.0112362070754,0.0348077744974,0.0,0.0298553219844,0.112816891051
14783,162.0,1.0,10.0,1.0,10193.0,0.0,3.0,102.724431613,102.6,104.6,101.857882353,106.4,95.0,101.681340492,103.4,100.026178011,106.6,93.7,101.900248139,42765.4107473,31.0,7.0,49.0,0.0738760429481,0.0,0.0169032021642,0.767063448729,0.00922358202801,0.0846747074768,0.0,0.00877556836238,0.0129346121857,0.0,0.0,0.0265488361052
14795,163.0,1.0,10.0,1.0,23095.0,0.0,9.0,103.294494922,102.6,103.683220721,99.9266300081,106.4,95.0,100.885033693,102.270588235,101.218936605,105.598080458,93.7247379456,95.5676785716,30206.7084062,31.0,7.0,49.0,0.0706203931887,0.0,0.0339565331137,0.418051262839,0.0281094061566,0.0807671660449,0.208371075246,0.0431525948579,0.0254463582528,0.0,0.0352335304787,0.0562916798228
14807,164.0,1.5,10.0,2.0,14013.0,1.0,3.0,102.307747396,102.6,104.4,103.50140118,109.2,94.9252110428,101.075751441,95.5834170855,100.8,102.1,93.7105571847,99.7369736486,27672.9259307,31.0,7.0,49.0,0.0421895237499,0.0235854750449,0.278063775666,0.306126219693,0.00613971599248,0.0,0.0171853101894,0.00748305133629,0.121719592902,0.000880039194692,0.0220882696537,0.174539026579
14819,165.0,1.5,10.0,3.0,69458.0,1.0,10.0,103.076559273,102.6,104.364359407,102.17738255,105.779205347,94.5429285045,100.670747174,100.745107795,100.8,102.437037037,93.80295602,91.5602760734,38873.9522951,31.0,7.0,49.0,0.0946748390829,0.0775548228034,0.0723263037777,0.369286177482,0.0662184339541,0.0,0.0743934248438,0.0216669205091,0.0460426071492,0.0,0.109573447538,0.0682630228602
14831,166.0,3.0,10.0,4.0,27629.0,0.0,2.0,102.463760049,102.6,103.813287185,98.2658186784,106.4,94.5997363564,101.153041948,100.316932457,100.328112066,109.910219586,93.9389463321,95.9538964786,60852.103092,31.0,7.0,49.0,0.0201977464231,0.0,0.0273574292357,0.117066030481,0.0149565662439,0.0171684257168,0.0676537817918,0.060804400663,0.078149621481,0.0435047926593,0.0388858400693,0.514255365235
14843,167.0,1.79999995232,10.0,4.0,32285.0,0.0,7.0,102.763579109,102.6,103.739253731,102.863316734,99.9,94.8366896552,101.314699483,103.348971193,99.8,119.797274276,93.7,100.701983664,28320.7565346,31.0,7.0,49.0,0.145600676024,0.00286592170391,0.0936310633659,0.285489723316,0.0244191457125,0.0134669881673,0.148003330761,0.0110428663585,0.0230751477898,0.0,0.0787615153068,0.173643621495
14855,168.0,1.0,10.0,1.0,11905.0,0.0,4.0,103.155367847,102.6,102.710495627,102.698928571,105.8,94.5114942531,101.485128923,94.9,101.373121564,106.6,93.7,96.5514403295,21726.879607,31.0,7.0,49.0,0.0962938293285,0.00548761208436,0.0738140813848,0.45569823167,0.0413201800891,0.0751814514567,0.0,0.103177485874,0.0767573430959,0.0,0.0378419369643,0.0344278480528
14867,169.0,1.5,10.0,3.0,20298.0,0.0,5.0,102.822501723,102.6,104.6,99.9183778234,105.8,94.7374517375,101.432624418,101.404301075,100.8,112.811586863,93.7671770335,97.3160207941,31934.6672939,31.0,7.0,49.0,0.138144467209,0.00841356394268,0.014238537838,0.479813391674,0.049727981914,0.0,0.174838935122,0.0198716221593,0.0606321574513,0.0,0.0,0.0543193426912
14879,170.0,3.0,10.0,4.0,35137.0,0.0,4.0,102.628830218,102.6,103.32924093,100.070596426,105.8,95.1735879723,101.406901311,100.905216285,101.123178808,106.181328848,93.7387738193,102.718670886,22052.4730441,31.0,7.0,49.0,0.0894262177981,0.00246215615087,0.0489804023126,0.216722515784,0.0152154757774,0.0159424776608,0.0231001091525,0.0664751601324,0.0196684798941,0.214768635474,0.200238791497,0.0869995783671
14891,171.0,1.0,10.0,1.0,25843.0,1.0,9.0,102.735324484,102.6,104.050020153,102.9803207,109.2,94.8138492872,101.559697004,99.32201382,99.8,104.008529946,93.7,107.284922861,35518.3687975,31.0,7.0,49.0,0.0435277706075,0.0314878950888,0.0910097189108,0.500175495606,0.0365256521311,0.00856852782607,0.019939272952,0.0490349301487,0.110214192298,0.0,0.0837182905829,0.025798253847
14903,172.0,1.0,10.0,1.0,32252.0,0.0,10.0,103.605338078,102.6,106.139782346,100.562155228,106.4,95.2,101.55202381,103.4,101.787287559,118.637440553,93.7069453376,102.245833333,41589.0113888,31.0,7.0,49.0,0.0924418686837,0.0,0.0,0.599564825807,0.000369525314017,0.0352933969112,0.0714838225224,0.0340582619829,0.0213863870507,0.0,0.0953308585041,0.050071053223
14915,173.0,1.0,10.0,1.0,19587.0,0.0,8.0,101.801736527,102.6,104.771338251,99.4211462161,106.4,95.0,101.743466425,100.7,100.8,120.181443299,93.7,72.8117437722,28204.8844265,31.0,7.0,49.0,0.0675074795642,0.0,0.0153589265097,0.309286853005,0.0,0.0,0.0839869369809,0.02451252992,0.136748637795,0.0,0.040326310343,0.322272325882
14927,174.0,1.5,10.0,3.0,25677.0,0.0,5.0,103.048617472,102.6,106.988013698,100.50372218,99.9,95.0,99.9576972696,101.023648103,101.2,105.317037606,93.7,102.930663616,29090.6338203,31.0,7.0,49.0,0.15402780046,0.0170098404325,0.0413696932773,0.421867520811,0.0363637287225,0.0202604302402,0.191902533945,0.00764024575125,0.0137460527981,0.0,0.0160403929968,0.0797717605646
14939,175.0,1.0,10.0,1.0,14459.0,0.0,5.0,102.140020367,102.6,104.4,101.231611479,105.8,95.0,100.840867931,103.4,102.005862923,120.092478632,93.7,99.5253172797,27329.8052973,31.0,7.0,49.0,0.0819341009637,0.022918949466,0.00799762136393,0.423824623303,0.00103092646523,0.0884294625518,0.0550250006112,0.0252974020807,0.154335927411,0.0,0.0285051557979,0.110700829983
14951,176.0,1.5,10.0,3.0,21153.0,1.0,6.0,102.782241888,102.6,104.4,100.509003216,106.953389831,94.1422818792,98.4799121792,100.243571429,99.8,124.4,93.7,100.348051948,38271.7588641,31.0,7.0,49.0,0.0673270776876,0.0759376967216,0.017087395867,0.745815520971,0.0343552082698,0.00688311284476,0.00886617373634,0.00363359472998,0.0165693154929,0.0,0.00181633592138,0.0217085677574
14963,177.0,2.59999990463,10.0,5.0,30246.0,1.0,4.0,102.94957265,102.6,102.627635517,100.191401869,109.2,95.1640677967,100.833852833,102.045495495,99.8,104.751236749,93.7,101.996563574,15015.2507565,31.0,7.0,49.0,0.153763126519,0.09751423356,0.0298487836524,0.455365030918,0.0145652718314,0.00204476522234,0.0465866251761,0.0245459872206,0.0102312354941,0.0,0.0923153895786,0.0732195508278
14975,178.0,3.5,10.0,5.0,44440.0,0.0,5.0,102.513946916,102.6,102.809010989,98.967626139,105.46107507,94.7070707069,101.237647344,101.781073446,100.877016129,104.116538068,93.7108825122,93.466367347,26461.3611009,31.0,7.0,49.0,0.100183732684,0.0195642693764,0.036594650837,0.264664108672,0.00979026798068,0.037407516589,0.298573784247,0.0363318366372,0.0363100522687,0.00725405196406,0.0235525407768,0.129773187968
14987,179.0,1.0,10.0,1.0,14846.0,0.0,6.0,102.97955298,102.6,103.113878608,101.662484157,103.420888889,95.6240029542,101.199261733,99.6426308033,101.6,114.4,93.7000000002,60.3,28896.5389839,31.0,7.0,49.0,0.047662942689,0.013075523988,0.0616967267991,0.389613774648,0.120283362336,0.0320796239854,0.0271328077584,0.0802570616516,0.079657788802,0.0,0.112069159685,0.0364712276576
14999,180.0,1.0,10.0,1.0,19781.0,0.0,8.0,103.081838075,102.6,103.380638853,99.9772167486,106.4,94.8405999303,101.338676236,103.4,100.8,103.8,93.7,101.518181818,22176.8385793,31.0,7.0,49.0,0.0469900933017,0.0,0.170222649698,0.447612381114,0.0302602977635,0.0,0.0689116980192,0.0375830605857,0.017701391654,0.0,0.0829033966281,0.0978150312354
15011,181.0,2.29999995232,10.0,4.0,46733.0,0.0,8.0,103.529073922,102.6,102.585971505,99.9922730683,100.985050505,95.0,101.073898181,99.6026627222,99.8,112.356298975,93.742689295,101.798853868,22172.2720969,31.0,7.0,49.0,0.162717315847,0.0326001486917,0.0125741959386,0.317865283302,0.0254648706179,0.00266109430891,0.0836274948239,0.0273647461691,0.0751481685495,0.00512328356877,0.150108570674,0.10474482751
15023,182.0,2.0,10.0,4.0,50632.0,1.0,9.0,103.178760769,102.6,104.783171841,100.553612815,107.467452135,95.0,101.530123948,103.4,99.8,119.453993,93.7,101.787185826,25508.873801,31.0,7.0,49.0,0.134892466927,0.0446993185192,0.030660868226,0.350508972425,0.00790734738215,0.00111484106931,0.0791833428319,0.0133016549296,0.0652964407421,0.0,0.118800501189,0.153634245758
15035,183.0,2.5,10.0,2.0,35260.0,1.0,6.0,102.571472965,102.6,102.835656402,101.051108214,109.2,94.5087890626,101.441728993,103.4,101.237434828,106.6,93.7000000002,97.9571428573,15241.2757254,31.0,7.0,49.0,0.192581450692,0.027941540237,0.035385710248,0.472217738313,0.00665495935393,0.0502280894181,0.0,0.0279462711182,0.0476584078016,0.000500196255406,0.0582226127163,0.0806630238456
15047,184.0,2.29999995232,10.0,4.0,53173.0,0.0,9.0,102.658121874,102.6,107.501199863,100.613847118,104.297155555,94.7883577488,100.248831996,102.502828619,99.7999999999,117.476182059,93.834463277,101.050943742,28258.3755039,31.0,7.0,49.0,0.189420967817,0.0290669803161,0.0525513941206,0.258083433265,0.0118424347009,0.00806016011163,0.0895056112485,0.00744200894329,0.115244431098,0.0,0.107581601738,0.131200976642
15059,185.0,2.0,10.0,4.0,45242.0,1.0,8.0,103.32077309,102.6,104.4,101.35094294,103.715740741,95.1469271082,100.326471531,102.174146341,101.2,110.623667069,93.7000000005,101.80481846,30417.811566,31.0,7.0,49.0,0.190543706814,0.0536612410608,0.0454301077262,0.304514854458,0.0258933770946,0.00424816315247,0.175148854667,0.0252896240982,0.0664910495766,0.0,0.0179673272349,0.0908116941175
15071,186.0,1.5,10.0,3.0,25100.0,1.0,7.0,106.167626208,102.6,104.6,100.443925926,106.199105915,95.2,99.7137977474,103.4,100.8,124.4,93.7,102.213043479,18431.6091089,31.0,7.0,49.0,0.191966267936,0.0883145598745,0.0,0.584662739036,0.00847692078443,0.0,0.0460712373044,0.00843443780547,0.00685118333618,0.0,0.0,0.0652226539218
15083,187.0,1.5,10.0,3.0,26974.0,0.0,7.0,102.977228271,102.6,104.4,100.32403599,103.349882721,95.2,100.173735162,96.8982905983,100.8,110.935211268,93.7,101.049731543,21772.9389605,31.0,7.0,49.0,0.189177980003,0.065763458292,0.0,0.525781718588,0.0367036352367,0.0,0.00558844218466,0.0153120985538,0.0626208513572,0.0,0.0354132348326,0.0636385809505
15095,188.0,1.0,10.0,1.0,45740.0,0.0,10.0,102.333356991,102.6,103.868599743,99.5330126276,106.4,96.997881356,101.113267744,99.9,100.8,115.407325747,93.7,73.8544597778,33636.5994501,31.0,7.0,49.0,0.047759377384,0.0,0.0646676751881,0.418607513474,0.00407392697153,0.0,0.0537259333647,0.0297345206668,0.121235995143,0.0,0.194156227248,0.0660388305601
