;elas_transports;elas_housing
1;-0.22652789008462892;-0.13340210082642698
2;-0.28846632890063123;-0.16998590656635984
3;-0.30613145015534726;-0.20558293599260502
4;-0.3307662942203029;-0.24931841668392096
5;-0.288001903855657;-0.3149484657379518
6;-0.17007118507667823;-0.42726679403315143
