;elas_transports;elas_housing
1;-0.20022713510613693;-0.26235182243481014
2;-0.23171843053398966;-0.33379244134527836
3;-0.2584144308007616;-0.31662718743115875
4;-0.26365493744436086;-0.30437180194967156
5;-0.2896658179873512;-0.30016357421875
6;-0.3030162625544973;-0.26193868801388404
7;-0.3055830823348256;-0.23909242322828886
8;-0.28948310688207574;-0.20771872184746296
9;-0.3148170568469661;-0.2005212502401383
10;-0.25620461374872505;-0.1927030810635412
