,ident_men,w1,w2,w3,p1,p2,p3,depenses_par_uc,depenses_tot,typmen,fumeur,strate,dip14pr,agepr,situapr,situacj,stalog,nenfants,nactifs,rural,petite_villes,villes_moyennes,grandes_villes,agglo_paris
3867,3304,0.025883275342645024,0.19913679109241042,0.7749799335649445,143.8,115.510688149,110.999251918,38841.04001617432,58261.560024261475,3,1,0,12,49,1,1,2,0,2,0,0,0,0,0
3868,3305,0.13431997607446694,0.0827324933181937,0.7829475306073393,143.8,113.508425949,123.484570445,12965.159996032715,12965.159996032715,1,0,0,60,44,1,0,3,0,1,0,0,0,0,0
3869,3306,0.0,0.1150140076566382,0.8849859923433618,143.8,114.119039257,112.0153889,8549.582615727964,19664.040016174316,4,0,0,44,48,1,1,2,2,3,0,0,0,0,0
3870,3307,0.06723792794024126,0.09276095562622566,0.840001116433533,143.8,118.377362854,122.474235041,19365.259994506836,19365.259994506836,1,1,0,70,57,1,0,1,0,1,0,0,0,0,0
3871,3308,0.047241134517234565,0.1888657628129037,0.7638931026698618,143.8,113.498308228,106.923322111,20180.153230349224,60540.45969104767,5,0,0,71,44,1,1,2,2,2,0,0,0,0,0
3872,3309,0.02781184864066517,0.11480175355523138,0.8573863978041034,143.8,115.775152586,111.387725251,30388.966615041096,45583.449922561646,3,0,0,33,54,1,5,1,0,1,0,0,0,0,0
3873,3310,0.0,0.1997429348428045,0.8002570651571955,143.8,115.664874787,107.897653456,14834.066691080729,22251.100036621094,3,0,0,31,58,1,4,1,0,2,0,0,0,0,0
3874,3311,0.13608188803490287,0.050426448286556305,0.8134916636785409,143.8,112.836934915,111.886134681,16081.639911651611,16081.639911651611,1,0,0,50,39,1,0,3,0,1,0,0,0,0,0
3875,3312,0.08803341357076562,0.17390037776939282,0.7380662086598416,143.8,113.721233576,113.111423665,19645.895121438163,41256.37975502014,4,1,0,31,30,1,1,2,2,2,0,0,0,0,0
3876,3322,0.0,0.18830800984255425,0.8116919901574458,143.8,114.207358744,115.663199672,10995.106682141623,16492.660023212433,3,0,0,71,71,5,5,1,0,0,0,0,0,0,0
3877,3323,0.0,0.24000600420673415,0.7599939957932659,143.8,114.718426557,114.312192624,11014.94664891561,16522.419973373413,3,0,0,50,55,1,1,3,0,2,0,0,0,0,0
3878,3324,0.052788591255562685,0.03928644302609512,0.9079249657183422,143.8,113.707375353,110.249699289,14775.919975280762,22163.879962921143,3,0,0,33,24,1,1,2,0,2,0,0,0,0,0
3879,3325,0.0,0.18809014179048925,0.8119098582095108,143.8,114.599610762,108.833131643,14205.599943796793,21308.39991569519,3,0,0,70,71,5,5,1,0,0,0,0,0,0,0
3880,3326,0.034738938590332724,0.1674911877960304,0.7977698736136368,143.8,120.953509193,121.4415218,21392.90000491672,38507.2200088501,2,0,0,20,49,1,0,2,2,1,0,0,0,0,0
3881,3327,0.0,0.2411266779630002,0.7588733220369998,143.8,115.680886273,123.126198123,10462.826622009277,15694.239933013916,3,0,0,71,66,5,5,1,0,0,0,0,0,0,0
3882,3328,0.07520484587484612,0.10160676024646655,0.8231883938786874,143.8,113.834461699,117.975581584,10371.672076797486,25929.180191993713,4,0,0,50,47,1,1,1,2,3,0,0,0,0,0
3883,3329,0.0,0.019571349531452578,0.9804286504685474,143.8,115.65723444,106.429515573,14506.920001983643,14506.920001983643,1,0,0,71,72,5,0,1,0,0,0,0,0,0,0
3884,3336,0.03215875534083785,0.14838049777487863,0.8194607468842835,143.8,114.38488295,115.003054352,12438.292333162748,16169.780033111572,2,0,0,50,36,1,0,3,1,1,0,0,0,0,0
3885,3337,0.20076973143049978,0.142198779612653,0.6570314889568472,143.8,114.072197623,108.573129928,17072.626646677654,25608.93997001648,3,0,0,50,46,1,1,1,0,2,0,0,0,0,0
3886,3338,0.12761132256403052,0.20194491676260898,0.6704437606733605,143.8,113.5198541,115.121334507,11083.655992126465,27709.139980316162,4,0,0,50,45,1,1,2,2,2,0,0,0,0,0
3887,3355,0.02759422887860022,0.14611144361260064,0.8262943275087992,143.8,114.281378655,117.076052592,6281.506690979004,9422.260036468506,3,0,2,71,83,5,5,1,0,0,0,0,0,0,0
3888,3356,0.0,0.20218993670169638,0.7978100632983036,143.8,113.676050517,123.087909134,19737.579983234406,19737.579983234406,1,1,2,71,47,1,0,3,0,1,0,0,0,0,0
3889,3357,0.031148729263401516,0.11224404698757524,0.8566072237490232,143.8,114.247140943,108.613111035,25041.14994239807,25041.14994239807,1,1,2,41,32,1,0,3,0,1,0,0,0,0,0
3890,3358,0.0,0.21174824326235253,0.7882517567376475,143.8,113.879942877,109.916668319,18333.97329203288,27500.959938049316,3,1,2,12,31,1,4,2,0,2,0,0,0,0,0
3891,3359,0.05890717509276097,0.23123633931396176,0.7098564855932773,143.8,114.071219034,107.483942061,8322.747820149298,19142.319986343384,2,1,2,50,40,1,0,3,3,2,0,0,0,0,0
3892,3360,0.0,0.12516534239407978,0.8748346576059203,143.8,114.149750077,106.174392878,7479.493300120036,11219.239950180054,5,0,2,70,68,5,0,3,0,0,0,0,0,0,0
3893,3361,0.06321784929755218,0.16401080844379387,0.772771342258654,143.8,113.330407125,124.263949018,18278.94444995456,32902.10000991821,4,1,2,71,32,1,1,3,1,2,0,0,0,0,0
3894,3362,0.03519277531002245,0.2155349932409752,0.7492722314490023,143.8,115.033909266,109.018226735,14775.7599512736,22163.6399269104,3,0,2,71,58,7,1,3,0,1,0,0,0,0,0
3895,3363,0.04837284062205617,0.1599927407490225,0.7916344186289214,143.8,115.00958516,109.756988044,17468.480021715164,34936.96004343033,4,0,2,50,49,1,1,2,1,2,0,0,0,0,0
3896,3418,0.06593851419831721,0.1520528934927386,0.7820085923089442,143.8,113.775580805,104.772668061,20902.19997406006,20902.19997406006,1,0,2,70,56,1,0,1,0,1,0,0,0,0,0
3897,3427,0.0,0.0040144789414235495,0.9959855210585764,143.8,121.6,106.815087098,17935.07975769043,17935.07975769043,1,0,2,33,27,1,0,3,0,1,0,0,0,0,0
3898,3428,0.04248345179098578,0.23484852418393398,0.7226680240250802,143.8,114.180675687,111.394948978,11657.200024014426,24480.120050430298,4,1,2,50,33,1,1,3,2,2,0,0,0,0,0
3899,3429,0.0,0.01729649672924111,0.9827035032707588,143.8,111.689621799,105.938525315,33120.38660176595,49680.579902648926,3,1,2,20,30,1,1,3,0,2,0,0,0,0,0
3900,3430,0.02837464571912006,0.13290684074714654,0.8387185135337334,143.8,115.203954948,107.520469808,14660.97600364685,36652.44000911713,4,0,2,20,54,1,1,1,2,2,0,0,0,0,0
3901,3431,0.06041183693359812,0.23153998356975275,0.7080481794966491,143.8,115.121108834,108.339461514,10657.009561175391,22379.720078468323,4,0,2,44,38,1,1,2,2,2,0,0,0,0,0
3902,3432,0.09170541273155162,0.028659663155569334,0.879634924112879,143.8,113.579778823,107.977707639,29023.369295413675,37730.38008403778,2,1,2,31,40,1,0,5,1,1,0,0,0,0,0
3903,3433,0.02784302428043532,0.21782237115903863,0.754334604560526,143.8,115.23891809,110.49891572,18800.639956792194,28200.959935188293,3,0,2,50,54,1,5,1,0,1,0,0,0,0,0
3904,3452,0.05672945459228963,0.03904081924368663,0.9042297261640238,143.8,113.276270762,107.728573477,23837.00001144409,23837.00001144409,1,1,3,42,23,3,0,3,0,0,0,0,0,0,0
3905,3453,0.0,0.2153333988867984,0.7846666011132016,143.8,116.562319727,118.829650269,25952.500001192093,25952.500001192093,1,1,3,42,42,1,0,2,0,1,0,0,0,0,0
3906,3454,0.0,0.07956928529595161,0.9204307147040484,143.8,115.263021869,110.67811617,24032.639930725098,24032.639930725098,1,0,3,50,55,7,0,1,0,0,0,0,0,0,0
3907,3455,0.01859177327151939,0.10876973765921331,0.8726384890692673,143.8,114.765571197,109.497007906,18646.240011850994,27969.36001777649,3,1,3,60,36,1,3,5,0,1,0,0,0,0,0
3908,3456,0.0,0.18067291993089257,0.8193270800691075,143.8,113.450891169,107.663891584,7589.626681645711,11384.440022468567,2,0,3,41,75,5,0,1,1,0,0,0,0,0,0
3909,3457,0.041205351697106894,0.15846204715113435,0.8003326011517587,143.8,113.504151865,105.455571367,9962.936824497425,18929.579966545105,2,0,3,71,35,1,0,3,3,1,0,0,0,0,0
3910,3458,0.0603277860223235,0.19550364841694595,0.7441685655607305,143.8,114.712528153,116.928907668,20095.1066532135,30142.65997982025,3,0,3,20,67,5,5,1,0,0,0,0,0,0,0
3911,3459,0.0,0.06578585880131098,0.9342141411986891,143.8,114.573839859,108.7771692,17373.9466381073,26060.91995716095,3,1,3,43,20,1,3,3,0,1,0,0,0,0,0
3912,3460,0.061595075147254125,0.18357385569379328,0.7548310691589526,143.8,114.608908371,114.393100652,16884.466777801514,25326.70016670227,3,1,3,50,50,1,4,3,0,2,0,0,0,0,0
3913,3461,0.0,0.2908782881179813,0.7091217118820188,143.8,116.022840492,109.689534435,8891.003833183875,23116.609966278076,5,0,3,71,37,1,1,2,2,2,0,0,0,0,0
3914,3462,0.05695118399596085,0.11731213841949012,0.825736677584549,143.8,115.241942479,111.252111135,13043.75239871797,27391.88003730774,4,0,3,20,40,1,6,2,2,1,0,0,0,0,0
3915,3463,0.04654315090719928,0.10299608002518328,0.8504607690676175,143.8,114.606729632,110.523189104,20017.26674079895,36031.08013343811,4,0,3,20,32,1,1,5,1,2,0,0,0,0,0
3916,3464,0.0,0.20030293983624659,0.7996970601637534,143.8,114.817177016,108.094601765,12801.209945678711,12801.209945678711,1,0,3,70,79,5,0,3,0,0,0,0,0,0,0
3917,3466,0.023040099890770674,0.1699777139674492,0.8069821861417801,143.8,114.410606696,112.734453032,15394.174979527792,36946.0199508667,4,0,3,20,39,1,6,2,3,1,0,0,0,0,0
3918,3467,0.0,0.10286817128775029,0.8971318287122497,143.8,116.432197817,111.781265227,29777.399931907654,44666.09989786148,3,0,3,50,73,1,5,1,0,1,0,0,0,0,0
3919,3468,0.06777135124530657,0.08613615129501262,0.8460924974596808,143.8,113.680177873,106.926058643,16517.106665293377,24775.659997940063,3,0,3,50,29,1,1,3,0,2,0,0,0,0,0
3920,3469,0.0,0.1487952414704702,0.8512047585295298,143.8,114.201838947,109.079996787,15520.119934717814,23280.17990207672,3,0,3,71,73,5,5,1,0,0,0,0,0,0,0
3921,3470,0.0,0.29767643676019906,0.7023235632398009,143.8,114.415293148,109.558818173,9008.573342005411,13512.860013008118,3,0,3,71,76,5,5,1,0,0,0,0,0,0,0
3922,3471,0.06399562383758002,0.12451288468060914,0.8114914914818109,143.8,114.187703262,106.362880324,20929.400079727173,41858.800159454346,4,0,3,50,54,1,1,1,1,3,0,0,0,0,0
3923,3474,0.05253914327238327,0.09318176454451958,0.8542790921830972,143.8,113.657494476,108.931590445,16235.24289744241,45458.680112838745,4,0,3,60,54,1,1,1,3,2,0,0,0,0,0
3924,3620,0.023913210302002032,0.14361848730337382,0.8324683023946242,143.8,117.023864116,105.739743924,16685.338536776027,21690.940097808838,2,0,0,70,31,1,0,2,1,1,0,0,0,0,0
3925,3621,0.0,0.2004923249381519,0.799507675061848,143.8,115.037049842,114.555743505,16996.826649983723,25495.239974975586,3,0,0,50,67,5,5,1,0,0,0,0,0,0,0
3926,3622,0.03893281001831961,0.10376907797180032,0.85729811200988,143.8,115.808125192,154.263137295,14513.893297831217,21770.839946746826,3,0,0,71,77,5,5,1,0,0,0,0,0,0,0
3927,3623,0.046952215052037324,0.21262726229771342,0.7404205226502493,143.8,114.459482614,109.206330193,13849.400055885315,13849.400055885315,1,0,0,50,73,5,0,1,0,0,0,0,0,0,0
3928,3624,0.0,0.08404521957033866,0.9159547804296614,143.8,114.953881635,111.364156237,15421.460000038147,15421.460000038147,1,0,0,70,74,5,0,1,0,0,0,0,0,0,0
3929,3625,0.025896801272285646,0.26205404633335616,0.7120491523943582,143.8,113.796742939,110.094179221,12047.819988250732,24095.639976501465,4,1,0,50,50,1,1,3,1,2,0,0,0,0,0
3930,3626,0.03497952102033305,0.1493772299408549,0.815643249038812,143.8,115.37210155,104.671493511,25997.52376828875,54594.79991340637,4,0,0,50,37,1,1,2,2,2,0,0,0,0,0
3931,3627,0.0,0.05479465753727467,0.9452053424627254,143.8,115.456326039,107.707005627,16162.333392188662,33940.90012359619,4,0,0,31,32,1,1,2,2,2,0,0,0,0,0
3932,3628,0.026176086368190042,0.3391242929746424,0.6346996206571676,143.8,114.300366636,106.268803994,6408.21294384618,19865.460125923157,4,0,0,71,41,1,1,1,4,4,0,0,0,0,0
3933,3629,0.0736865616210862,0.25558724058363136,0.6707261977952824,143.8,114.386283582,113.848988703,16852.171374729704,47186.079849243164,4,1,0,50,39,1,4,2,3,4,0,0,0,0,0
3934,3630,0.0,0.10963565178665947,0.8903643482133405,143.8,114.660742857,106.657086107,12156.195200057256,25528.00992012024,4,0,0,71,40,1,1,2,2,2,0,0,0,0,0
3935,3660,0.06536189230480534,0.2752286902819348,0.6594094174132599,143.8,113.317502189,112.727504709,13756.74165725708,33016.17997741699,4,0,0,50,33,1,1,2,3,2,0,0,0,0,0
3936,3661,0.0,0.2576704334495194,0.7423295665504807,143.8,113.358981628,120.277110223,11586.479979832968,17379.71996974945,3,0,0,70,58,1,1,1,0,2,0,0,0,0,0
3937,3662,0.023945338918717793,0.21554770026076828,0.7605069608205139,143.8,115.257369265,115.415808047,39349.62012577057,39349.62012577057,1,0,0,20,50,1,0,1,0,1,0,0,0,0,0
3938,3663,0.0,0.2249323288420059,0.7750676711579941,143.8,115.606858832,118.21985995,9999.33334159851,14999.000012397766,3,0,0,50,76,5,5,1,0,0,0,0,0,0,0
3939,3664,0.06049826424035261,0.027250448402161776,0.9122512873574856,143.8,112.78619494,105.058455551,22922.55854745706,55014.14051389694,4,1,0,50,37,1,1,2,3,2,0,0,0,0,0
3940,3665,0.0653026091156441,0.2545034755842432,0.6801939153001128,143.8,114.858072903,109.826996114,21263.009979248047,42526.019958496094,4,0,0,50,54,1,6,1,1,1,0,0,0,0,0
3941,3666,0.0,0.288092199355577,0.7119078006444229,143.8,114.222050272,118.506257374,10535.053398132324,15802.580097198486,3,0,0,71,84,5,5,1,0,0,0,0,0,0,0
3942,3667,0.08174273068646279,0.1293155445703116,0.7889417247432257,143.8,114.306948806,111.14167746,22471.325057347618,53931.18013763428,4,1,0,50,44,1,1,2,3,2,0,0,0,0,0
3943,3668,0.17364276508057302,0.0640777080311938,0.7622795268882332,143.8,114.226314607,119.171791263,14593.946943918863,21890.920415878296,3,1,0,60,33,1,1,3,0,2,0,0,0,0,0
3944,3669,0.0,0.1314413115636964,0.8685586884363036,143.8,114.783080654,108.700620304,21803.828562781924,45788.03998184204,4,0,0,42,31,1,1,2,2,2,0,0,0,0,0
3945,3670,0.0,0.1465279547004498,0.8534720452995502,143.8,114.647046294,100.194518949,13380.89382827282,21409.43012523651,2,0,0,31,25,1,0,3,2,1,0,0,0,0,0
3946,3671,0.016622297936500656,0.15644906798811706,0.8269286340753823,143.8,114.192690212,108.890553559,17379.599980248346,31283.27996444702,4,0,0,43,41,1,1,2,1,2,0,0,0,0,0
3947,3672,0.031499785735142234,0.20660862214995582,0.761891592114902,143.8,115.034568216,105.705021953,16191.644484996796,29144.960072994232,4,1,0,44,31,1,1,2,1,2,0,0,0,0,0
3948,3673,0.09475594887729276,0.16154023204816606,0.7437038190745412,143.8,113.782948195,117.33066398,20337.719977060955,30506.57996559143,3,0,0,50,52,1,1,1,0,2,0,0,0,0,0
3949,3674,0.06084898218290879,0.2825370421562425,0.6566139756608487,143.8,115.305204187,114.292315474,13462.400034586588,20193.600051879883,3,0,0,71,76,5,6,1,0,0,0,0,0,0,0
3950,3675,0.054767800379376425,0.2213925142706905,0.723839685349933,143.8,114.241062479,124.616753832,12659.506654103598,18989.259981155396,3,0,0,70,74,5,6,1,0,0,0,0,0,0,0
3951,3676,0.023194305580348285,0.12246593230720254,0.8543397621124492,143.8,114.620553048,132.450203794,15568.955486085679,28024.119874954224,4,1,0,50,36,1,1,1,1,2,0,0,0,0,0
3952,3677,0.10582861771670031,0.2917771237906307,0.602394258492669,143.8,114.64072241,112.286033799,9900.913288434347,29702.73986530304,4,0,0,50,51,1,6,2,3,2,0,0,0,0,0
3953,3678,0.0,0.10080704855450161,0.8991929514454984,143.8,114.620686429,112.663203472,10485.00002861023,22018.500060081482,4,0,0,71,37,1,1,3,2,2,0,0,0,0,0
3954,3679,0.0540628840730044,0.04595091971139938,0.8999861962155962,143.8,112.709559055,107.77225411,23953.09331893921,35929.63997840881,3,1,0,41,51,1,5,1,0,1,0,0,0,0,0
3955,3680,0.04651767485409792,0.21053124376233967,0.7429510813835624,143.8,113.853912707,113.984200122,12898.323097229004,33535.64005279541,4,1,0,71,41,1,1,2,3,2,0,0,0,0,0
3956,3681,0.04802603358661778,0.15497389525308333,0.7970000711602989,143.8,114.584936282,110.717301925,15176.49168141683,22764.737522125244,3,0,0,70,65,5,5,1,0,0,0,0,0,0,0
3957,3682,0.02567586791503883,0.11924860498570143,0.8550755270992597,143.8,115.325864135,117.547212697,15189.359958171844,30378.71991634369,4,1,0,70,68,5,5,2,1,1,0,0,0,0,0
3958,3683,0.0322297997204708,0.26312238747778044,0.7046478128017488,143.8,113.943400036,109.820237013,12772.858355840048,30654.860054016113,4,0,0,71,36,1,6,2,3,1,0,0,0,0,0
3959,3684,0.04877831445982456,0.23418915384115943,0.717032531699016,143.8,113.798267927,115.723600157,12770.019257985628,33202.050070762634,4,1,0,71,36,1,5,2,3,1,0,0,0,0,0
3960,3685,0.07387169709152655,0.04819448417927843,0.8779338187291951,143.8,112.501204277,111.613259511,15118.94990593195,24190.31984949112,2,0,0,60,32,1,0,3,2,1,0,0,0,0,0
3961,3686,0.0776785381301766,0.12618501536771426,0.7961364465021091,143.8,113.959872348,106.0606447,15705.753859006441,20417.480016708374,2,0,0,41,28,1,0,3,1,1,0,0,0,0,0
3962,3687,0.0,0.06653350425502354,0.9334664957449764,143.8,112.938537108,113.837593062,8399.611104329428,15119.299987792969,4,0,0,43,25,1,1,3,1,2,0,0,0,0,0
3963,3688,0.0,0.2353893798724485,0.7646106201275514,143.8,113.054921311,133.896112573,9830.520004272461,9830.520004272461,1,1,0,71,39,1,0,1,0,1,0,0,0,0,0
3964,3689,0.13730922888971953,0.18995438316273602,0.6727363879475444,143.8,114.218464161,127.017035416,17420.533341725666,26130.8000125885,3,0,0,71,69,5,6,1,0,0,0,0,0,0,0
3965,3690,0.023262610886462386,0.2579745996898992,0.7187627894236384,143.8,115.292410346,110.698645815,13412.08007659912,33530.2001914978,4,0,0,50,52,1,1,1,2,4,0,0,0,0,0
3966,3691,0.0,0.0728566876487221,0.9271433123512779,143.8,114.951352644,112.242426496,19786.973328272503,29680.459992408752,3,0,0,60,76,5,5,1,0,0,0,0,0,0,0
3967,3806,0.05551222142384274,0.14965169671815845,0.7948360818579988,143.8,115.104593524,108.381410746,11709.133292237919,28101.919901371002,4,0,2,71,37,1,6,2,3,1,0,0,0,0,0
3968,3807,0.0593864054798104,0.15246014933171054,0.7881534451884791,143.8,114.101344381,110.866627395,19789.039960861206,19789.039960861206,1,0,2,60,58,1,0,1,0,1,0,0,0,0,0
3969,3808,0.0,0.10914389877648441,0.8908561012235156,143.8,113.594939048,120.74885347,18451.383996200562,46128.459990501404,4,0,2,70,76,5,5,1,2,2,0,0,0,0,0
3970,3809,0.05312252081122382,0.20464886190001666,0.7422286172887596,143.8,113.593637914,109.443242282,10602.085717292059,22264.380006313324,4,0,2,31,36,1,1,2,2,2,0,0,0,0,0
3971,3810,0.0,0.16321583371390858,0.8367841662860914,143.8,113.41200044,106.179881187,8432.747365048057,16022.219993591309,2,0,2,50,40,6,0,3,3,0,0,0,0,0,0
3972,3811,0.03716165038257592,0.2508287509463749,0.7120095986710492,143.8,114.727976711,109.288259521,13992.919976552328,20989.37996482849,3,0,2,70,59,7,4,3,0,1,0,0,0,0,0
3973,3812,0.0,0.14089977172125526,0.8591002282787448,143.8,114.222950242,109.360774111,15011.380002975464,15011.380002975464,1,0,2,50,66,6,0,1,0,0,0,0,0,0,0
3974,3813,0.02908583230937836,0.2026603839954201,0.7682537836952016,143.8,113.902827357,109.674467834,12770.085706256685,26817.179983139038,4,1,2,50,40,1,1,2,2,2,0,0,0,0,0
3975,3814,0.08054323992706718,0.2800038448417107,0.639452915231222,143.8,114.566247674,108.158229182,10798.695279075986,22677.26008605957,4,0,2,71,28,1,4,3,2,2,0,0,0,0,0
3976,3815,0.08691999429787917,0.10694258983400687,0.8061374158681139,143.8,116.249193546,121.650259188,24248.687015201736,55771.98013496399,4,1,2,42,47,1,6,1,2,1,0,0,0,0,0
3977,3816,0.16583959476847962,0.05024939765282245,0.7839110075786979,143.8,117.130693106,113.878193653,6271.120002746582,6271.120002746582,1,0,2,71,33,1,0,3,0,1,0,0,0,0,0
3978,3817,0.0815020708824319,0.10955284292618767,0.8089450861913804,143.8,114.444729296,115.536996078,17711.02667617798,26566.540014266968,5,0,2,70,75,5,0,3,0,1,0,0,0,0,0
3979,3818,0.08250098225591714,0.12915771353329758,0.7883413042107853,143.8,114.30039828,119.193614602,9566.985661302295,26787.559851646423,4,1,2,71,43,4,6,3,3,1,0,0,0,0,0
3980,3819,0.0791249706568792,0.10373963941499378,0.8171353899281271,143.8,114.877134299,113.509739929,16758.300053596497,33516.60010719299,2,1,2,71,66,5,0,5,2,1,0,0,0,0,0
3981,3820,0.019944814238660995,0.06221784792093555,0.9178373378404034,143.8,114.408366728,116.586727346,26071.939992904663,26071.939992904663,1,0,2,70,77,5,0,1,0,0,0,0,0,0,0
3982,3821,0.0,0.08084437396940908,0.919155626030591,143.8,114.45805615,110.117206234,11856.36003112793,17784.540046691895,3,0,3,31,27,1,1,2,0,2,0,0,0,0,0
3983,3822,0.0,0.15481194615674262,0.8451880538432573,143.8,115.457303709,110.266113086,15958.200008392334,15958.200008392334,1,0,3,60,62,5,0,1,0,0,0,0,0,0,0
3984,3856,0.04393886247556711,0.17476970923682428,0.7812914282876086,143.8,114.902335484,118.201279287,17963.27145985195,50297.16008758545,4,1,3,50,51,1,1,2,3,3,0,0,0,0,0
3985,3857,0.07884649941811447,0.24517898063517587,0.6759745199467097,143.8,115.321275915,113.660789625,16092.02661895752,24138.03992843628,3,0,3,70,79,5,5,3,0,0,0,0,0,0,0
3986,3858,0.04818556630522985,0.12754719565012404,0.8242672380446461,143.8,114.018977471,112.429888276,16187.42000579834,16187.42000579834,1,1,3,50,29,1,0,3,0,1,0,0,0,0,0
3987,3859,0.07161206095582842,0.03717859478694185,0.8912093442572298,143.8,117.841059379,113.727056235,14522.693330128988,21784.03999519348,2,1,3,41,38,1,0,3,1,1,0,0,0,0,0
3988,3860,0.12466417527515826,0.026416932553932286,0.8489188921709094,143.8,111.600000012,107.531077099,13139.30001449585,13139.30001449585,1,0,3,41,22,3,0,5,0,0,0,0,0,0,0
3989,3861,0.02872068148564657,0.12161772578046752,0.8496615927338859,143.8,113.376030227,112.675803859,18105.41996574402,18105.41996574402,1,1,3,50,44,4,0,3,0,1,0,0,0,0,0
3990,3862,0.03994779140987644,0.048057193684427936,0.9119950149056956,143.8,113.754031592,108.180625122,16271.23745918274,26033.979934692383,2,0,3,31,33,1,0,1,2,1,0,0,0,0,0
3991,3863,0.0,0.08314755672680685,0.9168524432731932,143.8,113.944600506,114.258592612,14246.480014801025,14246.480014801025,1,0,3,41,73,5,0,3,0,0,0,0,0,0,0
3992,3864,0.033762472734438706,0.25256669596848963,0.7136708312970717,143.8,114.537696865,113.287102678,18081.613431294758,27122.42014694214,3,0,3,60,74,5,5,1,0,0,0,0,0,0,0
3993,3865,0.0,0.1798183428647545,0.8201816571352455,143.8,114.195170299,112.713370918,15707.333480834961,23561.00022125244,3,0,3,71,70,5,5,3,0,0,0,0,0,0,0
3994,3866,0.020979348215918774,0.1786362462673379,0.8003844055167434,143.8,113.565513497,109.804931516,26941.608742423683,61965.70010757446,2,1,3,71,40,5,0,3,3,1,0,0,0,0,0
3995,3867,0.044750228132109736,0.16816356911070995,0.7870862027571803,143.8,114.259046103,108.265070409,15871.05557653639,28567.900037765503,4,0,3,43,27,1,1,3,1,2,0,0,0,0,0
3996,3868,0.017177953067375167,0.26713170439824946,0.7156903425343754,143.8,114.553656719,109.612823798,10811.199971607753,30271.35992050171,4,1,3,42,49,5,1,3,3,1,0,0,0,0,0
3997,3869,0.0,0.14724632454172404,0.852753675458276,143.8,116.147197592,112.40503781,16818.076941783613,21863.500024318695,2,0,3,41,44,1,0,1,1,1,0,0,0,0,0
3998,3870,0.0,0.20911488655521873,0.7908851134447813,143.8,115.508333361,108.053312789,13621.985624313354,13621.985624313354,1,0,3,43,32,1,0,3,0,1,0,0,0,0,0
3999,3871,0.041627610842305346,0.05931013507694638,0.8990622540807482,143.8,114.101516485,109.507961905,36230.12008921305,54345.18013381958,3,0,3,70,54,1,7,2,0,1,0,0,0,0,0
4000,3872,0.0,0.16968080142898712,0.8303191985710129,143.8,115.902362361,109.260224116,13750.75998210907,13750.75998210907,1,0,3,71,63,4,0,3,0,1,0,0,0,0,0
4001,3873,0.0425034583781857,0.1495518666181669,0.8079446750036474,143.8,114.234462116,107.97804922,26154.21109623379,47077.579973220825,4,0,3,31,38,1,1,2,1,2,0,0,0,0,0
4002,3874,0.11070232921075153,0.10956432535361287,0.7797333454356355,143.8,113.280308692,111.086080113,10966.586713790894,16449.88007068634,3,1,3,50,23,1,1,2,0,2,0,0,0,0,0
4003,3875,0.0,0.1328506158192816,0.8671493841807184,143.8,113.922309439,111.726043033,11965.619974136353,11965.619974136353,1,0,3,71,68,5,0,3,0,0,0,0,0,0,0
4004,3876,0.0,0.011719166071331544,0.9882808339286685,143.8,114.259090908,112.371480775,9151.674990653992,14642.679985046387,2,0,3,50,42,1,0,3,2,1,0,0,0,0,0
4005,3877,0.0,0.24064249749228642,0.7593575025077136,143.8,114.815483481,113.834439665,12693.020025253296,12693.020025253296,1,0,3,70,74,5,0,3,0,0,0,0,0,0,0
4006,3878,0.0,0.1162670148051131,0.8837329851948869,143.8,114.239708177,115.254759112,18673.739770889282,18673.739770889282,1,0,3,60,60,5,0,3,0,0,0,0,0,0,0
4007,3879,0.0,0.14018415792658412,0.8598158420734159,143.8,114.448423762,113.405891442,11590.040000915527,11590.040000915527,1,0,3,71,87,5,0,3,0,0,0,0,0,0,0
4008,3880,0.0804115584964592,0.25180691594386234,0.6677815255596784,143.8,113.544761657,109.654306043,11859.986684163412,17789.980026245117,5,0,3,50,34,1,0,3,0,2,0,0,0,0,0
4009,3980,0.01769675380759907,0.22515580197340215,0.7571474442189987,143.8,115.699237612,111.873841377,19589.28006998698,29383.92010498047,3,0,3,43,60,1,1,2,0,2,0,0,0,0,0
4010,3981,0.0,0.07297175797746118,0.9270282420225389,143.8,112.495494454,105.240775801,4255.2666664123535,8936.059999465942,4,0,3,71,27,1,4,3,2,2,0,0,0,0,0
4011,3982,0.0856745580600165,0.13480939709438652,0.779516044845597,143.8,114.242622486,109.430282586,16247.41901397705,34119.57992935181,4,0,3,20,32,1,1,2,2,2,0,0,0,0,0
4012,3983,0.0,0.15881225552894937,0.8411877444710506,143.8,114.899523881,117.346631674,14057.919971466064,28115.83994293213,4,1,3,42,52,1,4,2,1,3,0,0,0,0,0
4013,3984,0.07823864472668236,0.05658152223511261,0.865179833038205,143.8,116.89523383,104.969226142,10412.58663813273,15618.879957199097,3,0,3,20,23,3,3,3,0,0,0,0,0,0,0
4014,3985,0.03334321279618155,0.15490686774147258,0.8117499194623459,143.8,113.937140913,109.921125277,17544.800004005432,35089.600008010864,4,1,3,42,55,1,4,1,1,3,0,0,0,0,0
4015,3986,0.027943982423929755,0.16251998383107016,0.809536033745,143.8,113.797211311,112.435913255,10389.833323160807,18701.699981689453,5,0,3,70,63,5,0,1,1,1,0,0,0,0,0
