,ident_men,w1,w2,w3,p1,p2,p3,depenses_par_uc,depenses_tot,typmen,fumeur,strate,dip14pr,agepr,situapr,situacj,stalog,nenfants,nactifs,rural,petite_villes,villes_moyennes,grandes_villes,agglo_paris
2067,1885,0.15415606532417353,0.19071579202089523,0.6551281426549312,146.52,116.359534009,113.643491766,13661.479978561401,13661.479978561401,1,0,1,50,51,1,0,3,0,1,0,0,0,0,0
2068,1886,0.08953784828378036,0.15374173087825166,0.756720420837968,146.52,114.285829135,114.03666465,9674.493341763815,29023.480025291443,5,1,1,50,48,1,7,2,2,2,0,0,0,0,0
2069,1887,0.0,0.1248999520284268,0.8751000479715731,146.52,117.83247328,112.061367191,12843.879978179932,12843.879978179932,1,0,1,70,82,5,0,3,0,0,0,0,0,0,0
2070,1888,0.05413012407236651,0.07123263505529268,0.8746372408723408,146.52,114.605836737,108.244364606,47552.08017921448,47552.08017921448,1,1,1,33,47,1,0,2,0,1,0,0,0,0,0
2071,1889,0.13787164843793864,0.19632128779298919,0.6658070637690722,146.52,116.994956772,109.604458092,9792.326265510761,37210.83980894089,4,1,1,60,38,1,1,2,7,3,0,0,0,0,0
2072,1890,0.08243032613301396,0.19212919681867155,0.7254404770483145,146.52,115.500387367,117.075877451,13675.619039989653,28718.79998397827,4,1,1,50,32,1,1,2,2,2,0,0,0,0,0
2073,1891,0.0,0.3552975001082133,0.6447024998917867,146.52,115.918030198,110.513817165,12490.0399945577,18735.059991836548,3,1,1,71,62,5,1,1,0,1,0,0,0,0,0
2074,1892,0.06733155203530974,0.17507078032405182,0.7575976676406384,146.52,115.132884943,120.502635979,16518.588813145954,29733.45986366272,4,1,1,71,39,1,1,2,1,2,0,0,0,0,0
2075,1893,0.044930953154358313,0.16707344599684304,0.7879956008487986,146.52,117.064481598,109.591910145,23146.62670135498,34719.94005203247,3,0,1,31,57,1,6,2,0,1,0,0,0,0,0
2076,1894,0.1221531890524109,0.06688237782259185,0.8109644331249972,146.52,113.174064485,108.82767921,24341.2401304245,24341.2401304245,1,0,1,50,33,1,0,3,0,1,0,0,0,0,0
2077,1895,0.0,0.12418666573456466,0.8758133342654353,146.52,115.511835612,112.732212801,19443.771440869285,40831.9200258255,4,0,1,71,36,1,1,2,2,2,0,0,0,0,0
2078,1896,0.11044993527351427,0.15086600342417936,0.7386840613023063,146.52,116.00441006,112.287868851,13932.783360481262,33438.68006515503,4,1,1,71,38,1,6,2,3,1,0,0,0,0,0
2079,1897,0.06847547976574019,0.16038731088910743,0.7711372093451524,146.52,115.246403694,111.195343352,19790.51729285199,45518.18977355957,4,0,1,12,38,1,1,2,2,2,0,0,0,0,0
2080,1898,0.08121182636132632,0.21568165161156355,0.7031065220271101,146.52,116.695804691,137.177824382,21889.66911792755,56913.13970661163,4,0,1,71,52,1,1,1,3,2,0,0,0,0,0
2081,1899,0.0,0.12338682519979338,0.8766131748002066,146.52,114.466063101,109.083130553,18873.130445065708,43408.20002365112,4,0,1,50,50,1,1,3,2,2,0,0,0,0,0
2082,1900,0.0,0.12651725020661472,0.8734827497933852,146.52,113.075327045,108.860208224,16465.10673268636,24697.66009902954,3,0,1,60,68,5,5,1,0,0,0,0,0,0,0
2083,1901,0.050565211035971766,0.20718575180673518,0.7422490371572931,146.52,117.279437138,106.409799514,12857.544476721021,23143.58005809784,4,0,1,70,53,1,1,2,1,2,0,0,0,0,0
2084,1902,0.056535174680068,0.18681881251910054,0.7566460128008314,146.52,117.189248261,112.373298971,21959.780031204224,21959.780031204224,1,0,1,50,58,1,0,1,0,1,0,0,0,0,0
2085,1903,0.07572973888615095,0.19061309846909752,0.7336571626447516,146.52,114.658867589,116.082469706,9702.6956583106,22316.20001411438,4,1,1,50,49,4,4,2,2,2,0,0,0,0,0
2086,1904,0.04071173502608864,0.15519078628846583,0.8040974786854456,146.52,115.933932832,109.695170114,12164.5047778175,25545.460033416748,4,0,1,60,31,1,6,2,2,1,0,0,0,0,0
2087,1905,0.009665966886970323,0.19464840132337627,0.7956856317896535,146.52,116.033463709,115.437490392,15063.160034179688,15063.160034179688,1,0,1,70,72,5,0,1,0,0,0,0,0,0,0
2088,1906,0.04448604662355874,0.16761078915374283,0.7879031642226985,146.52,115.675259882,110.610866925,16517.147835441257,37989.44002151489,4,1,1,71,56,1,6,3,2,2,0,0,0,0,0
2089,1907,0.08078297325558209,0.26652275645199597,0.6526942702924219,146.52,115.261281267,112.747957927,17857.48391059137,55358.20012283325,5,1,1,50,35,1,1,2,3,3,0,0,0,0,0
2090,1908,0.08622692008526885,0.13032174422369122,0.78345133569104,146.52,117.078139335,122.11288528,22811.746629714966,34217.61994457245,3,1,1,50,55,1,6,1,0,1,0,0,0,0,0
2091,1909,0.03937386153284796,0.3074032839238031,0.6532228545433489,146.52,113.251396579,111.682827656,13158.306626001993,19737.45993900299,3,0,1,41,78,5,5,1,0,0,0,0,0,0,0
2092,1910,0.0,0.17678770799890905,0.8232122920010909,146.52,117.701051976,104.895068193,26879.320077260334,40318.9801158905,3,1,1,31,60,4,1,1,0,2,0,0,0,0,0
2093,1971,0.0,0.1296468044426888,0.8703531955573112,146.52,116.03349884,124.960208128,15483.400018056234,23225.10002708435,3,0,0,70,73,5,5,1,0,0,0,0,0,0,0
2094,1972,0.07911290897157025,0.24746210207165173,0.673424988956778,146.52,113.82023024,120.054922952,13457.980056762695,26915.96011352539,4,0,0,71,46,1,1,1,1,3,0,0,0,0,0
2095,1973,0.07553513924199366,0.15942709650500464,0.7650377642530017,146.52,115.424608349,125.352851527,11241.92001247406,16862.88001871109,3,0,0,70,70,5,5,1,0,0,0,0,0,0,0
2096,1974,0.0,0.07619733249877697,0.923802667501223,146.52,116.663606963,114.774333344,11389.899997711182,11389.899997711182,1,1,0,60,40,7,0,3,0,0,0,0,0,0,0
2097,1975,0.0748443061937493,0.1443572671118279,0.7807984266944228,146.52,115.489911227,113.658548056,14337.853392283121,21506.780088424683,3,0,0,41,27,1,1,2,0,2,0,0,0,0,0
2098,1976,0.08562309810598653,0.1545055442950386,0.7598713575989748,146.52,115.697639102,113.486441138,9244.356497059698,21262.019943237305,4,0,0,71,49,1,1,1,2,3,0,0,0,0,0
2099,1977,0.0626441436792224,0.2201621865228751,0.7171936697979026,146.52,114.851955396,111.852433289,12030.70671971639,18046.060079574585,3,0,0,60,75,5,5,1,0,0,0,0,0,0,0
2100,1978,0.07821769567087045,0.20646342780126253,0.7153188765278671,146.52,116.076218393,115.296068595,11080.186641057333,16620.279961586,3,0,0,70,52,1,5,1,0,1,0,0,0,0,0
2101,1979,0.07417273519403807,0.1825297779881549,0.743297486817807,146.52,115.096065648,141.979336545,16036.890063285828,32073.780126571655,4,1,0,20,52,1,4,1,1,2,0,0,0,0,0
2102,1980,0.14135966236746728,0.11719803379198988,0.7414423038405429,146.52,116.480950091,123.934005618,15940.426678975424,23910.640018463135,3,1,0,50,31,4,3,3,0,1,0,0,0,0,0
2103,2059,0.027754989496765102,0.16892433982871846,0.8033206706745164,146.52,115.81864232,121.773423445,18735.370087623596,18735.370087623596,1,1,3,50,27,1,0,3,0,1,0,0,0,0,0
2104,2060,0.0,0.028740471267492237,0.9712595287325078,146.52,114.765203073,104.715569492,8241.340045928955,8241.340045928955,1,1,3,41,23,3,0,5,0,0,0,0,0,0,0
2105,2061,0.05755411624328012,0.08944868883643409,0.8529971949202858,146.52,116.686002299,109.785830078,24093.2666015625,43367.8798828125,4,0,3,41,32,1,1,1,1,2,0,0,0,0,0
2106,2062,0.0,0.14055528266517095,0.8594447173348291,146.52,115.639821285,111.553471229,15728.90001296997,15728.90001296997,1,0,3,70,64,5,0,1,0,0,0,0,0,0,0
2107,2063,0.0908657801756969,0.10151143643969811,0.807622783384605,146.52,115.384383174,111.953050433,22713.499832630157,22713.499832630157,1,0,3,41,39,1,0,3,0,1,0,0,0,0,0
2108,2079,0.06300365059321454,0.05035728317170914,0.8866390662350763,146.52,115.172811705,112.77879212,24760.46999359131,24760.46999359131,1,1,3,50,23,4,0,3,0,1,0,0,0,0,0
2109,2080,0.0,0.0021910636768965636,0.9978089363231034,146.52,122.01,114.608664829,13691.97998046875,13691.97998046875,1,0,3,50,19,3,0,3,0,0,0,0,0,0,0
2110,2081,0.003818986212999065,0.13446650439020078,0.8617145093968002,146.52,116.093284557,112.944169259,13616.179032802582,13616.179032802582,1,0,3,20,25,1,0,3,0,1,0,0,0,0,0
2111,2082,0.0,0.09694860132244647,0.9030513986775536,146.52,117.457469156,108.741857046,15980.220073699951,15980.220073699951,1,0,3,42,30,1,0,3,0,1,0,0,0,0,0
2112,2083,0.00509799615264978,0.277248941815959,0.7176530620313912,146.52,116.422812746,108.641832811,15785.847628457204,33150.28001976013,4,0,3,41,41,1,6,1,2,1,0,0,0,0,0
2113,2084,0.0,0.15638311030645294,0.8436168896935471,146.52,115.975750928,110.132684042,32810.95999654134,49216.43999481201,3,0,3,33,60,5,5,3,0,0,0,0,0,0,0
2114,2085,0.032288798961864186,0.08955621370830934,0.8781549873298264,146.52,115.277754555,105.540331899,13420.546668370565,20130.820002555847,5,0,3,41,19,3,0,3,0,0,0,0,0,0,0
2115,2086,0.0,0.19587613054028524,0.8041238694597148,146.52,115.971885996,112.593705644,19070.759992599487,28606.13998889923,3,0,3,20,60,1,1,3,0,2,0,0,0,0,0
2116,2087,0.0688216065269224,0.026094859309748846,0.9050835341633288,146.52,116.429595629,109.002554461,12592.944431304932,22667.299976348877,4,0,3,31,32,1,1,3,1,2,0,0,0,0,0
2117,2089,0.04635236793655986,0.053610843837282145,0.900036788226158,146.52,117.686483101,110.724530702,16962.24001566569,25443.360023498535,3,0,3,50,69,5,5,1,0,0,0,0,0,0,0
2118,2126,0.0,0.19708660470149617,0.8029133952985038,146.52,115.58744784,115.489957364,15635.822222497727,28144.48000049591,4,1,4,43,27,1,1,2,1,2,0,0,0,0,0
2119,2127,0.0,0.14386814108500842,0.8561318589149916,146.52,116.323116265,109.889861826,15706.369219559889,40836.55997085571,4,1,4,50,39,1,1,5,3,3,0,0,0,0,0
2120,2128,0.0245464393154568,0.1703643909233039,0.8050891697612393,146.52,116.584620969,113.574820683,21925.786666870117,32888.680000305176,3,0,4,70,77,5,5,1,0,0,0,0,0,0,0
2121,2129,0.0,0.11064229979250405,0.8893577002074959,146.52,116.264837169,109.981593055,18010.161948431105,37821.34009170532,4,0,4,20,37,1,6,2,2,1,0,0,0,0,0
2122,2130,0.0,0.2558524504778056,0.7441475495221944,146.52,116.346924203,114.732899794,16678.04995918274,16678.04995918274,1,0,4,50,62,5,0,1,0,0,0,0,0,0,0
2123,2131,0.024800499064967372,0.08252779471986034,0.8926717062151723,146.52,115.083753355,126.948053569,31450.979996681213,31450.979996681213,1,1,4,31,53,1,0,1,0,1,0,0,0,0,0
2124,2132,0.039964598725607516,0.1039249674255152,0.8561104338488773,146.52,115.640332292,117.706367969,15452.723830086843,32450.720043182373,4,1,4,12,40,1,1,2,2,2,0,0,0,0,0
2125,2133,0.05095477407277225,0.08789873976948531,0.8611464861577425,146.52,118.382372181,105.899472579,37095.639919281006,37095.639919281006,1,0,4,41,54,1,0,5,0,1,0,0,0,0,0
2126,2134,0.0,0.3251798797295661,0.6748201202704339,146.52,115.408889613,112.243366611,12433.446683247885,18650.170024871826,3,0,4,50,55,1,7,3,0,1,0,0,0,0,0
2127,2135,0.0,0.23285346989044034,0.7671465301095597,146.52,117.816092161,117.565980553,11315.700016021729,11315.700016021729,1,0,4,50,62,5,0,3,0,0,0,0,0,0,0
2128,2136,0.0,0.13871206123281074,0.8612879387671892,146.52,115.432460957,112.940737936,17396.17996406555,17396.17996406555,1,0,4,70,86,5,0,1,0,0,0,0,0,0,0
2129,2137,0.0,0.2726428011617896,0.7273571988382104,146.52,117.703814218,116.082699304,10055.41877746582,16088.670043945312,2,1,4,71,36,1,0,3,2,1,0,0,0,0,0
2130,2138,0.06199619812459475,0.05760479992363339,0.8803990019517719,146.52,114.277859489,116.574275487,10065.133328755697,15097.699993133545,3,0,4,70,74,5,1,1,0,1,0,0,0,0,0
2131,2139,0.042274568169125344,0.14814148079112113,0.8095839510397536,146.52,116.317999138,110.576612907,16990.120809078217,40776.28994178772,4,0,4,71,33,1,4,3,3,2,0,0,0,0,0
2132,2140,0.0,0.2146203377916576,0.7853796622083424,146.52,115.708251983,107.411922008,9101.30696629369,39135.619955062866,5,1,4,71,34,1,0,1,5,5,0,0,0,0,0
2133,2141,0.0,0.047103321754951216,0.9528966782450488,146.52,113.063240536,117.02928987,6540.939998626709,6540.939998626709,1,1,4,50,55,7,0,3,0,0,0,0,0,0,0
2134,2142,0.0,0.22163950107958097,0.778360498920419,146.52,117.442026931,110.938411789,17204.23895517985,30967.63011932373,4,0,4,71,37,1,1,3,1,2,0,0,0,0,0
2135,2143,0.0,0.13687859429137525,0.8631214057086247,146.52,117.516982174,113.581845228,11285.061082575055,20313.1099486351,4,1,4,50,26,1,1,3,1,2,0,0,0,0,0
2136,2144,0.07732306922904388,0.09712201465517493,0.8255549161157812,146.52,115.048546871,120.224084541,23046.68007659912,23046.68007659912,1,1,4,50,59,1,0,2,0,1,0,0,0,0,0
2137,2145,0.01594928256729913,0.12327116609327238,0.8607795513394285,146.52,117.530277171,113.743546186,41297.573347727455,61946.36002159119,3,0,4,41,60,1,5,1,0,1,0,0,0,0,0
2138,2146,0.02812564579622357,0.1426708844822161,0.8292034697215603,146.52,116.929975724,111.896609321,32169.927992248537,80424.81998062134,4,0,4,50,53,1,1,2,2,2,0,0,0,0,0
2139,2147,0.0,0.12381740354344602,0.8761825964565539,146.52,116.230174418,117.039298952,16315.799968719482,16315.799968719482,1,0,4,70,63,5,0,1,0,0,0,0,0,0,0
2140,2148,0.022084834779417594,0.2160962714646134,0.761818893755969,146.52,117.433564461,110.824877256,28607.866640090942,42911.79996013641,3,0,4,20,67,5,6,1,0,0,0,0,0,0,0
2141,2149,0.0,0.21485522071594743,0.7851447792840526,146.52,115.158554666,112.751894431,21565.840005874634,32348.76000881195,2,1,4,50,55,1,0,3,1,2,0,0,0,0,0
2142,2150,0.076077404342406,0.2787666334282109,0.6451559622293831,146.52,116.630613241,113.580014038,16946.59994951884,25419.89992427826,3,0,4,70,63,5,1,3,0,1,0,0,0,0,0
2143,2151,0.0,0.24425284850744558,0.7557471514925544,146.52,117.884909116,120.082695501,30460.293336232502,45690.440004348755,3,1,4,50,57,1,5,1,0,1,0,0,0,0,0
2144,2152,0.008969248604152751,0.11177097925502873,0.8792597721408185,146.52,117.06201904,111.625761102,27621.36191413516,58004.86001968384,4,0,4,20,33,1,4,2,2,2,0,0,0,0,0
2145,2274,0.11365657365972814,0.07885890458709377,0.8074845217531781,146.52,116.652463625,111.325975022,18280.92012532552,27421.38018798828,2,1,4,50,51,1,0,3,1,2,0,0,0,0,0
2146,2275,0.021816130149064496,0.12502400585498272,0.8531598639959528,146.52,115.026481212,114.517775775,33115.56010182699,49673.34015274048,3,0,4,20,58,1,1,2,0,2,0,0,0,0,0
2147,2276,0.07966899494374735,0.16904138537662974,0.7512896196796229,146.52,116.375745609,108.536059873,15758.953902538005,40973.280146598816,4,0,4,71,34,1,6,3,3,1,0,0,0,0,0
2148,2277,0.05424992528017872,0.09717194852559993,0.8485781261942213,146.52,115.349897655,112.761467824,20129.059982299805,20129.059982299805,1,0,4,50,46,1,0,2,0,1,0,0,0,0,0
2149,2278,0.0,0.09806453311836476,0.9019354668816353,146.52,117.099639706,113.923345128,21592.720016479492,21592.720016479492,1,0,4,70,70,5,0,2,0,0,0,0,0,0,0
2150,2279,0.0,0.16501552018084345,0.8349844798191566,146.52,115.083171882,112.835290246,4481.733331680298,8067.119997024536,2,0,4,60,41,1,0,3,2,1,0,0,0,0,0
2151,2280,0.0,0.2754395979302828,0.7245604020697173,146.52,118.623460984,114.667231403,10164.600001017252,15246.900001525879,3,0,4,71,72,5,5,3,0,0,0,0,0,0,0
2152,2281,0.07960102243309664,0.14474779556173686,0.7756511820051665,146.52,116.890093946,111.927496423,22210.769987106323,44421.53997421265,4,0,4,31,55,1,1,2,1,2,0,0,0,0,0
2153,2282,0.0,0.16683965383893226,0.8331603461610677,146.52,115.618650986,108.859138378,14421.128086471557,36052.820216178894,4,0,4,50,46,1,1,2,2,2,0,0,0,0,0
2154,2283,0.07468751454841836,0.07419400280782269,0.8511184826437589,146.52,116.715846825,107.66880065,23207.805800120037,34811.708700180054,3,0,4,50,34,1,4,3,0,2,0,0,0,0,0
2155,2284,0.06462196153120528,0.07697469868759049,0.8584033397812042,146.52,117.228585685,114.307823205,5364.533332824707,8046.799999237061,3,0,4,71,63,5,4,3,0,1,0,0,0,0,0
2156,2285,0.0,0.11623224647873814,0.8837677535212618,146.52,114.566479806,110.96879487,11219.30000729031,20194.74001312256,4,0,4,71,33,1,1,2,1,2,0,0,0,0,0
2157,2331,0.030534781456527674,0.12240376053302673,0.8470614580104456,146.52,114.44550227,103.286514242,25544.640007019043,25544.640007019043,1,0,2,31,39,1,0,2,0,1,0,0,0,0,0
2158,2332,0.0,0.1445530168921409,0.855446983107859,146.52,116.442024365,107.930010704,12678.669994354248,25357.339988708496,4,0,2,50,48,1,1,2,1,2,0,0,0,0,0
2159,2333,0.06136665571291644,0.05130252341969053,0.887330820867393,146.52,115.837679453,112.300197002,14828.899985313416,14828.899985313416,1,1,2,71,43,1,0,3,0,1,0,0,0,0,0
2160,2334,0.05373923752538191,0.17906407920129946,0.7671966832733187,146.52,115.996865472,110.633322674,22040.588943693372,39673.06009864807,4,0,2,31,59,5,1,1,1,1,0,0,0,0,0
2161,2335,0.07545887633527161,0.20081263323734855,0.7237284904273799,146.52,116.393479054,113.67013895,18835.866664886475,28253.799997329712,3,0,2,41,65,5,5,1,0,0,0,0,0,0,0
2162,2344,0.10131550821084573,0.012022306882099744,0.8866621849070545,146.52,115.573811646,129.793150399,21123.828517368864,59146.71984863281,4,0,2,41,48,1,1,1,3,3,0,0,0,0,0
2163,2345,0.017438565409551493,0.335387208011085,0.6471742265793635,146.52,116.334210338,121.24087279,7778.86085966359,17891.379977226257,4,1,2,71,45,1,1,3,2,3,0,0,0,0,0
2164,2346,0.0,0.1277936048109412,0.8722063951890587,146.52,115.415947792,109.684379972,20414.4799785614,20414.4799785614,1,0,2,12,40,1,0,2,0,1,0,0,0,0,0
2165,2347,0.02744213927292175,0.039154444237300044,0.9334034164897782,146.52,117.025592983,120.105453295,23686.20002746582,23686.20002746582,1,1,2,71,52,1,0,3,0,1,0,0,0,0,0
2166,2348,0.03566539561443559,0.07162460235009888,0.8927100020354656,146.52,115.978793712,118.477260638,12272.159991128105,42952.559968948364,4,0,2,50,51,1,5,2,4,2,0,0,0,0,0
2167,2543,0.03150038539249731,0.09815994978367289,0.8703396648238299,146.52,116.29715165,113.294384337,19931.123661313737,41855.35968875885,4,0,4,31,36,1,1,2,2,2,0,0,0,0,0
2168,2544,0.06937831115531974,0.13447769744032442,0.7961439914043559,146.52,114.822903859,105.623214054,12972.353823735164,16864.059970855713,2,0,4,31,31,1,0,3,1,1,0,0,0,0,0
2169,2545,0.0349470019762889,0.1261118819427824,0.8389411160809287,146.52,115.549846525,109.532547894,13949.694463941785,25109.450035095215,4,1,4,31,30,1,4,3,1,2,0,0,0,0,0
2170,2546,0.0,0.2222665826881895,0.7777334173118106,146.52,115.49725961,115.150074264,20438.160079956055,20438.160079956055,1,1,4,50,51,1,0,2,0,1,0,0,0,0,0
2171,2547,0.02576127890555736,0.24135279580016827,0.7328859252942743,146.52,114.953914312,112.164928629,14418.09518814087,30277.999895095825,4,0,4,50,38,1,1,3,2,2,0,0,0,0,0
2172,2548,0.0,0.03269192457994364,0.9673080754200564,146.52,115.759926998,119.555908157,88660.42662556966,132990.6399383545,3,0,4,20,61,1,1,1,0,2,0,0,0,0,0
2173,2549,0.04416107050583172,0.03881296439845004,0.9170259650957182,146.52,119.256602348,110.164221306,22961.39990234375,22961.39990234375,1,0,4,20,39,1,0,5,0,1,0,0,0,0,0
2174,2550,0.07231290080502861,0.12893335098761696,0.7987537482073545,146.52,116.145828238,112.697412077,21812.61318206787,32718.919773101807,3,0,4,71,52,1,1,5,0,2,0,0,0,0,0
2175,2551,0.0,0.09970025587755381,0.9002997441224462,146.52,116.302248541,118.410100367,20484.177782270643,36871.52000808716,4,0,4,50,37,1,1,1,1,2,0,0,0,0,0
2176,2552,0.04355132262508651,0.07547507207749579,0.8809736052974178,146.52,115.562916815,108.9469425,30680.4434693378,70565.01997947693,4,0,4,20,46,1,1,2,2,2,0,0,0,0,0
2177,2553,0.0,0.19812347401494612,0.8018765259850539,146.52,117.788234331,103.033600352,23030.521864683735,52970.20028877258,4,0,4,50,41,1,1,2,2,3,0,0,0,0,0
2178,2554,0.06375663314327942,0.22456084687333688,0.7116825199833837,146.52,115.741147861,112.011310512,18319.11739266437,42133.97000312805,4,0,4,50,45,1,1,2,2,2,0,0,0,0,0
2179,2555,0.0,0.10359519859061603,0.8964048014093839,146.52,115.251809344,108.977332394,21930.359979629517,21930.359979629517,1,0,4,60,38,1,0,2,0,1,0,0,0,0,0
2180,2556,0.0,0.1400775320668576,0.8599224679331424,146.52,116.321875867,110.987266567,18087.8399848938,18087.8399848938,1,0,4,50,54,1,0,2,0,1,0,0,0,0,0
2181,2557,0.0,0.1602345316817912,0.8397654683182089,146.52,115.445754383,107.049407244,22263.990020751953,44527.980041503906,4,0,4,71,59,1,1,2,1,3,0,0,0,0,0
2182,2558,0.05935349124606788,0.0608652332521416,0.8797812755017905,146.52,116.347928565,121.228163464,24526.4994653066,44147.69903755188,4,0,4,20,41,1,1,2,1,2,0,0,0,0,0
2183,2559,0.029939552444691663,0.10491463705001192,0.8651458105052964,146.52,115.274935,114.791689255,35234.54997698466,105703.64993095398,4,1,4,44,52,1,6,2,3,2,0,0,0,0,0
2184,2560,0.0,0.16413787147150427,0.8358621285284957,146.52,116.264925738,111.716641823,16534.879996299744,16534.879996299744,1,0,4,70,69,5,0,1,0,0,0,0,0,0,0
2185,2561,0.021717655943737747,0.18142813539182212,0.7968542086644401,146.52,117.042803819,116.665346142,27535.200002670288,27535.200002670288,1,0,4,50,61,5,0,1,0,0,0,0,0,0,0
2186,2562,0.04640022143747184,0.19013431766956784,0.7634654608929603,146.52,114.911600078,112.162501992,23190.693291982014,34786.03993797302,3,0,4,20,68,5,5,1,0,0,0,0,0,0,0
2187,2563,0.05340090816296861,0.1324213873455134,0.8141777044915179,146.52,117.484484671,115.242001182,23453.16001224518,23453.16001224518,1,0,4,20,78,5,0,1,0,0,0,0,0,0,0
2188,2677,0.04611150811090907,0.09718015114913885,0.8567083407399521,146.52,115.310754141,110.048446858,24649.6665875117,59159.199810028076,4,0,4,31,37,1,1,2,3,2,0,0,0,0,0
2189,2678,0.08109986148774523,0.061264207735254206,0.8576359307770005,146.52,114.168134782,109.867892458,28260.219688415527,28260.219688415527,1,0,4,41,59,4,0,1,0,1,0,0,0,0,0
2190,2679,0.046271695866383744,0.11643280889107975,0.8372954952425365,146.52,115.928241725,108.469713471,36643.280097961426,54964.92014694214,3,0,4,20,62,5,1,1,0,1,0,0,0,0,0
2191,2680,0.045298544013815965,0.14700176801581646,0.8076996879703675,146.52,116.1320541,108.671813315,24393.72002029419,24393.72002029419,1,0,4,20,31,1,0,5,0,1,0,0,0,0,0
2192,2681,0.0,0.15438810826124674,0.8456118917387533,146.52,117.371670005,120.699388038,23748.719989299774,23748.719989299774,1,1,4,70,76,5,0,1,0,0,0,0,0,0,0
2193,2682,0.024786209709524387,0.1174763095465781,0.8577374807438976,146.52,116.434218699,102.711869891,21970.68505859375,43941.3701171875,4,0,4,50,58,1,1,3,1,2,0,0,0,0,0
2194,2683,0.0215871674070697,0.0888693412491352,0.8895434913437951,146.52,114.920998639,108.514885284,51822.14684677124,77733.22027015686,2,0,4,20,60,5,0,1,1,0,0,0,0,0,0
2195,2684,0.06615856490040424,0.12883989712726543,0.8050015379723303,146.52,115.572338804,110.428251717,21944.104788643974,46082.620056152344,4,1,4,43,36,1,1,3,2,2,0,0,0,0,0
2196,2685,0.0,0.08289444889989216,0.9171055511001078,146.52,113.473765321,113.182535271,14982.104850042433,31462.42018508911,4,0,4,60,45,1,1,2,2,2,0,0,0,0,0
2197,2686,0.028258412314316087,0.05244264418656017,0.9192989434991238,146.52,118.646577196,112.657636558,9908.553845332219,25762.23999786377,4,0,4,43,43,1,1,2,3,2,0,0,0,0,0
2198,2687,0.0,0.13741726966709636,0.8625827303329037,146.52,116.709436343,114.702727865,13918.192290159372,18093.649977207184,2,1,4,71,38,4,0,3,1,1,0,0,0,0,0
2199,2688,0.015649454429626064,0.15055174093052334,0.8337988046398506,146.52,116.263970148,120.332641961,34612.495221637546,72686.23996543884,4,1,4,31,43,1,1,1,2,2,0,0,0,0,0
2200,2689,0.0,0.20278064332192386,0.7972193566780761,146.52,115.778071708,113.375796731,12906.359985351562,12906.359985351562,1,0,4,70,72,5,0,1,0,0,0,0,0,0,0
2201,2690,0.053528572163226956,0.1796713890531644,0.7668000387836087,146.52,116.52370511,109.243444762,44200.69328180949,66301.03992271423,3,0,4,60,56,1,1,1,0,2,0,0,0,0,0
2202,2691,0.048797315146539816,0.0866689111568446,0.8645337736966155,146.52,116.835314448,111.861790881,17760.53998184204,26640.80997276306,3,0,4,70,72,5,5,1,0,0,0,0,0,0,0
2203,2692,0.021915214395739707,0.09184160617537687,0.8862431794288834,146.52,116.907625992,108.478491538,29659.76003074646,29659.76003074646,1,0,4,60,74,5,0,3,0,0,0,0,0,0,0
2204,2693,0.06080652628699653,0.15660351504474573,0.7825899586682578,146.52,115.939026276,106.323149697,35322.29545261549,81241.27954101562,4,1,4,50,42,1,1,3,2,3,0,0,0,0,0
2205,2694,0.0632949199079581,0.03836997275539769,0.8983351073366442,146.52,118.311602667,106.562125437,22136.233257717555,39845.2198638916,4,0,4,20,34,1,1,2,1,2,0,0,0,0,0
2206,2695,0.07268762979215397,0.17256159009992056,0.7547507801079255,146.52,115.308243387,109.211448633,27807.20797805786,69518.01994514465,4,0,4,20,52,1,1,1,2,2,0,0,0,0,0
2207,2696,0.1044571846713738,0.11450158046131674,0.7810412348673095,146.52,117.129862805,111.517054966,15116.880057017008,22675.320085525513,3,0,4,71,52,1,1,1,0,2,0,0,0,0,0
2208,2697,0.06338101131562879,0.03725584626956928,0.899363142414802,146.52,118.165626146,110.948943972,9115.944441159567,16408.69999408722,4,0,4,50,36,1,1,3,1,2,0,0,0,0,0
2209,2698,0.03687661986188879,0.03730590138535657,0.9258174787527547,146.52,110.553775526,116.057907952,31727.41982269287,31727.41982269287,1,0,4,50,55,1,0,1,0,1,0,0,0,0,0
2210,2699,0.04313458412350443,0.15884527212210395,0.7980201437543917,146.52,116.340940765,111.355875223,21180.000070844377,44478.00014877319,4,0,4,20,51,1,1,2,2,2,0,0,0,0,0
2211,2700,0.0,0.25927591221973845,0.7407240877802616,146.52,116.072108943,115.169081974,10676.400022824606,16014.600034236908,3,0,4,70,88,5,5,1,0,0,0,0,0,0,0
2212,2701,0.020164082114687454,0.0770430899805134,0.9027928279047991,146.52,113.998893426,111.230724398,26422.82396774292,66057.0599193573,4,0,4,71,53,1,1,2,2,3,0,0,0,0,0
2213,2702,0.047212889373486035,0.10145833183860292,0.851328778787911,146.52,116.972217796,111.584905941,37069.78121757507,77846.54055690765,4,1,4,50,46,1,1,2,2,2,0,0,0,0,0
2214,2801,0.0,0.07975445238788884,0.9202455476121112,146.52,116.000717902,109.952161254,21480.179935455322,21480.179935455322,1,0,2,20,48,1,0,3,0,1,0,0,0,0,0
2215,2802,0.0,0.10753112145482505,0.892468878545175,146.52,118.030032714,110.688631687,17948.188877105713,32306.739978790283,4,0,2,20,37,4,1,3,1,2,0,0,0,0,0
