;Matched;ENTD
0;17290.791648989249;15825.598649473905
1;13929.941822421893;13782.192757147352
2;12166.009996010969;11611.733605233336
3;11676.048323267612;10621.319961473715
4;8343.9550708395345;8358.6735816991477
