keys;entd;matched
0.0;0.136543800092;0.12125318674
0.1;0.100931745831;0.100377244578
0.2;0.338177332047;0.337894940452
0.3;0.267102485867;0.266796175118
0.4;0.128998734989;0.13633623011
0.5;0.0200836010353;0.0250570876995
0.6;0.00624209313722;0.0100039818522
0.7;0.00192020700001;0.002281153449
0.8;0.0;0.0
0.9;0.0;0.0
1.0;0.0;0.0
