,posteCOICOP,annee,description,categoriefiscale,supplementaire
1154,562,2014,Services domestiques et services ménagers,4,0
1155,611,1994,Produits pharmaceutiques,1,0
1156,611,1995,Produits pharmaceutiques,1,0
1157,611,1996,Produits pharmaceutiques,1,0
1158,611,1997,Produits pharmaceutiques,1,0
1159,611,1998,Produits pharmaceutiques,1,0
1160,611,1999,Produits pharmaceutiques,1,0
1161,611,2000,Produits pharmaceutiques,1,0
1162,611,2001,Produits pharmaceutiques,1,0
1163,611,2002,Produits pharmaceutiques,1,0
1164,611,2003,Produits pharmaceutiques,1,0
1165,611,2004,Produits pharmaceutiques,1,0
1166,611,2005,Produits pharmaceutiques,1,0
1167,611,2006,Produits pharmaceutiques,1,0
1168,611,2007,Produits pharmaceutiques,1,0
1169,611,2008,Produits pharmaceutiques,1,0
1170,611,2009,Produits pharmaceutiques,1,0
1171,611,2010,Produits pharmaceutiques,1,0
1172,611,2011,Produits pharmaceutiques,1,0
1173,611,2012,Produits pharmaceutiques,1,0
1174,611,2013,Produits pharmaceutiques,1,0
1175,611,2014,Produits pharmaceutiques,1,0
1176,612,1994,Produits médicaux divers,3,0
1177,612,1995,Produits médicaux divers,3,0
1178,612,1996,Produits médicaux divers,3,0
1179,612,1997,Produits médicaux divers,3,0
1180,612,1998,Produits médicaux divers,3,0
1181,612,1999,Produits médicaux divers,3,0
1182,612,2000,Produits médicaux divers,3,0
1183,612,2001,Produits médicaux divers,3,0
1184,612,2002,Produits médicaux divers,3,0
1185,612,2003,Produits médicaux divers,3,0
1186,612,2004,Produits médicaux divers,3,0
1187,612,2005,Produits médicaux divers,3,0
1188,612,2006,Produits médicaux divers,3,0
1189,612,2007,Produits médicaux divers,3,0
1190,612,2008,Produits médicaux divers,3,0
1191,612,2009,Produits médicaux divers,3,0
1192,612,2010,Produits médicaux divers,3,0
1193,612,2011,Produits médicaux divers,3,0
1194,612,2012,Produits médicaux divers,3,0
1195,612,2013,Produits médicaux divers,3,0
1196,612,2014,Produits médicaux divers,3,0
1197,613,1994,Appareils et matériel thérapeutiques,2,0
1198,613,1995,Appareils et matériel thérapeutiques,2,0
1199,613,1996,Appareils et matériel thérapeutiques,2,0
1200,613,1997,Appareils et matériel thérapeutiques,2,0
1201,613,1998,Appareils et matériel thérapeutiques,2,0
1202,613,1999,Appareils et matériel thérapeutiques,2,0
1203,613,2000,Appareils et matériel thérapeutiques,2,0
1204,613,2001,Appareils et matériel thérapeutiques,2,0
1205,613,2002,Appareils et matériel thérapeutiques,2,0
1206,613,2003,Appareils et matériel thérapeutiques,2,0
1207,613,2004,Appareils et matériel thérapeutiques,2,0
1208,613,2005,Appareils et matériel thérapeutiques,2,0
1209,613,2006,Appareils et matériel thérapeutiques,2,0
1210,613,2007,Appareils et matériel thérapeutiques,2,0
1211,613,2008,Appareils et matériel thérapeutiques,2,0
1212,613,2009,Appareils et matériel thérapeutiques,2,0
1213,613,2010,Appareils et matériel thérapeutiques,2,0
1214,613,2011,Appareils et matériel thérapeutiques,2,0
1215,613,2012,Appareils et matériel thérapeutiques,2,0
1216,613,2013,Appareils et matériel thérapeutiques,2,0
1217,613,2014,Appareils et matériel thérapeutiques,2,0
1218,621,1994,Services médicaux,0,0
1219,621,1995,Services médicaux,0,0
1220,621,1996,Services médicaux,0,0
1221,621,1997,Services médicaux,0,0
1222,621,1998,Services médicaux,0,0
1223,621,1999,Services médicaux,0,0
1224,621,2000,Services médicaux,0,0
1225,621,2001,Services médicaux,0,0
1226,621,2002,Services médicaux,0,0
1227,621,2003,Services médicaux,0,0
1228,621,2004,Services médicaux,0,0
1229,621,2005,Services médicaux,0,0
1230,621,2006,Services médicaux,0,0
1231,621,2007,Services médicaux,0,0
1232,621,2008,Services médicaux,0,0
1233,621,2009,Services médicaux,0,0
1234,621,2010,Services médicaux,0,0
1235,621,2011,Services médicaux,0,0
1236,621,2012,Services médicaux,0,0
1237,621,2013,Services médicaux,0,0
1238,621,2014,Services médicaux,0,0
1239,622,1994,Services dentaires,0,0
1240,622,1995,Services dentaires,0,0
1241,622,1996,Services dentaires,0,0
1242,622,1997,Services dentaires,0,0
1243,622,1998,Services dentaires,0,0
1244,622,1999,Services dentaires,0,0
1245,622,2000,Services dentaires,0,0
1246,622,2001,Services dentaires,0,0
1247,622,2002,Services dentaires,0,0
1248,622,2003,Services dentaires,0,0
1249,622,2004,Services dentaires,0,0
1250,622,2005,Services dentaires,0,0
1251,622,2006,Services dentaires,0,0
1252,622,2007,Services dentaires,0,0
1253,622,2008,Services dentaires,0,0
1254,622,2009,Services dentaires,0,0
1255,622,2010,Services dentaires,0,0
1256,622,2011,Services dentaires,0,0
1257,622,2012,Services dentaires,0,0
1258,622,2013,Services dentaires,0,0
1259,622,2014,Services dentaires,0,0
1260,623,1994,Services paramédicaux,0,0
1261,623,1995,Services paramédicaux,0,0
1262,623,1996,Services paramédicaux,0,0
1263,623,1997,Services paramédicaux,0,0
1264,623,1998,Services paramédicaux,0,0
1265,623,1999,Services paramédicaux,0,0
1266,623,2000,Services paramédicaux,0,0
1267,623,2001,Services paramédicaux,0,0
1268,623,2002,Services paramédicaux,0,0
1269,623,2003,Services paramédicaux,0,0
1270,623,2004,Services paramédicaux,0,0
1271,623,2005,Services paramédicaux,0,0
1272,623,2006,Services paramédicaux,0,0
1273,623,2007,Services paramédicaux,0,0
1274,623,2008,Services paramédicaux,0,0
1275,623,2009,Services paramédicaux,0,0
1276,623,2010,Services paramédicaux,0,0
1277,623,2011,Services paramédicaux,0,0
1278,623,2012,Services paramédicaux,0,0
1279,623,2013,Services paramédicaux,0,0
1280,623,2014,Services paramédicaux,0,0
1281,630,1994,Services hospitaliers,0,0
1282,630,1995,Services hospitaliers,0,0
1283,630,1996,Services hospitaliers,0,0
1284,630,1997,Services hospitaliers,0,0
1285,630,1998,Services hospitaliers,0,0
1286,630,1999,Services hospitaliers,0,0
1287,630,2000,Services hospitaliers,0,0
1288,630,2001,Services hospitaliers,0,0
1289,630,2002,Services hospitaliers,0,0
1290,630,2003,Services hospitaliers,0,0
1291,630,2004,Services hospitaliers,0,0
1292,630,2005,Services hospitaliers,0,0
1293,630,2006,Services hospitaliers,0,0
1294,630,2007,Services hospitaliers,0,0
1295,630,2008,Services hospitaliers,0,0
1296,630,2009,Services hospitaliers,0,0
1297,630,2010,Services hospitaliers,0,0
1298,630,2011,Services hospitaliers,0,0
1299,630,2012,Services hospitaliers,0,0
1300,630,2013,Services hospitaliers,0,0
1301,630,2014,Services hospitaliers,0,0
1302,711,1994,Voitures automobiles,3,0
1303,711,1995,Voitures automobiles,3,0
1304,711,1996,Voitures automobiles,3,0
1305,711,1997,Voitures automobiles,3,0
1306,711,1998,Voitures automobiles,3,0
1307,711,1999,Voitures automobiles,3,0
1308,711,2000,Voitures automobiles,3,0
1309,711,2001,Voitures automobiles,3,0
1310,711,2002,Voitures automobiles,3,0
1311,711,2003,Voitures automobiles,3,0
1312,711,2004,Voitures automobiles,3,0
1313,711,2005,Voitures automobiles,3,0
1314,711,2006,Voitures automobiles,3,0
1315,711,2007,Voitures automobiles,3,0
1316,711,2008,Voitures automobiles,3,0
1317,711,2009,Voitures automobiles,3,0
1318,711,2010,Voitures automobiles,3,0
1319,711,2011,Voitures automobiles,3,0
1320,711,2012,Voitures automobiles,3,0
1321,711,2013,Voitures automobiles,3,0
1322,711,2014,Voitures automobiles,3,0
1323,712,1994,Motocycles,3,0
1324,712,1995,Motocycles,3,0
1325,712,1996,Motocycles,3,0
1326,712,1997,Motocycles,3,0
1327,712,1998,Motocycles,3,0
1328,712,1999,Motocycles,3,0
1329,712,2000,Motocycles,3,0
1330,712,2001,Motocycles,3,0
1331,712,2002,Motocycles,3,0
1332,712,2003,Motocycles,3,0
1333,712,2004,Motocycles,3,0
1334,712,2005,Motocycles,3,0
1335,712,2006,Motocycles,3,0
1336,712,2007,Motocycles,3,0
1337,712,2008,Motocycles,3,0
1338,712,2009,Motocycles,3,0
1339,712,2010,Motocycles,3,0
1340,712,2011,Motocycles,3,0
1341,712,2012,Motocycles,3,0
1342,712,2013,Motocycles,3,0
1343,712,2014,Motocycles,3,0
1344,713,1994,Bicyclettes,3,0
1345,713,1995,Bicyclettes,3,0
1346,713,1996,Bicyclettes,3,0
1347,713,1997,Bicyclettes,3,0
1348,713,1998,Bicyclettes,3,0
1349,713,1999,Bicyclettes,3,0
1350,713,2000,Bicyclettes,3,0
1351,713,2001,Bicyclettes,3,0
1352,713,2002,Bicyclettes,3,0
1353,713,2003,Bicyclettes,3,0
1354,713,2004,Bicyclettes,3,0
1355,713,2005,Bicyclettes,3,0
1356,713,2006,Bicyclettes,3,0
1357,713,2007,Bicyclettes,3,0
1358,713,2008,Bicyclettes,3,0
1359,713,2009,Bicyclettes,3,0
1360,713,2010,Bicyclettes,3,0
1361,713,2011,Bicyclettes,3,0
1362,713,2012,Bicyclettes,3,0
1363,713,2013,Bicyclettes,3,0
1364,713,2014,Bicyclettes,3,0
1365,721,1994,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1366,721,1995,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1367,721,1996,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1368,721,1997,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1369,721,1998,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1370,721,1999,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1371,721,2000,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1372,721,2001,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1373,721,2002,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1374,721,2003,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1375,721,2004,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1376,721,2005,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1377,721,2006,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1378,721,2007,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1379,721,2008,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1380,721,2009,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1381,721,2010,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1382,721,2011,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1383,721,2012,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1384,721,2013,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1385,721,2014,Pièces de rechange et accessoires pour véhicules de tourisme ,3,0
1386,722,1994,Carburants et lubrifiants pour véhicules de tourisme,14,0
1387,722,1995,Carburants et lubrifiants pour véhicules de tourisme,14,0
1388,722,1996,Carburants et lubrifiants pour véhicules de tourisme,14,0
1389,722,1997,Carburants et lubrifiants pour véhicules de tourisme,14,0
1390,722,1998,Carburants et lubrifiants pour véhicules de tourisme,14,0
1391,722,1999,Carburants et lubrifiants pour véhicules de tourisme,14,0
1392,722,2000,Carburants et lubrifiants pour véhicules de tourisme,14,0
1393,722,2001,Carburants et lubrifiants pour véhicules de tourisme,14,0
1394,722,2002,Carburants et lubrifiants pour véhicules de tourisme,14,0
1395,722,2003,Carburants et lubrifiants pour véhicules de tourisme,14,0
1396,722,2004,Carburants et lubrifiants pour véhicules de tourisme,14,0
1397,722,2005,Carburants et lubrifiants pour véhicules de tourisme,14,0
1398,722,2006,Carburants et lubrifiants pour véhicules de tourisme,14,0
1399,722,2007,Carburants et lubrifiants pour véhicules de tourisme,14,0
1400,722,2008,Carburants et lubrifiants pour véhicules de tourisme,14,0
1401,722,2009,Carburants et lubrifiants pour véhicules de tourisme,14,0
1402,722,2010,Carburants et lubrifiants pour véhicules de tourisme,14,0
1403,722,2011,Carburants et lubrifiants pour véhicules de tourisme,14,0
1404,722,2012,Carburants et lubrifiants pour véhicules de tourisme,14,0
1405,722,2013,Carburants et lubrifiants pour véhicules de tourisme,14,0
1406,722,2014,Carburants et lubrifiants pour véhicules de tourisme,14,0
1407,723,1994,Entretien et réparation de véhicules particuliers,3,0
1408,723,1995,Entretien et réparation de véhicules particuliers,3,0
1409,723,1996,Entretien et réparation de véhicules particuliers,3,0
1410,723,1997,Entretien et réparation de véhicules particuliers,3,0
1411,723,1998,Entretien et réparation de véhicules particuliers,3,0
1412,723,1999,Entretien et réparation de véhicules particuliers,3,0
1413,723,2000,Entretien et réparation de véhicules particuliers,3,0
1414,723,2001,Entretien et réparation de véhicules particuliers,3,0
1415,723,2002,Entretien et réparation de véhicules particuliers,3,0
1416,723,2003,Entretien et réparation de véhicules particuliers,3,0
1417,723,2004,Entretien et réparation de véhicules particuliers,3,0
1418,723,2005,Entretien et réparation de véhicules particuliers,3,0
1419,723,2006,Entretien et réparation de véhicules particuliers,3,0
1420,723,2007,Entretien et réparation de véhicules particuliers,3,0
1421,723,2008,Entretien et réparation de véhicules particuliers,3,0
1422,723,2009,Entretien et réparation de véhicules particuliers,3,0
1423,723,2010,Entretien et réparation de véhicules particuliers,3,0
1424,723,2011,Entretien et réparation de véhicules particuliers,3,0
1425,723,2012,Entretien et réparation de véhicules particuliers,3,0
1426,723,2013,Entretien et réparation de véhicules particuliers,3,0
1427,723,2014,Entretien et réparation de véhicules particuliers,3,0
1428,724,1994,Services divers liés aux véhicules particuliers,3,0
1429,724,1995,Services divers liés aux véhicules particuliers,3,0
1430,724,1996,Services divers liés aux véhicules particuliers,3,0
1431,724,1997,Services divers liés aux véhicules particuliers,3,0
1432,724,1998,Services divers liés aux véhicules particuliers,3,0
1433,724,1999,Services divers liés aux véhicules particuliers,3,0
1434,724,2000,Services divers liés aux véhicules particuliers,3,0
1435,724,2001,Services divers liés aux véhicules particuliers,3,0
1436,724,2002,Services divers liés aux véhicules particuliers,3,0
1437,724,2003,Services divers liés aux véhicules particuliers,3,0
1438,724,2004,Services divers liés aux véhicules particuliers,3,0
1439,724,2005,Services divers liés aux véhicules particuliers,3,0
1440,724,2006,Services divers liés aux véhicules particuliers,3,0
1441,724,2007,Services divers liés aux véhicules particuliers,3,0
1442,724,2008,Services divers liés aux véhicules particuliers,3,0
1443,724,2009,Services divers liés aux véhicules particuliers,3,0
1444,724,2010,Services divers liés aux véhicules particuliers,3,0
1445,724,2011,Services divers liés aux véhicules particuliers,3,0
1446,724,2012,Services divers liés aux véhicules particuliers,3,0
1447,724,2013,Services divers liés aux véhicules particuliers,3,0
1448,724,2014,Services divers liés aux véhicules particuliers,3,0
1449,731,1994,Transport ferroviaire de passagers,2,0
1450,731,1995,Transport ferroviaire de passagers,2,0
1451,731,1996,Transport ferroviaire de passagers,2,0
1452,731,1997,Transport ferroviaire de passagers,2,0
1453,731,1998,Transport ferroviaire de passagers,2,0
1454,731,1999,Transport ferroviaire de passagers,2,0
1455,731,2000,Transport ferroviaire de passagers,2,0
1456,731,2001,Transport ferroviaire de passagers,2,0
1457,731,2002,Transport ferroviaire de passagers,2,0
1458,731,2003,Transport ferroviaire de passagers,2,0
1459,731,2004,Transport ferroviaire de passagers,2,0
1460,731,2005,Transport ferroviaire de passagers,2,0
1461,731,2006,Transport ferroviaire de passagers,2,0
1462,731,2007,Transport ferroviaire de passagers,2,0
1463,731,2008,Transport ferroviaire de passagers,2,0
1464,731,2009,Transport ferroviaire de passagers,2,0
1465,731,2010,Transport ferroviaire de passagers,2,0
1466,731,2011,Transport ferroviaire de passagers,2,0
1467,731,2012,Transport ferroviaire de passagers,4,0
1468,731,2013,Transport ferroviaire de passagers,4,0
1469,731,2014,Transport ferroviaire de passagers,4,0
1470,732,1994,Transport routier de passagers,2,0
1471,732,1995,Transport routier de passagers,2,0
1472,732,1996,Transport routier de passagers,2,0
1473,732,1997,Transport routier de passagers,2,0
1474,732,1998,Transport routier de passagers,2,0
1475,732,1999,Transport routier de passagers,2,0
1476,732,2000,Transport routier de passagers,2,0
1477,732,2001,Transport routier de passagers,2,0
1478,732,2002,Transport routier de passagers,2,0
1479,732,2003,Transport routier de passagers,2,0
1480,732,2004,Transport routier de passagers,2,0
1481,732,2005,Transport routier de passagers,2,0
1482,732,2006,Transport routier de passagers,2,0
1483,732,2007,Transport routier de passagers,2,0
1484,732,2008,Transport routier de passagers,2,0
1485,732,2009,Transport routier de passagers,2,0
1486,732,2010,Transport routier de passagers,2,0
1487,732,2011,Transport routier de passagers,2,0
1488,732,2012,Transport routier de passagers,4,0
1489,732,2013,Transport routier de passagers,4,0
1490,732,2014,Transport routier de passagers,4,0
1491,733,1994,Transport aérien de passagers,2,0
1492,733,1995,Transport aérien de passagers,2,0
1493,733,1996,Transport aérien de passagers,2,0
1494,733,1997,Transport aérien de passagers,2,0
1495,733,1998,Transport aérien de passagers,2,0
1496,733,1999,Transport aérien de passagers,2,0
1497,733,2000,Transport aérien de passagers,2,0
1498,733,2001,Transport aérien de passagers,2,0
1499,733,2002,Transport aérien de passagers,2,0
1500,733,2003,Transport aérien de passagers,2,0
1501,733,2004,Transport aérien de passagers,2,0
1502,733,2005,Transport aérien de passagers,2,0
1503,733,2006,Transport aérien de passagers,2,0
1504,733,2007,Transport aérien de passagers,2,0
1505,733,2008,Transport aérien de passagers,2,0
1506,733,2009,Transport aérien de passagers,2,0
1507,733,2010,Transport aérien de passagers,2,0
1508,733,2011,Transport aérien de passagers,2,0
1509,733,2012,Transport aérien de passagers,4,0
1510,733,2013,Transport aérien de passagers,4,0
1511,733,2014,Transport aérien de passagers,4,0
1512,734,1994,Transport maritime et fluvial de passagers,2,0
1513,734,1995,Transport maritime et fluvial de passagers,2,0
1514,734,1996,Transport maritime et fluvial de passagers,2,0
1515,734,1997,Transport maritime et fluvial de passagers,2,0
1516,734,1998,Transport maritime et fluvial de passagers,2,0
1517,734,1999,Transport maritime et fluvial de passagers,2,0
1518,734,2000,Transport maritime et fluvial de passagers,2,0
1519,734,2001,Transport maritime et fluvial de passagers,2,0
1520,734,2002,Transport maritime et fluvial de passagers,2,0
1521,734,2003,Transport maritime et fluvial de passagers,2,0
1522,734,2004,Transport maritime et fluvial de passagers,2,0
1523,734,2005,Transport maritime et fluvial de passagers,2,0
1524,734,2006,Transport maritime et fluvial de passagers,2,0
1525,734,2007,Transport maritime et fluvial de passagers,2,0
1526,734,2008,Transport maritime et fluvial de passagers,2,0
1527,734,2009,Transport maritime et fluvial de passagers,2,0
1528,734,2010,Transport maritime et fluvial de passagers,2,0
1529,734,2011,Transport maritime et fluvial de passagers,2,0
1530,734,2012,Transport maritime et fluvial de passagers,4,0
1531,734,2013,Transport maritime et fluvial de passagers,4,0
1532,734,2014,Transport maritime et fluvial de passagers,4,0
1533,735,1994,Transport combiné de passagers,2,0
1534,735,1995,Transport combiné de passagers,2,0
1535,735,1996,Transport combiné de passagers,2,0
1536,735,1997,Transport combiné de passagers,2,0
1537,735,1998,Transport combiné de passagers,2,0
1538,735,1999,Transport combiné de passagers,2,0
1539,735,2000,Transport combiné de passagers,2,0
1540,735,2001,Transport combiné de passagers,2,0
1541,735,2002,Transport combiné de passagers,2,0
1542,735,2003,Transport combiné de passagers,2,0
1543,735,2004,Transport combiné de passagers,2,0
1544,735,2005,Transport combiné de passagers,2,0
1545,735,2006,Transport combiné de passagers,2,0
1546,735,2007,Transport combiné de passagers,2,0
1547,735,2008,Transport combiné de passagers,2,0
1548,735,2009,Transport combiné de passagers,2,0
1549,735,2010,Transport combiné de passagers,2,0
1550,735,2011,Transport combiné de passagers,2,0
1551,735,2012,Transport combiné de passagers,4,0
1552,735,2013,Transport combiné de passagers,4,0
1553,735,2014,Transport combiné de passagers,4,0
1554,736,1994,Services de transport divers,3,0
1555,736,1995,Services de transport divers,3,0
1556,736,1996,Services de transport divers,3,0
1557,736,1997,Services de transport divers,3,0
1558,736,1998,Services de transport divers,3,0
1559,736,1999,Services de transport divers,3,0
1560,736,2000,Services de transport divers,3,0
1561,736,2001,Services de transport divers,3,0
1562,736,2002,Services de transport divers,3,0
1563,736,2003,Services de transport divers,3,0
1564,736,2004,Services de transport divers,3,0
1565,736,2005,Services de transport divers,3,0
1566,736,2006,Services de transport divers,3,0
1567,736,2007,Services de transport divers,3,0
1568,736,2008,Services de transport divers,3,0
1569,736,2009,Services de transport divers,3,0
1570,736,2010,Services de transport divers,3,0
1571,736,2011,Services de transport divers,3,0
1572,736,2012,Services de transport divers,3,0
1573,736,2013,Services de transport divers,3,0
1574,736,2014,Services de transport divers,3,0
1575,810,1994,Services postaux,0,0
1576,810,1995,Services postaux,0,0
1577,810,1996,Services postaux,0,0
1578,810,1997,Services postaux,0,0
1579,810,1998,Services postaux,0,0
1580,810,1999,Services postaux,0,0
1581,810,2000,Services postaux,0,0
1582,810,2001,Services postaux,0,0
1583,810,2002,Services postaux,0,0
1584,810,2003,Services postaux,0,0
1585,810,2004,Services postaux,0,0
1586,810,2005,Services postaux,0,0
1587,810,2006,Services postaux,0,0
1588,810,2007,Services postaux,0,0
1589,810,2008,Services postaux,0,0
1590,810,2009,Services postaux,0,0
1591,810,2010,Services postaux,0,0
1592,810,2011,Services postaux,0,0
1593,810,2012,Services postaux,0,0
1594,810,2013,Services postaux,0,0
1595,810,2014,Services postaux,0,0
1596,831,1994,Matériel de téléphonie et de télécopie,3,0
1597,831,1995,Matériel de téléphonie et de télécopie,3,0
1598,831,1996,Matériel de téléphonie et de télécopie,3,0
1599,831,1997,Matériel de téléphonie et de télécopie,3,0
1600,831,1998,Matériel de téléphonie et de télécopie,3,0
1601,831,1999,Matériel de téléphonie et de télécopie,3,0
1602,831,2000,Matériel de téléphonie et de télécopie,3,0
1603,831,2001,Matériel de téléphonie et de télécopie,3,0
1604,831,2002,Matériel de téléphonie et de télécopie,3,0
1605,831,2003,Matériel de téléphonie et de télécopie,3,0
1606,831,2004,Matériel de téléphonie et de télécopie,3,0
1607,831,2005,Matériel de téléphonie et de télécopie,3,0
1608,831,2006,Matériel de téléphonie et de télécopie,3,0
1609,831,2007,Matériel de téléphonie et de télécopie,3,0
1610,831,2008,Matériel de téléphonie et de télécopie,3,0
1611,831,2009,Matériel de téléphonie et de télécopie,3,0
1612,831,2010,Matériel de téléphonie et de télécopie,3,0
1613,831,2011,Matériel de téléphonie et de télécopie,3,0
1614,831,2012,Matériel de téléphonie et de télécopie,3,0
1615,831,2013,Matériel de téléphonie et de télécopie,3,0
1616,831,2014,Matériel de téléphonie et de télécopie,3,0
1617,832,1994,Services de téléphonie et de télécopie,3,0
1618,832,1995,Services de téléphonie et de télécopie,3,0
1619,832,1996,Services de téléphonie et de télécopie,3,0
1620,832,1997,Services de téléphonie et de télécopie,3,0
1621,832,1998,Services de téléphonie et de télécopie,3,0
1622,832,1999,Services de téléphonie et de télécopie,3,0
1623,832,2000,Services de téléphonie et de télécopie,3,0
1624,832,2001,Services de téléphonie et de télécopie,3,0
1625,832,2002,Services de téléphonie et de télécopie,3,0
1626,832,2003,Services de téléphonie et de télécopie,3,0
1627,832,2004,Services de téléphonie et de télécopie,3,0
1628,832,2005,Services de téléphonie et de télécopie,3,0
1629,832,2006,Services de téléphonie et de télécopie,3,0
1630,832,2007,Services de téléphonie et de télécopie,3,0
1631,832,2008,Services de téléphonie et de télécopie,3,0
1632,832,2009,Services de téléphonie et de télécopie,3,0
1633,832,2010,Services de téléphonie et de télécopie,3,0
1634,832,2011,Services de téléphonie et de télécopie,3,0
1635,832,2012,Services de téléphonie et de télécopie,3,0
1636,832,2013,Services de téléphonie et de télécopie,3,0
1637,832,2014,Services de téléphonie et de télécopie,3,0
1638,911,1994,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1639,911,1995,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1640,911,1996,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1641,911,1997,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1642,911,1998,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1643,911,1999,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1644,911,2000,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1645,911,2001,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1646,911,2002,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1647,911,2003,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1648,911,2004,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1649,911,2005,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1650,911,2006,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1651,911,2007,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1652,911,2008,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1653,911,2009,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1654,911,2010,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1655,911,2011,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1656,911,2012,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1657,911,2013,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1658,911,2014,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image",3,0
1659,912,1994,Matériel photographique et cinématographique et appareils optiques,3,0
1660,912,1995,Matériel photographique et cinématographique et appareils optiques,3,0
1661,912,1996,Matériel photographique et cinématographique et appareils optiques,3,0
1662,912,1997,Matériel photographique et cinématographique et appareils optiques,3,0
1663,912,1998,Matériel photographique et cinématographique et appareils optiques,3,0
1664,912,1999,Matériel photographique et cinématographique et appareils optiques,3,0
1665,912,2000,Matériel photographique et cinématographique et appareils optiques,3,0
1666,912,2001,Matériel photographique et cinématographique et appareils optiques,3,0
1667,912,2002,Matériel photographique et cinématographique et appareils optiques,3,0
1668,912,2003,Matériel photographique et cinématographique et appareils optiques,3,0
1669,912,2004,Matériel photographique et cinématographique et appareils optiques,3,0
1670,912,2005,Matériel photographique et cinématographique et appareils optiques,3,0
1671,912,2006,Matériel photographique et cinématographique et appareils optiques,3,0
1672,912,2007,Matériel photographique et cinématographique et appareils optiques,3,0
1673,912,2008,Matériel photographique et cinématographique et appareils optiques,3,0
1674,912,2009,Matériel photographique et cinématographique et appareils optiques,3,0
1675,912,2010,Matériel photographique et cinématographique et appareils optiques,3,0
1676,912,2011,Matériel photographique et cinématographique et appareils optiques,3,0
1677,912,2012,Matériel photographique et cinématographique et appareils optiques,3,0
1678,912,2013,Matériel photographique et cinématographique et appareils optiques,3,0
1679,912,2014,Matériel photographique et cinématographique et appareils optiques,3,0
1680,913,1994,Matériel de traitement de l'information,3,0
1681,913,1995,Matériel de traitement de l'information,3,0
1682,913,1996,Matériel de traitement de l'information,3,0
1683,913,1997,Matériel de traitement de l'information,3,0
1684,913,1998,Matériel de traitement de l'information,3,0
1685,913,1999,Matériel de traitement de l'information,3,0
1686,913,2000,Matériel de traitement de l'information,3,0
1687,913,2001,Matériel de traitement de l'information,3,0
1688,913,2002,Matériel de traitement de l'information,3,0
1689,913,2003,Matériel de traitement de l'information,3,0
1690,913,2004,Matériel de traitement de l'information,3,0
1691,913,2005,Matériel de traitement de l'information,3,0
1692,913,2006,Matériel de traitement de l'information,3,0
1693,913,2007,Matériel de traitement de l'information,3,0
1694,913,2008,Matériel de traitement de l'information,3,0
1695,913,2009,Matériel de traitement de l'information,3,0
1696,913,2010,Matériel de traitement de l'information,3,0
1697,913,2011,Matériel de traitement de l'information,3,0
1698,913,2012,Matériel de traitement de l'information,3,0
1699,913,2013,Matériel de traitement de l'information,3,0
1700,913,2014,Matériel de traitement de l'information,3,0
1701,914,1994,Supports d'enregistrement,3,0
1702,914,1995,Supports d'enregistrement,3,0
