v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
8783,2492,0,.074641,.1752515,.7501075,186.6043,174.4165,124.1829,128.8176,11629,11629,1,70,87,6,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.6348553,1.005052,1.014279,,,,,.1304363,-.2348656,.1447097,-.6751357,-.0712405,.0361035,-.1453268,-.8245885,.0359003,-.0944421,-.1941114,-.7616263
8784,2504,0,.0585087,.1530641,.7884271,186.6043,112.3832,128.2768,130.5708,37248,55872,3,31,66,5,5,0,0,27,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5341762,1.005785,1.013585,,,,,.1646672,-.035586,.184662,-.8479194,-.0815456,.041482,-.0214384,-.9442825,.034206,-.0895111,-.1846786,-.7736017
8785,2507,0,.0604763,.1817815,.7577422,186.6043,159.7225,125.9983,126.5449,26456.67,39685,3,20,55,1,1,0,2,27,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5493312,1.004871,1.014135,,,,,.1603525,-.0572483,.1804851,-.8329205,-.0686745,.0348238,-.1760489,-.7949711,.0355585,-.0934406,-.1922146,-.7640389
8786,2510,0,.0897516,.1171989,.7930495,198.5923,114.2245,130.2962,128.1826,9582,9582,1,71,75,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.6963313,1.007555,1.013506,,,,,.1067318,-.3704466,.1216943,-.5543109,-.1064849,.054155,.2779885,-1.233213,.034034,-.0890275,-.1836606,-.7748521
8787,2524,.0546731,.007279,.0794377,.8586102,198.5923,109.11,131.5032,133.2222,34345.55,61822,4,10,32,1,1,1,2,27,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.286398,-2.74432,1.011146,1.012475,-1.44078,.1432883,-.273981,.285075,1.318128,6.743156,1.483833,-6.800798,-.1571094,.0799556,.8855371,-1.819529,.0314283,-.0821649,-.1695812,-.792157
8788,2527,.0241905,.0172125,.182406,.7761909,174.6163,126.6192,128.3429,124.5857,10748,21496,4,71,55,7,7,1,0,27,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.647289,-.5834279,1.004854,1.0138,-1.997971,.3162655,-.6247569,.6591735,.5617327,2.293032,.6410276,-2.912364,-.0684343,.0347638,-.1788909,-.7922927,.0347279,-.0910512,-.187706,-.7697702
8789,2540,.104712,.028091,.0522553,.8149416,174.6163,109.11,126.7634,128.5327,19864,19864,1,10,41,1,0,0,1,27,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.149536,.0297696,1.016944,1.013143,-1.230515,.0746353,-.1432405,.149584,.3439648,1.007576,.3857071,-1.767017,-.2388773,.121527,1.866343,-2.765936,.0330797,-.0865835,-.1786847,-.7809548
8790,2542,.1217371,.0479535,.0948535,.7354559,186.6043,119.6766,130.0873,122.3053,11143.04,25629,4,50,45,1,1,2,2,27,1,1,0,2,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.128624,.4316418,1.009335,1.014564,-1.197961,.0629978,-.1245959,.130935,.2000931,.1813335,.2320784,-1.045147,-.1315759,.0668629,.5789841,-1.523606,.0366907,-.096077,-.1981535,-.757024
8791,2549,.1452614,.0378364,.1749856,.6419166,198.5923,116.5852,128.16,122.5738,22024.67,33037,3,41,54,1,1,0,2,27,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.107794,.2796676,1.00506,1.016686,-1.165748,.0529225,-.1040416,.109073,.2525654,.4963649,.2916166,-1.320214,-.0713154,.0362499,-.1440711,-.8259233,.0420611,-.1100576,-.2269699,-.7217197
8792,2550,.1640699,.0227844,.3218294,.4913163,180.6103,119.4594,126.9652,127.0085,11938,35814,4,71,60,1,1,3,5,27,3,1,0,4,.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.095437,-.1962034,1.002751,1.021801,-1.147083,.0470465,-.0916201,.0962195,.4236257,1.48251,.4780686,-2.188001,-.0387854,.0197154,-.5345988,-.4490824,.0548772,-.1437493,-.2964287,-.6364999
8793,2586,0,.007867,.076212,.9159209,186.6043,109.11,132.9547,115.098,10169,10169,1,70,61,5,0,0,0,27,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-2.464421,1.011618,1.011694,,,,,1.210261,6.198313,1.454183,-6.398336,-.1637278,.0832259,.9650711,-1.896187,.0294933,-.0771384,-.1592446,-.8048046
8794,2591,0,.0544016,.0780401,.8675582,174.6163,153.9591,125.3466,126.6248,22082.67,33124,3,71,54,1,1,0,2,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.4990085,1.011346,1.012346,,,,,.178923,.0466837,.2004998,-.925115,-.159981,.0811465,.9192614,-1.851773,.0310411,-.0815798,-.1678805,-.793927
8795,2600,0,.0596208,.1134385,.8269407,186.6043,177.1332,129.6655,130.5639,25159,25159,1,70,74,5,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.542865,1.007805,1.012953,,,,,.1632794,-.042021,.1832867,-.8474101,-.1100593,.0557749,.320351,-1.273872,.0325652,-.0856696,-.1761361,-.7837122
8796,2611,.160138,.0554324,.0028948,.7815349,198.5923,163.0967,126.52,124.0782,16236,16236,1,50,54,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.09778,.5083241,1.305864,1.013705,-1.150674,.0462795,-.0942254,.1008399,.1740219,.0300525,.1982895,-.910688,-4.311901,2.185843,50.73985,-49.91965,.0345017,-.0906382,-.1864014,-.7711672
8797,2613,.0723033,.0204908,.1905889,.716617,182.6083,109.11,124.4592,123.3309,20497,40994,4,71,53,1,1,1,2,27,2,1,1,3,.3333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.216564,-.3300972,1.004646,1.014947,-1.333417,.1074057,-.2080167,.2174642,.4689458,1.756403,.5322758,-2.427527,-.0654859,.0333054,-.2141232,-.758342,.0376476,-.0985105,-.2032408,-.750843
8798,2618,0,.0787765,.4012441,.5199794,186.6043,156.581,128.409,124.8317,14725.2,36813,4,31,47,1,1,2,2,27,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.6540243,1.002207,1.020599,,,,,.1228329,-.2762631,.140175,-.640769,-.0311109,.0157768,-.6267236,-.3601489,.0518338,-.1361662,-.2802019,-.6560647
8799,2635,.1657985,.0034159,.0275833,.8032024,174.6163,109.11,129.8321,132.0633,23420,23420,1,60,84,5,0,0,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.094442,-6.978831,1.0321,1.013335,-1.145627,.047302,-.0904358,.0943191,2.832207,15.49564,3.169426,-14.51844,-.4525574,.2302839,4.430176,-5.240003,.0335572,-.0878257,-.1812921,-.7777749
8800,2641,0,.0092281,.1957889,.794983,186.6043,109.11,129.2143,124.4948,43346,65019,3,50,63,1,1,0,2,27,1,1,1,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,-1.953462,1.004522,1.013473,,,,,1.039175,5.11985,1.193727,-5.39929,-.0637434,.0324219,-.2350138,-.738187,.0339461,-.0887966,-.1832601,-.7753628
8801,2644,.0288036,.0393921,.1410004,.7908039,190.6003,162.7742,130.2518,124.611,28899.2,72248,2,20,56,1,0,3,2,27,1,2,0,3,.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.543623,.308116,1.00628,1.013545,-1.838076,.2576078,-.526166,.5630117,.2453677,.4490911,.2819658,-1.284541,-.0885296,.0448799,.0622154,-1.024845,.0340878,-.0895682,-.184274,-.7737901
8802,2647,.0903131,.1042074,.0801094,.7253702,174.6163,169.845,125.3643,121.2612,10967.14,23031,4,60,28,1,1,2,2,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.173378,.7384565,1.011053,1.014766,-1.267658,.0815888,-.1677318,.1804232,.0933113,-.4513598,.1064693,-.4868774,-.1558445,.0789567,.8696085,-1.803773,.0371312,-.0976964,-.2008902,-.753311
8803,2653,0,.0410141,.1115197,.8474662,174.6163,169.1863,128.959,123.8482,34053.34,71512,4,10,47,1,1,2,2,27,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.3354782,1.00794,1.012639,,,,,.2372124,.392961,.271296,-1.236948,-.1119513,.05673,.3430107,-1.295729,.0317792,-.083602,-.1719625,-.7888537
8804,2657,.0651701,.0188164,.1659113,.7501023,174.6163,114.4647,126.4468,122.8422,33953.89,61117,4,31,33,1,1,1,2,27,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.240268,-.4484602,1.005337,1.014279,-1.370186,.1185232,-.2317003,.2430952,.5123328,2.00554,.5851596,-2.654572,-.0752324,.038245,-.0972526,-.8710968,.0359507,-.0941509,-.1942224,-.7618569
8805,2664,0,.1050507,.0097921,.8851572,174.6163,110.7644,126.52,142.8923,11642,11642,1,50,57,1,0,0,1,27,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.7405561,1.090421,1.012101,,,,,.0927711,-.4648801,.0991369,-.467584,-1.275036,.6491217,14.29752,-14.76203,.0304186,-.0796352,-.1643237,-.7985604
8806,2684,0,.0092188,.2009942,.7897869,186.6043,116.2854,128.3488,128.2118,23803.89,42847,4,12,33,1,1,1,2,27,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,-1.956417,1.004405,1.013562,,,,,1.04443,5.130173,1.180631,-5.398818,-.0620989,.031576,-.254804,-.7190783,.0341501,-.0894001,-.1844003,-.7739118
8807,2694,0,.0404206,.175872,.7837074,174.6163,117.1073,129.915,121.7877,14151.2,35378,4,50,51,1,1,2,2,27,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.325721,1.005034,1.013667,,,,,.2382408,.4004986,.2760701,-1.240531,-.0709696,.0360687,-.1484082,-.8217254,.0344144,-.0901416,-.1859686,-.7719713
8808,2696,.1251265,.0619849,.1157758,.6971129,186.6043,116.0368,129.5047,129.3106,13831.33,20747,3,71,72,5,5,0,0,27,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.125139,.5602998,1.007648,1.015365,-1.192764,.0619981,-.1201093,.1257358,.1553815,-.0885655,.1756374,-.8027532,-.1078084,.054823,.2937077,-1.24837,.0386884,-.1012747,-.208916,-.7438626
8809,2711,0,.0131049,.2481742,.7387209,174.6163,109.11,128.2293,127.41,14651,14651,1,50,48,1,0,0,1,27,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-1.079737,1.003568,1.014499,,,,,.7365072,3.304772,.8329924,-3.794534,-.0502964,.0255862,-.3964761,-.5823814,.0364984,-.0955271,-.1971646,-.7583062
8810,2717,.1347852,.028298,.0963148,.740602,198.5923,109.11,125.0615,126.1438,21627,21627,1,20,24,1,0,0,1,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.116172,.0368649,1.009193,1.014463,-1.178693,.0577144,-.111173,.1159792,.3382145,.9951195,.3819924,-1.752191,-.1295714,.0659129,.5551351,-1.50067,.0364487,-.0953079,-.1966072,-.7589963
8811,2734,.0367108,.0215099,.0467178,.8950615,198.5923,162.9904,129.6159,131.236,47234,70851,3,10,70,5,5,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.42653,-.2670781,1.018952,1.011967,-1.657787,.2035059,-.4091272,.4368787,.4500279,1.64967,.5053673,-2.337988,-.2672044,.1355151,2.206073,-3.093336,.0301108,-.0790963,-.1627056,-.8002757
8812,2738,0,.0573114,.2085967,.7340919,174.6163,113.0438,128.9901,126.7416,11865,11865,1,70,61,5,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5244445,1.004245,1.014591,,,,,.1684484,-.0145386,.1913623,-.8697166,-.0598396,.0304306,-.2819762,-.6928594,.0367274,-.0961641,-.1984351,-.7567191
8813,2747,.0059423,.0452819,.1382903,.8104855,174.6163,120.1592,129.1607,150.0739,26589,26589,1,71,52,1,0,0,1,27,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.635049,.398109,1.006403,1.013216,-5.074743,1.329436,-2.474389,2.584646,.2162893,.2421618,.2279209,-1.084481,-.0902948,.0459557,.0832172,-1.045281,.0331977,-.0869881,-.1794178,-.7800075
8814,2749,.0385785,.0169152,.0475555,.8969508,198.5923,109.11,126.3636,128.7779,13479,13479,1,71,45,1,0,0,1,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.40588,-.6112583,1.018619,1.011942,-1.624493,.2022037,-.3878382,.4042467,.5665162,2.335467,.6367582,-2.927483,-.2624311,.1335202,2.149665,-3.039373,.0300901,-.0786781,-.1623193,-.8010343
8815,2759,.1443102,.0483911,.1004808,.7068179,174.6163,115.5059,129.882,127.6366,16222,16222,1,20,48,4,0,0,1,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.108504,.4367813,1.008812,1.015154,-1.167261,.0537432,-.1044799,.1094934,.1996624,.1675388,.2267269,-1.030709,-.1242287,.0631669,.4906053,-1.438355,.0381402,-.099886,-.2060945,-.7473136
8816,2775,0,.0661421,.177357,.7565008,186.6043,172.9471,127.4335,129.2223,14998,14998,1,70,60,1,0,0,1,27,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.5879366,1.004992,1.014159,,,,,.1470702,-.1367666,.1646921,-.7629322,-.0703932,.0356775,-.1554897,-.8147869,.0356013,-.0936365,-.1925186,-.7636049
8817,2782,0,.0147539,.1566188,.8286272,198.5923,109.11,128.0843,125.8549,22028,22028,1,31,61,5,0,0,0,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.8472857,1.005653,1.012926,,,,,.6480276,2.827202,.7398825,-3.367827,-.0796796,.0405322,-.0436716,-.9228344,.0325814,-.0851874,-.1757721,-.7845482
8818,2788,0,.0209898,.1516841,.8273261,198.5923,109.11,127.727,139.984,20327.33,30491,3,31,31,1,1,0,2,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.2984764,1.005837,1.012947,,,,,.4593439,1.680464,.499651,-2.340982,-.082289,.0418945,-.0124675,-.9529752,.0325944,-.0852245,-.1758449,-.7844716
8819,2801,0,.0431483,.2722988,.6845529,174.6163,109.11,129.118,120.8213,22596.5,45193,4,71,60,1,1,1,3,27,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.3683465,1.003252,1.015647,,,,,.2227153,.3098177,.2584741,-1.159354,-.0458353,.0233071,-.4499742,-.5307491,.0394106,-.1031451,-.2129017,-.7390106
8820,2819,0,.1597739,.042914,.7973121,186.6043,111.7411,129.0239,135.5403,17337,17337,1,50,81,5,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,.8294167,1.020632,1.013434,,,,,.0604551,-.6473293,.0668483,-.3093907,-.2908727,.1480162,2.490393,-3.368169,.0338127,-.0884747,-.1825596,-.7762124
8821,2825,.0793348,.020978,.1675948,.7320924,186.6043,109.11,126.9685,117.0337,13109,26218,4,50,50,5,6,1,0,27,1,1,1,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.197369,-.2992097,1.005283,1.014631,-1.303433,.0970994,-.1916056,.2005695,.4552054,1.697573,.5332497,-2.386818,-.074459,.0378539,-.1063548,-.8623232,.0368839,-.0964865,-.1990948,-.7559335
8822,2835,.061263,.0482551,.1721799,.718302,174.6163,121.3527,125.2203,123.1936,14299,14299,1,50,50,1,0,0,1,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.255591,.4351945,1.005142,1.014912,-1.393971,.1253219,-.2460939,.259152,.2001663,.1736453,.2273275,-1.036334,-.0724969,.0368374,-.1301114,-.8393714,.037532,-.0983634,-.2027985,-.7512817
8823,2841,0,.0642091,.1456386,.7901523,174.6163,194.4729,131.7598,126.7693,11556,11556,1,41,67,5,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5755309,1.00608,1.013556,,,,,.1521759,-.1075953,.1736138,-.7937254,-.0857338,.043402,.0283778,-.9921256,.0340634,-.0897503,-.1844461,-.7734228
8824,2844,.0902225,.0219071,.1523118,.7355586,198.5923,109.11,130.2038,127.0799,17346,17346,1,70,81,5,0,0,0,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.173552,-.244108,1.005813,1.014562,-1.266901,.0862661,-.1669473,.1740304,.4365098,1.576825,.4996228,-2.26885,-.0819331,.0416817,-.0166347,-.9489271,.036703,-.0959576,-.1980277,-.7572795
8825,2854,0,.0675782,.1230028,.809419,174.6163,117.2933,128.0968,118.3881,12726,19089,5,50,92,5,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5966929,1.007198,1.013233,,,,,.1422618,-.1615183,.1659206,-.7433571,-.1014696,.0515575,.2176101,-1.174896,.033329,-.0873045,-.1800872,-.7791703
8826,2855,.0694857,.0092921,.1310308,.7901914,198.5923,117.5235,126.1581,122.1801,27622,41433,3,31,58,1,4,0,2,27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.225345,-1.933108,1.006757,1.013555,-1.346539,.1105073,-.2170852,.2277712,1.028929,5.094689,1.182012,-5.372523,-.0952396,.0484063,.1430659,-1.10299,.0341662,-.0894137,-.1843553,-.7739524
8827,2890,.0490425,.0810464,.0249925,.8449185,174.6163,109.11,128.7411,123.5067,11053.33,26528,4,31,38,1,1,3,2,27,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.31928,.6637143,1.035427,1.012677,-1.491768,.1584309,-.30841,.3224681,.1187865,-.3031918,.1363979,-.615707,-.4994096,.2539913,4.99279,-5.782799,.0319224,-.0835483,-.1724473,-.7886038
8828,2894,.163514,.0422946,.1124652,.6817261,174.6163,167.0843,129.8688,119.7839,16182.78,29129,4,50,26,1,1,1,2,27,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.095761,.3555975,1.007873,1.015712,-1.147747,.0450466,-.0933083,.1002477,.2293161,.3518786,.2668034,-1.203596,-.1110014,.0562398,.3316745,-1.284786,.0395227,-.1039537,-.2138604,-.7374203
8829,2917,0,.0632315,.1392562,.7975123,174.6163,110.9427,127.8765,124.2329,26316,39474,3,50,50,1,1,0,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5689685,1.006358,1.013431,,,,,.1524194,-.1066699,.1740738,-.7887918,-.089632,.0455811,.0755434,-1.037851,.0338148,-.088521,-.1826746,-.7760499
8830,2918,0,.0114713,.2434628,.7450659,198.5923,118.9452,128.5317,125.2374,14035,14035,1,70,52,1,0,0,1,27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-1.375904,1.003637,1.014376,,,,,.8347639,3.934623,.955839,-4.349322,-.0512596,.0260555,-.3848034,-.5936294,.0362277,-.0948154,-.195511,-.7602772
8831,2919,0,.072859,.119273,.807868,198.5923,162.6682,129.0341,134.9512,51881,51881,1,10,70,5,0,0,0,27,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.6259248,1.007423,1.013258,,,,,.1331617,-.2185312,.1474385,-.6879938,-.1046667,.0530952,.2558145,-1.211666,.03335,-.0876054,-.1802042,-.7787989
8832,2923,0,.04394,.1276666,.8283935,174.6163,164.9523,130.036,131.7316,14125.33,21188,3,50,75,5,5,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.3797273,1.006935,1.01293,,,,,.2222718,.296683,.2483972,-1.147079,-.0978016,.0495944,.173205,-1.131933,.0324931,-.0854533,-.1758209,-.7841488
8833,2936,.0150293,.0289026,.1688344,.7872337,174.6163,109.11,127.7152,130.1061,34599,69198,4,10,69,5,6,1,2,27,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.041847,.0570126,1.005244,1.013606,-2.606292,.5208373,-.9973266,1.040934,.334534,.9504456,.3742838,-1.716276,-.0739354,.0376176,-.112845,-.8560816,.0342407,-.08962,-.1849652,-.7732614
8834,2938,0,.0239977,.1551161,.8208863,186.6043,120.2797,126.8013,124.5518,11509.05,24169,4,50,28,1,4,2,2,27,1,1,0,2,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.1357246,1.005708,1.013048,,,,,.4008141,1.359286,.4564579,-2.080833,-.0804636,.0408933,-.0344144,-.9317234,.0328611,-.086063,-.1774477,-.7823985
8835,2941,0,.0192181,.0619532,.9188287,174.6163,113.74,130.9915,129.4328,13182,19773,3,12,29,1,3,0,1,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.4181799,1.014292,1.011657,,,,,.5029588,1.937329,.5697142,-2.591822,-.2014866,.1024749,1.4176,-2.33288,.029338,-.0768175,-.1585305,-.8056473
8836,2951,0,.0252958,.1830336,.7916707,198.5923,124.5054,126.8533,129.3622,10397,10397,1,71,79,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,-.0774439,1.004838,1.01353,,,,,.3801034,1.237979,.4266292,-1.967267,-.0681901,.034657,-.1816633,-.7896411,.0340756,-.0892361,-.1839157,-.7744534
8837,2957,.0034808,.022428,.0644376,.9096537,182.6083,129.5611,130.1121,124.3197,29160,58320,4,41,58,1,6,1,2,27,2,1,0,3,.3333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.498475,-.2152122,1.013741,1.011775,-7.930742,2.189476,-4.350657,4.593448,.4297884,1.52955,.4943306,-2.238457,-.1937048,.0983814,1.324319,-2.242737,.0296454,-.0777145,-.1601891,-.8035167
8838,2958,.0165044,.0299648,.200463,.7530679,198.5923,164.8105,129.4406,126.4242,25229.6,63074,4,10,49,1,1,2,2,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.948732,.0904409,1.004417,1.014223,-2.46225,.4495969,-.9149963,.9789173,.3222152,.9049746,.3675407,-1.685171,-.0622678,.0315675,-.25285,-.7208666,.0358014,-.0940561,-.1934589,-.7625096
8839,2962,.0660234,.0760538,.148341,.7095819,174.6163,175.2189,125.5015,126.6057,15752,23628,2,50,40,1,0,1,1,27,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.237163,.6416386,1.005969,1.015095,-1.366468,.1119118,-.228054,.2454473,.1283664,-.2487284,.1437884,-.6650651,-.0841701,.0426472,.0096903,-.9741361,.0379358,-.0998506,-.2052719,-.7479082
8840,2963,0,.095297,.1567141,.7479889,186.6043,203.6932,129.7459,136.6037,19392,19392,1,70,75,5,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,.714002,1.00565,1.01432,,,,,.102841,-.3993514,.1130908,-.5305824,-.0796808,.0403472,-.0442241,-.9220922,.0359681,-.0947777,-.1946485,-.7608617
8841,2975,.0844798,.042551,.1645696,.7083996,174.6163,194.8647,125.3729,127.5192,16072.22,28930,2,60,46,1,0,2,1,27,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.185349,.3594799,1.00538,1.01512,-1.286609,.086466,-.1781362,.1929302,.2301426,.3462341,.2566749,-1.192532,-.0758758,.0384127,-.0898755,-.8780416,.0379824,-.1000986,-.2056067,-.7473972
8842,2983,.0445167,.0487972,.1579488,.7487373,174.6163,226.3302,128.1802,125.5678,9734.166,23362,4,71,31,4,6,3,1,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.351739,.4414687,1.005606,1.014305,-1.544097,.1607406,-.3403349,.3719521,.2009949,.1792258,.2274468,-1.049136,-.0790595,.0399695,-.0517616,-.9147542,.0359282,-.0948419,-.1946227,-.7607691
8843,2987,.0382287,.0520009,.2004068,.7093636,174.6163,109.11,129.3796,123.8946,14573.93,40807,4,12,43,1,5,3,1,27,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.409594,.4758789,1.004418,1.0151,-1.630885,.2033235,-.3957691,.4137367,.1851486,.0859179,.2127365,-.959682,-.0622808,.0316757,-.2526486,-.7211645,.0380222,-.0995111,-.2054053,-.7482054
8844,2993,.1056839,.0993158,.3056704,.48933,186.6043,171.3088,128.6585,114.7867,14761,14761,1,71,78,5,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.148161,.7255747,1.002897,1.021889,-1.228239,.0689745,-.1449681,.156071,.0969984,-.4229522,.1147352,-.5143561,-.0408338,.0206782,-.510049,-.472692,.0551149,-.1449331,-.2980355,-.6340355
8845,3006,.0628477,.032888,.1523975,.7518668,186.6043,109.11,126.9843,126.7416,26019.05,54640,4,43,40,1,1,2,2,27,1,1,1,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.249146,.1712855,1.00581,1.014246,-1.383578,.1239647,-.2390185,.2494858,.2921695,.716042,.3306534,-1.51015,-.0818969,.0416612,-.0171729,-.9484013,.0358827,-.0938692,-.1936955,-.762564
8846,3007,0,.0244487,.1201342,.8554171,174.6163,109.11,132.1962,125.1306,31290,31290,1,10,51,1,0,0,1,27,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,-.1147731,1.00737,1.012522,,,,,.3938048,1.309057,.4544848,-2.042573,-.1038963,.0528453,.2467114,-1.203031,.0315302,-.0825136,-.170357,-.7911811
8847,3014,0,.1069529,.0713336,.8217135,174.6163,113.0163,129.1503,123.9949,15040,31584,4,42,32,1,1,2,2,27,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.7451704,1.012412,1.013035,,,,,.0901065,-.4715436,.1033931,-.4671263,-.1749778,.0889675,1.099634,-2.026036,.0328191,-.0859298,-.1773189,-.7826055
8848,3022,.0493537,.032675,.1684925,.7494788,186.6043,157.961,127.681,120.102,17587.33,26381,2,50,53,1,0,1,2,27,1,1,0,2,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.317266,.1658842,1.005255,1.014291,-1.488949,.1501476,-.3078353,.3293702,.2953747,.7474991,.3419198,-1.550678,-.074082,.0375538,-.1111132,-.8576136,.0359748,-.0945156,-.1944687,-.7612818
