,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_17,vag_18,vag_19,vag_20,vag_21,vag_22
2305,31043601000,0.033320489263183484,0.005553414877197248,0.24313961165429707,0.7179864842053222,156.911046526,96.21,116.063303657,119.279515339,15606.013341903687,23409.02001285553,3,44,77,5,6,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2306,31043701000,0.034476795917237534,0.05298818326356969,0.22539497079481036,0.6871400500243824,156.911046526,96.21,116.191203891,110.080302016,23566.57509446144,37706.520151138306,2,20,43,1,0,2,1,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2307,31043801000,0.02115949165560413,0.03198338546404778,0.08669572703768404,0.860161395842664,156.911046526,96.21,116.254064313,105.498770806,32767.01277224223,49150.51915836334,3,50,70,5,5,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2308,31043901000,0.02854217381753599,0.030192939569468728,0.10865793473863451,0.8326069518743607,156.911046526,96.21,115.451281996,111.628210979,20313.799917432996,36564.839851379395,4,12,38,1,1,1,2,22,0.0,2.0,1,2.0,1.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2309,31044101000,0.0,0.046944832612309084,0.12508764895516508,0.8279675184325258,147.590434234,96.21,115.998394158,111.396457273,15290.843464809917,35168.939969062805,4,50,47,1,1,2,2,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2310,31044301000,0.04919617886635626,0.04011380738333664,0.12706553140895196,0.7836244823413552,156.911046526,96.21,115.84406661,125.318535003,15854.889911651611,31709.779823303223,4,71,48,1,1,1,2,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2311,31044701000,0.03574630685335369,0.060229094291798534,0.038747267334004985,0.8652773315208427,138.269821941,96.7263995281,115.456461925,110.85875769,34309.00005912781,34309.00005912781,1,41,58,5,0,0,0,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2312,31045101000,0.030143861413897185,0.07729195234332611,0.21261142030177918,0.6799527659409975,145.726311775,96.21,115.177286408,109.888488744,20700.73211364746,51751.83028411865,4,50,59,5,1,2,3,22,3.0,2.0,1,5.0,0.4,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2313,31065401000,0.0,0.026505987603195155,0.10701560204760073,0.8664784103492041,156.911046526,96.21,116.652647961,117.683795105,17203.660049438477,17203.660049438477,1,70,68,5,0,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2314,31065601000,0.06679321798628964,0.02576424967909025,0.06879054724378815,0.8386519850908319,156.911046526,96.21,116.671498591,101.956232718,33534.84036064148,33534.84036064148,1,41,63,1,0,0,1,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2315,31065701000,0.0,0.047936766118153215,0.1468325338579092,0.8052307000239376,138.269821941,96.21,116.344612687,109.62985887,21456.838077817643,45059.35996341705,4,41,45,1,1,2,2,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2316,31065801000,0.0,0.10420313491177186,0.20117770756981276,0.6946191575184154,156.911046526,106.906512195,116.861807435,111.718107344,23607.73504638672,47215.47009277344,4,60,53,1,1,1,2,22,0.0,1.0,0,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2317,31065901000,0.03633032085798251,0.0277803220804666,0.10354762731556559,0.8323417297459853,144.483563469,96.21,114.855573392,112.286765367,31792.28798866272,79480.7199716568,4,12,46,1,1,2,2,22,2.0,1.0,1,3.0,0.333333333333,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2318,31066001000,0.04796598975823064,0.04284221272444362,0.09642429217879876,0.8127675053385269,138.269821941,96.21,114.324171933,107.511470541,11087.195777098339,26609.26986503601,4,12,40,1,1,3,2,22,2.0,0.0,1,2.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2319,31066101000,0.027804249860452376,0.04573716840950154,0.16194618266567606,0.7645123990643701,138.269821941,115.591582734,116.789756966,111.840351089,27014.255550172595,48625.65999031067,4,31,38,1,1,1,2,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2320,31066701000,0.06655523075966477,0.31397614415989883,0.10773656959862461,0.5117320554818118,138.269821941,110.194598214,114.190028186,113.043056,8153.4856950669055,17122.319959640503,4,70,34,1,4,2,2,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2321,31066901000,0.0,0.09999883721931148,0.11135529415727714,0.7886458686234114,156.911046526,96.21,115.406726241,116.49832732,10320.120000362396,10320.120000362396,1,50,70,5,0,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2322,31067301000,0.0,0.08668571603274447,0.088387324440791,0.8249269595264646,147.590434234,96.21,118.229705781,117.47192577,6557.263164520264,12458.800012588501,2,71,29,6,0,3,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2323,31068001000,0.0,0.07323489796593657,0.10343208835568482,0.8233330136783786,147.590434234,111.600692308,115.774177457,113.194499812,13313.325027823448,21301.320044517517,2,71,41,6,0,2,0,22,0.0,0.0,0,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2324,31068101000,0.02416797113142695,0.06302263241195181,0.13558231666440276,0.7772270797922185,138.269821941,96.21,114.763862782,112.095194184,5122.876187506176,10758.03999376297,4,50,28,4,6,2,1,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2325,31068201000,0.0,0.07453235793696837,0.13682333916488335,0.7886443028981482,147.590434234,128.755974026,113.443663393,117.174078351,12397.29998588562,12397.29998588562,1,70,86,5,0,0,0,22,0.0,0.0,0,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2326,31068301000,0.0,0.05535237184085006,0.24270171033649868,0.7019459178226513,147.590434234,145.126029595,116.556329369,105.539868185,7498.917156764439,26246.210048675537,4,50,52,1,6,4,2,22,0.0,0.0,0,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2327,31068501000,0.05760015667097699,0.08435005993851545,0.24645838053797994,0.6115914028525276,138.269821941,112.447094017,115.468024475,108.588932258,20806.15000486374,33289.84000778198,2,42,44,1,0,2,1,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2328,31068701000,0.0,0.09528674690453724,0.20967760476002845,0.6950356483354343,147.590434234,96.21,115.256430148,116.452344846,9855.834785958996,22668.42000770569,4,71,54,1,6,2,1,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2329,31068801000,0.0,0.04047285786884883,0.23619150520674712,0.7233356369244041,138.269821941,96.21,115.955824787,113.346983361,11859.800006103516,29649.50001525879,4,70,48,1,6,2,1,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2330,31068901000,0.060863733383606844,0.0373686995649046,0.1437463629159843,0.7580212041355042,138.269821941,117.625517241,117.134533857,106.314407172,13303.723783038911,27937.819944381714,4,71,38,1,6,2,1,22,2.0,0.0,0,2.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2331,31069101000,0.0,0.03701094150984186,0.1737581464095918,0.7892309120805663,138.269821941,96.21,118.93414455,105.997633601,13895.5047698248,29180.56001663208,4,50,33,1,6,2,1,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2332,31069201000,0.0,0.04071329704950536,0.21375062545853474,0.7455360774919599,147.590434234,96.21,115.201419638,110.094126481,10316.039978027344,10316.039978027344,1,31,23,3,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2333,31085901000,0.12153460945405001,0.07461543224395428,0.11602500635272393,0.6878249519492717,147.590434234,96.21,115.58595026,107.912010212,13402.053300857544,20103.079951286316,3,43,53,1,1,0,2,22,1.0,1.0,1,2.0,0.5,2005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2334,31086001000,0.0,0.09427147114488528,0.11152981106376215,0.7941987177913525,156.911046526,109.036032609,115.950017895,116.875148291,7807.239995956421,7807.239995956421,1,71,55,1,0,0,1,22,0.0,1.0,0,1.0,1.0,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2335,31086801000,0.1149217889510854,0.0031627471806975906,0.10692107508343518,0.7749943887847818,138.269821941,96.21,116.213931772,106.769324297,38574.06015396118,38574.06015396118,1,71,59,1,0,0,1,22,1.0,0.0,1,1.0,0.0,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2336,31086901000,0.04223621965373033,0.0465325989759818,0.2827139232895733,0.6285172580807146,147.590434234,96.21,115.55904793,108.930111776,19659.336038208006,49148.34009552002,5,50,61,1,1,1,4,22,1.0,1.0,1,2.0,0.5,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2337,31087201000,0.0,0.13645288532667624,0.19634019209317657,0.6672069225801471,138.269821941,111.39078341,116.496547764,113.0264509,14135.933324319343,38167.01997566223,4,31,37,1,1,4,2,22,1.0,0.0,0,1.0,0.0,2005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2338,31087301000,0.0,0.1306762497002048,0.16371684350658045,0.7056069067932148,147.590434234,96.21,114.018598626,120.98973584,4803.415380624624,6244.439994812012,2,71,26,4,0,1,1,22,0.0,0.0,1,0.0,0.5,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2339,31087401000,0.06864789635114261,0.07737767999584894,0.2543820813851747,0.5995923422678338,156.911046526,96.21,116.977483042,113.833813914,10763.913281122843,16145.869921684265,3,50,66,5,4,0,1,22,0.0,1.0,1,1.0,1.0,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2340,31087601100,0.0382785263631435,0.038867426768730326,0.049762083373495844,0.8730919634946304,147.590434234,96.21,115.617147733,109.344570414,22641.066650390625,33961.59997558594,3,50,29,1,1,0,2,22,1.0,1.0,1,2.0,0.5,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2341,31087801000,0.08890809392204384,0.046561457147270405,0.26444094142528624,0.6000895075053996,138.269821941,96.21,115.935521483,112.704096421,33761.82998371124,67523.65996742249,4,50,52,1,6,1,2,22,3.0,0.0,1,3.0,0.0,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2342,31087901000,0.07232882124650744,0.08496649440935873,0.27396090690280994,0.5687437774413239,156.911046526,122.591665108,116.307153196,111.665453617,16775.239972432453,25162.85995864868,3,60,59,5,1,0,1,22,0.0,1.0,0,1.0,1.0,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2343,31088201000,0.05372716147565321,0.022692428250620886,0.14140715653691815,0.7821732537368078,156.911046526,96.21,116.232363946,120.648639312,18802.159996032715,28203.239994049072,3,41,78,5,5,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2344,31089301000,0.0,0.11127256840914379,0.21646270684775823,0.672264724743098,156.911046526,96.21,116.244212623,115.3411645,8519.62000656128,8519.62000656128,1,71,79,5,0,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2345,31089401000,0.04676599655805959,0.04370821986003262,0.2370334530296229,0.6724923305522849,156.911046526,96.21,115.261675613,109.521210979,14825.586630503336,22238.379945755005,3,70,51,1,6,0,1,22,0.0,1.0,1,1.0,1.0,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2346,31089701000,0.0,0.06813489874173234,0.22251144387354735,0.7093536573847203,147.590434234,96.21,115.643803925,113.424447128,14706.120042800903,29412.240085601807,4,70,54,1,4,1,3,22,0.0,0.0,1,0.0,0.5,2005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2347,31089801000,0.0342588495135001,0.03733336164932703,0.3995975591629516,0.5288102296742212,156.911046526,101.377435294,115.659365674,113.101456809,18973.19989522298,34151.75981140137,4,31,47,1,1,1,2,22,0.0,1.0,0,1.0,1.0,2005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2348,31103001000,0.0,0.10230995233762966,0.2797210398990937,0.6179690077632767,147.590434234,96.21,114.880533959,116.348915267,10653.899988174438,10653.899988174438,1,71,82,6,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2349,31103101000,0.0,0.05958160470470986,0.23175226673148644,0.7086661285638037,138.269821941,96.21,115.371488894,114.259428916,15105.333340054465,31721.20001411438,4,31,46,1,1,2,2,22,2.0,0.0,1,2.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2350,31103601000,0.0,0.05145799883384625,0.2991179949057762,0.6494240062603776,147.590434234,96.21,116.059107176,113.690904419,14963.660022735596,14963.660022735596,1,70,79,5,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2351,31103801000,0.03934005863093529,0.0384237118886685,0.18078860841656744,0.7414476210638288,138.269821941,96.21,115.837012773,109.722020149,28628.15553029378,51530.67995452881,4,20,35,1,1,1,2,22,2.0,0.0,1,2.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2352,31104201000,0.027025116706766453,0.03793910614603752,0.2618396016536638,0.6731961754935323,138.269821941,96.21,116.626841427,109.650333849,19241.360014915466,38482.72002983093,4,50,52,1,1,1,2,22,2.0,0.0,1,2.0,0.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2353,31104301000,0.0,0.10917323620792424,0.2596533296621754,0.6311734341299003,147.590434234,96.21,115.369469788,118.240161521,6704.940014839172,6704.940014839172,1,41,78,6,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2354,31104401000,0.02125670841471923,0.08488427165660178,0.3012584256948361,0.5926005942338429,138.269821941,108.592305056,117.401329042,112.503593261,18330.839973449707,27496.25996017456,3,70,62,5,5,0,0,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2355,31104501000,0.04301420361260388,0.05640154698787521,0.00397881386572089,0.8966054355338,138.269821941,137.197988605,114.158918916,106.692704243,24178.060097694397,24178.060097694397,1,71,39,1,0,0,1,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2356,31104701000,0.06619554294728913,0.055170654492533173,0.262307355940658,0.6163264466195197,156.911046526,96.21,114.620146994,117.440604058,8323.823116742647,21641.940103530884,4,71,42,1,6,3,1,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2357,31104801000,0.11806984400211593,0.11520807935023937,0.02700973003513785,0.7397123466125068,147.590434234,105.789083374,112.625128389,110.317859606,7343.958346048991,17625.500030517578,4,44,33,1,6,3,1,22,1.0,1.0,0,2.0,0.5,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2358,31104901000,0.08008098648429206,0.04030110912714841,0.32691915455476345,0.5526987498337961,147.590434234,96.21,115.913016853,113.675456248,13129.426118601925,30197.680072784424,4,42,44,1,1,2,2,22,1.0,1.0,1,2.0,0.5,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2359,31105001000,0.03800410842139647,0.12135300207983027,0.16348060943677875,0.6771622800619945,147.590434234,112.778210841,116.772030529,109.951469647,16565.226700464886,24847.840050697327,3,50,48,1,1,0,2,22,1.0,1.0,0,2.0,0.5,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2360,31105101000,0.0,0.05247946442284957,0.23048372410767376,0.7170368114694766,156.911046526,96.21,117.604951608,112.02153808,10518.400026957193,15777.600040435791,3,70,67,5,5,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2361,31105201000,0.04313083408048793,0.0657745219727441,0.008388947178029956,0.882705696768738,156.911046526,96.21,116.251940818,114.264326437,7091.964703728171,24112.67999267578,5,71,45,1,0,4,3,22,0.0,2.0,1,2.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2362,31105301000,0.0845139198744822,0.004989193838744029,0.03621323232109501,0.8742836539656788,147.590434234,96.21,114.844445058,108.212154547,17638.120073954266,26457.180110931396,3,50,27,1,1,0,2,22,1.0,1.0,1,2.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2363,31105401000,0.034141709937150766,0.05249579340286872,0.13586290187635644,0.7774995947836241,147.590434234,110.892478632,116.325650754,106.875917194,53490.00020726522,80235.00031089783,3,42,53,1,5,0,1,22,1.0,1.0,0,2.0,0.5,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2364,31105601000,0.0,0.003967879230243039,0.1329882356306412,0.8630438851391158,138.269821941,96.21,116.002793838,108.060067496,16801.58664067586,25202.379961013794,3,50,65,5,6,0,0,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2365,31105901000,0.10955518915733799,0.03277937755158548,0.24027225402144878,0.6173931792696278,138.269821941,96.21,116.861129137,111.292693243,10427.842361565792,34411.879793167114,4,50,40,1,4,4,2,22,2.0,0.0,1,2.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2366,31106101000,0.036543389003833325,0.08784468510536857,0.2304426116533121,0.645169314237486,138.269821941,108.94216,116.000259238,120.1958139,9486.43998591105,14229.659978866577,3,71,54,5,6,0,0,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2367,41003201000,0.0,0.03277422651723001,0.266484257809277,0.700741515673493,138.269821941,96.21,115.654688107,114.490880773,10740.14667638143,16110.220014572144,3,50,60,5,6,0,0,22,1.0,0.0,1,1.0,0.0,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2368,41003301000,0.0,0.02451790393311636,0.14926093097853307,0.8262211650883505,138.269821941,102.330737327,116.179560143,113.72728761,23601.800065994263,35402.700098991394,2,50,48,1,0,1,1,22,2.0,0.0,0,2.0,0.0,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2369,41003501000,0.09113212821489919,0.0801720242799422,0.22020843363321496,0.6084874138719436,138.269821941,171.947804878,114.561669626,112.920046257,11801.546170894915,30684.020044326782,4,71,43,1,6,3,1,22,2.0,0.0,0,2.0,0.0,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2370,41003901000,0.04776755907099299,0.09379660864113104,0.24059429852834083,0.6178415337595351,138.269821941,142.67,114.910492745,110.834092163,15945.695644876232,36675.09998321533,4,50,51,1,1,2,2,22,1.0,0.0,0,1.0,0.0,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2371,41004101000,0.0,0.03387175878052981,0.1171285422507036,0.8489996989687666,138.269821941,119.395866667,115.464621537,112.292739146,14761.560013453165,22142.34002017975,3,50,55,1,6,0,1,22,1.0,0.0,0,1.0,0.0,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2372,41004201000,0.06426303150978444,0.1443446553912081,0.14447614752704063,0.6469161655719669,156.911046526,153.585342466,117.130370976,115.381252708,13486.240009307861,20229.360013961792,3,70,62,5,6,0,0,22,0.0,1.0,0,1.0,1.0,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2373,41004301000,0.08275750330363332,0.028668881881016902,0.14832715816389652,0.7402464566514533,156.911046526,96.21,115.094502108,107.607306431,16324.31993484497,16324.31993484497,1,42,30,1,0,0,1,22,0.0,1.0,1,1.0,1.0,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2374,41004401000,0.0,0.15818904901414413,0.12372437174104291,0.718086579244813,147.590434234,193.183024575,114.840090081,119.138669331,10032.300022602081,10032.300022602081,1,70,86,5,0,0,0,22,0.0,0.0,0,0.0,0.5,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2375,41004501000,0.03373680409097678,0.07065209479856309,0.11768962381349024,0.7779214772969699,156.911046526,201.472711864,115.530970259,106.974239517,17986.292329934928,23382.180028915405,2,50,36,1,0,1,1,22,0.0,1.0,0,1.0,1.0,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2376,41005001000,0.06293869610572349,0.052177585892020796,0.15221568246489145,0.7326680355373643,150.697304998,96.21,116.137205159,108.169334921,19318.640039920807,38637.280079841614,4,42,21,3,0,1,2,22,1.0,2.0,1,3.0,0.666666666667,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2377,41005101000,0.09352564244189503,0.03887909593455716,0.16682701539731426,0.7007682462262336,150.697304998,121.013220339,115.526646507,107.349918675,13007.35713005066,36420.599964141846,4,50,44,1,1,3,2,22,1.0,2.0,0,3.0,0.666666666667,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2378,41005201000,0.0,0.06653055578394954,0.22226056966244848,0.711208874553602,147.590434234,96.21,115.232055056,113.105148105,14429.460098266602,14429.460098266602,1,71,79,5,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2379,41005301000,0.0,0.10680020663994144,0.07512801116629673,0.8180717821937619,138.269821941,96.21,116.572063692,111.653086939,11235.933316548666,16853.899974822998,3,50,53,1,1,0,2,22,2.0,0.0,1,2.0,0.0,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2380,41005801000,0.031020259019141565,0.0840818757552941,0.07965064448303813,0.8052472207425262,150.697304998,217.343216306,114.451887574,112.819501805,40650.853341420494,60976.28001213074,3,20,53,1,1,0,2,22,1.0,2.0,0,3.0,0.666666666667,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2381,41018001000,0.02409484710543191,0.01889694795449878,0.22851645635709852,0.7284917485829708,138.269821941,107.474590164,116.677648483,115.425913999,43040.46004104614,64560.690061569214,3,20,52,1,1,0,2,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2382,41018101000,0.004877684339657188,0.05814069226266962,0.07642858287741452,0.8605530405202587,138.269821941,96.21,117.530855903,109.787076324,20433.193238099415,30649.789857149124,3,42,37,1,1,0,2,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2383,41018201000,0.0022617843532479376,0.040712118358462876,0.024098860175473174,0.932927237112816,156.911046526,96.21,116.203255221,106.339819979,22106.43995666504,22106.43995666504,1,41,22,3,0,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2384,41018301000,0.03116297539228585,0.01384579381724643,0.1034792018207018,0.851512028969766,138.269821941,96.21,115.897668795,107.013269186,34207.25994809469,51310.88992214203,3,50,47,1,4,0,2,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2385,41018401000,0.08106153139449837,0.04208964130098954,0.07867021649190604,0.798178610812606,156.911046526,96.21,113.326476036,113.327141783,12829.76008605957,12829.76008605957,1,41,21,3,0,0,0,22,0.0,1.0,1,1.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2386,41018601000,0.0,0.05198405812574054,0.13192302505913447,0.816092916815125,147.590434234,96.21,116.867235894,108.143772881,13850.400025685629,20775.600038528442,3,20,44,1,7,0,1,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2387,41018701000,0.0,0.008020275286219335,0.05332413670821757,0.9386555880055631,147.590434234,96.21,117.640902418,109.434032591,11221.559957504272,11221.559957504272,1,41,20,3,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2388,41018801000,0.0,0.04330964234681987,0.1181783568209119,0.8385120008322682,147.590434234,96.21,115.69983168,113.056710374,19196.937483549118,30715.09997367859,2,50,34,1,0,2,1,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2389,41019101000,0.026937030083735804,0.055019948095107685,0.26564020827147633,0.6524028135496802,138.269821941,107.178939064,117.1504878,114.532781762,22637.48675664266,33956.23013496399,3,41,66,5,5,0,0,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2390,41019201000,0.11310909132362774,0.07886020895560715,0.09590325990593944,0.7121274398148256,147.590434234,105.322725451,116.114438873,106.158694972,12655.305041885003,25310.610083770007,4,50,48,1,1,1,2,22,1.0,1.0,0,2.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2391,41019301000,0.056745555721322914,0.017185828467520575,0.1298783506407516,0.7961902651704049,156.911046526,98.6203669725,115.303855462,107.89872339,25369.740005493164,25369.740005493164,1,31,33,1,0,0,1,22,0.0,1.0,0,1.0,1.0,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2392,41019401000,0.11369147467259219,0.09540543329168576,0.018810771749267836,0.7720923202864542,138.269821941,96.21,114.550000004,128.526034206,12577.90000629425,12577.90000629425,1,70,47,7,0,0,0,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2393,41019501000,0.0,0.06941033685962174,0.13777748789334368,0.7928121752470346,138.269821941,96.21,115.075536179,113.1143674,9854.440000534058,9854.440000534058,1,20,30,1,0,0,1,22,1.0,0.0,1,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2394,41019601000,0.0,0.1332556367950684,0.2454174639073743,0.6213268992975574,138.269821941,106.560257235,115.241614446,108.866163884,12447.253313700357,18670.879970550537,3,42,58,1,1,0,2,22,1.0,0.0,0,1.0,0.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2395,41020301000,0.0,0.014572414949186317,0.11366483535855242,0.8717627496922613,147.590434234,96.21,115.660019637,116.234699182,15165.640065193176,15165.640065193176,1,60,71,5,0,0,0,22,0.0,0.0,1,0.0,0.5,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2396,41020401000,0.04553634365323988,0.029073204024760844,0.25887411390250553,0.6665163384194938,156.911046526,171.035301205,116.381988991,112.707800819,22838.900020599365,22838.900020599365,1,33,74,5,0,0,0,22,0.0,1.0,0,1.0,1.0,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
