,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16
96,100,0.009923175416133162,0.13817755014938113,0.3496052069995732,0.5022940674349125,140.625957518,140.062972973,104.337753701,101.230780669,18744.0,18744,1,60,75,5,0,0,0,9,0,1,0,1,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
97,101,0.05463165572574763,0.01834427425237053,0.11349380014587893,0.813530269876003,140.625957518,92.9,103.594151671,101.631290626,13057.143450107731,27420,4,50,30,1,6,2,1,9,0,1,1,1,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
98,102,0.0,0.024500163880694856,0.13446411012782694,0.8410357259914782,121.290671929,92.9,105.068068251,101.497145362,12204.0,12204,1,70,76,5,0,0,0,9,0,0,1,0,0.5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
99,103,0.0,0.04844290657439446,0.2726502365652143,0.6789068568603912,121.290671929,92.9,103.11993007,101.812996672,14161.0,28322,4,70,53,1,1,1,2,9,0,0,1,0,0.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
100,104,0.0,0.01527288262309089,0.054576524618177934,0.9301505927587311,140.625957518,92.9,103.133463796,100.798978069,9363.0,9363,1,50,58,7,0,0,0,9,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
101,105,0.1523846153846154,0.023923076923076922,0.1956153846153846,0.6280769230769231,101.955386339,92.9,103.594140779,100.761873852,7222.222413545778,13000,4,50,26,1,1,1,2,9,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
102,106,0.042004086884129266,0.020774994323772042,0.09876636645727692,0.8384545523348218,140.625957518,98.5666666667,104.323831418,101.350137654,17617.333333333332,26426,3,31,29,1,1,0,2,9,0,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
103,107,0.0,0.013033074096231091,0.14532945902059652,0.8416374668831724,140.625957518,95.8819672131,104.062099383,101.65675264,18001.53912183098,23402,2,30,40,1,0,1,1,9,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
104,108,0.0,0.0207782395164337,0.10521344918775972,0.8740083112958066,121.290671929,97.15,103.963061041,100.553884807,13234.999802783135,21176,2,50,27,4,0,2,0,9,0,0,0,0,0.5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
105,109,0.0,0.03738020620429668,0.24449289185629286,0.7181269019394104,140.625957518,98.570109356,104.47800483,101.393188287,14678.0,22017,2,71,74,5,0,1,1,9,0,1,0,1,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
106,110,0.03593834995466908,0.03648232094288305,0.12380779691749773,0.8037715321849501,140.625957518,92.9,103.228471002,101.567415629,13130.952977269171,27575,4,50,37,1,6,2,1,9,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
107,111,0.04559046786585085,0.03155909279109353,0.12416616828449188,0.7986842710585638,140.625957518,92.9,104.091811782,101.207084845,21737.0,21737,1,50,49,1,0,0,1,9,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
108,112,0.0,0.03338073899160115,0.3074301660986932,0.6591890949097057,140.625957518,92.9,102.768159204,101.13510543,14906.8,37267,4,50,46,1,1,2,4,9,0,2,1,2,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
109,113,0.029083795239647863,0.0566677535050538,0.15493968046951417,0.7593087707857842,140.625957518,92.9,103.75608165,100.72950876,26669.565770306086,61340,4,31,38,1,4,2,1,9,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
110,114,0.10385144429160935,0.01797995676950285,0.04332874828060523,0.8348398506582826,140.625957518,92.9,105.089644747,102.403675807,20356.0,30534,3,50,31,1,1,0,2,9,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
111,115,0.0,0.015056270911487377,0.11705363479671499,0.8678900942917976,121.290671929,92.9,103.731918579,101.497202103,19726.0,19726,1,10,87,5,0,0,0,9,0,0,1,0,0.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
112,116,0.026217299259035234,0.041490246484197794,0.16403296537123846,0.7682594888855285,140.625957518,92.9,103.6836944,101.189294853,25192.38209644418,52904,4,31,39,1,1,2,2,9,0,2,1,2,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
113,117,0.04067073920708458,0.06252306178508467,0.2582099954901398,0.638596203517691,101.955386339,96.3,106.881343284,101.595242681,10162.916262828658,24391,4,20,31,1,4,3,1,9,1,0,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
114,118,0.0,0.16002810592420183,0.17175354617715516,0.668218347898643,101.955386339,137.497063666,103.063947839,101.391929548,22771.0,22771,1,12,62,5,0,0,0,9,1,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
115,1051,0.03699209756704623,0.057868209818928505,0.19283180884823595,0.7123078837657894,140.625957518,133.104247312,102.275346886,101.838165538,15305.71498079368,32142,4,50,31,1,1,2,2,9,0,1,0,1,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
116,1052,0.05233188036987579,0.05301216961878606,0.10935019778780014,0.785305752223538,121.290671929,119.929990494,102.396751152,101.573536961,26459.333333333332,39689,3,50,60,4,1,0,1,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
117,1053,0.04313163434406772,0.09325032471895014,0.10915035607112465,0.7544676848658575,140.625957518,139.762872238,102.533237587,101.119602256,22327.0,22327,1,10,36,1,0,0,1,9,0,1,0,1,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
118,1054,0.029637686085242337,0.20205968323023588,0.2059343348514717,0.5623682958330501,101.955386339,110.471101766,103.11279089,101.363205609,12792.174178251478,29422,4,70,40,7,1,2,1,9,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119,1055,0.027988986743978265,0.06073701292781212,0.1326878544208012,0.7785861459074084,101.955386339,132.058240769,102.375924145,101.672583138,36562.0,54843,3,70,63,5,5,0,0,9,2,0,0,2,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
120,1056,0.10210841789789159,0.044061201955938795,0.1785582838214417,0.675272096324728,140.625957518,92.9,102.11737338,101.874079265,14630.00053662522,19019,2,71,37,1,0,1,1,9,0,1,1,1,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
121,1057,0.06858023502215373,0.08808514737044885,0.2320362165286072,0.6112984010787902,121.290671929,92.9,102.752158572,100.875017726,10382.0,20764,4,71,63,5,4,1,0,9,1,1,1,2,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
122,1058,0.045013510194055514,0.18816015720953083,0.09954556619995088,0.6672807663964628,140.625957518,128.700065274,102.423318939,100.965194184,6784.999730388334,16284,4,10,44,1,1,3,2,9,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
123,1059,0.04261294852549513,0.2425064161541814,0.11573289429083337,0.5991477410294901,140.625957518,135.088738019,103.751631799,101.145930655,20651.0,20651,1,70,73,5,0,0,0,9,0,2,0,2,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
124,1060,0.0,0.14930004827253293,0.42907385697538103,0.42162609475208607,140.625957518,105.593071594,102.328126005,102.32232581,6905.23840882612,14501,4,70,37,1,6,2,1,9,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
125,1061,0.027912038667136135,0.08936973848468359,0.20626740501264365,0.6764508178355366,101.955386339,105.681661891,104.04264432,101.134325463,11570.74053639411,31241,4,42,35,1,6,4,1,9,2,0,0,2,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
126,1062,0.043073467613389364,0.07180118823358933,0.3110056513548761,0.5741196927981452,140.625957518,92.9,102.827629586,101.416033569,13802.0,27604,4,42,55,1,1,1,2,9,0,1,1,1,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
127,1063,0.0,0.10670543660234381,0.2816107146004053,0.6116838487972509,140.625957518,125.478860446,102.585325407,101.147637568,11349.0,11349,1,70,57,1,0,0,1,9,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
128,1064,0.0016545755377370497,0.05239489202833991,0.2252343982011794,0.7207161342327436,121.290671929,96.0808906883,102.944038425,100.620249588,9821.249609738605,23571,4,50,40,1,1,3,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
129,1065,0.0982728984202341,0.023033477940574608,0.15010231644429892,0.7285913071948924,121.290671929,94.9466240227,103.458621442,101.059367276,25452.08232195845,61085,4,33,46,1,1,3,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
130,1066,0.0,0.4194849519081601,0.18352466645982005,0.3969903816320199,121.290671929,92.9,104.71978022,101.096404846,6446.0,6446,1,71,96,7,0,0,0,9,0,0,1,0,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
131,1067,0.04959708864049909,0.05547179620483494,0.2709123992721601,0.6240187158825059,121.290671929,94.2105904405,103.13076185,100.483112555,12823.333333333334,19235,3,42,55,1,1,0,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
132,1068,0.07467956097935374,0.10261723846803285,0.21517384296569192,0.6075293575869215,101.955386339,120.865557218,103.005778491,101.551064367,12408.571992082687,26058,4,42,43,4,6,2,0,9,2,0,0,2,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
133,1069,0.02853470437017995,0.05329048843187661,0.14331619537275064,0.7748586118251928,121.290671929,132.084370478,102.432609865,102.575111141,25933.333333333332,38900,3,42,53,1,1,0,2,9,1,1,0,2,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
134,1070,0.02993611647600654,0.02718763928093894,0.20097310949338879,0.7419031347496657,140.625957518,92.9,104.425254112,101.509261577,20710.769990435747,53848,4,31,40,1,1,3,2,9,0,1,1,1,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
135,1071,0.15281517747858017,0.02974296205630355,0.1102203182374541,0.7072215422276622,140.625957518,92.9,102.771848973,100.893085843,16340.0,16340,1,20,28,1,0,0,1,9,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
136,1072,0.021493154223714804,0.014983208473262722,0.15949367088607594,0.8040299664169466,140.625957518,93.2172413793,102.755409783,102.026860301,19355.0,38710,4,60,49,1,1,1,2,9,0,1,0,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
137,1073,0.04002624671916011,0.07540884312537856,0.10478497880072683,0.7797799313547346,140.625957518,92.9,103.712283237,100.873985371,7924.8,19812,4,71,51,7,4,2,0,9,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
138,1074,0.0,0.02248550541971263,0.14308041341063776,0.8344340811696496,140.625957518,92.9,103.014517266,101.504561658,9917.5,19835,2,50,44,1,0,2,2,9,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
139,1075,0.04147447575487422,0.018062715609132137,0.17136323113298965,0.769099577503004,140.625957518,92.9,102.513594209,102.590666263,17199.333333333332,25799,2,50,41,1,0,1,1,9,0,1,1,1,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
140,1076,0.03762180188630087,0.04767859934344224,0.2035329060497108,0.7111666927205461,101.955386339,92.9,102.595570917,101.548336753,12794.0,19191,3,70,60,5,5,0,0,9,1,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
141,1077,0.07713679626048922,0.05706883928739041,0.16533068013291033,0.70046368431921,140.625957518,134.067236842,103.157147723,102.159743253,22195.415784700086,53269,4,10,42,1,1,3,2,9,0,2,0,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
142,1078,0.05080870167194613,0.02601271266441503,0.20894082107868844,0.7142377645849504,121.290671929,92.9370967742,103.138092369,100.42216348,19067.6,47669,4,31,49,1,1,2,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
143,1079,0.0,0.05726087615582841,0.2538653933606185,0.6888737304835532,140.625957518,98.4711449371,103.93658755,100.609621521,17592.0,26388,3,70,64,5,5,0,0,9,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
144,1080,0.0,0.1253748811352498,0.2749615975422427,0.5996635213225074,101.955386339,96.5016336056,102.701596169,101.142449378,5696.249773651371,13671,4,50,38,1,1,3,2,9,1,0,0,1,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
145,1081,0.035074788640797744,0.0668978972469109,0.2425319748536744,0.6554953392586169,101.955386339,98.7193130266,103.135448695,101.869978173,10028.26107747163,23065,4,60,38,1,6,2,1,9,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
146,1082,0.03158808215215505,0.09904541509979752,0.10358692507954874,0.7657795776684987,140.625957518,135.614719626,103.355375593,100.980878631,23046.666666666668,34570,3,60,67,5,6,0,0,9,0,2,0,2,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
147,1083,0.06161376791888427,0.06868420030301853,0.12330523289693485,0.7463967988811624,140.625957518,94.1696832579,104.308538122,101.228465102,17160.666666666668,25741,3,50,65,5,5,0,0,9,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
148,1084,0.007212033793529775,0.063926497860632,0.08929588732257791,0.8395655810232603,101.955386339,93.1651497914,102.817456224,100.365984263,41250.5,82501,4,42,56,1,1,1,2,9,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
149,1085,0.06692140317359231,0.03640609244812397,0.1554954094358648,0.7411770949424189,121.290671929,92.9,103.741808874,100.578240011,15702.499376038735,37686,4,50,37,1,1,3,2,9,1,1,1,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
150,1086,0.0,0.028789385566283562,0.12169085713566384,0.8495197572980526,121.290671929,92.9,103.412051309,100.962402015,37828.09695598498,79439,4,10,39,1,1,2,2,9,0,0,1,0,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151,1087,0.0,0.1460772969220088,0.1095116871094654,0.7444110159685258,140.625957518,134.090969582,102.387362637,100.820817012,10802.5,21605,4,60,72,5,5,1,1,9,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
152,1088,0.07560006531323137,0.17215479235835193,0.10041909323463778,0.651826049093779,140.625957518,141.279481505,103.745094851,101.968537074,18373.0,18373,1,60,74,5,0,0,0,9,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
153,1089,0.0348499188750676,0.052562195781503514,0.210282585181179,0.7023053001622499,121.290671929,95.0654019293,103.652981836,101.473109689,14087.619687381004,29584,4,12,40,1,1,2,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
154,1090,0.014091367732507567,0.05309488187606555,0.10886886329633624,0.8239448870950906,101.955386339,93.828440367,103.287280281,101.330708163,12496.08721559125,28741,4,50,38,1,1,2,2,9,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
155,1091,0.08081549439347605,0.052436289500509686,0.3668501529051988,0.4998980632008155,121.290671929,97.9316485226,103.03715683,100.942528548,11678.571958931148,24525,4,50,44,1,1,2,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
156,1092,0.01436740011580776,0.02196728430804864,0.11349160393746381,0.8501737116386798,121.290671929,96.6668863262,102.790529337,100.84035842,11513.332875834589,27632,4,42,37,1,1,3,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
157,1093,0.02533101579673841,0.06870814375543173,0.20804151117018557,0.6979193292776443,121.290671929,127.26811756,103.123184666,101.835434369,13972.143095087036,39122,4,42,32,1,1,3,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
158,1094,0.15913650589840303,0.18441537597303587,0.08751304068694327,0.5689350774416179,140.625957518,135.333572672,102.318890417,101.21400663,16614.666666666668,24922,3,50,56,1,1,0,2,9,0,2,0,2,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
159,1095,0.0,0.09152768512341561,0.23090949521903492,0.6775628196575495,121.290671929,127.522254616,103.313906009,101.202198884,11242.5,22485,5,70,79,5,5,0,0,9,0,0,0,0,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
160,1096,0.039402210631570414,0.031916331108288516,0.14966354079398966,0.7790179174661513,101.955386339,97.3573243014,102.138154568,103.484062999,14801.2,37003,4,50,44,1,1,2,2,9,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
161,1097,0.014965579167913799,0.04841364860820114,0.1669784495659982,0.7696423226578869,121.290671929,97.2369397218,102.830293525,101.071104954,11136.66622413531,26728,4,71,41,1,6,3,1,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
162,1098,0.08979433449747769,0.06907256499805976,0.22925882809468373,0.6118742724097788,101.955386339,111.684494382,102.374475288,100.772044647,6135.714564355876,12885,4,71,29,1,6,2,1,9,1,0,0,1,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
163,1099,0.06516175148147293,0.046415642509626695,0.1981369180751228,0.6902856879337775,121.290671929,117.127272727,102.819166764,101.963082473,17347.6,43369,4,31,43,1,1,2,2,9,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
164,1100,0.02233880521238788,0.058329102499012804,0.2064647148417668,0.7128673774468325,140.625957518,99.0036750484,103.860901639,101.907011158,11818.0,17727,3,71,65,5,5,0,0,9,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
165,1101,0.06703953417100827,0.04485902543671468,0.15480386147716824,0.7332975789151088,121.290671929,92.9,102.692056422,100.441766796,17402.666666666668,26104,3,50,55,1,6,0,1,9,1,1,1,2,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
166,1102,0.027274810909924365,0.1549392619757048,0.14531285812514325,0.6724730689892275,101.955386339,136.170769231,102.632492114,101.126230402,14543.333333333334,21815,3,70,67,5,5,0,0,9,2,0,0,2,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
167,1103,0.0,0.08878856282919488,0.08305116629044394,0.8281602708803611,121.290671929,137.504872881,104.057757644,102.020579216,10632.0,10632,1,70,84,5,0,0,0,9,0,0,0,0,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
168,1104,0.06305697008274984,0.03640197326543603,0.05649267982176957,0.8440483768300445,101.955386339,92.9,102.364084507,100.934478695,19335.38532460232,25136,2,20,28,1,0,1,1,9,1,0,1,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
169,1105,0.0,0.03210802700675169,0.2808702175543886,0.6870217554388597,121.290671929,92.9,102.763782051,101.5623171,8886.666666666666,13330,2,70,69,7,0,1,0,9,0,0,1,0,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
170,1106,0.0,0.03916372202591284,0.2049469964664311,0.7558892815076561,121.290671929,92.9,102.78204023,101.650993377,6792.0,6792,1,70,76,7,0,0,0,9,0,0,1,0,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
171,1107,0.0698764942870352,0.06763093586949342,0.17700283997093982,0.6854897298725315,121.290671929,92.9,103.931940299,101.04895462,10094.0,15141,3,60,32,1,1,0,2,9,1,1,1,2,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
172,1108,0.03422173612710108,0.048641492056182366,0.22334791618696753,0.693788855629749,121.290671929,126.584201183,103.107603093,101.378369633,15106.0872697019,34744,4,60,41,1,1,2,2,9,1,1,0,2,0.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
173,1109,0.009941256213285133,0.01375709193151579,0.054476075714213985,0.921825576140985,140.625957518,92.9,103.102857143,101.495664488,19917.0,19917,1,41,63,5,0,0,0,9,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
174,1110,0.0,0.0739902352418997,0.12640923213493122,0.7996005326231691,121.290671929,136.767786443,102.754880618,101.66716625,22530.0,22530,1,71,77,5,0,0,0,9,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
175,1111,0.0472972972972973,0.017011128775834657,0.2046899841017488,0.7310015898251192,140.625957518,92.9,102.805669903,101.834830361,12580.0,12580,1,41,24,3,0,0,0,9,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
176,1112,0.0,0.037814946314753815,0.08405697908200369,0.8781280746032425,121.290671929,92.9,103.248804071,101.386106781,23377.0,23377,1,70,55,1,0,0,1,9,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
177,1113,0.0,0.05191232972406567,0.05824310164163465,0.8898445686342997,121.290671929,92.9,103.346926537,102.074157303,15269.333333333334,22904,5,50,21,1,0,0,2,9,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
178,1114,0.014023159460320832,0.07783561740854845,0.1386734657742838,0.7694677573568469,140.625957518,92.9125568699,102.661618999,101.927276911,10458.888704178267,28239,4,50,33,1,6,4,1,9,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
179,1115,0.0,0.04248132819561391,0.2311022311022311,0.7264164407021549,140.625957518,92.9,103.637937423,102.479142109,10010.000454584779,21021,4,50,47,1,1,2,2,9,0,2,1,2,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
180,1116,0.037143589597516166,0.04534708177856268,0.21138234540120204,0.7061269832227192,140.625957518,97.3279522613,103.082778601,101.632537313,16717.619806817365,35107,4,43,38,1,4,2,1,9,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
181,1117,0.0,0.05810753598645216,0.19062235393734123,0.7512701100762066,140.625957518,92.9,103.798778456,101.334770358,9448.0,9448,1,31,40,1,0,0,1,9,0,1,1,1,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
182,1118,0.0294714943781267,0.14572291842092228,0.011144682748031105,0.8136609044529199,101.955386339,92.9,103.042666667,101.639763803,20189.0,20189,1,41,73,5,0,0,0,9,1,0,1,1,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
183,1119,0.04027355623100304,0.04642166344294004,0.3085797181541862,0.6047250621718707,121.290671929,98.4907738095,102.746586076,101.848177976,19301.333333333332,28952,3,60,52,1,1,0,2,9,1,1,0,2,0.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
184,1120,0.07337836587397058,0.016933469047839364,0.2395669473489405,0.6701212177292496,140.625957518,92.9,102.561336423,101.323584645,10807.0,10807,1,43,30,1,0,0,1,9,0,1,1,1,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
185,1121,0.14771103795266788,0.028386856326479904,0.034598422262252314,0.7893036834585999,140.625957518,92.9,104.314901257,99.9543243881,10732.666666666666,16099,3,50,26,1,1,0,2,9,0,2,1,2,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
186,1122,0.0,0.09566429069081944,0.3673294388766815,0.537006270432499,121.290671929,115.145658263,102.609716954,101.463453094,7463.6,18659,4,71,50,1,1,2,2,9,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
187,1123,0.026739138365009303,0.026046036552000877,0.1073578229307263,0.8398570021522636,101.955386339,92.9,102.403703704,99.9522347218,18275.333333333332,27413,3,50,28,1,4,0,1,9,1,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
188,1124,0.04626566144166622,0.03590605846938222,0.11544719856809676,0.8023810815208549,101.955386339,92.9,103.141132253,101.628897827,18437.0,36874,4,10,52,1,1,1,2,9,2,0,1,2,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
189,1125,0.0,0.18758010019806595,0.1692881276942794,0.6431317721076547,121.290671929,135.30826087,104.782174811,101.931304348,8583.0,8583,1,70,93,5,0,0,0,9,0,0,0,0,0.5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
190,1126,0.0,0.09649537124504062,0.05275836009824296,0.8507462686567164,121.290671929,136.651395007,103.777350045,101.364645792,11762.22253381471,21172,4,42,31,1,1,1,2,9,1,1,0,2,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
191,1127,0.017925321943959103,0.024525982009965704,0.0639358053452404,0.8936128907008348,121.290671929,92.9,102.116396761,101.91072489,10302.0,15453,3,71,24,1,3,0,1,9,0,0,1,0,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
192,1128,0.05997700175512921,0.08860376444955517,0.08079646553289355,0.770622768262422,140.625957518,92.9,104.371011236,101.705583916,12710.00046620004,16523,2,20,44,1,0,1,1,9,0,1,1,1,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
193,1129,0.05767920203209219,0.07044173223468186,0.1841893315160151,0.6876897342172108,101.955386339,92.9,102.849680457,100.920153153,16141.0,16141,1,42,72,5,0,0,0,9,1,0,1,1,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
194,1130,0.0,0.08281953007832028,0.006332277953674388,0.9108481919680054,121.290671929,101.050503018,103.0,101.655561654,6001.0,6001,1,50,43,1,0,0,1,9,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
195,1131,0.1719707156730913,0.06469445689526371,0.14452911001543903,0.6188057174162059,140.625957518,92.9,102.485354928,101.860346076,13386.0,20079,3,33,28,1,1,0,2,9,0,2,1,2,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
196,1132,0.0,0.06320955101442906,0.24771112575990625,0.6890793232256647,140.625957518,92.9,102.435570668,101.174553571,9102.0,13653,2,50,50,1,0,1,1,9,0,1,1,1,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
