v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16,elas_exp_1,elas_exp_2,elas_exp_3,elas_exp_4,elas_price_1_1,elas_price_1_2,elas_price_1_3,elas_price_1_4,elas_price_2_1,elas_price_2_2,elas_price_2_3,elas_price_2_4,elas_price_3_1,elas_price_3_2,elas_price_3_3,elas_price_3_4,elas_price_4_1,elas_price_4_2,elas_price_4_3,elas_price_4_4
1798,5791,.032954,.0738644,.0899357,.8032459,121.9496,125.6267,103.4264,101.5183,28069.45,50525,4,10,32,1,1,1,2,10,1,1,0,2,.5,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.371279,.9441412,-1.975531,1.323061,-.1054249,-.0854985,.1686561,-1.349611,-.0389861,.6223584,-.3174683,-1.210226,.0680751,-.2779451,4.253662,-2.066997,-.0407379,-.11456,-.5659536,-.6019096
1799,5792,,.204226,.1366287,.6591452,121.9496,139.7633,102.7922,101.71,10459,10459,1,71,88,5,0,0,0,10,0,0,0,0,.5,2000,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.93872,-.4618451,1.308709,,,,,-.0129927,-.4129317,-.1374587,-.3754693,.0306501,-.1584143,2.717002,-2.125708,-.0471904,-.1445303,-.7330682,-.3841676
1800,5793,.0189513,.1207549,.1636342,.6966596,103.0684,101.0488,102.9788,100.3545,16744.67,25117,3,60,75,5,1,0,1,10,1,0,0,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.525072,.919214,-.3576314,1.318605,.5621685,-.1390861,.1779968,-2.126222,-.0227436,-.0102825,-.2222214,-.663974,.0233112,-.181712,2.073129,-1.55705,-.044029,-.125087,-.6881524,-.4613447
1801,5794,.0069169,.0835696,.3021128,.6074007,140.8308,136.2851,103.0965,102.7888,17638,26457,3,71,67,5,5,0,0,10,0,1,0,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.49218,.8767095,.2580978,1.368983,3.267156,-.4280216,.5441833,-5.880933,-.0317411,.4338924,-.3269108,-.9522538,.0185861,-.0744293,.6461239,-.8476624,-.0534704,-.1553886,-.7799784,-.3803977
1802,5795,.0290996,.035751,.2205703,.7145792,103.0684,96.23598,103.1786,100.7063,10223.5,20447,2,60,46,1,0,2,2,10,1,0,0,1,0,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.243845,.7669222,-.0046812,1.311848,.0197473,-.0924685,.0673614,-1.238559,-.0777676,2.342864,-.7308133,-2.301246,.0172804,-.1409699,1.281255,-1.152829,-.0429701,-.1199672,-.6703386,-.4785839
1803,5796,.0544742,.1132269,.2085568,.6237421,140.8308,139.2932,102.7901,101.5615,11063.33,16595,3,71,61,5,1,0,1,10,0,1,0,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.113644,.8982227,-.0107915,1.346523,-.4558782,-.0548339,.0320795,-.6358495,-.0230911,.0587162,-.245505,-.6886151,.0252786,-.1039802,1.418403,-1.32765,-.0517812,-.1526309,-.7668619,-.375547
1804,5797,.0717991,.0175381,.0076575,.9030054,103.0684,101.8,102.8559,100.6645,12145,12145,1,50,30,1,0,0,1,10,1,0,0,1,0,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.095741,.4917461,-30.12649,1.266211,-.586633,-.0381862,.0274282,-.4983632,-.1578504,5.816673,-1.503815,-4.646791,.5471685,-3.940867,63.46343,-29.94252,-.0344416,-.095938,-.5196229,-.6162128
1805,5798,,.1082784,.1052283,.7864934,103.0684,117.0791,103.6893,101.6057,20108.67,30163,3,70,66,5,6,0,0,10,2,0,0,2,0,2000,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.911368,-1.189713,1.290824,,,,,-.0254618,.1052519,-.2477757,-.7434323,.0364346,-.2495169,3.727074,-2.32384,-.0389822,-.115251,-.6035403,-.5330923
1806,5799,.0974917,.0363954,.1395158,.7265971,121.9496,99.86231,102.3221,101.1641,10166.11,18299,4,50,32,4,1,1,1,10,1,1,0,2,.5,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.068458,.7493589,-.6455732,1.31934,-.6958401,-.0280325,.0184264,-.3630493,-.0746461,2.283702,-.7310921,-2.22739,.0365973,-.2191325,2.564291,-1.736033,-.044099,-.118644,-.6502408,-.5063769
1807,5800,,.1078011,.1009846,.7912143,121.9496,133.7571,102.3412,102.5048,7922,11883,2,50,62,5,0,1,1,10,0,0,0,0,.5,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.8854193,-.9641683,1.260376,,,,,-.0246044,.1115023,-.2604399,-.7120578,.0404347,-.2259493,4.024268,-2.872945,-.039339,-.1188767,-.6074894,-.4948195
1808,5801,.0651605,.0651605,.2263674,.6433116,140.8308,135.513,105.686,101.3213,22426.67,33640,3,50,62,5,5,0,0,10,0,2,0,2,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.170507,.857427,-.0399712,1.363114,-.5475121,-.0454026,.0606416,-.6388838,-.0411791,.8390656,-.4073911,-1.248361,.0268081,-.0993458,1.194867,-1.081283,-.0510943,-.1467211,-.7372043,-.4283625
1809,5802,.0848861,.0602556,.2001142,.654744,140.8308,92.94218,102.6591,101.1681,8754.375,14007,2,43,33,3,0,2,0,10,0,1,0,1,1,2000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.082722,.8350343,-.1080687,1.343124,-.6511666,-.0312874,.0229098,-.4233433,-.0439513,.9814066,-.4479158,-1.324731,.0293705,-.1614177,1.508504,-1.267983,-.0501574,-.1289557,-.7284413,-.4356574
1810,5803,.0167677,.0198411,.0582199,.9051713,140.8308,139.5012,104.1459,99.40092,68544.66,102817,3,60,58,1,1,0,2,10,0,2,0,2,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.97415,.8456754,-3.817322,1.295184,.7451328,-.1777302,.4761116,-3.020947,-.1469253,5.043229,-1.13258,-4.611272,.1359217,-.36664,7.014131,-2.960651,-.0378492,-.1055914,-.4994567,-.6525346
1811,5804,.0504935,.0732888,.2044572,.6717606,140.8308,129.2774,102.5312,102.2083,15705,15705,1,60,64,5,0,0,0,10,0,1,0,1,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.174507,.8505437,-.0795364,1.331757,-.4145609,-.0576908,.059092,-.7619221,-.0358654,.6341772,-.3770997,-1.072023,.0272683,-.1160844,1.441985,-1.272816,-.0483915,-.1386201,-.7065432,-.4383777
1812,5805,.0247367,.0770805,.1845889,.7135939,140.8308,108.5683,102.5059,101.2535,14307.86,40062,4,50,45,1,1,3,2,10,0,1,0,1,1,2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.388851,.9178573,-.2664437,1.322991,.1937087,-.1097373,.1331302,-1.606429,-.035972,.5526027,-.3270967,-1.107495,.0334237,-.1544771,1.680672,-1.292807,-.0461401,-.1239446,-.6627055,-.4902678
1813,5806,.0183767,.0576935,.2286429,.6952869,121.9496,145.4456,102.9684,101.3055,15418.1,32378,4,50,43,1,1,2,2,10,1,1,0,2,.5,2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.484001,.8830401,-.0375067,1.338094,.6105351,-.1658731,.1643325,-2.095788,-.0484538,1.078271,-.440402,-1.473056,.0221564,-.0884946,1.151165,-1.046028,-.0458325,-.1389654,-.6752033,-.4783933
1814,5807,.0483074,.0350259,.1855613,.7311053,140.8308,109.8194,103.0336,101.5658,23160,57900,4,50,50,1,1,2,3,10,0,1,0,1,1,2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.22231,.8672971,-.3403457,1.331861,-.3896063,-.0556506,.0834812,-.8607842,-.0808865,2.418338,-.6918346,-2.513147,.0359417,-.1547757,1.621642,-1.162088,-.0455787,-.1208056,-.6377686,-.5277752
1815,5808,,.0365428,.2842316,.6792256,121.9496,98.27399,103.3047,101.2939,11466,11466,1,50,67,7,0,0,0,10,0,0,0,0,.5,2000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,.6830657,.2553257,1.317665,,,,,-.0724806,2.267327,-.7582878,-2.119707,.0162323,-.1069897,.7831469,-.9476243,-.0465084,-.1270653,-.7087275,-.4353908
1816,5809,.1313667,.0183405,.133024,.7172688,140.8308,92.9,102.9591,100.1833,9051,9051,1,71,34,4,0,0,0,10,0,1,1,1,1,2000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.03842,.4445472,-.62953,1.309377,-.774096,-.0209443,.0069948,-.2504904,-.1438082,5.509503,-1.4741,-4.336704,.0433242,-.2397797,2.804674,-1.97803,-.0457317,-.1181423,-.6691996,-.4763903
1817,5810,.0358876,.020895,.1272616,.8159559,121.9496,92.92984,102.7127,101.8403,38063.33,57095,3,20,49,1,1,0,2,10,1,1,0,2,.5,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.32949,.7313934,-1.051919,1.312417,-.178377,-.0669538,.1404657,-1.224813,-.1354363,4.724282,-1.16781,-4.152648,.0481707,-.2698878,2.753232,-1.479291,-.0401816,-.1015493,-.5616502,-.6090695
1818,5811,.0412858,.0279904,.2956921,.6350317,103.0684,92.9,103.8695,101.0625,22865,22865,1,31,40,1,0,0,1,10,1,0,1,1,0,2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.243609,.7894377,.1639507,1.382736,-.2831804,-.060779,.0899675,-.989727,-.101633,3.272589,-.88209,-3.078413,.0151505,-.1128888,.6550031,-.7211273,-.049178,-.1318072,-.7375942,-.4641854
1819,5812,.0628601,.029924,.1416317,.7655841,140.8308,92.9,103.2857,102.1374,15272,15272,1,70,79,5,0,0,0,10,0,1,1,1,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.159188,.6739479,-.492634,1.275808,-.5305973,-.0398121,.0568344,-.6458358,-.0889363,2.989815,-.8968676,-2.678275,.0389386,-.2264854,2.573322,-1.892573,-.0422688,-.1107798,-.6306695,-.4921648
1820,5813,.0375005,.0294892,.0931844,.8398259,103.0684,138.7928,102.839,104.0138,35958.46,93492,4,41,48,1,1,3,2,10,2,0,0,2,0,2000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.408828,.9105526,-1.837753,1.299754,-.2139554,-.0790159,.1898783,-1.306593,-.0997452,3.064662,-.7784101,-3.097796,.0482895,-.2375293,4.050254,-2.021275,-.0369547,-.1128404,-.5415062,-.6086085
1821,5814,.1064679,.0660437,.1436371,.6838513,140.8308,94.26041,103.5778,101.5701,12698.67,19048,3,50,61,5,5,0,0,10,0,2,0,2,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.068911,.8215668,-.4929183,1.320078,-.7219923,-.0248563,.0201779,-.3423669,-.039217,.806692,-.4214489,-1.167731,.0390881,-.2209881,2.521795,-1.846436,-.0477053,-.1241967,-.7021626,-.4460943
1822,5815,.156785,.0174356,.0289241,.7968553,140.8308,97.10853,102.5245,100.5635,22196,22196,1,31,26,1,0,0,1,10,0,2,0,2,1,2000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.064783,.6403388,-8.101109,1.325474,-.8118855,-.0161047,.0280441,-.2649147,-.1594209,5.861143,-1.407094,-4.935437,.2540247,-1.138957,15.47411,-6.485659,-.0427448,-.1056147,-.5727047,-.6044716
1823,5816,,.0969382,.2171679,.685894,140.8308,137.1631,102.1165,100.1283,18290,18290,1,50,69,5,0,0,0,10,0,1,0,1,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.8943396,-.038123,1.328648,,,,,-.0273153,.2365114,-.2804987,-.82336,.0267375,-.0999477,1.296697,-1.184136,-.0476294,-.1387433,-.6928474,-.4497035
1824,5817,,.0644584,.1089227,.8266189,121.9496,92.9,102.1399,102.647,13404,13404,1,70,86,5,0,0,0,10,0,0,1,0,.5,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.8398724,-.8796532,1.248381,,,,,-.0418033,.8518922,-.4206656,-1.229367,.040827,-.2914676,3.650997,-2.520342,-.0378664,-.1029618,-.5845152,-.5230718
1825,5818,.0231892,.0424797,.1139765,.8203545,140.8308,142.926,102.8021,100.427,32831.33,49247,3,70,52,1,1,0,2,10,0,2,0,2,1,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.481808,.853618,-1.238844,1.305016,.2708644,-.1306425,.1955642,-1.819998,-.0656639,1.822525,-.5847362,-2.026629,.0596484,-.1809302,3.224422,-1.861482,-.040811,-.1173259,-.5621719,-.5849841
1826,5819,,.0340003,.1379181,.8280816,121.9496,138.1262,104.4912,101.4962,21610.48,45382,4,50,32,1,6,2,1,10,1,1,0,2,.5,2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,.8439845,-.8631117,1.302258,,,,,-.0836611,2.525553,-.7147938,-2.57185,.04145,-.1589177,2.490291,-1.5081,-.039088,-.1146995,-.5579459,-.5907143
1827,5820,.0317519,.0757237,.1549865,.737538,121.9496,138.2716,102.2167,101.2492,14975.5,29951,4,42,50,1,1,1,2,10,1,1,0,2,.5,2000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.228243,.8848029,-.4705287,1.311019,-.0664195,-.0943141,.0676978,-1.136427,-.0361506,.5829365,-.3496507,-1.082284,.0311976,-.1395574,2.201579,-1.621253,-.043036,-.1291346,-.6397963,-.4992659
1828,5821,,.0375622,.3116916,.6507463,121.9496,92.9,102.7144,100.7709,8040,8040,1,50,73,5,0,0,0,10,0,0,1,0,.5,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,.7364722,.3796154,1.301068,,,,,-.072175,2.17898,-.7079632,-2.135442,.0137341,-.0992185,.6483664,-.9423662,-.047901,-.1319281,-.7526594,-.3686244
1829,5822,.0439334,.0392355,.2470396,.6697915,121.9496,92.9,102.6579,101.7206,16648.57,46616,4,31,43,1,6,3,1,10,1,1,1,2,.5,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.296981,.9224028,.0455313,1.337103,-.3293478,-.0540449,.1148455,-1.028587,-.0737907,2.051072,-.5993676,-2.300433,.0215272,-.1335378,.9996108,-.9329739,-.0476072,-.1259298,-.7099407,-.4536667
1830,5823,.0845429,.0395542,.159524,.7163789,140.8308,95.22174,103.2356,101.7847,14537,14537,1,31,35,1,0,0,1,10,0,1,0,1,1,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.103014,.82653,-.5064627,1.332881,-.6504458,-.0306385,.0350285,-.4571062,-.0696815,2.022509,-.640669,-2.138902,.0405532,-.2048031,2.081481,-1.410318,-.0464354,-.1176637,-.6549472,-.5139063
1831,5824,.0633997,.0366579,.2843068,.6156356,140.8308,95.4473,103.1373,100.9383,7815.5,15631,4,60,50,5,1,1,1,10,0,1,0,1,1,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.09579,.7426967,.2684612,1.343289,-.5325469,-.042817,.0254761,-.5461069,-.072843,2.258479,-.7253116,-2.20326,.0191627,-.1090669,.7891214,-.9674158,-.0526516,-.139248,-.7856696,-.3658052
1832,5825,.1040378,.0188565,.2627847,.6143209,103.0684,92.9,102.8648,100.7721,11048.33,19887,4,31,27,1,6,1,1,10,1,0,1,1,0,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.08097,.7157422,.1124322,1.374683,-.7151054,-.0249824,.0258265,-.3667438,-.1512977,5.343198,-1.305947,-4.601826,.015694,-.1239225,.8903169,-.8944409,-.0503173,-.1374635,-.7728984,-.4140275
1833,5826,.1235237,.0563393,.118285,.701852,121.9496,92.9,102.7169,100.251,14507.33,21761,3,50,28,1,1,0,2,10,1,1,1,2,.5,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.065817,.9216958,-1.054238,1.340908,-.7603526,-.0210986,.0219968,-.3064229,-.050681,1.12388,-.4262919,-1.568693,.047607,-.279293,3.153275,-1.866988,-.0461322,-.1197056,-.6696146,-.5054992
1834,5827,.0580828,.0611025,.0721537,.808661,140.8308,92.9,102.2863,99.83163,7411.429,15564,2,70,34,4,0,3,0,10,0,1,1,1,1,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.152527,.891703,-1.942064,1.259737,-.4913596,-.0444327,.0495116,-.6665024,-.0451671,.9566159,-.4132081,-1.390108,.0783047,-.4379322,6.034414,-3.731537,-.0401075,-.1055758,-.5999877,-.5141405
1835,5828,,.0231055,.2193165,.757578,121.9496,92.9,102.5136,101.9412,8973.333,13460,2,70,78,5,0,1,1,10,0,0,1,0,.5,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,.652597,.1017828,1.259225,,,,,-.1198669,4.171206,-1.113708,-3.590424,.0197901,-.1425879,1.327509,-1.306318,-.0410984,-.1130478,-.6441973,-.4609176
1836,5829,.0971752,.0398085,.1522685,.7107478,103.0684,92.9,102.8305,100.3571,9844.763,20674,4,42,33,1,6,2,1,10,2,0,1,2,0,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.089171,.8620682,-.4715611,1.310797,-.6950315,-.0266972,.0278179,-.3952995,-.0715323,2.00452,-.6213544,-2.173765,.0256809,-.210463,2.298643,-1.642157,-.0431914,-.1195418,-.6756935,-.4723917
1837,5830,.0246453,.0368832,.355972,.5824996,103.0684,92.9,102.7812,100.2053,12636.43,35382,4,60,41,1,1,3,2,10,1,0,1,1,0,2000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.405775,.8863105,.3681394,1.376168,.2011313,-.102905,.1362258,-1.640381,-.0780638,2.244407,-.6531773,-2.399546,.0110688,-.0900362,.4101975,-.6993082,-.0526407,-.1460559,-.8261927,-.3513049
1838,5831,,.039492,.0083507,.9521573,121.9496,92.9,103.2,103.3438,5748,5748,1,70,38,4,0,0,0,10,0,0,1,0,.5,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,.7336856,-22.63719,1.214595,,,,,-.0680023,2.022172,-.6888062,-1.999171,.497175,-3.780765,60.18261,-34.25689,-.0327698,-.0892491,-.5085551,-.5840518
1839,5832,,.0209179,.0934539,.8856282,103.0684,99.2347,103.0076,102.7092,16254,16254,1,20,63,1,0,0,1,10,1,0,0,1,0,2000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.6047733,-1.395047,1.251268,,,,,-.1331911,4.71414,-1.253581,-3.932157,.039901,-.3292148,4.34219,-2.657799,-.0345107,-.0972791,-.5378204,-.5816603
1840,5833,.087909,.0253466,.0742651,.8124792,140.8308,97.82713,102.5526,100.3681,12020,18030,3,50,23,1,1,0,2,10,0,1,0,1,1,2000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.08608,.7738454,-2.347339,1.303707,-.6634292,-.0303474,.0293012,-.4217424,-.1101813,3.719979,-.9709508,-3.413016,.0918336,-.4297293,5.558781,-2.872604,-.0413733,-.1046844,-.5723889,-.5853214
1841,5834,.0199163,.0612552,.2434477,.6753808,121.9496,105.85,102.8554,100.6655,10669.64,29875,4,60,45,1,1,3,3,10,1,1,0,2,.5,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.428889,.9194154,.0732273,1.328726,.4861716,-.1368951,.1352283,-1.913642,-.046347,.9541754,-.3996078,-1.427691,.0204489,-.1181702,1.055366,-1.030755,-.0469932,-.130606,-.7086214,-.442535
1842,5835,.0416213,.0277185,.2205709,.7100893,103.0684,93.67374,103.1143,100.386,11472.5,22945,4,70,56,7,1,1,2,10,2,0,0,2,0,2000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.190344,.7375643,.0015029,1.309245,-.2875592,-.0632825,.0565709,-.8961585,-.1011942,3.312385,-.9231044,-3.025738,.017297,-.1436298,1.286344,-1.161421,-.0431818,-.1200105,-.677476,-.4685968
1843,5836,.0710007,.0481093,.2460288,.6348612,121.9496,129.7509,102.7084,100.8407,18697,37394,4,42,75,5,5,1,1,10,1,1,0,2,.5,2000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.17791,.8582622,.0793091,1.347641,-.5846807,-.0409973,.067881,-.6204872,-.0579726,1.490425,-.5291546,-1.761932,.0197536,-.0946949,1.025983,-1.02973,-.0497099,-.1474403,-.7526251,-.3980361
1844,5837,.0134566,.0445494,.1459834,.7960106,103.0684,130.1607,102.5482,102.2137,19618.67,29428,3,50,70,5,5,0,0,10,1,0,0,1,0,2000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.902378,.8170621,-.558381,1.280781,1.197256,-.2161937,.3472367,-3.232312,-.0627316,1.689196,-.5882223,-1.855637,.0250952,-.1601989,2.397664,-1.703312,-.0382361,-.1174689,-.5960602,-.5291286
1845,5838,.0690766,.0218325,.1656645,.7434264,140.8308,92.9,103.2118,101.0365,27940,41910,3,50,66,5,5,0,0,10,0,1,1,1,1,2000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.208015,.7613949,-.4370964,1.307921,-.5749934,-.0334636,.0820618,-.681831,-.1287576,4.478618,-1.123529,-3.988178,.0390296,-.1997354,1.982965,-1.384655,-.0444062,-.1132746,-.6393512,-.5109688
1846,5839,.021734,.0204857,.0954903,.8622901,121.9496,92.92284,103.1012,101.2991,38051,76102,4,50,53,1,1,1,2,10,1,1,0,2,.5,2000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.680539,.8580297,-1.734637,1.289054,.3522667,-.104929,.2950321,-2.223238,-.1422202,4.844547,-1.125269,-4.435323,.0650032,-.3579705,4.019458,-1.991423,-.0379035,-.096564,-.5365592,-.6180614
1847,6486,.1101702,.0586776,.3044222,.5267299,140.8308,92.9,102.6044,101.7786,10166.09,23382,2,41,40,1,0,3,1,10,0,1,1,1,1,2000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.074888,.8806416,.2826524,1.412222,-.7315981,-.0235387,.0237589,-.3436358,-.0468468,1.036944,-.4350809,-1.435816,.0188496,-.106049,.6512457,-.8464378,-.061814,-.160701,-.9108346,-.2789793
1848,6487,.1138219,.1453045,.0810835,.6597901,121.9496,110.4544,102.8951,101.6002,7432.667,11149,3,70,58,1,1,0,2,10,1,1,0,2,.5,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.017895,.9124517,-1.444407,1.316594,-.7384101,-.025572,-.0007418,-.2532202,-.0180789,-.1773334,-.1936115,-.5234541,.0516924,-.335714,5.292478,-3.563649,-.0474986,-.1355062,-.730534,-.4030898
1849,6488,.0385852,.0886783,.3158318,.5569047,103.0684,99.59361,102.5947,100.8364,10276.52,23636,5,71,54,1,6,1,1,10,1,0,0,1,0,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.156394,.8759321,.3288541,1.38954,-.2303549,-.0713946,.0405778,-.8952411,-.030666,.3469989,-.3093794,-.8828911,.0113134,-.0945199,.6030906,-.8487252,-.0548579,-.1559376,-.8626923,-.3160577
1850,6489,.068999,.063407,.1963213,.6712728,121.9496,92.9,102.6652,103.5818,7212.667,21638,4,71,41,1,6,3,1,10,1,1,1,2,.5,2000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.086875,.8646357,-.0424765,1.30874,-.5700722,-.0389294,.0254417,-.5034212,-.0432594,.8837347,-.4141974,-1.290992,.0222186,-.1626298,1.579168,-1.396066,-.0466034,-.1263691,-.7177977,-.4180147
1851,6490,.0483438,.0103929,.3646238,.5766394,140.8308,93.07226,103.1633,100.5312,9942.667,14914,3,70,68,5,6,0,0,10,0,2,0,2,1,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.130873,-.2366594,.4419337,1.364196,-.3873063,-.0554183,.0382437,-.7267008,-.2460981,10.47639,-2.709715,-7.284889,.0147328,-.0861093,.4008713,-.7711929,-.056247,-.1477467,-.8401751,-.320133
1852,6491,.0338014,.0567781,.1211642,.7882563,103.0684,95.58121,103.7587,101.0077,19585,19585,1,50,67,5,0,0,0,10,1,0,0,1,0,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.313247,.8253112,-.8878289,1.289332,-.1245621,-.0750208,.1077619,-1.22151,-.0482883,1.103504,-.4739815,-1.406579,.0327228,-.2613072,3.128424,-2.011877,-.0390915,-.1081326,-.6050668,-.5370555
1853,6492,.073655,.0485857,.1948974,.6828619,140.8308,92.9,102.9752,100.9984,6010,9015,3,71,69,5,5,0,0,10,0,1,1,1,1,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.046679,.719194,.0715138,1.279946,-.5970367,-.0377842,.0159979,-.4280525,-.0526466,1.454347,-.5784125,-1.542682,.0246696,-.1571621,1.652418,-1.591012,-.0467597,-.1256955,-.7176049,-.3899723
1854,6493,,.1887184,.2254714,.5858102,140.8308,130.3791,102.7809,100.4292,12516,12516,1,71,68,5,0,0,0,10,0,1,0,1,1,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.9371849,.0598147,1.36878,,,,,-.0137654,-.3652233,-.1477938,-.4105279,.0239891,-.102609,1.242589,-1.222888,-.0553018,-.1599867,-.8197673,-.3339683
1855,6494,.0494858,.0587557,.2182816,.6734769,103.0684,92.92794,103.1015,101.3178,14455.33,21683,3,50,64,5,6,0,0,10,1,0,0,1,0,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.169969,.8089719,-.0006112,1.328486,-.4009957,-.052466,.0534581,-.7700399,-.0461379,1.031114,-.469568,-1.324422,.0170722,-.1466226,1.308959,-1.1787,-.0455218,-.125822,-.7113217,-.4458432
1856,6495,,.1170389,.1382685,.7446926,103.0684,93.23183,103.4249,101.7756,8447.333,12671,3,71,79,5,6,0,0,10,1,0,0,1,0,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,.8835344,-.4025981,1.270573,,,,,-.0228693,.0188548,-.2424946,-.6370463,.0238537,-.2246088,2.706381,-2.102876,-.0406721,-.1148295,-.6528856,-.4622063
1857,6496,.0804054,.1427027,.0940541,.6828378,121.9496,98.80805,103.2,103.0826,3523.81,7400,4,50,45,1,1,2,2,10,0,0,0,0,.5,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,.9872462,.9018976,-.8908429,1.282448,-.6290164,-.0369849,-.0086065,-.3126816,-.0183134,-.1638703,-.1976184,-.5221118,.0403222,-.3137072,4.468253,-3.303813,-.0454108,-.1271733,-.7108842,-.3990008
