,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,agepr,depenses_par_uc,depenses_tot,dip14pr,elect_only,nactifs,nenfants,situacj,situapr,sourcp,typmen,vag,veh_diesel,veh_essence,prix_carbu_consommateur,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28
2604,3362,0.0,0.19061059365885785,0.15711732053815033,0.6522720858029918,178.16,256.050016424,126.924203593,128.61533391,78.0,10629.0,10629.0,50,0,0.0,0.0,0,5,4,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2605,3380,0.08918872563032416,0.0014293065004859643,0.01983877422674518,0.8895431936424447,178.16,109.136183186,122.826714697,154.640728839,20.0,17491.0,17491.0,41,1,0.0,0.0,0,3,1,1,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2606,3400,0.0,0.047709652685087894,0.03387953312697015,0.9184108141879419,178.16,176.840185182,117.044274937,124.813457638,31.0,16768.095999585832,35213.0,20,0,2.0,2.0,4,1,2,4,25,2.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2607,3402,0.0,0.18751615404497285,0.20509175497544585,0.6073920909795812,178.16,179.448916542,126.53257719,129.471170213,82.0,7738.0,7738.0,70,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2608,3417,0.05726367720905647,0.09135758963967933,0.04167033741520571,0.8097083957360585,178.16,154.310943702,122.606448203,123.684607224,48.0,22702.0,22702.0,60,0,1.0,0.0,0,1,2,1,25,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2609,3420,0.0,0.1172224987555998,0.11653807864609259,0.7662394225983076,178.16,263.162407291,126.641393486,127.837790499,75.0,10714.666666666666,16072.0,30,0,0.0,0.0,5,5,4,3,25,1.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2610,3433,0.08353530457262885,0.0032046103301556525,0.17910809500727096,0.7341519900899445,179.19830359,145.893060381,126.024835363,130.670181205,61.0,24756.0,37134.0,71,0,0.0,0.0,5,5,2,3,25,2.0,0.0,1.3609399734,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2611,3435,0.0,0.02553191489361702,0.1792401215805471,0.7952279635258359,178.16,109.136183186,123.530362896,130.928657646,25.0,21933.333333333332,32900.0,10,1,2.0,0.0,1,1,0,3,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2612,3436,0.0,0.0071246819338422395,0.1280746395250212,0.8648006785411365,178.16,109.136183186,124.285801325,135.9669439,71.0,11790.0,11790.0,70,1,0.0,0.0,0,5,1,1,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2613,3439,0.0,0.08099203807083372,0.26503157316738357,0.6539763887617828,178.16,180.018482965,123.392717541,126.540723482,54.0,10927.0,10927.0,50,0,1.0,0.0,0,4,2,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2614,3449,0.0,0.027696091536117202,0.18767042720419183,0.784633481259691,178.16,119.931797332,125.956646724,121.643825554,64.0,12468.666666666666,18703.0,71,0,1.0,0.0,1,5,6,3,25,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2615,3451,0.07833094825638322,0.03780974617760036,0.20339685169842586,0.6804624538675905,135.04866892,120.50165626,126.648998334,124.397399413,57.0,13277.0,26554.0,50,0,3.0,1.0,1,4,6,4,25,3.0,0.0,1.02564102564,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2616,3458,0.15404304220643544,0.01984956122022566,0.2323443376514835,0.5937630589218554,194.204018086,109.136183186,125.981607464,119.195392804,23.0,19144.0,19144.0,20,1,0.0,0.0,0,3,1,1,25,0.0,2.0,1.47490241766,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2617,3470,0.08577033623796707,0.02057575619325699,0.009124503855102878,0.8845294037136731,139.998804348,109.136183186,121.325,141.471526718,36.0,21919.0,21919.0,10,1,1.0,0.0,0,4,1,1,25,1.0,0.0,1.063235339,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2618,3471,0.12896470004684615,0.03951610680922594,0.05957728237206867,0.7719419107718593,232.363150936,163.577514574,122.406443108,123.326843608,44.0,20160.556089627906,36289.0,50,0,2.0,1.0,1,1,2,4,25,0.0,2.0,1.76470588235,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2619,3483,0.0,0.03879127408539173,0.10972469795999208,0.8514840279546162,178.16,109.136183186,125.948942754,126.257634744,69.0,23562.0,35343.0,60,1,0.0,0.0,5,5,0,3,25,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2620,3484,0.0,0.0776627992056026,0.10389881885648583,0.8184383819379115,178.16,172.110100129,122.906710262,133.920754789,81.0,9567.0,9567.0,71,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2621,3491,0.0,0.009484763186880431,0.07128870395300453,0.919226532860115,178.16,109.136183186,126.383467811,126.148546132,31.0,21789.333333333332,32684.0,10,1,2.0,0.0,1,1,2,3,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2622,3496,0.12405018554514932,0.11026683159568829,0.08499734935500972,0.6806856335041527,209.126835843,144.821759506,122.90527027,125.219509346,50.0,7545.333333333333,11318.0,71,0,2.0,1.0,0,4,3,2,25,0.0,1.0,1.58823529412,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2623,3500,0.06872852233676977,0.08150497841219491,0.1472376420830029,0.7025288571680324,178.16,179.002720873,126.775344105,123.380346795,58.0,22698.0,22698.0,41,0,1.0,0.0,0,4,2,1,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2624,3512,0.11281431162641818,0.020663655439769533,0.006117295586300103,0.8604047373475122,184.644128368,131.286000192,124.06,122.344309689,44.0,28117.0,28117.0,41,0,1.0,0.0,0,1,2,1,25,1.0,0.0,1.40229885057,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2625,3515,0.08285506959561977,0.023418431294940298,0.2850451876772874,0.6086813114321525,171.191899851,129.476422926,125.704505901,128.412046711,53.0,23321.539316967424,30318.0,50,0,1.0,1.0,0,1,2,2,25,1.0,0.0,1.30013451556,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2626,3521,0.0,0.02656168476971968,0.23298392069439833,0.740454394535882,178.16,117.045890937,127.747349349,125.744659535,64.0,21083.0,21083.0,50,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2627,3523,0.23371374227294342,0.06466951973371374,0.12559438896814076,0.5760223490252021,184.390207348,118.089686784,126.391060104,125.764759055,52.0,16824.0,16824.0,50,0,1.0,0.0,0,1,6,1,25,1.0,0.0,1.40037042123,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2628,3524,0.07955978447781727,0.02674920707707593,0.18078642668806602,0.7129045817570407,175.694936691,190.793860404,128.062912703,124.121626286,33.0,20130.000738364026,26169.0,20,0,1.0,1.0,0,1,4,2,25,0.0,0.0,1.33433329264,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2629,3532,0.09437672040896579,0.02232372425058229,0.09383223932968329,0.7894673160107686,178.16,118.352715181,124.30398775,131.002246829,41.0,15742.381667290718,33059.0,43,0,2.0,2.0,1,1,4,4,25,1.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2630,354,0.014771182600815587,0.09666213562905905,0.13158133212505663,0.7569853496450687,178.16,149.522865939,124.138032599,124.471426177,53.0,11035.0,33105.0,60,0,2.0,3.0,6,1,2,4,25,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2631,3549,0.06693172392094048,0.08466577042990761,0.1413289093561397,0.7070735962930123,168.426955585,116.248748176,124.653333333,116.041810275,37.0,12486.071641207962,34961.0,60,0,2.0,1.0,1,1,1,5,25,2.0,1.0,1.27913586156,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2632,3557,0.07995273729814888,0.0291453328081922,0.16226860968885387,0.7286333202048051,107.948189198,129.952860974,124.329359223,117.282456216,42.0,12695.0,12695.0,20,0,1.0,0.0,0,1,2,1,25,0.0,0.0,0.819823641142,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2633,356,0.0,0.0021194423511680482,0.21217972871137905,0.7857008289374529,178.16,141.253435103,125.272883463,112.814729049,38.0,11795.555868031075,21232.0,42,0,1.0,1.0,6,1,2,4,25,0.0,1.0,,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2634,3568,0.0,0.039479917881770805,0.27206927409590986,0.6884508080223193,178.16,109.136183186,124.977978137,123.831406889,38.0,15830.83270427256,37994.0,31,1,2.0,3.0,1,1,0,4,25,2.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2635,3577,0.0,0.056174725867337766,0.2106327521121697,0.7331925220204926,178.16,161.182095993,122.670044805,118.721283481,51.0,14834.666666666666,22252.0,42,0,2.0,0.0,1,1,2,3,25,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2636,3585,0.06641948911584741,0.045947728771921846,0.19150194481723268,0.696130837294998,171.970346402,172.295055542,124.806203825,123.145987126,49.0,14654.333333333334,43963.0,12,0,2.0,2.0,1,1,4,5,25,2.0,1.0,1.30604650808,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2637,3604,0.0,0.10088722727526366,0.15931030634451201,0.7398024663802243,178.16,273.853757176,122.040458844,128.276009956,88.0,17921.0,17921.0,71,0,0.0,0.0,0,5,4,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2638,3613,0.0,0.011933711609474916,0.14135819147978024,0.8467080969107449,178.16,137.342499505,121.957464161,119.202272631,33.0,22206.0,22206.0,41,0,1.0,0.0,0,1,10,1,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2639,3618,0.0,0.009683263572187168,0.027956519022927468,0.9623602174048853,178.16,109.136183186,127.190055866,126.853829076,45.0,32014.0,32014.0,20,1,1.0,0.0,0,1,2,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2640,3637,0.0,0.03848849118645895,0.2625195407255674,0.6989919680879737,178.16,123.429427283,124.158753593,139.013216627,62.0,12367.333333333334,18551.0,70,0,0.0,0.0,5,5,2,3,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2641,3644,0.0,0.09502748467808175,0.2711189739053516,0.6338535414165666,178.16,140.627225206,124.209615474,124.388021332,64.0,10551.333333333334,15827.0,50,0,0.0,0.0,5,5,6,3,25,1.0,1.0,,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2642,3648,0.09759561732778736,0.07263873389469412,0.24911230597544892,0.5806533428020696,167.995887286,127.648091165,122.799835064,128.118039661,71.0,13142.666666666666,19714.0,71,0,0.0,0.0,5,5,6,3,25,1.0,0.0,1.27586206897,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2643,3664,0.0,0.047667862634546386,0.11368528959507945,0.8386468477703741,178.16,174.179676013,125.13666817,124.87361814,56.0,19510.0,19510.0,41,0,1.0,0.0,0,1,2,1,25,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2644,3674,0.0,0.12590751839399697,0.23958485601520246,0.6345076255908005,178.16,271.903702347,127.234571893,133.252974198,78.0,13682.0,20523.0,71,0,0.0,0.0,5,5,4,3,25,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2645,368,0.0,0.02828201206314392,0.3661943378257482,0.6055236501111079,178.16,115.030701641,126.677876901,118.287068916,32.0,18237.368649901447,34651.0,50,0,0.0,3.0,0,6,1,2,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2646,3683,0.17256376234704407,0.07242370632463511,0.23628925254312252,0.5187232787851983,198.058596651,174.694580678,127.963781001,116.399284496,49.0,13566.0,27132.0,60,0,3.0,1.0,1,1,2,4,25,0.0,2.0,1.50417641158,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2647,3688,0.08524590163934426,0.09011709601873537,0.01423887587822014,0.8103981264637002,178.16,258.362523366,124.862631579,122.090323084,52.0,10675.0,21350.0,60,0,3.0,1.0,1,1,4,4,25,3.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2648,3715,0.0,0.047331786542923436,0.0154292343387471,0.9372389791183294,178.16,109.136183186,124.06,127.144378017,61.0,8620.0,8620.0,70,1,0.0,0.0,0,5,1,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2649,3731,0.0,0.04005177248867477,0.10300568059250736,0.8569425469188179,178.16,113.788179843,125.19469808,116.197444095,53.0,18542.666666666668,27814.0,33,0,2.0,1.0,0,1,1,2,25,1.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2650,3734,0.050571135551861934,0.02864518866923648,0.08298263606464618,0.8378010397142553,178.16,182.539175249,126.353108886,119.370589688,33.0,56554.0,56554.0,10,0,1.0,0.0,0,1,2,1,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2651,3754,0.0,0.005118110236220472,0.12003937007874016,0.8748425196850393,178.16,109.136183186,121.052843555,122.608392962,36.0,33866.666666666664,50800.0,10,1,2.0,0.0,1,1,2,3,25,0.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2652,3756,0.09809911744738628,0.14188730482009504,0.2350456362676322,0.5249679414648865,171.037379568,109.11,125.833329589,122.895262591,58.0,26514.0,26514.0,41,1,1.0,0.0,0,1,2,1,25,1.0,0.0,1.29896099536,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2653,3762,0.12167678980384347,0.05725380862292144,0.27850243951010656,0.5425669620631286,178.16,118.885068026,125.555645334,114.351020371,64.0,13390.666666666666,20086.0,70,0,0.0,1.0,0,5,6,2,25,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2654,377,0.11230287001665197,0.03673229503379371,0.10368302478205504,0.7472818101674993,193.558498033,109.136183186,123.682631082,116.032808363,32.0,13612.0,20418.0,50,1,2.0,0.0,1,1,0,3,25,1.0,0.0,1.46999994914,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2655,3772,0.039536893036115434,0.030827717297390703,0.2401244167962675,0.6895109728702263,178.16,126.565524921,126.426961716,127.998721367,38.0,9645.0,28935.0,50,0,2.0,5.0,4,4,0,4,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2656,3779,0.12733394551576369,0.16908478726660545,0.06072849709213345,0.6428527701254974,178.16,110.602037943,125.781774194,147.930826588,45.0,16335.0,16335.0,71,0,1.0,0.0,0,1,1,1,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2657,3782,0.20728516804185954,0.0734554236264842,0.060642651103508416,0.6586167572281478,176.295103203,113.548356164,123.640553097,128.00507639,81.0,9938.0,14907.0,70,0,0.0,0.0,5,5,6,3,25,1.0,0.0,1.33889131904,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2658,3784,0.0,0.17171344165435745,0.01800221565731167,0.8102843426883308,178.16,136.932547642,124.06,129.446503361,71.0,10832.0,10832.0,70,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2659,3786,0.0,0.08077544426494346,0.18892951279653092,0.7302950429385257,178.16,168.093735164,125.942313231,121.640011643,81.0,11761.0,11761.0,71,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2660,3787,0.0,0.06861350514601289,0.16149276211195715,0.76989373274203,178.16,172.501724744,126.879290155,131.79413216,67.0,11951.0,11951.0,71,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2661,3790,0.0,0.02111276701440636,0.2315946348733234,0.7472925981122702,178.16,117.604223248,124.538644359,134.119273084,36.0,16774.999333421416,40260.0,31,0,2.0,3.0,1,1,1,4,25,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2662,3794,0.0,0.13021408077687044,0.08165967777532554,0.788126241447804,178.16,110.449999049,124.268745946,125.998286754,60.0,22655.0,22655.0,43,0,1.0,0.0,0,1,2,1,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2663,381,0.0,0.06604671280276816,0.22430795847750865,0.7096453287197232,178.16,144.559515126,126.651550328,121.796238191,51.0,15413.333333333334,23120.0,50,0,2.0,0.0,1,1,2,3,25,3.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2664,3817,0.0,0.08785955012148287,0.2645191629438044,0.6476212869347128,178.16,253.067957483,126.261245926,120.407152366,68.0,10207.2,25518.0,71,0,2.0,2.0,5,5,4,4,25,3.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2665,3833,0.0,0.06896135993730786,0.18545421664958708,0.745584423413105,178.16,234.055718779,126.800013002,121.835280754,65.0,22118.666666666668,33178.0,71,0,0.0,0.0,5,5,4,3,25,1.0,0.0,,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2666,3839,0.005544005544005544,0.02702702702702703,0.22144037528652913,0.7459885921424383,178.16,169.811205954,125.554873616,122.00085358,54.0,11369.091073369851,37518.0,31,0,1.0,4.0,5,1,2,4,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2667,3842,0.0,0.06582278481012659,0.26344303797468355,0.6707341772151899,178.16,109.136183186,125.225942725,135.693967691,74.0,13166.666666666666,19750.0,70,1,0.0,0.0,5,5,0,3,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2668,3846,0.0,0.0754023877422785,0.12765237565856252,0.796945236599159,178.16,178.73400342,123.415153351,124.217039059,83.0,20689.0,20689.0,50,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2669,3862,0.0,0.02764533835490204,0.09209102928803237,0.8802636323570656,178.16,109.11,125.443421797,129.985672151,28.0,33278.666666666664,49918.0,10,1,2.0,0.0,1,1,2,3,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2670,3863,0.0,0.0572976814426579,0.1784667318113174,0.7642355867460247,178.16,166.381610667,125.288218019,124.958832384,50.0,15009.333333333334,22514.0,71,0,2.0,0.0,1,1,2,3,25,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2671,3873,0.0,0.08123992795525642,0.2027680348848232,0.7159920371599203,178.16,132.546568168,123.478059841,123.578672051,51.0,14065.333333333334,21098.0,50,0,2.0,0.0,1,1,6,3,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2672,3877,0.0,0.20848735768150228,0.25314209670264676,0.538370545615851,178.16,118.784127317,128.193130841,128.181922549,87.0,6763.0,6763.0,71,0,0.0,0.0,0,5,0,1,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2673,3884,0.0,0.012609792155839638,0.2659579093834247,0.7214322984607358,178.16,109.136183186,125.411473882,125.643194407,27.0,30664.0,45996.0,10,1,2.0,0.0,1,1,99,3,25,0.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2674,3898,0.0846369509568892,0.05688513266425582,0.11129169883385479,0.7471862175450003,178.16,109.136183186,125.213581599,119.942977867,38.0,15381.874770792205,24611.0,50,1,1.0,2.0,0,1,0,2,25,1.0,0.0,,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2675,3903,0.0,0.07945796119494919,0.0335914470500242,0.8869505917550267,178.16,176.124498058,125.614636542,123.10531164,60.0,30305.333333333332,45458.0,20,0,2.0,0.0,1,1,2,3,25,1.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2676,3915,0.05336479815771173,0.030187990925362243,0.05248697515874916,0.8639602357581768,179.111954534,250.214409113,125.124743701,127.130848068,68.0,58478.0,87717.0,50,0,0.0,0.0,5,5,4,3,25,2.0,0.0,1.36028418659,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2677,3917,0.0,0.10685714285714286,0.23474285714285714,0.6584,178.16,181.573211671,128.060632911,123.130612741,64.0,8750.0,8750.0,70,0,0.0,0.0,0,5,2,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2678,3925,0.0,0.04436229205175601,0.10964879852125693,0.845988909426987,178.16,166.582003062,125.324066082,129.198265163,47.0,10820.0,27050.0,31,0,2.0,2.0,4,1,2,4,25,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2679,3929,0.0,0.004901159941186081,0.009148831890214017,0.9859500081685999,178.16,109.136183186,125.421607143,127.362808616,20.0,12242.0,12242.0,31,1,0.0,0.0,0,3,1,1,25,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2680,3942,0.0,0.04203180141956461,0.28070105872556406,0.6772671398548713,178.16,234.602171965,125.032765927,125.548362412,73.0,16812.666666666668,25219.0,70,0,0.0,0.0,5,5,4,3,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2681,3955,0.0,0.019579554822753503,0.27737702665567465,0.7030434185215718,178.16,109.136183186,124.732537461,127.601712024,76.0,19408.0,29112.0,50,1,0.0,0.0,5,5,10,3,25,0.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2682,3956,0.0,0.06908679814093707,0.07327387681614538,0.8576393250429175,178.16,115.175896353,124.856514286,119.016483913,40.0,15922.0,23883.0,43,0,2.0,0.0,1,1,0,3,25,2.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2683,3986,0.0,0.1959355828220859,0.019609991235758108,0.784454425942156,178.16,260.85963603,125.337932961,122.717861183,49.0,10142.222490899363,18256.0,71,0,1.0,1.0,6,1,4,4,25,2.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2684,4,0.1379874436289681,0.05973118754973915,0.11384737819435847,0.6884339906269343,144.996736482,215.035440293,125.64808932,130.580559052,47.0,14592.258513427812,45236.0,71,0,3.0,4.0,6,1,4,4,25,1.0,1.0,1.10119264935,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2685,4004,0.0,0.1495454784299301,0.07792548999001629,0.7725290315800536,178.16,195.44955315,126.875940661,126.272459529,59.0,19031.0,19031.0,50,0,1.0,0.0,0,1,4,1,25,0.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2686,4010,0.0,0.010824184320395856,0.20805628575846605,0.7811195299211381,178.16,143.839247535,123.440794005,112.756659408,37.0,16167.499357561295,38802.0,71,0,1.0,3.0,6,1,99,4,25,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2687,4024,0.0,0.05190167746221558,0.24962630792227206,0.6984720146155123,178.16,171.177668652,125.363350798,122.691940019,49.0,19267.2,48168.0,42,0,2.0,2.0,1,1,2,4,25,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2688,4027,0.19799584171239648,0.10743379119942738,0.22587681925082653,0.4686935478373496,172.338954626,240.62976779,124.283211106,123.834751654,51.0,11735.6,29339.0,50,0,3.0,2.0,1,1,4,4,25,2.0,0.0,1.3088459412,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2689,4028,0.1648313663522789,0.029381265122709988,0.13628956594736064,0.6694978025776505,196.590023936,113.899348881,126.186144928,134.018991739,45.0,20251.0,20251.0,43,0,1.0,0.0,0,1,1,1,25,0.0,1.0,1.49302318484,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2690,4031,0.0,0.08347206326084694,0.20705441681406722,0.7094735199250859,178.16,164.634977403,128.746459799,125.574312007,75.0,25629.333333333332,38444.0,60,0,0.0,0.0,5,5,2,3,25,1.0,1.0,,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2691,4033,0.09632224168126094,0.09430149535228344,0.09625488347029502,0.7131213794961606,195.729320834,109.136183186,127.55679846,118.476820629,23.0,16495.555992538557,29692.0,60,1,2.0,1.0,1,1,8,4,25,0.0,1.0,1.48648648649,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2692,4042,0.0,0.029691211401425176,0.19208467234874949,0.7782241162498253,178.16,109.11,127.054891799,133.325843171,44.0,22021.53926928371,28628.0,20,1,1.0,1.0,0,1,2,2,25,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2693,4052,0.0,0.020045451896742613,0.10102849484295787,0.8789260532602995,178.16,113.800773049,125.226865177,114.384486931,50.0,34322.0,68644.0,41,0,1.0,1.0,6,1,2,4,25,1.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2694,4055,0.0,0.06615564072654558,0.2446675554074321,0.6891768038660223,178.16,121.458509061,127.191425166,124.515465151,58.0,16002.666666666666,24004.0,71,0,2.0,0.0,1,1,6,3,25,2.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2695,4060,0.07605118829981719,0.13016453382084095,0.1746983546617916,0.6190859232175503,178.16,233.662351825,124.50801172,120.522877392,65.0,13675.0,13675.0,71,0,0.0,0.0,0,5,4,1,25,0.0,1.0,,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2696,4069,0.08921388150269312,0.05795322833571964,0.1223494920569987,0.7304833981045885,167.232658582,116.463776366,123.812112009,131.257465466,47.0,14667.0,29334.0,50,0,1.0,1.0,5,1,0,4,25,2.0,0.0,1.27006564996,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2697,4071,0.023282318463041355,0.032155649625529144,0.10479756865299034,0.8397644632584391,178.16,109.136183186,126.497796479,129.71818173,54.0,24568.0,36852.0,60,1,2.0,1.0,0,1,1,2,25,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2698,4090,0.0,0.06748776784207862,0.28589505652100555,0.6466171756369158,178.16,109.11,127.953107111,121.609997391,51.0,11854.0,11854.0,50,1,1.0,0.0,0,1,2,1,25,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
