,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,agepr,depenses_par_uc,depenses_tot,dip14pr,elect_only,nactifs,nenfants,situacj,situapr,sourcp,typmen,vag,veh_diesel,veh_essence,prix_carbu_consommateur,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28
0,1,0.025654941042972026,0.061769204203463414,0.16695446247964874,0.7456213922739159,154.908767291,170.032558942,123.608794326,130.395910144,40.0,11260.555853858414,20269.0,50,0,1.0,1.0,1,7,2,4,24,1.0,0.0,1.17647058824,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10006,0.1118823299027394,0.045954002480471726,0.3475271437585674,0.49463652385822143,194.606008141,121.329421411,126.716212747,125.89186557,38.0,13926.969898208992,45959.0,41,0,2.0,2.0,1,1,6,5,24,2.0,1.0,1.47795537255,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,10016,0.0,0.047702560505085936,0.08172571027709576,0.8705717292178183,168.16,122.019177462,126.573476395,127.185672844,77.0,8553.0,8553.0,71,0,0.0,0.0,0,5,2,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,10028,0.0470966015520471,0.042755626914042756,0.3001219040823001,0.61002586745161,168.16,112.934781773,126.010646919,124.528115222,49.0,13453.2,33633.0,71,0,3.0,2.0,1,1,1,4,24,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,10032,0.054252712635631785,0.0636493363129695,0.1861554616192348,0.695942489432164,182.225268666,175.950209666,126.184181371,121.121568013,48.0,13264.643083038383,37141.0,71,0,2.0,3.0,1,1,4,4,24,1.0,2.0,1.38392857143,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,10037,0.0,0.14094047153836134,0.06161260909209326,0.7974469193695454,168.16,167.736960494,123.88,121.270264619,41.0,3838.5,7677.0,50,0,3.0,1.0,4,1,2,4,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,10038,0.0,0.09757771893694224,0.19741100323624594,0.7050112778268118,168.16,108.038435503,123.88914307,121.543759911,68.0,13596.0,20394.0,31,0,0.0,0.0,6,5,0,3,24,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,10055,0.05534291920968242,0.03051618909692769,0.16509775524981898,0.7490431364435709,159.375302233,109.157850308,125.590501253,115.542586199,52.0,23200.8,58002.0,50,0,4.0,2.0,1,1,1,4,24,3.0,0.0,1.21039214789,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,10096,0.0,0.13442092490225158,0.06557008673767471,0.8000089883600737,168.16,233.194543785,124.10747087,137.066129993,69.0,14834.0,22251.0,50,0,0.0,0.0,5,5,4,3,24,0.0,2.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9,10100,0.0,0.10057326762546515,0.0065372623956552346,0.8928894699788796,168.16,220.934614505,127.23,118.711236765,41.0,9943.0,9943.0,20,0,1.0,0.0,0,1,4,1,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10,1011,0.08458646616541353,0.02927993059572007,0.3032460960092539,0.5828875072296125,168.16,105.795381684,126.803965908,136.607391008,28.0,18442.666666666668,27664.0,31,1,2.0,0.0,1,1,1,3,24,2.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,10126,0.11049023104664527,0.023619862877977252,0.28823366226766534,0.5776562438077121,191.871706088,112.785480049,124.462715523,121.54342275,36.0,12015.714831384697,25233.0,50,0,2.0,2.0,1,1,6,4,24,1.0,2.0,1.45718943398,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12,10128,0.0830405621207282,0.06840200149047163,0.20504631108272117,0.643511125306079,158.006942637,123.4646458,124.428530633,120.768541649,29.0,12524.0,18786.0,50,0,2.0,0.0,1,1,6,3,24,1.0,1.0,1.2,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,10132,0.0,0.019526298548701807,0.10982296725677582,0.8706507341945224,168.16,109.224923414,123.949878096,122.015945592,47.0,46808.666666666664,70213.0,10,0,2.0,0.0,1,1,0,3,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,10133,0.07090851535295979,0.0487009034017581,0.16163829839043514,0.7187522828548469,168.16,188.037690842,123.73103947,127.497536674,47.0,27378.0,41067.0,20,0,2.0,0.0,1,1,4,3,24,2.0,0.0,,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15,10144,0.13614085177254343,0.07518439210088032,0.11334760885082085,0.6753271472757554,159.579234892,175.004057115,123.679916037,124.659081877,74.0,14010.0,21015.0,50,0,0.0,0.0,5,5,2,3,24,1.0,0.0,1.21194093548,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,10178,0.10475221501547331,0.04620797829496799,0.10822841154775531,0.7408113951418034,183.938788354,151.101564002,126.577540149,127.557569099,38.0,15726.0,23589.0,50,0,1.0,1.0,0,1,2,2,24,0.0,1.0,1.39694207319,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,1019,0.07907943427789324,0.006843412581740762,0.18264307801490343,0.7314340751254625,168.16,180.19,127.337601998,119.351287685,79.0,13151.333333333334,19727.0,71,0,0.0,0.0,5,5,6,3,24,0.0,2.0,,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18,10201,0.0,0.0652442540571711,0.2803361067633248,0.6544196391795041,168.16,105.77,126.060755216,127.236560926,90.0,24278.0,24278.0,41,1,0.0,0.0,0,5,1,1,24,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19,10202,0.09265452029520295,0.019603321033210334,0.08651406826568266,0.801228090405904,162.747148907,105.795381684,123.909003665,132.625870903,29.0,23125.333333333332,34688.0,12,1,2.0,0.0,1,1,0,3,24,1.0,0.0,1.23599998474,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20,10209,0.031775777080702325,0.13973194280360127,0.25852446327453454,0.5699678168411618,167.097024869,173.361221633,126.830196974,123.503655922,56.0,8766.785863583187,24547.0,60,0,3.0,1.0,6,1,2,5,24,1.0,1.0,1.26903556576,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21,10217,0.12091764134244959,0.040676083712213235,0.3370353659806337,0.5013709089647035,187.703282919,158.601106222,127.326749047,120.769942545,51.0,19208.666666666668,28813.0,20,0,2.0,0.0,1,1,6,3,24,0.0,2.0,1.42553191489,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,10220,0.0,0.029991567720321795,0.1760295357688188,0.7939788965108594,168.16,148.413784081,126.238761005,126.123914291,38.0,29252.666666666668,43879.0,12,0,2.0,0.0,1,1,2,3,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,10233,0.04731789435370126,0.03430547340643341,0.3349560944537968,0.5834205377860685,168.16,117.019675323,127.328484108,134.537479529,73.0,10989.5,21979.0,70,0,1.0,1.0,5,5,6,4,24,2.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24,10235,0.10658879904162923,0.06019766397124888,0.1977538185085355,0.6354597184785864,171.610422216,160.860965848,125.617935787,124.315654633,42.0,11925.000203081543,33390.0,50,0,2.0,3.0,1,1,2,4,24,1.0,1.0,1.30331302678,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25,10263,0.0,0.052963260927862695,0.278828104049343,0.6682086350227943,168.16,105.77,125.897569127,129.957215812,79.0,9944.0,14916.0,70,1,0.0,0.0,5,5,2,3,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26,10267,0.11811023622047244,0.04099788007268322,0.013552392489400364,0.827339491217444,168.16,170.529704808,123.795418994,128.918166095,47.0,17610.666666666668,26416.0,50,0,2.0,0.0,1,4,2,3,24,0.0,2.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27,10268,0.05927263235741941,0.04145821551311611,0.1780136598947231,0.7212554922347414,168.16,152.983565447,122.137159091,123.388520462,45.0,19988.696066580567,45974.0,30,0,2.0,2.0,1,1,2,4,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,10284,0.0,0.015356560130530762,0.06827270691365134,0.916370732955818,168.16,105.795381684,123.845351453,127.240820445,22.0,15628.5,31257.0,41,1,1.0,0.0,0,3,4,5,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
29,10288,0.0,0.11368735976065819,0.03315881326352531,0.8531538269758165,168.16,105.77,120.785263158,133.858012858,56.0,8022.0,8022.0,71,1,1.0,0.0,0,1,2,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30,10289,0.07613841573527258,0.04587827614817707,0.16394162721460295,0.7140416809019474,168.16,123.033164698,125.679895802,129.265538619,47.0,11382.77807931842,20489.0,60,0,1.0,2.0,0,1,2,2,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
31,10305,0.0,0.060000722465050754,0.15099519560741248,0.7890040819275368,168.16,116.14212339,122.139124402,123.426116198,50.0,18455.333333333332,27683.0,50,0,2.0,0.0,1,1,1,3,24,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
32,10325,0.0,0.05885852899446199,0.20138221428898348,0.7397592567165545,168.16,114.808332368,124.4903,128.943482646,46.0,10924.5,21849.0,50,0,3.0,1.0,1,1,1,4,24,3.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33,10351,0.0,0.01943083613144713,0.21324379369185886,0.767325370176694,168.16,105.795381684,124.802005679,120.080700861,30.0,12111.333333333334,18167.0,71,1,2.0,0.0,1,1,99,3,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
34,10364,0.0,0.18925570737503183,0.30527030467622845,0.5054739879487397,168.16,124.18643207,122.375454545,128.046506044,76.0,7855.333333333333,11783.0,71,0,0.0,0.0,5,5,6,3,24,0.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35,10366,0.0,0.017964071856287425,0.014970059880239521,0.9670658682634731,168.16,105.795381684,121.73184,130.706759133,26.0,16700.0,16700.0,20,1,1.0,0.0,0,1,0,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36,10367,0.0382083235363273,0.04584998824359276,0.18316482482953209,0.7327768633905478,168.16,105.795381684,125.189022786,122.623116878,39.0,16201.905497682912,34024.0,50,1,2.0,2.0,1,1,0,4,24,2.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
37,10368,0.0,0.06299828950801611,0.3033079175484881,0.6336937929434958,168.16,228.799295519,126.049366278,121.64426297,70.0,22995.333333333332,34493.0,70,0,0.0,0.0,5,5,4,3,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
38,10377,0.0,0.08247195953375852,0.15493732131075436,0.7625907191554872,168.16,164.585546835,122.065400994,126.166232877,73.0,18188.0,18188.0,70,0,0.0,0.0,0,5,2,1,24,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39,1038,0.15946727416104442,0.03338298431613073,0.16378983031046468,0.6433599112123601,168.16,123.647034224,125.352294936,118.765270111,54.0,22826.0,34239.0,71,0,2.0,0.0,1,1,6,3,24,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,10388,0.0,0.07514944491887275,0.4762311414745232,0.44861941360660407,168.16,112.558528804,125.31745009,123.476720812,72.0,17565.0,17565.0,71,0,0.0,0.0,0,5,0,1,24,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41,10389,0.0,0.08796895213454076,0.1603247535352634,0.7517062943301959,168.16,141.492688054,127.255776294,121.321762507,56.0,14944.666666666666,22417.0,50,0,2.0,0.0,1,1,6,3,24,1.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,10390,0.09076123261014783,0.05489239348261741,0.22128314600214924,0.6330632279050855,168.16,185.115445777,124.650245439,124.498115796,63.0,22954.0,34431.0,31,0,1.0,0.0,1,5,2,3,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
43,10398,0.12708537782139354,0.07998037291462218,0.1999732357926666,0.5929610134713177,186.286584278,130.711791299,124.614601829,138.049046867,56.0,14945.333333333334,22418.0,50,0,1.0,1.0,0,1,6,2,24,0.0,2.0,1.41477265114,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44,10407,0.0,0.039513386656449066,0.2121749125915992,0.7483117007519517,168.16,169.930107304,124.152765237,118.104007937,39.0,23198.889503449587,41758.0,20,0,2.0,1.0,4,1,2,4,24,0.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
45,10409,0.0,0.16607041988326116,0.03737525889662964,0.7965543212201092,168.16,237.608213313,123.88,129.795142418,81.0,7081.333333333333,10622.0,70,0,0.0,0.0,5,5,4,3,24,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46,10412,0.0,0.024991909094178144,0.050667050235535256,0.9243410406702866,168.16,112.988125676,123.42661462,120.923303248,44.0,27809.0,27809.0,20,0,1.0,0.0,0,1,0,1,24,0.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47,10420,0.11368715769825871,0.0314365007245131,0.24436967360070733,0.6105066679765209,186.034369069,158.155372522,125.565068342,123.852975702,43.0,17703.043845281267,40717.0,42,0,2.0,2.0,1,1,2,4,24,2.0,0.0,1.41285717677,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48,10434,0.0,0.04488106517728021,0.07133595970677704,0.8837829751159427,168.16,169.484727264,122.771838518,119.699422203,32.0,19098.096105398272,40106.0,12,0,2.0,2.0,1,1,2,4,24,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
49,10436,0.0,0.049323864189123455,0.19525245646463663,0.7554236793462399,168.16,160.063226439,124.013886398,124.544401803,55.0,13705.333333333334,20558.0,50,0,1.0,0.0,5,1,2,3,24,0.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
50,1044,0.0,0.04374251364180826,0.07577303580142851,0.8804844505567633,168.16,133.735897889,124.339230094,117.756723182,71.0,30054.666666666668,45082.0,12,0,0.0,0.0,5,5,2,3,24,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
51,10442,0.047874789013349704,0.029461408623599816,0.30360595365965937,0.6190578487033911,189.547678857,118.723718945,123.97058223,117.527987805,45.0,16292.5,32585.0,71,0,1.0,1.0,7,7,2,4,24,2.0,1.0,1.43953936981,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
52,1046,0.0,0.03415061295971979,0.0409369527145359,0.9249124343257443,168.16,105.795381684,123.88,126.940648521,74.0,9136.0,9136.0,70,1,0.0,0.0,0,5,2,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53,10465,0.0,0.05244852531997774,0.3613893526247449,0.5861621220552773,168.16,160.433282786,124.372630566,118.180661392,53.0,14376.0,21564.0,60,0,1.0,0.0,5,1,4,3,24,1.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
54,10489,0.0,0.028585721432144644,0.08463755687367493,0.8867767216941804,168.16,171.934317479,124.650211089,119.68025681,37.0,41979.0,41979.0,10,0,1.0,0.0,0,1,2,1,24,0.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
55,10490,0.0,0.12577410510573844,0.1131200030676611,0.7611058918266005,168.16,181.532172931,124.981171186,125.908876489,46.0,26078.5,52157.0,12,0,2.0,1.0,1,1,2,4,24,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
56,10495,0.018249883013570427,0.04270004679457183,0.044396350023397285,0.8946537201684605,168.16,105.795381684,122.218339921,131.725741746,39.0,17096.0,17096.0,10,1,1.0,0.0,0,1,0,1,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
57,10499,0.07812282411920346,0.043030218632502434,0.12042890962261524,0.7584180476256789,151.115150618,110.273475263,124.167823774,130.031210018,43.0,35905.0,35905.0,20,0,1.0,0.0,0,1,0,1,24,1.0,0.0,1.14765957569,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
58,10517,0.0,0.2769172648281073,0.04231205137891953,0.6807706837929732,168.16,246.323497767,123.359732143,126.956789123,83.0,13235.0,13235.0,70,0,0.0,0.0,0,5,4,1,24,0.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,1053,0.0,0.05748076003304491,0.13826688116874647,0.8042523587982087,168.16,161.828368137,125.005666667,136.655141374,38.0,14374.374785805125,22999.0,41,0,1.0,2.0,0,1,2,2,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60,10532,0.0,0.04912570400731283,0.13997582048182114,0.810898475510866,168.16,148.988156081,122.922671161,125.977963273,37.0,14130.416105174378,33913.0,41,0,1.0,3.0,6,1,2,4,24,1.0,1.0,,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
61,10542,0.06710712600283153,0.06606890042472864,0.34717634104137174,0.5196476325310682,168.16,175.503720363,125.947785229,123.575030575,61.0,21190.0,31785.0,50,0,1.0,0.0,5,1,2,3,24,1.0,1.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
62,10546,0.0,0.058735047632691065,0.11797149201346609,0.8232934603538429,168.16,226.149980452,127.317000607,117.217021054,86.0,13961.0,13961.0,70,0,0.0,0.0,0,5,4,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
63,10548,0.14464741475724816,0.008086949040750194,0.05970577270511313,0.7875598634968886,161.673770419,105.795381684,122.401037464,122.837516295,25.0,23247.333333333332,34871.0,43,1,2.0,0.0,1,1,99,3,24,2.0,0.0,1.22784810127,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
64,10549,0.0,0.04930737713802597,0.22091309154761646,0.7297795313143576,168.16,105.770836943,125.514040528,127.829309203,58.0,46129.0,92258.0,12,1,2.0,1.0,1,1,0,4,24,0.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
65,1056,0.0,0.009032879682042635,0.11489822955558232,0.876068890762375,168.16,140.351373543,125.732735849,126.658185318,22.0,11070.666666666666,16606.0,41,0,2.0,0.0,1,1,2,3,24,2.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
66,10560,0.0,0.019585313626155534,0.2184676450618896,0.7619470413119549,168.16,105.784890588,126.335118336,118.500838988,37.0,14728.462078698309,19147.0,30,1,0.0,1.0,0,7,99,2,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
67,10562,0.0,0.03607238933724627,0.10051357300073367,0.8634140376620201,168.16,117.143713292,124.887871046,128.560482226,77.0,10904.0,16356.0,50,0,0.0,0.0,5,5,6,3,24,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68,10571,0.0,0.05122391730392345,0.007800791607424202,0.9409752910886523,168.16,105.795381684,123.88,118.24298975,31.0,12391.905324659136,26023.0,31,1,2.0,2.0,1,1,9,4,24,1.0,1.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69,10575,0.02972506847925332,0.0880972912650908,0.25598559399411586,0.62619204626154,186.191798695,176.513679523,126.129449123,126.049485611,61.0,52570.666666666664,78856.0,12,0,0.0,0.0,5,5,2,3,24,1.0,1.0,1.41405279228,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
70,10581,0.2049934296977661,0.015643576747387523,0.16550904198736,0.6138539515674863,168.16,105.795381684,120.663773157,129.058033639,25.0,10654.0,15981.0,50,1,2.0,0.0,1,1,10,3,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71,10607,0.0,0.04773337906591208,0.40930657977476703,0.5429600411593208,168.16,121.768344611,124.870192737,127.470935987,79.0,17493.0,17493.0,71,0,0.0,0.0,0,5,6,1,24,0.0,1.0,,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
72,10614,0.0,0.06827492034592626,0.04716659080564406,0.8845584888484297,168.16,105.795381684,123.88,122.741920628,55.0,11717.333333333334,17576.0,50,1,2.0,0.0,1,1,1,3,24,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
73,10624,0.05160209054623239,0.03585683727699738,0.2969325423953073,0.615608529781463,155.233445982,204.184138336,127.007741552,128.253325691,52.0,19716.087365276657,45347.0,41,0,2.0,2.0,1,1,4,4,24,2.0,0.0,1.17893639399,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
74,10626,0.044291937407218124,0.013871650726436447,0.06646224234017181,0.8753741695261736,168.16,105.77,124.651709996,129.891033639,25.0,27394.0,41091.0,20,1,2.0,0.0,1,1,4,3,24,0.0,1.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
75,10632,0.07960387057756274,0.028462352585424858,0.22323858482007863,0.6686951920169337,186.328936325,114.785966368,127.125252286,124.894395455,58.0,17637.333333333332,26456.0,70,0,1.0,0.0,1,5,0,3,24,0.0,2.0,1.41509429813,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,10634,0.005311542390194076,0.018658495062989444,0.1658835546475996,0.8101464078992169,168.16,109.596566562,123.397643678,133.291388165,54.0,29370.0,29370.0,41,0,1.0,0.0,0,1,4,1,24,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
77,10658,0.0,0.07306702472865614,0.1822759315206445,0.7446570437506993,168.16,218.623169197,124.43373849,124.441716754,59.0,11916.0,17874.0,50,0,0.0,0.0,6,5,4,3,24,2.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
78,10677,0.0,0.06879587063472861,0.025163319622550206,0.9060408097427212,168.16,171.339868271,122.899326923,133.268869503,43.0,12399.0,24798.0,60,0,1.0,2.0,0,1,2,2,24,0.0,2.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
79,10679,0.16641664166416642,0.04780478047804781,0.15484881821515484,0.630929759642631,168.16,107.559270821,124.841078579,126.009375991,42.0,14284.286362978906,29997.0,50,0,2.0,2.0,1,1,9,4,24,1.0,2.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80,10685,0.043202316000445384,0.021397023345581412,0.17583416842964777,0.7595664922243254,163.522215531,124.533807098,124.735307652,127.743647935,40.0,25660.00116529924,53886.0,12,0,2.0,2.0,1,1,0,4,24,1.0,1.0,1.24188630805,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
81,10688,0.0711656852248394,0.07608404710920771,0.07049652034261242,0.7822537473233405,131.672452197,177.22775913,122.253991457,131.465506843,53.0,14944.0,29888.0,20,0,1.0,2.0,0,1,2,2,24,0.0,1.0,1.0,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
82,10693,0.12573749879098559,0.009323919141116162,0.17367250217622593,0.6912660798916723,169.680995099,105.795381684,125.658591,130.676574227,34.0,24616.667784584944,51695.0,60,1,2.0,2.0,1,1,4,4,24,2.0,0.0,1.28865979381,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
83,10699,0.0,0.026373407643312103,0.17043192675159236,0.8031946656050956,168.16,105.795381684,124.678922628,128.991533362,48.0,10048.0,20096.0,50,1,3.0,1.0,1,1,99,4,24,0.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
84,10701,0.05379124857763525,0.047584566049446574,0.13447812144408813,0.76414606392883,168.16,182.478205794,125.547267692,119.311769054,25.0,23016.66771192404,48335.0,50,0,2.0,2.0,1,1,2,4,24,2.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
85,10708,0.0,0.09406571016215298,0.1496731471262416,0.7562611427116054,168.16,233.049823437,127.600680658,127.104136731,78.0,11779.0,11779.0,70,0,0.0,0.0,0,5,4,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
86,10724,0.0,0.05421846072467601,0.11227188574451204,0.833509653530812,168.16,123.45359843,120.590341578,137.047723306,46.0,7562.0,7562.0,71,0,0.0,0.0,0,7,2,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
87,10727,0.0,0.042304539805927924,0.08043150630602046,0.8772639538880516,168.16,105.77,126.823464826,131.848135266,66.0,25214.0,37821.0,70,1,0.0,0.0,5,5,2,3,24,1.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
88,10732,0.0,0.0800149560665545,0.09805571134791549,0.82192933258553,168.16,171.625257031,121.570028599,114.196276584,32.0,10698.0,10698.0,71,0,1.0,0.0,0,1,2,1,24,0.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
89,10733,0.0,0.021805921857581772,0.12849724027298187,0.8496968378694364,168.16,105.795381684,124.274646636,136.781719945,55.0,24519.333333333332,36779.0,60,1,1.0,1.0,0,1,0,2,24,1.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
90,10734,0.07860387406672584,0.026314415496266903,0.009528533389025219,0.8855531770479821,245.972626952,111.552108101,125.256712329,127.473924592,32.0,18240.95320932993,38306.0,50,0,2.0,2.0,1,1,0,4,24,2.0,0.0,1.86806444968,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91,10735,0.0,0.08557327258921792,0.15770690964312833,0.7567198177676537,168.16,203.873166518,124.040722195,128.200586996,64.0,13170.0,13170.0,71,0,0.0,0.0,0,5,4,1,24,1.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
92,10760,0.05550704193815633,0.011061104767022682,0.14247329885134682,0.7909585544434742,168.16,105.77,124.016635235,126.197745648,52.0,35728.8,89322.0,33,1,2.0,2.0,7,1,1,4,24,2.0,0.0,,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
93,10762,0.0,0.12889131622064445,0.142863644638631,0.7282450391407246,168.16,179.407643558,126.922676011,125.390756828,76.0,21972.0,21972.0,10,0,0.0,0.0,0,5,2,1,24,0.0,0.0,,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94,10765,0.09991833597540471,0.031176442330787337,0.14867656242494115,0.7202286592688668,156.427038144,107.927478627,122.808067851,128.135115721,58.0,13878.0,20817.0,70,0,1.0,0.0,5,1,6,3,24,2.0,0.0,1.18800125261,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
95,1077,0.0,0.05666278731451847,0.22690573174279896,0.7164314809426826,168.16,118.945700696,121.760663568,125.673673791,40.0,13093.333927941727,27496.0,50,0,2.0,2.0,1,1,6,4,24,2.0,0.0,,2011,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
