v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,indice_ess,indice_die,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_17,vag_18,vag_19,vag_20,vag_21,vag_22,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
24,230,,.0097429,.1002654,.8899916,146.1105,96.2,119.3146,115.7707,53166.68,53166.68,1,41,69,5,0,0,0,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-1.178885,.530962,1.100172,,,,,.315067,7.040224,.9195492,-7.095955,-.231091,.0759565,.8181485,-1.193976,.0105543,-.0996216,-.1894556,-.8216487
25,231,,.019435,.1862721,.794293,136.9518,96.2,117.3078,111.5932,14407.03,21610.54,2,41,51,1,0,1,2,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-.0922971,.747529,1.112241,,,,,.1571712,3.033823,.4657825,-3.564479,-.1245694,.0416196,-.0202276,-.6443515,.0119056,-.1119506,-.2127753,-.7994202
26,232,,.0080686,.2095492,.7823822,127.7932,96.2,115.3657,106.1545,29745.12,44617.68,2,20,43,4,0,1,1,18,1,0,1,1.075132,.9403471,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,-1.631049,.775574,1.113949,,,,,.3760823,8.726979,1.139328,-8.611341,-.1109453,.0378996,-.1275799,-.5749484,.0121951,-.1141135,-.2167674,-.7952634
27,233,,.0020708,.2450729,.7528564,136.9518,96.2,117.4249,114.3919,7726.6,7726.6,1,20,55,1,0,0,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-9.251629,.8081049,1.118418,,,,,1.478525,36.83745,4.334001,-33.39835,-.0946174,.0312306,-.2560091,-.488709,.0125214,-.1178636,-.2240526,-.7890235
28,234,,.0119499,.1112268,.8768232,146.1105,96.2,118.2586,111.3784,41841.25,83682.5,4,20,67,5,1,1,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,-.776475,.5771858,1.101676,,,,,.2562919,5.561059,.7576008,-5.798477,-.2084566,.06984,.6408452,-1.079414,.0107464,-.1014469,-.1927519,-.8182235
29,235,,.0313727,.0371605,.9314668,146.1105,96.2,115.9918,113.4139,22312.38,22312.38,1,20,40,1,0,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.3233372,-.2655441,1.095711,,,,,.0981381,1.498004,.2843804,-2.203859,-.6229755,.2069531,3.903448,-3.221881,.010043,-.0953377,-.1808515,-.829565
30,236,,.0077081,.2145904,.7777015,146.1105,96.2,117.7522,114.337,27710.99,69277.48,2,20,60,1,0,3,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-1.754072,.7808462,1.114635,,,,,.3986807,9.165413,1.161255,-8.971277,-.1079401,.0357057,-.1505691,-.5580428,.0120598,-.1141185,-.2167674,-.7958091
31,237,,.0071054,.1248032,.8680913,136.9518,96.2,116.4319,112.6755,18882.32,45317.58,4,20,43,1,6,3,1,18,1,1,1,1.075132,.9403471,2,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-1.987688,.6231804,1.102699,,,,,.4308966,10.03087,1.265637,-9.739716,-.1857975,.061793,.4612781,-.960454,.0108592,-.1023448,-.1943985,-.8168146
32,238,,.0239022,.0962818,.8798159,146.1105,96.2,118.4479,117.5202,40163.61,60245.42,5,20,90,5,0,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,.1118507,.5115559,1.10133,,,,,.1287868,2.276159,.3716262,-2.888422,-.2404541,.078456,.8916147,-1.241173,.0106353,-.1006403,-.191282,-.820043
33,309,.0773889,.0191133,.1744422,.7290556,146.1105,96.2,116.4451,112.0783,25113.42,25113.42,1,70,39,1,0,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.730002,-.1106802,.7304075,1.122284,-.861597,.0357388,-.2923773,.3882335,.1607823,3.101388,.4695811,-3.621072,-.1327827,.0443637,.0452354,-.687224,.0128646,-.1219327,-.23137,-.7818459
34,310,.0731074,.0385097,.0720743,.8163086,146.1105,96.2,119.9854,113.3528,10224.69,16359.5,2,31,29,1,0,2,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.7141895,.4487433,.3475029,1.109213,-.8536659,.0376059,-.3085023,.4103729,.0794634,1.03518,.234989,-1.798375,-.3217737,.1068579,1.532072,-1.664659,.0115562,-.1088133,-.2070209,-.8049355
35,311,.0248539,.021205,.2117769,.7421642,146.1105,101.7068,115.7702,111.7523,19671.91,41311.02,4,60,39,1,1,2,2,18,0,1,0,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.1592929,-.0011203,.7779347,1.120124,-.5688694,.1150877,-.9106001,1.205089,.1451342,2.70135,.4230111,-3.268375,-.1093271,.037548,-.1390872,-.5670683,.0126119,-.1203228,-.2272535,-.7851598
36,312,.0361686,.0179609,.2499864,.6958842,146.1105,96.2,115.9844,114.9734,11506.49,17259.74,3,71,72,5,5,0,0,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.4222925,-.1819443,.8118766,1.128113,-.7035903,.0752037,-.6282751,.8343692,.171656,3.361954,.4942208,-3.845887,-.0925679,.0305451,-.2715014,-.4783523,.0134173,-.1274643,-.241804,-.7722622
37,314,,.0117373,.3904037,.597859,136.9518,96.2,119.229,110.3607,11112.84,25559.54,4,71,78,5,6,2,0,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-.8086571,.8795393,1.149119,,,,,.2591982,5.681195,.7795116,-5.911248,-.0595054,.0199827,-.5319746,-.3080421,.0159039,-.148888,-.283366,-.7327685
38,315,.0913901,.0120514,.1341999,.7623585,146.1105,96.2,117.5037,114.9663,13276.41,19914.62,3,50,39,1,6,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.7713665,-.7615104,.6495653,1.116942,-.8827701,.0297807,-.2481231,.3297459,.2552333,5.500978,.7405919,-5.735292,-.172553,.056927,.3578424,-.8917817,.0122869,-.1163592,-.2209873,-.7918826
39,316,,.0320898,.1561051,.8118051,136.9518,96.2,117.2801,110.0151,11724.9,28139.76,4,41,52,1,1,3,2,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.3384585,.6987395,1.109819,,,,,.0950572,1.443854,.2835299,-2.1609,-.1487025,.0500269,.1697635,-.7698275,.0116707,-.1096685,-.2084232,-.8033984
40,317,,.0148236,.1523626,.8328137,136.9518,96.2,115.5407,118.2299,11998.21,33594.98,5,71,20,1,0,2,2,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-.4320872,.6913397,1.107049,,,,,.2078236,4.2815,.5940555,-4.651292,-.151914,.0493395,.1942454,-.7830107,.0112233,-.1062374,-.2016912,-.8103437
41,318,,.0075092,.0842056,.9082851,136.9518,96.2,115.0525,115.9656,39950.78,39950.78,1,20,31,1,0,0,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-1.827017,.4415064,1.098154,,,,,.4097731,9.430545,1.17907,-9.192371,-.2749702,.0901802,1.162141,-1.418857,.0103075,-.0975689,-.1851535,-.8257391
42,319,,.0064029,.0348602,.9587369,136.9518,96.2,116.5854,109.6248,37482.86,37482.86,1,41,29,1,0,0,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-2.315476,-.349054,1.092989,,,,,.4767409,11.24886,1.419356,-10.82948,-.6657568,.2243839,4.237578,-3.447151,.0098726,-.0928861,-.1764356,-.8335398
43,320,,.0166149,.0921211,.891264,136.9518,96.2,115.4808,113.7057,21667.34,21667.34,1,31,22,3,0,0,0,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-.2776959,.4894951,1.100029,,,,,.1847138,3.716344,.537618,-4.16098,-.2515378,.0832965,.978247,-1.299501,.0105425,-.0996018,-.1890595,-.8219098
44,321,,.0266076,.1068313,.8665611,146.1105,96.2,121.2431,113.6651,22549.94,22549.94,1,20,34,1,0,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,.2021549,.5597893,1.10288,,,,,.1148257,1.945418,.3412208,-2.603619,-.2171875,.0720154,.7088918,-1.123509,.0109097,-.1024852,-.1951596,-.8161451
45,322,,.0463387,.0851201,.8685412,136.9518,96.2,116.3952,111.0248,19422.2,19422.2,1,41,38,1,0,0,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,.5418788,.4475067,1.102646,,,,,.0659779,.6920072,.1950902,-1.494954,-.27253,.0912932,1.14376,-1.41003,.0108747,-.1024204,-.1945269,-.816573
46,323,,.0388942,.0699656,.8911403,136.9518,96.2,114.0564,110.3171,27767.66,27767.66,1,20,37,1,0,0,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.4541919,.3278365,1.100042,,,,,.0788424,1.016101,.2310327,-1.780167,-.3312696,.1113551,1.606377,-1.714299,.0105557,-.0998659,-.1893373,-.821395
47,324,,.0295489,.1500695,.8203815,146.1105,96.2,118.421,113.2563,13807.6,13807.6,1,50,55,1,0,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,.2815733,.6866233,1.108671,,,,,.1037958,1.652351,.3046941,-2.342415,-.1544367,.0513202,.2154067,-.7989135,.0114633,-.1082728,-.2057578,-.806104
48,325,,.0180656,.0498983,.9320362,136.9518,96.2,115.5688,112.7178,16606.18,16606.18,1,20,58,4,0,0,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,-.1750948,.0575169,1.095653,,,,,.1697094,3.33849,.4961917,-3.829297,-.4645213,.1544836,2.653597,-2.401076,.0100953,-.0953161,-.1809312,-.8295009
49,344,,.0285074,.1495355,.8219572,136.9518,96.2,116.9037,111.9104,16190.14,21047.18,2,31,39,1,0,1,1,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.2553244,.6855041,1.108463,,,,,.1072488,1.749872,.3167708,-2.429216,-.1551316,.0517622,.2201462,-.8022809,.0114907,-.1081545,-.2055008,-.8062984
50,476,.0628659,.0924855,.2328161,.6118324,146.1105,105.6063,116.1834,109.471,22057.52,33086.28,3,20,27,1,1,0,2,18,0,1,0,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.6676284,.7704639,.7980024,1.145713,-.8296602,.047058,-.3586631,.4736368,.0332026,-.1502811,.0979134,-.7512989,-.0995122,.0351019,-.2160719,-.5175202,.0153452,-.146637,-.2762505,-.7381707
51,478,,.0219916,.4054024,.572606,136.9518,96.2,117.5851,115.1024,10640.44,10640.44,1,50,72,5,0,0,0,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.034687,.883996,1.155695,,,,,.1392732,2.562346,.4074023,-3.143708,-.0571916,.0188193,-.550328,-.2952957,.0164546,-.154885,-.2944698,-.7227947
52,479,.0545488,.0358285,.1506592,.7589635,146.1105,96.2,115.473,112.8708,37344.55,74689.1,4,20,71,5,6,1,1,18,0,3,1,1.075132,.9403471,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,.6169512,.4074902,.6878498,1.117465,-.8035242,.0504553,-.4157788,.5518966,.0859607,1.187567,.2489891,-1.930007,-.1536442,.051165,.2094369,-.7948075,.0123202,-.1170518,-.221952,-.7907817
53,480,.0489948,.017031,.1175817,.8163925,136.9518,117.4588,115.0559,109.1632,27680.69,58129.44,4,33,37,1,1,2,2,18,1,1,0,1.075132,.9403471,2,.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.5735292,-.2464801,.6000374,1.109202,-.7815228,.0639222,-.4597757,.603847,.1800466,3.624692,.5329694,-4.091228,-.1971206,.0728243,.5526097,-1.028351,.0115228,-.1108016,-.2071417,-.8027818
54,481,,.0076265,.0828665,.9095069,146.1105,96.2,117.4117,113.129,27972.53,41958.8,3,60,63,5,1,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,-1.78354,.4324814,1.098022,,,,,.4027269,9.276651,1.176849,-9.072687,-.2795653,.0929664,1.200324,-1.446207,.0103199,-.0976674,-.1854651,-.8252096
55,482,.0354847,.0150923,.1472698,.8021532,127.7932,96.2,115.2272,113.0726,25484.25,66259.06,4,20,45,1,1,3,2,18,1,0,1,1.075132,.9403471,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.4111581,-.406597,.6806658,1.111141,-.6986705,.0773192,-.6374994,.8476925,.2023886,4.192624,.5950483,-4.583464,-.1575615,.0522107,.2381701,-.8134851,.0117895,-.1107036,-.2103143,-.8019124
56,483,.0648053,.0695278,.2070383,.6586286,146.1105,102.4936,114.7766,110.6858,16147.03,24220.54,3,50,57,1,1,0,2,18,0,2,0,1.075132,.9403471,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.6775751,.6946723,.7728522,1.13536,-.8346227,.0445775,-.3492234,.4616934,.0442939,.1292763,.1290187,-.9972612,-.111807,.038717,-.1193785,-.5803837,.0141982,-.1357682,-.2560794,-.7577105
57,484,,.1099341,.3903009,.499765,136.9518,107.6776,117.3232,109.679,17246.69,25870.04,3,50,81,5,6,0,0,18,0,0,0,1.075132,.9403471,0,.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,.8068957,.8795076,1.178388,,,,,.0277773,-.2849008,.0829905,-.6327627,-.0594564,.0210925,-.5319981,-.3091456,.0189298,-.179747,-.3387676,-.6788027
58,485,,.1182547,.1552381,.7265072,146.1105,144.8203,116.25,110.0472,18460.16,18460.16,1,70,79,5,0,0,0,18,0,1,0,1.075132,.9403471,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,.8204827,.697057,1.122713,,,,,.0260837,-.3311336,.0767718,-.5922046,-.1490457,.0599202,.1760142,-.7839457,.0128436,-.1264388,-.2327793,-.7763385
59,486,.0662247,.0231652,.1374594,.7731507,127.7932,96.2,116.2131,114.4171,17760.61,37297.28,4,60,40,1,1,2,2,18,2,0,1,1.075132,.9403471,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.6844854,.0835941,.6578749,1.11531,-.8385564,.0411275,-.3416936,.454637,.1318123,2.382147,.3873661,-2.98492,-.1688235,.0556097,.3264222,-.8710833,.0122374,-.114746,-.2181645,-.7946368
60,487,.0310919,.0438593,.217363,.7076858,136.9518,109.3554,115.7682,110.5282,14215.9,28431.8,4,50,46,1,1,1,2,18,1,1,0,1.075132,.9403471,2,.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.3279658,.5159811,.7836416,1.125977,-.6557984,.0963208,-.7253574,.9568691,.0698592,.7926328,.2063507,-1.584824,-.106656,.0379749,-.160392,-.5545685,.013307,-.1269954,-.2388027,-.7734855
61,488,.0661223,.0672852,.260675,.6059174,127.7932,96.2,115.5326,109.9831,13019.2,13019.2,1,71,69,1,0,0,1,18,2,0,1,1.075132,.9403471,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,.6839971,.6844962,.8195903,1.147135,-.8384394,.0422426,-.3406124,.4528122,.0452482,.1654687,.1349713,-1.030184,-.0891,.0299244,-.2996309,-.4607839,.0156768,-.1469054,-.2791275,-.7367792
62,489,,.0292871,.0492023,.9215106,146.1105,96.2,114.5692,113.5484,31959.48,31959.48,1,20,34,1,0,0,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.2751498,.044185,1.096745,,,,,.1053706,1.675771,.3029329,-2.359224,-.4701872,.1561398,2.701138,-2.431276,.010119,-.0963512,-.1825787,-.8279344
63,490,.0184889,.0426194,.0835653,.8553264,127.7932,96.2,117.7214,113.6065,16225.92,42187.38,4,20,43,1,4,3,2,18,2,0,1,1.075132,.9403471,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-.1301269,.5018991,.4372268,1.104231,-.4222259,.148079,-1.2201,1.624374,.0714276,.8386613,.2122211,-1.624209,-.277949,.0918558,1.183767,-1.434901,.0111072,-.1037924,-.1975544,-.8139918
64,491,.0936778,.1067653,.2028419,.596715,136.9518,96.2,117.8174,111.6068,9815.92,14723.88,3,71,56,1,5,0,1,18,1,1,1,1.075132,.9403471,2,.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.7769497,.8011644,.768153,1.149405,-.8858814,.0295925,-.2405617,.3199008,.0285886,-.2657028,.0849356,-.6489858,-.1144191,.0382231,-.1000921,-.5918648,.0158641,-.1490207,-.2833378,-.73291
65,492,,.0410187,.1909068,.7680745,146.1105,103.6128,117.3167,113.2191,19096.97,45832.72,4,20,35,1,4,3,2,18,0,1,0,1.075132,.9403471,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,.482462,.7536584,1.116072,,,,,.0749664,.9136555,.218891,-1.689975,-.1213083,.0417526,-.0448709,-.6292316,.0122004,-.1163109,-.2196348,-.7923266
66,493,.0130124,.0122784,.2134909,.7612182,127.7932,96.2,115.6844,111.6376,16650.72,29971.3,4,20,35,1,1,1,2,18,1,0,1,1.075132,.9403471,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-.6057586,-.728949,.7797176,1.117117,-.1787425,.2126277,-1.734156,2.30603,.2482735,5.384542,.7360361,-5.639903,-.108752,.03626,-.1452996,-.561926,.0124571,-.1167865,-.221937,-.790851
67,494,,.1112988,.229074,.6596271,136.9518,99.60905,116.1807,113.46,6747.6,6747.6,1,70,84,5,0,0,0,18,0,0,0,1.075132,.9403471,0,.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,.8092635,.7947026,1.135155,,,,,.027551,-.2953804,.08056,-.6219941,-.1011801,.034096,-.2041298,-.5234888,.0142612,-.1349724,-.2556654,-.7587784
68,495,.0277573,.0597254,.1016007,.8109165,146.1105,105.4998,117.7525,107.5725,24897.26,24897.26,1,31,39,1,0,0,1,18,0,1,0,1.075132,.9403471,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.2472297,.6445611,.5371264,1.10994,-.6146597,.1076976,-.8085127,1.068245,.0512006,.3163266,.153416,-1.165504,-.228309,.0811231,.7986951,-1.188636,.0116441,-.1108002,-.2089851,-.8017984
69,496,,.0912032,.1827406,.7260562,136.9518,113.155,115.0205,114.7313,6622.573,9933.86,3,71,28,4,6,0,1,18,0,0,0,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.7672368,.74265,1.122789,,,,,.0337746,-.1380599,.0976688,-.7606204,-.1266647,.0450245,-.0030485,-.6579613,.0128756,-.1237129,-.2319353,-.7800167
70,497,.0197992,.0698227,.1665907,.7437873,146.1105,105.1333,116.449,111.1894,34029.03,51043.54,3,50,75,5,5,0,0,18,0,1,0,1.075132,.9403471,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-.0553395,.6959623,.7177016,1.119862,-.4589736,.1476668,-1.140971,1.507617,.0440274,.1250121,.1290739,-.9940757,-.139027,.0485878,.0949904,-.7222527,.0126039,-.1204234,-.2269967,-.7850459
71,565,,.1503066,.2259141,.6237792,136.9518,107.1962,117.6402,114.8467,20917.24,20917.24,1,60,76,5,0,0,0,18,0,0,0,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.8587637,.7918311,1.142922,,,,,.0203994,-.477577,.0597549,-.4613411,-.1025975,.0355565,-.1928474,-.5319427,.0150823,-.1434044,-.2704614,-.7441387
72,566,.0551632,.0113721,.0604495,.8730152,146.1105,96.2,118.3784,109.4475,23566.43,35349.65,3,20,27,1,1,0,2,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.6212176,-.8667386,.2220239,1.10212,-.8061249,.0509388,-.4076926,.5416611,.2687927,5.897216,.8014832,-6.100754,-.3837764,.1296667,2.021393,-1.989307,.0108218,-.1020419,-.1938875,-.817012
73,567,.0125393,.0385658,.1753884,.7735065,127.7932,96.2,116.4137,109.3098,19291.68,48229.2,4,20,42,1,1,2,2,18,1,0,1,1.075132,.9403471,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-.6663502,.4495454,.7318619,1.115257,-.1485323,.2236961,-1.79232,2.383506,.0787868,1.033687,.2367381,-1.798757,-.1325034,.0446274,.0415516,-.6855375,.0123131,-.1151418,-.2189143,-.7935138
74,568,.0526233,.0290409,.1395568,.778779,136.9518,96.2,117.4963,113.1808,47978.27,71967.4,3,20,71,5,5,0,0,18,1,1,1,1.075132,.9403471,2,.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,.6029351,.2690057,.6630168,1.114476,-.7967421,.0522004,-.4292892,.5708958,.1053023,1.69867,.3103198,-2.383298,-.1662129,.0551496,.3070989,-.8590525,.0121241,-.1140443,-.2167957,-.7957606
75,569,,.0336243,.1183256,.8480502,146.1105,96.2,118.3631,111.87,19129.76,19129.76,1,31,79,5,0,0,0,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,.3686479,.6025516,1.105126,,,,,.091111,1.331541,.2689151,-2.060215,-.1959343,.0655033,.5421962,-1.014317,.0111067,-.1048501,-.1992362,-.8121461
76,570,,.0187676,.1243165,.8569159,136.9518,96.2,116.7775,110.5731,30051.84,30051.84,1,50,62,5,0,0,0,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,-.1311401,.6217052,1.104038,,,,,.1627425,3.178123,.4830582,-3.692784,-.186657,.0626471,.4682992,-.9659945,.0110372,-.1038479,-.1972913,-.813936
77,571,.0319384,.0074065,.0417153,.9189399,146.1105,96.2,114.3584,117.2124,30860.92,64807.94,4,20,41,1,1,2,2,18,0,2,1,1.075132,.9403471,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.345776,-1.866232,-.1273643,1.097016,-.6639098,.0840388,-.7150609,.9491559,.418115,9.572873,1.182844,-9.3076,-.5540041,.1811078,3.359507,-2.859246,.010098,-.0963578,-.1825808,-.8281754
78,572,.0013873,.0541429,.1547582,.7897116,127.7932,106.651,118.4351,107.4309,30548.81,61097.62,2,31,56,1,0,2,1,18,1,0,0,1.075132,.9403471,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-14.06165,.6079123,.6961177,1.112892,6.68857,2.165941,-16.10556,21.3127,.0559219,.4523398,.1710933,-1.287267,-.1503201,.0534822,.1823066,-.7815864,.0121174,-.1138586,-.2151319,-.7960187
79,573,.058205,.0357855,.1386222,.7673873,146.1105,109.6,115.1645,112.6925,27184.21,67960.53,4,20,47,1,1,2,2,18,0,2,0,1.075132,.9403471,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.6410125,.4067775,.6607449,1.116176,-.8157623,.0509554,-.389475,.5132693,.0862353,1.196262,.2495968,-1.938872,-.1668877,.0590756,.3146322,-.867565,.0121514,-.1169544,-.219576,-.7917969
80,574,,.075553,.2054333,.7190137,136.9518,96.2,114.6163,113.7781,7941.448,16677.04,4,71,33,1,4,2,2,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.7190217,.7710776,1.123992,,,,,.0406776,.0371448,.1178303,-.9146745,-.1127489,.0373299,-.1132312,-.5824274,.0130428,-.1234508,-.2341762,-.7794077
81,575,.0472918,.0162991,.0728426,.8635665,141.5312,107.5697,116.0111,115.0736,40492.97,60739.46,3,20,60,1,1,0,2,18,1,3,0,1.075132,.9403471,4,.75,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,.558172,-.3024473,.3543847,1.103237,-.7733465,.0612807,-.4798987,.6337925,.1890414,3.817769,.5463859,-4.250749,-.3177385,.1103289,1.500994,-1.647969,.0108212,-.1035938,-.1949928,-.8154715
82,576,,.0052642,.1443457,.8503901,136.9518,96.2,115.5274,110.3607,30154.91,45232.37,3,31,73,5,5,0,0,18,1,1,1,1.075132,.9403471,2,.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,-3.032702,.6741969,1.104836,,,,,.5812138,13.89611,1.715785,-13.16041,-.1606752,.0539875,.264043,-.8315523,.0110956,-.1046555,-.198639,-.8126376
83,577,.0540321,.0184767,.1879493,.7395418,146.1105,108.5093,117.7933,108.9413,22732.46,54557.89,4,20,44,1,6,3,1,18,0,2,0,1.075132,.9403471,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.6132885,-.1489468,.7497821,1.12055,-.8019564,.0557538,-.4160194,.5489333,.1657647,3.256261,.4939163,-3.766995,-.1233615,.0441298,-.028105,-.6424454,.0127406,-.1216271,-.2289452,-.7827184
84,578,.0622784,.0407691,.2452756,.6516769,127.7932,97.77647,115.3021,115.6933,12509.49,35026.56,4,60,52,1,6,3,1,18,2,0,0,1.075132,.9403471,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.6644931,.4792927,.8082634,1.136804,-.8281944,.0438246,-.3643524,.4842291,.0751018,.9218978,.2185398,-1.694832,-.0945378,.0312173,-.2572115,-.4877313,.0144645,-.136172,-.2584198,-.7566766
85,665,.0524385,.0304546,.1354381,.7816688,146.1105,96.2,116.7137,112.1808,19069.97,24790.96,2,31,45,1,0,1,1,18,0,1,1,1.075132,.9403471,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.6015358,.3029389,.652769,1.114053,-.7957628,.0527178,-.4313872,.5728964,.1008744,1.57398,.2948909,-2.272684,-.1710382,.0571173,.3463382,-.8851864,.0120039,-.1137182,-.2158267,-.7965124
86,666,,.0227554,.0713812,.9058634,136.9518,96.2,115.3954,116.227,15556.76,15556.76,1,71,75,5,0,0,0,18,0,0,1,1.075132,.9403471,0,.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,.0670888,.3411668,1.098416,,,,,.1351831,2.441901,.3892521,-3.033425,-.3244009,.1062672,1.550707,-1.67374,.0103394,-.0978126,-.1856654,-.8252779
