"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"9668",9729,2,36,2,1,0,0,2284.98057889671,0,0,34918.8,20,1,7010,201709729,2,5,2,4,2.1,2699.5634893,0,0,0,85331,2,120,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2284.98057889671,0.0654369731748144,0.026777848365737,40633.8095238095,10,5,"10","10_1","10_1","10_1_0",0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,1,2
"9733",9794,2,55,2,6,0,0,616.733184026287,0,0,42328.78,50,2,7100,201709794,2,4,0,2,1.5,3504.8154554,0,0,0,66503,1,90,7,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,616.733184026287,0.0145700675527688,0.00927376485310869,44335.3333333333,10,5,"10","10_0","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"9797",9859,2,59,3,99,904.010199467702,326.616480943023,729.956087433377,168.088994883656,0,113917.77,50,1,7173,201709859,0,6,0,2,1.5,1771.5377906,0,0,0,67376,1,162,5,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2128.67176272776,0.0186860378563218,0.0315939171623094,44917.3333333333,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
"9870",9933,NA,46,3,4,791.00892453424,0,1375.2197928545,0,0,86468.32,50,1,7266,201709933,2,7,2,4,2.1,1933.1715102,0,0,0,209027,3,215,8,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2166.22871738874,0.0250522817765945,0.0103633918938163,99536.6666666667,10,5,"10","10_1","10_1","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"10023",10086,2,70,2,8,0,371.155091980708,1916.84481896335,28.0148324806093,0,49328.6,31,1,7462,201710086,0,6,0,2,1.5,1319.9886197,0,0,0,67437,1,200,5,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2316.01474342467,0.0469507495332255,0.0343433833566835,44958,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"10169",10232,2,55,2,7,745.808414560855,0,528.930689559423,0,0,25753.7908753,20,1,7646,201710232,2,6,0,2,1.5,1755.9835855,0,0,0,70423,2,130,4,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1274.73910412028,0.0494971443346951,0.0181011758107476,46948.6666666667,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10266",10329,2,66,2,5,0,498.832443622072,2073.21418698313,0,2755.26413651712,45960.18618538,30,1,7779,201710329,1,5,0,2,1.5,1628.8734735,0,0,0,67084,1,86,2,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,5327.31076712232,0.115911427025875,0.0794125390126159,44722.6666666667,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"10274",10337,2,53,1,7,0,296.924073584567,2134.76426306183,0,0,73916.8,10,1,7789,201710337,2,6,2,4,2.5,896.98012808,0,0,0,186580,1,180,5,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2431.6883366464,0.0328976408157063,0.0130329528172709,74632,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,3,1
"10474",10538,2,53,1,7,0,1113.46527594212,528.909532331841,54.6289233371882,0,60003.66,12,1,8064,201710538,1,5,2,3,2,1733.6708886,0,0,0,89431,1,140,8,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1697.00373161115,0.0282816703449615,0.0189755647550755,44715.5,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10512",10576,2,70,1,5,0,0,539.509303350612,0,1947.03085740235,28527.52,30,1,8111,201710576,0,5,0,1,1,3079.249565,0,0,0,45733,1,90,4,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2486.54016075296,0.0871628575057684,0.0543708079669595,45733,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"10533",10597,2,53,1,4,0,0,1701.0410976231,0,0,30178.20120419,42,1,814,201710597,2,6,0,2,1.5,1327.9877301,0,0,0,102530,1,150,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1701.0410976231,0.0563665503491616,0.0165906670986356,68353.3333333333,10,5,"10","10_1","10_1","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"10588",10652,2,69,2,1,1130.01274933463,593.848147169133,687.60989642725,0,0,40537.83028022,31,1,8202,201710652,0,6,0,2,1.5,1146.9973195,0,0,0,65457,1,120,4,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2411.47079293101,0.0594869231101316,0.0368405333720001,43638,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
"10679",10743,2,35,3,9,0,0,890.986876149475,0,1621.70447125464,30430.32,43,1,8304,201710743,2,5,0,2,1.5,3090.6162448,0,0,0,78527,2,160,4,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2512.69134740412,0.0825719659669737,0.0319978013600942,52351.3333333333,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"10689",10753,2,58,2,1,0,0,1040.93559705294,0,3697.95788744043,89063.4556995,10,1,8317,201710753,2,7,0,2,1.5,1876.7668317,0,0,0,79433,2,208,2,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,4738.89348449338,0.0532080576401886,0.0596590017309352,52955.3333333333,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"10724",10789,2,38,3,8,0,0,1396.37702043688,0,0,61318.53285223,33,1,8360,201710789,2,3,1,2,1.5,2254.6199502,0,0,0,63946,2,110,8,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1396.37702043688,0.0227725119223249,0.0218368157576217,42630.6666666667,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10797",10864,2,74,2,1,1243.01402426809,0,1288.66840023629,218.515693348753,167.864684559676,46584.53873897,70,1,8449,201710864,0,12,0,1,1,1908.4104946,0,0,0,41083,1,350,2,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2918.06280241281,0.0626401566142744,0.0710284741234285,41083,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10881",10948,2,53,2,5,0,593.848147169133,1745.4712755461,0,0,33351.207127683,12,1,8549,201710948,1,5,0,1,1,2486.4263572,0,0,0,48963,2,200,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2339.31942271523,0.0701419715861945,0.0477772894372328,48963,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"11031",11098,2,50,3,6,0,231.600777395962,1943.29135344132,0,0,51471.96,12,1,8728,201711098,2,6,0,2,1.5,1650.9686117,0,0,0,73233,2,172,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2174.89213083728,0.042253920986053,0.0296982525751681,48822,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1
"11066",11133,2,70,2,4,0,0,874.689519480757,0,2372.91375731692,49560.47892807,31,1,878,201711133,0,5,0,2,1.5,1891.0510529,0,0,0,65618,1,80,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3247.60327679768,0.065528085019338,0.0494925672345649,43745.3333333333,10,5,"10","10_1","10_1","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"11121",11188,2,73,3,5,0,0,3138.67471184562,0,0,55786.7,12,1,8856,201711188,0,6,0,2,1.5,1918.2741851,0,0,0,61637,1,140,7,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,3138.67471184562,0.0562620608827125,0.0509219253345493,41091.3333333333,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"11157",11224,2,56,3,1,0,0,1375.2197928545,0,0,64942.2,30,1,8898,201711224,1,3,0,1,1,2613.6965718,0,0,0,61026,2,96,7,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1375.2197928545,0.0211760579847079,0.0225349816939419,61026,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1
"11225",11292,2,72,2,5,2944.81322476604,0,1817.40584932618,336.177989767312,0,112250.5820666,30,1,8991,201711292,0,8,0,2,1.5,1909.0658074,0,0,0,100751,1,241,4,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,5098.39706385953,0.0454197828643291,0.0506039350860987,67167.3333333333,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,2,1
"11289",11356,2,65,3,1,0,965.003239149841,759.904143076232,1180.54504073288,0,47955.04,30,1,9070,201711356,0,5,0,1,1,2673.8968346,0,0,0,53756,1,160,5,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2905.45242295895,0.0605870086430738,0.0540488954341646,53756,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
"11316",11383,2,84,2,6,0,0,878.024944668642,0,0,17087.2311913,50,1,911,201711383,0,3,0,1,1,2655.4051351,0,0,0,58095,1,99,8,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,878.024944668642,0.0513848577829093,0.0151136060705507,58095,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11363",11431,2,67,2,1,0,0,988.549939087842,0,1799.28111085703,50544.23236241,10,1,917,201711431,1,7,0,2,1.5,1737.3046299,0,0,0,113325,1,200,7,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2787.83104994487,0.0551562645161111,0.0246003181111394,75550,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11407",11475,2,49,1,8,0,0,930.918013624585,0,2311.22367965027,25652.34,31,1,923,201711475,2,5,0,2,1.5,3005.9819086,0,0,0,68389,1,112,4,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,3242.14169327485,0.126387756176429,0.0474073563478754,45592.6666666667,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1
"11408",11476,2,55,3,1,0,44.538611037685,2306.13780647908,0,1246.66004538711,62007.94,20,1,9230,201711476,2,5,1,3,1.8,2236.4449088,0,0,0,131259,2,180,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,3597.33646290388,0.0580141263022749,0.0274063985167027,72921.6666666667,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11459",11528,2,68,2,4,0,0,3781.85840645371,0,874.155344872587,58352.28268324,31,1,9294,201711528,0,9,0,2,1.5,822.77200841,0,0,0,62808,1,140,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,4656.0137513263,0.0797914586581135,0.074130902931574,41872,10,5,"10","10_1","10_1","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"11463",11533,2,48,1,1,412.454653507139,0,2216.63286034767,0,4034.5413798808,119825.68645634,NA,1,93,201711533,1,12,0,2,1.5,1872.5278439,0,0,0,110800,1,300,4,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6663.62889373561,0.0556110220671558,0.0601410549976139,73866.6666666667,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2
"11503",11574,2,40,2,9,0,267.23166622611,1692.57820659015,0,0,46179.34,12,1,9354,201711574,2,5,2,4,2.1,1916.8671374,0,0,0,102034,2,145,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1959.80987281626,0.042439105297223,0.0192074198092426,48587.619047619,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2
"11507",11578,2,46,1,1,0,0,655.874055053685,0,1260.66746162742,42347.14031599,31,1,936,201711578,2,6,0,2,1.5,1618.1479825,0,0,0,88911,2,147,2,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1916.5415166811,0.0452578734332488,0.0215557300748063,59274,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"11564",11635,2,67,2,1,0,0,1655.70211329392,0,4708.89659606399,53412.72853737,10,1,9439,201711635,0,6,0,2,1.5,1529.4795811,0,0,0,90801,1,118,2,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6364.59870935791,0.119158838794482,0.070093927482714,60534,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"11594",11665,2,75,1,7,0,237.539258867653,2435.19689473158,0,0,46216.28,10,1,9479,201711665,0,6,0,1,1,2190.9755947,0,0,0,62414,1,130,5,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2672.73615359924,0.0578310533344362,0.0428227024962226,62414,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"11665",11736,2,57,1,1,0,0,2653.11633883007,1.40074162403047,0,34281.34,60,1,9574,201711736,2,7,0,2,1.5,1975.5452363,0,0,0,60893,1,220,5,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2654.5170804541,0.077433294044343,0.0435931401056623,40595.3333333333,10,5,"10","10_1","10_1","10_1_0",0,0,0,0,1,2,2,1,2,1,2,2,1,2,3,3,1
"11762",11833,2,58,1,8,0,0,2808.62196156054,190.500860868143,0,55537,10,1,9686,201711833,1,5,0,2,1.5,1356.3918779,0,0,0,134050,1,160,8,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2999.12282242868,0.0540022475543994,0.0223731654041677,89366.6666666667,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"11894",11966,NA,45,2,9,0,0,1269.43365494262,0,56.0296649612186,42052.96584675,43,1,9846,201711966,2,4,1,3,2,1883.5718711,0,0,0,84240,3,130,8,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1325.46331990383,0.0315189022513681,0.015734369894395,42120,10,5,"10","10_1","10_1","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11931",12003,2,66,1,2,0,0,1520.14680179378,0,700.370812015233,55316.48,50,1,989,201712003,1,4,0,2,1.5,1564.9057506,0,0,0,69868,1,110,3,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2220.51761380902,0.0401420627959157,0.0317816112356016,46578.6666666667,10,5,"10","10_1","10_1","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
"50",49,2,72,3,9,0,0,1154.12676461866,0,0,23624.86584675,33,2,10060,201700049,0,3,0,1,1,3234.2373569,0,0,0,45095,2,87,7,0,0,1,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1154.12676461866,0.0488522039492314,0.0255932312810436,45095,10,5,"10","10_0","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"62",61,2,73,1,5,694.957840840796,0,456.996115779342,0,0,12243.48,41,1,10074,201700061,0,5,0,1,1,2157.0197472,0,0,0,79463,1,100,5,1,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1151.95395662014,0.094087135080887,0.0144967337832719,79463,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"111",110,NA,69,2,99,1751.51976146867,0,476.037620603481,0,0,40919.9908753,10,1,10133,201700110,0,6,0,1,1,1134.8700456,0,0,0,50987,5,140,2,1,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,2227.55738207215,0.0544368983087126,0.0436887320703739,50987,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"268",268,2,55,1,1,2825.03187333657,0,1269.43365494262,168.088994883656,0,71255.14525197,30,1,10342,201700268,1,6,0,1,1,2469.339783,0,0,0,94324,1,250,5,1,0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,4262.55452316284,0.0598210067229495,0.0451905615025109,94324,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"391",392,2,49,2,5,0,1039.23425754598,1218.43299713971,0,2395.29774499467,35030.73026244,50,1,10501,201700392,2,5,0,2,1.5,1689.7086021,0,0,0,64719,2,110,2,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,4652.96499968036,0.132825235580923,0.0718948840322063,43146,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"477",478,NA,56,2,7,0,0,2504.63462564728,0,1959.40053052393,56754.90803068,30,2,10609,201700478,3,5,2,4,2.5,740.99001498,0,0,0,107161,3,110,5,0,1,1,2,0,0,1,0,0,0,0,1,0,1,1,0,0,4464.03515617121,0.0786546099899958,0.0416572741591737,42864.4,10,5,"10","10_0","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
"480",481,2,75,1,2,933.390530950403,89.07722207537,610.386709230746,0,577.149478559503,88061.95416477,30,1,10612,201700481,0,8,0,2,1.5,1738.5436837,0,0,0,84741,1,150,7,1,1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,2210.00394081602,0.0250960129351769,0.026079512170213,56494,10,5,"10","10_1","10_2","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
"512",514,2,68,2,6,0,118.769629433827,798.685341234729,0,1253.66375350727,78396.94556797,41,1,10653,201700514,0,4,0,2,1.5,2080.8931496,0,0,0,62949,2,130,5,0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,2171.11872417582,0.0276939198134125,0.0344901225464395,41966,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"570",572,2,52,2,1,1130.01274933463,0,650.58474815809,207.309760356509,0,55238.8,50,1,10726,201700572,2,5,0,2,1.5,2313.6163392,0,0,0,68993,2,110,7,1,0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1987.90725784923,0.0359875170686045,0.0288131731892979,45995.3333333333,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"623",625,2,62,1,1,1514.2170841084,0,834.65262812477,0,0,46455.64,50,1,10795,201700625,0,5,0,1,1,2418.7278062,0,0,0,58060,1,140,7,1,0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,2348.86971223317,0.0505615617873991,0.0404559027253388,58060,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"717",719,2,44,1,1,0,0,507.773461977046,0,2283.20884716966,80671.56,30,1,10915,201700719,2,6,2,4,2.3,2289.9679574,0,0,0,257272,2,120,2,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,2790.98230914671,0.0345968555603326,0.0108483717977343,111857.391304348,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"757",759,2,57,1,3,0,0,293.02760201592,0,1232.65262914681,17181.72,42,1,10963,201700759,1,4,0,1,1,3091.3958125,0,0,0,45824,1,70,2,0,1,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1525.68023116273,0.0887967113398851,0.0332943486199967,45824,10,5,"10","10_1","10_2","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"786",788,2,51,2,9,0,0,465.095149350026,0,846.529733994923,34071.96,33,1,11004,201700788,1,6,1,2,1.3,659.7184833,0,0,0,60150,1,130,8,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1311.62488334495,0.0384957273765568,0.0218058999724846,46269.2307692308,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"787",789,2,33,2,1,0,0,641.510550827622,0,1167.62721930334,57672.74,NA,2,11005,201700789,1,3,0,1,1,3491.2114436,0,0,0,49780,2,72,2,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,1809.13777013096,0.0313690275532421,0.0363426631203488,49780,10,5,"10","10_0","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"803",805,2,54,1,4,0,0,941.496627415773,0,1358.71937530955,63558.42,33,1,11025,201700805,1,4,0,2,1.5,1684.3189577,0,0,0,61135,1,90,3,0,1,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,2300.21600272533,0.0361905787262384,0.037625190197519,40756.6666666667,10,5,"10","10_1","10_2","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"828",830,2,82,1,6,0,0,2038.49887756202,0,0,30217.04,60,1,11056,201700830,0,7,0,2,1.5,1418.0175096,0,0,0,111593,5,190,5,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,2038.49887756202,0.0674618982389412,0.0182672647707474,74395.3333333333,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"837",840,2,76,1,1,0,0,435.838888196965,0,2423.28300957271,77603.98816119,30,1,11070,201700840,0,5,0,2,1.5,1831.2918687,0,0,0,66400,1,120,2,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,2859.12189776967,0.0368424608775394,0.0430590647254468,44266.6666666667,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,1,1,2,2,1,2,2,2,2,1,2,0,1
"969",972,2,63,2,1,0,0,578.17137766856,0,470.860440197796,50421.414108968,20,1,11238,201700972,1,5,0,2,1.5,1925.6031331,0,0,0,63770,1,114,9,0,1,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1049.03181786636,0.0208052835566898,0.0164502402048982,42513.3333333333,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"1032",1036,2,60,2,9,0,0,1861.83602724917,35.0185406007617,0,66636.54,71,1,11317,201701036,0,6,0,2,1.5,7317.8848045,0,0,0,64024,1,170,5,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1896.85456784993,0.0284656821595169,0.0296272424067526,42682.6666666667,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"1216",1220,2,62,3,4,0,0,755.635322935696,0,1586.7701675007,29701.01554112,31,1,11551,201701220,1,6,0,2,1.5,2308.4486041,0,0,0,63730,1,120,7,0,1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,2342.4054904364,0.0788661750367902,0.0367551465626298,42486.6666666667,10,5,"10","10_1","10_2","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"1361",1366,2,53,2,5,0,0,1113.73359518684,0,2027.1305890683,97110.5213495,31,1,11748,201701366,2,7,2,4,2.3,1915.66584,0,0,0,110867,1,180,8,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,3140.86418425515,0.0323431914545202,0.0283300187094009,48203.0434782609,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"1390",1395,2,67,2,1,0,0,1282.22957293016,0,2898.18929979918,50308.03243384,10,1,11782,201701395,0,9,0,2,1.5,1949.629164,0,0,0,68368,1,200,2,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,4180.41887272934,0.0830964494233998,0.0611458412229309,45578.6666666667,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"1424",1429,2,70,1,9,0,1068.92666490444,1520.14680179378,0,0,60362.56,20,1,11829,201701429,0,7,0,2,1.5,1477.6740407,0,0,0,89265,2,186,2,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,2589.07346669822,0.0428920421317158,0.0290043518366462,59510,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
"1433",1438,2,67,2,5,0,0,454.880393021104,0,1798.55224525512,30305.88,31,1,11840,201701438,0,5,0,1,1,1908.1506867,0,0,0,47607,1,130,5,0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,2253.43263827622,0.0743562845981117,0.0473340609212137,47607,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
"1462",1468,2,52,1,9,0,0,0,0,579.907032348613,51518.5,31,1,11875,201701468,2,6,2,4,2.5,1621.1206788,0,0,0,101842,2,166,7,0,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,579.907032348613,0.0112562872045695,0.00569418346407782,40736.8,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"1491",1497,2,46,1,1,0,0,4428.36236456139,0,2715.3392608654,143541.06308384,30,1,11912,201701497,1,8,1,3,2,2616.7627293,0,0,0,128128,1,200,8,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,7143.70162542679,0.0497676516527836,0.0557544145341127,64064,10,5,"10","10_1","10_2","10_1_0",0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,1,1
"1525",1531,2,55,2,7,0,371.155091980708,1904.15048241392,0,0,41331.2716935,41,1,11953,201701531,2,5,0,2,1.5,1941.9144885,0,0,0,64570,1,150,5,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,2275.30557439463,0.055050461337546,0.0352378128294042,43046.6666666667,10,5,"10","10_1","10_2","10_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"1627",1633,2,62,2,4,0,742.310183961416,588.051338258653,0,1070.32495102806,48434.20584675,30,1,12074,201701633,1,4,1,3,1.8,1098.2084683,0,0,0,133530,5,80,5,0,1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,2400.68647324813,0.0495659303436111,0.0179786300700077,74183.3333333333,10,5,"10","10_1","10_2","10_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
