"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"8880",8932,2,57,2,6,1130.01274933463,1039.23425754598,899.182172251019,0,0,29081.14,30,1,6002,201708932,2,4,0,2,1.5,1803.3016103,0,0,0,38890,2,110,7,1,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,3068.42917913163,0.105512685511353,0.0789002103145187,25926.6666666667,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"9005",9058,2,32,2,7,0,0,899.182172251019,95.2504304340717,0,20326.78031599,30,1,6156,201709058,2,5,1,3,1.8,3187.2725538,0,0,0,45366,2,100,8,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,994.432602685091,0.0489222880961046,0.021920217843431,25203.3333333333,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1
"9120",9174,NA,60,2,99,0,0,211.572275823769,0,539.285525251729,19077.940315994,50,2,6304,201709174,1,2,0,1,1,2402.9346794,0,0,0,26351,3,60,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,750.857801075499,0.0393573828536415,0.0284944708388865,26351,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"9153",9207,NA,60,4,1,0,0,320.755275413811,0,583.813609651671,13365.12449358,60,1,6346,201709207,2,4,0,2,1.5,3664.0257035,0,0,0,40420,3,100,9,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,904.568885065482,0.0676812913714344,0.022379240105529,26946.6666666667,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"9269",9327,NA,55,1,3,0,0,338.515641318031,0,291.354257798337,25708.318002985,31,2,6500,201709327,1,4,0,1,1,1771.2771833,0,0,0,24896,5,76,4,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,629.869899116368,0.0245006265693163,0.0253000441483117,24896,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,1,1,2,2,1,1,2,2,2,2,1,1,1
"9279",9337,2,62,2,5,0,0,798.685341234729,0,1923.21824979383,32989.96,50,1,6510,201709337,0,3,0,2,1.5,1831.4384022,0,0,0,36390,1,90,5,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,2721.90359102856,0.0825070291394279,0.0747981201162011,24260,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"9357",9416,2,39,3,1,0,0,1047.28276532766,0,4202.2248720914,36571.6,20,1,6610,201709416,2,7,2,4,2.5,1706.6292611,0,0,0,62838,1,136,7,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,5249.50763741906,0.143540551614342,0.0835403360612855,25135.2,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"9361",9420,2,67,3,6,0,0,686.129575746604,0,3020.63142018118,32628.23318099,41,1,6616,201709420,1,6,0,2,1.5,2114.6270197,0,0,0,37118,1,133,7,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,3706.76099592778,0.113605936777705,0.0998642436534238,24745.3333333333,7,4,"7","7_1","7_3","7_0_0",0,0,1,0,1,2,2,2,1,2,2,2,2,2,1,2,1
"9441",9500,2,69,2,9,0,0,53.4592125689685,0,97.3022682752786,13274.35536888,50,1,671,201709500,0,5,0,1,1,1850.5781949,0,0,0,25171,1,100,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,150.761480844247,0.0113573485607962,0.00598949111454638,25171,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9445",9504,2,34,3,9,0,0,1269.43365494262,0,0,35324.7,43,1,6713,201709504,2,4,0,2,1.5,2822.1500547,0,0,0,37838,2,105,8,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1269.43365494262,0.0359361482176102,0.0335491742413081,25225.3333333333,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1
"9477",9536,2,55,2,6,0,445.38611037685,2769.48109053314,0,0,56827.58031599,50,1,6752,201709536,3,5,2,4,2.5,1673.5047863,0,0,0,64194,1,120,3,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,3214.86720090999,0.0565723049095827,0.0500804935182414,25677.6,7,4,"7","7_1","7_3","7_0_0",0,0,1,1,1,2,2,2,1,2,2,2,2,1,3,1,1
"9511",9571,NA,56,3,5,0,0,1057.86137911885,0,0,15139.1501582,31,2,6800,201709571,2,4,1,3,1.8,1225.4321378,0,0,0,48265,3,85,5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1057.86137911885,0.0698758759946551,0.0219177743524054,26813.8888888889,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"9548",9608,NA,55,2,99,0,0,169.257820659015,0,214.313468476661,19419.22584675,50,2,6856,201709608,1,3,0,1,1,2724.7984889,0,0,0,24983,3,76,7,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,383.571289135677,0.0197521411081313,0.0153532918038537,24983,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
"9613",9674,2,36,3,4,0,0,1438.69147560163,112.059329922437,0,25625.18,44,1,6940,201709674,2,5,1,3,1.8,3430.7391067,0,0,0,42996,2,100,8,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1550.75080552407,0.0605166795130441,0.0360673273217059,23886.6666666667,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"9619",9680,2,51,3,5,0,0,268.739104751352,0,1386.73420779016,33963.44584675,50,1,6949,201709680,4,4,2,4,2.5,1626.291501,0,0,0,63780,1,88,7,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1655.47331254151,0.0487427960051918,0.0259559942386565,25512,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"9671",9732,NA,63,2,4,847.509562000971,0,423.102237192374,0,322.170573527007,25911.96436113,20,8,7016,201709732,1,4,1,2,1.5,1681.9167733,0,0,0,36643,3,75,3,1,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1592.78237272035,0.0614689936479556,0.0434675756002607,24428.6666666667,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"9728",9789,NA,39,2,8,0,0,833.072729199759,0,1516.29368062309,36339.04,NA,1,7095,201709789,2,5,1,3,1.8,864.80646725,0,0,0,45910,3,128,2,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2349.36640982285,0.0646513064137867,0.051173304504963,25505.5555555556,7,4,"7","7_1","7_3","7_0_0",1,0,0,0,1,2,2,2,2,1,2,2,2,2,1,2,2
"9752",9813,NA,60,3,7,0,0,422.08669026842,0,1092.57846674376,25300.356658454,41,2,7122,201709813,1,4,0,1,1,1881.2345759,0,0,0,27161,3,71,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1514.66515701218,0.0598673440639448,0.0557661778657702,27161,7,4,"7","7_0","7_3","7_0_0",0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"9755",9817,2,47,2,1,0,0,793.396034339135,35.0185406007617,0,23367.3,31,2,7128,201709817,1,3,0,1,1,2644.934209,0,0,0,26779,2,50,4,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,828.414574939896,0.035451873983725,0.0309352318958847,26779,7,4,"7","7_0","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
"9828",9890,NA,36,2,7,0,0,331.447117927605,0,603.274063306727,24952.94,30,2,721,201709890,1,2,0,1,1,2488.3129086,0,0,0,24967,3,50,5,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,934.721181234332,0.0374593607500492,0.0374382657601767,24967,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"9872",9935,2,55,2,4,0,0,2221.50889614958,0,0,64872.5908753,31,1,7268,201709935,4,6,2,4,2.5,1530.2861704,0,0,0,66190,1,160,8,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2221.50889614958,0.0342441833473219,0.0335626060756848,26476,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"9885",9948,NA,28,3,99,0,0,1391.08771354128,47.6252152170359,0,43136.38,43,2,7290,201709948,2,3,0,2,1.5,3102.0507138,0,0,0,38572,3,51,4,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1438.71292875832,0.0333526579828516,0.0372994122357751,25714.6666666667,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"9989",10052,NA,54,2,1,0,0,423.144551647538,0,1680.88994883656,35079.68,50,1,7418,201710052,2,3,0,2,1.5,1635.3209173,0,0,0,40875,3,75,4,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2104.0345004841,0.0599787255894038,0.0514748501647486,27250,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"9995",10058,2,61,3,6,0,0,2115.72275823769,147.077870523199,0,41031.48,70,1,7425,201710058,0,4,0,2,1.5,2107.584538,0,0,0,37757,1,140,9,0,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,2262.80062876089,0.0551479163988453,0.0599306255465448,25171.3333333333,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"10001",10064,2,27,1,1,0,0,835.710489503889,0,0,13133.5,30,2,7432,201710064,1,2,0,1,1,3938.8266446,0,0,0,24220,1,60,9,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,835.710489503889,0.0636319708763002,0.0345049747937196,24220,7,4,"7","7_0","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10059",10122,2,85,2,4,0,0,846.289103295077,123.265262914681,0,25033.37665845,70,1,7505,201710122,0,5,0,2,1.5,4384.1578152,0,0,0,37699,1,130,9,0,0,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,969.554366209758,0.0387304669057694,0.0257183046290288,25132.6666666667,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"10097",10160,2,62,3,6,0,0,1660.84236521659,0,0,15973.93717192,71,1,7546,201710160,0,5,0,1,1,2745.6255538,0,0,0,26102,1,90,2,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1660.84236521659,0.1039720106159,0.0636289313162435,26102,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"10111",10174,2,66,2,4,0,0,453.822531641985,0,1249.46152863518,25754.5911913,41,1,7567,201710174,0,4,0,1,1,2758.526024,0,0,0,25230,1,110,2,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1703.28406027716,0.0661351619843431,0.0675102679459834,25230,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"10164",10227,NA,29,2,4,0,0,454.880393021104,0,0,49241.31677081,31,2,764,201710227,2,2,0,2,1.5,956.46690179,0,0,0,39290,3,55,3,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,454.880393021104,0.00923777881770121,0.0115775106393765,26193.3333333333,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"10233",10296,NA,35,3,5,0,0,435.838888196965,0,221.317176596814,21461.18,50,2,7733,201710296,1,1,0,1,1,2925.7603287,0,0,0,25945,3,35,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,657.156064793778,0.0306206865043664,0.0253288134435837,25945,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10311",10374,2,71,3,4,0,1336.15833113055,459.111838537579,0,567.300357732339,20147.2,50,1,7838,201710374,1,5,0,2,1.5,1688.9139481,0,0,0,37640,1,100,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2362.57052740047,0.117265452638603,0.0627675485494279,25093.3333333333,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10341",10404,1,71,4,5,640.717228872734,0,338.515641318031,49.0259568410663,0,12809.88,50,1,7880,201710404,0,4,0,1,1,2014.8457108,0,0,0,24592,1,82,2,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1028.25882703183,0.0802707618675453,0.041812736948269,24592,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"10348",10411,NA,74,2,2,0,0,279.275404087375,0,857.253873906645,18613.24,41,1,7888,201710411,0,2,0,2,1.5,2122.5328015,0,0,0,39931,3,50,3,0,1,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1136.52927799402,0.0610602602230466,0.0284623294681831,26620.6666666667,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"10370",10433,NA,62,3,5,0,0,317.358413735654,70.0370812015233,0,16048.26,42,2,7926,201710433,0,3,0,1,1,9005.3881165,0,0,0,25447,3,65,4,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,387.395494937177,0.0241394079443614,0.015223621446032,25447,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"10393",10457,NA,39,2,1,0,0,30.7390472271569,0,55.9488042582852,15938.6,20,2,796,201710457,1,3,0,1,1,9352.6826129,0,0,0,24067,3,65,4,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,86.6878514854421,0.00543886235211638,0.00360193840052529,24067,7,4,"7","7_0","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"10470",10534,NA,45,3,8,0,0,899.182172251019,0,0,31917.72,50,2,8060,201710534,2,3,2,4,2.3,1925.9656333,0,0,0,55080,3,85,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,899.182172251019,0.0281718798288543,0.0163250212826982,23947.8260869565,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,1,2,2,1,1,2,2,2,2,2,1,0,1
"10758",10824,2,51,3,1,0,0,660.10550057016,0,952.504304340717,46611.9,50,1,8401,201710824,2,4,1,3,2,2298.5256643,0,0,0,54217,2,85,7,0,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,1612.60980491088,0.0345965258852541,0.0297436192506202,27108.5,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10772",10839,2,66,2,2,0,0,2293.44346992966,49.0259568410663,0,24406.84,42,1,8419,201710839,0,4,0,2,1.5,1223.0347635,0,0,0,39211,1,82,8,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2342.46942677072,0.0959759406285584,0.0597401093257179,26140.6666666667,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
"10776",10843,2,53,3,5,0,0,613.559599888931,0,1491.78982959245,51363.18,50,1,8422,201710843,2,5,1,3,2,2190.2378987,0,0,0,53600,1,100,3,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2105.34942948138,0.0409894681264162,0.0392789072664436,26800,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"10861",10928,NA,38,2,1,0,0,203.109384790818,0,0,24187.42,20,2,8522,201710928,1,1,0,1,1,2332.0627592,0,0,0,27266,3,32,2,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,203.109384790818,0.00839731500055891,0.00744918157378488,27266,7,4,"7","7_0","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"10922",10989,NA,44,4,4,0,0,1146.09448858406,0,2086.03135059563,63060.85773016,20,2,8596,201710989,1,5,2,3,1.6,793.52029702,0,0,0,39024,5,100,8,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,3232.12583917969,0.0512540735333809,0.0828240528695083,24390,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11022",11089,NA,27,2,2,45.2005099733851,0,687.60989642725,0,0,50934.48,30,2,8719,201711089,2,3,0,2,1.5,2530.8963881,0,0,0,40583,3,70,3,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,732.810406400635,0.01438731496622,0.0180570782446008,27055.3333333333,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"11053",11120,2,47,2,9,0,0,647.411164020734,0,1344.71195906925,53321,41,1,8759,201711120,2,5,2,4,2.5,2210.794247,0,0,0,61770,2,95,9,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1992.12312308998,0.0373609482772263,0.0322506576508011,24708,7,4,"7","7_1","7_3","7_0_0",0,0,1,0,1,2,2,2,1,2,2,2,2,1,3,1,2
"11151",11218,NA,40,3,99,0,0,528.930689559423,0,732.587869367934,34441.52,43,2,8890,201711218,2,4,1,3,1.8,2169.0457371,0,0,0,45710,3,95,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1261.51855892736,0.0366278421779108,0.0275983058177063,25394.4444444444,7,4,"7","7_0","7_3","7_0_0",1,0,0,1,1,2,2,2,2,2,2,2,1,2,1,0,1
"11182",11249,NA,40,1,6,0,0,426.318135784895,0,1092.57846674376,61422.20816574,33,1,8936,201711249,2,3,1,3,1.8,2643.6092633,0,0,0,44863,3,80,9,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1518.89660252866,0.0247287853675027,0.0338563315544805,24923.8888888889,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11204",11271,2,65,3,2,0,0,401.987324065162,0,117.662296418559,42003.1,30,2,8963,201711271,2,4,1,3,2,2001.3408455,0,0,0,51670,2,92,7,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,519.649620483721,0.012371696862463,0.0100570857457658,25835,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"11206",11273,2,40,3,9,0,0,8050.32509509442,123.265262914681,0,37696.6,31,2,8966,201711273,1,3,0,1,1,3219.2698974,0,0,0,24520,2,70,7,0,0,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,8173.5903580091,0.216825664861263,0.33334381557949,24520,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"11279",11346,2,48,2,7,0,0,634.716827471308,1963.83975689071,0,39506.32,33,1,906,201711346,2,4,2,4,2.3,1682.6957948,0,0,0,55188,2,115,8,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2598.55658436202,0.0657757185271122,0.0470855364275209,23994.7826086957,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"11287",11354,2,67,1,4,0,0,165.02637514254,0,498.664018154846,14378.02,30,2,9069,201711354,0,3,0,1,1,2337.6080955,0,0,0,27229,1,74,9,0,1,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,663.690393297386,0.0461600688618729,0.0243743947004071,27229,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11318",11385,2,82,2,6,0,0,1148.59573634376,0,3123.80588504979,42196.70992105,41,2,9111,201711385,0,4,0,2,1.5,2073.2908547,0,0,0,39603,1,140,4,0,1,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,4272.40162139355,0.101249638405156,0.107880757048546,26402,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
"11369",11437,2,45,2,9,0,0,1104.40727980008,0,1630.46325037146,45402.78238259,31,1,9179,201711437,1,6,4,6,2.9,1662.7170326,0,0,0,69804,2,178,2,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2734.87053017154,0.0602357473849497,0.0391792809892204,24070.3448275862,7,4,"7","7_1","7_3","7_0_0",1,0,1,0,1,2,2,2,1,2,2,2,2,2,1,3,1
"11454",11523,2,85,2,1,0,0,200.993662032581,0,1235.45411239487,14630.72,50,1,9286,201711523,0,4,0,1,1,2862.8944249,0,0,0,25599,5,95,2,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1436.44777442745,0.0981802518555103,0.0561134331195536,25599,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"11471",11541,2,43,2,1,0,0,122.711919977786,0,63.033373081371,59036.44,20,1,9309,201711541,1,8,5,7,3.4,1841.3383813,0,0,0,85573,2,210,3,0,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,185.745293059157,0.00314628207695378,0.00217060630174421,25168.5294117647,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"11475",11545,2,31,2,5,0,445.38611037685,846.289103295077,0,0,33294.89883902,43,1,9314,201711545,1,4,0,1,1,2215.7374133,0,0,0,25856,2,95,3,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1291.67521367193,0.0387949883829695,0.0499564980535244,25856,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"11480",11551,NA,83,3,5,0,0,0,0,0,17160.13772277,70,2,9324,201711551,0,3,0,1,1,2558.3798684,0,0,0,25760,3,80,5,0,0,0,3,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,25760,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"11573",11644,2,54,2,1,0,0,1193.26763564606,105.055621802285,0,30433.2,42,1,9451,201711644,3,4,2,4,2.5,2731.4420333,0,0,0,59722,1,70,8,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1298.32325744834,0.0426614111381105,0.0217394470621939,23888.8,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"11611",11682,2,40,3,9,0,0,814.553261921512,0,0,45937.55,31,2,9502,201711682,1,3,2,3,1.6,661.74240186,0,0,0,43573,2,73,2,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,814.553261921512,0.0177317523882208,0.0186939908182019,27233.125,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"11624",11695,NA,35,2,1,0,0,1291.64874390411,0,0,14458.04,50,2,9519,201711695,1,2,0,1,1,4125.9163167,0,0,0,27047,3,62,7,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,1291.64874390411,0.0893377486785284,0.0477557120532448,27047,7,4,"7","7_0","7_3","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11656",11727,NA,24,3,4,0,0,368.135759933358,0,0,13942.72031599,NA,2,956,201711727,1,1,0,1,1,4035.389767,0,0,0,26170,3,28,7,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,368.135759933358,0.0264034386109838,0.0140670905591654,26170,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"11671",11742,NA,44,3,6,0,0,370.251482691596,0,2101.1124360457,25519.12,71,1,958,201711742,2,4,1,2,1.5,2229.7244789,0,0,0,38892,3,95,2,0,1,1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,2471.3639187373,0.0968436183825028,0.0635442743684381,25928,7,4,"7","7_1","7_3","7_0_0",0,0,0,1,1,2,2,1,2,1,2,2,2,2,3,4,1
"11682",11753,2,50,3,1,0,0,634.716827471308,392.207654728531,0,19882.46,50,1,9594,201711753,1,3,1,2,1.5,2603.9444475,0,0,0,39638,1,70,9,0,0,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,1026.92448219984,0.0516497698071485,0.0259075756143054,26425.3333333333,7,4,"7","7_1","7_3","7_1_0",0,0,0,0,1,2,2,1,1,1,2,2,2,1,2,0,2
"11719",11790,2,73,3,4,1884.86126589016,0,816.668984679749,231.122367965027,0,35077.8708753,50,1,9637,201711790,0,5,0,2,1.5,1415.0712134,0,0,0,40460,1,101,5,1,0,1,3,0,0,0,1,0,0,1,0,1,0,1,0,0,2932.65261853494,0.0836040656218949,0.0724827636810414,26973.3333333333,7,4,"7","7_1","7_3","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"11824",11896,2,70,2,2,0,0,216.861582719363,0,142.875645651108,20769.42,60,2,9759,201711896,0,3,0,1,1,2678.2434784,0,0,0,23976,1,55,2,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,359.737228370471,0.017320523556771,0.0150040552373403,23976,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,1,1,2,2,1,2,2,2,2,1,1,0,1
"11919",11991,2,76,2,3,0,0,380.830096482785,0,0,37949.64,30,2,9876,201711991,0,4,0,2,1.5,2021.9187979,0,0,0,36861,1,90,5,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,380.830096482785,0.0100351438507133,0.0103315183115701,24574,7,4,"7","7_0","7_3","7_0_1",0,0,0,0,1,1,2,2,1,2,2,2,2,2,3,0,1
"11937",12009,2,55,3,8,0,0,528.930689559423,0,860.055357154706,22560.92,70,1,9899,201712009,1,4,0,1,1,2208.0893525,0,0,0,24852,2,92,9,0,1,1,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1388.98604671413,0.0615660197684372,0.0558903125186757,24852,7,4,"7","7_1","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"11961",12033,NA,62,3,8,0,0,223.208750994077,0,296.957224294459,18106.38,71,2,9939,201712033,1,2,0,1,1,3137.1007287,0,0,0,25260,3,52,7,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,520.165975288535,0.0287283253355191,0.0205924772481605,25260,7,4,"7","7_0","7_3","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
