region,carburant,annee,prix_moyen_par_litre
11,Gazole,2018,1.49
11,Gazole,2019,1.5
11,Gazole,2020,1.33
11,Gazole,2021,1.5
11,SP95,2007,1.3
11,SP95,2008,1.38
11,SP95,2009,1.21
11,SP95,2010,1.36
11,SP95,2011,1.5
11,SP95,2012,1.59
11,SP95,2013,1.56
11,SP95,2014,1.51
11,SP95,2015,1.37
11,SP95,2016,1.33
11,SP95,2017,1.41
11,SP95,2018,1.54
11,SP95,2019,1.55
11,SP95,2020,1.39
11,SP95,2021,1.58
11,GPLc,2007,0.75
11,GPLc,2008,0.76
11,GPLc,2009,0.67
11,GPLc,2010,0.74
11,GPLc,2011,0.85
11,GPLc,2012,0.88
11,GPLc,2013,0.88
11,GPLc,2014,0.87
11,GPLc,2015,0.81
11,GPLc,2016,0.73
11,GPLc,2017,0.76
11,GPLc,2018,0.85
11,GPLc,2019,0.87
11,GPLc,2020,0.87
11,GPLc,2021,0.88
11,E85,2007,0.81
11,E85,2008,0.87
11,E85,2009,0.93
11,E85,2010,1.06
11,E85,2011,0.9
11,E85,2012,0.91
11,E85,2013,0.9
11,E85,2014,0.87
11,E85,2015,0.82
11,E85,2016,0.75
11,E85,2017,0.72
11,E85,2018,0.73
11,E85,2019,0.73
11,E85,2020,0.73
11,E85,2021,0.73
11,E10,2009,1.26
11,E10,2010,1.37
11,E10,2011,1.51
11,E10,2012,1.58
11,E10,2013,1.55
11,E10,2014,1.5
11,E10,2015,1.37
11,E10,2016,1.31
11,E10,2017,1.4
11,E10,2018,1.53
11,E10,2019,1.53
11,E10,2020,1.39
11,E10,2021,1.58
11,SP98,2013,1.6
11,SP98,2014,1.56
11,SP98,2015,1.43
11,SP98,2016,1.39
11,SP98,2017,1.48
11,SP98,2018,1.61
11,SP98,2019,1.61
11,SP98,2020,1.47
11,SP98,2021,1.67
04,Gazole,2011,1.45
04,Gazole,2012,1.51
04,Gazole,2013,1.48
04,Gazole,2014,1.39
04,Gazole,2015,1.21
04,Gazole,2016,1.13
04,Gazole,2017,1.33
04,Gazole,2018,
04,Gazole,2019,
04,Gazole,2020,
04,Gazole,2021,
04,SP95,2011,1.6
04,SP95,2012,1.66
04,SP95,2013,
04,SP95,2014,
04,SP95,2015,
04,SP95,2016,
04,SP95,2017,
04,SP95,2018,
04,SP95,2019,
04,SP95,2020,
04,SP95,2021,
04,GPLc,2011,0.89
04,GPLc,2012,0.95
04,GPLc,2013,0.95
04,GPLc,2014,0.94
04,GPLc,2015,
04,GPLc,2016,
04,GPLc,2017,
04,GPLc,2018,
04,GPLc,2019,
04,GPLc,2020,
04,GPLc,2021,
04,E10,2012,1.67
04,E10,2013,1.64
04,E10,2014,1.57
04,E10,2015,1.4
04,E10,2016,1.31
04,E10,2017,1.44
04,E10,2018,
04,E10,2019,
04,E10,2020,
04,E10,2021,
04,SP98,2013,1.68
04,SP98,2014,1.67
04,SP98,2015,
04,SP98,2016,1.32
04,SP98,2017,
04,SP98,2018,
04,SP98,2019,
04,SP98,2020,
04,SP98,2021,
84,Gazole,2016,1.13
84,Gazole,2017,1.26
84,Gazole,2018,1.46
84,Gazole,2019,1.46
84,Gazole,2020,1.29
84,Gazole,2021,1.46
84,SP95,2016,1.33
84,SP95,2017,1.41
84,SP95,2018,1.53
84,SP95,2019,1.53
84,SP95,2020,1.39
84,SP95,2021,1.58
84,SP98,2016,1.38
84,SP98,2017,1.46
84,SP98,2018,1.59
84,SP98,2019,1.58
84,SP98,2020,1.44
84,SP98,2021,1.63
84,GPLc,2016,0.73
84,GPLc,2017,0.77
84,GPLc,2018,0.85
84,GPLc,2019,0.88
84,GPLc,2020,0.87
84,GPLc,2021,0.88
84,E10,2016,1.3
84,E10,2017,1.37
84,E10,2018,1.5
84,E10,2019,1.49
84,E10,2020,1.36
84,E10,2021,1.55
84,E85,2016,0.81
84,E85,2017,0.74
84,E85,2018,0.72
84,E85,2019,0.71
84,E85,2020,0.71
84,E85,2021,0.72
27,Gazole,2016,1.13
27,Gazole,2017,1.25
27,Gazole,2018,1.46
27,Gazole,2019,1.47
27,Gazole,2020,1.29
27,Gazole,2021,1.46
27,SP95,2016,1.33
27,SP95,2017,1.4
27,SP95,2018,1.53
27,SP95,2019,1.53
27,SP95,2020,1.39
27,SP95,2021,1.58
27,E10,2016,1.3
27,E10,2017,1.37
27,E10,2018,1.5
27,E10,2019,1.5
27,E10,2020,1.36
27,E10,2021,1.55
27,SP98,2016,1.37
27,SP98,2017,1.45
27,SP98,2018,1.58
27,SP98,2019,1.58
27,SP98,2020,1.45
27,SP98,2021,1.63
27,GPLc,2016,0.73
27,GPLc,2017,0.77
27,GPLc,2018,0.89
27,GPLc,2019,0.89
27,GPLc,2020,0.9
27,GPLc,2021,0.9
27,E85,2016,0.86
27,E85,2017,0.71
27,E85,2018,0.75
27,E85,2019,0.7
27,E85,2020,0.7
27,E85,2021,0.7
32,Gazole,2016,1.11
32,Gazole,2017,1.24
32,Gazole,2018,1.44
32,Gazole,2019,1.45
32,Gazole,2020,1.27
32,Gazole,2021,1.43
32,SP95,2016,1.31
32,SP95,2017,1.39
32,SP95,2018,1.52
32,SP95,2019,1.52
32,SP95,2020,1.37
32,SP95,2021,1.56
32,SP98,2016,1.36
32,SP98,2017,1.44
32,SP98,2018,1.57
32,SP98,2019,1.57
32,SP98,2020,1.42
32,SP98,2021,1.61
32,E10,2016,1.3
32,E10,2017,1.36
32,E10,2018,1.49
32,E10,2019,1.49
32,E10,2020,1.35
32,E10,2021,1.53
32,E85,2016,0.74
32,E85,2017,0.64
32,E85,2018,0.65
32,E85,2019,0.64
32,E85,2020,0.64
32,E85,2021,0.67
32,GPLc,2016,0.71
32,GPLc,2017,0.75
32,GPLc,2018,0.83
32,GPLc,2019,0.85
32,GPLc,2020,0.84
32,GPLc,2021,0.85
44,Gazole,2016,1.12
44,Gazole,2017,1.25
44,Gazole,2018,1.46
44,Gazole,2019,1.46
44,Gazole,2020,1.28
44,Gazole,2021,1.45
44,SP95,2016,1.32
44,SP95,2017,1.4
44,SP95,2018,1.52
44,SP95,2019,1.53
44,SP95,2020,1.38
44,SP95,2021,1.57
44,E85,2016,0.76
44,E85,2017,0.7
44,E85,2018,0.73
44,E85,2019,0.7
44,E85,2020,0.7
44,E85,2021,0.7
44,SP98,2016,1.37
44,SP98,2017,1.45
44,SP98,2018,1.58
44,SP98,2019,1.58
44,SP98,2020,1.43
44,SP98,2021,1.62
44,E10,2016,1.29
44,E10,2017,1.36
44,E10,2018,1.49
44,E10,2019,1.49
44,E10,2020,1.35
44,E10,2021,1.54
44,GPLc,2016,0.7
44,GPLc,2017,0.74
44,GPLc,2018,0.83
44,GPLc,2019,0.86
44,GPLc,2020,0.86
44,GPLc,2021,0.87
76,Gazole,2016,1.13
76,Gazole,2017,1.25
76,Gazole,2018,1.46
76,Gazole,2019,1.46
76,Gazole,2020,1.28
76,Gazole,2021,1.45
76,GPLc,2016,0.73
76,GPLc,2017,0.76
76,GPLc,2018,0.84
76,GPLc,2019,0.87
76,GPLc,2020,0.87
76,GPLc,2021,0.89
76,E10,2016,1.29
76,E10,2017,1.36
76,E10,2018,1.49
76,E10,2019,1.49
76,E10,2020,1.35
76,E10,2021,1.54
76,SP98,2016,1.37
76,SP98,2017,1.45
76,SP98,2018,1.58
76,SP98,2019,1.57
76,SP98,2020,1.43
76,SP98,2021,1.62
76,SP95,2016,1.33
76,SP95,2017,1.41
76,SP95,2018,1.53
76,SP95,2019,1.53
76,SP95,2020,1.4
76,SP95,2021,1.58
76,E85,2016,0.77
76,E85,2017,0.73
76,E85,2018,0.71
76,E85,2019,0.7
76,E85,2020,0.68
76,E85,2021,0.7
28,Gazole,2016,1.12
28,Gazole,2017,1.24
28,Gazole,2018,1.44
28,Gazole,2019,1.45
28,Gazole,2020,1.27
28,Gazole,2021,1.44
28,GPLc,2016,0.73
28,GPLc,2017,0.76
28,GPLc,2018,0.84
28,GPLc,2019,0.87
28,GPLc,2020,0.87
28,GPLc,2021,0.87
28,E10,2016,1.29
28,E10,2017,1.36
28,E10,2018,1.49
28,E10,2019,1.5
28,E10,2020,1.35
28,E10,2021,1.53
28,SP98,2016,1.37
28,SP98,2017,1.44
28,SP98,2018,1.57
28,SP98,2019,1.57
28,SP98,2020,1.42
28,SP98,2021,1.61
28,SP95,2016,1.32
28,SP95,2017,1.39
28,SP95,2018,1.52
28,SP95,2019,1.52
28,SP95,2020,1.37
28,SP95,2021,1.56
28,E85,2016,0.8
28,E85,2017,0.68
28,E85,2018,0.67
28,E85,2019,0.68
28,E85,2020,0.65
28,E85,2021,0.67
75,Gazole,2016,1.12
75,Gazole,2017,1.25
75,Gazole,2018,1.45
75,Gazole,2019,1.45
75,Gazole,2020,1.28
75,Gazole,2021,1.44
75,SP95,2016,1.33
75,SP95,2017,1.4
75,SP95,2018,1.53
75,SP95,2019,1.53
75,SP95,2020,1.39
75,SP95,2021,1.57
75,E85,2016,0.78
75,E85,2017,0.69
75,E85,2018,0.68
75,E85,2019,0.72
75,E85,2020,0.68
75,E85,2021,0.69
75,SP98,2016,1.37
75,SP98,2017,1.45
75,SP98,2018,1.58
75,SP98,2019,1.58
75,SP98,2020,1.43
75,SP98,2021,1.62
75,E10,2016,1.29
75,E10,2017,1.36
75,E10,2018,1.49
75,E10,2019,1.5
75,E10,2020,1.35
75,E10,2021,1.53
75,GPLc,2016,0.71
75,GPLc,2017,0.75
75,GPLc,2018,0.84
75,GPLc,2019,0.87
75,GPLc,2020,0.87
75,GPLc,2021,0.87
