,identifiant_menage,depenses_gaz_prix_unitaire,depenses_electricite_prix_unitaire
3623,201706206,0.0,0.1449
3624,201706207,0.0,0.1449
3625,201706208,0.0708,0.1449
3626,201706209,0.0,0.1449
3627,201706211,0.0476,0.1449
3628,201706212,0.0476,0.1449
3629,201706213,0.0,0.1449
3630,201706214,0.0,0.1449
3631,201706215,0.0476,0.1449
3632,201706216,0.0,0.1449
3633,201706217,0.0,0.1449
3634,201706218,0.0,0.1449
3635,201706219,0.0476,0.1449
3636,201706220,0.0476,0.1449
3637,201706221,0.0476,0.1449
3638,201706222,0.0476,0.1449
3639,201706223,0.0,0.1449
3640,201706224,0.0476,0.1449
3641,201706225,0.0476,0.1449
3642,201706226,0.0708,0.1449
3643,201706227,0.0,0.1449
3644,201706228,0.0476,0.1449
3645,201706229,0.0,0.1449
3646,201706230,0.0,0.1449
3647,201706231,0.0476,0.1449
3648,201706232,0.0,0.1449
3649,201706234,0.0476,0.1449
3650,201706235,0.0,0.1449
3651,201706236,0.0,0.1449
3652,201706237,0.0476,0.1449
3653,201706238,0.0708,0.1449
3654,201706239,0.0476,0.1449
3655,201706240,0.0476,0.1449
3656,201706241,0.0,0.1449
3657,201706242,0.0,0.1449
3658,201706244,0.0476,0.1449
3659,201706245,0.0,0.1449
3660,201706246,0.0,0.1449
3661,201706247,0.0,0.1449
3662,201706248,0.0,0.1449
3663,201706249,0.0,0.1449
3664,201706250,0.0,0.1449
3665,201706251,0.0476,0.1449
3666,201706252,0.0,0.1449
3667,201706253,0.0476,0.1449
3668,201706254,0.0,0.1449
3669,201706255,0.0476,0.1449
3670,201706257,0.0,0.1449
3671,201706258,0.0,0.1449
3672,201706260,0.0,0.1449
3673,201706261,0.0476,0.1449
3674,201706263,0.0,0.1449
3675,201706264,0.0476,0.1449
3676,201706265,0.0476,0.1449
3677,201706266,0.0,0.1449
3678,201706267,0.0,0.1449
3679,201706268,0.0,0.1449
3680,201706269,0.0,0.1449
3681,201706270,0.0476,0.1449
3682,201706271,0.0,0.1449
3683,201706272,0.0,0.1449
3684,201706273,0.0,0.1449
3685,201706274,0.0,0.1449
3686,201706275,0.0476,0.1449
3687,201706276,0.0476,0.1449
3688,201706277,0.0476,0.1449
3689,201706278,0.0,0.1449
3690,201706279,0.0,0.1449
3691,201706280,0.0476,0.1449
3692,201706282,0.0476,0.1449
3693,201706283,0.0,0.1449
3694,201706284,0.0,0.1449
3695,201706285,0.0,0.1449
3696,201706286,0.0,0.1449
3697,201706287,0.0476,0.1449
3698,201706288,0.0,0.1449
3699,201706289,0.0,0.1449
3700,201706290,0.0,0.1449
3701,201706291,0.0476,0.1449
3702,201706292,0.0,0.1449
3703,201706293,0.0,0.1449
3704,201706294,0.0476,0.1449
3705,201706296,0.0476,0.1449
3706,201706297,0.0,0.1449
3707,201706298,0.0476,0.1449
3708,201706299,0.0,0.1449
3709,201706300,0.0,0.1449
3710,201706301,0.0476,0.1449
3711,201706303,0.0,0.1449
3712,201706304,0.0,0.1449
3713,201706305,0.0,0.1449
3714,201706306,0.0,0.1449
3715,201706307,0.0476,0.1449
3716,201706308,0.0,0.1449
3717,201706309,0.0,0.1449
3718,201706310,0.0476,0.1449
3719,201706311,0.0476,0.1449
3720,201706312,0.0476,0.1449
3721,201706313,0.0,0.1449
3722,201706314,0.0,0.1449
3723,201706315,0.0,0.1449
3724,201706317,0.0,0.1449
3725,201706318,0.0,0.1449
3726,201706319,0.0,0.1449
3727,201706320,0.0708,0.1564
3728,201706321,0.0,0.1449
3729,201706322,0.0,0.1449
3730,201706323,0.0476,0.1449
3731,201706324,0.0,0.1449
3732,201706325,0.0476,0.1449
3733,201706326,0.0476,0.1449
3734,201706327,0.0476,0.1449
3735,201706328,0.0,0.1449
3736,201706329,0.0476,0.1449
3737,201706330,0.0,0.1449
3738,201706331,0.0,0.1449
3739,201706332,0.0476,0.1449
3740,201706333,0.0476,0.1449
3741,201706335,0.0,0.1449
3742,201706336,0.0,0.1449
3743,201706337,0.0476,0.1449
3744,201706338,0.0,0.1449
3745,201706339,0.0,0.1449
3746,201706340,0.0,0.1449
3747,201706341,0.0,0.1449
3748,201706343,0.0,0.1449
3749,201706344,0.0476,0.1449
3750,201706345,0.0476,0.1449
3751,201706346,0.0476,0.1449
3752,201706347,0.0476,0.1449
3753,201706348,0.0476,0.1449
3754,201706349,0.0,0.1449
3755,201706350,0.0476,0.1449
3756,201706351,0.0,0.1449
3757,201706352,0.0476,0.1449
3758,201706354,0.0,0.1449
3759,201706356,0.0,0.1449
3760,201706357,0.0,0.1449
3761,201706358,0.0,0.1449
3762,201706359,0.0,0.1449
3763,201706360,0.0,0.1449
3764,201706361,0.0,0.1449
3765,201706362,0.0,0.1449
3766,201706363,0.0,0.1449
3767,201706364,0.0,0.1449
3768,201706365,0.0476,0.1449
3769,201706366,0.0476,0.1449
3770,201706368,0.0476,0.1449
3771,201706369,0.0,0.1449
3772,201706370,0.0476,0.1449
3773,201706371,0.0,0.1449
3774,201706372,0.0476,0.1449
3775,201706373,0.0708,0.1449
3776,201706374,0.0476,0.1449
3777,201706375,0.0,0.1449
3778,201706377,0.0,0.1449
3779,201706378,0.0,0.1449
3780,201706379,0.0,0.1449
3781,201706380,0.0,0.1449
3782,201706381,0.0476,0.1449
3783,201706382,0.0708,0.1449
3784,201706383,0.0,0.1449
3785,201706384,0.0476,0.1449
3786,201706385,0.0,0.1449
3787,201706386,0.0476,0.1449
3788,201706387,0.0,0.1449
3789,201706389,0.0,0.1449
3790,201706390,0.0476,0.1449
3791,201706391,0.0,0.1449
3792,201706392,0.0,0.1449
3793,201706393,0.0708,0.1449
3794,201706394,0.0,0.1449
3795,201706395,0.0,0.1449
3796,201706396,0.0,0.1449
3797,201706397,0.0476,0.1449
3798,201706398,0.0476,0.1449
3799,201706399,0.0476,0.1449
3800,201706400,0.0,0.1449
3801,201706401,0.0,0.1449
3802,201706402,0.0,0.1449
3803,201706403,0.0476,0.1449
3804,201706404,0.0476,0.1449
3805,201706405,0.0476,0.1449
3806,201706406,0.0,0.1449
3807,201706407,0.0476,0.1449
3808,201706408,0.0,0.1449
3809,201706409,0.0,0.1449
3810,201706410,0.0,0.1449
3811,201706411,0.0708,0.1449
3812,201706412,0.0476,0.1449
3813,201706413,0.0476,0.1449
3814,201706414,0.0,0.1564
3815,201706415,0.0708,0.1449
3816,201706416,0.0708,0.1449
3817,201706417,0.0,0.1449
3818,201706419,0.0476,0.1449
3819,201706420,0.0476,0.1449
3820,201706421,0.0,0.1449
3821,201706422,0.0,0.1449
3822,201706423,0.0,0.1449
3823,201706424,0.0708,0.1449
3824,201706425,0.0708,0.1449
3825,201706426,0.0,0.1449
3826,201706428,0.0,0.1449
3827,201706429,0.0476,0.1449
3828,201706430,0.0476,0.1449
3829,201706431,0.0,0.1449
3830,201706432,0.0,0.1449
3831,201706433,0.0,0.1449
3832,201706435,0.0476,0.1449
3833,201706436,0.0,0.1449
3834,201706437,0.0,0.1449
3835,201706438,0.0476,0.1449
3836,201706439,0.0476,0.1449
3837,201706441,0.0,0.1449
3838,201706442,0.0476,0.1564
3839,201706443,0.0,0.1449
3840,201706444,0.0,0.1449
3841,201706445,0.0,0.1449
3842,201706447,0.0,0.1449
3843,201706448,0.0476,0.1449
3844,201706449,0.0,0.1449
3845,201706450,0.0476,0.1449
3846,201706451,0.0,0.1449
3847,201706452,0.0476,0.1449
3848,201706453,0.0,0.1449
3849,201706455,0.0476,0.1449
3850,201706456,0.0,0.1449
3851,201706457,0.0476,0.1449
3852,201706458,0.0476,0.1449
3853,201706459,0.0,0.1449
3854,201706460,0.0476,0.1449
3855,201706461,0.0,0.1449
3856,201706462,0.0,0.1449
3857,201706463,0.0708,0.1449
3858,201706464,0.0,0.1449
3859,201706465,0.0,0.1449
3860,201706466,0.0476,0.1449
3861,201706467,0.0708,0.1449
3862,201706469,0.0,0.1449
3863,201706470,0.0476,0.1449
3864,201706471,0.0,0.1449
3865,201706472,0.0476,0.1449
3866,201706473,0.0476,0.1449
3867,201706474,0.0,0.1449
3868,201706475,0.0476,0.1449
3869,201706476,0.0,0.1449
3870,201706477,0.0,0.1564
3871,201706478,0.0,0.1449
3872,201706479,0.0476,0.1449
3873,201706480,0.0476,0.1449
3874,201706481,0.0476,0.1449
3875,201706483,0.0,0.1449
3876,201706484,0.0476,0.1449
3877,201706485,0.0,0.1449
3878,201706486,0.0,0.1449
3879,201706487,0.0,0.1449
3880,201706488,0.0476,0.1449
3881,201706489,0.0,0.1449
3882,201706490,0.0,0.1449
3883,201706491,0.0,0.1449
3884,201706493,0.0,0.1449
3885,201706494,0.0476,0.1449
3886,201706495,0.0,0.1449
3887,201706497,0.0,0.1449
3888,201706498,0.0,0.1449
3889,201706499,0.0476,0.1449
3890,201706500,0.0476,0.1449
3891,201706501,0.0,0.1449
3892,201706502,0.0476,0.1449
3893,201706503,0.0476,0.1449
3894,201706504,0.0,0.1449
3895,201706505,0.0,0.1449
3896,201706507,0.0,0.1564
3897,201706508,0.0708,0.1449
3898,201706509,0.0,0.1449
3899,201706510,0.0476,0.1449
3900,201706511,0.0476,0.1449
3901,201706512,0.0,0.1449
3902,201706513,0.0476,0.1449
3903,201706514,0.0476,0.1449
3904,201706515,0.0,0.1449
3905,201706516,0.0476,0.1449
3906,201706517,0.0476,0.1449
3907,201706518,0.0,0.1449
3908,201706519,0.0,0.1449
3909,201706521,0.0,0.1449
3910,201706522,0.0,0.1449
3911,201706523,0.0,0.1449
3912,201706524,0.0,0.1449
3913,201706525,0.0,0.1449
3914,201706526,0.0,0.1449
3915,201706527,0.0476,0.1449
3916,201706528,0.0,0.1449
3917,201706529,0.0708,0.1449
3918,201706530,0.0,0.1449
3919,201706531,0.0,0.1449
3920,201706533,0.0,0.1449
3921,201706534,0.0476,0.1449
3922,201706535,0.0,0.1449
3923,201706536,0.0476,0.1449
3924,201706537,0.0,0.1449
3925,201706538,0.0,0.1449
3926,201706540,0.0,0.1449
3927,201706541,0.0,0.1449
3928,201706542,0.0476,0.1449
3929,201706544,0.0476,0.1564
3930,201706545,0.0476,0.1449
3931,201706546,0.0476,0.1449
3932,201706547,0.0,0.1449
3933,201706548,0.0476,0.1449
3934,201706549,0.0476,0.1449
3935,201706550,0.0,0.1449
3936,201706551,0.0708,0.1449
3937,201706552,0.0476,0.1449
3938,201706553,0.0,0.1449
3939,201706554,0.0897,0.1449
3940,201706555,0.0,0.1564
3941,201706556,0.0476,0.1449
3942,201706557,0.0476,0.1449
3943,201706558,0.0,0.1449
3944,201706559,0.0,0.1449
3945,201706561,0.0476,0.1449
3946,201706562,0.0476,0.1449
3947,201706563,0.0476,0.1449
3948,201706564,0.0,0.1449
3949,201706565,0.0476,0.1449
3950,201706566,0.0476,0.1449
3951,201706567,0.0,0.1449
3952,201706568,0.0476,0.1449
3953,201706570,0.0476,0.1449
3954,201706571,0.0476,0.1449
3955,201706572,0.0,0.1449
3956,201706573,0.0,0.1449
3957,201706575,0.0476,0.1449
3958,201706576,0.0476,0.1449
3959,201706577,0.0476,0.1449
3960,201706578,0.0476,0.1449
3961,201706579,0.0,0.1449
3962,201706581,0.0476,0.1449
3963,201706582,0.0,0.1449
3964,201706583,0.0,0.1449
3965,201706584,0.0,0.1449
3966,201706585,0.0476,0.1449
3967,201706586,0.0476,0.1449
3968,201706587,0.0476,0.1449
3969,201706588,0.0476,0.1449
3970,201706589,0.0,0.1449
3971,201706590,0.0,0.1449
3972,201706592,0.0,0.1449
3973,201706593,0.0,0.1449
3974,201706594,0.0476,0.1449
3975,201706595,0.0476,0.1449
3976,201706596,0.0,0.1449
3977,201706598,0.0476,0.1449
3978,201706599,0.0,0.1449
3979,201706600,0.0,0.1449
3980,201706601,0.0476,0.1449
3981,201706603,0.0,0.1449
3982,201706604,0.0,0.1449
3983,201706605,0.0,0.1449
3984,201706606,0.0476,0.1449
3985,201706607,0.0,0.1449
3986,201706608,0.0476,0.1449
3987,201706609,0.0476,0.1449
3988,201706610,0.0476,0.1449
3989,201706611,0.0,0.1449
3990,201706612,0.0476,0.1449
3991,201706613,0.0,0.1449
3992,201706615,0.0476,0.1449
3993,201706616,0.0,0.1449
3994,201706617,0.0476,0.1449
3995,201706618,0.0476,0.1449
3996,201706619,0.0,0.1449
3997,201706620,0.0476,0.1449
3998,201706621,0.0,0.1449
3999,201706622,0.0,0.1449
4000,201706623,0.0,0.1449
4001,201706625,0.0,0.1449
4002,201706626,0.0476,0.1449
4003,201706627,0.0,0.1449
4004,201706628,0.0476,0.1449
4005,201706630,0.0476,0.1449
4006,201706631,0.0,0.1449
4007,201706632,0.0,0.1449
4008,201706633,0.0,0.1449
4009,201706634,0.0,0.1449
4010,201706635,0.0,0.1449
4011,201706636,0.0,0.1449
4012,201706637,0.0476,0.1449
4013,201706638,0.0708,0.1449
4014,201706639,0.0,0.1449
4015,201706640,0.0476,0.1449
4016,201706641,0.0,0.1449
4017,201706642,0.0,0.1449
4018,201706643,0.0476,0.1449
4019,201706645,0.0,0.1449
4020,201706646,0.0476,0.1449
4021,201706647,0.0476,0.1449
4022,201706648,0.0,0.1449
4023,201706649,0.0708,0.1449
4024,201706650,0.0476,0.1449
4025,201706651,0.0,0.1449
4026,201706653,0.0476,0.1449
4027,201706654,0.0,0.1449
4028,201706655,0.0,0.1449
4029,201706656,0.0,0.1449
4030,201706657,0.0,0.1449
4031,201706658,0.0,0.1449
4032,201706659,0.0476,0.1449
4033,201706660,0.0,0.1449
4034,201706661,0.0,0.1449
4035,201706663,0.0476,0.1449
4036,201706664,0.0,0.1449
4037,201706665,0.0,0.1449
4038,201706666,0.0,0.1449
4039,201706667,0.0,0.1449
4040,201706668,0.0476,0.1449
4041,201706669,0.0476,0.1449
4042,201706670,0.0,0.1449
4043,201706672,0.0,0.1449
4044,201706673,0.0476,0.1449
4045,201706674,0.0,0.1449
4046,201706675,0.0476,0.1449
4047,201706676,0.0708,0.1449
4048,201706677,0.0,0.1449
4049,201706678,0.0,0.1449
4050,201706679,0.0,0.1449
4051,201706680,0.0476,0.1449
4052,201706681,0.0,0.1449
4053,201706682,0.0476,0.1449
4054,201706683,0.0708,0.1449
4055,201706684,0.0,0.1449
4056,201706685,0.0,0.1449
4057,201706686,0.0476,0.1449
4058,201706687,0.0,0.1449
4059,201706688,0.0,0.1449
4060,201706689,0.0476,0.1449
4061,201706690,0.0476,0.1449
4062,201706691,0.0476,0.1449
4063,201706693,0.0476,0.1449
4064,201706694,0.0476,0.1449
4065,201706695,0.0,0.1449
4066,201706696,0.0476,0.1449
4067,201706697,0.0476,0.1449
4068,201706698,0.0476,0.1449
4069,201706699,0.0476,0.1449
4070,201706700,0.0,0.1449
4071,201706701,0.0,0.1449
4072,201706702,0.0,0.1449
4073,201706703,0.0476,0.1449
4074,201706704,0.0,0.1449
4075,201706705,0.0,0.1449
4076,201706707,0.0,0.1449
4077,201706708,0.0,0.1449
4078,201706709,0.0,0.1449
4079,201706710,0.0708,0.1449
4080,201706711,0.0476,0.1449
4081,201706712,0.0708,0.1449
4082,201706713,0.0476,0.1449
4083,201706714,0.0,0.1449
4084,201706715,0.0,0.1449
4085,201706716,0.0,0.1449
4086,201706717,0.0,0.1449
4087,201706718,0.0476,0.1449
4088,201706719,0.0708,0.1449
4089,201706720,0.0,0.1449
4090,201706721,0.0476,0.1449
4091,201706722,0.0476,0.1449
4092,201706723,0.0,0.1449
4093,201706724,0.0,0.1449
4094,201706725,0.0,0.1449
4095,201706726,0.0,0.1449
4096,201706727,0.0708,0.1449
4097,201706728,0.0476,0.1449
4098,201706729,0.0476,0.1449
4099,201706730,0.0476,0.1449
4100,201706731,0.0476,0.1449
4101,201706732,0.0476,0.1449
4102,201706733,0.0,0.1449
4103,201706734,0.0476,0.1449
4104,201706735,0.0,0.1449
4105,201706736,0.0,0.1449
4106,201706738,0.0,0.1449
4107,201706739,0.0,0.1449
4108,201706740,0.0,0.1449
4109,201706741,0.0476,0.1449
4110,201706742,0.0,0.1449
4111,201706744,0.0,0.1449
4112,201706745,0.0,0.1449
4113,201706746,0.0,0.1449
4114,201706747,0.0,0.1449
4115,201706749,0.0,0.1449
4116,201706750,0.0,0.1449
4117,201706752,0.0,0.1449
4118,201706753,0.0,0.1449
4119,201706754,0.0476,0.1449
4120,201706755,0.0,0.1449
4121,201706756,0.0,0.1564
4122,201706757,0.0,0.1449
4123,201706758,0.0,0.1449
4124,201706759,0.0,0.1449
4125,201706760,0.0476,0.1449
4126,201706761,0.0476,0.1449
4127,201706762,0.0476,0.1449
4128,201706763,0.0,0.1449
4129,201706764,0.0,0.1449
4130,201706765,0.0,0.1449
4131,201706766,0.0,0.1449
4132,201706767,0.0,0.1449
4133,201706768,0.0,0.1449
4134,201706769,0.0,0.1449
4135,201706771,0.0,0.1449
4136,201706772,0.0,0.1449
4137,201706773,0.0708,0.1449
4138,201706774,0.0,0.1449
4139,201706775,0.0,0.1449
4140,201706777,0.0,0.1449
4141,201706778,0.0476,0.1449
4142,201706779,0.0476,0.1449
4143,201706780,0.0,0.1449
4144,201706781,0.0476,0.1449
4145,201706782,0.0,0.1449
4146,201706784,0.0,0.1449
4147,201706785,0.0476,0.1449
4148,201706786,0.0,0.1449
4149,201706787,0.0,0.1449
4150,201706788,0.0,0.1449
4151,201706789,0.0,0.1449
4152,201706790,0.0,0.1449
4153,201706791,0.0,0.1449
4154,201706792,0.0708,0.1449
4155,201706793,0.0,0.1449
4156,201706794,0.0,0.1449
4157,201706795,0.0,0.1449
4158,201706797,0.0476,0.1449
4159,201706798,0.0708,0.1449
4160,201706799,0.0,0.1449
4161,201706800,0.0,0.1449
4162,201706801,0.0,0.1449
4163,201706802,0.0,0.1449
4164,201706803,0.0,0.1449
4165,201706804,0.0,0.1449
4166,201706805,0.0476,0.1449
4167,201706806,0.0,0.1449
4168,201706808,0.0,0.1564
4169,201706809,0.0,0.1449
4170,201706810,0.0476,0.1449
4171,201706811,0.0476,0.1449
4172,201706812,0.0,0.1449
4173,201706813,0.0,0.1449
4174,201706814,0.0,0.1564
4175,201706815,0.0,0.1449
4176,201706816,0.0,0.1449
4177,201706818,0.0,0.1449
4178,201706819,0.0,0.1449
4179,201706820,0.0476,0.1449
4180,201706821,0.0,0.1449
4181,201706822,0.0,0.1449
4182,201706823,0.0,0.1449
4183,201706824,0.0,0.1449
4184,201706825,0.0,0.1449
4185,201706826,0.0476,0.1449
4186,201706827,0.0,0.1564
4187,201706828,0.0708,0.1449
4188,201706829,0.0,0.1449
4189,201706830,0.0,0.1449
4190,201706831,0.0476,0.1449
4191,201706832,0.0476,0.1449
4192,201706833,0.0,0.1564
4193,201706834,0.0,0.1449
4194,201706835,0.0,0.1449
4195,201706836,0.0476,0.1449
4196,201706837,0.0,0.1449
4197,201706838,0.0476,0.1449
4198,201706840,0.0,0.1449
4199,201706841,0.0,0.1449
4200,201706842,0.0476,0.1449
4201,201706843,0.0,0.1449
4202,201706844,0.0,0.1449
4203,201706848,0.0476,0.1449
4204,201706849,0.0,0.1449
4205,201706850,0.0476,0.1449
4206,201706852,0.0,0.1449
4207,201706853,0.0476,0.1449
4208,201706854,0.0,0.1449
4209,201706856,0.0,0.1449
4210,201706857,0.0,0.1449
4211,201706858,0.0897,0.1449
4212,201706859,0.0708,0.1449
4213,201706860,0.0,0.1449
4214,201706861,0.0,0.1449
4215,201706862,0.0,0.1449
4216,201706863,0.0,0.1449
4217,201706864,0.0,0.1449
4218,201706865,0.0,0.1449
4219,201706866,0.0,0.1449
4220,201706867,0.0476,0.1449
4221,201706868,0.0476,0.1449
4222,201706869,0.0476,0.1449
4223,201706870,0.0,0.1449
4224,201706871,0.0,0.1449
4225,201706872,0.0476,0.1449
4226,201706873,0.0,0.1449
4227,201706875,0.0,0.1449
4228,201706876,0.0,0.1449
4229,201706877,0.0476,0.1449
4230,201706878,0.0,0.1449
4231,201706879,0.0,0.1449
4232,201706880,0.0,0.1449
4233,201706881,0.0,0.1449
4234,201706882,0.0476,0.1449
4235,201706883,0.0,0.1449
4236,201706884,0.0476,0.1449
4237,201706885,0.0,0.1449
4238,201706886,0.0,0.1449
4239,201706887,0.0708,0.1449
4240,201706888,0.0,0.1449
4241,201706890,0.0,0.1449
4242,201706891,0.0,0.1449
4243,201706892,0.0476,0.1449
4244,201706893,0.0476,0.1449
4245,201706894,0.0476,0.1449
4246,201706895,0.0476,0.1449
4247,201706896,0.0476,0.1449
4248,201706897,0.0476,0.1449
4249,201706899,0.0,0.1449
4250,201706900,0.0,0.1449
4251,201706901,0.0476,0.1449
4252,201706903,0.0476,0.1449
4253,201706904,0.0,0.1449
4254,201706905,0.0,0.1449
4255,201706906,0.0,0.1449
4256,201706908,0.0,0.1449
4257,201706909,0.0,0.1449
4258,201706910,0.0708,0.1449
4259,201706911,0.0708,0.1449
4260,201706912,0.0,0.1449
4261,201706913,0.0708,0.1449
4262,201706914,0.0,0.1449
4263,201706915,0.0476,0.1449
4264,201706916,0.0,0.1449
4265,201706917,0.0,0.1449
4266,201706918,0.0,0.1449
4267,201706920,0.0,0.1449
4268,201706921,0.0476,0.1449
4269,201706922,0.0,0.1564
4270,201706923,0.0,0.1449
4271,201706924,0.0,0.1449
4272,201706926,0.0,0.1449
4273,201706927,0.0,0.1449
4274,201706928,0.0476,0.1449
4275,201706929,0.0,0.1449
4276,201706930,0.0476,0.1449
4277,201706931,0.0,0.1449
4278,201706932,0.0,0.1449
4279,201706933,0.0,0.1449
4280,201706934,0.0,0.1449
4281,201706935,0.0,0.1449
4282,201706937,0.0476,0.1449
4283,201706938,0.0476,0.1449
4284,201706939,0.0,0.1449
4285,201706940,0.0476,0.1449
4286,201706943,0.0,0.1564
4287,201706944,0.0,0.1449
4288,201706945,0.0476,0.1449
4289,201706946,0.0476,0.1449
4290,201706947,0.0,0.1449
4291,201706948,0.0,0.1449
4292,201706949,0.0,0.1449
4293,201706950,0.0476,0.1449
4294,201706951,0.0476,0.1564
4295,201706952,0.0476,0.1449
4296,201706954,0.0476,0.1449
4297,201706955,0.0476,0.1449
4298,201706956,0.0,0.1449
4299,201706957,0.0476,0.1449
4300,201706958,0.0476,0.1449
4301,201706959,0.0476,0.1449
4302,201706960,0.0476,0.1449
4303,201706961,0.0,0.1449
4304,201706962,0.0,0.1449
4305,201706963,0.0,0.1449
4306,201706964,0.0476,0.1449
4307,201706965,0.0708,0.1449
4308,201706967,0.0476,0.1449
4309,201706968,0.0,0.1449
4310,201706969,0.0,0.1449
4311,201706970,0.0,0.1449
4312,201706971,0.0,0.1449
4313,201706972,0.0,0.1449
4314,201706974,0.0476,0.1449
4315,201706975,0.0476,0.1449
4316,201706976,0.0476,0.1449
4317,201706977,0.0,0.1449
4318,201706978,0.0,0.1449
4319,201706979,0.0,0.1449
4320,201706981,0.0,0.1449
4321,201706982,0.0,0.1449
4322,201706983,0.0,0.1449
4323,201706984,0.0,0.1449
4324,201706985,0.0476,0.1449
4325,201706986,0.0897,0.1449
4326,201706987,0.0,0.1449
4327,201706988,0.0,0.1449
4328,201706990,0.0476,0.1449
4329,201706991,0.0476,0.1449
4330,201706992,0.0,0.1449
4331,201706993,0.0897,0.1449
4332,201706994,0.0,0.1449
4333,201706995,0.0,0.1449
4334,201706996,0.0,0.1449
4335,201706997,0.0,0.1564
4336,201706999,0.0,0.1564
4337,201707000,0.0,0.1564
4338,201707001,0.0476,0.1449
4339,201707002,0.0,0.1449
4340,201707003,0.0,0.1449
4341,201707005,0.0,0.1449
4342,201707006,0.0,0.1449
4343,201707007,0.0,0.1564
4344,201707008,0.0476,0.1449
4345,201707009,0.0476,0.1449
4346,201707010,0.0708,0.1449
4347,201707011,0.0,0.1449
4348,201707012,0.0,0.1449
4349,201707013,0.0476,0.1449
4350,201707014,0.0,0.1449
4351,201707015,0.0476,0.1449
4352,201707016,0.0,0.1449
4353,201707017,0.0476,0.1449
4354,201707018,0.0,0.1449
4355,201707019,0.0,0.1449
4356,201707020,0.0,0.1449
4357,201707021,0.0,0.1449
4358,201707022,0.0,0.1449
4359,201707023,0.0476,0.1449
4360,201707024,0.0,0.1449
4361,201707025,0.0476,0.1449
4362,201707027,0.0,0.1449
4363,201707028,0.0,0.1449
4364,201707029,0.0,0.1449
4365,201707030,0.0897,0.1564
4366,201707031,0.0,0.1449
4367,201707033,0.0476,0.1449
4368,201707034,0.0,0.1449
4369,201707035,0.0708,0.1449
4370,201707036,0.0476,0.1449
4371,201707037,0.0,0.1449
4372,201707038,0.0476,0.1449
4373,201707039,0.0,0.1449
4374,201707040,0.0,0.1449
4375,201707041,0.0,0.1449
4376,201707042,0.0708,0.1449
4377,201707043,0.0708,0.1449
4378,201707044,0.0708,0.1449
4379,201707045,0.0476,0.1449
4380,201707046,0.0,0.1449
4381,201707047,0.0476,0.1449
4382,201707048,0.0,0.1449
4383,201707049,0.0476,0.1449
4384,201707050,0.0,0.1449
4385,201707051,0.0476,0.1449
4386,201707052,0.0476,0.1449
4387,201707053,0.0,0.1449
4388,201707054,0.0,0.1449
4389,201707055,0.0476,0.1449
4390,201707056,0.0708,0.1449
4391,201707057,0.0,0.1449
4392,201707058,0.0476,0.1449
4393,201707059,0.0476,0.1449
4394,201707061,0.0476,0.1449
4395,201707062,0.0,0.1449
4396,201707063,0.0,0.1449
4397,201707064,0.0,0.1449
4398,201707065,0.0708,0.1449
4399,201707066,0.0,0.1449
4400,201707067,0.0,0.1449
4401,201707068,0.0,0.1449
4402,201707069,0.0,0.1449
4403,201707070,0.0,0.1449
4404,201707071,0.0476,0.1449
4405,201707072,0.0,0.1449
4406,201707073,0.0,0.1449
4407,201707074,0.0,0.1564
4408,201707075,0.0,0.1449
4409,201707076,0.0476,0.1449
4410,201707077,0.0,0.1449
4411,201707078,0.0476,0.1449
4412,201707079,0.0476,0.1449
4413,201707080,0.0,0.1564
4414,201707081,0.0,0.1449
4415,201707082,0.0,0.1449
4416,201707083,0.0476,0.1449
4417,201707084,0.0,0.1449
4418,201707085,0.0476,0.1449
4419,201707086,0.0897,0.1564
4420,201707087,0.0476,0.1449
4421,201707088,0.0,0.1449
4422,201707089,0.0476,0.1449
4423,201707090,0.0,0.1449
4424,201707091,0.0476,0.1449
4425,201707092,0.0,0.1449
4426,201707093,0.0,0.1449
4427,201707094,0.0,0.1449
4428,201707095,0.0476,0.1449
4429,201707096,0.0,0.1449
4430,201707097,0.0,0.1449
4431,201707098,0.0476,0.1449
4432,201707099,0.0476,0.1449
4433,201707100,0.0476,0.1449
4434,201707101,0.0,0.1449
4435,201707102,0.0,0.1449
4436,201707103,0.0,0.1449
4437,201707104,0.0,0.1449
4438,201707105,0.0,0.1449
4439,201707106,0.0,0.1449
4440,201707107,0.0476,0.1449
4441,201707108,0.0476,0.1449
4442,201707109,0.0476,0.1449
4443,201707110,0.0,0.1564
4444,201707111,0.0,0.1449
4445,201707112,0.0,0.1564
4446,201707113,0.0,0.1449
4447,201707114,0.0,0.1449
4448,201707115,0.0,0.1449
4449,201707116,0.0,0.1449
4450,201707117,0.0476,0.1449
4451,201707118,0.0476,0.1449
4452,201707119,0.0,0.1449
4453,201707120,0.0,0.1449
4454,201707122,0.0476,0.1449
4455,201707123,0.0,0.1449
4456,201707124,0.0,0.1449
4457,201707125,0.0,0.1449
4458,201707126,0.0476,0.1449
4459,201707127,0.0,0.1449
4460,201707129,0.0476,0.1449
4461,201707130,0.0476,0.1449
4462,201707131,0.0,0.1449
4463,201707132,0.0,0.1449
4464,201707134,0.0476,0.1564
4465,201707135,0.0476,0.1449
4466,201707136,0.0,0.1449
4467,201707138,0.0708,0.1449
4468,201707139,0.0,0.1449
4469,201707140,0.0476,0.1449
4470,201707141,0.0476,0.1449
4471,201707142,0.0,0.1449
4472,201707143,0.0,0.1449
