,identifiant_menage,depenses_gaz_prix_unitaire,depenses_electricite_prix_unitaire
1855,201704241,0.0,0.1449
1856,201704242,0.0,0.1449
1857,201704243,0.0708,0.1449
1858,201704244,0.0,0.1449
1859,201704245,0.0476,0.1449
1860,201704246,0.0,0.1449
1861,201704247,0.0,0.1449
1862,201704248,0.0476,0.1449
1863,201704249,0.0,0.1449
1864,201704250,0.0,0.1449
1865,201704251,0.0,0.1449
1866,201704253,0.0,0.1449
1867,201704254,0.0,0.1449
1868,201704255,0.0476,0.1449
1869,201704256,0.0476,0.1449
1870,201704257,0.0,0.1449
1871,201704258,0.0476,0.1449
1872,201704260,0.0,0.1449
1873,201704261,0.0476,0.1449
1874,201704262,0.0476,0.1449
1875,201704263,0.0,0.1449
1876,201704264,0.0476,0.1449
1877,201704265,0.0476,0.1449
1878,201704266,0.0476,0.1449
1879,201704267,0.0,0.1449
1880,201704268,0.0,0.1449
1881,201704269,0.0476,0.1449
1882,201704270,0.0,0.1449
1883,201704271,0.0,0.1449
1884,201704272,0.0,0.1449
1885,201704273,0.0708,0.1449
1886,201704274,0.0,0.1449
1887,201704275,0.0,0.1449
1888,201704277,0.0,0.1449
1889,201704279,0.0,0.1449
1890,201704280,0.0,0.1449
1891,201704281,0.0476,0.1449
1892,201704282,0.0,0.1449
1893,201704283,0.0,0.1449
1894,201704284,0.0,0.1449
1895,201704285,0.0,0.1449
1896,201704287,0.0,0.1449
1897,201704288,0.0,0.1449
1898,201704289,0.0,0.1449
1899,201704290,0.0476,0.1449
1900,201704291,0.0,0.1449
1901,201704292,0.0,0.1449
1902,201704293,0.0476,0.1449
1903,201704294,0.0476,0.1449
1904,201704295,0.0476,0.1449
1905,201704296,0.0476,0.1449
1906,201704297,0.0,0.1449
1907,201704299,0.0,0.1449
1908,201704300,0.0,0.1449
1909,201704301,0.0,0.1449
1910,201704302,0.0,0.1449
1911,201704303,0.0,0.1449
1912,201704304,0.0,0.1449
1913,201704305,0.0,0.1449
1914,201704306,0.0,0.1449
1915,201704307,0.0,0.1449
1916,201704308,0.0476,0.1449
1917,201704309,0.0,0.1449
1918,201704310,0.0,0.1449
1919,201704311,0.0,0.1449
1920,201704312,0.0476,0.1449
1921,201704313,0.0,0.1449
1922,201704315,0.0,0.1449
1923,201704316,0.0,0.1449
1924,201704317,0.0476,0.1449
1925,201704318,0.0476,0.1449
1926,201704319,0.0476,0.1449
1927,201704320,0.0476,0.1449
1928,201704321,0.0476,0.1449
1929,201704322,0.0,0.1449
1930,201704323,0.0,0.1449
1931,201704325,0.0,0.1449
1932,201704326,0.0,0.1449
1933,201704327,0.0,0.1449
1934,201704328,0.0708,0.1449
1935,201704329,0.0,0.1449
1936,201704331,0.0,0.1449
1937,201704332,0.0476,0.1449
1938,201704333,0.0476,0.1449
1939,201704334,0.0476,0.1449
1940,201704335,0.0,0.1449
1941,201704336,0.0476,0.1449
1942,201704337,0.0897,0.1564
1943,201704338,0.0476,0.1449
1944,201704339,0.0708,0.1449
1945,201704340,0.0476,0.1449
1946,201704341,0.0476,0.1449
1947,201704343,0.0476,0.1449
1948,201704344,0.0476,0.1449
1949,201704345,0.0,0.1449
1950,201704346,0.0476,0.1449
1951,201704347,0.0476,0.1449
1952,201704349,0.0,0.1449
1953,201704350,0.0,0.1449
1954,201704351,0.0,0.1449
1955,201704352,0.0476,0.1449
1956,201704353,0.0,0.1449
1957,201704355,0.0476,0.1449
1958,201704356,0.0,0.1449
1959,201704357,0.0,0.1449
1960,201704358,0.0,0.1449
1961,201704359,0.0,0.1449
1962,201704360,0.0476,0.1449
1963,201704362,0.0,0.1449
1964,201704363,0.0,0.1449
1965,201704364,0.0,0.1449
1966,201704365,0.0,0.1449
1967,201704366,0.0476,0.1449
1968,201704367,0.0476,0.1449
1969,201704368,0.0476,0.1449
1970,201704370,0.0,0.1449
1971,201704371,0.0476,0.1449
1972,201704372,0.0476,0.1449
1973,201704373,0.0476,0.1449
1974,201704374,0.0,0.1449
1975,201704376,0.0,0.1449
1976,201704377,0.0476,0.1449
1977,201704378,0.0,0.1449
1978,201704379,0.0476,0.1449
1979,201704380,0.0,0.1449
1980,201704382,0.0,0.1449
1981,201704383,0.0,0.1449
1982,201704384,0.0,0.1449
1983,201704385,0.0476,0.1449
1984,201704386,0.0,0.1449
1985,201704387,0.0,0.1449
1986,201704388,0.0,0.1449
1987,201704390,0.0,0.1449
1988,201704391,0.0476,0.1449
1989,201704392,0.0476,0.1449
1990,201704393,0.0476,0.1449
1991,201704394,0.0476,0.1449
1992,201704395,0.0,0.1449
1993,201704396,0.0897,0.1564
1994,201704397,0.0476,0.1449
1995,201704398,0.0476,0.1449
1996,201704399,0.0476,0.1449
1997,201704400,0.0476,0.1449
1998,201704401,0.0,0.1449
1999,201704402,0.0476,0.1449
2000,201704403,0.0476,0.1449
2001,201704404,0.0,0.1449
2002,201704405,0.0,0.1449
2003,201704406,0.0,0.1449
2004,201704407,0.0,0.1449
2005,201704408,0.0476,0.1449
2006,201704410,0.0,0.1449
2007,201704411,0.0476,0.1449
2008,201704412,0.0,0.1449
2009,201704413,0.0,0.1449
2010,201704414,0.0,0.1449
2011,201704415,0.0476,0.1449
2012,201704416,0.0476,0.1449
2013,201704417,0.0476,0.1449
2014,201704418,0.0,0.1449
2015,201704419,0.0476,0.1449
2016,201704421,0.0476,0.1449
2017,201704422,0.0,0.1449
2018,201704423,0.0,0.1449
2019,201704424,0.0476,0.1449
2020,201704425,0.0476,0.1449
2021,201704426,0.0,0.1449
2022,201704427,0.0476,0.1449
2023,201704428,0.0,0.1449
2024,201704429,0.0,0.1449
2025,201704430,0.0,0.1449
2026,201704431,0.0,0.1449
2027,201704432,0.0,0.1449
2028,201704433,0.0,0.1449
2029,201704435,0.0,0.1449
2030,201704436,0.0,0.1449
2031,201704437,0.0,0.1449
2032,201704438,0.0,0.1449
2033,201704439,0.0476,0.1449
2034,201704440,0.0,0.1449
2035,201704441,0.0,0.1449
2036,201704442,0.0476,0.1449
2037,201704443,0.0708,0.1449
2038,201704444,0.0476,0.1449
2039,201704447,0.0708,0.1449
2040,201704448,0.0,0.1449
2041,201704449,0.0476,0.1449
2042,201704451,0.0708,0.1449
2043,201704452,0.0476,0.1449
2044,201704453,0.0,0.1449
2045,201704454,0.0476,0.1449
2046,201704455,0.0,0.1449
2047,201704456,0.0476,0.1449
2048,201704457,0.0,0.1449
2049,201704458,0.0,0.1449
2050,201704459,0.0476,0.1449
2051,201704460,0.0476,0.1449
2052,201704461,0.0,0.1449
2053,201704462,0.0,0.1449
2054,201704463,0.0,0.1449
2055,201704464,0.0,0.1449
2056,201704466,0.0,0.1449
2057,201704467,0.0,0.1449
2058,201704468,0.0,0.1449
2059,201704469,0.0476,0.1449
2060,201704470,0.0476,0.1449
2061,201704471,0.0476,0.1449
2062,201704472,0.0476,0.1449
2063,201704473,0.0476,0.1449
2064,201704474,0.0476,0.1449
2065,201704475,0.0,0.1449
2066,201704476,0.0476,0.1449
2067,201704477,0.0897,0.1564
2068,201704478,0.0476,0.1449
2069,201704479,0.0,0.1449
2070,201704480,0.0476,0.1449
2071,201704481,0.0,0.1449
2072,201704483,0.0,0.1449
2073,201704484,0.0476,0.1449
2074,201704485,0.0,0.1449
2075,201704486,0.0476,0.1564
2076,201704487,0.0476,0.1449
2077,201704488,0.0,0.1449
2078,201704489,0.0,0.1449
2079,201704490,0.0476,0.1449
2080,201704491,0.0,0.1564
2081,201704492,0.0,0.1449
2082,201704493,0.0,0.1449
2083,201704494,0.0,0.1449
2084,201704495,0.0,0.1449
2085,201704496,0.0476,0.1449
2086,201704497,0.0476,0.1449
2087,201704499,0.0,0.1449
2088,201704500,0.0476,0.1449
2089,201704502,0.0,0.1449
2090,201704503,0.0,0.1449
2091,201704504,0.0,0.1449
2092,201704505,0.0476,0.1449
2093,201704507,0.0,0.1449
2094,201704508,0.0,0.1449
2095,201704509,0.0,0.1449
2096,201704510,0.0,0.1449
2097,201704511,0.0476,0.1449
2098,201704513,0.0,0.1449
2099,201704514,0.0476,0.1449
2100,201704515,0.0476,0.1449
2101,201704517,0.0,0.1449
2102,201704518,0.0476,0.1449
2103,201704519,0.0,0.1564
2104,201704520,0.0,0.1449
2105,201704521,0.0476,0.1449
2106,201704523,0.0476,0.1449
2107,201704524,0.0,0.1449
2108,201704525,0.0476,0.1449
2109,201704526,0.0476,0.1449
2110,201704527,0.0,0.1449
2111,201704528,0.0,0.1449
2112,201704529,0.0476,0.1449
2113,201704530,0.0708,0.1449
2114,201704531,0.0,0.1449
2115,201704532,0.0476,0.1449
2116,201704533,0.0,0.1449
2117,201704534,0.0476,0.1449
2118,201704535,0.0,0.1449
2119,201704536,0.0476,0.1449
2120,201704537,0.0476,0.1449
2121,201704539,0.0,0.1449
2122,201704540,0.0476,0.1449
2123,201704541,0.0,0.1449
2124,201704544,0.0,0.1449
2125,201704545,0.0,0.1449
2126,201704546,0.0,0.1449
2127,201704547,0.0476,0.1449
2128,201704548,0.0,0.1449
2129,201704549,0.0,0.1449
2130,201704550,0.0476,0.1449
2131,201704551,0.0,0.1449
2132,201704552,0.0,0.1449
2133,201704554,0.0708,0.1449
2134,201704555,0.0,0.1449
2135,201704556,0.0476,0.1449
2136,201704557,0.0,0.1449
2137,201704559,0.0,0.1449
2138,201704560,0.0,0.1449
2139,201704561,0.0,0.1449
2140,201704562,0.0476,0.1449
2141,201704563,0.0,0.1449
2142,201704564,0.0476,0.1449
2143,201704565,0.0476,0.1449
2144,201704567,0.0,0.1449
2145,201704568,0.0,0.1449
2146,201704569,0.0,0.1449
2147,201704570,0.0,0.1564
2148,201704571,0.0476,0.1449
2149,201704572,0.0,0.1449
2150,201704573,0.0,0.1449
2151,201704574,0.0,0.1449
2152,201704575,0.0476,0.1449
2153,201704576,0.0,0.1449
2154,201704577,0.0,0.1449
2155,201704579,0.0476,0.1449
2156,201704580,0.0,0.1449
2157,201704581,0.0,0.1449
2158,201704582,0.0476,0.1449
2159,201704583,0.0,0.1449
2160,201704584,0.0,0.1449
2161,201704585,0.0,0.1449
2162,201704586,0.0,0.1449
2163,201704588,0.0,0.1564
2164,201704589,0.0476,0.1449
2165,201704590,0.0,0.1449
2166,201704591,0.0476,0.1449
2167,201704592,0.0476,0.1449
2168,201704593,0.0476,0.1449
2169,201704594,0.0,0.1449
2170,201704595,0.0,0.1449
2171,201704597,0.0476,0.1449
2172,201704598,0.0476,0.1449
2173,201704599,0.0,0.1449
2174,201704600,0.0,0.1564
2175,201704601,0.0,0.1449
2176,201704602,0.0,0.1449
2177,201704603,0.0476,0.1449
2178,201704605,0.0476,0.1449
2179,201704606,0.0,0.1449
2180,201704607,0.0,0.1449
2181,201704608,0.0,0.1449
2182,201704609,0.0476,0.1449
2183,201704610,0.0476,0.1449
2184,201704611,0.0476,0.1449
2185,201704612,0.0,0.1449
2186,201704613,0.0476,0.1449
2187,201704614,0.0,0.1449
2188,201704615,0.0,0.1449
2189,201704616,0.0,0.1449
2190,201704617,0.0476,0.1449
2191,201704618,0.0476,0.1449
2192,201704619,0.0,0.1449
2193,201704621,0.0,0.1449
2194,201704622,0.0476,0.1449
2195,201704623,0.0,0.1449
2196,201704624,0.0,0.1564
2197,201704625,0.0,0.1449
2198,201704626,0.0,0.1564
2199,201704627,0.0,0.1449
2200,201704628,0.0,0.1449
2201,201704629,0.0,0.1449
2202,201704631,0.0,0.1449
2203,201704632,0.0,0.1564
2204,201704633,0.0476,0.1449
2205,201704634,0.0,0.1449
2206,201704635,0.0,0.1449
2207,201704636,0.0476,0.1449
2208,201704637,0.0,0.1564
2209,201704638,0.0,0.1449
2210,201704639,0.0476,0.1449
2211,201704641,0.0,0.1449
2212,201704642,0.0,0.1449
2213,201704643,0.0476,0.1449
2214,201704644,0.0,0.1449
2215,201704645,0.0,0.1449
2216,201704646,0.0476,0.1449
2217,201704647,0.0,0.1449
2218,201704648,0.0476,0.1449
2219,201704649,0.0,0.1449
2220,201704650,0.0,0.1449
2221,201704651,0.0,0.1449
2222,201704652,0.0,0.1449
2223,201704653,0.0476,0.1449
2224,201704654,0.0476,0.1449
2225,201704655,0.0476,0.1449
2226,201704656,0.0,0.1449
2227,201704658,0.0,0.1449
2228,201704659,0.0,0.1449
2229,201704660,0.0,0.1449
2230,201704661,0.0,0.1449
2231,201704662,0.0476,0.1449
2232,201704664,0.0476,0.1449
2233,201704665,0.0,0.1449
2234,201704666,0.0,0.1449
2235,201704667,0.0476,0.1449
2236,201704668,0.0,0.1449
2237,201704669,0.0476,0.1449
2238,201704670,0.0,0.1449
2239,201704671,0.0476,0.1449
2240,201704672,0.0,0.1449
2241,201704673,0.0,0.1449
2242,201704674,0.0,0.1449
2243,201704675,0.0,0.1449
2244,201704676,0.0,0.1449
2245,201704677,0.0476,0.1449
2246,201704679,0.0,0.1449
2247,201704680,0.0,0.1449
2248,201704681,0.0,0.1449
2249,201704682,0.0,0.1449
2250,201704683,0.0,0.1449
2251,201704684,0.0476,0.1449
2252,201704685,0.0476,0.1449
2253,201704686,0.0708,0.1449
2254,201704687,0.0,0.1449
2255,201704688,0.0476,0.1449
2256,201704689,0.0476,0.1449
2257,201704691,0.0476,0.1449
2258,201704692,0.0,0.1449
2259,201704693,0.0,0.1449
2260,201704694,0.0,0.1449
2261,201704696,0.0476,0.1449
2262,201704697,0.0476,0.1449
2263,201704698,0.0476,0.1449
2264,201704699,0.0,0.1449
2265,201704700,0.0,0.1449
2266,201704701,0.0,0.1449
2267,201704703,0.0,0.1449
2268,201704704,0.0476,0.1449
2269,201704705,0.0476,0.1449
2270,201704706,0.0,0.1449
2271,201704707,0.0476,0.1449
2272,201704708,0.0,0.1449
2273,201704709,0.0476,0.1449
2274,201704710,0.0476,0.1449
2275,201704711,0.0476,0.1449
2276,201704712,0.0,0.1449
2277,201704713,0.0476,0.1449
2278,201704714,0.0476,0.1449
2279,201704715,0.0476,0.1449
2280,201704716,0.0,0.1449
2281,201704717,0.0476,0.1449
2282,201704718,0.0476,0.1449
2283,201704719,0.0708,0.1449
2284,201704720,0.0,0.1564
2285,201704721,0.0476,0.1449
2286,201704722,0.0,0.1449
2287,201704723,0.0,0.1449
2288,201704724,0.0,0.1449
2289,201704725,0.0476,0.1449
2290,201704726,0.0708,0.1564
2291,201704728,0.0,0.1449
2292,201704729,0.0708,0.1449
2293,201704730,0.0,0.1449
2294,201704731,0.0,0.1449
2295,201704732,0.0,0.1449
2296,201704733,0.0,0.1449
2297,201704734,0.0,0.1449
2298,201704735,0.0,0.1449
2299,201704736,0.0476,0.1449
2300,201704737,0.0,0.1449
2301,201704738,0.0476,0.1449
2302,201704739,0.0476,0.1449
2303,201704741,0.0708,0.1449
2304,201704742,0.0,0.1449
2305,201704743,0.0476,0.1449
2306,201704744,0.0476,0.1449
2307,201704745,0.0476,0.1449
2308,201704746,0.0708,0.1449
2309,201704747,0.0,0.1449
2310,201704748,0.0,0.1449
2311,201704749,0.0,0.1449
2312,201704750,0.0476,0.1449
2313,201704751,0.0,0.1449
2314,201704752,0.0476,0.1449
2315,201704753,0.0476,0.1449
2316,201704754,0.0,0.1449
2317,201704755,0.0,0.1449
2318,201704756,0.0476,0.1449
2319,201704757,0.0476,0.1449
2320,201704758,0.0,0.1449
2321,201704759,0.0476,0.1449
2322,201704760,0.0,0.1449
2323,201704761,0.0,0.1449
2324,201704762,0.0476,0.1449
2325,201704763,0.0476,0.1449
2326,201704764,0.0476,0.1449
2327,201704766,0.0476,0.1449
2328,201704767,0.0476,0.1449
2329,201704768,0.0476,0.1449
2330,201704769,0.0,0.1449
2331,201704771,0.0,0.1449
2332,201704772,0.0,0.1449
2333,201704773,0.0,0.1449
2334,201704774,0.0476,0.1449
2335,201704775,0.0476,0.1449
2336,201704776,0.0,0.1449
2337,201704777,0.0,0.1449
2338,201704778,0.0,0.1449
2339,201704779,0.0476,0.1449
2340,201704780,0.0476,0.1449
2341,201704781,0.0476,0.1449
2342,201704782,0.0476,0.1449
2343,201704783,0.0,0.1449
2344,201704785,0.0,0.1449
2345,201704786,0.0,0.1449
2346,201704787,0.0476,0.1449
2347,201704788,0.0,0.1449
2348,201704791,0.0,0.1449
2349,201704792,0.0,0.1449
2350,201704793,0.0,0.1449
2351,201704794,0.0,0.1449
2352,201704795,0.0476,0.1449
2353,201704796,0.0476,0.1449
2354,201704797,0.0,0.1449
2355,201704798,0.0,0.1449
2356,201704799,0.0,0.1449
2357,201704800,0.0,0.1449
2358,201704801,0.0708,0.1449
2359,201704802,0.0,0.1449
2360,201704803,0.0,0.1449
2361,201704804,0.0,0.1449
2362,201704805,0.0,0.1449
2363,201704806,0.0,0.1449
2364,201704807,0.0,0.1449
2365,201704808,0.0,0.1449
2366,201704809,0.0,0.1449
2367,201704810,0.0476,0.1449
2368,201704811,0.0,0.1449
2369,201704812,0.0,0.1449
2370,201704813,0.0476,0.1449
2371,201704814,0.0,0.1449
2372,201704816,0.0,0.1449
2373,201704817,0.0476,0.1449
2374,201704819,0.0708,0.1449
2375,201704820,0.0,0.1449
2376,201704821,0.0,0.1449
2377,201704822,0.0,0.1449
2378,201704823,0.0,0.1449
2379,201704824,0.0,0.1449
2380,201704825,0.0,0.1449
2381,201704826,0.0,0.1449
2382,201704827,0.0476,0.1449
2383,201704829,0.0,0.1449
2384,201704830,0.0,0.1449
2385,201704831,0.0,0.1449
2386,201704832,0.0,0.1449
2387,201704834,0.0,0.1449
2388,201704835,0.0476,0.1449
2389,201704836,0.0,0.1449
2390,201704837,0.0476,0.1449
2391,201704838,0.0476,0.1449
2392,201704839,0.0,0.1449
2393,201704840,0.0476,0.1449
2394,201704841,0.0,0.1449
2395,201704843,0.0476,0.1449
2396,201704844,0.0,0.1449
2397,201704845,0.0476,0.1449
2398,201704846,0.0,0.1449
2399,201704847,0.0,0.1449
2400,201704848,0.0476,0.1449
2401,201704849,0.0,0.1449
2402,201704851,0.0476,0.1449
2403,201704852,0.0,0.1449
2404,201704853,0.0476,0.1449
2405,201704855,0.0476,0.1449
2406,201704856,0.0,0.1449
2407,201704857,0.0708,0.1564
2408,201704858,0.0,0.1449
2409,201704859,0.0476,0.1449
2410,201704860,0.0,0.1449
2411,201704861,0.0476,0.1449
2412,201704862,0.0476,0.1449
2413,201704863,0.0,0.1449
2414,201704864,0.0,0.1449
2415,201704865,0.0,0.1449
2416,201704867,0.0476,0.1449
2417,201704868,0.0476,0.1449
2418,201704869,0.0,0.1449
2419,201704870,0.0476,0.1449
2420,201704871,0.0,0.1449
2421,201704872,0.0,0.1449
2422,201704873,0.0,0.1449
2423,201704874,0.0,0.1449
2424,201704876,0.0476,0.1449
2425,201704877,0.0,0.1449
2426,201704878,0.0476,0.1449
2427,201704879,0.0,0.1449
2428,201704880,0.0476,0.1449
2429,201704881,0.0476,0.1449
2430,201704882,0.0476,0.1449
2431,201704883,0.0476,0.1449
2432,201704884,0.0,0.1449
2433,201704886,0.0476,0.1449
2434,201704887,0.0,0.1564
2435,201704888,0.0,0.1449
2436,201704889,0.0,0.1449
2437,201704890,0.0476,0.1449
2438,201704892,0.0,0.1449
2439,201704893,0.0476,0.1449
2440,201704894,0.0476,0.1449
2441,201704895,0.0476,0.1449
2442,201704896,0.0,0.1449
2443,201704897,0.0476,0.1449
2444,201704898,0.0,0.1449
2445,201704900,0.0476,0.1449
2446,201704901,0.0,0.1449
2447,201704902,0.0476,0.1449
2448,201704903,0.0476,0.1449
2449,201704904,0.0476,0.1449
2450,201704905,0.0476,0.1449
2451,201704906,0.0708,0.1449
2452,201704907,0.0,0.1449
2453,201704908,0.0,0.1449
2454,201704909,0.0476,0.1449
2455,201704910,0.0708,0.1564
2456,201704911,0.0,0.1449
2457,201704912,0.0,0.1449
2458,201704913,0.0,0.1449
2459,201704914,0.0,0.1449
2460,201704915,0.0476,0.1449
2461,201704916,0.0476,0.1449
2462,201704917,0.0,0.1449
2463,201704919,0.0,0.1564
2464,201704920,0.0476,0.1449
2465,201704921,0.0,0.1449
2466,201704922,0.0476,0.1449
2467,201704923,0.0,0.1449
2468,201704924,0.0476,0.1449
2469,201704925,0.0,0.1449
2470,201704926,0.0476,0.1449
2471,201704927,0.0476,0.1449
2472,201704928,0.0476,0.1449
2473,201704929,0.0476,0.1449
2474,201704930,0.0,0.1449
2475,201704931,0.0,0.1449
2476,201704932,0.0476,0.1449
2477,201704933,0.0,0.1449
2478,201704934,0.0,0.1449
2479,201704935,0.0476,0.1449
2480,201704936,0.0708,0.1449
2481,201704937,0.0,0.1449
2482,201704938,0.0,0.1449
2483,201704939,0.0,0.1449
2484,201704940,0.0,0.1449
2485,201704941,0.0476,0.1449
2486,201704942,0.0,0.1449
2487,201704943,0.0,0.1449
2488,201704944,0.0,0.1449
2489,201704945,0.0476,0.1449
2490,201704947,0.0476,0.1449
2491,201704948,0.0476,0.1449
2492,201704949,0.0476,0.1449
2493,201704950,0.0476,0.1449
2494,201704951,0.0,0.1449
2495,201704952,0.0476,0.1449
2496,201704953,0.0476,0.1449
2497,201704954,0.0,0.1449
2498,201704955,0.0476,0.1449
2499,201704956,0.0,0.1449
2500,201704957,0.0,0.1449
2501,201704958,0.0,0.1449
2502,201704959,0.0,0.1449
2503,201704960,0.0,0.1449
2504,201704961,0.0,0.1449
2505,201704962,0.0476,0.1449
2506,201704963,0.0,0.1449
2507,201704964,0.0,0.1449
2508,201704965,0.0476,0.1449
2509,201704966,0.0,0.1449
2510,201704967,0.0,0.1564
2511,201704968,0.0,0.1449
2512,201704969,0.0476,0.1449
2513,201704970,0.0476,0.1449
2514,201704971,0.0,0.1449
2515,201704972,0.0,0.1449
2516,201704973,0.0476,0.1449
2517,201704974,0.0476,0.1449
2518,201704975,0.0,0.1449
2519,201704976,0.0,0.1449
2520,201704977,0.0,0.1449
2521,201704978,0.0476,0.1449
2522,201704979,0.0,0.1449
2523,201704980,0.0476,0.1449
2524,201704981,0.0,0.1449
2525,201704982,0.0,0.1449
2526,201704983,0.0,0.1564
2527,201704985,0.0,0.1449
2528,201704986,0.0,0.1449
2529,201704987,0.0,0.1449
2530,201704988,0.0,0.1449
2531,201704989,0.0,0.1449
2532,201704991,0.0,0.1449
2533,201704992,0.0476,0.1449
2534,201704993,0.0476,0.1449
2535,201704994,0.0476,0.1449
2536,201704995,0.0,0.1449
2537,201704996,0.0476,0.1449
2538,201704997,0.0476,0.1449
2539,201704998,0.0,0.1449
2540,201704999,0.0,0.1449
2541,201705000,0.0,0.1449
2542,201705001,0.0,0.1449
2543,201705002,0.0,0.1449
2544,201705003,0.0,0.1449
2545,201705005,0.0,0.1449
2546,201705006,0.0708,0.1449
2547,201705007,0.0476,0.1449
2548,201705008,0.0,0.1449
2549,201705010,0.0,0.1449
2550,201705011,0.0476,0.1449
2551,201705012,0.0,0.1564
2552,201705013,0.0,0.1449
2553,201705014,0.0,0.1449
2554,201705016,0.0,0.1449
2555,201705017,0.0,0.1449
2556,201705018,0.0,0.1449
2557,201705019,0.0,0.1449
2558,201705020,0.0476,0.1449
2559,201705021,0.0476,0.1449
2560,201705022,0.0,0.1449
2561,201705023,0.0476,0.1449
2562,201705024,0.0,0.1449
2563,201705025,0.0708,0.1449
2564,201705026,0.0,0.1449
2565,201705027,0.0,0.1449
2566,201705028,0.0476,0.1449
2567,201705029,0.0476,0.1449
2568,201705030,0.0,0.1449
2569,201705031,0.0,0.1564
2570,201705033,0.0476,0.1449
2571,201705034,0.0,0.1449
2572,201705035,0.0,0.1449
2573,201705036,0.0,0.1449
2574,201705037,0.0,0.1449
2575,201705038,0.0,0.1449
2576,201705039,0.0,0.1449
2577,201705040,0.0,0.1449
2578,201705041,0.0,0.1449
2579,201705042,0.0,0.1449
2580,201705043,0.0,0.1449
2581,201705044,0.0476,0.1449
2582,201705045,0.0476,0.1449
2583,201705046,0.0476,0.1449
2584,201705047,0.0,0.1449
2585,201705049,0.0476,0.1449
2586,201705050,0.0,0.1449
2587,201705051,0.0476,0.1449
2588,201705052,0.0,0.1449
2589,201705053,0.0,0.1449
2590,201705055,0.0476,0.1449
2591,201705056,0.0476,0.1449
2592,201705057,0.0,0.1449
2593,201705058,0.0476,0.1449
2594,201705059,0.0476,0.1449
2595,201705061,0.0,0.1449
2596,201705062,0.0476,0.1449
2597,201705063,0.0476,0.1449
2598,201705064,0.0,0.1449
2599,201705065,0.0708,0.1449
2600,201705066,0.0,0.1449
2601,201705067,0.0,0.1449
2602,201705069,0.0476,0.1449
2603,201705070,0.0708,0.1449
2604,201705071,0.0476,0.1449
2605,201705072,0.0,0.1449
2606,201705073,0.0,0.1449
2607,201705074,0.0,0.1449
2608,201705075,0.0,0.1449
2609,201705076,0.0476,0.1449
2610,201705077,0.0476,0.1449
2611,201705079,0.0476,0.1449
2612,201705080,0.0476,0.1449
2613,201705081,0.0,0.1449
2614,201705083,0.0708,0.1449
2615,201705084,0.0476,0.1449
2616,201705085,0.0,0.1449
2617,201705086,0.0,0.1449
2618,201705087,0.0476,0.1449
2619,201705088,0.0,0.1449
2620,201705089,0.0,0.1449
2621,201705090,0.0,0.1449
2622,201705091,0.0,0.1449
2623,201705093,0.0,0.1449
2624,201705094,0.0476,0.1449
2625,201705095,0.0476,0.1449
2626,201705096,0.0476,0.1449
2627,201705097,0.0,0.1449
2628,201705098,0.0,0.1449
2629,201705099,0.0476,0.1449
2630,201705100,0.0476,0.1449
2631,201705101,0.0,0.1449
2632,201705103,0.0,0.1449
2633,201705104,0.0,0.1449
2634,201705105,0.0,0.1449
2635,201705106,0.0,0.1449
2636,201705107,0.0476,0.1449
2637,201705109,0.0,0.1449
2638,201705110,0.0,0.1449
2639,201705111,0.0,0.1449
2640,201705112,0.0476,0.1449
2641,201705113,0.0,0.1449
2642,201705114,0.0,0.1449
2643,201705115,0.0,0.1449
2644,201705116,0.0,0.1449
2645,201705118,0.0,0.1449
2646,201705119,0.0,0.1449
2647,201705120,0.0476,0.1449
2648,201705121,0.0476,0.1449
2649,201705123,0.0476,0.1449
2650,201705124,0.0,0.1449
2651,201705125,0.0476,0.1449
2652,201705127,0.0476,0.1449
2653,201705128,0.0476,0.1449
2654,201705129,0.0,0.1449
2655,201705130,0.0,0.1449
2656,201705131,0.0708,0.1449
2657,201705132,0.0,0.1449
2658,201705133,0.0476,0.1449
2659,201705134,0.0,0.1449
2660,201705136,0.0,0.1449
2661,201705137,0.0,0.1449
2662,201705138,0.0708,0.1449
2663,201705139,0.0476,0.1449
2664,201705141,0.0,0.1449
2665,201705142,0.0,0.1449
2666,201705143,0.0,0.1449
2667,201705144,0.0476,0.1449
2668,201705146,0.0,0.1449
2669,201705147,0.0,0.1449
2670,201705148,0.0,0.1449
2671,201705150,0.0,0.1449
2672,201705151,0.0,0.1449
2673,201705152,0.0,0.1449
2674,201705153,0.0,0.1449
2675,201705154,0.0476,0.1449
2676,201705155,0.0476,0.1449
2677,201705156,0.0476,0.1449
2678,201705157,0.0,0.1449
2679,201705158,0.0476,0.1449
2680,201705159,0.0,0.1449
2681,201705160,0.0,0.1449
2682,201705161,0.0476,0.1449
2683,201705162,0.0,0.1449
2684,201705163,0.0,0.1449
2685,201705165,0.0708,0.1449
2686,201705166,0.0476,0.1449
2687,201705167,0.0,0.1449
2688,201705168,0.0476,0.1449
2689,201705169,0.0,0.1449
2690,201705170,0.0476,0.1449
2691,201705171,0.0,0.1449
2692,201705172,0.0476,0.1449
2693,201705173,0.0476,0.1449
2694,201705174,0.0,0.1449
2695,201705175,0.0,0.1449
2696,201705176,0.0,0.1449
2697,201705177,0.0,0.1449
2698,201705178,0.0476,0.1449
2699,201705179,0.0,0.1449
2700,201705180,0.0708,0.1449
2701,201705181,0.0,0.1449
2702,201705182,0.0,0.1449
2703,201705183,0.0708,0.1449
2704,201705184,0.0708,0.1449
