;date;temps;mois;bien;prix;vag;indice_prix_produit
60153;2001_3;39.0;3.0;poste_12_1_3_1;106.7;15;poste_12_1_3_1_15
60154;2001_2;38.0;2.0;poste_12_1_3_1;105.9;14;poste_12_1_3_1_14
60156;2000_12;36.0;12.0;poste_12_1_3_1;104.2;13;poste_12_1_3_1_13
60158;2000_10;34.0;10.0;poste_12_1_3_1;104.5;12;poste_12_1_3_1_12
60159;2000_9;33.0;9.0;poste_12_1_3_1;104.2;11;poste_12_1_3_1_11
60161;2000_7;31.0;7.0;poste_12_1_3_1;104.0;10;poste_12_1_3_1_10
60162;2000_6;30.0;6.0;poste_12_1_3_1;103.6;9;poste_12_1_3_1_9
60237;2011_8;164.0;8.0;poste_12_1_3_2_1;127.51;28;poste_12_1_3_2_1_28
60239;2011_6;162.0;6.0;poste_12_1_3_2_1;126.71;27;poste_12_1_3_2_1_27
60241;2011_4;160.0;4.0;poste_12_1_3_2_1;126.71;26;poste_12_1_3_2_1_26
60243;2011_2;158.0;2.0;poste_12_1_3_2_1;125.98;25;poste_12_1_3_2_1_25
60245;2010_12;156.0;12.0;poste_12_1_3_2_1;125.91;24;poste_12_1_3_2_1_24
60246;2010_11;155.0;11.0;poste_12_1_3_2_1;125.8;23;poste_12_1_3_2_1_23
60303;2006_2;98.0;2.0;poste_12_1_3_2_1;118.66;22;poste_12_1_3_2_1_22
60306;2005_11;95.0;11.0;poste_12_1_3_2_1;118.6;21;poste_12_1_3_2_1_21
60308;2005_9;93.0;9.0;poste_12_1_3_2_1;118.3;20;poste_12_1_3_2_1_20
60310;2005_7;91.0;7.0;poste_12_1_3_2_1;117.2;19;poste_12_1_3_2_1_19
60312;2005_5;89.0;5.0;poste_12_1_3_2_1;117.7;18;poste_12_1_3_2_1_18
60314;2005_3;87.0;3.0;poste_12_1_3_2_1;118.1;17;poste_12_1_3_2_1_17
60361;2001_4;40.0;4.0;poste_12_1_3_2_1;107.1;16;poste_12_1_3_2_1_16
60362;2001_3;39.0;3.0;poste_12_1_3_2_1;106.7;15;poste_12_1_3_2_1_15
60363;2001_2;38.0;2.0;poste_12_1_3_2_1;105.9;14;poste_12_1_3_2_1_14
60365;2000_12;36.0;12.0;poste_12_1_3_2_1;104.2;13;poste_12_1_3_2_1_13
60367;2000_10;34.0;10.0;poste_12_1_3_2_1;104.5;12;poste_12_1_3_2_1_12
60368;2000_9;33.0;9.0;poste_12_1_3_2_1;104.2;11;poste_12_1_3_2_1_11
60370;2000_7;31.0;7.0;poste_12_1_3_2_1;104.0;10;poste_12_1_3_2_1_10
60371;2000_6;30.0;6.0;poste_12_1_3_2_1;103.6;9;poste_12_1_3_2_1_9
60446;2011_8;164.0;8.0;poste_12_1_3_3_3;127.51;28;poste_12_1_3_3_3_28
60448;2011_6;162.0;6.0;poste_12_1_3_3_3;126.71;27;poste_12_1_3_3_3_27
60450;2011_4;160.0;4.0;poste_12_1_3_3_3;126.71;26;poste_12_1_3_3_3_26
60452;2011_2;158.0;2.0;poste_12_1_3_3_3;125.98;25;poste_12_1_3_3_3_25
60454;2010_12;156.0;12.0;poste_12_1_3_3_3;125.91;24;poste_12_1_3_3_3_24
60455;2010_11;155.0;11.0;poste_12_1_3_3_3;125.8;23;poste_12_1_3_3_3_23
60512;2006_2;98.0;2.0;poste_12_1_3_3_3;118.66;22;poste_12_1_3_3_3_22
60515;2005_11;95.0;11.0;poste_12_1_3_3_3;118.6;21;poste_12_1_3_3_3_21
60517;2005_9;93.0;9.0;poste_12_1_3_3_3;118.3;20;poste_12_1_3_3_3_20
60519;2005_7;91.0;7.0;poste_12_1_3_3_3;117.2;19;poste_12_1_3_3_3_19
60521;2005_5;89.0;5.0;poste_12_1_3_3_3;117.7;18;poste_12_1_3_3_3_18
60523;2005_3;87.0;3.0;poste_12_1_3_3_3;118.1;17;poste_12_1_3_3_3_17
60570;2001_4;40.0;4.0;poste_12_1_3_3_3;107.1;16;poste_12_1_3_3_3_16
60571;2001_3;39.0;3.0;poste_12_1_3_3_3;106.7;15;poste_12_1_3_3_3_15
60572;2001_2;38.0;2.0;poste_12_1_3_3_3;105.9;14;poste_12_1_3_3_3_14
60574;2000_12;36.0;12.0;poste_12_1_3_3_3;104.2;13;poste_12_1_3_3_3_13
60576;2000_10;34.0;10.0;poste_12_1_3_3_3;104.5;12;poste_12_1_3_3_3_12
60577;2000_9;33.0;9.0;poste_12_1_3_3_3;104.2;11;poste_12_1_3_3_3_11
60579;2000_7;31.0;7.0;poste_12_1_3_3_3;104.0;10;poste_12_1_3_3_3_10
60580;2000_6;30.0;6.0;poste_12_1_3_3_3;103.6;9;poste_12_1_3_3_3_9
60655;2011_8;164.0;8.0;poste_12_3_1_1_1;184.36;28;poste_12_3_1_1_1_28
60657;2011_6;162.0;6.0;poste_12_3_1_1_1;180.36;27;poste_12_3_1_1_1_27
60659;2011_4;160.0;4.0;poste_12_3_1_1_1;178.36;26;poste_12_3_1_1_1_26
60661;2011_2;158.0;2.0;poste_12_3_1_1_1;172.91;25;poste_12_3_1_1_1_25
60663;2010_12;156.0;12.0;poste_12_3_1_1_1;170.74;24;poste_12_3_1_1_1_24
60664;2010_11;155.0;11.0;poste_12_3_1_1_1;169.62;23;poste_12_3_1_1_1_23
60721;2006_2;98.0;2.0;poste_12_3_1_1_1;110.97;22;poste_12_3_1_1_1_22
60724;2005_11;95.0;11.0;poste_12_3_1_1_1;108.2;21;poste_12_3_1_1_1_21
60726;2005_9;93.0;9.0;poste_12_3_1_1_1;107.3;20;poste_12_3_1_1_1_20
60728;2005_7;91.0;7.0;poste_12_3_1_1_1;105.5;19;poste_12_3_1_1_1_19
60730;2005_5;89.0;5.0;poste_12_3_1_1_1;106.5;18;poste_12_3_1_1_1_18
60732;2005_3;87.0;3.0;poste_12_3_1_1_1;106.1;17;poste_12_3_1_1_1_17
60779;2001_4;40.0;4.0;poste_12_3_1_1_1;100.2;16;poste_12_3_1_1_1_16
60780;2001_3;39.0;3.0;poste_12_3_1_1_1;100.3;15;poste_12_3_1_1_1_15
60781;2001_2;38.0;2.0;poste_12_3_1_1_1;99.7;14;poste_12_3_1_1_1_14
60783;2000_12;36.0;12.0;poste_12_3_1_1_1;99.9;13;poste_12_3_1_1_1_13
60785;2000_10;34.0;10.0;poste_12_3_1_1_1;99.5;12;poste_12_3_1_1_1_12
60786;2000_9;33.0;9.0;poste_12_3_1_1_1;99.2;11;poste_12_3_1_1_1_11
60788;2000_7;31.0;7.0;poste_12_3_1_1_1;98.1;10;poste_12_3_1_1_1_10
60789;2000_6;30.0;6.0;poste_12_3_1_1_1;98.7;9;poste_12_3_1_1_1_9
60864;2011_8;164.0;8.0;poste_12_4_1_1_1;135.96;28;poste_12_4_1_1_1_28
60866;2011_6;162.0;6.0;poste_12_4_1_1_1;135.96;27;poste_12_4_1_1_1_27
60868;2011_4;160.0;4.0;poste_12_4_1_1_1;135.96;26;poste_12_4_1_1_1_26
60870;2011_2;158.0;2.0;poste_12_4_1_1_1;135.96;25;poste_12_4_1_1_1_25
60872;2010_12;156.0;12.0;poste_12_4_1_1_1;134.44;24;poste_12_4_1_1_1_24
60873;2010_11;155.0;11.0;poste_12_4_1_1_1;134.44;23;poste_12_4_1_1_1_23
60930;2006_2;98.0;2.0;poste_12_4_1_1_1;122.27;22;poste_12_4_1_1_1_22
60933;2005_11;95.0;11.0;poste_12_4_1_1_1;121.9;21;poste_12_4_1_1_1_21
60935;2005_9;93.0;9.0;poste_12_4_1_1_1;121.6;20;poste_12_4_1_1_1_20
60937;2005_7;91.0;7.0;poste_12_4_1_1_1;121.4;19;poste_12_4_1_1_1_19
60939;2005_5;89.0;5.0;poste_12_4_1_1_1;117.9;18;poste_12_4_1_1_1_18
60941;2005_3;87.0;3.0;poste_12_4_1_1_1;117.5;17;poste_12_4_1_1_1_17
60988;2001_4;40.0;4.0;poste_12_4_1_1_1;103.4;16;poste_12_4_1_1_1_16
60989;2001_3;39.0;3.0;poste_12_4_1_1_1;103.4;15;poste_12_4_1_1_1_15
60990;2001_2;38.0;2.0;poste_12_4_1_1_1;103.4;14;poste_12_4_1_1_1_14
60992;2000_12;36.0;12.0;poste_12_4_1_1_1;103.7;13;poste_12_4_1_1_1_13
60994;2000_10;34.0;10.0;poste_12_4_1_1_1;103.7;12;poste_12_4_1_1_1_12
60995;2000_9;33.0;9.0;poste_12_4_1_1_1;103.7;11;poste_12_4_1_1_1_11
60997;2000_7;31.0;7.0;poste_12_4_1_1_1;104.0;10;poste_12_4_1_1_1_10
60998;2000_6;30.0;6.0;poste_12_4_1_1_1;102.1;9;poste_12_4_1_1_1_9
61073;2011_8;164.0;8.0;poste_12_6_1_1_1;116.81;28;poste_12_6_1_1_1_28
61075;2011_6;162.0;6.0;poste_12_6_1_1_1;116.5;27;poste_12_6_1_1_1_27
61077;2011_4;160.0;4.0;poste_12_6_1_1_1;116.47;26;poste_12_6_1_1_1_26
61079;2011_2;158.0;2.0;poste_12_6_1_1_1;116.3;25;poste_12_6_1_1_1_25
61081;2010_12;156.0;12.0;poste_12_6_1_1_1;115.64;24;poste_12_6_1_1_1_24
61082;2010_11;155.0;11.0;poste_12_6_1_1_1;115.61;23;poste_12_6_1_1_1_23
61139;2006_2;98.0;2.0;poste_12_6_1_1_1;109.61;22;poste_12_6_1_1_1_22
61142;2005_11;95.0;11.0;poste_12_6_1_1_1;109.0;21;poste_12_6_1_1_1_21
61144;2005_9;93.0;9.0;poste_12_6_1_1_1;107.6;20;poste_12_6_1_1_1_20
61146;2005_7;91.0;7.0;poste_12_6_1_1_1;108.0;19;poste_12_6_1_1_1_19
61148;2005_5;89.0;5.0;poste_12_6_1_1_1;107.7;18;poste_12_6_1_1_1_18
61150;2005_3;87.0;3.0;poste_12_6_1_1_1;107.5;17;poste_12_6_1_1_1_17
61197;2001_4;40.0;4.0;poste_12_6_1_1_1;101.3;16;poste_12_6_1_1_1_16
61198;2001_3;39.0;3.0;poste_12_6_1_1_1;101.3;15;poste_12_6_1_1_1_15
61199;2001_2;38.0;2.0;poste_12_6_1_1_1;101.3;14;poste_12_6_1_1_1_14
61201;2000_12;36.0;12.0;poste_12_6_1_1_1;100.8;13;poste_12_6_1_1_1_13
61203;2000_10;34.0;10.0;poste_12_6_1_1_1;100.7;12;poste_12_6_1_1_1_12
61204;2000_9;33.0;9.0;poste_12_6_1_1_1;100.7;11;poste_12_6_1_1_1_11
61206;2000_7;31.0;7.0;poste_12_6_1_1_1;100.7;10;poste_12_6_1_1_1_10
61207;2000_6;30.0;6.0;poste_12_6_1_1_1;101.3;9;poste_12_6_1_1_1_9
61282;2011_8;164.0;8.0;poste_12_6_1_2;116.81;28;poste_12_6_1_2_28
61284;2011_6;162.0;6.0;poste_12_6_1_2;116.5;27;poste_12_6_1_2_27
61286;2011_4;160.0;4.0;poste_12_6_1_2;116.47;26;poste_12_6_1_2_26
61288;2011_2;158.0;2.0;poste_12_6_1_2;116.3;25;poste_12_6_1_2_25
61290;2010_12;156.0;12.0;poste_12_6_1_2;115.64;24;poste_12_6_1_2_24
61291;2010_11;155.0;11.0;poste_12_6_1_2;115.61;23;poste_12_6_1_2_23
61348;2006_2;98.0;2.0;poste_12_6_1_2;109.61;22;poste_12_6_1_2_22
61351;2005_11;95.0;11.0;poste_12_6_1_2;109.0;21;poste_12_6_1_2_21
61353;2005_9;93.0;9.0;poste_12_6_1_2;107.6;20;poste_12_6_1_2_20
61355;2005_7;91.0;7.0;poste_12_6_1_2;108.0;19;poste_12_6_1_2_19
61357;2005_5;89.0;5.0;poste_12_6_1_2;107.7;18;poste_12_6_1_2_18
61359;2005_3;87.0;3.0;poste_12_6_1_2;107.5;17;poste_12_6_1_2_17
61406;2001_4;40.0;4.0;poste_12_6_1_2;101.3;16;poste_12_6_1_2_16
61407;2001_3;39.0;3.0;poste_12_6_1_2;101.3;15;poste_12_6_1_2_15
61408;2001_2;38.0;2.0;poste_12_6_1_2;101.3;14;poste_12_6_1_2_14
61410;2000_12;36.0;12.0;poste_12_6_1_2;100.8;13;poste_12_6_1_2_13
61412;2000_10;34.0;10.0;poste_12_6_1_2;100.7;12;poste_12_6_1_2_12
61413;2000_9;33.0;9.0;poste_12_6_1_2;100.7;11;poste_12_6_1_2_11
61415;2000_7;31.0;7.0;poste_12_6_1_2;100.7;10;poste_12_6_1_2_10
61416;2000_6;30.0;6.0;poste_12_6_1_2;101.3;9;poste_12_6_1_2_9
61491;2011_8;164.0;8.0;poste_01_1_3_1_1;129.84;28;poste_01_1_3_1_1_28
61493;2011_6;162.0;6.0;poste_01_1_3_1_1;128.59;27;poste_01_1_3_1_1_27
61495;2011_4;160.0;4.0;poste_01_1_3_1_1;128.74;26;poste_01_1_3_1_1_26
61497;2011_2;158.0;2.0;poste_01_1_3_1_1;126.82;25;poste_01_1_3_1_1_25
61499;2010_12;156.0;12.0;poste_01_1_3_1_1;127.76;24;poste_01_1_3_1_1_24
61500;2010_11;155.0;11.0;poste_01_1_3_1_1;126.4;23;poste_01_1_3_1_1_23
61557;2006_2;98.0;2.0;poste_01_1_3_1_1;116.96;22;poste_01_1_3_1_1_22
61560;2005_11;95.0;11.0;poste_01_1_3_1_1;117.0;21;poste_01_1_3_1_1_21
61562;2005_9;93.0;9.0;poste_01_1_3_1_1;116.0;20;poste_01_1_3_1_1_20
61564;2005_7;91.0;7.0;poste_01_1_3_1_1;115.6;19;poste_01_1_3_1_1_19
61566;2005_5;89.0;5.0;poste_01_1_3_1_1;114.2;18;poste_01_1_3_1_1_18
61568;2005_3;87.0;3.0;poste_01_1_3_1_1;114.6;17;poste_01_1_3_1_1_17
61615;2001_4;40.0;4.0;poste_01_1_3_1_1;110.8;16;poste_01_1_3_1_1_16
61616;2001_3;39.0;3.0;poste_01_1_3_1_1;110.0;15;poste_01_1_3_1_1_15
61617;2001_2;38.0;2.0;poste_01_1_3_1_1;108.9;14;poste_01_1_3_1_1_14
61619;2000_12;36.0;12.0;poste_01_1_3_1_1;109.6;13;poste_01_1_3_1_1_13
61621;2000_10;34.0;10.0;poste_01_1_3_1_1;107.3;12;poste_01_1_3_1_1_12
61622;2000_9;33.0;9.0;poste_01_1_3_1_1;106.9;11;poste_01_1_3_1_1_11
61624;2000_7;31.0;7.0;poste_01_1_3_1_1;106.9;10;poste_01_1_3_1_1_10
61625;2000_6;30.0;6.0;poste_01_1_3_1_1;106.5;9;poste_01_1_3_1_1_9
61700;2011_8;164.0;8.0;poste_03_1_2_4;98.95;28;poste_03_1_2_4_28
61702;2011_6;162.0;6.0;poste_03_1_2_4;104.34;27;poste_03_1_2_4_27
61704;2011_4;160.0;4.0;poste_03_1_2_4;105.51;26;poste_03_1_2_4_26
61706;2011_2;158.0;2.0;poste_03_1_2_4;94.33;25;poste_03_1_2_4_25
61708;2010_12;156.0;12.0;poste_03_1_2_4;104.69;24;poste_03_1_2_4_24
61709;2010_11;155.0;11.0;poste_03_1_2_4;104.03;23;poste_03_1_2_4_23
61766;2006_2;98.0;2.0;poste_03_1_2_4;95.83;22;poste_03_1_2_4_22
61769;2005_11;95.0;11.0;poste_03_1_2_4;102.4;21;poste_03_1_2_4_21
61771;2005_9;93.0;9.0;poste_03_1_2_4;102.5;20;poste_03_1_2_4_20
61773;2005_7;91.0;7.0;poste_03_1_2_4;93.2;19;poste_03_1_2_4_19
61775;2005_5;89.0;5.0;poste_03_1_2_4;102.5;18;poste_03_1_2_4_18
61777;2005_3;87.0;3.0;poste_03_1_2_4;102.1;17;poste_03_1_2_4_17
61824;2001_4;40.0;4.0;poste_03_1_2_4;102.0;16;poste_03_1_2_4_16
61825;2001_3;39.0;3.0;poste_03_1_2_4;102.0;15;poste_03_1_2_4_15
61826;2001_2;38.0;2.0;poste_03_1_2_4;97.5;14;poste_03_1_2_4_14
61828;2000_12;36.0;12.0;poste_03_1_2_4;102.0;13;poste_03_1_2_4_13
61830;2000_10;34.0;10.0;poste_03_1_2_4;102.0;12;poste_03_1_2_4_12
61831;2000_9;33.0;9.0;poste_03_1_2_4;102.2;11;poste_03_1_2_4_11
61833;2000_7;31.0;7.0;poste_03_1_2_4;95.0;10;poste_03_1_2_4_10
61834;2000_6;30.0;6.0;poste_03_1_2_4;101.8;9;poste_03_1_2_4_9
61909;2011_8;164.0;8.0;poste_03_1_2_5;98.95;28;poste_03_1_2_5_28
61911;2011_6;162.0;6.0;poste_03_1_2_5;104.34;27;poste_03_1_2_5_27
61913;2011_4;160.0;4.0;poste_03_1_2_5;105.51;26;poste_03_1_2_5_26
61915;2011_2;158.0;2.0;poste_03_1_2_5;94.33;25;poste_03_1_2_5_25
61917;2010_12;156.0;12.0;poste_03_1_2_5;104.69;24;poste_03_1_2_5_24
61918;2010_11;155.0;11.0;poste_03_1_2_5;104.03;23;poste_03_1_2_5_23
61975;2006_2;98.0;2.0;poste_03_1_2_5;95.83;22;poste_03_1_2_5_22
61978;2005_11;95.0;11.0;poste_03_1_2_5;102.4;21;poste_03_1_2_5_21
61980;2005_9;93.0;9.0;poste_03_1_2_5;102.5;20;poste_03_1_2_5_20
61982;2005_7;91.0;7.0;poste_03_1_2_5;93.2;19;poste_03_1_2_5_19
61984;2005_5;89.0;5.0;poste_03_1_2_5;102.5;18;poste_03_1_2_5_18
61986;2005_3;87.0;3.0;poste_03_1_2_5;102.1;17;poste_03_1_2_5_17
62033;2001_4;40.0;4.0;poste_03_1_2_5;102.0;16;poste_03_1_2_5_16
62034;2001_3;39.0;3.0;poste_03_1_2_5;102.0;15;poste_03_1_2_5_15
62035;2001_2;38.0;2.0;poste_03_1_2_5;97.5;14;poste_03_1_2_5_14
62037;2000_12;36.0;12.0;poste_03_1_2_5;102.0;13;poste_03_1_2_5_13
62039;2000_10;34.0;10.0;poste_03_1_2_5;102.0;12;poste_03_1_2_5_12
62040;2000_9;33.0;9.0;poste_03_1_2_5;102.2;11;poste_03_1_2_5_11
62042;2000_7;31.0;7.0;poste_03_1_2_5;95.0;10;poste_03_1_2_5_10
62043;2000_6;30.0;6.0;poste_03_1_2_5;101.8;9;poste_03_1_2_5_9
62118;2011_8;164.0;8.0;poste_03_1_2_6;98.95;28;poste_03_1_2_6_28
62120;2011_6;162.0;6.0;poste_03_1_2_6;104.34;27;poste_03_1_2_6_27
62122;2011_4;160.0;4.0;poste_03_1_2_6;105.51;26;poste_03_1_2_6_26
62124;2011_2;158.0;2.0;poste_03_1_2_6;94.33;25;poste_03_1_2_6_25
62126;2010_12;156.0;12.0;poste_03_1_2_6;104.69;24;poste_03_1_2_6_24
62127;2010_11;155.0;11.0;poste_03_1_2_6;104.03;23;poste_03_1_2_6_23
62184;2006_2;98.0;2.0;poste_03_1_2_6;95.83;22;poste_03_1_2_6_22
62187;2005_11;95.0;11.0;poste_03_1_2_6;102.4;21;poste_03_1_2_6_21
62189;2005_9;93.0;9.0;poste_03_1_2_6;102.5;20;poste_03_1_2_6_20
62191;2005_7;91.0;7.0;poste_03_1_2_6;93.2;19;poste_03_1_2_6_19
62193;2005_5;89.0;5.0;poste_03_1_2_6;102.5;18;poste_03_1_2_6_18
62195;2005_3;87.0;3.0;poste_03_1_2_6;102.1;17;poste_03_1_2_6_17
62242;2001_4;40.0;4.0;poste_03_1_2_6;102.0;16;poste_03_1_2_6_16
62243;2001_3;39.0;3.0;poste_03_1_2_6;102.0;15;poste_03_1_2_6_15
62244;2001_2;38.0;2.0;poste_03_1_2_6;97.5;14;poste_03_1_2_6_14
62246;2000_12;36.0;12.0;poste_03_1_2_6;102.0;13;poste_03_1_2_6_13
62248;2000_10;34.0;10.0;poste_03_1_2_6;102.0;12;poste_03_1_2_6_12
62249;2000_9;33.0;9.0;poste_03_1_2_6;102.2;11;poste_03_1_2_6_11
62251;2000_7;31.0;7.0;poste_03_1_2_6;95.0;10;poste_03_1_2_6_10
62252;2000_6;30.0;6.0;poste_03_1_2_6;101.8;9;poste_03_1_2_6_9
62327;2011_8;164.0;8.0;poste_03_1_2_7;98.95;28;poste_03_1_2_7_28
62329;2011_6;162.0;6.0;poste_03_1_2_7;104.34;27;poste_03_1_2_7_27
62331;2011_4;160.0;4.0;poste_03_1_2_7;105.51;26;poste_03_1_2_7_26
62333;2011_2;158.0;2.0;poste_03_1_2_7;94.33;25;poste_03_1_2_7_25
62335;2010_12;156.0;12.0;poste_03_1_2_7;104.69;24;poste_03_1_2_7_24
62336;2010_11;155.0;11.0;poste_03_1_2_7;104.03;23;poste_03_1_2_7_23
62393;2006_2;98.0;2.0;poste_03_1_2_7;95.83;22;poste_03_1_2_7_22
62396;2005_11;95.0;11.0;poste_03_1_2_7;102.4;21;poste_03_1_2_7_21
62398;2005_9;93.0;9.0;poste_03_1_2_7;102.5;20;poste_03_1_2_7_20
62400;2005_7;91.0;7.0;poste_03_1_2_7;93.2;19;poste_03_1_2_7_19
62402;2005_5;89.0;5.0;poste_03_1_2_7;102.5;18;poste_03_1_2_7_18
62404;2005_3;87.0;3.0;poste_03_1_2_7;102.1;17;poste_03_1_2_7_17
62451;2001_4;40.0;4.0;poste_03_1_2_7;102.0;16;poste_03_1_2_7_16
62452;2001_3;39.0;3.0;poste_03_1_2_7;102.0;15;poste_03_1_2_7_15
62453;2001_2;38.0;2.0;poste_03_1_2_7;97.5;14;poste_03_1_2_7_14
62455;2000_12;36.0;12.0;poste_03_1_2_7;102.0;13;poste_03_1_2_7_13
62457;2000_10;34.0;10.0;poste_03_1_2_7;102.0;12;poste_03_1_2_7_12
62458;2000_9;33.0;9.0;poste_03_1_2_7;102.2;11;poste_03_1_2_7_11
62460;2000_7;31.0;7.0;poste_03_1_2_7;95.0;10;poste_03_1_2_7_10
62461;2000_6;30.0;6.0;poste_03_1_2_7;101.8;9;poste_03_1_2_7_9
62536;2011_8;164.0;8.0;poste_03_1_2_8;98.95;28;poste_03_1_2_8_28
62538;2011_6;162.0;6.0;poste_03_1_2_8;104.34;27;poste_03_1_2_8_27
62540;2011_4;160.0;4.0;poste_03_1_2_8;105.51;26;poste_03_1_2_8_26
62542;2011_2;158.0;2.0;poste_03_1_2_8;94.33;25;poste_03_1_2_8_25
62544;2010_12;156.0;12.0;poste_03_1_2_8;104.69;24;poste_03_1_2_8_24
62545;2010_11;155.0;11.0;poste_03_1_2_8;104.03;23;poste_03_1_2_8_23
62602;2006_2;98.0;2.0;poste_03_1_2_8;95.83;22;poste_03_1_2_8_22
62605;2005_11;95.0;11.0;poste_03_1_2_8;102.4;21;poste_03_1_2_8_21
62607;2005_9;93.0;9.0;poste_03_1_2_8;102.5;20;poste_03_1_2_8_20
62609;2005_7;91.0;7.0;poste_03_1_2_8;93.2;19;poste_03_1_2_8_19
62611;2005_5;89.0;5.0;poste_03_1_2_8;102.5;18;poste_03_1_2_8_18
62613;2005_3;87.0;3.0;poste_03_1_2_8;102.1;17;poste_03_1_2_8_17
62660;2001_4;40.0;4.0;poste_03_1_2_8;102.0;16;poste_03_1_2_8_16
62661;2001_3;39.0;3.0;poste_03_1_2_8;102.0;15;poste_03_1_2_8_15
62662;2001_2;38.0;2.0;poste_03_1_2_8;97.5;14;poste_03_1_2_8_14
62664;2000_12;36.0;12.0;poste_03_1_2_8;102.0;13;poste_03_1_2_8_13
62666;2000_10;34.0;10.0;poste_03_1_2_8;102.0;12;poste_03_1_2_8_12
62667;2000_9;33.0;9.0;poste_03_1_2_8;102.2;11;poste_03_1_2_8_11
62669;2000_7;31.0;7.0;poste_03_1_2_8;95.0;10;poste_03_1_2_8_10
62670;2000_6;30.0;6.0;poste_03_1_2_8;101.8;9;poste_03_1_2_8_9
62745;2011_8;164.0;8.0;poste_03_2_1_4;108.8;28;poste_03_2_1_4_28
62747;2011_6;162.0;6.0;poste_03_2_1_4;115.1;27;poste_03_2_1_4_27
62749;2011_4;160.0;4.0;poste_03_2_1_4;115.42;26;poste_03_2_1_4_26
62751;2011_2;158.0;2.0;poste_03_2_1_4;103.65;25;poste_03_2_1_4_25
62753;2010_12;156.0;12.0;poste_03_2_1_4;115.61;24;poste_03_2_1_4_24
62754;2010_11;155.0;11.0;poste_03_2_1_4;114.95;23;poste_03_2_1_4_23
62811;2006_2;98.0;2.0;poste_03_2_1_4;97.53;22;poste_03_2_1_4_22
62814;2005_11;95.0;11.0;poste_03_2_1_4;107.7;21;poste_03_2_1_4_21
62816;2005_9;93.0;9.0;poste_03_2_1_4;106.9;20;poste_03_2_1_4_20
62818;2005_7;91.0;7.0;poste_03_2_1_4;99.3;19;poste_03_2_1_4_19
62820;2005_5;89.0;5.0;poste_03_2_1_4;107.5;18;poste_03_2_1_4_18
62822;2005_3;87.0;3.0;poste_03_2_1_4;105.4;17;poste_03_2_1_4_17
62869;2001_4;40.0;4.0;poste_03_2_1_4;102.7;16;poste_03_2_1_4_16
62870;2001_3;39.0;3.0;poste_03_2_1_4;101.7;15;poste_03_2_1_4_15
62871;2001_2;38.0;2.0;poste_03_2_1_4;95.9;14;poste_03_2_1_4_14
62873;2000_12;36.0;12.0;poste_03_2_1_4;102.3;13;poste_03_2_1_4_13
62875;2000_10;34.0;10.0;poste_03_2_1_4;102.3;12;poste_03_2_1_4_12
62876;2000_9;33.0;9.0;poste_03_2_1_4;102.1;11;poste_03_2_1_4_11
62878;2000_7;31.0;7.0;poste_03_2_1_4;94.0;10;poste_03_2_1_4_10
62879;2000_6;30.0;6.0;poste_03_2_1_4;102.0;9;poste_03_2_1_4_9
62954;2011_8;164.0;8.0;poste_04_4_1_2_1;145.68;28;poste_04_4_1_2_1_28
62956;2011_6;162.0;6.0;poste_04_4_1_2_1;145.52;27;poste_04_4_1_2_1_27
62958;2011_4;160.0;4.0;poste_04_4_1_2_1;143.79;26;poste_04_4_1_2_1_26
62960;2011_2;158.0;2.0;poste_04_4_1_2_1;143.32;25;poste_04_4_1_2_1_25
62962;2010_12;156.0;12.0;poste_04_4_1_2_1;142.55;24;poste_04_4_1_2_1_24
62963;2010_11;155.0;11.0;poste_04_4_1_2_1;140.71;23;poste_04_4_1_2_1_23
63020;2006_2;98.0;2.0;poste_04_4_1_2_1;121.56;22;poste_04_4_1_2_1_22
63023;2005_11;95.0;11.0;poste_04_4_1_2_1;119.0;21;poste_04_4_1_2_1_21
63025;2005_9;93.0;9.0;poste_04_4_1_2_1;118.9;20;poste_04_4_1_2_1_20
63027;2005_7;91.0;7.0;poste_04_4_1_2_1;118.5;19;poste_04_4_1_2_1_19
63029;2005_5;89.0;5.0;poste_04_4_1_2_1;117.3;18;poste_04_4_1_2_1_18
63031;2005_3;87.0;3.0;poste_04_4_1_2_1;116.9;17;poste_04_4_1_2_1_17
63078;2001_4;40.0;4.0;poste_04_4_1_2_1;104.4;16;poste_04_4_1_2_1_16
63079;2001_3;39.0;3.0;poste_04_4_1_2_1;104.3;15;poste_04_4_1_2_1_15
63080;2001_2;38.0;2.0;poste_04_4_1_2_1;104.3;14;poste_04_4_1_2_1_14
63082;2000_12;36.0;12.0;poste_04_4_1_2_1;103.8;13;poste_04_4_1_2_1_13
63084;2000_10;34.0;10.0;poste_04_4_1_2_1;103.8;12;poste_04_4_1_2_1_12
63085;2000_9;33.0;9.0;poste_04_4_1_2_1;103.8;11;poste_04_4_1_2_1_11
63087;2000_7;31.0;7.0;poste_04_4_1_2_1;103.6;10;poste_04_4_1_2_1_10
63088;2000_6;30.0;6.0;poste_04_4_1_2_1;103.5;9;poste_04_4_1_2_1_9
63163;2011_8;164.0;8.0;poste_04_5_3_2;294.49;28;poste_04_5_3_2_28
63165;2011_6;162.0;6.0;poste_04_5_3_2;295.99;27;poste_04_5_3_2_27
63167;2011_4;160.0;4.0;poste_04_5_3_2;313.49;26;poste_04_5_3_2_26
63169;2011_2;158.0;2.0;poste_04_5_3_2;293.85;25;poste_04_5_3_2_25
