region,carburant,annee,mois,prix_moyen_par_hectolitre
82,Gazole,2007,1,102.04
82,Gazole,2007,2,102.66
82,Gazole,2007,3,104.28
82,Gazole,2007,4,107.07
82,Gazole,2007,5,107.77
82,Gazole,2007,6,108.82
82,Gazole,2007,7,109.87
82,Gazole,2007,8,109.87
82,Gazole,2007,9,111.57
82,Gazole,2007,10,113.19
82,Gazole,2007,11,121.56
82,Gazole,2007,12,122.36
82,Gazole,2008,1,121.3
82,Gazole,2008,2,121.61
82,Gazole,2008,3,128.08
82,Gazole,2008,4,130.72
82,Gazole,2008,5,140.18
82,Gazole,2008,6,145.9
82,Gazole,2008,7,144.68
82,Gazole,2008,8,136.16
82,Gazole,2008,9,132.21
82,Gazole,2008,10,123.74
82,Gazole,2008,11,113.55
82,Gazole,2008,12,102.93
82,Gazole,2009,1,99.73
82,Gazole,2009,2,98.34
82,Gazole,2009,3,95.81
82,Gazole,2009,4,98.12
82,Gazole,2009,5,98.38
82,Gazole,2009,6,102.94
82,Gazole,2009,7,101.42
82,Gazole,2009,8,104.48
82,Gazole,2009,9,102.8
82,Gazole,2009,10,103.47
82,Gazole,2009,11,105.86
82,Gazole,2009,12,105.21
82,Gazole,2010,1,109.09
82,Gazole,2010,2,109.6
82,Gazole,2010,3,113.36
82,Gazole,2010,4,117.01
82,Gazole,2010,5,118.52
82,Gazole,2010,6,118.11
82,Gazole,2010,7,116.01
82,Gazole,2010,8,115.85
82,Gazole,2010,9,115.92
82,Gazole,2010,10,119.36
82,Gazole,2010,11,120.05
82,Gazole,2010,12,123.58
82,Gazole,2011,1,128.79
82,Gazole,2011,2,131.76
82,Gazole,2011,3,137.19
82,Gazole,2011,4,138.3
82,Gazole,2011,5,134.8
82,Gazole,2011,6,133.76
82,Gazole,2011,7,134.26
82,Gazole,2011,8,133.45
82,Gazole,2011,9,134.68
82,Gazole,2011,10,135.34
82,Gazole,2011,11,138.5
82,Gazole,2011,12,138.75
82,Gazole,2012,1,141.19
82,Gazole,2012,2,143.02
82,Gazole,2012,3,145.64
82,Gazole,2012,4,144.32
82,Gazole,2012,5,141.32
82,Gazole,2012,6,135.46
82,Gazole,2012,7,138.29
82,Gazole,2012,8,143.91
82,Gazole,2012,9,140.22
82,Gazole,2012,10,139.41
82,Gazole,2012,11,137.09
82,Gazole,2012,12,136.81
82,Gazole,2013,1,138.66
82,Gazole,2013,2,141.9
82,Gazole,2013,3,140.26
82,Gazole,2013,4,136.11
82,Gazole,2013,5,133.79
82,Gazole,2013,6,133.97
82,Gazole,2013,7,135.81
82,Gazole,2013,8,136.27
82,Gazole,2013,9,137.87
82,Gazole,2013,10,134.26
82,Gazole,2013,11,133.14
82,Gazole,2013,12,134.88
82,Gazole,2014,1,135.09
82,Gazole,2014,2,135.4
82,Gazole,2014,3,134.35
82,Gazole,2014,4,133.64
82,Gazole,2014,5,133.55
82,Gazole,2014,6,133.77
82,Gazole,2014,7,133.62
82,Gazole,2014,8,132.98
82,Gazole,2014,9,132.25
82,Gazole,2014,10,129.38
82,Gazole,2014,11,126.43
82,Gazole,2014,12,117.83
82,Gazole,2015,1,114.2
82,Gazole,2015,2,119.87
82,Gazole,2015,3,123.28
82,Gazole,2015,4,122.95
82,Gazole,2015,5,126.04
82,Gazole,2015,6,124.54
82,Gazole,2015,7,121.1
82,Gazole,2015,8,115.52
82,Gazole,2015,9,113.49
82,Gazole,2015,10,112.9
82,Gazole,2015,11,112.56
82,Gazole,2015,12,106.69
82,Gazole,2016,1,
82,Gazole,2016,2,
82,Gazole,2016,3,
82,Gazole,2016,4,
82,Gazole,2016,5,
82,Gazole,2016,6,
82,Gazole,2016,7,
82,Gazole,2016,8,
82,Gazole,2016,9,
82,Gazole,2016,10,
82,Gazole,2016,11,
82,Gazole,2016,12,
82,Gazole,2017,1,
82,Gazole,2017,2,
82,Gazole,2017,3,
82,Gazole,2017,4,
82,Gazole,2017,5,
82,Gazole,2017,6,
82,Gazole,2017,7,
82,Gazole,2017,8,
82,Gazole,2017,9,
82,Gazole,2017,10,
82,Gazole,2017,11,
82,Gazole,2017,12,
82,Gazole,2018,1,
82,Gazole,2018,2,
82,Gazole,2018,3,
82,Gazole,2018,4,
82,Gazole,2018,5,
82,Gazole,2018,6,
82,Gazole,2018,7,
82,Gazole,2018,8,
82,Gazole,2018,9,
82,Gazole,2018,10,
82,Gazole,2018,11,
82,Gazole,2018,12,
82,Gazole,2019,1,
82,Gazole,2019,2,
82,Gazole,2019,3,
82,Gazole,2019,4,
82,Gazole,2019,5,
82,Gazole,2019,6,
82,Gazole,2019,7,
82,Gazole,2019,8,
82,Gazole,2019,9,
82,Gazole,2019,10,
82,Gazole,2019,11,
82,Gazole,2019,12,
82,Gazole,2020,1,
82,Gazole,2020,2,
82,Gazole,2020,3,
82,Gazole,2020,4,
82,Gazole,2020,5,
82,Gazole,2020,6,
82,Gazole,2020,7,
82,Gazole,2020,8,
82,Gazole,2020,9,
82,Gazole,2020,10,
82,Gazole,2020,11,
82,Gazole,2020,12,
82,Gazole,2021,1,
82,Gazole,2021,2,
82,Gazole,2021,3,
82,Gazole,2021,4,
82,Gazole,2021,5,
82,Gazole,2021,6,
82,Gazole,2021,7,
82,Gazole,2021,8,
82,Gazole,2021,9,
82,Gazole,2021,10,
82,Gazole,2021,11,
82,Gazole,2021,12,
82,Gazole,2022,1,
82,Gazole,2022,2,
82,Gazole,2022,3,
82,Gazole,2022,4,
82,Gazole,2022,5,
82,Gazole,2022,6,
82,Gazole,2022,7,
82,Gazole,2022,8,
82,Gazole,2022,9,
82,Gazole,2022,10,
82,Gazole,2022,11,
82,Gazole,2022,12,
82,Gazole,2023,1,
82,Gazole,2023,2,
82,Gazole,2023,3,
82,Gazole,2023,4,
82,Gazole,2023,5,
82,Gazole,2023,6,
82,Gazole,2023,7,
82,Gazole,2023,8,
82,Gazole,2023,9,
82,Gazole,2023,10,
82,Gazole,2023,11,
82,Gazole,2023,12,
82,SP95,2007,1,117.83
82,SP95,2007,2,118.97
82,SP95,2007,3,123.96
82,SP95,2007,4,128.37
82,SP95,2007,5,132.26
82,SP95,2007,6,132.46
82,SP95,2007,7,131.55
82,SP95,2007,8,128.35
82,SP95,2007,9,128.82
82,SP95,2007,10,129.2
82,SP95,2007,11,134.9
82,SP95,2007,12,134.61
82,SP95,2008,1,136.53
82,SP95,2008,2,136.36
82,SP95,2008,3,138.18
82,SP95,2008,4,139.94
82,SP95,2008,5,145.87
82,SP95,2008,6,151.0
82,SP95,2008,7,149.74
82,SP95,2008,8,144.12
82,SP95,2008,9,143.54
82,SP95,2008,10,133.69
82,SP95,2008,11,120.88
82,SP95,2008,12,112.54
82,SP95,2009,1,112.61
82,SP95,2009,2,116.34
82,SP95,2009,3,116.23
82,SP95,2009,4,118.93
82,SP95,2009,5,122.15
82,SP95,2009,6,127.93
82,SP95,2009,7,125.42
82,SP95,2009,8,128.28
82,SP95,2009,9,125.72
82,SP95,2009,10,125.41
82,SP95,2009,11,128.16
82,SP95,2009,12,127.48
82,SP95,2010,1,131.75
82,SP95,2010,2,133.0
82,SP95,2010,3,137.1
82,SP95,2010,4,139.27
82,SP95,2010,5,139.16
82,SP95,2010,6,137.88
82,SP95,2010,7,136.15
82,SP95,2010,8,135.05
82,SP95,2010,9,134.95
82,SP95,2010,10,137.57
82,SP95,2010,11,138.93
82,SP95,2010,12,142.94
82,SP95,2011,1,148.37
82,SP95,2011,2,149.08
82,SP95,2011,3,152.92
82,SP95,2011,4,154.74
82,SP95,2011,5,154.67
82,SP95,2011,6,152.0
82,SP95,2011,7,152.49
82,SP95,2011,8,151.96
82,SP95,2011,9,153.1
82,SP95,2011,10,151.86
82,SP95,2011,11,151.39
82,SP95,2011,12,151.0
82,SP95,2012,1,155.88
82,SP95,2012,2,160.42
82,SP95,2012,3,164.9
82,SP95,2012,4,167.52
82,SP95,2012,5,160.81
82,SP95,2012,6,154.75
82,SP95,2012,7,156.3
82,SP95,2012,8,163.08
82,SP95,2012,9,159.58
82,SP95,2012,10,156.99
82,SP95,2012,11,152.28
82,SP95,2012,12,153.16
82,SP95,2013,1,157.67
82,SP95,2013,2,164.0
82,SP95,2013,3,162.75
82,SP95,2013,4,157.96
82,SP95,2013,5,155.04
82,SP95,2013,6,155.98
82,SP95,2013,7,156.52
82,SP95,2013,8,156.77
82,SP95,2013,9,156.06
82,SP95,2013,10,151.94
82,SP95,2013,11,150.99
82,SP95,2013,12,152.8
82,SP95,2014,1,152.39
82,SP95,2014,2,153.44
82,SP95,2014,3,153.72
82,SP95,2014,4,154.22
82,SP95,2014,5,154.5
82,SP95,2014,6,155.03
82,SP95,2014,7,155.58
82,SP95,2014,8,153.42
82,SP95,2014,9,152.12
82,SP95,2014,10,149.55
82,SP95,2014,11,145.89
82,SP95,2014,12,137.71
82,SP95,2015,1,131.06
82,SP95,2015,2,136.44
82,SP95,2015,3,141.76
82,SP95,2015,4,142.7
82,SP95,2015,5,145.5
82,SP95,2015,6,146.04
82,SP95,2015,7,145.03
82,SP95,2015,8,138.98
82,SP95,2015,9,133.3
82,SP95,2015,10,132.54
82,SP95,2015,11,132.2
82,SP95,2015,12,130.96
82,SP95,2016,1,
82,SP95,2016,2,
82,SP95,2016,3,
82,SP95,2016,4,
82,SP95,2016,5,
82,SP95,2016,6,
82,SP95,2016,7,
82,SP95,2016,8,
82,SP95,2016,9,
82,SP95,2016,10,
82,SP95,2016,11,
82,SP95,2016,12,
82,SP95,2017,1,
82,SP95,2017,2,
82,SP95,2017,3,
82,SP95,2017,4,
82,SP95,2017,5,
82,SP95,2017,6,
82,SP95,2017,7,
82,SP95,2017,8,
82,SP95,2017,9,
82,SP95,2017,10,
82,SP95,2017,11,
82,SP95,2017,12,
82,SP95,2018,1,
82,SP95,2018,2,
82,SP95,2018,3,
82,SP95,2018,4,
82,SP95,2018,5,
82,SP95,2018,6,
82,SP95,2018,7,
82,SP95,2018,8,
82,SP95,2018,9,
82,SP95,2018,10,
82,SP95,2018,11,
82,SP95,2018,12,
82,SP95,2019,1,
82,SP95,2019,2,
82,SP95,2019,3,
82,SP95,2019,4,
82,SP95,2019,5,
82,SP95,2019,6,
82,SP95,2019,7,
82,SP95,2019,8,
82,SP95,2019,9,
82,SP95,2019,10,
82,SP95,2019,11,
82,SP95,2019,12,
82,SP95,2020,1,
82,SP95,2020,2,
82,SP95,2020,3,
82,SP95,2020,4,
82,SP95,2020,5,
82,SP95,2020,6,
82,SP95,2020,7,
82,SP95,2020,8,
82,SP95,2020,9,
82,SP95,2020,10,
82,SP95,2020,11,
82,SP95,2020,12,
82,SP95,2021,1,
82,SP95,2021,2,
82,SP95,2021,3,
82,SP95,2021,4,
82,SP95,2021,5,
82,SP95,2021,6,
82,SP95,2021,7,
82,SP95,2021,8,
82,SP95,2021,9,
82,SP95,2021,10,
82,SP95,2021,11,
82,SP95,2021,12,
82,SP95,2022,1,
82,SP95,2022,2,
82,SP95,2022,3,
82,SP95,2022,4,
82,SP95,2022,5,
82,SP95,2022,6,
82,SP95,2022,7,
82,SP95,2022,8,
82,SP95,2022,9,
82,SP95,2022,10,
82,SP95,2022,11,
82,SP95,2022,12,
82,SP95,2023,1,
82,SP95,2023,2,
82,SP95,2023,3,
82,SP95,2023,4,
82,SP95,2023,5,
82,SP95,2023,6,
82,SP95,2023,7,
82,SP95,2023,8,
82,SP95,2023,9,
82,SP95,2023,10,
82,SP95,2023,11,
82,SP95,2023,12,
82,GPLc,2007,12,73.85
82,GPLc,2007,11,73.95
82,GPLc,2007,1,
82,GPLc,2007,2,
82,GPLc,2007,3,
82,GPLc,2007,4,
82,GPLc,2007,5,
82,GPLc,2007,6,
82,GPLc,2007,7,
82,GPLc,2007,8,
82,GPLc,2007,9,
82,GPLc,2007,10,
82,GPLc,2008,1,74.29
82,GPLc,2008,3,74.29
82,GPLc,2008,4,73.96
82,GPLc,2008,5,74.78
82,GPLc,2008,7,76.94
82,GPLc,2008,10,78.34
82,GPLc,2008,11,77.25
82,GPLc,2008,12,74.09
82,GPLc,2008,2,74.27
82,GPLc,2008,6,75.97
82,GPLc,2008,8,77.87
82,GPLc,2008,9,78.0
82,GPLc,2009,1,70.79
82,GPLc,2009,3,67.6
82,GPLc,2009,4,64.65
82,GPLc,2009,5,63.65
82,GPLc,2009,6,63.69
82,GPLc,2009,8,64.55
82,GPLc,2009,9,66.12
82,GPLc,2009,10,65.94
82,GPLc,2009,12,67.6
82,GPLc,2009,2,70.28
82,GPLc,2009,7,64.33
82,GPLc,2009,11,66.41
82,GPLc,2010,1,70.64
82,GPLc,2010,3,70.05
82,GPLc,2010,6,73.27
82,GPLc,2010,8,75.68
82,GPLc,2010,9,76.56
82,GPLc,2010,10,77.98
82,GPLc,2010,7,74.83
82,GPLc,2010,11,79.68
82,GPLc,2010,12,82.57
82,GPLc,2010,5,72.39
82,GPLc,2010,2,71.1
82,GPLc,2010,4,70.81
82,GPLc,2011,1,82.92
82,GPLc,2011,6,85.04
82,GPLc,2011,7,85.49
82,GPLc,2011,8,85.6
82,GPLc,2011,4,83.68
82,GPLc,2011,5,84.19
82,GPLc,2011,9,85.62
82,GPLc,2011,11,85.56
82,GPLc,2011,3,83.38
82,GPLc,2011,12,85.61
82,GPLc,2011,2,82.81
82,GPLc,2011,10,85.63
82,GPLc,2012,1,85.29
82,GPLc,2012,10,87.82
82,GPLc,2012,2,86.48
82,GPLc,2012,3,88.49
82,GPLc,2012,4,89.16
82,GPLc,2012,5,89.15
82,GPLc,2012,6,88.85
82,GPLc,2012,7,87.38
82,GPLc,2012,8,87.06
82,GPLc,2012,9,86.92
82,GPLc,2012,11,88.49
82,GPLc,2012,12,88.75
82,GPLc,2013,4,89.58
82,GPLc,2013,9,87.73
82,GPLc,2013,2,89.58
82,GPLc,2013,3,89.78
82,GPLc,2013,6,88.18
82,GPLc,2013,1,89.45
82,GPLc,2013,5,88.46
82,GPLc,2013,7,87.6
82,GPLc,2013,8,87.45
82,GPLc,2013,10,87.2
82,GPLc,2013,11,87.14
82,GPLc,2013,12,87.77
82,GPLc,2014,2,88.26
82,GPLc,2014,6,87.47
82,GPLc,2014,12,85.82
82,GPLc,2014,11,86.58
82,GPLc,2014,1,88.7
82,GPLc,2014,3,88.0
82,GPLc,2014,4,87.79
82,GPLc,2014,5,87.6
82,GPLc,2014,7,87.13
82,GPLc,2014,8,87.0
82,GPLc,2014,10,86.68
82,GPLc,2014,9,86.78
82,GPLc,2015,5,81.84
82,GPLc,2015,10,77.46
82,GPLc,2015,11,76.75
82,GPLc,2015,12,76.21
82,GPLc,2015,8,80.05
82,GPLc,2015,2,82.51
82,GPLc,2015,6,81.06
82,GPLc,2015,3,81.5
82,GPLc,2015,4,81.5
82,GPLc,2015,7,80.17
82,GPLc,2015,1,84.2
82,GPLc,2015,9,78.42
82,GPLc,2016,1,
82,GPLc,2016,2,
82,GPLc,2016,3,
82,GPLc,2016,4,
82,GPLc,2016,5,
82,GPLc,2016,6,
82,GPLc,2016,7,
82,GPLc,2016,8,
82,GPLc,2016,9,
82,GPLc,2016,10,
82,GPLc,2016,11,
82,GPLc,2016,12,
82,GPLc,2017,1,
82,GPLc,2017,2,
82,GPLc,2017,3,
82,GPLc,2017,4,
82,GPLc,2017,5,
82,GPLc,2017,6,
82,GPLc,2017,7,
82,GPLc,2017,8,
82,GPLc,2017,9,
82,GPLc,2017,10,
82,GPLc,2017,11,
82,GPLc,2017,12,
82,GPLc,2018,1,
82,GPLc,2018,2,
82,GPLc,2018,3,
82,GPLc,2018,4,
82,GPLc,2018,5,
82,GPLc,2018,6,
82,GPLc,2018,7,
82,GPLc,2018,8,
82,GPLc,2018,9,
82,GPLc,2018,10,
82,GPLc,2018,11,
82,GPLc,2018,12,
82,GPLc,2019,1,
82,GPLc,2019,2,
82,GPLc,2019,3,
82,GPLc,2019,4,
82,GPLc,2019,5,
82,GPLc,2019,6,
82,GPLc,2019,7,
82,GPLc,2019,8,
82,GPLc,2019,9,
82,GPLc,2019,10,
82,GPLc,2019,11,
82,GPLc,2019,12,
82,GPLc,2020,1,
82,GPLc,2020,2,
82,GPLc,2020,3,
82,GPLc,2020,4,
82,GPLc,2020,5,
82,GPLc,2020,6,
82,GPLc,2020,7,
82,GPLc,2020,8,
82,GPLc,2020,9,
82,GPLc,2020,10,
82,GPLc,2020,11,
82,GPLc,2020,12,
82,GPLc,2021,1,
82,GPLc,2021,2,
82,GPLc,2021,3,
82,GPLc,2021,4,
82,GPLc,2021,5,
82,GPLc,2021,6,
82,GPLc,2021,7,
82,GPLc,2021,8,
82,GPLc,2021,9,
82,GPLc,2021,10,
82,GPLc,2021,11,
82,GPLc,2021,12,
82,GPLc,2022,1,
82,GPLc,2022,2,
82,GPLc,2022,3,
82,GPLc,2022,4,
82,GPLc,2022,5,
82,GPLc,2022,6,
82,GPLc,2022,7,
82,GPLc,2022,8,
82,GPLc,2022,9,
82,GPLc,2022,10,
82,GPLc,2022,11,
82,GPLc,2022,12,
82,GPLc,2023,1,
82,GPLc,2023,2,
82,GPLc,2023,3,
82,GPLc,2023,4,
82,GPLc,2023,5,
82,GPLc,2023,6,
82,GPLc,2023,7,
82,GPLc,2023,8,
82,GPLc,2023,9,
82,GPLc,2023,10,
82,GPLc,2023,11,
82,GPLc,2023,12,
82,E85,2007,7,82.86
82,E85,2007,9,82.5
82,E85,2007,10,82.63
82,E85,2007,11,83.01
82,E85,2007,12,84.55
82,E85,2007,6,82.94
82,E85,2007,8,82.81
82,E85,2007,4,83.0
82,E85,2007,5,83.0
82,E85,2007,1,
82,E85,2007,2,
82,E85,2007,3,
82,E85,2008,3,87.43
82,E85,2008,6,88.28
82,E85,2008,7,90.0
82,E85,2008,8,91.85
82,E85,2008,12,90.85
82,E85,2008,9,92.16
82,E85,2008,10,92.17
82,E85,2008,11,91.42
82,E85,2008,5,87.93
82,E85,2008,1,85.49
82,E85,2008,2,87.14
82,E85,2008,4,87.31
82,E85,2009,7,95.3
82,E85,2009,8,101.04
82,E85,2009,10,105.44
82,E85,2009,11,107.09
82,E85,2009,12,108.12
82,E85,2009,3,87.08
82,E85,2009,9,104.43
82,E85,2009,6,88.39
82,E85,2009,1,83.54
82,E85,2009,4,88.5
82,E85,2009,5,87.96
82,E85,2009,2,82.36
82,E85,2010,1,104.22
82,E85,2010,2,102.44
82,E85,2010,4,104.99
82,E85,2010,6,109.75
82,E85,2010,3,103.04
82,E85,2010,7,110.47
82,E85,2010,8,110.09
82,E85,2010,12,115.35
82,E85,2010,11,113.65
82,E85,2010,5,106.38
82,E85,2010,10,113.4
82,E85,2010,9,112.3
82,E85,2011,7,90.98
82,E85,2011,1,88.99
82,E85,2011,3,89.31
82,E85,2011,5,90.41
82,E85,2011,6,90.76
82,E85,2011,2,88.7
82,E85,2011,8,91.6
82,E85,2011,9,91.6
82,E85,2011,4,90.03
82,E85,2011,10,91.52
82,E85,2011,11,91.52
82,E85,2011,12,91.51
82,E85,2012,7,93.49
82,E85,2012,8,94.03
82,E85,2012,9,92.9
82,E85,2012,10,93.57
82,E85,2012,11,94.38
82,E85,2012,1,93.45
82,E85,2012,3,94.03
82,E85,2012,2,93.77
82,E85,2012,5,94.13
82,E85,2012,12,94.97
82,E85,2012,4,94.41
82,E85,2012,6,93.82
82,E85,2013,1,95.31
82,E85,2013,2,95.94
82,E85,2013,7,94.54
82,E85,2013,8,94.68
82,E85,2013,10,93.82
82,E85,2013,6,95.18
82,E85,2013,9,94.87
82,E85,2013,11,93.38
82,E85,2013,12,93.28
82,E85,2013,3,96.82
82,E85,2013,5,95.37
82,E85,2013,4,96.46
82,E85,2014,8,92.72
82,E85,2014,7,93.05
82,E85,2014,9,92.44
82,E85,2014,10,91.97
82,E85,2014,12,92.18
82,E85,2014,2,92.74
82,E85,2014,3,93.76
82,E85,2014,4,93.48
82,E85,2014,5,93.64
82,E85,2014,6,93.05
82,E85,2014,1,92.93
82,E85,2014,11,91.92
82,E85,2015,8,93.86
82,E85,2015,10,94.68
82,E85,2015,11,94.68
82,E85,2015,12,94.36
82,E85,2015,2,94.55
82,E85,2015,1,91.39
82,E85,2015,6,94.82
82,E85,2015,7,93.44
82,E85,2015,9,93.94
82,E85,2015,3,94.28
82,E85,2015,4,94.89
82,E85,2015,5,95.24
82,E85,2016,1,
82,E85,2016,2,
82,E85,2016,3,
82,E85,2016,4,
82,E85,2016,5,
82,E85,2016,6,
82,E85,2016,7,
82,E85,2016,8,
82,E85,2016,9,
82,E85,2016,10,
82,E85,2016,11,
82,E85,2016,12,
82,E85,2017,1,
82,E85,2017,2,
82,E85,2017,3,
82,E85,2017,4,
82,E85,2017,5,
82,E85,2017,6,
82,E85,2017,7,
82,E85,2017,8,
82,E85,2017,9,
82,E85,2017,10,
82,E85,2017,11,
82,E85,2017,12,
82,E85,2018,1,
82,E85,2018,2,
82,E85,2018,3,
82,E85,2018,4,
82,E85,2018,5,
82,E85,2018,6,
82,E85,2018,7,
82,E85,2018,8,
82,E85,2018,9,
82,E85,2018,10,
82,E85,2018,11,
82,E85,2018,12,
82,E85,2019,1,
82,E85,2019,2,
82,E85,2019,3,
82,E85,2019,4,
82,E85,2019,5,
82,E85,2019,6,
82,E85,2019,7,
82,E85,2019,8,
82,E85,2019,9,
82,E85,2019,10,
82,E85,2019,11,
82,E85,2019,12,
82,E85,2020,1,
82,E85,2020,2,
82,E85,2020,3,
82,E85,2020,4,
82,E85,2020,5,
82,E85,2020,6,
82,E85,2020,7,
82,E85,2020,8,
82,E85,2020,9,
82,E85,2020,10,
82,E85,2020,11,
82,E85,2020,12,
82,E85,2021,1,
82,E85,2021,2,
82,E85,2021,3,
82,E85,2021,4,
82,E85,2021,5,
82,E85,2021,6,
82,E85,2021,7,
82,E85,2021,8,
82,E85,2021,9,
82,E85,2021,10,
82,E85,2021,11,
82,E85,2021,12,
82,E85,2022,1,
82,E85,2022,2,
82,E85,2022,3,
82,E85,2022,4,
82,E85,2022,5,
82,E85,2022,6,
82,E85,2022,7,
82,E85,2022,8,
82,E85,2022,9,
82,E85,2022,10,
82,E85,2022,11,
82,E85,2022,12,
82,E85,2023,1,
82,E85,2023,2,
82,E85,2023,3,
82,E85,2023,4,
82,E85,2023,5,
82,E85,2023,6,
82,E85,2023,7,
82,E85,2023,8,
82,E85,2023,9,
82,E85,2023,10,
82,E85,2023,11,
82,E85,2023,12,
82,E10,2009,4,116.45
82,E10,2009,5,121.23
82,E10,2009,6,126.71
82,E10,2009,7,124.27
82,E10,2009,8,126.01
82,E10,2009,9,123.76
82,E10,2009,10,123.04
82,E10,2009,11,125.85
82,E10,2009,12,125.43
82,E10,2009,1,
82,E10,2009,2,
82,E10,2009,3,
82,E10,2010,1,129.79
82,E10,2010,2,130.84
82,E10,2010,3,134.89
82,E10,2010,4,137.93
82,E10,2010,5,138.28
82,E10,2010,6,136.95
82,E10,2010,7,135.39
82,E10,2010,8,134.32
82,E10,2010,9,134.02
82,E10,2010,10,135.38
82,E10,2010,11,136.87
82,E10,2010,12,141.12
82,E10,2011,1,145.64
82,E10,2011,2,146.5
82,E10,2011,3,150.47
82,E10,2011,4,152.33
82,E10,2011,5,152.1
82,E10,2011,6,150.63
82,E10,2011,7,151.44
82,E10,2011,8,150.8
82,E10,2011,9,152.22
82,E10,2011,10,150.43
82,E10,2011,11,149.69
82,E10,2011,12,149.05
82,E10,2012,1,154.15
82,E10,2012,2,158.36
82,E10,2012,3,163.24
82,E10,2012,4,166.04
82,E10,2012,5,159.08
82,E10,2012,6,152.94
82,E10,2012,7,154.86
82,E10,2012,8,161.2
82,E10,2012,9,156.67
82,E10,2012,10,153.49
82,E10,2012,11,147.93
82,E10,2012,12,149.53
82,E10,2013,1,155.21
82,E10,2013,2,161.83
82,E10,2013,3,160.18
82,E10,2013,4,156.07
82,E10,2013,5,153.27
82,E10,2013,6,154.32
82,E10,2013,7,155.37
82,E10,2013,8,155.6
82,E10,2013,9,154.61
82,E10,2013,10,150.35
82,E10,2013,11,149.44
82,E10,2013,12,151.08
82,E10,2014,3,152.08
82,E10,2014,6,153.55
82,E10,2014,7,154.13
82,E10,2014,8,152.1
82,E10,2014,9,150.77
82,E10,2014,10,148.14
82,E10,2014,11,144.39
82,E10,2014,12,136.39
82,E10,2014,1,150.72
82,E10,2014,2,151.75
82,E10,2014,4,152.69
82,E10,2014,5,152.89
82,E10,2015,2,135.14
82,E10,2015,1,130.4
82,E10,2015,3,140.35
82,E10,2015,4,141.49
82,E10,2015,6,144.83
82,E10,2015,7,143.9
82,E10,2015,8,137.63
82,E10,2015,9,132.16
82,E10,2015,10,131.02
82,E10,2015,11,130.72
82,E10,2015,12,129.45
82,E10,2015,5,144.21
82,E10,2016,1,
82,E10,2016,2,
82,E10,2016,3,
82,E10,2016,4,
82,E10,2016,5,
82,E10,2016,6,
82,E10,2016,7,
82,E10,2016,8,
82,E10,2016,9,
82,E10,2016,10,
82,E10,2016,11,
82,E10,2016,12,
82,E10,2017,1,
82,E10,2017,2,
82,E10,2017,3,
82,E10,2017,4,
82,E10,2017,5,
82,E10,2017,6,
82,E10,2017,7,
82,E10,2017,8,
82,E10,2017,9,
82,E10,2017,10,
82,E10,2017,11,
82,E10,2017,12,
82,E10,2018,1,
82,E10,2018,2,
82,E10,2018,3,
82,E10,2018,4,
82,E10,2018,5,
82,E10,2018,6,
82,E10,2018,7,
82,E10,2018,8,
82,E10,2018,9,
82,E10,2018,10,
82,E10,2018,11,
82,E10,2018,12,
82,E10,2019,1,
82,E10,2019,2,
82,E10,2019,3,
82,E10,2019,4,
82,E10,2019,5,
82,E10,2019,6,
82,E10,2019,7,
82,E10,2019,8,
82,E10,2019,9,
82,E10,2019,10,
82,E10,2019,11,
82,E10,2019,12,
82,E10,2020,1,
82,E10,2020,2,
82,E10,2020,3,
82,E10,2020,4,
82,E10,2020,5,
82,E10,2020,6,
82,E10,2020,7,
82,E10,2020,8,
82,E10,2020,9,
82,E10,2020,10,
82,E10,2020,11,
82,E10,2020,12,
82,E10,2021,1,
82,E10,2021,2,
82,E10,2021,3,
82,E10,2021,4,
82,E10,2021,5,
82,E10,2021,6,
82,E10,2021,7,
82,E10,2021,8,
82,E10,2021,9,
82,E10,2021,10,
82,E10,2021,11,
82,E10,2021,12,
82,E10,2022,1,
82,E10,2022,2,
82,E10,2022,3,
82,E10,2022,4,
82,E10,2022,5,
82,E10,2022,6,
82,E10,2022,7,
82,E10,2022,8,
82,E10,2022,9,
82,E10,2022,10,
82,E10,2022,11,
82,E10,2022,12,
82,E10,2023,1,
82,E10,2023,2,
82,E10,2023,3,
82,E10,2023,4,
82,E10,2023,5,
82,E10,2023,6,
82,E10,2023,7,
82,E10,2023,8,
82,E10,2023,9,
82,E10,2023,10,
82,E10,2023,11,
82,E10,2023,12,
82,SP98,2013,6,158.41
82,SP98,2013,7,160.65
82,SP98,2013,8,161.07
82,SP98,2013,9,160.47
82,SP98,2013,10,156.17
82,SP98,2013,11,155.12
82,SP98,2013,12,156.8
82,SP98,2013,1,
82,SP98,2013,2,
82,SP98,2013,3,
82,SP98,2013,4,
82,SP98,2013,5,
82,SP98,2014,1,156.86
82,SP98,2014,2,157.88
82,SP98,2014,3,158.32
82,SP98,2014,4,158.84
82,SP98,2014,5,159.16
82,SP98,2014,6,159.69
82,SP98,2014,7,160.32
82,SP98,2014,8,158.32
82,SP98,2014,9,157.04
82,SP98,2014,10,154.71
82,SP98,2014,11,151.17
82,SP98,2014,12,143.3
82,SP98,2015,1,136.37
82,SP98,2015,2,140.72
82,SP98,2015,3,146.09
82,SP98,2015,4,147.35
82,SP98,2015,5,150.13
82,SP98,2015,6,150.84
82,SP98,2015,7,149.93
82,SP98,2015,8,144.08
82,SP98,2015,9,138.22
82,SP98,2015,10,137.14
