strate,precarite_energetique_depenses_tot,brde_m2_depenses_tot,froid_4_criteres_3_deciles,tee_10_3_deciles_depenses_tot
0.0,0.187448486704,0.0966717243357,0.0409059170206,0.110434010015
1.0,0.189353602769,0.100828835595,0.0609917363615,0.0856653526687
2.0,0.16877497091,0.0772015817678,0.0702847815539,0.0634234839313
3.0,0.14265028389,0.0698503162493,0.0590871022591,0.0470296487976
4.0,0.101892603942,0.0601510102231,0.0414893689726,0.0187103349357
