strate,precarite_energetique_rev_disponible,brde_m2_rev_disponible,froid_4_criteres_3_deciles,tee_10_3_deciles_rev_disponible
0.0,0.143100060459,0.0678441411135,0.0409059170206,0.102508390692
1.0,0.149887698382,0.0774483303062,0.0609917363615,0.0642115047419
2.0,0.142705011295,0.0685246766483,0.0702847815539,0.050267687877
3.0,0.136755335343,0.0708061857199,0.0590871022591,0.0549319003159
4.0,0.0997030966621,0.0605941654714,0.0414893689726,0.0279371475581
