posteCOICOP;annee;description;categoriefiscale;supplementaire
0431;1994;Fournitures pour travaux d'entretien et de réparation des logements;3;0
0431;1995;Fournitures pour travaux d'entretien et de réparation des logements;3;0
0431;1996;Fournitures pour travaux d'entretien et de réparation des logements;3;0
0431;1997;Fournitures pour travaux d'entretien et de réparation des logements;3;0
0431;1998;Fournitures pour travaux d'entretien et de réparation des logements;3;0
0431;1999;Fournitures pour travaux d'entretien et de réparation des logements;3;0
0431;2000;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2001;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2002;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2003;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2004;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2005;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2006;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2007;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2008;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2009;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2010;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2011;Fournitures pour travaux d'entretien et de réparation des logements;2;0
0431;2012;Fournitures pour travaux d'entretien et de réparation des logements;4;0
0431;2013;Fournitures pour travaux d'entretien et de réparation des logements;4;0
0431;2014;Fournitures pour travaux d'entretien et de réparation des logements;4;0
0432;1994;Services concernant l'entretien et les réparations du logement;3;0
0432;1995;Services concernant l'entretien et les réparations du logement;3;0
0432;1996;Services concernant l'entretien et les réparations du logement;3;0
0432;1997;Services concernant l'entretien et les réparations du logement;3;0
0432;1998;Services concernant l'entretien et les réparations du logement;3;0
0432;1999;Services concernant l'entretien et les réparations du logement;3;0
0432;2000;Services concernant l'entretien et les réparations du logement;2;0
0432;2001;Services concernant l'entretien et les réparations du logement;2;0
0432;2002;Services concernant l'entretien et les réparations du logement;2;0
0432;2003;Services concernant l'entretien et les réparations du logement;2;0
0432;2004;Services concernant l'entretien et les réparations du logement;2;0
0432;2005;Services concernant l'entretien et les réparations du logement;2;0
0432;2006;Services concernant l'entretien et les réparations du logement;2;0
0432;2007;Services concernant l'entretien et les réparations du logement;2;0
0432;2008;Services concernant l'entretien et les réparations du logement;2;0
0432;2009;Services concernant l'entretien et les réparations du logement;2;0
0432;2010;Services concernant l'entretien et les réparations du logement;2;0
0432;2011;Services concernant l'entretien et les réparations du logement;2;0
0432;2012;Services concernant l'entretien et les réparations du logement;4;0
0432;2013;Services concernant l'entretien et les réparations du logement;4;0
0432;2014;Services concernant l'entretien et les réparations du logement;4;0
0441;1994;Alimentation en eau;2;0
0441;1995;Alimentation en eau;2;0
0441;1996;Alimentation en eau;2;0
0441;1997;Alimentation en eau;2;0
0441;1998;Alimentation en eau;2;0
0441;1999;Alimentation en eau;2;0
0441;2000;Alimentation en eau;2;0
0441;2001;Alimentation en eau;2;0
0441;2002;Alimentation en eau;2;0
0441;2003;Alimentation en eau;2;0
0441;2004;Alimentation en eau;2;0
0441;2005;Alimentation en eau;2;0
0441;2006;Alimentation en eau;2;0
0441;2007;Alimentation en eau;2;0
0441;2008;Alimentation en eau;2;0
0441;2009;Alimentation en eau;2;0
0441;2010;Alimentation en eau;2;0
0441;2011;Alimentation en eau;2;0
0441;2012;Alimentation en eau;4;0
0441;2013;Alimentation en eau;4;0
0441;2014;Alimentation en eau;4;0
0442;1994;Collecte des ordures ménagères;2;0
0442;1995;Collecte des ordures ménagères;2;0
0442;1996;Collecte des ordures ménagères;2;0
0442;1997;Collecte des ordures ménagères;2;0
0442;1998;Collecte des ordures ménagères;2;0
0442;1999;Collecte des ordures ménagères;2;0
0442;2000;Collecte des ordures ménagères;2;0
0442;2001;Collecte des ordures ménagères;2;0
0442;2002;Collecte des ordures ménagères;2;0
0442;2003;Collecte des ordures ménagères;2;0
0442;2004;Collecte des ordures ménagères;2;0
0442;2005;Collecte des ordures ménagères;2;0
0442;2006;Collecte des ordures ménagères;2;0
0442;2007;Collecte des ordures ménagères;2;0
0442;2008;Collecte des ordures ménagères;2;0
0442;2009;Collecte des ordures ménagères;2;0
0442;2010;Collecte des ordures ménagères;2;0
0442;2011;Collecte des ordures ménagères;2;0
0442;2012;Collecte des ordures ménagères;4;0
0442;2013;Collecte des ordures ménagères;4;0
0442;2014;Collecte des ordures ménagères;4;0
0443;1994;Reprise des eaux usées;2;0
0443;1995;Reprise des eaux usées;2;0
0443;1996;Reprise des eaux usées;2;0
0443;1997;Reprise des eaux usées;2;0
0443;1998;Reprise des eaux usées;2;0
0443;1999;Reprise des eaux usées;2;0
0443;2000;Reprise des eaux usées;2;0
0443;2001;Reprise des eaux usées;2;0
0443;2002;Reprise des eaux usées;2;0
0443;2003;Reprise des eaux usées;2;0
0443;2004;Reprise des eaux usées;2;0
0443;2005;Reprise des eaux usées;2;0
0443;2006;Reprise des eaux usées;2;0
0443;2007;Reprise des eaux usées;2;0
0443;2008;Reprise des eaux usées;2;0
0443;2009;Reprise des eaux usées;2;0
0443;2010;Reprise des eaux usées;2;0
0443;2011;Reprise des eaux usées;2;0
0443;2012;Reprise des eaux usées;4;0
0443;2013;Reprise des eaux usées;4;0
0443;2014;Reprise des eaux usées;4;0
0444;1994;Service divers liés au logement non compris ailleurs;3;0
0444;1995;Service divers liés au logement non compris ailleurs;3;0
0444;1996;Service divers liés au logement non compris ailleurs;3;0
0444;1997;Service divers liés au logement non compris ailleurs;3;0
0444;1998;Service divers liés au logement non compris ailleurs;3;0
0444;1999;Service divers liés au logement non compris ailleurs;3;0
0444;2000;Service divers liés au logement non compris ailleurs;3;0
0444;2001;Service divers liés au logement non compris ailleurs;3;0
0444;2002;Service divers liés au logement non compris ailleurs;3;0
0444;2003;Service divers liés au logement non compris ailleurs;3;0
0444;2004;Service divers liés au logement non compris ailleurs;3;0
0444;2005;Service divers liés au logement non compris ailleurs;3;0
0444;2006;Service divers liés au logement non compris ailleurs;3;0
0444;2007;Service divers liés au logement non compris ailleurs;3;0
0444;2008;Service divers liés au logement non compris ailleurs;3;0
0444;2009;Service divers liés au logement non compris ailleurs;3;0
0444;2010;Service divers liés au logement non compris ailleurs;3;0
0444;2011;Service divers liés au logement non compris ailleurs;3;0
0444;2012;Service divers liés au logement non compris ailleurs;3;0
0444;2013;Service divers liés au logement non compris ailleurs;3;0
0444;2014;Service divers liés au logement non compris ailleurs;3;0
0451;1994;Electricité;3;0
0451;1995;Electricité;3;0
0451;1996;Electricité;3;0
0451;1997;Electricité;3;0
0451;1998;Electricité;3;0
0451;1999;Electricité;3;0
0451;2000;Electricité;3;0
0451;2001;Electricité;3;0
0451;2002;Electricité;3;0
0451;2003;Electricité;3;0
0451;2004;Electricité;3;0
0451;2005;Electricité;3;0
0451;2006;Electricité;3;0
0451;2007;Electricité;3;0
0451;2008;Electricité;3;0
0451;2009;Electricité;3;0
0451;2010;Electricité;3;0
0451;2011;Electricité;3;0
0451;2012;Electricité;3;0
0451;2013;Electricité;3;0
0451;2014;Electricité;3;0
04511;1994;Facture EDF GDF non dissociables;3;1
04511;1995;Facture EDF GDF non dissociables;3;1
04511;1996;Facture EDF GDF non dissociables;3;1
04511;1997;Facture EDF GDF non dissociables;3;1
04511;1998;Facture EDF GDF non dissociables;3;1
04511;1999;Facture EDF GDF non dissociables;3;1
04511;2000;Facture EDF GDF non dissociables;3;1
04511;2001;Facture EDF GDF non dissociables;3;1
04511;2002;Facture EDF GDF non dissociables;3;1
04511;2003;Facture EDF GDF non dissociables;3;1
04511;2004;Facture EDF GDF non dissociables;3;1
04511;2005;Facture EDF GDF non dissociables;3;1
04511;2006;Facture EDF GDF non dissociables;3;1
04511;2007;Facture EDF GDF non dissociables;3;1
04511;2008;Facture EDF GDF non dissociables;3;1
04511;2009;Facture EDF GDF non dissociables;3;1
04511;2010;Facture EDF GDF non dissociables;3;1
04511;2011;Facture EDF GDF non dissociables;3;1
04511;2012;Facture EDF GDF non dissociables;3;1
04511;2013;Facture EDF GDF non dissociables;3;1
04511;2014;Facture EDF GDF non dissociables;3;1
0452;1994;Gaz;3;0
0452;1995;Gaz;3;0
0452;1996;Gaz;3;0
0452;1997;Gaz;3;0
0452;1998;Gaz;3;0
0452;1999;Gaz;3;0
0452;2000;Gaz;3;0
0452;2001;Gaz;3;0
0452;2002;Gaz;3;0
0452;2003;Gaz;3;0
0452;2004;Gaz;3;0
0452;2005;Gaz;3;0
0452;2006;Gaz;3;0
0452;2007;Gaz;3;0
0452;2008;Gaz;3;0
0452;2009;Gaz;3;0
0452;2010;Gaz;3;0
0452;2011;Gaz;3;0
0452;2012;Gaz;3;0
0452;2013;Gaz;3;0
0452;2014;Gaz;3;0
04522;1994;Achat de butane, propane;3;1
04522;1995;Achat de butane, propane;3;1
04522;1996;Achat de butane, propane;3;1
04522;1997;Achat de butane, propane;3;1
04522;1998;Achat de butane, propane;3;1
04522;1999;Achat de butane, propane;3;1
04522;2000;Achat de butane, propane;3;1
04522;2001;Achat de butane, propane;3;1
04522;2002;Achat de butane, propane;3;1
04522;2003;Achat de butane, propane;3;1
04522;2004;Achat de butane, propane;3;1
04522;2005;Achat de butane, propane;3;1
04522;2006;Achat de butane, propane;3;1
04522;2007;Achat de butane, propane;3;1
04522;2008;Achat de butane, propane;3;1
04522;2009;Achat de butane, propane;3;1
04522;2010;Achat de butane, propane;3;1
04522;2011;Achat de butane, propane;3;1
04522;2012;Achat de butane, propane;3;1
04522;2013;Achat de butane, propane;3;1
04522;2014;Achat de butane, propane;3;1
0453;1994;Combustibles liquides;3;0
0453;1995;Combustibles liquides;3;0
0453;1996;Combustibles liquides;3;0
0453;1997;Combustibles liquides;3;0
0453;1998;Combustibles liquides;3;0
0453;1999;Combustibles liquides;3;0
0453;2000;Combustibles liquides;3;0
0453;2001;Combustibles liquides;3;0
0453;2002;Combustibles liquides;3;0
0453;2003;Combustibles liquides;3;0
0453;2004;Combustibles liquides;3;0
0453;2005;Combustibles liquides;3;0
0453;2006;Combustibles liquides;3;0
0453;2007;Combustibles liquides;3;0
0453;2008;Combustibles liquides;3;0
0453;2009;Combustibles liquides;3;0
0453;2010;Combustibles liquides;3;0
0453;2011;Combustibles liquides;3;0
0453;2012;Combustibles liquides;3;0
0453;2013;Combustibles liquides;3;0
0453;2014;Combustibles liquides;3;0
0454;1994;Combustibles solides;3;0
0454;1995;Combustibles solides;3;0
0454;1996;Combustibles solides;3;0
0454;1997;Combustibles solides;3;0
0454;1998;Combustibles solides;3;0
0454;1999;Combustibles solides;3;0
0454;2000;Combustibles solides;3;0
0454;2001;Combustibles solides;3;0
0454;2002;Combustibles solides;3;0
0454;2003;Combustibles solides;3;0
0454;2004;Combustibles solides;3;0
0454;2005;Combustibles solides;3;0
0454;2006;Combustibles solides;3;0
0454;2007;Combustibles solides;3;0
0454;2008;Combustibles solides;3;0
0454;2009;Combustibles solides;3;0
0454;2010;Combustibles solides;3;0
0454;2011;Combustibles solides;3;0
0454;2012;Combustibles solides;3;0
0454;2013;Combustibles solides;3;0
0454;2014;Combustibles solides;3;0
0455;1994;Energie thermique;3;0
0455;1995;Energie thermique;3;0
0455;1996;Energie thermique;3;0
0455;1997;Energie thermique;3;0
0455;1998;Energie thermique;3;0
0455;1999;Energie thermique;3;0
0455;2000;Energie thermique;3;0
0455;2001;Energie thermique;3;0
0455;2002;Energie thermique;3;0
0455;2003;Energie thermique;3;0
0455;2004;Energie thermique;3;0
0455;2005;Energie thermique;3;0
0455;2006;Energie thermique;3;0
0455;2007;Energie thermique;3;0
0455;2008;Energie thermique;3;0
0455;2009;Energie thermique;3;0
0455;2010;Energie thermique;3;0
0455;2011;Energie thermique;3;0
0455;2012;Energie thermique;3;0
0455;2013;Energie thermique;3;0
0455;2014;Energie thermique;3;0
0511;1994;Meubles et articles d'ameublement;3;0
0511;1995;Meubles et articles d'ameublement;3;0
0511;1996;Meubles et articles d'ameublement;3;0
0511;1997;Meubles et articles d'ameublement;3;0
0511;1998;Meubles et articles d'ameublement;3;0
0511;1999;Meubles et articles d'ameublement;3;0
0511;2000;Meubles et articles d'ameublement;3;0
0511;2001;Meubles et articles d'ameublement;3;0
0511;2002;Meubles et articles d'ameublement;3;0
0511;2003;Meubles et articles d'ameublement;3;0
0511;2004;Meubles et articles d'ameublement;3;0
0511;2005;Meubles et articles d'ameublement;3;0
0511;2006;Meubles et articles d'ameublement;3;0
0511;2007;Meubles et articles d'ameublement;3;0
0511;2008;Meubles et articles d'ameublement;3;0
0511;2009;Meubles et articles d'ameublement;3;0
0511;2010;Meubles et articles d'ameublement;3;0
0511;2011;Meubles et articles d'ameublement;3;0
0511;2012;Meubles et articles d'ameublement;3;0
0511;2013;Meubles et articles d'ameublement;3;0
0511;2014;Meubles et articles d'ameublement;3;0
0512;1994;Tapis et revêtements de sols divers;3;0
0512;1995;Tapis et revêtements de sols divers;3;0
0512;1996;Tapis et revêtements de sols divers;3;0
0512;1997;Tapis et revêtements de sols divers;3;0
0512;1998;Tapis et revêtements de sols divers;3;0
0512;1999;Tapis et revêtements de sols divers;3;0
0512;2000;Tapis et revêtements de sols divers;3;0
0512;2001;Tapis et revêtements de sols divers;3;0
0512;2002;Tapis et revêtements de sols divers;3;0
0512;2003;Tapis et revêtements de sols divers;3;0
0512;2004;Tapis et revêtements de sols divers;3;0
0512;2005;Tapis et revêtements de sols divers;3;0
0512;2006;Tapis et revêtements de sols divers;3;0
0512;2007;Tapis et revêtements de sols divers;3;0
0512;2008;Tapis et revêtements de sols divers;3;0
0512;2009;Tapis et revêtements de sols divers;3;0
0512;2010;Tapis et revêtements de sols divers;3;0
0512;2011;Tapis et revêtements de sols divers;3;0
0512;2012;Tapis et revêtements de sols divers;3;0
0512;2013;Tapis et revêtements de sols divers;3;0
0512;2014;Tapis et revêtements de sols divers;3;0
0513;1994;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;1995;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;1996;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;1997;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;1998;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;1999;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2000;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2001;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2002;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2003;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2004;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2005;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2006;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2007;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2008;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2009;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2010;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2011;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2012;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2013;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0513;2014;Réparation de meubles, d'articles d'ameublement et de revêtements souples pour le sol;3;0
0520;1994;Article de ménage en textiles;3;0
0520;1995;Article de ménage en textiles;3;0
0520;1996;Article de ménage en textiles;3;0
0520;1997;Article de ménage en textiles;3;0
0520;1998;Article de ménage en textiles;3;0
0520;1999;Article de ménage en textiles;3;0
0520;2000;Article de ménage en textiles;3;0
0520;2001;Article de ménage en textiles;3;0
0520;2002;Article de ménage en textiles;3;0
0520;2003;Article de ménage en textiles;3;0
0520;2004;Article de ménage en textiles;3;0
0520;2005;Article de ménage en textiles;3;0
0520;2006;Article de ménage en textiles;3;0
0520;2007;Article de ménage en textiles;3;0
0520;2008;Article de ménage en textiles;3;0
0520;2009;Article de ménage en textiles;3;0
0520;2010;Article de ménage en textiles;3;0
0520;2011;Article de ménage en textiles;3;0
0520;2012;Article de ménage en textiles;3;0
0520;2013;Article de ménage en textiles;3;0
0520;2014;Article de ménage en textiles;3;0
0531;1994;Gros appareils ménagers, électriques ou non;3;0
0531;1995;Gros appareils ménagers, électriques ou non;3;0
0531;1996;Gros appareils ménagers, électriques ou non;3;0
0531;1997;Gros appareils ménagers, électriques ou non;3;0
0531;1998;Gros appareils ménagers, électriques ou non;3;0
0531;1999;Gros appareils ménagers, électriques ou non;3;0
0531;2000;Gros appareils ménagers, électriques ou non;3;0
0531;2001;Gros appareils ménagers, électriques ou non;3;0
0531;2002;Gros appareils ménagers, électriques ou non;3;0
0531;2003;Gros appareils ménagers, électriques ou non;3;0
0531;2004;Gros appareils ménagers, électriques ou non;3;0
0531;2005;Gros appareils ménagers, électriques ou non;3;0
0531;2006;Gros appareils ménagers, électriques ou non;3;0
0531;2007;Gros appareils ménagers, électriques ou non;3;0
0531;2008;Gros appareils ménagers, électriques ou non;3;0
0531;2009;Gros appareils ménagers, électriques ou non;3;0
0531;2010;Gros appareils ménagers, électriques ou non;3;0
0531;2011;Gros appareils ménagers, électriques ou non;3;0
0531;2012;Gros appareils ménagers, électriques ou non;3;0
0531;2013;Gros appareils ménagers, électriques ou non;3;0
0531;2014;Gros appareils ménagers, électriques ou non;3;0
0532;1994;Petits appareils électroméangers;3;0
0532;1995;Petits appareils électroméangers;3;0
0532;1996;Petits appareils électroméangers;3;0
0532;1997;Petits appareils électroméangers;3;0
0532;1998;Petits appareils électroméangers;3;0
0532;1999;Petits appareils électroméangers;3;0
0532;2000;Petits appareils électroméangers;3;0
0532;2001;Petits appareils électroméangers;3;0
0532;2002;Petits appareils électroméangers;3;0
0532;2003;Petits appareils électroméangers;3;0
0532;2004;Petits appareils électroméangers;3;0
0532;2005;Petits appareils électroméangers;3;0
0532;2006;Petits appareils électroméangers;3;0
0532;2007;Petits appareils électroméangers;3;0
0532;2008;Petits appareils électroméangers;3;0
0532;2009;Petits appareils électroméangers;3;0
0532;2010;Petits appareils électroméangers;3;0
0532;2011;Petits appareils électroméangers;3;0
0532;2012;Petits appareils électroméangers;3;0
0532;2013;Petits appareils électroméangers;3;0
0532;2014;Petits appareils électroméangers;3;0
0533;1994;Réparation d'appareils ménagers;3;0
0533;1995;Réparation d'appareils ménagers;3;0
0533;1996;Réparation d'appareils ménagers;3;0
0533;1997;Réparation d'appareils ménagers;3;0
0533;1998;Réparation d'appareils ménagers;3;0
0533;1999;Réparation d'appareils ménagers;3;0
0533;2000;Réparation d'appareils ménagers;3;0
0533;2001;Réparation d'appareils ménagers;3;0
0533;2002;Réparation d'appareils ménagers;3;0
0533;2003;Réparation d'appareils ménagers;3;0
0533;2004;Réparation d'appareils ménagers;3;0
0533;2005;Réparation d'appareils ménagers;3;0
0533;2006;Réparation d'appareils ménagers;3;0
0533;2007;Réparation d'appareils ménagers;3;0
0533;2008;Réparation d'appareils ménagers;3;0
0533;2009;Réparation d'appareils ménagers;3;0
0533;2010;Réparation d'appareils ménagers;3;0
0533;2011;Réparation d'appareils ménagers;3;0
0533;2012;Réparation d'appareils ménagers;3;0
0533;2013;Réparation d'appareils ménagers;3;0
0533;2014;Réparation d'appareils ménagers;3;0
0540;1994;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;1995;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;1996;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;1997;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;1998;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;1999;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2000;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2001;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2002;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2003;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2004;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2005;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2006;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2007;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2008;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2009;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2010;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2011;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2012;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2013;Verrerie, vaisselle et ustensiles de ménage;3;0
0540;2014;Verrerie, vaisselle et ustensiles de ménage;3;0
0551;1994;Gros outillage et matériel;3;0
0551;1995;Gros outillage et matériel;3;0
0551;1996;Gros outillage et matériel;3;0
0551;1997;Gros outillage et matériel;3;0
0551;1998;Gros outillage et matériel;3;0
0551;1999;Gros outillage et matériel;3;0
0551;2000;Gros outillage et matériel;3;0
0551;2001;Gros outillage et matériel;3;0
0551;2002;Gros outillage et matériel;3;0
0551;2003;Gros outillage et matériel;3;0
0551;2004;Gros outillage et matériel;3;0
0551;2005;Gros outillage et matériel;3;0
0551;2006;Gros outillage et matériel;3;0
0551;2007;Gros outillage et matériel;3;0
0551;2008;Gros outillage et matériel;3;0
0551;2009;Gros outillage et matériel;3;0
0551;2010;Gros outillage et matériel;3;0
0551;2011;Gros outillage et matériel;3;0
0551;2012;Gros outillage et matériel;3;0
0551;2013;Gros outillage et matériel;3;0
0551;2014;Gros outillage et matériel;3;0
0552;1994;Petit outillage et accessoires divers;3;0
0552;1995;Petit outillage et accessoires divers;3;0
0552;1996;Petit outillage et accessoires divers;3;0
0552;1997;Petit outillage et accessoires divers;3;0
0552;1998;Petit outillage et accessoires divers;3;0
0552;1999;Petit outillage et accessoires divers;3;0
0552;2000;Petit outillage et accessoires divers;3;0
0552;2001;Petit outillage et accessoires divers;3;0
0552;2002;Petit outillage et accessoires divers;3;0
0552;2003;Petit outillage et accessoires divers;3;0
0552;2004;Petit outillage et accessoires divers;3;0
0552;2005;Petit outillage et accessoires divers;3;0
0552;2006;Petit outillage et accessoires divers;3;0
0552;2007;Petit outillage et accessoires divers;3;0
0552;2008;Petit outillage et accessoires divers;3;0
0552;2009;Petit outillage et accessoires divers;3;0
0552;2010;Petit outillage et accessoires divers;3;0
0552;2011;Petit outillage et accessoires divers;3;0
0552;2012;Petit outillage et accessoires divers;3;0
0552;2013;Petit outillage et accessoires divers;3;0
0552;2014;Petit outillage et accessoires divers;3;0
0561;1994;Biens d'équipement ménager non durables;3;0
0561;1995;Biens d'équipement ménager non durables;3;0
0561;1996;Biens d'équipement ménager non durables;3;0
0561;1997;Biens d'équipement ménager non durables;3;0
0561;1998;Biens d'équipement ménager non durables;3;0
0561;1999;Biens d'équipement ménager non durables;3;0
0561;2000;Biens d'équipement ménager non durables;3;0
0561;2001;Biens d'équipement ménager non durables;3;0
0561;2002;Biens d'équipement ménager non durables;3;0
0561;2003;Biens d'équipement ménager non durables;3;0
0561;2004;Biens d'équipement ménager non durables;3;0
0561;2005;Biens d'équipement ménager non durables;3;0
0561;2006;Biens d'équipement ménager non durables;3;0
0561;2007;Biens d'équipement ménager non durables;3;0
0561;2008;Biens d'équipement ménager non durables;3;0
0561;2009;Biens d'équipement ménager non durables;3;0
0561;2010;Biens d'équipement ménager non durables;3;0
0561;2011;Biens d'équipement ménager non durables;3;0
0561;2012;Biens d'équipement ménager non durables;3;0
0561;2013;Biens d'équipement ménager non durables;3;0
0561;2014;Biens d'équipement ménager non durables;3;0
0562;1994;Services domestiques et services ménagers;3;0
0562;1995;Services domestiques et services ménagers;3;0
0562;1996;Services domestiques et services ménagers;3;0
0562;1997;Services domestiques et services ménagers;3;0
0562;1998;Services domestiques et services ménagers;3;0
0562;1999;Services domestiques et services ménagers;3;0
0562;2000;Services domestiques et services ménagers;2;0
0562;2001;Services domestiques et services ménagers;2;0
0562;2002;Services domestiques et services ménagers;2;0
0562;2003;Services domestiques et services ménagers;2;0
0562;2004;Services domestiques et services ménagers;2;0
0562;2005;Services domestiques et services ménagers;2;0
0562;2006;Services domestiques et services ménagers;2;0
0562;2007;Services domestiques et services ménagers;2;0
0562;2008;Services domestiques et services ménagers;2;0
0562;2009;Services domestiques et services ménagers;2;0
0562;2010;Services domestiques et services ménagers;2;0
0562;2011;Services domestiques et services ménagers;2;0
0562;2012;Services domestiques et services ménagers;4;0
0562;2013;Services domestiques et services ménagers;4;0
0562;2014;Services domestiques et services ménagers;4;0
0611;1994;Produits pharmaceutiques;1;0
0611;1995;Produits pharmaceutiques;1;0
0611;1996;Produits pharmaceutiques;1;0
0611;1997;Produits pharmaceutiques;1;0
0611;1998;Produits pharmaceutiques;1;0
0611;1999;Produits pharmaceutiques;1;0
0611;2000;Produits pharmaceutiques;1;0
0611;2001;Produits pharmaceutiques;1;0
0611;2002;Produits pharmaceutiques;1;0
0611;2003;Produits pharmaceutiques;1;0
0611;2004;Produits pharmaceutiques;1;0
0611;2005;Produits pharmaceutiques;1;0
0611;2006;Produits pharmaceutiques;1;0
0611;2007;Produits pharmaceutiques;1;0
0611;2008;Produits pharmaceutiques;1;0
0611;2009;Produits pharmaceutiques;1;0
0611;2010;Produits pharmaceutiques;1;0
0611;2011;Produits pharmaceutiques;1;0
0611;2012;Produits pharmaceutiques;1;0
0611;2013;Produits pharmaceutiques;1;0
0611;2014;Produits pharmaceutiques;1;0
0612;1994;Produits médicaux divers;3;0
0612;1995;Produits médicaux divers;3;0
0612;1996;Produits médicaux divers;3;0
0612;1997;Produits médicaux divers;3;0
0612;1998;Produits médicaux divers;3;0
0612;1999;Produits médicaux divers;3;0
0612;2000;Produits médicaux divers;3;0
0612;2001;Produits médicaux divers;3;0
0612;2002;Produits médicaux divers;3;0
0612;2003;Produits médicaux divers;3;0
0612;2004;Produits médicaux divers;3;0
0612;2005;Produits médicaux divers;3;0
0612;2006;Produits médicaux divers;3;0
0612;2007;Produits médicaux divers;3;0
0612;2008;Produits médicaux divers;3;0
0612;2009;Produits médicaux divers;3;0
0612;2010;Produits médicaux divers;3;0
0612;2011;Produits médicaux divers;3;0
0612;2012;Produits médicaux divers;3;0
0612;2013;Produits médicaux divers;3;0
0612;2014;Produits médicaux divers;3;0
0613;1994;Appareils et matériel thérapeutiques;2;0
0613;1995;Appareils et matériel thérapeutiques;2;0
0613;1996;Appareils et matériel thérapeutiques;2;0
0613;1997;Appareils et matériel thérapeutiques;2;0
0613;1998;Appareils et matériel thérapeutiques;2;0
0613;1999;Appareils et matériel thérapeutiques;2;0
0613;2000;Appareils et matériel thérapeutiques;2;0
0613;2001;Appareils et matériel thérapeutiques;2;0
0613;2002;Appareils et matériel thérapeutiques;2;0
0613;2003;Appareils et matériel thérapeutiques;2;0
0613;2004;Appareils et matériel thérapeutiques;2;0
0613;2005;Appareils et matériel thérapeutiques;2;0
0613;2006;Appareils et matériel thérapeutiques;2;0
0613;2007;Appareils et matériel thérapeutiques;2;0
0613;2008;Appareils et matériel thérapeutiques;2;0
0613;2009;Appareils et matériel thérapeutiques;2;0
0613;2010;Appareils et matériel thérapeutiques;2;0
0613;2011;Appareils et matériel thérapeutiques;2;0
0613;2012;Appareils et matériel thérapeutiques;2;0
0613;2013;Appareils et matériel thérapeutiques;2;0
0613;2014;Appareils et matériel thérapeutiques;2;0
0621;1994;Services médicaux;0;0
0621;1995;Services médicaux;0;0
