strate;precarite_energetique_rev_disponible;brde_m2_rev_disponible;froid_4_criteres_3_deciles;tee_10_3_deciles_rev_disponible
0.0;0.157634561126;0.0557054124164;0.0409059170206;0.102508390692
1.0;0.153912734086;0.0636865849272;0.0609917363615;0.0642115047419
2.0;0.14265343313;0.0501334164564;0.0702847815539;0.050267687877
3.0;0.151630094328;0.0692739528548;0.0590871022591;0.0549319003159
4.0;0.0906926292283;0.0363120342599;0.0414893689726;0.0279371475581
